"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC442022","SLD","4249 NW 37th TER","Gainesville","32605","Capri","1,862","06067-030-141","$275,000","3","2","0","1999","Community","Single Family Residence","","$2,533.00","28","28","1","Conventional","03/29/2021","$150.32","$147.69","0.98","Horizon Realty Of Alachua Inc","Leslie Morgan","259500935","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441944","SLD","7309 NW 115th RD","Alachua","33615","Turkey Creek","1,721","05900-020-023","$275,000","3","2","0","2005","Community","Single Family Residence","","$3,299.00","60","60","3","FHA","04/27/2021","$159.79","$159.79","1.00","BHGRE Thomas Group","Ericka Gilchrist","259503978","259504926","Ocala - Marion","Ocala - Marion"
"1","GC441561","SLD","10014 NW 20th AVE","Gainesville","32606","Ellis Park","1,807","06308-010-022","$275,000","3","2","0","2004","Community","Single Family Residence","","$3,222.00","38","38","2","Conventional","03/22/2021","$152.19","$152.19","1.00","Coldwell Banker M.M. Parrish Realtors","Jacqueline Knowles","259503594","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC441476","SLD","8211 NW 51st ST","Gainesville","32653","Weschester","1,711","06009-010-056","$275,000","4","2","0","2011","None","Single Family Residence","","$3,717.00","44","44","5","Conventional","03/26/2021","$160.72","$160.72","1.00","Bosshardt Realty Services LLC","Amy Y Yang","259506118","259506269","Gainesville-Alachua","Ocala - Marion"
"1","GC440638","SLD","404 NW 5th ST","Micanopy","32667","Smiths Addition","1,573","16520-018-002","$275,000","3","2","1","2021","None","Single Family Residence","","$304.00","106","106","18","USDA","04/23/2021","$163.38","$174.83","1.07","Rize Realty","Vincent Hampton","259505031","259504964","Gainesville-Alachua","Ocala - Marion"
"1","GC440345","SLD","1322 SW 122 ST","Gainesville","32607","Not In Subdivision","1,919","04416-004-001","$275,000","4","3","0","1975","Private","Single Family Residence","","$2,400.00","39","39","2","Conventional","01/29/2021","$145.91","$143.3","0.98","Suskin Realty Inc","Samuel Suskin","259504892","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439927","SLD","2311 NW 59th TER","Gainesville","32606","Misty Hollow","1,878","06221020001","$275,000","3","2","0","1993","None","Single Family Residence","","$2,754.00","45","45","5","Cash","01/15/2021","$149.04","$146.43","0.98","BHHS Florida Realty","Thomas McIntosh","259500456","259500037","Tampa","Ocala - Marion"
"1","GC439731","SLD","3927 NW 60th AVE","Gainesville","32653","Millhopper Stat-Grand Central","1,691","06020-020-028","$275,000","3","2","0","1994","None","Single Family Residence","","$1,780.00","100","100","81","Conventional","03/25/2021","$165.52","$162.63","0.98","Florida Homes Realty & Mortgage","Melissa Westmoreland","282570058","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446980","SLD","2646 NW 68th AVE","Gainesville","32653","Northwood Oaks","2,124","06014-003-022","$275,000","5","2","0","1981","None","Single Family Residence","","$2,016.00","94","94","44","FHA","11/08/2021","$129.47","$129.47","1.00","MATCHMAKER REALTY/ ALACHUA CNTY","Shannon Freire-NesSmith","259505977","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446861","SLD","5920 NW 38 TER","Gainesville","32653","Millhopper Stat-Victoria Sq","1,636","06020-012-062","$275,000","3","2","0","1996","None","Single Family Residence","","$4,060.00","33","33","17","FHA","09/10/2021","$168.09","$168.09","1.00","Keller Williams Gainesville Realty Partners","Elven B Sheppard","259505855","259500046","Gainesville-Alachua","Ocala - Marion"
