prop_id,sl_price,living_area,MISC_Val,Appraisal_val,Assessed_val,Age,Effective_Yr_Blt,Actual_Yr_Blt,Quality_cd,quality_factors,Prev_Sl_Ratio,CENTROID_X,CENTROID_y,Sale_Year,imprv_val,strata,legal_acreage,TotalFCP,TotalFEP,TotalFOP,TotalFGR,TotalFSP,TotalFST,TotalFUS,TotalFOP_binary,TotalFCP_binary,TotalFEP_binary,TotalFGR_binary,TotalFSP_binary,TotalFST_binary,TotalFUS_binary,Highsprings_A1,Highsprings_B2,Highsprings_B3,Highsprings_B4,Highsprings_B5,Highsprings_B6,Highsprings_B7,Highsprings_B8,Highsprings_B9,Highsprings_B10,Highsprings_B11,Highsprings_B12,Highsprings_B13,Highsprings_B14,Highsprings_C1,Highsprings_D1,Highsprings_E1,Highsprings_F1,MidtownEast_A1,MidtownEast_B1,MidtownEast_C1,MidtownEast_D1,MidtownEast_E1,MidtownEast_F1,Springtree_A1,Springtree_B1,Springtree_C1,swNewberry_A1,swNewberry_B1,swNewberry_C1,Tioga_A1,Tioga_B1,WaldoRural_A1,WaldoRural_B1,WaldoRural_C1,SUBMKT
28625,321900,1578,880,273213,273213,18,2007,2007,3,100,0.848751165,-82.41061811,29.76313299,2022,188333,B6_HighSprings,0.12,0,0,32,436,196,196,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28627,283000,1205,767,223487,223487,15,2010,2010,3,100,0.789706714,-82.41019744,29.76290984,2024,138720,B13_HighSprings,0.09,0,0,73,264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
28641,305000,1442,912,255648,255648,16,2009,2009,3,100,0.838190164,-82.40912278,29.76257615,2024,170736,B13_HighSprings,0.12,0,0,208,374,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
28642,329700,1698,928,283330,283330,16,2009,2009,3,100,0.859356991,-82.40909565,29.76270443,2022,198402,B6_HighSprings,0.14,0,0,40,420,84,84,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28658,323300,1681,958,251522,162436,27,1998,1998,4,110,0.777983297,-82.42588495,29.76272653,2022,195564,B6_HighSprings,0.18,0,109.5,32,563,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28665,314300,1543,904,231863,231863,22,2003,2003,3,100,0.737712377,-82.42588198,29.76184662,2022,175959,B6_HighSprings,0.18,0,0,131,470,120,120,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28669,314800,1516,800,230885,230885,22,2003,2003,3,100,0.733433926,-82.4258805,29.76140665,2023,175085,B6_HighSprings,0.18,0,0,38,465,208.5,208.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28671,295400,1297,848,210058,191313,22,2003,2003,3,100,0.711096818,-82.42587976,29.76118668,2022,154210,B6_HighSprings,0.18,0,0,48,526,128,128,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28673,245200,1134,686,176051,176051,23,2002,2002,3,100,0.717989396,-82.42587902,29.7609667,2022,120365,B6_HighSprings,0.18,0,0,78,300,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28675,274700,1232,686,196622,167527,23,2002,2002,3,100,0.715769931,-82.42587828,29.76074673,2022,140936,B6_HighSprings,0.18,0,0,28,560,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28677,324600,1516,720,215296,215296,23,2002,2002,3,100,0.663265558,-82.42587754,29.76052674,2022,159576,B6_HighSprings,0.18,0,0,94,380,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28684,295500,1841,1272,252533,252533,22,2003,2002,3,100,0.854595601,-82.42543833,29.76335874,2022,196261,B6_HighSprings,0.19,0,0,36,500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28698,328700,1956,1001,278293,278293,31,1994,1992,4,110,0.846647399,-82.42427505,29.76233152,2022,201292,B6_HighSprings,0.16,0,276,64,441,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28701,320000,1785,1048,250471,250471,21,2004,2004,3,100,0.782721875,-82.42403394,29.76186556,2023,173423,B6_HighSprings,0.17,0,196,37,420,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28742,295500,1940,3760,234382,234382,22,2003,2002,3,100,0.793170897,-82.424573,29.76123091,2022,175622,B6_HighSprings,0.1,0,0,56,169,0,0,911,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28743,339300,2487,1020,330036,330036,15,2010,2006,4,110,0.972696729,-82.42470803,29.76120548,2023,279016,B6_HighSprings,0.1,0,0,66,460,0,0,1272,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28768,442000,2726,4368,393336,393336,21,2004,2004,4,110,0.889900452,-82.42141249,29.75539492,2022,312968,B6_HighSprings,0.14,0,0,120,400,250,250,776,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28795,470000,2272,13758,358950,358950,21,2004,2004,4,110,0.763723404,-82.4204649,29.7546005,2024,285192,B13_HighSprings,0.31,0,0,384,480,0,0,216,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
28797,450600,2304,28130,360186,360186,22,2003,2003,4,110,0.799347537,-82.42045401,29.75431506,2022,262056,B6_HighSprings,0.24,0,0,298,484,0,0,264,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28807,368600,1966,922,335676,288475,20,2005,2005,4,110,0.910678242,-82.42072997,29.75472454,2023,273504,B6_HighSprings,0.24,0,0,95,460,475,475,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28811,365300,1897,1165,306122,306122,21,2004,2004,4,110,0.838001642,-82.42179627,29.75500833,2022,244957,B6_HighSprings,0.21,0,0,58,483,177.5,177.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28840,424200,2449,1248,338156,319136,28,1997,1995,4,110,0.797161716,-82.42035673,29.75221664,2023,266908,B6_HighSprings,0.28,0,0,86,665,365.5,365.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28860,425000,2058,18252,293670,293670,31,1994,1993,4,110,0.690988235,-82.4195573,29.75302115,2024,199418,B13_HighSprings,0.23,0,0,254,528,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
28885,337300,1731,3243,306809,242369,21,2004,2004,4,110,0.909602728,-82.41949571,29.75219407,2022,227566,B6_HighSprings,0.2,0,0,134,496,130,130,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28886,274900,1900,1376,322418,322418,21,2004,2004,4,110,1.172855584,-82.41896224,29.75161162,2024,245042,B13_HighSprings,0.22,0,0,337.5,504,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
28906,330400,1575,2704,244036,244036,24,2001,2001,3,100,0.738607748,-82.41805483,29.7587444,2022,172932,B6_HighSprings,0.19,0,0,72,440,160,160,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28914,440400,2663,4360,352018,352018,24,2001,2000,3,100,0.79931426,-82.41669941,29.75894928,2022,271658,B6_HighSprings,0.48,0,0,53,484,148,148,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28916,440600,1969,929,340591,340591,7,2018,2018,3,100,0.773016341,-82.41586106,29.75965,2022,263662,B6_HighSprings,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28917,418500,2261,1044,325363,325363,25,2000,2000,3,100,0.777450418,-82.41606311,29.75997421,2022,210319,B6_HighSprings,0.42,0,0,120,545.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28921,425000,1891,4224,336233,336233,19,2006,2006,4,110,0.791136471,-82.41568727,29.7608451,2024,256009,B6_HighSprings,0.34,0,0,172,507,175.5,175.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
28998,433500,2305,24377,357092,357092,19,2006,2006,4,110,0.823741638,-82.423014,29.75747416,2023,277715,B6_HighSprings,0.26,0,0,339.5,484,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29005,414900,2300,3716,344005,140772,24,2001,2001,4,110,0.829127501,-82.42351509,29.75671051,2022,285289,B6_HighSprings,0.26,0,0,336,660,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29028,400000,2081,1128,321744,321744,22,2003,2003,4,110,0.80436,-82.42315486,29.7558299,2024,265616,B6_HighSprings,0.18,0,0,45,559,184.5,184.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29032,392700,2344,3583,321425,162053,27,1998,1996,4,110,0.818500127,-82.42314345,29.75616902,2022,257842,B6_HighSprings,0.24,0,0,32,462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29050,331300,2025,3226,293226,293226,24,2001,1996,4,110,0.88507697,-82.41650184,29.75351787,2022,235000,B6_HighSprings,0.11,0,0,32,440,0,0,905,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29052,316000,1845,5163,275295,275295,25,2000,2000,4,110,0.871186709,-82.41629232,29.75327625,2023,215132,B6_HighSprings,0.2,0,0,49,462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29086,340000,1572,773,237018,237018,22,2003,2003,3,100,0.697111765,-82.41307775,29.75254514,2024,173745,B13_HighSprings,0.17,0,0,35,420,126,126,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29100,275000,1228,932,201467,201467,14,2011,2011,3,100,0.732607273,-82.41205129,29.75217562,2024,145535,B13_HighSprings,0.1,0,0,30,264,72,72,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29114,316800,1577,795,238973,238973,14,2011,2003,3,100,0.754333965,-82.41160008,29.75282153,2023,188178,B6_HighSprings,0.14,0,0,28,400,203,203,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29128,245000,1279,824,222184,222184,19,2006,2006,4,110,0.906873469,-82.41302391,29.75404837,2023,171360,B6_HighSprings,0.1,0,0,97,340,102,102,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29145,277200,2311,357,319093,274684,17,2008,2008,4,110,1.151129149,-82.41442112,29.75558036,2023,243736,B6_HighSprings,0.14,0,0,219.5,420,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29153,259100,1116,200,175664,175664,22,2003,2003,3,100,0.677977615,-82.41604059,29.75523136,2022,125464,B6_HighSprings,0.1,0,0,108,240,144,144,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29159,335000,1358,435,268369,268369,3,2022,2022,4,110,0.801101493,-82.41646958,29.75462527,2023,217934,B6_HighSprings,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29161,311500,1323,800,211079,211079,13,2012,2003,3,100,0.677621188,-82.41659447,29.75441362,2023,160279,B6_HighSprings,0.09,0,0,97,252,102,102,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29224,220300,1259,588,176010,172807,25,2000,2000,3,100,0.798955969,-82.41591643,29.7547352,2022,111422,B6_HighSprings,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29231,225000,1477,635,207601,207601,23,2002,2002,3,100,0.922671111,-82.41604108,29.75429996,2024,142966,B13_HighSprings,0.03,0,0,28,156,0,0,600,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29233,220200,1259,732,188528,188528,23,2002,2002,3,100,0.856167121,-82.41610112,29.75419396,2022,123796,B6_HighSprings,0.04,0,0,51,156,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29258,214200,910,194,181078,181078,7,2018,2018,3,100,0.845368814,-82.41531007,29.75371367,2023,116884,B6_HighSprings,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29276,270000,1263,840,216016,216016,21,2004,2004,4,110,0.800059259,-82.41265769,29.75351047,2024,165176,B13_HighSprings,0.11,0,0,87,340,108,108,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29278,282800,1552,755,228392,228392,20,2005,2005,3,100,0.807609618,-82.41243495,29.75336515,2023,177637,B6_HighSprings,0.14,0,0,35,440,126,126,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29280,306300,1373,730,207276,151513,20,2005,2005,3,100,0.676709109,-82.4122232,29.75304846,2023,151546,B6_HighSprings,0.17,0,0,26,308,88,88,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29317,387200,2015,3535,329771,322713,21,2004,2004,4,110,0.851681302,-82.41974537,29.76464358,2022,266236,B6_HighSprings,0.29,0,0,49,626,184.5,184.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29319,367500,1896,4019,309058,309058,21,2004,2004,4,110,0.84097415,-82.41958829,29.76495572,2023,245039,B6_HighSprings,0.3,0,0,172,462,139.5,139.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29322,398400,2221,3872,330975,330975,22,2003,2003,4,110,0.830760542,-82.41949418,29.76525692,2022,264603,B6_HighSprings,0.24,0,226,131,506,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29331,335800,1675,3248,240417,240417,22,2003,2003,3,100,0.715952948,-82.42005057,29.76596528,2023,182169,B6_HighSprings,0.18,0,0,84,498,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29354,279000,1342,400,221203,221203,22,2003,2003,3,100,0.792842294,-82.42298173,29.76599036,2022,145803,B6_HighSprings,0.11,0,0,60,400,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29383,263300,1293,1708,221184,221184,22,2003,2003,3,100,0.840045575,-82.42204643,29.76447744,2022,143476,B6_HighSprings,0.09,0,0,66,320,120,120,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29384,258300,1420,1897,231303,231303,20,2005,2005,3,100,0.895481998,-82.42210074,29.76457671,2022,153406,B6_HighSprings,0.09,0,0,74,320,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29386,263800,1309,1864,243627,243627,22,2003,2003,4,110,0.923529189,-82.42220933,29.76477524,2023,165763,B6_HighSprings,0.09,0,0,66,304,120,120,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29393,296300,1894,12872,287934,287934,25,2000,2000,4,110,0.971765103,-82.42290481,29.76557838,2022,199062,B6_HighSprings,0.2,0,0,40,420,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29396,370000,2862,9086,426844,426844,19,2006,2006,4,110,1.153632432,-82.42150349,29.76468167,2024,341758,B13_HighSprings,0.28,0,0,280.5,624,0,0,336,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29411,450000,2289,4420,382553,382553,19,2006,2006,4,110,0.850117778,-82.42027628,29.76512186,2024,294533,B13_HighSprings,0.6,0,0,370,484,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29420,326700,1645,567,245712,245712,28,1997,1997,3,100,0.752102847,-82.42372594,29.76561416,2023,170145,B6_HighSprings,0.2,0,0,55,420,211.5,211.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29511,280000,1508,784,210296,210296,24,2001,2001,3,100,0.751057143,-82.42541626,29.76392184,2024,154512,B13_HighSprings,0.18,0,0,41,441,198.5,198.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29532,375600,2194,1291,289035,289035,28,1997,1997,4,110,0.769528754,-82.42466583,29.7645653,2022,237744,B6_HighSprings,0.14,0,0,14,440,0,0,1254,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29541,281700,1486,829,222379,222379,20,2005,2005,3,100,0.78941782,-82.42550681,29.76556229,2022,171550,B6_HighSprings,0.1,0,0,107,420,110,110,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29545,305600,1434,864,222613,222613,21,2004,2004,3,100,0.728445681,-82.42505831,29.76525093,2023,166749,B6_HighSprings,0.18,0,0,42,441,170,170,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29562,122000,1197,5510,94060,94060,31,1994,1961,3,100,0.770983607,-82.42124826,29.77340111,2024,79550,B13_HighSprings,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29566,305000,2496,4489,337532,337532,27,1998,1998,4,110,1.106662295,-82.42591954,29.77365784,2024,248043,B13_HighSprings,1,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29577,292500,1568,4723,215810,215810,26,1999,1999,3,100,0.737811966,-82.42355284,29.7713342,2022,126087,B6_HighSprings,0.5,0,0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29607,25000,1864,0,86155,86155,78,1947,1937,1,75,3.4462,-82.41999633,29.7706517,2024,76155,B13_HighSprings,0.93,0,108,240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29625,324200,1625,11200,284105,284105,22,2003,1982,3,100,0.876326342,-82.41190319,29.7582216,2022,206905,B6_HighSprings,0.39,0,0,90,506,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29635,360000,1802,2340,279823,279823,31,1994,1992,4,110,0.777286111,-82.40980683,29.76007679,2024,211483,B13_HighSprings,0.4,0,153,80,492,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29638,320000,2009,3360,276086,276086,25,2000,1995,4,110,0.86276875,-82.41040739,29.76041932,2024,206726,B13_HighSprings,0.36,0,182,141,555,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
29640,387100,2542,3958,326207,293210,31,1994,1979,4,110,0.842694394,-82.41112706,29.76039451,2023,256249,B6_HighSprings,0.36,0,0,88,534,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B6
29642,435000,2251,3887,349450,349450,31,1994,1994,4,110,0.803333333,-82.41185944,29.7603687,2024,279563,B13_HighSprings,0.38,0,0,69,558,276,276,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B13
