OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Name
1191,1,1191,42745,0.430000000000000,1904,4,ST. JOHN'S,147400,314000,1985,100,1904,1981,2022,0,-82.412037130000002,29.679433580000001,06218-001-000,0,0,304,36,40,0,0,2,4396,114328.070000000006985,1,47,62,Gainesvilleish_Region
1192,1,1192,42765,0.520000000000000,2753,3,ST. JOHN'S,147401,426600,1990,100,2223,1983,2022,0,-82.412066760000002,29.678069180000001,06218-021-000,530,301,960,31,38,0,0,3,1906,114328.070000000006985,1,47,62,Gainesvilleish_Region
1193,1,1193,42771,0.350000000000000,1603,3,ST. JOHN'S,223400,284300,1988,100,1603,1979,2022,0,-82.410060930000000,29.674486240000000,06221-001-001,0,36,576,33,42,0,0,2,2794,114328.029999999998836,1,47,62,Gainesvilleish_Region
1194,1,1194,42785,0.330000000000000,1876,3,ST. JOHN'S,223400,406100,2002,100,1876,1975,2022,0,-82.410619699999998,29.676461509999999,06221-001-015,0,224,440,19,46,0,0,2,11777,114328.029999999998836,1,47,62,Gainesvilleish_Region
1195,1,1195,42792,0.330000000000000,2154,3,ST. JOHN'S,223400,421900,2005,100,2154,1976,2022,0,-82.411028439999995,29.676464230000001,06221-001-022,0,69,504,16,45,0,0,2,4258,114328.029999999998836,2,47,62,Gainesvilleish_Region
1196,1,1196,42851,0.420000000000000,1878,3,ST. JOHN'S,133500,350600,1993,100,1878,1993,2022,0,-82.406016690000001,29.674402789999998,06221-020-001,0,12,529,28,28,0,0,2,1054,114328.020000000004075,1,47,62,Gainesvilleish_Region
1197,1,1197,42852,0.540000000000000,2169,3,ST. JOHN'S,133500,422300,2000,100,2169,1988,2022,0,-82.406003560000002,29.674709969999999,06221-020-002,0,30,528,21,33,0,0,2,2408,114328.020000000004075,1,47,62,Gainesvilleish_Region
1198,1,1198,42866,0.310000000000000,2129,3,ST. JOHN'S,133500,402900,2000,100,2129,1986,2022,0,-82.408896170000006,29.675277420000000,06221-020-016,0,301,506,21,35,0,0,2,8123,114328.020000000004075,1,47,62,Gainesvilleish_Region
1199,1,1199,42889,0.310000000000000,1581,3,ST. JOHN'S,92300,254800,1975,100,1581,1974,2022,0,-82.415163600000000,29.675161140000000,06224-003-000,0,30,483,46,47,0,0,2,2419,114328.029999999998836,1,47,62,Gainesvilleish_Region
1200,1,1200,42893,0.300000000000000,1912,3,ST. JOHN'S,92300,349500,2000,100,1912,1973,2022,0,-82.414271600000006,29.675850340000000,06224-007-000,0,75,504,21,48,0,0,2,9342,114328.029999999998836,1,47,62,Gainesvilleish_Region
1201,1,1201,42950,0.140000000000000,1634,3,ST. JOHN'S,11405,311600,2005,100,1186,1989,2022,0,-82.416661000000005,29.674826870000000,06228-020-003,448,56,462,16,32,0,0,2,2439,114328.050000000002910,1,47,62,Gainesvilleish_Region
1202,1,1202,42957,0.230000000000000,1453,3,ST. JOHN'S,11405,309200,2005,100,1453,1987,2022,0,-82.416215660000006,29.676616809999999,06228-020-010,0,32,468,16,34,0,0,2,1575,114328.050000000002910,1,47,62,Gainesvilleish_Region
1203,1,1203,42971,0.230000000000000,1678,3,ST. JOHN'S,11405,312400,2002,100,1542,1987,2022,0,-82.416796660000003,29.676573160000000,06228-020-024,0,172,380,19,34,0,0,2,1724,114328.050000000002910,1,47,62,Gainesvilleish_Region
1204,1,1204,42972,0.130000000000000,1502,3,ST. JOHN'S,11405,308100,2000,100,1502,1993,2022,0,-82.416516689999995,29.676351820000001,06228-020-025,0,159,400,21,28,0,0,2,310,114328.050000000002910,1,47,62,Gainesvilleish_Region
1205,1,1205,42980,0.190000000000000,1546,3,ST. JOHN'S,140700,308800,2000,100,1546,1993,2022,0,-82.430914270000002,29.685656080000001,06230-001-001,0,33,420,21,28,0,0,2,1884,114329.039999999993597,1,47,62,Gainesvilleish_Region
1206,1,1206,42985,0.220000000000000,1903,3,ST. JOHN'S,140700,308400,1996,100,1383,1988,2022,0,-82.431554649999995,29.685670819999999,06230-001-006,520,37,483,25,33,0,0,2,1496,114329.039999999993597,1,47,62,Gainesvilleish_Region
1207,1,1207,42991,0.200000000000000,1332,3,ST. JOHN'S,140700,278500,1998,100,1332,1990,2022,0,-82.431864300000001,29.686193010000000,06230-001-012,0,21,300,23,31,0,0,2,342,114329.039999999993597,1,47,62,Gainesvilleish_Region
1208,1,1208,43003,0.170000000000000,1342,3,ST. JOHN'S,140700,285400,2000,100,1342,1994,2022,0,-82.433597010000000,29.686807259999998,06230-001-024,0,24,316,21,27,0,0,2,2702,114329.039999999993597,1,47,62,Gainesvilleish_Region
1209,1,1209,43017,0.180000000000000,1636,3,ST. JOHN'S,140700,221400,1992,100,1636,1992,2022,0,-82.434227530000001,29.685649460000000,06230-001-038,0,18,0,29,29,0,0,2,1752,114329.039999999993597,1,47,62,Gainesvilleish_Region
1210,1,1210,43024,0.180000000000000,1800,3,ST. JOHN'S,140700,314600,2010,100,1312,1987,2022,0,-82.434315729999994,29.686351869999999,06230-001-045,488,48,0,11,34,0,0,2,1795,114329.039999999993597,1,47,62,Gainesvilleish_Region
1211,1,1211,43041,0.190000000000000,1663,3,ST. JOHN'S,140600,322100,1997,100,1663,1997,2022,0,-82.435643499999998,29.687532399999998,06230-002-060,0,15,441,24,24,0,0,2,2110,114329.039999999993597,1,47,62,Gainesvilleish_Region
1212,1,1212,43068,0.180000000000000,1734,3,ST. JOHN'S,140600,291300,1998,100,1734,1996,2022,0,-82.436099659999996,29.686271130000002,06230-002-087,0,36,404,23,25,0,0,2,418,114329.039999999993597,1,47,62,Gainesvilleish_Region
1213,1,1213,43186,0.460000000000000,2592,3,ST. JOHN'S,187800,395900,1995,100,2592,1992,2022,0,-82.424438219999999,29.688438269999999,06230-037-001,0,24,440,26,29,0,0,2,2259,114329.009999999994761,1,47,62,Gainesvilleish_Region
1214,1,1214,43207,0.300000000000000,2392,3,ST. JOHN'S,187800,364000,1990,100,2392,1990,2022,0,-82.424383579999997,29.685829030000001,06230-037-022,0,30,462,31,31,0,0,2,1257,114329.009999999994761,1,47,62,Gainesvilleish_Region
1215,1,1215,43231,0.440000000000000,1344,3,ST. JOHN'S,233201,300600,2010,100,1344,1983,2022,0,-82.424859350000006,29.682228110000000,06230-060-003,0,72,0,11,38,0,0,2,1171,114329.029999999998836,1,47,62,Gainesvilleish_Region
1216,1,1216,43247,0.330000000000000,1248,3,ST. JOHN'S,233201,244700,1998,100,1248,1984,2022,0,-82.422523400000003,29.681031239999999,06230-060-019,0,284,0,23,37,0,0,2,1229,114329.029999999998836,1,47,62,Gainesvilleish_Region
1217,1,1217,43257,0.320000000000000,1460,3,ST. JOHN'S,233201,276600,2000,100,1460,1984,2022,0,-82.424811180000006,29.679922739999999,06230-060-029,0,72,0,21,37,0,0,2,1006,114329.029999999998836,1,47,62,Gainesvilleish_Region
1218,1,1218,43404,0.170000000000000,1800,3,ST. JOHN'S,98304,291300,2001,100,1800,2001,2022,0,-82.453211229999994,29.683699659999998,06234-010-008,0,359,496,20,20,0,0,2,880,114330.039999999993597,1,47,62,Gainesvilleish_Region
1219,1,1219,43411,0.180000000000000,1856,3,ST. JOHN'S,98304,370500,2000,100,1856,2000,2022,0,-82.453903859999997,29.683307440000000,06234-010-015,0,235,529,21,21,0,0,2,774,114330.039999999993597,1,47,62,Gainesvilleish_Region
1220,1,1220,43600,0.160000000000000,1563,3,ST. JOHN'S,22301,327100,2002,100,1563,2000,2022,0,-82.441740100000004,29.674694400000000,06234-110-001,0,226,400,19,21,0,0,2,1306,114330.080000000001746,1,47,62,Gainesvilleish_Region
1221,1,1221,43601,0.170000000000000,1678,3,ST. JOHN'S,22301,310900,1999,100,1678,1999,2022,0,-82.441716909999997,29.675077020000000,06234-110-002,0,304,576,22,22,0,0,2,781,114330.080000000001746,1,47,62,Gainesvilleish_Region
1222,1,1222,43622,0.170000000000000,1541,3,ST. JOHN'S,22301,324400,2002,100,1541,1999,2022,0,-82.441226169999993,29.675894300000000,06234-110-023,0,169,440,19,22,0,0,2,2056,114330.080000000001746,1,47,62,Gainesvilleish_Region
1223,1,1223,43687,0.180000000000000,2496,3,ST. JOHN'S,227200,471200,2005,100,2496,2003,2022,0,-82.442361989999995,29.677797300000002,06234-130-086,0,352,440,16,18,0,0,3,688,114330.080000000001746,1,47,62,Gainesvilleish_Region
1224,1,1224,43738,0.190000000000000,2288,3,ST. JOHN'S,236300,407300,2004,100,2288,2004,2022,0,-82.442016199999998,29.675597239999998,06234-140-136,0,226,498,17,17,0,0,3,1110,114330.080000000001746,1,47,62,Gainesvilleish_Region
1225,1,1225,43786,0.110000000000000,1571,3,ST. JOHN'S,98309,286300,2000,100,1571,1988,2022,0,-82.453744229999998,29.687202350000000,06234-230-024,0,0,468,21,33,0,0,2,840,114330.020000000004075,1,47,62,Gainesvilleish_Region
1226,1,1226,43821,0.080000000000000,1974,3,ST. JOHN'S,124400,337700,2004,100,1974,2004,2022,0,-82.452120519999994,29.685501540000001,06234-240-029,0,36,624,17,17,0,0,2,1522,114330.029999999998836,1,47,62,Gainesvilleish_Region
1227,1,1227,43843,0.080000000000000,2002,3,ST. JOHN'S,0,361500,1990,100,1421,1990,2022,0,-82.452557720000001,29.686672470000001,06234-240-058,581,104,300,31,31,0,0,2,836,114330.029999999998836,1,47,62,Gainesvilleish_Region
1228,1,1228,43852,0.080000000000000,1704,4,ST. JOHN'S,0,386900,1995,100,1704,1995,2022,0,-82.453426980000003,29.685838770000000,06234-240-077,0,194,462,26,26,0,0,2,1709,114330.029999999998836,1,47,62,Gainesvilleish_Region
1229,1,1229,43972,0.550000000000000,1730,3,ST. JOHN'S,98301,398100,1995,100,1730,1980,2022,0,-82.454386479999997,29.676012400000001,06236-021-000,0,24,506,26,41,0,0,2,14018,114330.070000000006985,1,47,62,Gainesvilleish_Region
1230,1,1230,43985,0.490000000000000,1603,3,ST. JOHN'S,98301,271700,1987,100,1603,1987,2022,0,-82.451485480000002,29.674845189999999,06236-034-000,0,16,411,34,34,0,0,2,2646,114330.070000000006985,1,47,62,Gainesvilleish_Region
1231,1,1231,44082,0.960000000000000,2382,3,ST. JOHN'S,98305,463900,2000,100,2382,1996,2022,0,-82.447148350000006,29.674811129999998,06250-011-000,0,336,576,21,25,0,0,2,4025,114330.089999999996508,1,47,62,Gainesvilleish_Region
1232,1,1232,44092,0.390000000000000,2229,3,ST. JOHN'S,145300,413600,1990,100,2229,1981,2022,0,-82.443193480000005,29.666079580000002,06300-009-000,0,90,528,31,40,0,0,2,2618,114331.009999999994761,1,47,62,Gainesvilleish_Region
1233,1,1233,44103,0.370000000000000,1843,3,ST. JOHN'S,145300,377700,1998,100,1843,1981,2022,0,-82.443173160000001,29.669111340000001,06300-020-000,0,240,625,23,40,0,0,2,1839,114331.009999999994761,1,47,62,Gainesvilleish_Region
1234,1,1234,44191,2.520000000000000,3050,5,ST. JOHN'S,254100,596300,1986,100,3050,1986,2022,0,-82.450759169999998,29.671682579999999,06303-060-012,0,538,647,35,35,0,0,2,16631,114331.029999999998836,1,47,62,Gainesvilleish_Region
1235,1,1235,44200,0.570000000000000,1803,3,ST. JOHN'S,144900,415800,1998,100,1803,1971,2022,0,-82.441706769999996,29.663007720000000,06304-009-000,0,0,420,23,50,0,0,2,2924,114331.009999999994761,1,47,62,Gainesvilleish_Region
1236,1,1236,44225,0.540000000000000,2198,3,ST. JOHN'S,144900,401400,1987,100,2198,1970,2022,0,-82.439243460000000,29.661950539999999,06304-034-000,0,186,651,34,51,0,0,2,1606,114331.009999999994761,1,47,62,Gainesvilleish_Region
1237,1,1237,44233,0.500000000000000,2968,3,ST. JOHN'S,144900,505100,1990,100,2968,1970,2022,0,-82.441930909999996,29.660739730000000,06304-042-000,0,182,0,31,51,0,0,2,6301,114331.009999999994761,1,47,62,Gainesvilleish_Region
1238,1,1238,44234,0.920000000000000,2045,3,ST. JOHN'S,144900,367400,1990,100,2045,1975,2022,0,-82.441725059999996,29.660311570000001,06304-043-000,0,20,440,31,46,0,0,2,1497,114331.009999999994761,1,47,62,Gainesvilleish_Region
1239,1,1239,44238,1.080000000000000,2302,4,ST. JOHN'S,144900,439100,1985,100,2302,1973,2022,0,-82.442955960000006,29.661316339999999,06304-047-000,0,165,440,36,48,0,0,2,4353,114331.009999999994761,1,47,62,Gainesvilleish_Region
1240,1,1240,44287,0.380000000000000,1896,4,ST. JOHN'S,145100,406500,1996,100,1896,1986,2022,0,-82.439955569999995,29.666635899999999,06304-200-014,0,42,483,25,35,0,0,2,8157,114331.009999999994761,1,47,62,Gainesvilleish_Region
1241,1,1241,44305,0.390000000000000,1886,4,ST. JOHN'S,145100,368900,1992,100,1886,1982,2022,0,-82.439263460000006,29.666673329999998,06304-200-032,0,240,440,29,39,0,0,2,2324,114331.009999999994761,1,47,62,Gainesvilleish_Region
1242,1,1242,44311,0.490000000000000,1810,4,ST. JOHN'S,145200,402900,2005,100,1810,1999,2022,0,-82.440157490000004,29.668564839999998,06304-300-004,0,94,440,16,22,0,0,2,8652,114331.020000000004075,1,47,62,Gainesvilleish_Region
1243,1,1243,44336,0.220000000000000,1534,4,ST. JOHN'S,21001,310000,1995,100,1534,1995,2022,0,-82.446940380000001,29.663095450000000,06306-010-003,0,18,420,26,26,0,0,2,1236,114331.039999999993597,1,47,62,Gainesvilleish_Region
1244,1,1244,44365,0.210000000000000,1918,4,ST. JOHN'S,21001,357700,1996,100,1918,1996,2022,0,-82.448466609999997,29.664352760000000,06306-010-032,0,226,420,25,25,0,0,3,1756,114331.039999999993597,1,47,62,Gainesvilleish_Region
1245,1,1245,57988,0.270000000000000,2542,4,ST. JOHN'S,241600,505900,2015,100,2542,2015,2022,0,-82.419131019999995,29.622976160000000,06840-010-006,0,332,420,6,6,0,0,2,1741,125316.020000000004075,1,47,62,Gainesvilleish_Region
1246,1,1246,58005,0.270000000000000,2786,4,ST. JOHN'S,241600,586600,2006,100,2531,2006,2022,0,-82.418221590000002,29.621585410000002,06840-010-023,255,301,456,15,15,0,0,2,1030,125316.020000000004075,1,47,62,Gainesvilleish_Region
1247,1,1247,58019,0.180000000000000,1933,4,ST. JOHN'S,241600,454900,2007,100,1932,2007,2022,0,-82.420167919999997,29.621887310000002,06840-010-037,0,204,441,14,14,0,0,2,834,125316.020000000004075,1,47,62,Gainesvilleish_Region
1248,1,1248,58022,0.190000000000000,1959,4,ST. JOHN'S,241600,414400,2007,100,1958,2007,2022,0,-82.420517430000004,29.622277440000001,06840-010-040,0,222,420,14,14,0,0,2,1630,125316.020000000004075,1,47,62,Gainesvilleish_Region
1249,1,1249,58023,0.180000000000000,2135,4,ST. JOHN'S,241600,460600,2007,100,2134,2007,2022,0,-82.420519040000002,29.622081130000002,06840-010-041,0,236,418,14,14,0,0,2,1936,125316.020000000004075,1,47,62,Gainesvilleish_Region
1250,1,1250,58045,0.070000000000000,2412,4,ST. JOHN'S,241600,435900,2017,100,1158,2017,2022,0,-82.422054169999996,29.622461090000002,06840-012-005,1254,192,480,4,4,0,0,2,1216,125316.020000000004075,1,47,62,Gainesvilleish_Region
1251,1,1251,58062,0.390000000000000,2072,4,ST. JOHN'S,241601,494100,2011,100,2072,2011,2022,0,-82.422060040000005,29.619548800000000,06840-020-059,0,298,440,10,10,0,0,2,2496,125316.020000000004075,1,47,62,Gainesvilleish_Region
1252,1,1252,58064,0.160000000000000,1620,4,ST. JOHN'S,241601,399100,2013,100,1620,2013,2022,0,-82.421556859999995,29.619536929999999,06840-020-061,0,330,462,8,8,0,0,2,1135,125316.020000000004075,1,47,62,Gainesvilleish_Region
1253,1,1253,58082,0.220000000000000,1912,4,ST. JOHN'S,241601,460300,2010,100,1912,2010,2022,0,-82.421564939999996,29.619931080000001,06840-020-079,0,292,420,11,11,0,0,2,1919,125316.020000000004075,1,47,62,Gainesvilleish_Region
1254,1,1254,58088,0.160000000000000,1929,4,ST. JOHN'S,241601,426000,2014,100,1929,2014,2022,0,-82.421145019999997,29.620764399999999,06840-020-085,0,365,420,7,7,0,0,2,1106,125316.020000000004075,1,47,62,Gainesvilleish_Region
1255,1,1255,58131,1.000000000000000,2700,3,ST. JOHN'S,107800,512600,1995,100,2700,1973,2022,0,-82.426015890000002,29.621625790000000,06849-001-011,0,0,550,26,48,0,0,2,12261,125317.020000000004075,1,10,18,Haile_Like
1256,1,1256,58141,1.070000000000000,2337,3,ST. JOHN'S,107800,645800,2005,100,1257,1971,2022,0,-82.423857999999996,29.620817989999999,06849-001-023,1080,176,599,16,50,0,0,4,17758,125317.020000000004075,1,10,18,Haile_Like
1257,1,1257,58149,1.000000000000000,2338,3,ST. JOHN'S,107900,487100,2005,100,2338,1973,2022,0,-82.423485029999995,29.618268650000001,06849-002-006,0,42,526,16,48,0,0,2,5256,125317.020000000004075,1,10,18,Haile_Like
1258,1,1258,58169,1.050000000000000,3781,3,ST. JOHN'S,107900,726400,2001,100,2250,2001,2022,0,-82.425278930000005,29.619236420000000,06849-002-026,1531,416,768,20,20,0,0,4,10849,125317.020000000004075,1,10,18,Haile_Like
1259,1,1259,58176,2.370000000000000,3891,3,ST. JOHN'S,107901,572500,1985,100,3735,1976,2022,0,-82.426599690000003,29.617807370000001,06849-002-034,0,330,768,36,45,0,0,2,10886,125317.020000000004075,1,10,18,Haile_Like
1260,1,1260,58178,1.800000000000000,4375,3,ST. JOHN'S,107900,835400,2000,100,3893,1990,2022,0,-82.426601919999996,29.617214409999999,06849-002-036,0,582,928,21,31,0,0,4,14028,125317.020000000004075,1,10,18,Haile_Like
1261,1,1261,58199,1.000000000000000,2966,3,ST. JOHN'S,108000,675700,2000,100,2966,1982,2022,0,-82.431185369999994,29.619797169999998,06849-003-021,0,49,462,21,39,0,0,3,19928,125317.020000000004075,1,10,18,Haile_Like
1262,1,1262,58256,1.020000000000000,2788,3,ST. JOHN'S,108200,635500,2005,100,2788,1989,2022,0,-82.431251779999997,29.617304579999999,06849-005-003,0,94,840,16,32,0,0,3,9586,125317.020000000004075,1,10,18,Haile_Like
1263,1,1263,58276,1.070000000000000,2773,3,ST. JOHN'S,108300,577300,1997,100,2772,1990,2022,0,-82.427592419999996,29.618852619999998,06849-006-013,0,253,523,24,31,0,0,2,13892,125317.020000000004075,1,10,18,Haile_Like
1264,1,1264,58314,5.630000000000000,4282,4,ST. JOHN'S,0,699000,1990,100,3193,1976,2022,0,-82.428188050000003,29.623664779999999,06850-008-000,1089,120,504,31,45,0,0,4,24104,125317.009999999994761,1,10,18,Haile_Like
1265,1,1265,58335,1.000000000000000,2173,3,ST. JOHN'S,254400,327100,1989,100,2173,1974,2022,0,-82.423053710000005,29.627781299999999,06850-018-008,0,224,637,32,47,0,0,2,6356,125317.009999999994761,1,47,62,Gainesvilleish_Region
1266,1,1266,58338,4.000000000000000,2278,4,ST. JOHN'S,0,514500,1984,100,2278,1974,2022,0,-82.431156220000005,29.627275740000002,06850-021-000,0,192,506,37,47,0,0,4,11461,125317.009999999994761,1,10,18,Haile_Like
1267,1,1267,58444,0.480000000000000,2494,3,ST. JOHN'S,232100,634900,2005,100,2494,2005,2022,0,-82.451828259999999,29.627216300000001,06852-010-015,0,242,484,16,16,0,0,3,10034,125318.130000000004657,1,41,54,WildsPlantation
1268,1,1268,58446,0.500000000000000,3843,4,ST. JOHN'S,232100,979400,2004,100,3843,2004,2022,0,-82.452385090000007,29.628339610000001,06852-010-017,0,633,809,17,17,0,0,4,12311,125318.130000000004657,1,41,54,WildsPlantation
1269,1,1269,58473,0.520000000000000,4036,4,ST. JOHN'S,232101,992300,2005,100,4036,2005,2022,0,-82.452232890000005,29.624494909999999,06852-020-043,0,642,877,16,16,0,0,4,16821,125318.130000000004657,1,41,54,WildsPlantation
1270,1,1270,58479,0.530000000000000,2728,4,ST. JOHN'S,232101,851300,2006,100,2728,2006,2022,0,-82.451873719999995,29.625527630000001,06852-020-049,0,505,706,15,15,0,0,3,5052,125318.130000000004657,1,41,54,WildsPlantation
1271,1,1271,58514,0.580000000000000,3196,4,ST. JOHN'S,232102,891200,2008,100,2678,2008,2022,0,-82.453396940000005,29.621358040000000,06852-030-083,518,539,665,13,13,0,0,4,13204,125318.130000000004657,1,41,54,WildsPlantation
1272,1,1272,58523,0.570000000000000,4038,5,ST. JOHN'S,232102,1082800,2007,100,3286,2007,2022,0,-82.452722750000007,29.621348470000001,06852-030-092,751,918,853,14,14,0,0,4,16093,125318.130000000004657,1,41,54,WildsPlantation
1273,1,1273,58529,0.460000000000000,3354,5,ST. JOHN'S,232103,1160900,2017,100,2854,2017,2022,0,-82.453975729999996,29.616482869999999,06852-040-097,500,576,759,4,4,0,0,4,18727,125318.130000000004657,1,41,54,WildsPlantation
1274,1,1274,71552,3.330000000000000,848,3,SUWANNEE,0,22500,1971,100,848,1964,2022,0,-82.296849710000004,29.804581339999999,07689-004-000,0,0,0,50,57,0,0,1,8565,323400.000000000000000,1,44,58,Rural_North
1275,1,1275,71799,12.000000000000000,1064,3,SUWANNEE,0,220900,1997,100,1064,1997,2022,0,-82.353074390000003,29.795808009999998,07746-002-003,0,128,0,24,24,0,0,2,6083,323400.000000000000000,1,44,58,Rural_North
1276,1,1276,71812,5.000000000000000,2559,4,SUWANNEE,0,594100,2014,100,2559,2011,2022,0,-82.355548299999995,29.784240390000001,07754-001-001,0,501,568,7,10,0,0,3,9141,323400.000000000000000,1,44,58,Rural_North
1277,1,1277,72052,0.140000000000000,1334,3,GAINESVILLE,92800,245000,1994,100,1334,1989,2022,0,-82.353564030000001,29.722648790000001,07814-010-008,0,244,352,27,32,0,0,2,399,324407.010000000009313,1,3,10,Buck_Bay
1278,1,1278,72057,0.130000000000000,1405,3,GAINESVILLE,92800,244700,1993,100,1405,1990,2022,0,-82.353562719999999,29.721875770000000,07814-010-013,0,200,300,28,31,0,0,2,676,324407.010000000009313,1,3,10,Buck_Bay
1279,1,1279,72065,0.140000000000000,800,3,GAINESVILLE,92800,225200,2015,100,800,2002,2022,0,-82.352943139999994,29.720685849999999,07814-010-021,0,124,0,6,19,0,0,2,2185,324407.010000000009313,1,3,10,Buck_Bay
1280,1,1280,72090,0.140000000000000,1314,3,GAINESVILLE,92800,229500,2002,100,1314,1986,2022,0,-82.352505010000002,29.722291729999998,07814-010-046,0,45,0,19,35,0,0,2,1477,324407.010000000009313,1,3,10,Buck_Bay
1281,1,1281,72091,0.140000000000000,1127,3,GAINESVILLE,92800,240400,2001,100,1127,2001,2022,0,-82.352536720000003,29.722129039999999,07814-010-047,0,36,357,20,20,0,0,2,501,324407.010000000009313,1,3,10,Buck_Bay
1282,1,1282,72105,0.140000000000000,1450,3,GAINESVILLE,92801,192800,2003,100,1450,2003,2022,0,-82.351853079999998,29.721430720000001,07814-020-001,0,60,420,18,18,0,0,2,1564,324407.010000000009313,1,3,10,Buck_Bay
1283,1,1283,72146,0.130000000000000,1185,3,GAINESVILLE,28000,263600,2016,100,1185,2016,2022,0,-82.352674250000007,29.724801549999999,07814-100-004,0,20,380,5,5,0,0,2,597,324407.020000000018626,1,3,10,Buck_Bay
1284,1,1284,72193,0.130000000000000,1156,3,GAINESVILLE,28000,244100,2015,100,1156,2015,2022,0,-82.351475579999999,29.724140859999999,07814-100-051,0,120,380,6,6,0,0,2,1409,324407.020000000018626,1,3,10,Buck_Bay
1285,1,1285,72219,0.100000000000000,1261,3,GAINESVILLE,28000,265100,2015,100,1261,2015,2022,0,-82.351611399999996,29.726566490000000,07814-100-077,0,145,380,6,6,0,0,2,1262,324407.020000000018626,1,3,10,Buck_Bay
1286,1,1286,72223,0.100000000000000,1156,3,GAINESVILLE,28000,256300,2018,100,1156,2015,2022,0,-82.352304419999996,29.726566920000000,07814-100-081,0,120,380,3,6,0,0,2,1387,324407.020000000018626,1,3,10,Buck_Bay
1287,1,1287,72236,0.140000000000000,2153,3,GAINESVILLE,28000,318600,2016,100,1009,2016,2022,0,-82.353006989999997,29.726015830000001,07814-100-094,1144,45,400,5,5,0,0,2,875,324407.020000000018626,1,3,10,Buck_Bay
1288,1,1288,72253,0.120000000000000,1576,3,GAINESVILLE,28000,285600,2016,100,736,2016,2022,0,-82.351994050000002,29.725125649999999,07814-100-111,840,75,420,5,5,0,0,2,424,324407.020000000018626,1,3,10,Buck_Bay
1289,1,1289,72266,0.100000000000000,1433,3,GAINESVILLE,28000,258800,2016,100,1241,2016,2022,0,-82.351580530000007,29.725686929999998,07814-100-124,0,45,400,5,5,0,0,2,1602,324407.020000000018626,1,3,10,Buck_Bay
1290,1,1290,72463,0.870000000000000,1166,3,ST. JOHN'S,0,203800,1995,100,1166,1958,2022,0,-82.265077399999996,29.725072229999999,07836-012-002,0,0,0,26,63,0,0,1,4488,324412.010000000009313,1,39,52,WaldoRural
1291,1,1291,72475,0.520000000000000,1248,3,ST. JOHN'S,0,249500,2006,100,1248,2006,2022,0,-82.262924010000006,29.725133270000001,07836-013-000,0,144,520,15,15,0,0,2,886,324412.010000000009313,1,39,52,WaldoRural
1292,1,1292,73066,0.100000000000000,1440,3,GAINESVILLE,236400,276100,2003,100,1440,2003,2022,0,-82.353264830000001,29.702518999999999,07891-010-001,0,164,420,18,18,0,0,2,171,324419.030000000027940,1,32,44,Sorrento
1293,1,1293,73079,0.100000000000000,1433,3,GAINESVILLE,236400,297600,2007,100,1433,2007,2022,0,-82.353052959999999,29.701053590000001,07891-010-014,0,163,420,14,14,0,0,2,841,324419.030000000027940,1,32,44,Sorrento
1294,1,1294,73098,0.230000000000000,2780,3,GAINESVILLE,236400,456200,2004,100,1410,2004,2022,0,-82.354844310000004,29.698891459999999,07891-010-033,1370,270,484,17,17,0,0,2,816,324419.030000000027940,1,32,44,Sorrento
1295,1,1295,73101,0.170000000000000,1846,3,GAINESVILLE,236400,385100,2004,100,1846,2004,2022,0,-82.354154949999995,29.698801620000001,07891-010-036,0,435,484,17,17,0,0,2,739,324419.030000000027940,1,32,44,Sorrento
1296,1,1296,73132,0.120000000000000,1439,3,GAINESVILLE,236400,292400,2004,100,1439,2004,2022,0,-82.351661170000000,29.702511940000001,07891-010-067,0,204,495,17,17,0,0,2,262,324419.030000000027940,1,32,44,Sorrento
1297,1,1297,73140,0.090000000000000,1442,3,GAINESVILLE,236400,295100,2004,100,1442,2004,2022,0,-82.352812130000004,29.702890480000001,07891-010-075,0,207,479,17,17,0,0,2,152,324419.030000000027940,1,32,44,Sorrento
1298,1,1298,73163,0.110000000000000,1479,3,GAINESVILLE,236401,297600,2005,100,1479,2005,2022,0,-82.350870220000004,29.700213860000002,07891-020-096,0,204,484,16,16,0,0,2,252,324419.030000000027940,1,32,44,Sorrento
1299,1,1299,73261,0.050000000000000,1351,3,GAINESVILLE,236402,267700,2017,100,878,2017,2022,0,-82.353980570000004,29.700610000000001,07891-030-193,473,126,440,4,4,0,0,2,200,324419.030000000027940,1,32,44,Sorrento
1300,1,1300,73290,0.050000000000000,1217,3,GAINESVILLE,236402,252200,2014,100,1217,2014,2022,0,-82.354919109999997,29.702232179999999,07891-030-222,0,78,276,7,7,0,0,2,1149,324419.030000000027940,1,32,44,Sorrento
1301,1,1301,73326,0.100000000000000,1447,3,GAINESVILLE,236402,266200,2005,100,1446,2005,2022,0,-82.354421950000003,29.700592680000000,07891-030-258,0,163,440,16,16,0,0,2,242,324419.030000000027940,1,32,44,Sorrento
