"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC441788","SLD","2459 NW 152nd CT","Newberry","32669","Kingston","3,544","04227-100-002","$1,229,154","4","4","0","2021","None","Single Family Residence","","$1,000.00","294","20","4","Cash","03/08/2021","$346.83","$346.83","1.00","BHGRE Thomas Group","Brenda Banks","259500490","259504926","Ocala - Marion","Ocala - Marion"
"1","GC444821","SLD","13638 SW 6th RD","Newberry","32669","Town Of Tioga","4,697","04333-113-315","$1,275,000","4","4","1","2016","Private, Community","Single Family Residence","","$14,292.00","126","126","79","Conventional","09/27/2021","$271.45","$271.45","1.00","Coldwell Banker M.M. Parrish Realtors","Jeff Quigley - Team Gainesville","259500615","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443357","SLD","11404 SW 30th AVE","Gainesville","32608","Oakmont","4,256","04427-111-098","$1,300,000","5","4","0","2017","Private, Community","Single Family Residence","","$22,800.00","109","109","84","Cash","07/27/2021","$316.96","$305.45","0.96","Coldwell Banker M.M. Parrish Realtors","Darine Wehbe","259505727","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC444571","SLD","25743 NW 62ND AVE","Newberry","32669","Carrington Park","4,135","01821-010-009","$1,349,900","3","4","0","2006","Private","Single Family Residence","","$6,186.00","186","186","66","Cash","11/19/2021","$326.46","$326.46","1.00","CAMPUS TO COAST REALTY, INC","Jennifer Lee","259503897","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC442134","SLD","3507 SW 92ND ST","Gainesville","32608","HP/Cameron Park","5,357","06860-343-003","$1,350,000","6","5","0","2008","Private, Community","Single Family Residence","","$16,998.00","55","55","6","Conventional","04/28/2021","$252.01","$252.01","1.00","Pepine Realty","Betsy Pepine","259503892","259504926","Ocala - Marion","Ocala - Marion"
"1","GC446972","SLD","13908 NW 19TH PL","Gainesville","32606","Wyngate Farms","6,794","04290-020-016","$1,358,000","7","4","1","2009","Private","Single Family Residence","","$21,062.00","84","84","53","Conventional","10/28/2021","$242.86","$199.88","0.82","BHGRE THOMAS GROUP","Kat Durst","259505574","673900","Gainesville-Alachua","Gainesville-Alachua"
"1","GC442700","SLD","3939 SW 93rd DR","Gainesville","32608","HP/William Kent Ct 33, 53-64","6,766","06860-331-064","$1,400,000","5","5","1","1999","Private","Single Family Residence","","$19,840.00","109","109","45","Conventional","07/07/2021","$221.70","$206.92","0.93","BHGRE Thomas Group","Lois Lore Davis","259503727","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC433767","SLD","2619 NW 152nd CT","Newberry","32606","Kingston","4,258","Lot 7","$1,422,434","4","3","2","2020","Private","Single Family Residence","","$0.00","384","384","93","Conventional","04/26/2021","$334.06","$334.06","1.00","BHGRE Thomas Group","Brenda Banks","259500490","259504926","Ocala - Marion","Ocala - Marion"
"1","GC443427","SLD","1708 SW 117th ST","Gainesville","32607","Sunset Farms","4,985","04425-001-009","$1,445,000","5","4","0","1989","Private","Single Family Residence","","$5,612.00","63","63","12","Cash","06/09/2021","$270.81","$289.87","1.07","Coldwell Banker M.M. Parrish Realtors","Lauretta Fogg","259500478","259504926","Gainesville-Alachua","Pinellas Suncoast"
"1","GC441499","SLD","14742 NW 11th PL","Newberry","32669","Wyndsong","6,871","04302-010-013","$1,539,000","5","5","1","2015","Private","Single Family Residence","","$23,666.00","108","108","142","Cash","07/08/2021","$223.98","$223.98","1.00","Coldwell Banker M.M. Parrish Realtors","Lauretta Fogg","259500478","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC440536","SLD","Lot 338 SW 111th WAY","Gainesville","32608","Oakmont","5,218","04427-111-338","$1,569,945","6","5","0","2021","Private, Community","Single Family Residence","","$8,142.00","53","53","0","Conventional","02/24/2021","$300.87","$300.87","1.00","BHGRE Thomas Group","Brenda Banks","259500490","259500046","Ocala - Marion","Ocala - Marion"
"1","GC446993","SLD","2523 NW 152ND CT","Newberry","32669","Kingston","4,532","04227-100-004","$1,614,070","4","4","0","2022","None","Single Family Residence","","$1,000.00","101","101","0","Cash","11/15/2021","$356.15","$356.15","1.00","BHGRE THOMAS GROUP","Brenda Banks","259500490","259504926","Ocala - Marion","Gainesville-Alachua"
"1","GC447033","SLD","10808 SW 27 AVE","Gainesville","32608","Biltmore","5,857","04427-010-006","$1,650,000","5","5","0","2009","Private","Single Family Residence","","$21,600.00","32","32","3","Cash","09/10/2021","$307.32","$281.71","0.92","Engel & Volkers Gainesville","Carrie Cason","264000102","259506123","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447766","SLD","10992 SW 30th AVE","Gainesville","32608","Oakmont","4,244","04427-111-382","$1,704,189","4","4","1","2021","Private, Community","Single Family Residence","","$7,980.00","27","27","2","Cash","09/10/2021","$401.55","$401.55","1.00","BHGRE Thomas Group","Brenda Banks","259500490","259504926","Ocala - Marion","Ocala - Marion"
"1","GC447016","SLD","1515 SW 112th ST","Gainesville","32608","Hayes Glen","6,734","04422-003-008","$1,722,500","7","6","1","2001","Private","Single Family Residence","","$16,483.00","81","81","81","Conventional","12/14/2021","$267.30","$255.79","0.96","BOSSHARDT REALTY SERVICES LLC","Dustin Sims","259506775","261564734","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447925","SLD","3128 SW 111th WAY","Gainesville","32608","Oakmont","5,848","04427-111-341","$1,730,000","4","4","2","2020","Private, Community","Single Family Residence","","$7,703.00","39","39","39","Conventional","09/09/2021","$295.83","$295.83","1.00","Coldwell Banker M.M. Parrish Realtors","Rana Schafer","259503515","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446460","SLD","2912 NW 142ND AVE","Gainesville","32609","Not In Subdivision","9,493","05800-000-000","$3,085,000","7","7","4","2015","Private","Single Family Residence","","$36,000.00","94","94","94","Cash","11/22/2021","$359.29","$324.98","0.90","BOSSHARDT REALTY SERVICES LLC","Heather Doughton","259502062","259505423","Gainesville-Alachua","Gainesville-Alachua"
