"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC436647","SLD","7827 SW 43rd DR","Gainesville","32608","Walls Tract (D L Clinch)","6,070","07231-112-015","$950,000","6","5","0","1992","Private","Single Family Residence","","$8,603.00","232","232","187","Conventional","03/12/2021","$177.10","$156.51","0.88","BHGRE Thomas Group","Elizabeth Pooley","259500960","270534868","Gainesville-Alachua","Ocala - Marion"
"1","GC446055","SLD","10464 SW 26th PL","Gainesville","32608","Estates of Wilds Plantation","3,407","06852-100-097","$950,000","3","4","0","2018","Private","Single Family Residence","","$2,317.00","68","68","4","Cash","06/04/2021","$278.84","$278.84","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259505695","","Gainesville-Alachua"
"1","GC431988","SLD","6219 SW 93rd AVE","Gainesville","32608","Farms Of Kanapaha","6,275","07347-060-000","$950,000","4","6","1","1988","Private","Single Family Residence","","$0.00","726","506","578","Cash","09/24/2021","$167.33","$151.39","0.90","Your Home Realty","Joni Dowst","259503993","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439018","SLD","11000 SW 33rd LN","Gainesville","32608","Oakmont","3,304","04427-111-410","$950,034","4","4","1","2020","Private, Community","Single Family Residence","","$100.00","126","126","91","Conventional","02/26/2021","$282.84","$287.54","1.02","Coldwell Banker M.M. Parrish Realtors","Cindy & Jim Fine Properties","259503772","259500053","Gainesville-Alachua","Pinellas Suncoast"
"1","GC448115","SLD","3586 SW 103RD ST","Gainesville","32608","Wilds Plantation","4,038","06852-030-092","$954,000","4","4","0","2007","Private","Single Family Residence","","$11,141.00","53","53","7","Conventional","11/15/2021","$238.73","$236.26","0.99","RABELL REALTY GROUP LLC","Susan Baird","259500893","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","GC442975","SLD","1268 SW 109TH DR","Gainesville","32607","Cheney Walk Estates","4,432","04422-100-004","$973,700","5","5","0","2007","Private","Single Family Residence","","$14,120.00","35","35","4","Conventional","05/03/2021","$219.70","$219.7","1.00","Bosshardt Realty Services LLC","Heather Doughton","259502062","259504926","Ocala - Marion","Ocala - Marion"
"1","GC443101","SLD","1116 NW 114th DR","Gainesville","32606","Fletchers-Plantation Grove","4,398","04321-300-005","$974,000","4","4","1","2018","Private","Single Family Residence","","$11,595.00","207","207","135","Conventional","10/25/2021","$226.24","$221.46","0.98","ENGEL & VOLKERS GAINESVILLE","Anna Olcese","259505223","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446356","SLD","4147 SW 96 DR","Gainesville","32608","HP/Whitaker Oaks 27","4,244","06860-270-009","$975,000","5","3","2","1995","Private","Single Family Residence","","$9,857.00","107","107","62","Conventional","09/30/2021","$229.74","$229.74","1.00","RE/MAX Professionals","Lynn Hughes","259505750","259506003","Gainesville-Alachua","Ocala - Marion"
"1","GC441024","SLD","780 SW 135th Way","Newberry","32669","Town Of Tioga","4,770","04333-112-308","$977,500","5","5","1","2011","Private, Community","Single Family Residence","","$15,031.00","60","60","15","Other","03/24/2021","$209.33","$204.93","0.98","BHGRE Thomas Group","Rachel Kerensky","259506412","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC445739","SLD","6305 SW 103rd ST","Gainesville","32608","Plantation Estates","4,212","07071-027-000","$979,000","5","3","1","1998","Private","Single Family Residence","","$11,906.00","25","25","0","Conventional","07/19/2021","$232.43","$232.43","1.00","Coldwell Banker M.M. Parrish Realtors","Lauretta Fogg","259500478","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC448033","SLD","1268 SW 109th DR","Gainesville","32607","Cheney Walk Estates","4,432","04422-100-004","$979,900","5","5","0","2007","Private","Single Family Residence","","$14,120.00","37","37","1","Cash","10/12/2021","$221.10","$221.1","1.00","BHGRE THOMAS GROUP","Jamie Martin","259506202","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC440588","SLD","3637 SW 106th ST","Gainesville","32608","Estates of Wilds Plantation","3,322","06852-100-0033","$980,000","4","4","0","2021","Private","Single Family Residence","","$2,738.00","1,329","169","118","Conventional","06/23/2021","$291.84","$295","1.01","Coldwell Banker M.M. Parrish Realtors","Carly J Waters","259505862","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC439113","SLD","14755 NW 11th PL","Newberry","32669","Wyndsong","4,814","04302-010-011","$987,000","4","5","0","2008","Private","Single Family Residence","","$15,344.00","163","163","74","Cash","04/08/2021","$228.50","$205.03","0.90","Florida Homes Realty & Mortgage","Heather Damron","259505195","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447170","SLD","2734 SW 105TH ST","Gainesville","32608","Estates of Wilds Plantation","3,587","06852-100-080","$995,000","5","4","0","2018","Private","Single Family Residence","","$0.00","114","114","34","FHA","12/04/2021","$278.78","$277.39","1.00","Flat Fee.com, Inc.","Cliff Glansen","278017259","55055","Sarasota - Manatee","Sarasota - Manatee"
"1","GC442611","SLD","773 SW 135TH WAY","Newberry","32669","Town Of Tioga","3,944","04333-112-300","$995,000","5","4","1","2015","Private, Community","Single Family Residence","","$12,727.00","85","85","22","Conventional","06/11/2021","$253.80","$252.28","0.99","BHGRE Thomas Group","Katherine Durst","259505574","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC442361","SLD","3243 SW 106 ST","Gainesville","32608","Estates of Wilds Plantation","3,602","06852-100-044","$995,000","4","4","1","2018","Private","Single Family Residence","","$15,159.00","44","44","10","Conventional","04/23/2021","$276.24","$276.24","1.00","Watson Realty Corp -Tioga","Cherrie M Hughes","259506221","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC442688","SLD","2836 SW 117th ST","Gainesville","32608","Oakmont","3,315","04427-111-023","$995,000","4","3","0","2015","Private, Community","Single Family Residence","","$12,279.00","144","144","102","Other","08/10/2021","$319.73","$300.15","0.94","Bosshardt Realty Services LLC","Perry G. McDonald","259503206","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC442640","SLD","3401 SW 106th ST","Gainesville","32608","Estates of Wilds Plantation","3,575","06852-100-040","$1,000,000","4","4","0","2021","Private","Single Family Residence","","$2,527.00","265","265","26","Cash","12/07/2021","$278.04","$279.72","1.01","COLDWELL BANKER MM PARRISH","Rana Schafer","259503515","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC438851","SLD","12215 SE COUNTY ROAD 234","MICANOPY","32667","NOT IN SUBDIVISION","4,604","16446-004-000","$1,000,000","3","5","1","1998","None","Single Family Residence","","$5,865.00","147","147","103","Conventional","03/12/2021","$238.92","$217.2","0.91","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","OM610128","SLD","12215 SE COUNTY ROAD 234","MICANOPY","32667","NOT IN SUBDIVISION","4,604","16446-004-000","$1,000,000","3","5","1","1998","None","Single Family Residence","Fee Simple","$5,865.00","123","123","123","Conventional","09/26/2021","$238.92","$217.2","0.91","THOMAS GROUP REALTY, LLC","Matt Thomas","259503883","259504926","Ocala - Marion","Ocala - Marion"
"1","GC444167","SLD","11048 SW 33rd LN","Gainesville","32608","Oakmont","3,243","04427111408","$1,004,501","3","3","0","2021","Private, Community","Single Family Residence","","$2,732.00","45","45","0","Cash","06/15/2021","$309.74","$309.74","1.00","BHGRE Thomas Group","Brenda Banks","259500490","259500046","Ocala - Marion","Ocala - Marion"
"1","GC446052","SLD","14819 NW 21st AVE","Newberry","32669","Not In Subdivision","4,177","04228-001-000","$1,018,682","3","4","0","2021","None","Single Family Residence","","$283.00","17","17","17","Cash","06/18/2021","$243.88","$243.88","1.00","Coldwell Banker M.M. Parrish Realtors","Rana Schafer","259503515","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC442821","SLD","3924 NW 151ST WAY","NEWBERRY","32669","STEEPLECHASE FARMS","5,018","04170-010-013","$1,025,000","5","5","1","1997","Private","Single Family Residence","","$12,559.00","72","72","23","Conventional","06/04/2021","$219.21","$204.26","0.93","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444690","SLD","6312 SW 99th ST","Gainesville","32608","Plantation Estates","4,295","07071-028-000","$1,025,000","6","4","2","1998","Private","Single Family Residence","","$10,233.00","132","132","113","Cash","09/29/2021","$256.04","$238.65","0.93","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","259506003","Ocala - Marion","Ocala - Marion"
"1","GC438821","SLD","1311 SW 112 ST","Gainesville","32607","Hayes Glen","5,467","04422-003-006","$1,050,000","5","3","1","1989","None","Single Family Residence","","$11,000.00","172","172","131","Cash","04/05/2021","$237.24","$192.06","0.81","Watson Realty Corp - NW 23rd Ave.","Donna Bostwick","259500404","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC435199","SLD","2176 NW 2nd AVE","Gainesville","32607","Spencer Plat","5,566","14820-001-000","$1,050,000","4","4","1","2005","None","Single Family Residence","","$14,024.00","288","288","250","Conventional","03/19/2021","$238.05","$188.65","0.79","Bosshardt Realty Services LLC","Perry G. McDonald","259503206","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC446402","SLD","2257 NW 31ST AVE","Gainesville","32605","Creek View","6,730","09006-001-000","$1,050,000","5","6","1","1989","Private","Single Family Residence","","$13,908.00","70","70","27","VA","09/24/2021","$178.31","$156.02","0.88","Golden Rule Real Estate and Property Management","April Strickland","259504980","279506931","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448299","SLD","1023 SW 137TH WAY","Newberry","32669","Town Of Tioga","4,408","04333-117-395","$1,068,745","5","5","0","2021","Private, Community","Single Family Residence","","$2,235.00","2","2","1","Other","03/24/2021","$242.46","$242.46","1.00","Tioga Realty Inc","Tom & Trish Reilly","259503138","259500056","Gainesville-Alachua","Gainesville-Alachua"
"1","GC422562","SLD","2649 SW 117th ST","Gainesville","32608","Oakmont","3,530","04427-111-158","$1,100,000","5","4","0","2018","Private, Community","Single Family Residence","","$0.00","847","847","732","Conventional","05/24/2021","$348.58","$311.61","0.89","ICI Select Realty Inc.","Ali H Kargar","253004979","259505695","Gainesville-Alachua","Tampa"
"1","GC443593","SLD","865 SW 131ST ST","Newberry","32669","Town Of Tioga","3,269","04333-118-432","$1,101,022","4","4","0","2021","Private, Community","Single Family Residence","","$2,818.00","7","7","1","Conventional","04/16/2021","$336.81","$336.81","1.00","Tioga Realty Inc","Richard B. Hammond","259503756","259500056","Gainesville-Alachua","Gainesville-Alachua"
"1","GC428980","SLD","2735 SW 117 ST","Gainesville","32608","Oakmont","3,875","04427-111-024","$1,120,000","4","4","0","2019","Private, Community","Single Family Residence","","$5,157.00","529","529","465","Conventional","03/18/2021","$316.13","$289.03","0.91","BHGRE Thomas Group","Brenda Banks","259500490","259505361","Ocala - Marion","Ocala - Marion"
"1","GC444389","SLD","13655 SW 8TH RD","Newberry","32669","Town Of Tioga","4,164","04333-117-401","$1,125,000","4","3","1","2019","Private, Community","Single Family Residence","","$12,911.00","61","61","28","VA","07/12/2021","$276.18","$270.17","0.98","Provident Realty of Gainesville","Luke Brantley","259503824","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446545","SLD","10925 SW 27th AVE","Gainesville","32608","Biltmore","4,477","04427-010-014","$1,150,000","4","4","1","2003","Private","Single Family Residence","","$13,770.00","130","130","130","Conventional","12/29/2021","$282.00","$256.87","0.91","BHGRE THOMAS GROUP","Rachel Kerensky","259506412","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445997","SLD","13521 SW 6TH RD","Newberry","32669","Town Of Tioga","5,096","04333-112-305","$1,150,000","4","4","1","2014","Private, Community","Single Family Residence","","$18,555.00","58","58","28","Conventional","09/09/2021","$225.67","$225.67","1.00","Pepine Realty","Betsy Pepine","259503892","259500037","Ocala - Marion","Ocala - Marion"
"1","GC441236","SLD","15122 NW 41st AVE","Newberry","32669","Steeplechase Farms","4,890","04170-010-010","$1,154,000","4","4","1","2003","Private","Single Family Residence","","$12,160.00","28","28","0","Cash","01/13/2021","$235.99","$235.99","1.00","Bosshardt Realty Services LLC","Nancy Turbyfill","259504752","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC446763","SLD","304 NW 110TH DR","Gainesville","32607","Not In Subdivision","4,746","04322-011-000","$1,160,000","5","4","1","2017","None","Single Family Residence","","$7,953.00","48","48","4","Cash","09/15/2021","$249.68","$244.42","0.98","BHGRE Thomas Group","Evelyn Bergman","259503335","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC441361","SLD","28515 NW 46th AVE","Newberry","32669","Not In Subdivision","3,915","01833-001-000","$1,175,000","5","4","1","2005","None","Single Family Residence","","$7,932.00","148","148","87","Cash","06/30/2021","$306.51","$300.13","0.98","Pepine Realty","Betsy Pepine","259503892","259504874","Ocala - Marion","Ocala - Marion"
"1","GC500006","SLD","11032 SW 30TH AVE","GAINESVILLE","32608","OAKMONT PH 1 UNIT 1D","3,836","04427-111-180","$1,210,000","4","3","0","2016","Private, Community","Single Family Residence","Fee Simple","$17,494.43","8","8","14","Cash","11/16/2021","$315.43","$315.43","1.00","COLDWELL BANKER MM PARRISH","Cindy Birk","259503772","259504926","Gainesville-Alachua","Gainesville-Alachua"
