prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,total_porch_area,total_garage_area,effective_age
30729,0.6,2166,4,GAINESVILLE,18000,428600,10402,169,528,20
30730,0.64,1950,4,GAINESVILLE,18000,381200,3170,170,1108,30
30735,0.89,3260,4,GAINESVILLE,18000,378800,7187,64,484,26
30739,0.43,2383,4,GAINESVILLE,18000,489200,3807,313,483,21
30741,0.44,2183,4,GAINESVILLE,18000,416400,7931,212,522,24
30744,0.39,2282,4,GAINESVILLE,18100,454500,15746,297.5,520,30
30748,0.39,2595,4,GAINESVILLE,18100,513000,7822,429.5,420,19
30755,0.47,2894,4,GAINESVILLE,18100,523100,18746,58,462,30
30758,0.63,2279,4,GAINESVILLE,18100,426100,12527,392,508,30
30764,0.31,2481,4,GAINESVILLE,18200,495100,4080,319,484,22
30770,0.54,3008,4,GAINESVILLE,18200,489300,21279,75,441,27
30776,0.95,2256,4,GAINESVILLE,18200,454500,3531,487.5,400,25
30793,0.49,2573,4,GAINESVILLE,18300,545700,3848,532.5,513,24
30799,0.54,2042,4,GAINESVILLE,18100,428600,3754,328,524,19
30803,0.36,2022,4,GAINESVILLE,18100,430300,2684,150,506,25
30804,0.35,2575,4,GAINESVILLE,18100,480200,23094,301.5,466,23
30811,0.67,2967,4,GAINESVILLE,18100,623700,33405,150,968,24
30812,0.46,2915,4,GAINESVILLE,18300,571300,27560,50,441,23
30815,0.5,2796,4,GAINESVILLE,18300,625600,13440,217,496,8
30817,0.48,2678,4,GAINESVILLE,18300,555800,27846,309.5,529,21
30825,0.39,2982,4,GAINESVILLE,18100,512400,11225,270,528,26
30827,0.37,2291,4,GAINESVILLE,18100,455400,3704,303.5,440,23
30832,0.42,2151,4,GAINESVILLE,18300,432500,3667,566.5,490,28
30849,0.35,2701,4,GAINESVILLE,17300,548100,33823,328.5,552,26
30858,0.35,2200,4,GAINESVILLE,17300,450300,19000,384,625,30
30859,0.35,2327,4,GAINESVILLE,17300,477900,3979,323.5,539,14
30877,0.06,1380,3,GAINESVILLE,18700,238800,224,204.5,412,21
30883,0.06,1327,3,GAINESVILLE,18700,173300,224,27,868,25
30886,0.06,1545,3,GAINESVILLE,18700,282200,224,39.5,412,14
30895,0.06,1380,3,GAINESVILLE,18700,245800,224,204.5,412,25
30897,0.06,1545,3,GAINESVILLE,18700,267300,224,39.5,412,25
30902,0.06,1380,3,GAINESVILLE,18700,259700,224,409,824,25
30904,0.06,1545,3,GAINESVILLE,18600,283600,464,39.5,412,24
30909,0.06,1380,3,GAINESVILLE,18600,279300,704,204.5,412,17
30910,0.06,1380,3,GAINESVILLE,18600,278200,208,409,824,20
30912,0.06,1545,3,GAINESVILLE,18600,259300,688,204.5,406,23
30922,0.06,1380,3,GAINESVILLE,18600,271900,184,204.5,412,13
30929,0.06,1545,3,GAINESVILLE,230100,258800,300,204.5,412,23
30930,0.06,1380,3,GAINESVILLE,230100,269000,300,79,824,23
30938,0.06,1380,3,GAINESVILLE,230100,241900,780,204.5,412,23
30940,0.06,1380,3,GAINESVILLE,230100,254500,224,204.5,412,23
30942,0.06,1207,3,GAINESVILLE,230100,240100,224,267,868,23
30943,0.06,1545,3,GAINESVILLE,230100,252400,224,204.5,412,23
30954,0.06,1545,3,GAINESVILLE,230100,247200,208,204.5,412,22
30955,0.06,1380,3,GAINESVILLE,230100,253100,208,204.5,412,22
30964,0.06,1514,3,GAINESVILLE,230000,283800,208,381,912,21
30965,0.06,1343,3,GAINESVILLE,230000,253000,208,207.5,446,22
30971,0.06,1348,3,GAINESVILLE,230000,226600,224,202.5,446,22
30973,0.06,1348,3,GAINESVILLE,230000,246800,224,202.5,446,22
30974,0.06,1545,3,GAINESVILLE,230000,253700,300,204.5,412,19
30977,0.06,1207,3,GAINESVILLE,230000,220600,184,133.5,434,22
30981,0.06,1545,3,GAINESVILLE,230000,263800,688,39.5,412,22
30984,0.06,1352,3,GAINESVILLE,230000,260200,208,28.5,456,21
30991,0.06,1488,3,GAINESVILLE,230000,292500,200,27,476.5,14
31018,0.06,1545,3,GAINESVILLE,230003,257600,200,204.5,412,19
31028,0.06,1545,3,GAINESVILLE,230003,262700,224,39.5,412,18
31037,0.06,1207,3,GAINESVILLE,230003,227700,224,133.5,434,18
31044,0.06,1327,3,GAINESVILLE,230002,236400,200,13.5,434,19
31046,0.06,1380,3,GAINESVILLE,230002,281900,200,204.5,412,9
31052,0.06,1380,3,GAINESVILLE,230002,282300,262,409,824,16
31056,0.06,1545,3,GAINESVILLE,230002,253700,262,39.5,412,20
31057,0.06,1545,3,GAINESVILLE,230002,269500,262,79,824,20
31062,0.06,1327,3,GAINESVILLE,230002,228000,200,13.5,434,19
31069,0.06,1380,3,GAINESVILLE,230002,260300,200,204.5,412,20
31070,0.06,1380,3,GAINESVILLE,230002,261100,200,204.5,412,20
31072,0.06,1380,3,GAINESVILLE,230002,272300,200,204.5,412,20
31076,0.06,1380,3,GAINESVILLE,230002,235500,200,204.5,412,19
31079,0.06,1207,3,GAINESVILLE,230002,233600,200,133.5,434,14
31085,0.02,1472,3,GAINESVILLE,248300,258500,0,256,0,4
31100,0.06,1207,3,GAINESVILLE,18502,239700,231,133.5,434,19
31101,0.06,1207,3,GAINESVILLE,18502,237400,184,133.5,434,21
31132,0.48,2024,3,SUWANNEE,17500,377300,3041,0,1120,18
31134,0.34,1654,3,SUWANNEE,17500,324000,10582,18,529,19
31139,0.34,1611,4,SUWANNEE,17500,358400,7984,15,462,19
31160,0.05,1149,3,GAINESVILLE,17700,194000,1200,28,286,30
31163,0.05,1149,3,GAINESVILLE,17700,195700,123,28,286,30
31164,0.04,1228,3,GAINESVILLE,17700,223000,1400,112,286,20
31169,0.03,1348,3,GAINESVILLE,17700,192500,192,232,286,30
31170,0.05,1454,3,GAINESVILLE,17700,210900,1800,35,286,30
31174,0.04,1454,3,GAINESVILLE,17700,216900,98,35,286,30
31179,0.06,1605,3,GAINESVILLE,17800,264500,298,93.5,260,19
31183,0.04,1418,3,GAINESVILLE,17800,237200,837,142,380,28
31200,0.03,1097,3,GAINESVILLE,NULL,203000,0,70,273,30
31212,0.05,1038,3,GAINESVILLE,17400,221900,223,378,338,29
31213,0.05,1572,3,GAINESVILLE,17400,304200,135,124,400,16
31217,0.26,2321,4,GAINESVILLE,184700,450000,1312,554,882,18
31219,0.25,2253,4,GAINESVILLE,184700,393800,3475,675,882,28
31230,0.29,2218,4,GAINESVILLE,184700,421400,3809,282,441,30
31245,0.39,2014,4,GAINESVILLE,184800,486100,19108,314,420,9
31246,0.29,2553,4,GAINESVILLE,184800,518200,3752,385.5,464,27
31257,0.32,2553,4,GAINESVILLE,184800,489400,423,421,484,24
31262,0.28,2233,4,GAINESVILLE,184800,390300,3040,270,546,28
31283,0.26,2476,4,GAINESVILLE,184900,495100,10405,320.5,484,20
31288,0.37,2292,4,GAINESVILLE,184900,450300,908,273,441,24
31297,0.24,2676,3,GAINESVILLE,245800,433100,4120,204.5,441,16
31307,0.2,2412,3,GAINESVILLE,245800,444400,23406,252,441,16
31310,0.16,2448,3,GAINESVILLE,245800,401000,880,250,420,17
31311,0.14,2137,3,GAINESVILLE,245800,420400,6605,140,495,11
31318,0.16,1991,3,GAINESVILLE,245800,392700,773,255,442,15
31321,0.16,2037,3,GAINESVILLE,245800,425300,1076,244,400,10
31326,0.15,1635,3,GAINESVILLE,245800,330400,820,201,470,15
31327,0.15,1977,3,GAINESVILLE,245800,425600,1173,305,288,11
31338,0.13,1882,3,GAINESVILLE,245800,349500,850,174,399,15
31339,0.13,2078,3,GAINESVILLE,245800,376700,4199,131,460,16
31342,0.15,1713,3,GAINESVILLE,245800,336600,850,243,420,15
31344,0.13,1604,3,GAINESVILLE,245800,324600,1048,216,400,12
31349,0.13,2145,3,GAINESVILLE,245800,419400,1273,21,483,10
31350,0.13,1711,3,GAINESVILLE,245800,339600,814,215,400,13
31354,0.13,1616,3,GAINESVILLE,245800,325900,894,156,400,13
31355,0.13,1535,3,GAINESVILLE,245800,325400,1034,143,456,11
31356,0.13,1720,3,GAINESVILLE,245800,357000,1050,200,420,11
31364,0.13,1846,3,GAINESVILLE,245800,354800,795,74,440,16
31366,0.13,1624,3,GAINESVILLE,245800,334300,972,186,426,12
31368,0.13,1922,3,GAINESVILLE,245800,348300,1083,208,380,12
31369,0.15,2655,3,GAINESVILLE,245800,461800,1077,170,440,11
31371,0.13,1897,3,GAINESVILLE,245800,382200,1172,392,836,10
31375,0.13,1729,3,GAINESVILLE,245800,331200,1113,172,418,11
31378,0.13,1645,3,GAINESVILLE,245800,276900,898,43,400,17
31386,0.13,2797,3,GAINESVILLE,245800,476000,1276,172,500,10
31396,0.15,2122,3,GAINESVILLE,245800,415800,974,162,420,13
31400,0.13,1543,3,GAINESVILLE,245800,335000,1039,374,648,10
31411,0.13,1942,3,GAINESVILLE,245800,383600,1184,167,418,9
31415,0.15,1565,3,GAINESVILLE,245800,297300,916,121,400,14
31416,0.13,1761,3,GAINESVILLE,245800,317200,892,220,400,14
31432,0.15,1836,3,GAINESVILLE,245800,367000,848,193,440,16
31433,0.15,2420,3,GAINESVILLE,245800,452000,768,246,506,16
31444,0.17,1766,3,GAINESVILLE,245800,379300,858,324,456,16
31447,0.26,2016,3,GAINESVILLE,245800,400800,770,256,483,16
31454,0.14,2572,3,GAINESVILLE,245800,480300,1087,214,400,10
31462,0.21,1895,3,GAINESVILLE,245800,366200,974,196,380,13
31463,0.29,2121,3,GAINESVILLE,245800,430300,1070,262,529,10
31468,0.28,1682,3,GAINESVILLE,245800,363800,884,228,800,14
31474,0.11,1697,3,GAINESVILLE,245800,357800,970,253,496,15
31482,0.11,1649,3,GAINESVILLE,245800,320600,762,234,420,15
31483,0.11,1535,3,GAINESVILLE,245800,330600,1034,213,456,11
31487,0.11,1659,3,GAINESVILLE,245800,351500,788,175,454,14
31488,0.11,1462,3,GAINESVILLE,245800,314700,932,141,380,14
31491,0.11,1537,3,GAINESVILLE,245800,321100,1200,63,400,12
31506,0.21,2348,4,GAINESVILLE,245801,433700,1074,459,400,11
31508,0.18,1945,4,GAINESVILLE,245801,426600,41415,274.5,464,10
31512,0.2,1821,4,GAINESVILLE,245801,402900,1198,310,462,10
31513,0.25,1913,4,GAINESVILLE,245801,414500,1458,264.5,462,11
31515,0.18,2202,4,GAINESVILLE,245801,416500,1081,267,420,11
31533,0.26,2016,4,GAINESVILLE,245802,491500,8848,188,462,12
31534,0.26,1697,4,GAINESVILLE,245802,395000,4466,536,960,13
31539,0.26,2056,4,GAINESVILLE,245802,433100,1282,276.5,462,12
31542,0.29,1802,4,GAINESVILLE,245802,348700,894,165,420,13
31543,0.33,2203,4,GAINESVILLE,245802,490100,1656,249,420,13
31553,0.26,2031,4,GAINESVILLE,245802,425700,4436,332.5,492,16
31566,0.28,2249,4,GAINESVILLE,245802,428800,1355,351,528,12
31567,0.28,2352,4,GAINESVILLE,245802,465600,4964,300.5,495,14
31568,0.28,2474,4,GAINESVILLE,245802,506400,9576,404,484,17
31571,0.26,1870,4,GAINESVILLE,245802,398500,1496,141,420,12
31620,0.23,1076,3,GAINESVILLE,142600,228700,4864,84,342,30
31622,0.23,928,3,GAINESVILLE,142600,203300,2787,90,252,30
31629,0.27,1756,3,GAINESVILLE,142600,346600,10883,0,0,24
31633,0.29,1366,3,GAINESVILLE,142600,225200,2461,24,0,30
31636,0.3,1385,3,GAINESVILLE,142600,260300,4264,129,456,24
31639,0.22,1420,3,GAINESVILLE,142600,219800,5728,88,0,30
31654,0.29,1748,3,GAINESVILLE,142600,311700,2640,198,0,24
31674,0.24,1512,3,GAINESVILLE,142600,259400,2740,266,0,30
31679,0.25,1040,3,GAINESVILLE,142600,223200,762,0,0,30
31684,0.32,1700,3,GAINESVILLE,142600,282800,553,16,0,24
31686,0.27,998,3,GAINESVILLE,142600,170700,433,0,204,30
31687,0.27,1633,3,GAINESVILLE,142600,220000,2720,284,0,30
31691,0.21,1895,3,GAINESVILLE,142600,312100,4932,24,374,30
31747,0.38,1383,3,GAINESVILLE,142100,236900,4520,0,308,30
31748,0.38,1365,3,GAINESVILLE,142100,283200,10996,30,840,30
31755,0.41,1308,3,GAINESVILLE,142100,277800,3398,184,401,30
31762,0.37,1324,3,GAINESVILLE,142100,240600,4360,78,260,30
31763,0.36,1838,3,GAINESVILLE,142100,312100,4818,285,471,24
31784,0.33,1378,3,GAINESVILLE,142100,248500,12302,0,532,30
31786,0.33,1332,3,GAINESVILLE,142100,252800,4908,8,540,30
31789,0.47,2615,3,GAINESVILLE,142100,359800,16776,1250,0,29
31792,0.34,1509,3,GAINESVILLE,142100,289700,2960,308,486,30
31794,0.63,1690,3,GAINESVILLE,142100,396100,13448,0,525,7
31826,0.32,1912,3,GAINESVILLE,142100,333100,2862,330,352,28
31829,0.29,1560,3,GAINESVILLE,142100,290600,4866,254,594,30
31834,0.32,1493,3,GAINESVILLE,142100,282500,7042,0,469,30
31836,0.37,1440,3,GAINESVILLE,142100,279600,4080,0,240,29
31920,0.39,1914,3,GAINESVILLE,141600,279600,41210,0,460,30
31927,0.45,1828,3,GAINESVILLE,141600,357200,1892,56,400,26
31938,0.34,1982,3,GAINESVILLE,141600,364000,856,35,500,23
31939,0.3,1955,3,GAINESVILLE,141600,316300,11567,262,572,30
31948,0.37,1668,3,GAINESVILLE,141600,303400,4788,8,520,29
31949,0.37,1782,3,GAINESVILLE,141600,326600,12325,30,580,30
31953,0.57,2291,3,GAINESVILLE,141600,427700,27593,1186,1058,21
31959,0.57,1786,3,GAINESVILLE,141600,354400,1750,0,462,19
31964,0.43,1934,3,GAINESVILLE,141600,332800,16326,24,567,18
31965,0.43,1603,3,GAINESVILLE,141600,304200,11739,16,462,24
31970,0.43,1928,3,GAINESVILLE,141600,344200,5760,54,506,30
31977,0.44,1650,3,GAINESVILLE,141600,326300,556,275,460,30
31981,0.44,1252,3,GAINESVILLE,141600,317200,456,184,484,14
31985,0.44,1996,3,GAINESVILLE,141600,257300,6020,868,884,34
32004,0.39,2244,3,GAINESVILLE,141700,292100,3800,16,0,34
32007,0.59,1520,3,GAINESVILLE,141700,327300,6140,214,546,19
32049,0.4,1822,3,GAINESVILLE,141700,307500,16939,36,1248,29
32056,0.33,1524,3,GAINESVILLE,141801,285000,4917,16,418,30
32058,0.31,1543,3,GAINESVILLE,141800,281600,3165,12,520,29
32064,0.4,1384,3,GAINESVILLE,141800,281300,4760,20,440,19
32090,0.59,1928,3,GAINESVILLE,141800,350100,4317,190,528,12
32100,0.33,1572,3,GAINESVILLE,141800,153400,5520,140,340,30
32104,0.33,1508,3,GAINESVILLE,141800,284300,3349,208,624,30
32106,0.33,1534,3,GAINESVILLE,141800,305100,7400,64,529,29
32107,0.36,1432,3,GAINESVILLE,141900,300300,16230,8,400,27
32116,0.39,1579,3,GAINESVILLE,141900,296400,3000,292,308,30
32122,0.39,1564,3,GAINESVILLE,141900,168800,5371,8,525,30
32126,0.38,1800,3,GAINESVILLE,141900,278100,3466,384,0,30
32128,0.4,1617,3,GAINESVILLE,141900,324200,485,219,540,18
32132,0.56,2325,3,GAINESVILLE,141900,351400,6580,140,0,30
32149,0.32,1472,3,GAINESVILLE,141900,295500,11553,342,528,28
32151,0.32,1464,3,GAINESVILLE,141900,298200,3968,0,468,24
32152,0.32,1526,3,GAINESVILLE,141900,296100,4762,27,484,16
32153,0.32,1688,3,GAINESVILLE,141900,299700,3171,482,441,30
32155,0.32,1465,3,GAINESVILLE,141900,279300,3270,520,1200,30
32164,0.3,1435,3,GAINESVILLE,141900,318500,7540,48,484,24
32166,0.3,1345,3,GAINESVILLE,141900,293600,1352,0,441,19
32168,0.29,956,3,GAINESVILLE,142700,154100,1540,0,180,30
32171,0.29,1442,3,GAINESVILLE,142700,276500,1171,156,220,20
32175,0.31,1301,3,GAINESVILLE,142700,237100,3313,108,246,29
32179,0.24,918,3,GAINESVILLE,142700,193900,680,0,378,30
32191,0.36,1106,3,GAINESVILLE,142700,219100,3123,0,328,30
32196,0.25,1606,3,GAINESVILLE,142700,257700,453,0,313,30
32202,0.25,1400,3,GAINESVILLE,142700,270000,2844,0,0,24
32203,0.4,1234,3,GAINESVILLE,142700,245400,4461,8,324,30
32204,0.35,1607,3,GAINESVILLE,142700,336900,603,79,400,7
32206,0.23,1056,3,GAINESVILLE,142700,226500,2783,0,576,23
32209,0.25,1439,3,GAINESVILLE,142700,244100,2876,60,0,24
32213,0.25,1287,3,GAINESVILLE,142700,262600,4653,36,525,22
32214,0.25,1068,3,GAINESVILLE,142700,220200,3223,24,364,30
32218,0.25,1042,3,GAINESVILLE,142700,224200,533,116,0,29
32222,0.23,1323,3,GAINESVILLE,142700,191800,2698,56,324,30
32224,0.38,1568,3,GAINESVILLE,142700,204900,1825,616,0,30
32230,0.26,1158,3,GAINESVILLE,142700,251500,2773,20,299,30
32236,0.26,1226,3,GAINESVILLE,142700,246200,220,264,338,29
32241,0.26,1388,3,GAINESVILLE,142700,241900,2927,381,0,24
32242,0.26,1046,3,GAINESVILLE,142700,183500,436,278,288,30
32244,0.26,1108,3,GAINESVILLE,142700,219200,6709,32,598,30
32250,0.26,1786,3,GAINESVILLE,142700,284100,1940,8,0,24
32278,0.23,1704,3,GAINESVILLE,142200,213400,870,12,546,27
32286,0.24,1025,3,GAINESVILLE,142200,225400,381,64,0,21
32289,0.25,1826,3,GAINESVILLE,142200,320600,5296,84,520,26
32290,0.25,1170,3,GAINESVILLE,142200,193800,2104,125,520,30
32293,0.25,1025,3,GAINESVILLE,142200,160800,1542,64,0,30
32296,0.25,1271,3,GAINESVILLE,142200,265200,439,36,450,29
32310,0.25,1118,3,GAINESVILLE,142200,259500,824,104,572,26
32312,0.23,1196,3,GAINESVILLE,142200,247500,1010,360,0,20
32313,0.25,1230,3,GAINESVILLE,142200,220200,4742,18,546,30
32319,0.25,1324,3,GAINESVILLE,142200,195000,860,72,1040,30
32324,0.23,1690,3,GAINESVILLE,142200,200000,3140,520,0,30
32328,0.25,1118,3,GAINESVILLE,142200,266700,513,104,546,24
32333,0.25,1572,3,GAINESVILLE,142200,273700,2919,52,0,29
32343,0.25,1156,3,GAINESVILLE,142200,231200,1492,40,228,29
32344,0.25,1504,3,GAINESVILLE,142200,285600,827,0,526,29
32351,0.25,1334,3,GAINESVILLE,142200,269300,1656,48,0,19
32356,0.25,1388,3,GAINESVILLE,142200,279000,804,192,520,29
32363,0.25,1552,3,GAINESVILLE,142200,273300,665,0,441,24
32370,0.25,1548,3,GAINESVILLE,142200,278100,5587,0,0,29
32376,0.24,1148,3,GAINESVILLE,142200,292600,3494,0,0,19
32415,0.25,1350,3,GAINESVILLE,142300,229500,1135,36,520,30
32425,0.24,1350,3,GAINESVILLE,142300,222800,4404,36,520,30
32428,0.25,1056,3,GAINESVILLE,142300,213500,392,0,0,24
32444,0.24,1710,3,GAINESVILLE,142300,280500,440,144,0,19
32453,0.25,1410,3,GAINESVILLE,142300,279600,632,245,546,24
32454,0.25,1432,3,GAINESVILLE,142300,261400,2680,0,494,24
32468,0.24,1170,3,GAINESVILLE,142300,238800,1212,100,520,30
32478,0.24,1243,3,GAINESVILLE,142300,260700,4160,0,490,27
32481,0.25,1820,3,GAINESVILLE,142300,137600,437,0,0,29
32489,0.25,1227,3,GAINESVILLE,142300,263400,1071,0,0,30
32491,0.25,1118,3,GAINESVILLE,142300,261100,312,80,240,24
32495,0.25,1050,3,GAINESVILLE,142300,224600,448,0,300,24
32497,0.25,1387,3,GAINESVILLE,142300,253100,4740,0,0,24
32508,0.25,1148,3,GAINESVILLE,142300,268000,664,0,0,19
32515,0.25,1603,3,GAINESVILLE,142300,325200,3030,336,483,12
32520,0.24,1176,3,GAINESVILLE,142300,240100,440,0,336,25
32535,0.26,1155,3,GAINESVILLE,142300,223900,2669,0,0,24
32549,0.25,1558,3,GAINESVILLE,142300,259300,3436,0,192,30
32555,0.25,1241,3,GAINESVILLE,142300,217200,3173,60,0,30
32562,0.29,1078,3,GAINESVILLE,142400,232800,7167,0,0,24
32570,0.25,1184,3,GAINESVILLE,142400,262700,2933,12,520,19
32575,0.25,1075,3,GAINESVILLE,142400,264400,4160,48,299,9
32576,0.25,1247,3,GAINESVILLE,142400,236000,1480,16,380,28
32580,0.25,1008,3,GAINESVILLE,142400,208100,2452,0,336,29
32592,0.25,1630,3,GAINESVILLE,142400,304300,13838,64,0,19
32595,0.27,1164,3,GAINESVILLE,142400,242600,4436,48,750,30
32598,0.25,1250,3,GAINESVILLE,142400,235800,736,117,288,29
32602,0.25,1442,3,GAINESVILLE,142400,276400,3040,368,0,19
32619,0.25,1370,3,GAINESVILLE,142400,292800,808,80,0,19
32621,0.25,1118,3,GAINESVILLE,142400,257600,507,76,0,13
32638,0.25,1708,3,GAINESVILLE,142400,269000,7996,0,0,30
32646,0.25,1500,3,GAINESVILLE,142400,267100,32313,10,336,29
32647,0.25,1884,3,GAINESVILLE,142400,306900,2119,352,0,21
32649,0.25,1641,3,GAINESVILLE,142400,258500,5153,485,0,29
32651,0.25,1561,3,GAINESVILLE,142400,185300,3134,405,0,30
32661,0.25,1403,3,GAINESVILLE,142400,191100,3361,126,0,30
32667,0.25,936,3,GAINESVILLE,142400,165900,424,0,280,30
32678,0.25,1366,3,GAINESVILLE,142400,256300,3036,126,0,19
32687,0.28,1008,3,GAINESVILLE,142500,241800,1044,76,288,14
32689,0.28,1066,3,GAINESVILLE,142500,225200,2884,51,0,19
32692,0.25,1481,3,GAINESVILLE,142500,225000,2996,264,0,30
32700,0.25,1257,3,GAINESVILLE,142500,269700,3095,76,0,21
32712,0.26,1052,3,GAINESVILLE,142500,213700,393,0,672,29
32732,0.25,1128,3,GAINESVILLE,142500,237900,4100,96,312,16
32742,0.25,1265,3,GAINESVILLE,142500,271100,4104,75,0,24
32746,0.26,1050,3,GAINESVILLE,142500,236300,1372,66,280,24
32750,0.26,1496,3,GAINESVILLE,142500,263700,2986,474,0,25
32794,0.25,1489,3,GAINESVILLE,142500,269500,7782,99,0,30
32814,0.4,1384,3,GAINESVILLE,142000,257100,2943,16,400,30
32866,0.01,629,3,GAINESVILLE,140400,50100,122,0,0,30
32956,0.2,1483,4,GAINESVILLE,189701,262300,2703,218.5,400,30
32962,0.2,1540,4,GAINESVILLE,189701,351400,3298,248,400,16
32985,0.2,1756,4,GAINESVILLE,189702,329200,914,64,420,17
32988,0.29,1794,4,GAINESVILLE,189702,385900,19700,180,528,14
32991,0.21,1447,4,GAINESVILLE,189702,292800,3175,194,420,21
32995,0.2,1431,4,GAINESVILLE,189702,316500,2827,41,476,12
32998,0.2,1466,4,GAINESVILLE,189702,295000,2892,139,420,24
33007,0.21,1834,4,GAINESVILLE,189702,358100,2823,346,420,20
33020,0.29,1737,3,GAINESVILLE,189703,371500,7118,316,400,12
33026,0.21,1880,4,GAINESVILLE,189703,434600,22395,232.5,420,14
33027,0.4,1883,4,GAINESVILLE,189703,422900,12338,244.5,420,16
33039,0.2,1575,3,GAINESVILLE,189704,357500,19442,257,400,11
33051,0.38,1805,4,GAINESVILLE,189704,348700,360,444,465,24
33053,0.19,1425,4,GAINESVILLE,189704,376900,3276,207,440,11
33054,0.29,1758,4,GAINESVILLE,189704,370200,960,186,440,18
33058,0.24,1863,4,GAINESVILLE,189704,345800,2784,342,504,29
33060,0.19,1480,4,GAINESVILLE,189704,312000,3465,708,800,24
33074,0.11,1685,3,GAINESVILLE,245900,279200,467,72,0,15
33075,0.11,1256,3,GAINESVILLE,245900,293800,995,72,380,14
33078,0.12,1484,3,GAINESVILLE,245900,331200,1114,50,420,11
33079,0.12,1484,3,GAINESVILLE,245900,332000,1114,50,420,11
33086,0.13,1593,3,GAINESVILLE,245900,339900,970,114,420,12
33087,0.15,1482,3,GAINESVILLE,245900,331200,1201,92,311,11
33089,0.25,1549,3,GAINESVILLE,4602,325200,3806,18,416,24
33124,0.2,1284,3,GAINESVILLE,4500,277900,2808,115,446,30
33140,0.21,1243,3,GAINESVILLE,4601,216500,3842,15,480,30
33143,0.23,1219,3,GAINESVILLE,4601,289100,541,15,249,14
33181,0.22,1551,3,GAINESVILLE,128200,335000,2825,156,441,24
33212,0.23,1954,3,GAINESVILLE,127500,391500,3399,248,432,21
33219,0.2,1666,3,GAINESVILLE,127500,303600,1016,208,462,17
33221,0.14,1634,3,GAINESVILLE,127500,278500,3309,39,430,19
33225,0.21,1920,3,GAINESVILLE,128200,350300,3630,51,441,21
33229,0.15,1533,3,GAINESVILLE,128200,278600,1021,41,441,19
33233,0.13,1541,3,GAINESVILLE,128200,306100,3360,184,441,19
33234,0.13,1708,3,GAINESVILLE,128200,354400,3080,371,882,26
33241,0.12,1512,3,GAINESVILLE,128200,325000,3293,185,462,21
33249,0.2,1825,3,GAINESVILLE,127600,345100,1000,35,506,26
33267,0.29,1885,3,GAINESVILLE,127600,375200,3633,319.5,400,26
33271,0.18,1653,3,GAINESVILLE,127600,306100,3240,163,506,26
33284,0.17,2055,3,GAINESVILLE,127600,390300,3300,166,484,20
33300,0.18,2186,3,GAINESVILLE,127700,391600,2760,256,462,25
33313,0.18,1970,3,GAINESVILLE,127700,370200,3240,256,462,25
33320,0.17,1886,3,GAINESVILLE,127700,377900,3392,264,462,25
33346,0.21,1890,3,GAINESVILLE,128000,371900,3259,282.5,506,14
33352,0.22,1885,3,GAINESVILLE,128000,391200,2783,327,400,17
33355,0.19,1585,3,GAINESVILLE,128000,373800,3420,181,441,14
33371,0.19,1836,3,GAINESVILLE,128100,361000,3183,220,483,22
33375,0.18,1807,3,GAINESVILLE,128100,353800,2741,347,420,21
33380,0.2,1876,3,GAINESVILLE,128100,349400,3183,222,483,21
33385,0.18,1961,3,GAINESVILLE,128100,357200,22268,177,420,22
33404,0.16,1338,3,GAINESVILLE,127400,311100,3955,40,506,20
33406,0.16,1329,3,GAINESVILLE,127400,257300,2632,141,264,29
33408,0.16,1170,3,GAINESVILLE,127400,251600,2784,16,452,28
33413,0.14,1224,3,GAINESVILLE,127400,241500,1448,52,294,24
33421,0.13,1344,3,GAINESVILLE,127401,270900,412,0,330,24
33422,0.12,1366,3,GAINESVILLE,127401,250900,974,48,330,29
33423,0.12,1366,3,GAINESVILLE,127401,240800,3017,48,330,29
33424,0.11,1344,3,GAINESVILLE,127401,252800,3001,48,330,30
33426,0.11,1718,3,GAINESVILLE,127400,253100,2804,0,652,30
33431,0.16,1473,3,GAINESVILLE,127400,279900,5026,12,501,27
33438,0.16,1326,3,GAINESVILLE,127400,245000,387,12,312,30
33445,0.04,1192,3,GAINESVILLE,128301,234600,3271,174,0,30
33448,0.03,1568,3,GAINESVILLE,128301,215600,3060,115,0,30
33459,0.02,1242,3,GAINESVILLE,128301,206300,3059,58,0,30
33460,0.03,929,3,GAINESVILLE,128301,188700,761,151,0,30
33473,0.04,1192,3,GAINESVILLE,128301,196000,3560,174,0,30
33475,0.04,956,3,GAINESVILLE,128301,179200,652,151,0,30
33480,0.04,1019,3,GAINESVILLE,128301,206000,1320,171,0,22
33491,0.03,924,3,GAINESVILLE,128301,187700,191,88,0,30
33506,0.05,1833,3,GAINESVILLE,129600,232900,2400,244,0,24
33519,0.03,1660,3,GAINESVILLE,129600,219400,2400,244,0,23
33529,0.05,1687,3,GAINESVILLE,128500,212400,2555,169,0,24
33543,0.05,1192,3,GAINESVILLE,128500,242400,2655,174,0,11
33544,0.05,1351,3,GAINESVILLE,128500,216200,255,174,0,24
33547,0.05,1192,3,GAINESVILLE,128500,207400,255,174,0,23
33550,0.05,1192,3,GAINESVILLE,128600,230000,2635,174,0,30
33551,0.05,1685,3,GAINESVILLE,128600,218000,2562,79,0,30
33571,0.05,1354,3,GAINESVILLE,128600,200900,3730,78,0,30
