prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val
40685,0.37,2964,3,GAINESVILLE,168700,440600,1994,100,2397,1982,2024,0,0,663,547,29,41,0,0,3,5844
40717,0.39,1778,3,GAINESVILLE,168700,393700,2005,100,1778,1980,2024,0,0,0,418,18,43,0,0,2,3464
40724,0.4,1977,3,GAINESVILLE,168700,441900,2009,100,1977,1982,2024,0,0,180,565,14,41,0,0,2,2832
40789,0.44,2774,4,GAINESVILLE,168500,544000,1999,100,1968,1980,2024,0,806,0,576,24,43,0,0,3,9787
40795,0.41,2070,3,GAINESVILLE,168500,464300,2015,100,2070,1979,2024,0,0,30,483,8,44,0,0,2,7976
41255,0.37,1991,3,GAINESVILLE,0,340700,1994,100,1991,1967,2024,0,0,120,550,29,56,0,0,2,15262
41358,1.1,1902,3,ST. JOHN'S,0,300700,1999,100,1652,1959,2024,0,0,250,0,24,64,0,0,1.5,8011
41395,0.29,1022,3,ST. JOHN'S,8700,284200,2012,100,1022,1985,2024,0,0,262,440,11,38,0,0,2,5036
41412,0.2,1102,3,ST. JOHN'S,196500,239100,1994,100,1102,1983,2024,0,0,72,312,29,40,0,0,2,4740
41422,0.2,1182,3,ST. JOHN'S,196500,264200,1994,100,1182,1983,2024,0,0,282,264,29,40,0,0,2,2747
54607,0.18,1767,4,GAINESVILLE,241001,357000,2007,100,1767,2007,2024,0,0,347,400,16,16,0,0,2,3370
54647,0.21,1532,4,GAINESVILLE,241001,331700,2014,100,1532,2014,2024,0,0,189,462,9,9,0,0,2,410
54679,0.24,1338,3,ST. JOHN'S,155900,290000,2005,100,1338,1983,2024,0,0,24,460,18,40,0,0,2,2679
54758,0.13,1108,3,ST. JOHN'S,153700,227700,2006,100,1108,1986,2024,0,0,50,264,17,37,0,0,2,363
54780,0.13,976,3,ST. JOHN'S,153700,211200,1995,100,976,1985,2024,0,0,0,340,28,38,0,0,2,2857
54790,0.13,982,3,ST. JOHN'S,153700,220500,2010,100,982,1986,2024,0,0,54,308,13,37,0,0,2,2903
55602,0.4,2242,3,ST. JOHN'S,189100,415000,2003,100,2026,1978,2024,0,0,279,557,20,45,0,0,2.5,4281
55640,0.35,1615,3,ST. JOHN'S,189100,370000,2008,100,1615,1975,2024,0,0,26,546,15,48,0,0,2,3604
68962,1.77,4142,3,ST. JOHN'S,0,445500,1994,100,1574,1963,2024,0,1530,1250,0,29,60,0,0,3.5,32164
69382,1.62,1519,3,ST. JOHN'S,106900,407900,2009,100,1519,1997,2024,0,0,594,308,14,26,0,0,2,1362
69383,1.27,1272,3,ST. JOHN'S,106900,280800,1994,100,1272,1981,2024,0,0,0,312,29,42,0,0,2,8020
69396,1,1136,3,ST. JOHN'S,106900,316500,2009,100,1136,1979,2024,0,0,48,0,14,44,0,0,2,3511
69493,1.05,1604,3,ST. JOHN'S,107100,397700,2002,100,1604,2002,2024,0,0,141,902,21,21,0,0,2,10322
69506,1,1724,4,ST. JOHN'S,107100,401800,2004,100,1724,2004,2024,0,0,326,460,19,19,0,0,2,1508
69541,1.56,2349,3,ST. JOHN'S,125100,450800,2000,100,2349,1997,2024,0,0,553,625,23,26,0,0,3,3396
69592,1.44,1516,3,ST. JOHN'S,125100,283300,1994,100,1516,1989,2024,0,0,35,504,29,34,0,0,2,29343
69594,1.81,2153,4,ST. JOHN'S,125100,470300,2015,100,2153,1994,2024,0,0,243,484,8,29,0,0,2,19276
2602,0.17,900,3,HIGH SPRINGS,73000,194900,1995,100,900,1992,2024,0,0,116,252,28,31,0,0,1,173
2622,0.17,956,3,HIGH SPRINGS,73000,189300,2010,100,956,1984,2024,0,0,48,0,13,39,0,0,1,1012
3236,0.34,1029,3,HIGH SPRINGS,64600,216300,2008,100,1029,1954,2024,0,0,0,0,15,69,0,0,1,4356
3371,0.34,832,3,HIGH SPRINGS,64600,149800,1994,100,832,1991,2024,0,0,0,198,29,32,0,0,2,3753
3384,0.23,1600,3,HIGH SPRINGS,64600,247500,1999,100,1600,1972,2024,0,0,24,0,24,51,0,0,1.5,314
3387,0.46,2513,3,HIGH SPRINGS,64600,368700,2003,100,1188,1922,2024,0,0,1937,0,20,101,0,0,1,7300
3389,0.28,2066,3,HIGH SPRINGS,64600,297000,2000,100,2066,1961,2024,0,0,108,0,23,62,0,0,1,10668
3398,0.14,1136,3,HIGH SPRINGS,64600,226600,2009,100,608,1948,2024,0,528,15,0,14,75,0,0,2,320
3405,0.34,1172,3,HIGH SPRINGS,64600,171500,1995,100,968,1948,2024,0,0,204,0,28,75,0,0,1,0
3824,0.23,1100,3,HIGH SPRINGS,171900,221500,2009,100,1100,1900,2024,0,0,144,0,14,123,0,0,1,2500
4176,0.5,1398,3,HIGH SPRINGS,0,359800,2014,100,1398,1920,2024,0,0,120,0,9,103,0,0,1,3123
4278,0.25,925,3,HIGH SPRINGS,180500,185000,1999,100,925,1963,2024,0,0,148,0,24,60,0,0,1,4327
4347,0.25,1413,3,HIGH SPRINGS,180500,275400,2003,100,1413,2003,2024,0,0,40,380,20,20,0,0,2,555
4469,0.33,1000,3,HIGH SPRINGS,9105,167300,1994,100,1000,1975,2024,0,0,0,0,29,48,0,0,1,358
4499,0.35,1308,3,HIGH SPRINGS,8905,248000,1994,100,1308,1982,2024,0,0,60,0,29,41,0,0,2,15524
4604,5.27,2341,3,SUWANNEE,160200,494400,2005,100,2341,2005,2024,0,0,563,0,18,18,0,0,3,16554
4613,2.12,2088,3,SUWANNEE,700,329600,2009,100,1588,1974,2024,0,0,36,0,14,49,0,0,2,18719
4621,0.43,1058,3,SUWANNEE,160100,258600,1994,100,750,1954,2024,0,0,308,0,29,69,0,0,1,6522
4682,5.01,2937,4,HIGH SPRINGS,227600,695800,2020,100,2277,2020,2024,0,660,511,720,3,3,0,0,2,1630
4696,6.36,3098,4,HIGH SPRINGS,227600,841500,2015,100,3098,2008,2024,0,0,442.5,951,8,15,0,0,2.5,31514
4720,1.01,2277,3,HIGH SPRINGS,232400,513100,2012,100,2277,2005,2024,0,0,349,574,11,18,0,0,2,20383
4728,1.85,2103,3,HIGH SPRINGS,232400,474700,2012,100,2103,2006,2024,0,0,316,491,11,17,0,0,3,2620
4864,1.02,2096,3,HIGH SPRINGS,228700,437800,2010,100,2096,2004,2024,0,0,660,506,13,19,0,0,2,20021
4881,1.04,2058,3,HIGH SPRINGS,228700,445500,2012,100,2058,2005,2024,0,0,266,462,11,18,0,0,2,2852
4909,1.01,2104,4,HIGH SPRINGS,227601,539900,2014,100,2104,2014,2024,0,0,204,716,9,9,0,0,2,22806
5013,0.23,1056,3,HIGH SPRINGS,180500,227000,2007,100,1056,1981,2024,0,0,0,0,16,42,0,0,2,540
5027,0.23,1144,3,HIGH SPRINGS,180500,203000,1994,100,1144,1976,2024,0,0,120,168,29,47,0,0,1,2209
5081,0.58,1767,3,HIGH SPRINGS,165100,282200,1994,100,1767,1987,2024,0,0,243,510,29,36,0,0,2,1160
5091,0.5,1690,3,HIGH SPRINGS,180500,273900,2001,100,1522,1985,2024,0,0,210,0,22,38,0,0,2,3635
5094,0.7,1520,3,HIGH SPRINGS,180500,262400,1994,100,1520,1967,2024,0,0,68,0,29,56,0,0,2,1531
5098,0.34,1574,3,HIGH SPRINGS,180500,270200,2003,100,1298,1974,2024,0,0,336,0,20,49,0,0,2,966
5117,0.34,1289,3,HIGH SPRINGS,180500,220000,2003,100,1289,1973,2024,0,0,60,0,20,50,0,0,1,2226
21187,0.1,1672,3,SUWANNEE,199304,402000,2003,100,1672,2003,2024,0,0,168,441,20,20,0,0,2,888
21221,0.2,1844,4,SUWANNEE,199306,490000,2005,100,1844,2005,2024,0,0,126,462,18,18,0,0,2,3966
21233,0.19,2437,4,SUWANNEE,199306,618000,2004,100,1309.5,2004,2024,0,1127,222.5,529,19,19,0,0,3,3528
21246,0.4,2912,4,SUWANNEE,199307,689600,2005,100,1856,2005,2024,0,1056,391,552,18,18,0,0,3.5,5080
21247,0.4,2378,4,SUWANNEE,199307,510000,2006,100,1253,2006,2024,0,1125,232,484,17,17,0,0,2.5,11172
21260,0.14,2705,4,SUWANNEE,199307,579200,2010,100,2087,2006,2024,0,618,168,441,13,17,0,0,2.5,1896
21265,0.32,3423,4,SUWANNEE,199308,862300,2006,100,2359,2006,2024,0,1064,578,660,17,17,0,0,3,1854
21279,0.4,3826,4,SUWANNEE,199308,803600,2006,100,2692,2006,2024,0,1134,570,528,17,17,0,0,3.5,23449
21305,0.17,2350,4,SUWANNEE,199309,629100,2006,100,1986,2006,2024,0,364,416,484,17,17,0,0,3,14693
21307,0.17,2556,4,SUWANNEE,199309,612800,2006,100,1423,2006,2024,0,1133,300,506,17,17,0,0,3,8433
21339,0.48,3730,4,SUWANNEE,199312,975200,2012,100,2730.5,2009,2024,0,999,534,770,11,14,0,0,3.5,29043
21605,1.06,1192,3,SUWANNEE,213800,309700,2000,100,1192,1980,2024,0,0,0,536,23,43,0,0,2,1520
21766,0.39,3520,5,SUWANNEE,242100,985000,2013,100,3520,2013,2024,0,0,797,754,10,10,0,0,3,58436
21790,0.2,1879,3,SUWANNEE,242100,405700,2015,100,1879,2015,2024,0,0,122,426,8,8,0,0,2,12255
21809,0.2,2311,4,SUWANNEE,242100,464600,2007,100,2311,2007,2024,0,0,427.5,580,16,16,0,0,2,19923
21813,0.18,2834,3,SUWANNEE,242100,608900,2012,100,2357.5,2006,2024,0,476,491.5,484,11,17,0,0,4,16574
22042,3.39,2471,3,SUWANNEE,121100,569300,1999,100,2219,1982,2024,0,0,324,1296,24,41,0,0,2,14924
22044,2.53,2608,4,SUWANNEE,121100,505000,1999,100,2608,1976,2024,0,0,28,732,24,47,0,0,2.5,11472
22228,1.05,1827,3,SUWANNEE,116600,346500,2009,100,1827,1978,2024,0,0,181,672,14,45,0,0,2,13586
22374,5,1758,3,SUWANNEE,0,331700,2009,100,1101,1964,2024,0,357,300,0,14,59,0,0,2,6506
22614,1.01,3055,5,SUWANNEE,600,847400,2005,100,2707,2002,2024,0,348,602,529,18,21,0,0,4,24866
22687,1.01,5361,5,SUWANNEE,241101,1519000,2014,100,3351.5,2014,2024,0,2009.5,1510.5,852,9,9,0,0,4.5,47131
22790,1.67,5412,6,SUWANNEE,229900,1334200,2002,100,4315.5,2002,2024,0,1096,418.5,864,21,21,0,0,6,39794
22930,1.02,2250,4,SUWANNEE,151700,611800,2012,100,2249.5,1998,2024,0,0,354.5,526,11,25,0,0,3,44851
37756,0.21,2059,4,GAINESVILLE,235700,404900,2004,100,2058.5,1996,2024,0,0,248.5,441,19,27,0,0,2,2757
37807,0.25,2063,3,GAINESVILLE,163500,371500,2015,100,1738.5,1992,2024,0,0,380,457.5,8,31,0,0,2,4327
37841,0.17,1342,3,GAINESVILLE,163601,304000,2010,100,1342,1993,2024,0,0,40,462,13,30,0,0,2,819
37863,0.25,1847,3,GAINESVILLE,163602,313700,1995,100,1619,1995,2024,0,0,317,456,28,28,0,0,2,1126
37887,0.36,2571,3,GAINESVILLE,163602,484800,2009,100,2571,1994,2024,0,0,356,510,14,29,0,0,2,25169
37901,0.34,1782,3,GAINESVILLE,163602,326400,2006,100,1782,1994,2024,0,0,428,480,17,29,0,0,2,310
38000,0.27,2232,3,GAINESVILLE,193000,383800,2001,100,1972,1975,2024,0,0,302,650,22,48,0,0,2,5181
38049,0.2,912,3,GAINESVILLE,183600,242600,2011,100,912,1980,2024,0,0,0,180,12,43,0,0,1,350
38129,0.21,1074,3,GAINESVILLE,183600,242100,2008,100,1074,1979,2024,0,0,48,0,15,44,0,0,2,350
38285,0.19,1578,3,GAINESVILLE,37801,379900,2010,100,1466,1990,2024,0,0,168,441,13,33,0,0,2,20283
38388,0.2,1171,3,GAINESVILLE,183900,242000,1994,100,1171,1985,2024,0,0,24,200,29,38,0,0,2,3157
38402,0.2,1196,3,GAINESVILLE,183900,280000,1999,100,1196,1985,2024,0,0,90,480,24,38,0,0,2,7359
38448,0.38,1264,3,GAINESVILLE,184000,329000,2000,100,1264,1988,2024,0,0,364,460,23,35,0,0,2,22713
38600,0.13,1852,3,GAINESVILLE,249301,395800,2017,100,1852,2017,2024,0,0,132,440,6,6,0,0,2,1324
38622,0.27,1172,3,GAINESVILLE,142900,277200,2001,100,1172,1970,2024,0,0,0,312,22,53,0,0,2,1572
38656,0.34,1200,3,GAINESVILLE,143100,306000,2010,100,1200,1968,2024,0,0,69,0,13,55,0,0,2,372
38693,0.29,1290,3,GAINESVILLE,143200,232700,1998,100,1290,1970,2024,0,0,33,0,25,53,0,0,2,365
38711,0.28,1528,3,GAINESVILLE,143200,294000,2008,100,1528,1970,2024,0,0,80,0,15,53,0,0,2,7219
38790,0.2,1152,3,GAINESVILLE,183700,282200,2012,100,1152,1978,2024,0,0,0,0,11,45,0,0,2,2240
38795,0.21,1623,3,GAINESVILLE,183700,219900,1994,100,1623,1979,2024,0,0,68,0,29,44,0,0,2,2980
38877,0.34,1632,3,GAINESVILLE,183500,298700,2007,100,984,1976,2024,0,648,60,0,16,47,0,0,2,14801
38882,0.48,1509,3,GAINESVILLE,183500,282700,1994,100,990,1976,2024,0,0,519,0,29,47,0,0,1.5,2220
38909,0.34,1500,3,GAINESVILLE,183500,267700,2015,100,1212,1976,2024,0,0,304,0,8,47,0,0,2,10120
38931,0.24,1074,3,GAINESVILLE,253800,240100,1999,100,1074,1976,2024,0,0,120,0,24,47,0,0,2,2760
38948,0.23,1093,3,GAINESVILLE,253800,225400,2003,100,1093,1976,2024,0,0,40,425,20,47,0,0,2,1187
39006,0.23,1400,3,GAINESVILLE,143300,284200,2007,100,1400,1967,2024,0,0,126,264,16,56,0,0,2,288
39073,0.25,1750,3,GAINESVILLE,141500,257600,1994,100,1750,1971,2024,0,0,35,0,29,52,0,0,2,3376
39096,0.24,1167,3,GAINESVILLE,144200,285000,2010,100,1167,1971,2024,0,0,0,286,13,52,0,0,2,527
39164,0.24,1323,3,GAINESVILLE,143900,275000,1994,100,1323,1973,2024,0,0,0,525,29,50,0,0,2,1306
39193,0.24,1315,3,GAINESVILLE,143900,290000,1994,100,1315,1972,2024,0,0,143,0,29,51,0,0,2,883
39230,0.25,984,3,GAINESVILLE,144300,222000,1994,100,984,1971,2024,0,0,60,0,29,52,0,0,2,2199
39397,0.43,2066,4,GAINESVILLE,171305,484800,2007,100,1844,1989,2024,0,0,282,492,16,34,0,0,2,9532
39453,0.5,2494,3,GAINESVILLE,43900,595000,2014,100,2494,1987,2024,0,0,317,575,9,36,0,0,3,30831
52604,0.28,1436,3,ST. JOHN'S,214800,304000,1998,100,1436,1980,2024,0,0,252,348,25,43,0,0,2,3120
52744,0.37,1433,3,ST. JOHN'S,84200,311900,2000,100,1433,1979,2024,0,0,28,525,23,44,0,0,2,6446
52746,0.43,1430,3,ST. JOHN'S,84200,279300,2000,100,1430,1976,2024,0,0,20,638,23,47,0,0,2,581
52797,0.35,2345,3,ST. JOHN'S,83900,270400,1994,100,2105,1973,2024,0,0,240,0,29,50,0,0,2,5533
52812,0.35,1982,3,ST. JOHN'S,83900,343700,1994,100,1982,1986,2024,0,0,50,650,29,37,0,0,2,23601
52852,0.38,1854,3,ST. JOHN'S,84000,338000,2005,100,1854,1979,2024,0,0,50,0,18,44,0,0,2,18760
52881,0.23,1712,3,ST. JOHN'S,84500,349500,1999,100,1712,1999,2024,0,0,36,420,24,24,0,0,2,558
52955,6.41,3459,5,ST. JOHN'S,197200,875500,2001,100,3459,1990,2024,0,0,778,648,22,33,0,0,3.5,15904
53055,1,1908,3,ST. JOHN'S,0,386100,2013,100,1908,1967,2024,0,0,204,0,10,56,0,0,2,900
53155,0.93,3490,4,ST. JOHN'S,224300,707900,2001,100,2288,2001,2024,0,1202,349,763,22,22,0,0,3.5,31358
53246,0.74,2673,4,ST. JOHN'S,30401,710500,2009,100,2673,1992,2024,0,0,434,604,14,31,0,0,3,39485
53305,0.59,2337,4,ST. JOHN'S,30404,628700,2005,100,2337,2000,2024,0,0,447,506,18,23,0,0,3,30844
53336,0.53,2688,4,ST. JOHN'S,30405,762300,2011,100,2688,2001,2024,0,0,396,484,12,22,0,0,3.5,25696
53567,0.2,1185,3,ST. JOHN'S,216000,260100,2003,100,1185,1977,2024,0,0,50,317,20,46,0,0,2,246
53629,0.26,1185,3,ST. JOHN'S,216000,235700,1994,100,1185,1979,2024,0,0,222,525,29,44,0,0,2,2981
53678,0.44,2778,4,ST. JOHN'S,8802,569300,2004,100,2778,1992,2024,0,0,470,484,19,31,0,0,3,24323
53721,0.27,1120,3,ST. JOHN'S,222400,240100,2005,100,1120,1982,2024,0,0,76,280,18,41,0,0,2,2947
53795,0.26,1399,3,ST. JOHN'S,NULL,329000,2012,100,1399,1984,2024,0,0,44,504,11,39,0,0,2,12963
53888,0.2,1635,3,ST. JOHN'S,56201,297000,2002,100,1635,1986,2024,0,0,28,550,21,37,0,0,2,3198
53919,0.25,1707,4,ST. JOHN'S,56202,392700,2005,100,1706.5,1990,2024,0,0,131.5,430,18,33,0,0,3,5345
53951,0.41,2093,4,ST. JOHN'S,193500,315200,1994,100,1901,1992,2024,0,0,240,480,29,31,0,0,2,4032
54047,0.16,1765,4,ST. JOHN'S,228500,382700,2003,100,1731.5,2003,2024,0,0,172.5,483,20,20,0,0,2,2677
54100,0.26,3161,5,ST. JOHN'S,228501,742400,2007,100,2801,2002,2024,0,360,406,558,16,21,0,0,4,23177
54148,0.56,4113,5,ST. JOHN'S,233900,841800,2008,100,3489,2003,2024,0,624,516,867,15,20,0,0,4,28428
54154,0.43,3595,5,ST. JOHN'S,237300,834200,2010,100,3594.5,2005,2024,0,0,462,816,13,18,0,0,3,38526
54178,0.39,3593,5,ST. JOHN'S,237300,772200,2004,100,3593,2004,2024,0,0,437.5,456,19,19,0,0,3,26959
54229,0.36,2507,4,ST. JOHN'S,228503,499800,2005,100,2506.5,2005,2024,0,0,415.5,506,18,18,0,0,3,3956
54238,0.34,2931,4,ST. JOHN'S,228503,668000,2012,100,2442.5,2006,2024,0,488,217.5,840,11,17,0,0,2.5,11907
54262,0.29,2533,4,ST. JOHN'S,237200,614800,2012,100,2532.5,2004,2024,0,0,361,528,11,19,0,0,3,29530
54272,0.27,2507,4,ST. JOHN'S,237200,527900,2004,100,2506.5,2004,2024,0,0,415.5,506,19,19,0,0,3,3788
66837,0.4,3888,4,ST. JOHN'S,42400,454500,1981,100,2557,1981,2024,0,1331,130,512,42,42,0,0,3.5,6015
66842,0.49,3791,4,ST. JOHN'S,42400,530300,1994,100,3791,1978,2024,0,0,48,816,29,45,0,0,2,9350
66881,0.25,3233,5,ST. JOHN'S,173400,813700,2001,100,3112,1999,2024,0,0,869,722,22,24,0,0,2,11730
66967,0.28,1618,3,ST. JOHN'S,260400,292900,2000,100,1345,1959,2024,0,0,325,0,23,64,0,0,2,798
66979,0.47,2304,3,ST. JOHN'S,102200,441000,2009,100,2304,1956,2024,0,0,184,0,14,67,0,0,2,6917
67220,0.22,1759,4,GAINESVILLE,234301,391900,2012,100,1283,2006,2024,0,476,328,462,11,17,0,0,2,3612
67845,0.12,1354,3,GAINESVILLE,175800,285000,1996,100,1354,1996,2024,0,0,30,231,27,27,0,0,2,2242
67897,0.12,1250,3,GAINESVILLE,175600,208700,1994,100,1250,1987,2024,0,0,56,0,29,36,0,0,2,3245
1307,2,2508,4,SUWANNEE,33400,535500,2005,100,2508,2005,2024,0,0,282,506,18,18,0,0,3,50578
1628,1,2004,3,HIGH SPRINGS,167000,443500,2010,100,2004,2004,2024,0,0,696,624,13,19,0,0,2,15700
1714,0.24,1360,3,HIGH SPRINGS,180900,252200,1994,100,1360,1986,2024,0,0,88,546,29,37,0,0,2,2417
1790,0.18,1418,3,HIGH SPRINGS,180901,292500,2012,100,1418,2012,2024,0,0,150,380,11,11,0,0,2,368
1792,0.18,1742,3,HIGH SPRINGS,180901,312000,2017,100,1742,2017,2024,0,0,312,462,6,6,0,0,2,1455
1819,0.12,1264,3,HIGH SPRINGS,250800,237700,2012,100,1264,2012,2024,0,0,244,380,11,11,0,0,2,1000
1830,0.18,1421,3,HIGH SPRINGS,250800,295900,2017,100,1421,2017,2024,0,0,120,460,6,6,0,0,2,400
1935,0.43,2163,3,HIGH SPRINGS,189800,374600,2010,100,1496,1968,2024,0,667,360,0,13,55,0,0,2,16641
1941,0.66,1767,3,HIGH SPRINGS,189800,280000,1998,100,1767,1962,2024,0,0,440,0,25,61,0,0,1.5,0
2030,0.25,1644,3,HIGH SPRINGS,247500,320300,2015,100,1644,2015,2024,0,0,290,484,8,8,0,0,2.5,1216
2344,1.03,2045,3,HIGH SPRINGS,107700,429700,2004,100,2045,1995,2024,0,0,338,504,19,28,0,0,2,12222
2363,0.25,1457,3,HIGH SPRINGS,94000,314600,2010,100,1457,2005,2024,0,0,214,420,13,18,0,0,2,420
2384,0.25,1465,3,HIGH SPRINGS,94001,299900,2010,100,1465,2005,2024,0,0,214,412,13,18,0,0,2,413
2518,0.23,1178,3,HIGH SPRINGS,178600,218100,1998,100,1178,1998,2024,0,0,124,264,25,25,0,0,2,1159
2529,0.46,1259,3,HIGH SPRINGS,178600,272300,2015,100,1259,2000,2024,0,0,78,240,8,23,0,0,2,411
19305,1.58,1836,3,NEWBERRY,0,246000,1995,100,1668,1964,2024,0,0,63,441,28,59,0,0,2,7984
19521,0.16,1664,3,SUWANNEE,242001,335400,2007,100,1664,2007,2024,0,0,143.5,435.5,16,16,0,0,2,235
19532,0.16,1677,3,SUWANNEE,242002,330200,2014,100,1677,2014,2024,0,0,50,441,9,9,0,0,2,2546
19543,0.16,1355,3,SUWANNEE,242002,310000,2008,100,1355,2008,2024,0,0,24,420,15,15,0,0,2,816
19552,0.14,1621,3,SUWANNEE,242001,306800,2007,100,1621,2007,2024,0,0,159,400,16,16,0,0,2,3708
19637,1.59,2082,3,SUWANNEE,0,405700,2003,100,1842,1986,2024,0,0,312,462,20,37,0,0,2,20181
19917,0.16,1718,3,SUWANNEE,152502,303800,1999,100,1465,1992,2024,0,0,329,440,24,31,0,0,2,400
19978,0.14,1544,3,SUWANNEE,152500,267800,1994,100,1340,1991,2024,0,0,292,400,29,32,0,0,2,1670
20035,1.21,3610,3,SUWANNEE,156500,545000,1994,100,2730,1968,2024,0,0,1232,576,29,55,0,0,2,8926
20052,1,1997,3,SUWANNEE,156500,460400,2007,100,1997,1969,2024,0,0,15,748,16,54,0,0,3,12100
20104,1.63,3477,4,SUWANNEE,156700,702800,2003,100,3197,1997,2024,0,0,316,462,20,26,0,0,2.5,18866
20114,3.57,3751,4,SUWANNEE,156700,774200,1998,100,1409,1998,2024,0,2054,312,576,25,25,0,0,3.5,14942
20145,0.14,2448,4,SUWANNEE,243801,495000,2016,100,2448,2016,2024,0,0,352,420,7,7,0,0,3,491
20201,0.07,1416,4,SUWANNEE,243800,316800,2018,100,1416,2018,2024,0,0,40,286,5,5,0,0,2,7965
20293,0.23,2028,4,SUWANNEE,245500,453900,2010,100,2028,2010,2024,0,0,446,483,13,13,0,0,2,1459
20399,0.29,2153,4,SUWANNEE,230400,376200,2002,100,2153,2002,2024,0,0,458,441,21,21,0,0,2,920
20483,0.18,1759,4,SUWANNEE,235202,379300,2013,100,1759,2013,2024,0,0,282,420,10,10,0,0,2,1042
20589,0.24,2092,4,SUWANNEE,193701,446300,1995,100,2092,1995,2024,0,0,226,484,28,28,0,0,2,21267
20647,0.2,1476,4,SUWANNEE,193702,340000,2005,100,1476,2002,2024,0,0,150,400,18,21,0,0,2,496
20738,0.08,2100,3,SUWANNEE,235900,385000,2005,100,1110,2005,2024,0,990,540,480,18,18,0,0,2,365
20820,1.5,3284,5,SUWANNEE,181700,866300,2009,100,3284,2000,2024,0,0,465,1190,14,23,0,0,3.5,33147
20874,0.41,2111,4,SUWANNEE,243500,465600,2006,100,1758.5,2006,2024,0,352,349.5,550,17,17,0,0,2,4311
20889,0.34,2414,4,SUWANNEE,243500,502900,2006,100,2413.5,2006,2024,0,0,398.5,524,17,17,0,0,3,3840
21011,1.03,3199,5,SUWANNEE,105600,852600,2009,100,2371,2000,2024,0,828,373,460,14,23,0,0,4,29630
21038,0.37,2665,4,SUWANNEE,199300,654800,2017,100,2126,1997,2024,0,539,520,528,6,26,0,0,2,8538
21043,0.41,3474,5,SUWANNEE,199300,857400,2015,100,2586,2004,2024,0,616,292,744,8,19,0,0,3.5,3447
21049,0.27,3572,4,SUWANNEE,199300,624000,1997,100,2468,1997,2024,0,1104,276,528,26,26,0,0,2.5,7343
21078,0.19,1991,4,SUWANNEE,199301,540400,1999,100,1891,1999,2024,0,100,464,484,24,24,0,0,3,1376
21096,0.35,4751,4,SUWANNEE,199301,844500,2007,100,1863,2005,2024,0,2888,1084,768,16,18,0,0,3.5,1536
21115,0.17,2325,4,SUWANNEE,199301,539000,2001,100,2119.5,2001,2024,0,0,463.5,550,22,22,0,0,2,3636
21128,0.36,2782,4,SUWANNEE,199302,732600,2005,100,1738,2003,2024,0,1044,630,484,18,20,0,0,3.5,4333
36056,0.64,2927,4,ST. JOHN'S,101502,585000,1994,100,2927,1990,2024,0,0,838,552,29,33,0,0,3,4122
36094,0.54,2540,4,ST. JOHN'S,101503,539600,1994,100,2540,1992,2024,0,0,379,567,29,31,0,0,3,29339
36167,0.4,2424,4,ST. JOHN'S,101508,469700,2011,100,2424,1990,2024,0,0,287,598,12,33,0,0,3,23832
37025,0.17,1819,3,GAINESVILLE,31501,288400,1997,100,1819,1997,2024,0,0,441,462,26,26,0,0,2,2957
37029,0.25,1887,3,GAINESVILLE,31501,366000,2000,100,1887,1996,2024,0,0,415,420,23,27,0,0,2,3240
37201,0.17,1615,3,GAINESVILLE,31504,298500,2000,100,1615,2000,2024,0,0,380,484,23,23,0,0,2,768
37256,0.17,1466,3,GAINESVILLE,31504,310000,2001,100,1466,2001,2024,0,0,316,484,22,22,0,0,2,741
37311,0.25,1766,3,GAINESVILLE,135700,460800,2019,100,1766,1967,2024,0,0,40,572,4,56,0,0,2,14898
37400,0.24,1764,3,GAINESVILLE,144400,330000,2003,100,1260,1972,2024,0,504,40,480,20,51,0,0,2,1872
37432,0.37,1608,3,GAINESVILLE,144400,308700,2003,100,1608,1973,2024,0,0,20,0,20,50,0,0,2,4640
37492,0.37,1572,3,GAINESVILLE,144500,351900,2010,100,1572,1973,2024,0,0,0,484,13,50,0,0,2,1958
37535,0.37,1449,3,GAINESVILLE,144600,316000,2009,100,1449,1973,2024,0,0,16,400,14,50,0,0,2,7679
37592,0.53,2540,3,GAINESVILLE,63900,565600,2010,100,2540,1980,2024,0,0,504,572,13,43,0,0,3,17624
37691,0.24,1480,3,GAINESVILLE,235600,325000,1994,100,1480,1994,2024,0,0,25,504,29,29,0,0,2,360
52178,0.46,2809,3,ST. JOHN'S,28700,450800,2003,100,2599,1977,2024,0,0,210,580,20,46,0,0,2.5,9947
52347,0.77,2548,3,ST. JOHN'S,28300,502900,2001,100,1324,1973,2024,0,1224,20,720,22,50,0,0,3,33797
52366,0.76,2596,3,ST. JOHN'S,28300,400000,1994,100,1634,1975,2024,0,962,60,550,29,48,0,0,3,8274
64763,0.15,2186,4,ST. JOHN'S,246100,442900,2008,100,1946,2008,2024,0,240,215,462,15,15,0,0,3,4506
64879,0.14,1724,4,ST. JOHN'S,246100,381100,2011,100,1724,2011,2024,0,0,186,438,12,12,0,0,2,231
64885,0.15,1956,4,ST. JOHN'S,246100,408700,2011,100,1955.5,2011,2024,0,0,207,420,12,12,0,0,2.5,890
