prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val
82276,0.34,1600,3,GAINESVILLE,32500,249900,1994,100,1360,1960,2024,0,0,336,0,29,63,0,0,2,3775
82294,0.18,1140,3,GAINESVILLE,33100,248400,2016,100,1140,1961,2024,0,0,65,0,7,62,0,0,1,307
82415,0.09,1209,3,GAINESVILLE,157300,227900,2017,100,1209,2017,2024,0,0,29,240,6,6,0,0,3,274
82476,0.12,960,3,GAINESVILLE,174900,155200,2018,100,816,1940,2024,0,0,208,0,5,83,0,0,1,352
82490,0.11,853,3,GAINESVILLE,174900,160000,2000,100,720,1935,2024,0,0,133,0,23,88,0,0,2,1224
82628,0.23,1808,3,GAINESVILLE,33000,275400,1994,100,1808,1964,2024,0,0,42,558,29,59,0,0,2,10217
82648,0.41,1286,3,GAINESVILLE,33000,186200,1994,100,1044,1964,2024,0,0,320,0,29,59,0,0,1.5,10935
82696,0.15,1208,3,GAINESVILLE,34800,170000,1999,100,1208,1970,2024,0,0,0,0,24,53,0,0,1.5,256
82866,0.14,1465,3,GAINESVILLE,34900,267500,2013,100,933,2002,2024,0,532,157,230,10,21,0,0,2,1303
83004,0.17,1200,3,GAINESVILLE,59500,210500,2011,100,1200,1998,2024,0,0,36,0,12,25,0,0,2,514
83050,0.18,936,3,GAINESVILLE,61600,136000,1999,100,936,1966,2024,0,0,78,0,24,57,0,0,1,620
83203,0.24,1360,3,ST. JOHN'S,112500,185200,1994,100,1144,1967,2024,0,0,368,0,29,56,0,0,2,2262
83231,0.34,1504,3,ST. JOHN'S,112500,194000,1994,100,1504,1973,2024,0,0,0,0,29,50,0,0,2,674
83273,0.24,1304,3,ST. JOHN'S,154900,209000,1994,100,1304,1957,2024,0,0,24,0,29,66,0,0,2,6988
83275,0.24,1092,3,ST. JOHN'S,154900,241000,2003,100,1092,1958,2024,0,0,70,0,20,65,0,0,1,200
83385,0.38,1494,3,ST. JOHN'S,171600,200900,2007,100,1494,1950,2024,0,0,216,0,16,73,0,0,2,1035
83451,0.27,1216,3,ST. JOHN'S,75000,172400,1994,100,1216,1954,2024,0,0,0,0,29,69,0,0,1,264
83575,0.24,1201,3,ST. JOHN'S,104500,155700,1994,100,1201,1955,2024,0,0,0,0,29,68,0,0,1,145
83626,0.11,1080,3,ST. JOHN'S,112100,207900,2003,100,1080,2003,2024,0,0,108,240,20,20,0,0,2,175
83772,0.17,1863,3,GAINESVILLE,46400,234500,2002,100,1863,1970,2024,0,0,185,312,21,53,0,0,1.5,1780
100733,0.55,1662,3,SUWANNEE,210500,702900,2006,100,1662,1960,2024,0,0,360,576,17,63,0,1,2,47693
100894,0.42,2556,4,SUWANNEE,0,774200,2011,100,2204,1993,2024,0,352,111,0,12,30,0,1,2,58280
100932,0.45,1560,3,SUWANNEE,31200,248500,2006,100,1560,2006,2024,0,0,150,0,17,17,0,0,2,4065
101223,1,2257,3,ST. JOHN'S,111900,470000,2009,100,2257,1999,2024,0,0,365.5,500,14,24,0,1,3,6128
101357,5.28,1989,3,ST. JOHN'S,0,489900,2012,100,1989,2003,2024,0,0,60,483,11,20,0,0,2,41276
101552,20.66,1204,3,ST. JOHN'S,0,275400,2001,100,1204,1970,2024,0,0,0,0,22,53,0,0,2,1409
102528,1.06,1740,3,ST. JOHN'S,88200,269500,2007,100,1740,1940,2024,0,0,220,0,16,83,0,0,3,568
102576,0.26,1273,3,HAWTHORNE,111700,161700,1994,100,1273,1966,2024,0,0,56,0,29,57,0,0,1,13965
102581,0.25,1311,3,HAWTHORNE,111700,194900,2007,100,1311,1966,2024,0,0,56,0,16,57,0,0,1.5,500
102629,0.27,1356,3,HAWTHORNE,0,214200,2010,100,1356,1974,2024,0,0,58,0,13,49,0,0,1,1362
102647,0.25,1214,3,HAWTHORNE,0,175100,2005,100,1214,1977,2024,0,0,18,0,18,46,0,0,2,1937
102800,0.72,1282,3,HAWTHORNE,193400,226400,2005,100,1282,2005,2024,0,0,25,484,18,18,0,0,2,6201
102841,0.38,1466,3,HAWTHORNE,7800,239200,2004,100,1466,2004,2024,0,0,153,288,19,19,0,0,2,507
102889,0.37,1188,3,HAWTHORNE,7800,208700,2005,100,1188,1992,2024,0,0,48,264,18,31,0,0,2,1323
102943,0.21,982,3,HAWTHORNE,0,97000,1994,100,982,1930,2024,0,0,126,0,29,93,0,0,1,531
102979,0.61,1376,3,HAWTHORNE,88400,171500,1994,100,1376,1920,2024,0,0,304,0,29,103,0,0,1,0
102980,0.18,1008,3,HAWTHORNE,88400,130300,1994,100,1008,1930,2024,0,0,0,0,29,93,0,0,1,2604
9561,10,3913,3,SUWANNEE,0,599000,1994,100,3253,1979,2025,0,0,898,0,30,45,0,0,2.5,29957
9703,0.18,1459,3,NEWBERRY,247100,310000,2009,100,1458.5,2009,2025,0,0,154.5,380,15,15,0,0,2,391
9787,0.31,2505,3,NEWBERRY,165300,438000,2015,100,1889,2003,2025,0,616,387,520,9,21,0,0,2,1148
9791,0.34,2636,3,NEWBERRY,165300,425000,2002,100,2195,2002,2025,0,0,764,0,22,22,0,0,2,4503
9904,0.32,1188,3,NEWBERRY,165300,219000,1995,100,1188,1977,2025,0,0,8,325,29,47,0,0,2,6151
9986,0.32,1963,3,NEWBERRY,165300,379900,2006,100,1962.5,2006,2025,0,0,246,484,18,18,0,0,2,2973
9992,0.32,1504,3,NEWBERRY,165300,345000,2009,100,1504,2004,2025,0,0,212,462,15,20,0,0,2,1268
10100,6.01,1114,3,NEWBERRY,0,155000,1994,100,995,1941,2025,0,0,231,0,30,83,0,0,1,1795
11181,5,2128,4,SUWANNEE,0,484000,2007,100,1846,2005,2025,0,0,390,462,17,19,0,0,2,6831
11209,5,2983,4,SUWANNEE,170300,787500,2005,100,1677,2005,2025,0,1306,909,576,19,19,0,0,2.5,19310
11368,32.76,2276,3,SUWANNEE,16600,675000,1994,100,2276,1991,2025,0,0,484,0,30,33,0,0,2,13198
11424,3.01,2507,3,SUWANNEE,0,357000,2000,100,2158,1977,2025,0,0,434,484,24,47,0,0,2.5,10298
11779,5,1922,4,SUWANNEE,129800,525000,2015,100,1682,2006,2025,0,239.9,450,484,9,18,0,0,2,6721
28325,0.47,2814,4,ALACHUA,201200,465000,1994,100,2684,1980,2025,0,130,80,816,30,44,0,0,2.5,34936
28326,0.45,2686,4,ALACHUA,201200,480000,2005,100,2180,1978,2025,0,506,66,506,19,46,0,0,2.5,20515
28340,0.47,3108,5,ALACHUA,201200,630000,2005,100,3108,2001,2025,0,0,770,462,19,23,0,0,2,32096
28368,0.6,2196,3,ALACHUA,201200,395000,1994,100,2196,1978,2025,0,0,225,722,30,46,0,0,3,12356
28420,0.52,2712,4,ALACHUA,202603,410000,1999,100,2482,1994,2025,0,0,290,440,25,30,0,0,3,3259
28429,0.42,2652,4,ALACHUA,202603,453000,1994,100,1962,1985,2025,0,0,720,852,30,39,0,0,2,6928
28485,0.23,1875,4,ALACHUA,239000,385000,2004,100,1875,2004,2025,0,0,371,468,20,20,0,0,3,1120
28510,0.37,2816,4,ALACHUA,239000,495000,2004,100,2816,2004,2025,0,0,118,528,20,20,0,0,3,3640
28549,0.49,2896,4,ALACHUA,239001,530000,2006,100,2896,2006,2025,0,0,306,483,18,18,0,0,2.5,3530
28614,0.09,1418,3,ALACHUA,245200,297000,2008,100,1418,2008,2025,0,0,87,293,16,16,0,0,2,309
28627,0.09,1205,3,ALACHUA,245200,283000,2010,100,1205,2010,2025,0,0,73,264,14,14,0,0,2,767
28795,0.31,2272,4,ALACHUA,201600,470000,2004,100,2056,2004,2025,0,216,384,480,20,20,0,0,2,13758
28860,0.23,2058,4,ALACHUA,201900,425000,1994,100,2058,1993,2025,0,0,254,528,30,31,0,0,2,18252
28886,0.22,1900,4,ALACHUA,0,274900,2004,100,1899.5,2004,2025,0,0,337.5,504,20,20,0,0,2.5,1376
29086,0.17,1572,3,ALACHUA,202100,340000,2003,100,1572,2003,2025,0,0,161,420,21,21,0,0,2,773
29100,0.1,1228,3,ALACHUA,202100,275000,2011,100,1228,2011,2025,0,0,102,264,13,13,0,0,2,932
29231,0.03,1477,3,ALACHUA,225200,225000,2002,100,876.5,2002,2025,0,600,28,156,22,22,0,0,2.5,635
29276,0.11,1263,4,ALACHUA,202201,270000,2004,100,1263,2004,2025,0,0,195,340,20,20,0,0,2,840
29396,0.28,2862,4,ALACHUA,202301,370000,2006,100,2525.5,2006,2025,0,336,280.5,624,18,18,0,0,3,9086
29411,0.6,2289,4,ALACHUA,202301,450000,2006,100,2289,2006,2025,0,0,370,484,18,18,0,0,2,4420
29562,0.48,1197,3,SUWANNEE,253700,122000,1994,100,1197,1961,2025,0,0,0,0,30,63,0,0,1,5510
29566,1,2496,4,ALACHUA,253700,305000,1998,100,2496,1998,2025,0,0,42,0,26,26,0,0,2,4489
29638,0.36,2009,3,ALACHUA,50500,320000,2000,100,1827,1995,2025,0,0,323,555,24,29,0,0,2,3360
29642,0.38,2251,4,ALACHUA,50500,435000,1994,100,2251,1994,2025,0,0,345,558,30,30,0,0,2,3887
29702,0.32,1465,3,ALACHUA,50500,310000,2005,100,1465,1995,2025,0,0,47,460,19,29,0,0,2,4480
29712,0.34,1935,3,ALACHUA,50500,398000,2011,100,1935,1994,2025,0,0,69,460,13,30,0,0,2,3563
29786,0.22,1374,3,ALACHUA,50500,302500,1997,100,1374,1997,2025,0,0,20,420,27,27,0,0,2,5962
29823,0.25,2253,4,ALACHUA,33500,375000,1996,100,2253,1996,2025,0,0,42,441,28,28,0,0,2,3931
29915,0.58,1316,3,ALACHUA,184100,275000,1994,100,1316,1979,2025,0,0,0,240,30,45,0,0,2,5875
29960,1.02,3030,4,ALACHUA,21300,649900,1994,100,2292,1989,2025,0,738,132,572,30,35,0,0,3,11616
30138,0.1,1248,3,GAINESVILLE,200400,224900,2007,100,1248,2007,2025,0,0,117,0,17,17,0,0,2,1980
30184,0.11,1056,3,GAINESVILLE,200400,195000,1994,100,1056,1983,2025,0,0,0,0,30,41,0,0,2,220
30286,0.1,912,3,GAINESVILLE,200400,183000,1994,100,912,1983,2025,0,0,0,0,30,41,0,0,2,320
30312,0.17,1152,3,GAINESVILLE,200500,165000,1994,100,1152,1980,2025,0,0,0,0,30,44,0,0,2,2560
30341,0.1,912,3,GAINESVILLE,200500,180000,1994,100,912,1984,2025,0,0,240,0,30,40,0,0,2,419
30356,0.18,1488,3,GAINESVILLE,200500,255000,1994,100,1248,1985,2025,0,0,384,0,30,39,0,0,2,3168
30374,0.12,1152,3,GAINESVILLE,200500,217000,1994,100,1152,1984,2025,0,0,0,0,30,40,0,0,2,423
43172,0.23,1616,3,ST. JOHN'S,187700,320000,1994,100,1616,1986,2025,0,0,12,448,30,38,0,0,2,10120
43615,0.18,1979,3,ST. JOHN'S,22301,446000,2008,100,1739,2003,2025,0,240,122,440,16,21,0,0,3,202
43663,0.17,3102,3,ST. JOHN'S,22302,545000,2003,100,2193,2003,2025,0,825,296,506,21,21,0,0,3,6459
43668,0.17,2047,3,ST. JOHN'S,228300,425000,2007,100,2046.5,2002,2025,0,0,205.5,420,17,22,0,0,2,2636
43673,0.22,1642,3,ST. JOHN'S,228300,379000,2008,100,1641.5,2003,2025,0,0,42,462,16,21,0,0,2,2664
43793,0.11,1617,3,ST. JOHN'S,98309,265000,1996,100,1617,1996,2025,0,0,20,504,28,28,0,0,2,1107
43811,0.08,1602,3,ST. JOHN'S,124400,315000,2002,100,1376,2002,2025,0,0,282,484,22,22,0,0,2,2201
43961,0.41,2176,3,ST. JOHN'S,98301,330000,1995,100,1630,1979,2025,0,0,566,0,29,45,0,0,2,31810
44083,0.62,2706,4,ST. JOHN'S,98305,450000,1994,100,2362,1994,2025,0,0,388,462,30,30,0,0,3,12179
44186,2.5,3032,4,ST. JOHN'S,254100,615000,1994,100,1698,1983,2025,0,1058,330,529,30,41,0,0,2,10963
44262,0.52,2104,4,ST. JOHN'S,145000,419000,1994,100,1589,1975,2025,0,515,202,484,30,49,0,0,2,4083
44340,0.21,1402,4,ST. JOHN'S,21001,320000,1995,100,1402,1995,2025,0,0,132,420,29,29,0,0,2,3535
44350,0.24,1891,4,ST. JOHN'S,21001,379300,1994,100,1891,1994,2025,0,0,255,400,30,30,0,0,3,2842
44352,0.25,1817,4,ST. JOHN'S,21001,417000,2005,100,1657,1995,2025,0,0,196,441,19,29,0,0,2,3298
44525,0.28,2044,4,ST. JOHN'S,21109,370000,1999,100,2044,1999,2025,0,0,45,420,25,25,0,0,2,4180
44549,0.3,2069,4,ST. JOHN'S,21109,429900,2004,100,2069,1999,2025,0,0,42,441,20,25,0,0,2,3797
44562,0.23,1424,4,ST. JOHN'S,21109,341500,2001,100,1424,2001,2025,0,0,48,484,23,23,0,0,2,2952
44572,0.22,2150,4,ST. JOHN'S,21109,440000,1999,100,2150,1999,2025,0,0,80,396,25,25,0,0,3,2844
44590,0.3,2190,4,ST. JOHN'S,21109,429000,2000,100,2190,2000,2025,0,0,285,420,24,24,0,0,2,18128
44670,0.13,2188,4,ST. JOHN'S,239300,408000,2005,100,2188,2005,2025,0,0,271,420,19,19,0,0,2,560
44711,0.24,2500,4,ST. JOHN'S,239301,499000,2006,100,2500,2006,2025,0,0,325,462,18,18,0,0,2.5,3712
44749,0.11,1608,4,ST. JOHN'S,239302,345000,2010,100,1608,2010,2025,0,0,129,462,14,14,0,0,2,818
44756,0.12,1964,4,ST. JOHN'S,239302,407000,2010,100,1963.5,2010,2025,0,0,228.5,390,14,14,0,0,2,850
44769,0.17,2300,4,ST. JOHN'S,239303,540000,2016,100,2299.5,2013,2025,0,0,466.5,441,8,11,0,0,3,3205
44812,0.12,2732,4,ST. JOHN'S,239303,512500,2015,100,2117,2015,2025,0,413,324,528,9,9,0,0,3,2605
44957,0.15,1299,3,ST. JOHN'S,233100,307200,2002,100,1298.5,2002,2025,0,0,310.5,443,22,22,0,0,2,293
58051,0.07,1941,4,ST. JOHN'S,241600,395000,2016,100,1124,2016,2025,0,816.5,379.5,420,8,8,0,0,2.5,254
58056,0.17,1620,4,ST. JOHN'S,241601,395000,2014,100,1620,2014,2025,0,0,300,462,10,10,0,0,4,207
58068,0.16,1943,4,ST. JOHN'S,241601,470000,2016,100,1943,2016,2025,0,0,370,420,8,8,0,0,2,991
58089,0.19,2192,4,ST. JOHN'S,241601,469000,2014,100,2192,2014,2025,0,0,259,440,10,10,0,0,2,4874
58161,1.06,2047,3,ST. JOHN'S,107900,300000,1994,100,2047,1972,2025,0,0,20,552,30,52,0,0,2,8220
58163,1,2672,3,ST. JOHN'S,107900,387000,1994,100,2672,1982,2025,0,0,143,506,30,42,0,0,2,7440
58200,1,2251,3,ST. JOHN'S,108000,525000,1996,100,2251,1984,2025,0,0,36,484,28,40,0,0,2,8871
58297,1,2578,3,ST. JOHN'S,108400,680000,2009,100,2578,1992,2025,0,0,315,792,15,32,0,0,3,25062
58452,0.53,2526,4,ST. JOHN'S,232100,699000,2004,100,2526,2004,2025,0,0,466,736,20,20,0,0,2,30524
58510,0.49,4034,5,ST. JOHN'S,232102,1100000,2015,100,4034,2009,2025,0,0,802,851,9,15,0,0,3.5,51377
58820,0.5,1867,3,ST. JOHN'S,219300,420000,1994,100,1867,1988,2025,0,0,7,529,30,36,0,0,2,16304
58832,0.51,2110,3,ST. JOHN'S,219300,400000,1994,100,2110,1985,2025,0,0,608,334,30,39,0,0,2,23900
58900,0.35,1372,3,ST. JOHN'S,206600,286400,1994,100,1372,1979,2025,0,0,56,484,30,45,0,0,1.5,3980
58906,0.26,1202,3,ST. JOHN'S,206600,270900,1994,100,1202,1979,2025,0,0,0,260,30,45,0,0,2,5404
58982,0.43,1199,3,ST. JOHN'S,206800,284000,1994,100,1199,1981,2025,0,0,18,338,30,43,0,0,2,3568
59073,0.27,1428,3,ST. JOHN'S,206700,180000,1994,100,1428,1983,2025,0,0,24,336,30,41,0,0,2,12079
59089,0.28,1332,3,ST. JOHN'S,206700,315000,1994,100,1332,1983,2025,0,0,60,580,30,41,0,0,2,3089
59112,0.29,1381,3,ST. JOHN'S,206700,315000,2005,100,1381,1989,2025,0,0,43,440,19,35,0,0,2,5140
72173,0.11,1241,3,GAINESVILLE,28000,269900,2016,100,1241,2016,2025,0,0,145,400,8,8,0,0,2,361
72189,0.13,1250,3,GAINESVILLE,28000,249000,2009,100,1250,2009,2025,0,0,96,312,15,15,0,0,2,2348
73116,0.18,1837,3,GAINESVILLE,236400,355000,2004,100,1837,2004,2025,0,0,456,490,20,20,0,0,2,3168
73198,0.21,1816,3,GAINESVILLE,236401,340000,2005,100,1815.5,2005,2025,0,0,299.5,506,19,19,0,0,2,1142
73291,0.05,1633,3,GAINESVILLE,236402,295000,2014,100,775,2014,2025,0,858,84,452,10,10,0,0,2.5,0
73308,0.11,1379,3,GAINESVILLE,236402,314500,2006,100,1379,2006,2025,0,0,204,506,18,18,0,0,2,803
73365,0.22,1332,3,GAINESVILLE,150300,292000,2004,100,1332,1978,2025,0,0,60,330,20,46,0,0,2,6297
73425,0.2,1651,3,GAINESVILLE,163700,305000,1994,100,1651,1991,2025,0,0,368,480,30,33,0,0,2,375
73434,0.2,1499,3,GAINESVILLE,163700,302900,1994,100,1499,1991,2025,0,0,401,480,30,33,0,0,2,432
73496,0.2,1134,3,GAINESVILLE,203300,138000,1994,100,1134,1966,2025,0,0,0,0,30,58,0,0,1,647
73550,0.18,1228,3,GAINESVILLE,206900,279900,1994,100,1228,1981,2025,0,0,60,340,30,43,0,0,2,424
73629,0.16,1530,3,GAINESVILLE,85600,305000,1997,100,1530,1997,2025,0,0,72,399,27,27,0,0,2,7127
73700,0.22,1100,3,GAINESVILLE,196200,250000,1994,100,1100,1978,2025,0,0,0,0,30,46,0,0,2,3096
73711,0.18,1014,3,GAINESVILLE,196200,261000,1994,100,1014,1977,2025,0,0,52,390,30,47,0,0,2,4336
73740,0.17,1219,3,GAINESVILLE,196300,265000,1994,100,1219,1988,2025,0,0,48,313,30,36,0,0,2,4480
73785,0.51,1118,3,GAINESVILLE,89600,315000,1994,100,1118,1963,2025,0,0,140,0,30,61,0,0,2,11858
73815,0.34,1352,3,GAINESVILLE,89600,210000,1994,100,1040,1960,2025,0,0,312,0,30,64,0,0,2,6071
73840,0.18,1906,3,GAINESVILLE,162300,242500,1994,100,1906,1981,2025,0,0,0,0,30,43,0,0,2,4160
73976,0.05,1354,3,GAINESVILLE,34600,274900,2003,100,1354,1998,2025,0,0,30,231,21,26,0,0,2,230
88531,0.11,930,3,GAINESVILLE,0,250000,1994,100,930,1993,2025,0,0,140,0,30,31,0,0,1,288
88535,0.1,1526,3,GAINESVILLE,27500,402000,2021,100,1526,2021,2025,0,0,206,0,3,3,0,0,2,0
88679,0.12,900,3,GAINESVILLE,26800,265000,1994,100,900,1946,2025,0,0,108,0,30,78,0,0,1,720
89067,0.37,2880,3,GAINESVILLE,0,900000,1994,100,2824,1965,2025,0,0,98,0,30,59,0,0,2,2969
89488,0.4,2521,3,GAINESVILLE,8300,640000,1994,100,2521,1935,2025,0,0,84,0,30,89,0,0,1,6409
89544,0.42,2343,3,GAINESVILLE,158200,1050000,2007,100,2343,1954,2025,0,0,544,0,17,70,0,0,3,19166
89615,0.31,2263,3,GAINESVILLE,181400,480000,2003,100,1993,1958,2025,0,0,320,0,21,66,0,0,3,4010
89646,0.18,1958,3,GAINESVILLE,22500,471000,1994,100,1622,1927,2025,0,0,0,0,30,97,0,0,3,4156
89729,0.85,2355,3,GAINESVILLE,61500,547000,1999,100,2019,1956,2025,0,0,469,0,25,68,0,0,3,51230
89818,0.28,3179,3,GAINESVILLE,61500,537000,1999,100,3179,1969,2025,0,0,149,0,25,55,0,0,2.5,10541
80169,0.32,1248,3,GAINESVILLE,46000,288100,2008,100,1248,1949,2024,0,0,32,0,15,74,0,0,1,11376
80235,0.31,1956,3,GAINESVILLE,103900,260000,1994,100,1956,1950,2024,0,0,69,0,29,73,0,0,2,923
80291,0.18,956,3,GAINESVILLE,103900,233300,2010,100,956,1954,2024,0,0,0,0,13,69,0,0,1,1084
80586,0.16,1240,3,GAINESVILLE,244200,289100,1994,100,1240,1928,2024,0,0,168,0,29,95,0,0,1,11921
80959,0.25,1175,3,GAINESVILLE,170900,260100,1996,100,1175,1956,2024,0,0,52,342,27,67,0,0,1,407
81146,0.28,1167,3,GAINESVILLE,85300,266800,1999,100,1050,1950,2024,0,0,207,0,24,73,0,0,1,1528
81190,0.27,1908,3,GAINESVILLE,46800,318500,1999,100,1908,1955,2024,0,0,50,0,24,68,0,0,2,4525
81349,0.23,2483,4,GAINESVILLE,53500,566800,2015,100,1273,1931,2024,0,660,585,0,8,92,0,0,3,6669
81481,0.23,750,2,GAINESVILLE,67200,155400,1994,100,750,1949,2024,0,0,0,0,29,74,0,0,1,4094
81493,0.21,841,3,GAINESVILLE,67200,235900,2007,100,750,1949,2024,0,0,91,0,16,74,0,0,1,0
81568,0.33,1272,3,GAINESVILLE,261100,248300,2003,100,1272,1958,2024,0,0,408,0,20,65,0,0,1,2740
81782,0.25,1351,3,GAINESVILLE,56100,291900,2012,100,1260,1948,2024,0,0,91,0,11,75,0,0,2,1007
81829,0.2,1104,3,GAINESVILLE,32100,235200,2010,100,1104,1955,2024,0,0,96,0,13,68,0,0,2,2970
81837,0.2,1224,3,GAINESVILLE,32100,277300,2000,100,1224,1956,2024,0,0,242,350,23,67,0,0,2,60
81850,0.18,1324,3,GAINESVILLE,32100,262400,2012,100,1324,1955,2024,0,0,60,0,11,68,0,0,1,345
81892,0.21,1104,3,GAINESVILLE,32100,293900,2007,100,1104,1957,2024,0,0,0,0,16,66,0,0,2,777
81944,0.24,1909,3,GAINESVILLE,32200,247500,1994,100,1909,1957,2024,0,0,0,0,29,66,0,0,2,3411
98100,0.24,1351,3,ST. JOHN'S,71200,220800,1998,100,1120,1959,2024,0,0,251,0,25,64,0,0,1,2340
98117,0.3,1136,3,ST. JOHN'S,71200,174200,1994,100,1136,1964,2024,0,0,88,0,29,59,0,0,1,1376
98131,0.3,1126,3,ST. JOHN'S,71200,199000,1994,100,1126,1962,2024,0,0,0,0,29,61,0,0,1,4435
98149,0.48,936,3,ST. JOHN'S,113100,149500,2001,100,936,1956,2024,0,0,95,0,22,67,0,0,1,1234
98228,0.42,912,2,ST. JOHN'S,113100,191800,2010,100,912,1958,2024,0,0,0,0,13,65,0,0,1,184
99158,9.63,3216,3,ST. JOHN'S,258200,536500,1995,100,3216,1982,2024,0,0,564,0,28,41,0,0,3,13840
99764,1.05,1508,3,SUWANNEE,16900,315200,2007,100,416,1994,2024,0,754,962,338,16,29,0,0,2,0
100248,0.33,1272,3,SUWANNEE,40800,231400,2007,100,1272,2007,2024,0,0,420,366,16,16,0,0,1,784
7411,1.73,1584,3,NEWBERRY,138502,207700,2002,100,1584,2002,2025,0,0,272,528,22,22,0,0,2,285
7720,0.24,1692,3,NEWBERRY,241901,315000,2006,100,1692,2006,2025,0,0,280,441,18,18,0,0,2,9211
7744,0.17,1692,3,NEWBERRY,241901,170000,2011,100,1692,2007,2025,0,0,460,441,13,17,0,0,2,243
7826,0.21,1478,3,NEWBERRY,241902,299900,2015,100,1478,2015,2025,0,0,126,459,9,9,0,0,2,426
7932,0.23,1501,3,NEWBERRY,236101,250000,2004,100,1501,2004,2025,0,0,251,440,20,20,0,0,2,2823
7997,0.24,1736,3,NEWBERRY,236105,300000,2006,100,1735.5,2006,2025,0,0,260.5,441,18,18,0,0,2,935
8016,0.23,1639,3,NEWBERRY,236105,327500,2006,100,1639,2006,2025,0,0,260,462,18,18,0,0,2,490
8017,0.23,1555,3,NEWBERRY,236105,315000,2006,100,1555,2006,2025,0,0,208,550,18,18,0,0,2,939
8027,0.27,1612,3,NEWBERRY,236105,322000,2006,100,1612,2006,2025,0,0,280,420,18,18,0,0,2,498
8030,0.23,1628,3,NEWBERRY,236105,302000,2007,100,1628,2007,2025,0,0,36,420,17,17,0,0,2,9493
8101,0.23,1652,3,NEWBERRY,236106,370000,2012,100,1651.5,2012,2025,0,0,277.5,441,12,12,0,0,2,19395
8234,2.98,1934,3,NEWBERRY,0,360000,1994,100,1634,1993,2025,0,0,620,0,30,31,0,0,2,13431
8306,10,2673,4,NEWBERRY,0,725000,2005,100,2673,2005,2025,0,0,714,594,19,19,0,0,3.5,22729
8346,0.18,1874,3,NEWBERRY,249400,332900,2011,100,1874,2011,2025,0,0,36,380,13,13,0,0,2,4840
8374,0.18,2712,3,NEWBERRY,249400,384900,2012,100,1752,2009,2025,0,960,36,440,12,15,0,0,2.5,1231
8378,0.18,3824,3,NEWBERRY,249400,98000,2009,100,1712,2009,2025,0,1804,356,616,15,15,0,0,4.5,1350
8381,0.18,4040,3,NEWBERRY,249400,450000,2010,100,1712,2010,2025,0,1804,572,616,14,14,0,0,4.5,10116
8412,0.21,2872,3,NEWBERRY,249400,454000,2010,100,1232,2010,2025,0,1640,298,630,14,14,0,0,2.5,3248
8466,1,1262,2,NEWBERRY,0,240000,2005,100,992,1955,2025,0,0,200,0,19,69,0,0,2,2020
8588,0.26,1213,3,NEWBERRY,0,245000,1994,100,1213,1976,2025,0,0,68,0,30,48,0,0,2,735
8639,0.17,1284,3,NEWBERRY,123900,216000,1994,100,1056,1976,2025,0,0,300,0,30,48,0,0,2,2804
8717,1.16,2358,3,NEWBERRY,0,256000,1994,100,2358,1967,2025,0,0,30,0,30,57,0,0,2,12785
8832,0.7,1304,3,NEWBERRY,138300,128000,1994,100,1304,1935,2025,0,0,192,228,30,89,0,0,1,205
8944,0.31,1394,3,NEWBERRY,138300,184000,1994,100,1394,1937,2025,0,0,232,0,30,87,0,0,1,7647
8959,0.46,994,3,NEWBERRY,138300,180000,1994,100,994,1906,2025,0,0,353,0,30,118,0,0,1,58
9252,0.24,1215,3,NEWBERRY,99600,239500,2002,100,1215,2002,2025,0,0,95,312,22,22,0,0,2,909
9485,0.24,1548,3,NEWBERRY,20800,267000,2002,100,1296,1993,2025,0,0,402,0,22,31,0,0,2,6954
9495,0.23,1238,3,NEWBERRY,20800,263000,1998,100,1238,1997,2025,0,0,416,240,26,27,0,0,2,2300
25431,0.33,1200,2,ARCHER,0,60000,1994,100,1200,1980,2025,0,0,0,0,30,44,0,0,2,0
25617,0.32,1476,3,ARCHER,0,208000,1994,100,1476,1979,2025,0,0,160,0,30,45,0,0,2,2238
25768,80,1247,3,SUWANNEE,0,550000,1994,100,1247,1973,2025,0,0,132,325,30,51,0,0,1.5,6955
26784,2,5023,4,LACROSSE,0,525000,1994,100,3051,1991,2025,0,1972,350,624,30,33,0,0,3.5,12032
26896,1.54,1414,3,LACROSSE,111100,234900,1994,100,1414,1957,2025,0,0,0,0,30,67,0,0,2,4742
27374,6.69,6166,6,SUWANNEE,0,1580000,2012,100,3909,2012,2025,0,2257,1152,960,12,12,0,0,4.5,88059
27827,20.88,1561,3,SUWANNEE,0,450000,1994,100,1561,1989,2025,0,0,20,441,30,35,0,0,2,15797
28010,0.5,1200,3,ALACHUA,193100,245000,1994,100,1200,1980,2025,0,0,0,204,30,44,0,0,2,6568
28031,0.5,1954,3,ALACHUA,193100,205000,1994,100,1066,1977,2025,0,0,952,0,30,47,0,0,2,1235
41258,0.37,1795,3,GAINESVILLE,0,250000,1994,100,1795,1967,2025,0,0,0,0,30,57,0,0,2,6332
41369,0.24,1203,3,ST. JOHN'S,8700,340000,2009,100,1203,1985,2025,0,0,0,433,15,39,0,0,2,3053
