OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,FID_Market_Cluster,Name
1,1,1,2712,0.310000000000000,1096,3,HIGH SPRINGS,64600,214000,2005,100,1096,1959,2023,0,-82.589573650000006,29.820994169999999,00382-007-000,0,0,0,17,63,0,0,1.000000000000000,0,223100.119999999995343,31,High_Springs_Main
2,1,2,2899,0.520000000000000,1297,3,HIGH SPRINGS,64600,168800,1974,100,1297,1954,2023,0,-82.591227599999996,29.824165630000000,00464-000-000,0,0,0,48,68,0,0,1.000000000000000,2182,223100.070000000006985,31,High_Springs
3,1,3,2927,0.340000000000000,1464,3,HIGH SPRINGS,64600,225300,2000,100,1464,1951,2023,0,-82.591903540000004,29.828439860000000,00491-000-000,0,192,0,22,71,0,0,2.000000000000000,1825,223100.059999999997672,31,High_Springs
4,1,4,2930,0.340000000000000,1885,3,HIGH SPRINGS,64600,240900,1994,100,1885,1953,2023,0,-82.591852090000003,29.827308710000001,00492-001-000,0,46,0,28,69,0,0,2.000000000000000,1344,223100.059999999997672,31,High_Springs
5,1,5,3100,0.230000000000000,1156,3,HIGH SPRINGS,64600,224500,2000,100,1156,1900,2023,0,-82.595914660000005,29.827051730000001,00599-000-000,0,0,0,22,122,0,0,1.000000000000000,2376,223100.070000000006985,31,High_Springs
6,1,6,3360,0.340000000000000,1551,3,HIGH SPRINGS,64600,237300,1998,100,1425,1937,2023,0,-82.602573699999994,29.831943930000001,00804-000-000,0,126,0,24,85,0,0,1.000000000000000,880,223100.070000000006985,31,High_Springs
7,1,7,3397,0.210000000000000,2408,4,HIGH SPRINGS,64600,467100,2002,100,1204,1929,2023,0,-82.603080559999995,29.832166850000000,00829-000-000,1204,230,0,20,93,0,0,4.500000000000000,2390,223100.070000000006985,31,High_Springs
8,1,8,3457,0.570000000000000,1648,3,HIGH SPRINGS,64600,363700,2006,100,1648,2002,2023,0,-82.602067410000004,29.836264430000000,00886-000-000,0,280,576,16,20,0,0,2.000000000000000,6893,223100.070000000006985,31,High_Springs
9,1,9,3517,0.110000000000000,702,3,HIGH SPRINGS,64600,109900,1980,100,702,1929,2023,0,-82.608755259999995,29.831953909999999,00951-000-000,0,140,0,42,93,0,0,1.000000000000000,1282,223100.070000000006985,31,High_Springs
10,1,10,3850,0.230000000000000,1232,3,HIGH SPRINGS,171900,222900,2011,100,1232,1977,2023,0,-82.600265300000004,29.822669210000001,01252-000-000,0,0,0,11,45,0,0,2.000000000000000,618,223100.079999999987194,31,High_Springs_Main
11,1,11,3929,0.340000000000000,984,3,HIGH SPRINGS,45800,151100,1990,100,984,1990,2023,0,-82.601344249999997,29.821801789999999,01301-000-000,0,0,0,32,32,0,0,2.000000000000000,638,223100.079999999987194,31,High_Springs_Main
12,1,12,4107,0.590000000000000,1200,3,HIGH SPRINGS,152600,181400,1990,100,1008,1977,2023,0,-82.596503609999999,29.818548790000001,01386-100-048,0,304,0,32,45,0,0,1.000000000000000,1352,223100.109999999986030,31,High_Springs_Main
13,1,13,4203,0.370000000000000,1485,3,HIGH SPRINGS,180500,272300,2007,100,1485,2000,2023,0,-82.595549820000002,29.817302070000000,01408-025-000,0,65,400,15,22,0,0,2.000000000000000,1479,223100.019999999989523,31,High_Springs_Main
14,1,14,4285,0.250000000000000,1236,3,HIGH SPRINGS,180500,252800,2012,100,1236,2005,2023,0,-82.599413720000001,29.816137520000002,01408-101-000,0,60,260,10,17,0,0,2.000000000000000,3199,223100.019999999989523,31,High_Springs_Main
15,1,15,4318,0.410000000000000,1478,3,HIGH SPRINGS,180500,312600,2013,100,1478,1999,2023,0,-82.595559280000003,29.815775100000000,01408-135-000,0,52,420,9,23,0,0,2.000000000000000,8592,223100.019999999989523,31,High_Springs_Main
16,1,16,4321,0.250000000000000,1192,3,HIGH SPRINGS,180500,253300,2007,100,1192,1999,2023,0,-82.595029980000007,29.815861490000000,01408-138-000,0,325,400,15,23,0,0,2.000000000000000,507,223100.019999999989523,31,High_Springs_Main
17,1,17,4351,0.280000000000000,1180,3,HIGH SPRINGS,180500,243100,2010,100,1180,2003,2023,0,-82.592635540000003,29.815874650000001,01408-168-000,0,110,440,12,19,0,0,2.000000000000000,1322,223100.019999999989523,31,High_Springs_Main
18,1,18,4598,5.170000000000000,2310,4,SUWANNEE,0,724300,2017,100,2310,2017,2023,0,-82.644713519999996,29.823597780000000,01456-005-000,0,1012,1305,5,5,0,0,2.500000000000000,16005,223106.010000000009313,31,High_Springs
19,1,19,4825,0.970000000000000,1365,3,SUWANNEE,0,215700,1990,100,1365,1960,2023,0,-82.605965359999999,29.809257649999999,01484-007-000,0,0,0,32,62,0,0,2.000000000000000,9307,223100.000000000000000,31,High_Springs_Main
20,1,20,4920,1.010000000000000,2051,3,HIGH SPRINGS,227601,595800,2014,100,2051,2014,2023,0,-82.611748800000001,29.817949660000000,01486-030-059,0,1126,441,8,8,0,0,2.000000000000000,3994,223100.179999999993015,31,High_Springs
21,1,21,4969,3.800000000000000,2220,3,HIGH SPRINGS,228701,536100,2009,100,2220,2004,2023,0,-82.598532629999994,29.803340599999999,01486-100-012,0,414,500,13,18,0,0,2.000000000000000,3099,223110.010000000009313,31,High_Springs
22,1,22,5029,0.230000000000000,1056,3,HIGH SPRINGS,180500,186300,2005,100,1056,1974,2023,0,-82.599395209999997,29.814362270000000,01488-212-000,0,120,0,17,48,0,0,1.000000000000000,291,223100.019999999989523,31,High_Springs_Main
23,1,23,21098,0.270000000000000,2580,4,SUWANNEE,199301,691900,2010,100,1528,2000,2023,0,-82.483185270000007,29.652733370000000,04333-020-055,1052,822,528,12,22,0,0,2.500000000000000,3870,215202.040000000008149,43,Tioga
24,1,24,21124,0.190000000000000,2535,4,SUWANNEE,199302,566200,2002,100,2535,2002,2023,0,-82.478996170000002,29.650832959999999,04333-030-080,0,176,598,20,20,0,0,2.000000000000000,2279,215202.049999999988358,43,Tioga
25,1,25,21127,0.368300000000000,1741,5,SUWANNEE,199302,636900,2017,100,1149,2003,2023,0,-82.478469880000006,29.651215749999999,04333-030-083,592,208,506,5,19,0,0,2.500000000000000,1986,215202.049999999988358,43,Tioga
26,1,26,21156,0.170000000000000,2329,4,SUWANNEE,199303,685600,2018,100,1975,2003,2023,0,-82.479077270000005,29.652949130000000,04333-040-110,354,270,600,4,19,0,0,3.000000000000000,1685,215202.049999999988358,43,Tioga
27,1,27,21199,0.170000000000000,2692,4,SUWANNEE,199305,767200,2004,100,1876,2004,2023,0,-82.482626949999997,29.650193550000001,04333-060-151,816,350,495,18,18,0,0,3.000000000000000,1512,215202.040000000008149,43,Tioga
28,1,28,21203,0.340000000000000,4188,5,SUWANNEE,199305,905900,2004,100,2738,2004,2023,0,-82.483863159999999,29.650296789999999,04333-060-155,1184,412,483,18,18,0,0,3.500000000000000,3249,215202.040000000008149,43,Tioga
29,1,29,21212,0.170000000000000,2133,4,SUWANNEE,199305,534400,2006,100,2133,2004,2023,0,-82.481983310000004,29.649721020000001,04333-060-164,0,267,504,16,18,0,0,2.000000000000000,1591,215202.040000000008149,43,Tioga
30,1,30,21231,0.190000000000000,2322,4,SUWANNEE,199306,589600,2004,100,1992,2004,2023,0,-82.482649359999996,29.648488850000000,04333-070-182,330,416,484,18,18,0,0,3.000000000000000,1448,215202.040000000008149,43,Tioga
31,1,31,21366,0.290000000000000,3105,5,SUWANNEE,199313,845000,2015,100,3105,2015,2023,0,-82.487097349999999,29.646476700000001,04333-113-311,0,605,726,7,7,0,0,3.500000000000000,1651,215202.070000000006985,43,Tioga
32,1,32,21383,0.500000000000000,3706,4,SUWANNEE,199313,773100,2012,100,2202,2012,2023,0,-82.488717910000005,29.645860800000001,04333-113-328,1504,573,576,10,10,0,0,3.000000000000000,8923,215202.070000000006985,43,Tioga
33,1,33,21650,0.940000000000000,1652,3,SUWANNEE,213700,279000,1998,100,1316,1974,2023,0,-82.474463009999994,29.656503940000000,04337-024-000,0,336,0,24,48,0,0,2.000000000000000,1706,215202.019999999989523,48,Tioga_A
34,1,34,21705,0.940000000000000,1087,3,SUWANNEE,213700,354400,2016,100,1087,1976,2023,0,-82.474525659999998,29.650854800000001,04337-084-000,0,24,0,6,46,0,0,2.000000000000000,13771,215202.019999999989523,48,Tioga_A
35,1,35,21708,0.940000000000000,1446,3,SUWANNEE,213700,369700,2015,100,1446,1973,2023,0,-82.474528680000006,29.650579839999999,04337-087-000,0,36,560,7,49,0,0,2.000000000000000,2423,215202.019999999989523,48,Tioga_A
36,1,36,21744,0.150000000000000,2201,3,SUWANNEE,242100,470900,2007,100,2201,2007,2023,0,-82.488911349999995,29.661281559999999,04338-010-014,0,365,484,15,15,0,0,2.000000000000000,688,215200.029999999998836,56,swNewberry_B
37,1,37,22145,1.420000000000000,2023,3,SUWANNEE,0,302200,1982,100,2023,1971,2023,0,-82.529297779999993,29.653249679999998,04370-003-001,0,0,364,40,51,0,0,2.500000000000000,4067,215200.000000000000000,34,Jonesville
38,1,38,22146,1.150000000000000,1884,3,SUWANNEE,0,307100,2012,100,1884,1973,2023,0,-82.529650720000006,29.653245880000000,04370-003-002,0,16,506,10,49,0,0,2.000000000000000,2029,215200.000000000000000,34,Jonesville
39,1,39,22520,1.000000000000000,1999,3,SUWANNEE,146902,472100,2007,100,1998,2003,2023,0,-82.474803260000002,29.642162429999999,04414-020-035,0,262,529,15,19,0,0,2.000000000000000,9597,215211.010000000009313,48,Tioga_A
40,1,40,22546,3.400000000000000,2085,3,SUWANNEE,170600,461500,1991,100,1821,1991,2023,0,-82.481447570000000,29.638536429999998,04416-004-012,0,418,399,31,31,0,0,2.000000000000000,6208,215200.000000000000000,49,Tioga_B
41,1,41,22584,2.510000000000000,3000,4,SUWANNEE,88900,613700,1986,100,3000,1986,2023,0,-82.462505070000006,29.642577719999998,04422-003-018,0,250,514,36,36,0,0,3.000000000000000,9672,215212.010000000009313,48,Tioga_A
42,1,42,22613,2.090000000000000,4597,4,SUWANNEE,600,932400,2005,100,3726,2002,2023,0,-82.458943759999997,29.635687999999998,04422-010-017,871,465,0,17,20,0,0,4.000000000000000,17564,215212.029999999998836,48,Tioga_A
43,1,43,22632,1.520000000000000,3688,4,SUWANNEE,600,659400,2001,100,3688,2001,2023,0,-82.456318069999995,29.633947190000001,04422-010-036,0,622,779,21,21,0,0,2.500000000000000,7233,215212.029999999998836,48,Tioga_A
44,1,44,22721,1.000000000000000,2646,4,SUWANNEE,11105,602700,2005,100,2502,1998,2023,0,-82.464632179999995,29.643841089999999,04423-010-003,144,241,522,17,24,0,0,3.000000000000000,10003,215212.019999999989523,48,Tioga_A
45,1,45,22793,1.630000000000000,5434,6,SUWANNEE,229900,1894400,2007,100,4230,2007,2023,0,-82.457975640000001,29.629014309999999,04427-010-005,1204,574,721,15,15,0,0,4.500000000000000,17507,215212.040000000008149,49,Tioga_B
46,1,46,22807,1.530000000000000,6387,5,SUWANNEE,229901,1594600,2004,100,4836,2004,2023,0,-82.461775259999996,29.627819760000001,04427-020-018,1550,1234,916,18,18,0,0,4.000000000000000,18655,215212.040000000008149,49,Tioga_B
47,1,47,22821,1.330000000000000,2190,3,SUWANNEE,135900,337900,1975,100,2190,1971,2023,0,-82.457730900000001,29.630146730000000,04427-100-003,0,12,504,47,51,0,0,2.000000000000000,3156,215200.000000000000000,49,Tioga_B
48,1,48,23100,5.080000000000000,3719,5,NEWBERRY,199800,800800,2006,100,2430,2002,2023,0,-82.536419739999999,29.616183379999999,04446-010-024,1289,988,576,16,20,0,0,3.000000000000000,18941,215217.010000000009313,34,Jonesville
49,1,49,1270,2.570000000000000,2809,4,SUWANNEE,237900,625300,2012,100,2285,2005,2023,0,-82.573636649999997,29.851039159999999,00067-010-009,524,424,810,10,17,0,0,3.500000000000000,13228,222100.010000000009313,58,Rural_North
50,1,50,1473,6.480000000000000,1416,3,HIGH SPRINGS,167100,495500,2010,100,1416,1986,2023,0,-82.624924669999999,29.846916499999999,00155-010-012,0,0,288,12,36,0,0,1.000000000000000,3498,222100.250000000000000,31,High_Springs
51,1,51,1523,2.250000000000000,2596,3,SUWANNEE,0,674100,2013,100,2596,2007,2023,0,-82.631114289999999,29.840853169999999,00165-004-000,0,525,2004,9,15,0,0,3.000000000000000,464,222100.239999999990687,31,High_Springs
52,1,52,1526,1.350000000000000,1823,3,SUWANNEE,0,435600,2015,100,1823,2002,2023,0,-82.632145730000005,29.840313049999999,00165-007-000,0,124,441,7,20,0,0,2.000000000000000,3142,222100.239999999990687,31,High_Springs
53,1,53,1641,1.000000000000000,2046,3,HIGH SPRINGS,167000,340300,2002,100,1728,2002,2023,0,-82.616604780000003,29.839257409999998,00181-100-045,0,510,480,20,20,0,0,2.000000000000000,4607,222100.040000000008149,31,High_Springs
54,1,54,1817,0.120000000000000,1368,3,HIGH SPRINGS,250800,324200,2014,100,1368,2014,2023,0,-82.606959259999996,29.841601749999999,00207-010-003,0,150,420,8,8,0,0,2.000000000000000,1378,222100.059999999997672,31,High_Springs
55,1,55,1846,0.120000000000000,1264,3,HIGH SPRINGS,250800,275100,2010,100,1264,2010,2023,0,-82.606201229999996,29.840591249999999,00207-010-032,0,244,380,12,12,0,0,2.000000000000000,368,222100.059999999997672,31,High_Springs
56,1,56,1875,9.210000000000001,2739,3,HIGH SPRINGS,83800,456000,1980,100,2739,1960,2023,0,-82.601106380000004,29.843803330000000,00216-028-000,0,20,0,42,62,0,0,3.000000000000000,15969,257100.799999999988358,31,High_Springs
57,1,57,2026,0.230000000000000,1847,3,HIGH SPRINGS,247500,329400,2016,100,1847,2016,2023,0,-82.586954070000004,29.830013090000001,00236-100-074,0,239,462,6,6,0,0,2.000000000000000,83,222100.049999999988358,31,High_Springs
58,1,58,2339,1.250000000000000,1893,3,HIGH SPRINGS,107700,387700,1996,100,1893,1996,2023,0,-82.563674440000000,29.815248380000000,00256-020-009,0,606,462,26,26,0,0,2.000000000000000,2751,223101.010000000009313,31,High_Springs
59,1,59,2391,0.360000000000000,1585,3,HIGH SPRINGS,94002,304200,2005,100,1585,2005,2023,0,-82.588719029999993,29.833661540000001,00257-201-019,0,209,447,17,17,0,0,2.000000000000000,1191,222100.029999999998836,31,High_Springs
60,1,60,19383,1.000000000000000,3222,4,SUWANNEE,244800,681400,2007,100,2666,2007,2023,0,-82.521788760000007,29.656105449999998,04287-010-009,555,416,782,15,15,0,0,3.000000000000000,2841,154233.010000000009313,34,Jonesville
61,1,61,19402,1.000000000000000,2864,4,SUWANNEE,172000,703100,2012,100,2864,2001,2023,0,-82.493140310000001,29.668551269999998,04289-010-005,0,584,1040,10,21,0,0,3.000000000000000,7168,154234.000000000000000,56,swNewberry_B
62,1,62,19604,5.030000000000000,6871,5,SUWANNEE,231600,1804300,2015,100,5264,2015,2023,0,-82.500681430000000,29.664225930000001,04302-010-013,1606,1106,1173,7,7,0,0,5.500000000000000,44964,134234.010000000009313,56,swNewberry_B
63,1,63,19967,0.130000000000000,1514,3,SUWANNEE,152500,308300,1995,100,1514,1993,2023,0,-82.474367299999997,29.659614110000000,04314-302-064,0,310,398,27,29,0,0,2.000000000000000,840,154235.019999999989523,56,swNewberry_B
64,1,64,19977,0.140000000000000,1578,3,SUWANNEE,152500,301600,2003,100,1578,2003,2023,0,-82.473020950000006,29.660401080000000,04314-302-074,0,170,440,19,19,0,0,2.000000000000000,904,154235.019999999989523,56,swNewberry_B
65,1,65,20051,0.960000000000000,2896,4,SUWANNEE,156500,665600,2015,100,1668,1968,2023,0,-82.459082800000004,29.662656089999999,04321-028-020,988,264,0,7,54,0,0,3.500000000000000,4314,134236.010000000009313,62,Gainesvilleish_Region
66,1,66,20086,1.730000000000000,2444,4,SUWANNEE,156600,625800,2015,100,2444,1976,2023,0,-82.461293830000002,29.665527050000001,04321-029-012,0,507,575,7,46,0,0,2.500000000000000,12608,134236.010000000009313,62,Gainesvilleish_Region
67,1,67,20090,1.040000000000000,2320,4,SUWANNEE,156600,478200,2000,100,2320,1976,2023,0,-82.458860659999999,29.665534820000001,04321-029-016,0,436,594,22,46,0,0,2.500000000000000,12006,134236.010000000009313,62,Gainesvilleish_Region
68,1,68,20206,0.070000000000000,1507,3,SUWANNEE,243800,307200,2006,100,1507,2006,2023,0,-82.471010930000006,29.666763480000000,04321-052-062,0,262,458,16,16,0,0,2.000000000000000,223,154236.040000000008149,56,swNewberry_B
69,1,69,20296,0.240000000000000,1872,3,SUWANNEE,245500,471000,2014,100,1872,2014,2023,0,-82.460169780000001,29.670545680000000,04321-053-050,0,462,431,8,8,0,0,2.000000000000000,475,134236.029999999998836,62,Gainesvilleish_Region
70,1,70,20493,0.250000000000000,1706,4,SUWANNEE,235202,300700,2012,100,1706,2012,2023,0,-82.468109589999997,29.666676410000001,04321-204-112,0,413,441,10,10,0,0,2.000000000000000,1216,154236.049999999988358,56,swNewberry_B
71,1,71,20550,0.060000000000000,1559,3,SUWANNEE,235800,309500,2005,100,1558,2005,2023,0,-82.470858260000000,29.664675450000001,04321-301-003,0,256,441,17,17,0,0,2.000000000000000,221,154236.040000000008149,56,swNewberry_B
72,1,72,20634,0.220000000000000,1540,4,SUWANNEE,193702,305600,2005,100,1540,1997,2023,0,-82.464954399999996,29.667742409999999,04321-401-065,0,30,420,17,25,0,0,2.000000000000000,1099,154236.029999999998836,62,Gainesvilleish_Region
73,1,73,20706,0.120000000000000,1400,3,SUWANNEE,233500,314000,2015,100,1400,2004,2023,0,-82.466528740000001,29.668934369999999,04321-600-006,0,154,420,7,18,0,0,2.000000000000000,1032,154236.010000000009313,62,Gainesvilleish_Region
74,1,74,20720,0.090000000000000,1664,3,SUWANNEE,233500,252600,2003,100,1047,2003,2023,0,-82.466084670000001,29.669866519999999,04321-600-020,617,214,400,19,19,0,0,4.000000000000000,1279,154236.010000000009313,62,Gainesvilleish_Region
75,1,75,20811,4.620000000000000,3597,3,SUWANNEE,0,486400,1983,100,2707,1983,2023,0,-82.461464649999996,29.658967879999999,04325-002-000,0,1135,1380,39,39,0,0,4.000000000000000,20936,215200.000000000000000,62,Gainesvilleish_Region
76,1,76,20875,0.400000000000000,2527,4,SUWANNEE,243500,596300,2007,100,2526,2007,2023,0,-82.470201599999996,29.650190940000002,04328-010-038,0,394,600,15,15,0,0,3.000000000000000,551,215200.019999999989523,48,Tioga_A
77,1,77,20907,5.070000000000000,2398,3,SUWANNEE,0,717600,1980,100,1198,1977,2023,0,-82.461004590000002,29.649434790000001,04330-004-000,1200,282,0,42,45,0,0,3.000000000000000,1566,215200.000000000000000,48,Tioga_A
78,1,78,20936,1.000000000000000,4419,5,SUWANNEE,85501,1293300,2015,100,3523,1999,2023,0,-82.465895300000000,29.647455220000001,04330-100-008,896,706,752,7,23,0,0,4.000000000000000,13194,215201.040000000008149,48,Tioga_A
79,1,79,20960,2.000000000000000,1884,3,SUWANNEE,0,381500,2000,100,1884,1986,2023,0,-82.483866079999999,29.655060410000001,04333-004-000,0,84,420,22,36,0,0,2.000000000000000,2706,215202.000000000000000,56,swNewberry_B
80,1,80,20966,1.040000000000000,2582,4,SUWANNEE,105400,610300,2005,100,2582,1991,2023,0,-82.487536870000000,29.653234569999999,04333-005-005,0,96,528,17,31,0,0,2.500000000000000,4706,215202.010000000009313,56,swNewberry_B
81,1,81,20999,1.000000000000000,2712,4,SUWANNEE,105501,659300,2002,100,2712,1999,2023,0,-82.485708360000004,29.654099299999999,04333-005-038,0,306,600,20,23,0,0,2.000000000000000,3409,215202.010000000009313,56,swNewberry_B
82,1,82,21082,0.180000000000000,1865,4,SUWANNEE,199301,430500,2000,100,1864,2000,2023,0,-82.482594559999995,29.652110329999999,04333-020-039,0,510,542,22,22,0,0,2.500000000000000,637,215202.040000000008149,43,Tioga
83,1,83,17298,5.340000000000000,2082,4,SUWANNEE,130700,514000,1990,100,2082,1986,2023,0,-82.487833140000006,29.709763939999998,04119-010-063,0,98,480,32,36,0,0,2.000000000000000,33636,134214.410000000003492,33,HSBUI_2
84,1,84,17511,5.500000000000000,1802,3,SUWANNEE,219400,451100,2008,100,1802,1993,2023,0,-82.526096100000004,29.702268020000002,04138-002-002,0,184,622,14,29,0,0,2.000000000000000,4351,154200.000000000000000,33,HSBUI_2
85,1,85,17806,5.010000000000000,621,3,SUWANNEE,0,233300,2005,100,621,1989,2023,0,-82.520817249999993,29.693008849999998,04165-005-000,0,0,0,17,33,0,0,1.000000000000000,884,154200.000000000000000,33,HSBUI_2
86,1,86,17835,1.780000000000000,2973,4,SUWANNEE,184200,713200,2005,100,2624,1997,2023,0,-82.497594469999996,29.691940209999999,04170-010-003,348,938,594,17,25,0,0,3.500000000000000,10670,134222.010000000009313,34,Jonesville
87,1,87,17894,14.619999999999999,1844,3,SUWANNEE,0,440000,1999,100,1844,1968,2023,0,-82.506040729999995,29.685851540000002,04176-000-000,0,120,630,23,54,0,0,2.000000000000000,5277,154200.000000000000000,34,Jonesville
88,1,88,18076,0.200000000000000,1224,3,SUWANNEE,43600,290400,1995,100,1224,1984,2023,0,-82.456067399999995,29.688354149999999,04210-001-020,0,80,488,27,38,0,0,2.000000000000000,1219,154225.010000000009313,62,Gainesvilleish_Region
89,1,89,18091,0.200000000000000,1476,3,SUWANNEE,43600,306300,1998,100,1476,1983,2023,0,-82.455623599999996,29.687558500000002,04210-001-035,0,80,488,24,39,0,0,2.000000000000000,1292,154225.010000000009313,62,Gainesvilleish_Region
90,1,90,18126,0.230000000000000,1362,3,SUWANNEE,43700,251800,1987,100,1362,1985,2023,0,-82.458237470000000,29.687892170000001,04210-001-070,0,42,576,35,37,0,0,2.000000000000000,1116,154225.010000000009313,62,Gainesvilleish_Region
91,1,91,18253,1.000000000000000,1755,3,SUWANNEE,43300,384000,2000,100,1755,1992,2023,0,-82.458555029999999,29.682352040000001,04211-010-073,0,83,441,22,30,0,0,2.000000000000000,3353,154225.010000000009313,62,Gainesvilleish_Region
92,1,92,18295,0.250000000000000,1675,4,SUWANNEE,212600,324200,2000,100,1674,1996,2023,0,-82.460542000000004,29.688759370000000,04211-301-001,0,266,462,22,26,0,0,2.000000000000000,1852,134225.019999999989523,62,Gainesvilleish_Region
93,1,93,18331,0.190000000000000,1452,4,SUWANNEE,212600,329200,2015,100,1452,1995,2023,0,-82.461359619999996,29.686057380000001,04211-301-037,0,28,512,7,27,0,0,2.000000000000000,1832,134225.019999999989523,62,Gainesvilleish_Region
94,1,94,18353,0.190000000000000,1846,4,SUWANNEE,212701,373500,2010,100,1846,1997,2023,0,-82.461367609999996,29.685375650000001,04211-321-057,0,8,0,12,25,0,0,2.000000000000000,3630,134225.019999999989523,62,Gainesvilleish_Region
95,1,95,18374,0.190000000000000,1828,4,SUWANNEE,212702,319100,1999,100,1828,1999,2023,0,-82.462979070000003,29.684716229999999,04211-322-072,0,170,420,23,23,0,0,2.000000000000000,418,134225.019999999989523,62,Gainesvilleish_Region
96,1,96,18391,1.000000000000000,1487,4,SUWANNEE,212800,341300,2010,100,1487,1998,2023,0,-82.463724420000005,29.684323480000000,04211-331-095,0,96,484,12,24,0,0,2.000000000000000,972,134225.019999999989523,62,Gainesvilleish_Region
97,1,97,18546,5.960000000000000,2933,4,SUWANNEE,0,401100,1980,100,2933,1973,2023,0,-82.488114859999996,29.683164020000000,04215-001-031,0,60,0,42,49,0,0,2.000000000000000,11506,154200.000000000000000,56,swNewberry_B
98,1,98,18593,1.030000000000000,2325,4,SUWANNEE,179800,658500,2012,100,1689,2002,2023,0,-82.494282420000005,29.675080980000001,04222-010-005,636,644,1245,10,20,0,0,3.000000000000000,6667,154234.000000000000000,56,swNewberry_B
99,1,99,18692,0.500000000000000,3760,5,SUWANNEE,240001,781500,2007,100,3196,2007,2023,0,-82.489300970000002,29.678204550000000,04222-200-093,564,336,792,15,15,0,0,4.500000000000000,2794,134227.010000000009313,56,swNewberry_B
100,1,100,18698,0.330000000000000,2816,4,SUWANNEE,240001,668900,2017,100,2374,2017,2023,0,-82.489897130000003,29.680408509999999,04222-200-099,442,485,483,5,5,0,0,4.000000000000000,4566,134227.010000000009313,56,swNewberry_B
101,1,101,18776,0.250000000000000,2068,3,SUWANNEE,242200,425000,2013,100,2068,2013,2023,0,-82.497344870000006,29.680934529999998,04223-010-034,0,375,506,9,9,0,0,2.000000000000000,1151,154200.010000000009313,56,swNewberry_B
102,1,102,18813,0.180000000000000,1631,3,SUWANNEE,239800,359500,2005,100,1630,2005,2023,0,-82.498380960000006,29.672423819999999,04227-010-021,0,424,420,17,17,0,0,2.000000000000000,1578,134227.019999999989523,56,swNewberry_B
103,1,103,18836,0.170000000000000,2137,3,SUWANNEE,239800,435300,2008,100,1857,2005,2023,0,-82.497138309999997,29.673533590000002,04227-010-044,280,273,462,14,17,0,0,3.000000000000000,1098,134227.019999999989523,56,swNewberry_B
104,1,104,18868,0.160000000000000,1521,3,SUWANNEE,239800,350500,2005,100,1521,2005,2023,0,-82.498798219999998,29.674115770000000,04227-010-076,0,292,420,17,17,0,0,2.000000000000000,1131,134227.019999999989523,56,swNewberry_B
105,1,105,19050,8.670000000000000,2492,3,SUWANNEE,218300,538400,2010,100,2292,1977,2023,0,-82.521678379999997,29.676231120000001,04237-012-000,0,336,0,12,45,0,0,2.500000000000000,7675,154200.000000000000000,34,Jonesville
106,1,106,15467,0.310000000000000,1232,3,ALACHUA,42800,209900,1978,100,1232,1977,2023,0,-82.496294059999997,29.781535909999999,03926-002-001,0,124,0,44,45,0,0,1.500000000000000,3566,233200.000000000000000,8,Alachua_Main
107,1,107,15564,0.250000000000000,1320,3,ALACHUA,101200,266900,2001,100,1320,2001,2023,0,-82.490908970000007,29.778303910000002,03931-010-032,0,103,410,21,21,0,0,2.000000000000000,1826,233223.010000000009313,8,Alachua_Main
108,1,108,15597,0.260000000000000,1492,3,ALACHUA,101200,263200,1998,100,1492,1998,2023,0,-82.492302010000003,29.780767229999999,03931-010-065,0,100,432,24,24,0,0,2.000000000000000,864,233223.010000000009313,8,Alachua_Main
109,1,109,15894,5.000000000000000,2589,3,ALACHUA,252900,604500,1994,100,1659,1994,2023,0,-82.479983910000001,29.765739560000000,03968-128-017,930,618,576,28,28,0,0,3.500000000000000,4930,233225.109999999986030,8,Alachua_Main
110,1,110,15976,0.510000000000000,1118,3,ALACHUA,154700,146100,1982,100,1118,1980,2023,0,-82.516488940000002,29.763831220000000,03980-003-013,0,0,0,40,42,0,0,2.000000000000000,347,233228.010000000009313,8,Alachua_Main
111,1,111,15977,0.510000000000000,1092,3,ALACHUA,154700,230600,1998,100,1092,1990,2023,0,-82.516173789999996,29.763828149999998,03980-003-014,0,140,700,24,32,0,0,2.000000000000000,2022,233228.010000000009313,8,Alachua_Main
112,1,112,16033,0.550000000000000,1350,3,ALACHUA,154800,263800,1998,100,1350,1996,2023,0,-82.515513369999994,29.765994160000002,03980-010-017,0,96,420,24,26,0,0,2.000000000000000,1522,233228.019999999989523,8,Alachua_Main
113,1,113,16073,0.160000000000000,1771,4,ALACHUA,246000,355700,2016,100,1771,2016,2023,0,-82.516765800000002,29.767288400000002,03980-020-013,0,236,462,6,6,0,0,2.000000000000000,430,233222.140000000013970,8,Alachua_Main
114,1,114,16074,0.160000000000000,1398,3,ALACHUA,246000,293800,2016,100,1398,2016,2023,0,-82.516903139999997,29.767155769999999,03980-020-014,0,169,462,6,6,0,0,2.000000000000000,532,233222.140000000013970,8,Alachua_Main
