prop_id,Cluster ID
64875,2
64879,2
64880,2
64885,2
64889,2
64894,2
64898,2
64901,2
64911,2
64921,2
64922,2
64931,2
64932,2
64936,2
64941,2
64955,2
64957,2
64958,2
64967,2
64970,2
64977,2
64978,2
64986,2
64990,2
64994,2
64995,2
65001,2
65003,2
65008,2
65017,2
65022,2
65031,2
65042,2
65044,2
65045,2
65046,2
65047,2
65048,2
65050,2
65051,2
65052,2
65054,2
65057,2
65059,2
65060,2
65063,2
65064,2
65087,2
65097,2
65107,2
65108,2
65110,2
65112,2
65117,2
65119,2
65125,2
65132,2
65138,2
65142,2
65143,2
65144,2
65145,2
65146,2
65153,2
65158,2
65159,2
65170,2
65175,2
65179,2
65195,2
65197,2
65200,2
65201,2
65208,2
65211,2
65223,2
65224,2
65231,2
65240,2
65241,2
65249,2
65250,2
65252,2
65255,2
65268,2
65269,2
65297,2
65299,2
65301,2
65316,2
65327,2
65328,2
65332,2
65333,2
65334,2
65343,2
65350,2
65352,2
65358,2
65361,2
65367,2
65376,2
65378,2
65385,2
65390,2
65395,2
65398,2
65403,2
65408,2
65415,2
65416,2
66295,2
66302,2
66304,2
66307,2
66316,2
66317,2
66324,2
66328,2
69221,2
69236,2
69237,2
69284,2
69300,2
69320,2
69347,2
69361,2
69374,2
69375,2
69377,2
69380,2
69382,2
69383,2
69396,2
69398,2
69399,2
69457,2
69464,2
69468,2
69492,2
69493,2
69496,2
69506,2
69510,2
69513,2
69529,2
69530,2
69540,2
69541,2
69555,2
69563,2
69592,2
69594,2
69602,2
69639,2
69641,2
69646,2
69660,2
69668,2
69670,2
69676,2
69682,2
69684,2
69689,2
69731,2
69732,2
69884,2
69898,2
69907,2
69910,2
69911,2
69912,2
69918,2
69922,2
69923,2
69925,2
69927,2
69928,2
69931,2
69945,2
69946,2
69955,2
69966,2
69967,2
69975,2
69986,2
69993,2
69996,2
69997,2
69999,2
70003,2
70008,2
70012,2
70013,2
70014,2
70019,2
70025,2
70032,2
70035,2
70039,2
70043,2
70044,2
70052,2
70077,2
70095,2
70102,2
70103,2
70123,2
70141,2
70143,2
70150,2
70242,2
70318,2
70325,2
70331,2
70348,2
70466,2
70509,2
70525,2
70557,2
70585,2
70590,2
70598,2
70629,2
70640,2
104976,1
105170,2
105174,2
105177,2
105179,2
105181,2
105184,2
105187,2
105197,2
105198,2
105202,2
105203,2
105205,2
105208,2
105211,2
105216,2
105217,2
105220,2
105223,2
105224,2
105228,2
105242,2
105257,2
105258,2
105905,2
105906,2
105908,2
105918,2
105925,2
105927,2
105930,2
105932,2
105933,2
105935,2
105937,2
105938,2
105940,2
105949,2
105950,2
105951,2
105955,2
105958,2
105959,2
106372,1
106375,1
106388,1
106389,1
106394,1
106396,1
106398,1
106399,1
106596,2
106602,2
106664,2
106668,2
106671,2
106684,2
106692,2
106700,2
106711,2
106712,2
107167,2
107187,2
107188,2
107190,2
107195,2
107200,2
107201,2
107204,2
107232,1
107248,1
107251,1
107259,1
107433,2
108083,2
108100,2
300081,2
300096,2
300097,2
300110,2
300112,2
300117,2
500630,1
500686,2
500727,2
500745,2
500802,2
500803,2
500804,2
500806,2
500807,2
500808,2
500864,2
500871,2
501522,1
502090,1
502106,1
502113,1
502745,1
502995,1
503008,1
503009,1
503020,1
503028,1
503029,1
503838,2
503852,2
503865,2
503866,2
503890,2
503891,2
503893,2
503894,2
503897,2
503931,2
504115,2
504928,1
505116,1
