prop_id,Cluster ID
16103,1
16104,1
16113,1
16114,1
16125,1
16131,1
16139,1
16142,1
16145,1
16151,1
16153,1
16154,1
16159,1
16161,1
16162,1
16167,1
16168,1
16179,1
16218,1
16340,1
16372,1
16376,1
16425,1
16499,1
16538,1
16603,1
16604,1
16612,1
16626,2
16750,1
16751,1
16818,1
16841,1
16934,1
16944,1
16946,1
16953,1
16997,1
17028,1
17046,1
17084,1
17085,1
17093,1
17106,1
17113,1
17122,1
17186,2
17249,2
17274,2
17277,2
17281,2
17298,2
17309,2
17319,2
17322,2
17333,2
17355,2
17384,2
17414,1
17511,1
17512,1
17522,1
17531,1
17672,1
17692,1
17796,1
17806,1
18010,2
18045,2
18066,2
18070,2
18076,2
18079,2
18091,2
18092,2
18097,2
18099,2
18109,2
18110,2
18115,2
18125,2
18126,2
18140,2
18149,2
18157,2
18160,2
18187,2
18197,2
18210,2
18213,2
18215,2
18224,2
18237,2
18253,2
18255,2
18278,2
18282,2
18288,2
18293,2
18295,2
18301,2
18314,2
18328,2
18330,2
18331,2
18338,2
18344,2
18349,2
18353,2
18354,2
18359,2
18371,2
18372,2
18374,2
18378,2
18391,2
18402,2
18425,2
18430,2
18441,2
18456,2
18470,2
18472,2
18476,2
18478,2
18479,2
18481,2
18493,1
19050,1
19098,1
19960,2
19967,2
19975,2
19977,2
20007,2
20024,2
20035,2
20051,2
20052,2
20069,2
20073,2
20075,2
20083,2
20086,2
20090,2
20104,2
20106,2
20114,2
20116,2
20252,2
20253,2
20271,2
20281,2
20287,2
20291,2
20293,2
20296,2
20298,2
20300,2
20317,2
20343,2
20344,2
20345,2
20357,2
20360,2
20368,2
20369,2
20370,2
20428,2
20476,2
20483,2
20488,2
20490,2
20492,2
20493,2
20539,2
20579,2
20581,2
20587,2
20589,2
20590,2
20592,2
20595,2
20601,2
20605,2
20624,2
20625,2
20634,2
20637,2
20642,2
20647,2
20650,2
20659,2
20664,2
20672,2
20678,2
20688,2
20692,2
20699,2
20706,2
20707,2
20709,2
20710,2
20711,2
20714,2
20715,2
20717,2
20718,2
20720,2
20723,2
20725,2
20727,2
20731,2
20733,2
20736,2
20738,2
20760,2
20811,2
21638,2
21650,2
21653,2
21688,2
21700,2
21705,2
21708,2
21711,2
23787,2
23806,2
23865,2
23896,2
23930,2
23932,2
23943,2
23992,2
23993,2
24054,2
24079,2
24120,2
24134,2
24148,2
24185,2
26166,1
26362,1
26364,1
26868,1
26878,1
26906,1
26939,1
26942,1
26970,1
26983,1
27001,1
27055,1
27063,1
27154,1
27312,1
27372,1
27423,1
27868,1
27871,1
27900,1
27904,1
27918,1
27927,1
27928,1
27934,1
27936,1
27943,1
27953,1
27961,1
27964,1
27979,1
28009,2
28011,2
28013,2
28022,2
28299,2
28320,2
28328,2
28330,2
28333,2
28340,2
28344,2
28345,2
28353,2
28357,2
28358,2
28364,2
28366,2
28376,2
28381,2
28389,2
28390,2
28406,2
28407,2
28410,2
28411,2
28412,2
28420,2
28426,2
28429,2
28440,2
28444,2
28445,2
28450,2
28455,2
28462,2
28466,2
28474,2
28480,2
28486,2
28491,2
28494,2
28504,2
28507,2
28510,2
28512,2
28513,2
28519,2
28527,2
28537,2
28540,2
28550,2
28555,2
28556,2
28562,2
28568,2
28575,2
28581,2
28582,2
28583,2
28585,2
28587,2
28591,2
28592,2
28600,2
28603,2
28605,2
28608,2
28609,2
28614,2
28620,2
28622,2
28624,2
28625,2
28632,2
28637,2
28642,2
28658,2
28665,2
28667,2
28669,2
28671,2
28673,2
28675,2
28677,2
28684,2
28698,2
28699,2
28701,2
28730,2
28739,2
28742,2
28743,2
28748,2
28763,2
28768,2
28781,2
28791,2
28797,2
28807,2
28811,2
28815,2
28829,2
28840,2
28857,2
28870,2
28885,2
28903,2
28906,2
28914,2
28917,2
28921,2
28998,2
29005,2
29013,2
29028,2
29032,2
29050,2
29052,2
29114,2
29128,2
29138,2
29145,2
29153,2
29161,2
29162,2
29163,2
29224,2
29233,2
29278,2
29280,2
29317,2
29319,2
29322,2
29331,2
29333,2
29341,2
29353,2
29354,2
29383,2
29384,2
29386,2
29393,2
29420,2
29436,2
29444,2
29460,2
29464,2
29478,2
29497,2
29532,2
29541,2
29545,2
29567,2
29577,2
29580,2
29592,2
29618,2
29625,2
29630,2
29640,2
29648,2
29660,2
29661,2
29665,2
29666,2
29672,2
29675,2
29687,2
29689,2
29691,2
29695,2
29697,2
29700,2
29701,2
29703,2
29708,2
29722,2
29751,2
29760,2
29761,2
29768,2
29772,2
29776,2
29777,2
29778,2
29779,2
29809,2
29821,2
29834,2
29836,2
29838,2
29841,2
29845,2
29954,2
29957,2
29961,2
29965,2
30086,1
30580,2
30608,2
30635,2
30661,2
30717,2
30729,2
30730,2
30735,2
30739,2
30741,2
30744,2
30748,2
30755,2
30758,2
30764,2
30770,2
30776,2
30793,2
30799,2
30803,2
30804,2
30811,2
30812,2
30815,2
30817,2
30825,2
30827,2
30832,2
30849,2
30858,2
30859,2
30877,2
30883,2
30886,2
30895,2
30897,2
30902,2
30904,2
30909,2
30910,2
30912,2
30922,2
30929,2
30930,2
30938,2
30940,2
30942,2
30943,2
30954,2
30955,2
30964,2
30965,2
30971,2
30973,2
30974,2
30977,2
30981,2
30984,2
30991,2
31018,2
31028,2
31037,2
31044,2
31046,2
31052,2
31056,2
31057,2
31062,2
31069,2
31070,2
31072,2
31076,2
31079,2
31100,2
31101,2
31132,2
31134,2
31139,2
31179,2
31183,2
31212,2
31213,2
31217,2
31219,2
31230,2
31245,2
31246,2
31257,2
31262,2
31283,2
31288,2
31297,2
31307,2
31310,2
31311,2
31318,2
31321,2
31326,2
31327,2
31338,2
31339,2
31342,2
31344,2
31349,2
31350,2
31354,2
31355,2
31356,2
31364,2
31366,2
31368,2
31369,2
31371,2
31375,2
31378,2
31386,2
31396,2
31400,2
31411,2
31415,2
31416,2
31432,2
31433,2
31444,2
31447,2
31454,2
31462,2
31463,2
31468,2
31474,2
31482,2
31483,2
31487,2
31488,2
31491,2
31533,2
31534,2
31539,2
31542,2
31543,2
31566,2
31567,2
31568,2
31571,2
32956,2
32985,2
32988,2
32991,2
32995,2
32998,2
33007,2
33020,2
33053,2
33054,2
33060,2
33181,2
33212,2
33219,2
33221,2
33225,2
33229,2
33233,2
33234,2
33241,2
33371,2
33375,2
33380,2
33385,2
33404,2
33406,2
33408,2
33413,2
33421,2
33422,2
33423,2
33424,2
33426,2
33431,2
33438,2
33577,2
33587,2
33599,2
33615,2
33631,2
33638,2
33641,2
33645,2
33647,2
33652,2
33667,2
33675,2
33684,2
33703,2
33705,2
33707,2
33747,2
33748,2
33755,2
33762,2
33768,2
33771,2
33772,2
33773,2
33777,2
33780,2
33783,2
33785,2
33795,2
33799,2
33805,2
33806,2
33829,2
33832,2
33834,2
33835,2
33854,2
33863,2
33872,2
33875,2
33880,2
33881,2
33883,2
33907,2
33918,2
33920,2
33927,2
33931,2
33934,2
33940,2
33944,2
33948,2
33957,2
33980,2
33984,2
33990,2
33991,2
33993,2
34009,2
34040,2
34046,2
34048,2
34050,2
34070,2
34071,2
34075,2
34082,2
34094,2
34095,2
34099,2
34103,2
34125,2
34140,2
34141,2
34145,2
34151,2
34152,2
34161,2
34166,2
34167,2
34172,2
34178,2
34185,2
34191,2
34198,2
34202,2
34204,2
34216,2
34218,2
34234,2
34247,2
34264,2
34270,2
34271,2
34290,2
34293,2
34296,2
34304,2
34358,2
34364,2
34366,2
34378,2
34381,2
34387,2
34413,2
34424,2
34437,2
34440,2
34448,2
34455,2
34461,2
34491,2
34499,2
34501,2
34520,2
34586,2
34593,2
34600,2
34602,2
34603,2
34607,2
34624,2
34626,2
34643,2
34681,2
34698,2
34702,2
34704,2
34713,2
34741,2
34796,2
34801,2
34802,2
34804,2
34807,2
34809,2
34814,2
34819,2
34822,2
34843,2
34857,2
34863,2
34871,2
34893,2
34904,2
34914,2
34917,2
34920,2
34923,2
34932,2
34936,2
34943,2
34944,2
34950,2
34952,2
34966,2
34985,2
35044,2
35050,2
35055,2
35064,2
35071,2
35074,2
35075,2
35093,2
35096,2
35097,2
35102,2
35137,2
35140,2
35149,2
35182,2
35183,2
35185,2
35188,2
35208,2
35214,2
35226,2
35234,2
35249,2
35262,2
35267,2
35274,2
35287,2
35290,2
35301,2
35304,2
35320,2
35321,2
35322,2
35326,2
35327,2
35329,2
35330,2
35343,2
35344,2
35353,2
35364,2
35370,2
35371,2
35376,2
35387,2
35391,2
35399,2
35409,2
35413,2
35416,2
35433,2
35436,2
35441,2
35443,2
35444,2
35448,2
35450,2
35462,2
35464,2
35483,2
35501,2
35503,2
35533,2
35551,2
35553,2
35567,2
35569,2
35570,2
35575,2
35576,2
35584,2
35586,2
35590,2
35595,2
35597,2
35608,2
35614,2
35616,2
35622,2
35623,2
35630,2
35632,2
35639,2
35649,2
35654,2
35658,2
35666,2
35675,2
35679,2
35680,2
35683,2
35686,2
35687,2
35688,2
35692,2
35693,2
35702,2
35722,2
35739,2
35756,2
35759,2
35769,2
35783,2
35785,2
35790,2
35791,2
35792,2
35804,2
35808,2
35816,2
35866,2
35878,2
35879,2
35895,2
35896,2
35904,2
35907,2
35912,2
35913,2
35920,2
35925,2
35929,2
35934,2
35941,2
35966,2
35975,2
35976,2
35988,2
35991,2
35992,2
36009,2
36015,2
36018,2
36028,2
36031,2
36048,2
36051,2
36056,2
36073,2
36088,2
36089,2
36094,2
36097,2
36100,2
36104,2
36122,2
36152,2
36162,2
36167,2
36172,2
40347,2
40348,2
40359,2
40365,2
40369,2
40373,2
40382,2
40385,2
40399,2
40490,2
40501,2
40504,2
40505,2
40536,2
40545,2
40549,2
40552,2
40653,2
40864,2
40880,2
40881,2
40882,2
41363,2
41365,2
41368,2
41369,2
41375,2
41377,2
41388,2
41392,2
41393,2
41397,2
41412,2
41414,2
41422,2
41424,2
41434,2
41437,2
41440,2
41444,2
41450,2
41468,2
41485,2
41489,2
41511,2
41517,2
41536,2
41544,2
41549,2
41550,2
41556,2
41579,2
41585,2
41595,2
41597,2
41607,2
41618,2
41628,2
41636,2
41641,2
41643,2
41644,2
41664,2
41665,2
41667,2
41670,2
41677,2
41686,2
41694,2
41706,2
41707,2
41709,2
41731,2
41956,2
41962,2
41969,2
41970,2
41973,2
41974,2
42005,2
42006,2
42007,2
42014,2
42017,2
42018,2
42021,2
42033,2
42036,2
42043,2
42044,2
42050,2
42056,2
42057,2
42064,2
42076,2
42096,2
42100,2
42116,2
42120,2
42153,2
42157,2
42169,2
42173,2
42174,2
42178,2
42193,2
42201,2
42300,2
42309,2
42311,2
42312,2
42314,2
42324,2
42327,2
42329,2
42334,2
42336,2
42340,2
42341,2
42361,2
42365,2
42369,2
42485,2
42524,2
42525,2
42649,2
42696,2
42706,2
42946,2
42980,2
42985,2
42991,2
42998,2
43003,2
43004,2
43007,2
43017,2
43024,2
43025,2
43026,2
43041,2
43064,2
43066,2
43068,2
43132,2
43137,2
43141,2
43160,2
43161,2
43168,2
43178,2
43186,2
43195,2
43198,2
43207,2
43231,2
43247,2
43254,2
43257,2
43265,2
43404,2
43411,2
43414,2
43420,2
43432,2
43435,2
43481,2
43571,2
43574,2
43600,2
43601,2
43613,2
43614,2
43622,2
43626,2
43627,2
43662,2
43675,2
43687,2
43712,2
43717,2
43718,2
43738,2
43739,2
43770,2
43786,2
43788,2
43792,2
43821,2
43843,2
43846,2
43852,2
43857,2
43858,2
43937,2
43955,2
43956,2
43972,2
43985,2
44066,2
44077,2
44082,2
44087,2
44092,2
44103,2
44137,2
44147,2
44160,2
44164,2
44168,2
44191,2
44197,2
44200,2
44211,2
44216,2
44220,2
44225,2
44229,2
44233,2
44234,2
44238,2
44240,2
44253,2
44258,2
44287,2
44290,2
44294,2
44305,2
44309,2
44311,2
44312,2
44332,2
44334,2
44336,2
44342,2
44349,2
44365,2
44377,2
44378,2
44381,2
44389,2
44394,2
44395,2
44407,2
44417,2
44435,2
44436,2
44442,2
44449,2
44457,2
44461,2
44467,2
44470,2
44473,2
44479,2
44483,2
44486,2
44493,2
44495,2
44502,2
44504,2
44523,2
44531,2
44535,2
44540,2
44556,2
44569,2
44573,2
44576,2
44587,2
44597,2
44620,2
44628,2
44645,2
44648,2
44660,2
44661,2
44669,2
44671,2
44692,2
44703,2
44708,2
44713,2
44717,2
44729,2
44735,2
44736,2
44744,2
44760,2
44769,2
44775,2
44776,2
44780,2
44782,2
44785,2
44786,2
44790,2
44792,2
44795,2
44796,2
44801,2
44811,2
44816,2
44850,2
44853,2
44857,2
44873,2
44904,2
44908,2
44911,2
44913,2
44927,2
44934,2
44944,2
44945,2
44948,2
44954,2
44959,2
44981,2
44982,2
44983,2
44990,2
45033,2
45037,2
45040,2
45042,2
45048,2
45049,2
45056,2
45062,2
45064,2
45074,2
45076,2
45078,2
45085,2
45086,2
45089,2
45096,2
45102,2
45111,2
45112,2
45122,2
45123,2
45127,2
45128,2
45133,2
45134,2
45135,2
45143,2
45148,2
45155,2
45156,2
45159,2
45165,2
45167,2
45180,2
45183,2
45191,2
45213,2
45221,2
45312,2
47732,2
47756,2
47757,2
47760,2
47763,2
47778,2
47782,2
47799,2
47802,2
52113,2
52118,2
52134,2
52135,2
52152,2
52159,2
52160,2
52173,2
52178,2
52183,2
52204,2
52211,2
52228,2
52239,2
52260,2
52320,2
52340,2
52343,2
52347,2
52348,2
52351,2
52366,2
52368,2
52397,2
52398,2
52399,2
52405,2
52413,2
52415,2
52425,2
52426,2
52437,2
52438,2
52443,2
52462,2
52469,2
52474,2
52476,2
52481,2
52527,2
52542,2
52556,2
52559,2
52560,2
52571,2
52572,2
52597,2
52600,2
52604,2
52610,2
52620,2
52623,2
52643,2
52646,2
52648,2
52649,2
52650,2
52653,2
52654,2
52657,2
52670,2
52675,2
52701,2
52702,2
52703,2
52709,2
52712,2
52736,2
52738,2
52739,2
52743,2
52744,2
52746,2
52749,2
52750,2
52753,2
52764,2
52768,2
52785,2
52795,2
52797,2
52802,2
52812,2
52814,2
52816,2
52817,2
52822,2
52827,2
52852,2
52857,2
52863,2
52870,2
52871,2
52873,2
52881,2
52882,2
52885,2
52894,2
52905,2
52911,2
52915,2
52916,2
52917,2
52921,2
52944,2
52947,2
52955,2
52960,2
52973,2
53055,2
53058,2
53059,2
53071,2
53086,2
53110,2
53133,2
53145,2
53161,2
53168,2
53171,2
53176,2
53185,2
53192,2
53213,2
53214,2
53216,2
53220,2
53225,2
53231,2
53378,2
53409,2
53447,2
53449,2
53455,2
53472,2
53486,2
53489,2
53491,2
53501,2
53505,2
53507,2
53523,2
53546,2
53567,2
53581,2
53583,2
53588,2
53596,2
53612,2
53617,2
53621,2
53626,2
53629,2
53643,2
53650,2
53652,2
53659,2
53678,2
53689,2
53709,2
53713,2
53720,2
53721,2
53727,2
53734,2
53799,2
53823,2
53839,2
53844,2
53869,2
53885,2
53886,2
53888,2
53892,2
53893,2
53907,2
53909,2
53910,2
53912,2
53919,2
53925,2
53928,2
53935,2
53940,2
53943,2
53950,2
53951,2
53956,2
53970,2
53974,2
53977,2
53988,2
53989,2
53993,2
54002,2
54026,2
54044,2
54047,2
54048,2
54061,2
54062,2
54064,2
54068,2
54070,2
54074,2
54077,2
54085,2
54090,2
54092,2
54095,2
54100,2
54102,2
54107,2
54110,2
54129,2
54141,2
54144,2
54148,2
54154,2
54176,2
54178,2
54179,2
54195,2
54199,2
54205,2
54220,2
54221,2
54229,2
54230,2
54238,2
54239,2
54244,2
54245,2
54251,2
54257,2
54260,2
54262,2
54266,2
54270,2
54272,2
54280,2
54285,2
54299,2
54310,2
54311,2
54473,2
54491,2
54492,2
54578,2
54580,2
54587,2
54593,2
54594,2
54596,2
54598,2
54607,2
54633,2
54636,2
54645,2
54647,2
54648,2
54679,2
54681,2
54685,2
54686,2
54709,2
54727,2
54728,2
54729,2
54735,2
54740,2
54752,2
54758,2
54765,2
54769,2
54770,2
54772,2
54777,2
54780,2
54782,2
54784,2
54787,2
54790,2
54794,2
55590,2
55595,2
55597,2
55601,2
55602,2
55604,2
55610,2
55613,2
55617,2
55618,2
55626,2
55637,2
55640,2
55642,2
55647,2
55648,2
55660,2
55662,2
55664,2
55667,2
55672,2
55685,2
55691,2
57988,2
57989,2
57992,2
57997,2
57998,2
58001,2
58005,2
58011,2
58013,2
58016,2
58019,2
58022,2
58023,2
58043,2
58045,2
58046,2
58051,2
58054,2
58058,2
58062,2
58064,2
58066,2
58068,2
58075,2
58077,2
58081,2
58082,2
58086,2
58088,2
58127,2
58131,2
58137,2
58138,2
58141,2
58144,2
58149,2
58151,2
58153,2
58160,2
58169,2
58176,2
58177,2
58178,2
58182,2
58199,2
58245,2
58254,2
58256,2
58258,2
58266,2
58276,2
58314,2
58323,2
58335,2
58336,2
58338,2
58341,2
58354,2
58732,2
58808,2
58824,2
59309,2
59311,2
59312,2
59318,2
59319,2
59321,2
59463,2
59467,2
59468,2
59474,2
59738,2
59747,2
59750,2
59753,2
59755,2
59756,2
59764,2
59771,2
59774,2
59782,2
59784,2
59786,2
59793,2
59797,2
59807,2
59809,2
59814,2
59820,2
59825,2
59831,2
59833,2
59834,2
59837,2
59841,2
59847,2
59853,2
59855,2
59864,2
59868,2
59873,2
59879,2
59883,2
59885,2
59887,2
59908,2
59912,2
59916,2
59919,2
59932,2
59933,2
59934,2
60034,2
60039,2
60042,2
60052,2
60063,2
60071,2
60074,2
60085,2
60090,2
60092,2
60102,2
60104,2
60107,2
60109,2
60114,2
60122,2
60132,2
60138,2
60149,2
60151,2
60153,2
60159,2
60160,2
60161,2
60162,2
60164,2
60173,2
60175,2
60178,2
60181,2
60197,2
60198,2
60344,2
60346,2
60348,2
60360,2
60361,2
60578,2
60581,2
60589,2
60591,2
60596,2
60599,2
60600,2
60602,2
60603,2
60608,2
60621,2
60623,2
60627,2
60629,2
60632,2
60638,2
60641,2
60659,2
60669,2
60672,2
60690,2
60691,2
60700,2
60703,2
60704,2
60707,2
60721,2
60722,2
60734,2
60752,2
60755,2
60757,2
60765,2
60771,2
60835,2
60837,2
60839,2
60842,2
60846,2
60847,2
60848,2
60865,2
60880,2
60888,2
60889,2
60894,2
60902,2
60903,2
60915,2
60919,2
60929,2
60935,2
60946,2
60950,2
60956,2
60959,2
60962,2
60970,2
60980,2
60984,2
60985,2
60995,2
61003,2
61005,2
61009,2
61011,2
61014,2
61016,2
61017,2
61024,2
61025,2
61029,2
61032,2
61034,2
61060,2
61102,2
61105,2
61110,2
61114,2
61122,2
61146,2
61147,2
61158,2
61164,2
61178,2
61183,2
61184,2
61186,2
61189,2
61191,2
61203,2
61207,2
61208,2
61216,2
61219,2
61229,2
61232,2
61237,2
61241,2
61242,2
61245,2
61248,2
61251,2
61256,2
61260,2
61261,2
61263,2
61265,2
61269,2
61272,2
61276,2
61277,2
61279,2
61285,2
61287,2
61288,2
61291,2
61303,2
61304,2
61306,2
61308,2
61309,2
61314,2
61319,2
61320,2
61325,2
61326,2
61341,2
61343,2
61350,2
61356,2
61359,2
61363,2
61364,2
61385,2
61391,2
61401,2
61406,2
61407,2
61415,2
61417,2
61419,2
61420,2
61434,2
61439,2
61443,2
61445,2
61449,2
61460,2
61461,2
61468,2
61480,2
61484,2
61489,2
61492,2
61500,2
61503,2
61505,2
61509,2
61513,2
61514,2
61515,2
61518,2
61521,2
61524,2
61528,2
61531,2
61533,2
61534,2
61541,2
61543,2
61555,2
61567,2
61574,2
61578,2
61585,2
61592,2
61594,2
61598,2
61600,2
61604,2
61610,2
61614,2
61616,2
61624,2
61627,2
61630,2
61635,2
61637,2
61641,2
61643,2
61651,2
61654,2
61661,2
61663,2
61665,2
61677,2
61683,2
61684,2
61690,2
61691,2
61699,2
61700,2
61720,2
61744,2
61745,2
61747,2
61754,2
61763,2
61764,2
61787,2
61790,2
61791,2
61815,2
61816,2
61820,2
61824,2
61848,2
61854,2
61858,2
61866,2
61878,2
61884,2
61894,2
61902,2
61904,2
61909,2
61916,2
61920,2
61929,2
61936,2
61947,2
61950,2
61953,2
61961,2
61965,2
61975,2
62958,2
62994,2
63003,2
63004,2
63007,2
63010,2
63014,2
63015,2
63462,2
63515,2
63516,2
63576,2
63596,2
63600,2
63612,2
63624,2
63716,2
63729,2
63731,2
63745,2
63747,2
63753,2
63757,2
63761,2
63763,2
63764,2
63765,2
63782,2
63794,2
63796,2
63799,2
63814,2
63829,2
63830,2
63832,2
63833,2
63836,2
63845,2
63867,2
63868,2
63869,2
63882,2
63883,2
63885,2
63890,2
63893,2
63898,2
63927,2
63928,2
63933,2
63940,2
63943,2
63948,2
63953,2
63965,2
63976,2
63998,2
64008,2
64010,2
64011,2
64021,2
64024,2
64025,2
64028,2
64071,2
64072,2
64083,2
64087,2
64091,2
64100,2
64101,2
64114,2
64121,2
64129,2
64132,2
64135,2
64137,2
64139,2
64142,2
64148,2
64149,2
64152,2
64157,2
64158,2
64162,2
64178,2
64187,2
64206,2
64209,2
64211,2
64219,2
64226,2
64228,2
64231,2
64232,2
64234,2
64236,2
64243,2
64245,2
64250,2
64256,2
64260,2
64265,2
64266,2
64271,2
64275,2
64276,2
64277,2
64279,2
64282,2
64290,2
64296,2
64298,2
64300,2
64304,2
64314,2
64317,2
64320,2
64321,2
64324,2
64328,2
64330,2
64333,2
64334,2
64343,2
64348,2
64352,2
64355,2
64358,2
64359,2
64360,2
64379,2
64380,2
64381,2
64383,2
64389,2
64391,2
64392,2
64395,2
64403,2
64404,2
64425,2
64427,2
64428,2
64452,2
64457,2
64466,2
64525,2
64526,2
64685,2
64705,2
64730,2
64736,2
64738,2
64740,2
64746,2
64753,2
64754,2
64760,2
64763,2
64765,2
64770,2
64779,2
64781,2
64785,2
64788,2
64798,2
64801,2
64804,2
64806,2
64811,2
64818,2
64824,2
64828,2
64844,2
64846,2
64864,2
64866,2
64867,2
64869,2
64870,2
