"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC504771","SLD","3502 NW 34TH TER","GAINESVILLE","32605","WESEMAN SUB","1,456","06104-010-016","$285,000","3","2","0","1966","None","Single Family Residence","Fee Simple","$3,121.25","35","35","37","Cash","08/08/2022","$199.11","$195.74","0.98","PAIS REALTY","David Pais","259502019","259504044","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504467","SLD","1201 NW 34TH TER","GAINESVILLE","32605","LIBBY HEIGHTS","2,398","06400-039-000","$285,000","4","1","1","1959","None","Single Family Residence","Fee Simple","$2,529.83","16","16","34","Cash","06/14/2022","$125.10","$118.85","0.95","BHHS FLORIDA REALTY","Vaughn Littrup","259500409","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504388","SLD","6011 NW 111TH PL","ALACHUA","32615","DRY CREEK ALACHUA","1,456","05918-134-000","$285,000","3","2","0","2002","Community","Single Family Residence","Fee Simple","$2,171.00","3","3","3","Conventional","06/02/2022","$182.00","$195.74","1.08","FOCUS REAL ESTATE GROUP","Chrissy Severance","259506210","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504141","SLD","4812 NW 33RD PL","GAINESVILLE","32606","KIMBERLY WOODS","1,394","06124-002-035","$285,000","3","2","0","1987","None","Single Family Residence","Fee Simple","$3,069.41","3","3","3","Conventional","05/31/2022","$204.45","$204.45","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Andrew Poe","259505311","264000445","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503402","SLD","310 NW 8TH ST","GAINESVILLE","32601","BROWNS ADDN-W L HILL E1/2","1,241","13744-000-000","$285,000","2","2","0","1930","None","Single Family Residence","Fee Simple","$1,952.75","62","62","76","Conventional","07/25/2022","$240.93","$229.65","0.95","PORTAL REALTY","Jordan Fennell","259504917","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503097","SLD","215 SE 9TH ST","GAINESVILLE","32601","GAINESVILLE MCDOWALLS ADD","950","12227-001-000","$285,000","2","1","0","1935","None","Single Family Residence","Fee Simple","$1,458.58","19","19","40","Conventional","05/23/2022","$314.74","$300","0.95","SAGE REAL ESTATE","Michelle Hazen","259504971","259504783","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502410","SLD","2423 NW 68TH TER","GAINESVILLE","32606","HICKORY WOODS","1,643","06224-039-000","$285,000","3","2","0","1974","None","Single Family Residence","Fee Simple","$2,865.00","2","2","18","Conventional","04/04/2022","$167.38","$173.46","1.04","PEPINE REALTY","Andy Mauldin","259505759","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502215","SLD","3928 NW 20TH TER","GAINESVILLE","32605","PARADISE SUB CONTD","1,040","07916-019-000","$285,000","3","2","0","1959","Private","Single Family Residence","Fee Simple","$919.62","2","2","9","Conventional","04/22/2022","$274.04","$274.04","1.00","BOSSHARDT REALTY SERVICES LLC","Abby Basci","259506215","259506269","Gainesville-Alachua","Gainesville-Alachua"
"1","O5998147","SLD","11509 NW 61ST TER","ALACHUA","32615","DRY CREEK ALACHUA","1,460","05917-045-000","$285,000","3","2","0","1978","Community","Single Family Residence","Fee Simple","$3,491.00","6","6","6","FHA","03/21/2022","$188.20","$195.21","1.04","BEYCOME OF FLORIDA LLC","Steven Koleno","364512302","259506003","Orlando Regional","Orlando Regional"
"1","GC501959","SLD","10518 NW 148TH PL","ALACHUA","32615","WOODLAND OAKS","1,777","05853-003-009","$285,000","3","2","0","1994","None","Single Family Residence","Fee Simple","$3,778.60","0","0","6","Conventional","01/18/2022","$160.38","$160.38","1.00","BHGRE THOMAS GROUP","Holly Moebus","259506072","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501682","SLD","2618 NW 69TH TER","GAINESVILLE","32606","BARRINGTON PLACE","1,502","06228-020-018","$285,000","3","2","0","1993","None","Single Family Residence","Fee Simple","$2,226.62","3","3","3","Conventional","02/25/2022","$179.69","$189.75","1.06","MOMENTUM REALTY - GAINESVILLE","K.C. Harder","259506085","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500715","SLD","5025 NW 81ST AVE","GAINESVILLE","32653","WESCHESTER CLUSTER PH 1","1,649","06009-010-188","$285,000","3","2","0","2009","Community","Single Family Residence","Fee Simple","$2,741.00","3","3","4","Conventional","01/13/2022","$172.83","$172.83","1.00","ANSON PROPERTIES LLC","Stephanie Anson","261084579","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447779","SLD","3400 NW 34TH TER","GAINESVILLE","32605","WESEMAN","1,560","06104-010-013","$285,000","4","2","0","1967","None","Single Family Residence","","$4,199.94","130","130","140","Conventional","02/17/2022","$185.83","$182.69","0.98","BOSSHARDT REALTY SERVICES LLC","Rainbow Young","259505231","261014286","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446655","SLD","827 SE 2nd AVE","Gainesville","32601","Robertson","1,128","11822-000-000","$285,000","3","2","0","1939","None","Single Family Residence","","$3,065.80","118","118","118","Conventional","03/04/2022","$265.07","$252.66","0.95","SAGE REAL ESTATE","Michelle Hazen","259504971","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446632","SLD","302 NW 4th AVE","Gainesville","32601","Brush Addn","1,024","14293-001-000","$285,000","3","1","1","1930","None","Single Family Residence","","$2,751.59","220","220","224","Conventional","04/25/2022","$282.23","$278.32","0.99","Sage Real Estate","Michelle Hazen","259504971","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502567","SLD","8205 57 PL","GAINESVILLE","32608","VALWOOD","1,381","06857-006-070","$285,500","3","2","0","1989","None","Single Family Residence","Fee Simple","$1,926.29","8","8","27","Conventional","05/02/2022","$206.73","$206.73","1.00","ENGEL & VOLKERS GAINESVILLE","Kimberly Mitchell","278037926","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC505831","SLD","5703 HAMPTON ST","MELROSE","32666","MELROSE, GOODSONS ADDITION","1,200","18731-004-000","$286,000","2","2","0","1952","None","Single Family Residence","Fee Simple","$1,060.00","66","66","66","Cash","08/17/2022","$249.17","$238.33","0.96","CENTURY 21 LAKESIDE REALTY","John Laxson","259506452","259504804","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446524","SLD","1015 NW 34TH TER","Gainesville","32605","Libby Heights(430)","2,268","06400-052-000","$286,000","4","2","0","1963","None","Single Family Residence","","$4,155.00","130","130","198","Conventional","03/04/2022","$125.66","$126.1","1.00","Golden Rule Real Estate and Property Management","April Strickland","259504980","259503210","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502399","SLD","3919 NW 17 AVE","GAINESVILLE","32605","PALM VIEW ESTATES ADDN 3","1,740","06392-003-035","$286,500","3","2","0","1975","None","Single Family Residence","Fee Simple","$1,666.10","14","14","34","Conventional","04/20/2022","$163.79","$164.66","1.01","VANBEEK REALTY LLC","Julie VanBeek","259503542","261015010","Gainesville-Alachua","Ocala - Marion"
"1","GC501365","SLD","6010 NW 115TH PL","ALACHUA","32615","DRY CREEK ALACHUA","1,483","05917-050-000","$286,590","3","2","0","1981","Community","Single Family Residence","Fee Simple","$2,663.50","3","3","3","Conventional","02/25/2022","$185.43","$193.25","1.04","FLORIDA HOMES REALTY & MORTGAGE LLC","Victor Borrero","259506539","259504044","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506709","SLD","522 NW 101 ST","GAINESVILLE","32607","HAMILTON HEIGHTS","1,389","06657-005-033","$287,000","3","2","0","1978","None","Single Family Residence","Fee Simple","$2,957.00","10","10","11","Conventional","08/08/2022","$215.26","$206.62","0.96","PEPINE REALTY","Fred Pearson","259503996","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506425","SLD","619 NW 7TH AVE","GAINESVILLE","32601","BROWNS ADDN-H P JACKSON","1,729","13549-000-000","$287,000","5","4","0","1930","None","Single Family Residence","Fee Simple","$2,951.74","16","16","39","Conventional","08/26/2022","$173.45","$165.99","0.96","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jonathan Mills","259505225","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507049","SLD","2009 NE 17TH TER","GAINESVILLE","32609","CAROL ESTATES EAST","1,634","10625-100-000","$287,450","4","2","0","1963","None","Single Family Residence","Fee Simple","$2,595.00","2","2","2","Conventional","08/22/2022","$177.42","$175.92","0.99","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Andrew Poe","259505311","270523880","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506186","SLD","16476 SW 137TH AVE","ARCHER","32618","ARCHER OAKS","1,526","04939-001-003","$287,500","3","2","0","1983","None","Single Family Residence","Fee Simple","$945.71","76","76","76","FHA","11/10/2022","$186.76","$188.4","1.01","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Paul Curlings","259505857","260015246","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506078","SLD","959 NW 254TH DR","NEWBERRY","32669","NEWTOWN 1894 PH 2","1,628","01894-102-111","$287,500","3","2","0","2006","None","Single Family Residence","Fee Simple","$3,042.73","41","41","41","Conventional","09/23/2022","$184.28","$176.6","0.96","PEPINE REALTY","Taylor George","259506853","261012452","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501732","SLD","827 NW 122ND TER","NEWBERRY","32669","PATIO HOMES OF WEST END","1,578","04314-302-074","$287,500","3","2","0","2003","Community","Single Family Residence","Fee Simple","$4,911.39","11","11","56","Conventional","04/12/2022","$176.81","$182.19","1.03","MATCHMAKER REALTY/ ALACHUA CNTY","Gia Arvin","259503472","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","O5999595","SLD","4411 NW 18TH PL","GAINESVILLE","32605","N/A","2,571","06381-017-000","$287,850","3","2","0","1965","None","Single Family Residence","Fee Simple","$6,291.17","-2","-2","201","Cash","09/14/2022","$111.96","$111.96","1.00","CHARLES RUTENBERG REALTY ORLANDO","Tim Malone","278046582","50096","Orlando Regional","Orlando Regional"
"1","GC503987","SLD","6234 NW 41ST DR","GAINESVILLE","32653","VICTORIA SQUARE CLUSTER PH 3","1,347","06020-013-090","$288,000","3","2","0","1996","None","Single Family Residence","Fee Simple","$3,639.00","1","1","1","Conventional","05/20/2022","$207.80","$213.81","1.03","BOSSHARDT REALTY SERVICES LLC","Perry McDonald","259503206","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507504","SLD","713 NE 24TH ST","GAINESVILLE","32641","NEW GAINESVILLE","1,497","10904-004-001","$288,900","4","2","0","2022","None","Single Family Residence","Fee Simple","$308.33","42","42","42","VA","10/19/2022","$192.99","$192.99","1.00","BOSSHARDT REALTY SERVICES LLC","Davonda Brown","259500401","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508745","SLD","1509 NE US HIGHWAY 301","HAWTHORNE","32640","CAMPVILLE","1,296","18994-000-000","$289,000","3","2","0","1976","None","Single Family Residence","Fee Simple","$1,073.00","11","11","11","Conventional","11/21/2022","$231.40","$222.99","0.96","STEWART REALTY & MANAGEMENT LLC","Angela Stewart","259504417","270537184","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508350","SLD","2053 SW 254TH ST","NEWBERRY","32669","COUNTRYWAY AT SYLVANIA TERRACE REP","1,360","02534-100-002","$289,000","3","2","0","2013","None","Single Family Residence","Fee Simple","$1,965.00","4","4","5","VA","11/01/2022","$212.50","$212.5","1.00","HATCH REALTY SERVICES","Patricia Hatch","270525771","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507606","SLD","2107 NW 50TH PL","GAINESVILLE","32605","SORRENTO PH 1","1,422","07891-010-055","$289,000","3","2","0","2004","None","Single Family Residence","Fee Simple","$4,292.38","44","44","44","Conventional","11/03/2022","$210.27","$203.23","0.97","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Richard Barton","259505895","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503427","SLD","7654 SW 26TH AVE","GAINESVILLE","32608","TOWER24","1,471","06850-028-014","$289,000","2","2","0","2014","None","Single Family Residence","Fee Simple","$4,841.00","2","2","2","Conventional","04/22/2022","$196.46","$196.46","1.00","PEPINE REALTY","Katie Dale","259505394","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502400","SLD","16643 NW 191ST WAY","HIGH SPRINGS","32643","OAK RIDGE AT HIGH SPRINGS PHASE II","1,402","03034-020-104","$289,000","3","2","0","2016","None","Single Family Residence","Fee Simple","$3,014.47","5","5","4","Conventional","03/28/2022","$199.64","$206.13","1.03","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Whitney Johnson Perkins","259504068","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501646","SLD","4723 SW 85TH DR","GAINESVILLE","32608","HAILE PLANTATION UNIT 5","1,201","06860-050-045","$289,500","2","2","0","1985","None","Single Family Residence","Fee Simple","$3,069.00","2","2","2","Conventional","02/16/2022","$237.30","$241.05","1.02","BHGRE THOMAS GROUP","Caleb Sturgis","259506771","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC501271","SLD","22610 NW 102ND AVE","ALACHUA","32615","SPANISH TRACE","1,425","01726-003-000","$289,500","3","2","0","1977","None","Single Family Residence","Fee Simple","$2,674.00","7","7","7","Cash","01/11/2022","$210.46","$203.16","0.97","PEPINE REALTY","Mark Gajda","259505420","259505835","Gainesville-Alachua","Gainesville-Alachua"
"1","GC504425","SLD","8406 SW 62ND LN","GAINESVILLE","32608","HICKORY FOREST","1,352","07054-100-044","$289,900","3","2","0","1997","None","Single Family Residence","Fee Simple","$4,451.22","4","4","5","Conventional","05/31/2022","$214.42","$214.42","1.00","PEPINE REALTY","Betsy Pepine","259503892","259504018","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502283","SLD","25226 NW 9TH RD","NEWBERRY","32669","NEWTOWN 1894 PH 1","1,562","01894-101-051","$289,900","3","2","0","2005","None","Single Family Residence","Fee Simple","$2,641.55","8","8","11","Conventional","03/18/2022","$181.75","$185.6","1.02","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jennifer Barona","259505354","260031891","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448261","SLD","4500 NW 31st AVE","Gainesville","32606","Benwood Estates","1,798","06143-002-001","$289,900","3","2","0","1980","None","Single Family Residence","","$3,455.00","54","54","54","Conventional","01/07/2022","$161.23","$161.23","1.00","BHHS FLORIDA REALTY","Mae Alden","259500512","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","T3341758","SLD","13664 NW 9TH RD","NEWBERRY","32669","TARA GREENS","1,686","04291-010-035","$289,990","3","2","1","2022","None","Single Family Residence","Fee Simple","$0.00","20","20","20","FHA","01/21/2022","$172.00","$172","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","55055","Tampa","Tampa"
"1","T3336436","SLD","24572 NW 6TH RD","NEWBERRY","32669","OAK PARK","1,449","01934-020-075","$289,990","4","2","0","2022","None","Single Family Residence","Fee Simple","$679.70","49","49","49","Conventional","03/24/2022","$200.13","$200.13","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","55055","Tampa","Tampa"
"1","GC509535","SLD","11852 NW 14TH RD","GAINESVILLE","32606","SOUTH POINTE PH 1","1,706","04321-204-112","$290,000","4","2","0","2012","None","Single Family Residence","Fee Simple","$5,758.35","15","15","15","Conventional","12/30/2022","$181.71","$169.99","0.94","COLDWELL BANKER M.M. PARRISH, REALTORS","Jeff Quigley","259500615","259506269","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508829","SLD","23109 NW 183 LN","HIGH SPRINGS","32643","HERON LANDING","1,503","01386-010-009","$290,000","3","2","0","2004","None","Single Family Residence","Fee Simple","$2,788.45","15","15","16","Cash","11/15/2022","$212.84","$192.95","0.91","FLORIDA HOMES REALTY & MORTGAGE LLC","Nancy Lavin","259506429","259504905","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508747","SLD","3123 NW 53RD DR","GAINESVILLE","32606","BUCK RIDGE WEST","1,595","06150-001-034","$290,000","3","2","0","2000","None","Single Family Residence","Fee Simple","$3,060.57","16","16","19","Conventional","12/09/2022","$184.95","$181.82","0.98","BHHS FLORIDA REALTY","Ryan Saylor","259503198","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508630","SLD","2228 NW 44TH PL","GAINESVILLE","32605","TIMBERBROOKE","1,418","07916-043-036","$290,000","3","2","0","1990","Private","Single Family Residence","Fee Simple","$2,398.07","16","16","26","Conventional","12/02/2022","$211.50","$204.51","0.97","RE/MAX PROFESSIONALS","Dada McGlynn","275501157","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC508188","SLD","8111 NW 54TH ST","GAINESVILLE","32653","WESCHESTER CLUSTER PH 1","1,565","06009-010-121","$290,000","3","2","0","2010","Community","Single Family Residence","Fee Simple","$4,767.92","3","3","3","Cash","10/14/2022","$188.50","$185.3","0.98","MATCHMAKER REALTY OF ALACHUA COUNTY","Shannon Freire-NesSmith","259505977","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507548","SLD","11797 CREEK DR","ALACHUA","32615","TURKEY CREEK","1,841","05900-102-001","$290,000","3","2","0","2002","None","Single Family Residence","Fee Simple","$4,884.00","13","13","13","Conventional","09/22/2022","$162.90","$157.52","0.97","PEPINE REALTY","Betsy Pepine","259503892","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507522","SLD","25093 SW 11TH CT","NEWBERRY","32669","OAK VIEW VILLAGE PH II","1,449","01990-020-026","$290,000","3","2","0","2021","None","Single Family Residence","Fee Simple","$769.95","12","12","12","Cash","09/06/2022","$210.49","$200.14","0.95","COLDWELL BANKER M.M. PARRISH, REALTORS","Jacqui Knowles","259503594","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507353","SLD","2128 NW 29TH PL","GAINESVILLE","32605","ORMAN LEIGH ESTATES","2,008","09004-022-000","$290,000","4","2","0","1969","None","Single Family Residence","Fee Simple","$1,870.85","15","15","42","Conventional","10/17/2022","$144.42","$144.42","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Whitney Johnson Perkins","259504068","259505361","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507301","SLD","25338 NW 9TH RD","NEWBERRY","32669","NEWTOWN 1894 PH 1","2,146","01894-101-026","$290,000","4","2","0","2006","None","Single Family Residence","Fee Simple","$2,371.42","3","3","3","Conventional","09/28/2022","$135.14","$135.14","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jennifer Barona","259505354","259505573","Gainesville-Alachua","Gainesville-Alachua"
"1","GC507226","SLD","7315 NW 116TH LN","ALACHUA","32615","TURKEY CREEK","1,940","05900-110-004","$290,000","4","3","0","2002","Community","Single Family Residence","Fee Simple","$2,671.00","5","5","5","Conventional","09/16/2022","$154.48","$149.48","0.97","SHOWCASE PROPERTIES OF CENTRAL","Ryan Swanson","271515296","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC507105","SLD","3236 NW 25TH AVE","GAINESVILLE","32605","LEEWOOD","1,652","06095-011-002","$290,000","3","2","0","1968","None","Single Family Residence","Fee Simple","$1,648.00","3","3","3","Cash","08/19/2022","$178.57","$175.54","0.98","COLDWELL BANKER M.M. PARRISH, REALTORS","Lynne Saunders","259505115","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506734","SLD","3224 NW 28TH AVE","GAINESVILLE","32605","RENEWOOD","1,852","06095-006-013","$290,000","3","2","0","1964","None","Single Family Residence","Fee Simple","$3,861.48","138","138","149","Conventional","12/28/2022","$161.45","$156.59","0.97","COLDWELL BANKER M.M. PARRISH, REALTORS","Michelle Haynes","259505601","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC506584","SLD","4234 NW 31ST TER","GAINESVILLE","32605","NORTHWOOD SOUTH","1,200","06081-004-016","$290,000","3","2","0","1968","None","Single Family Residence","Fee Simple","$3,345.24","1","1","2","Cash","07/27/2022","$237.50","$241.67","1.02","BHGRE THOMAS GROUP","Jonathan McMahon","259505042","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","FC280287","SLD","11002 CREEK DR","ALACHUA","32615","NOT ASSIGNED","1,603","05900-007-044","$290,000","3","2","0","1980","Community","Single Family Residence","","","49","49","49","VA","09/14/2022","$180.29","$180.91","1.00","Round Table Realty Inc.","Jacqueline Pallai-Robinson","270527736","279628212","Flagler","Flagler"
"1","GC506101","SLD","2041 NW 12TH RD","GAINESVILLE","32605","FLORIDA PARK","1,341","09127-004-000","$290,000","3","1","0","1956","None","Single Family Residence","Fee Simple","$4,479.73","7","7","7","Cash","08/18/2022","$251.19","$216.26","0.86","WATSON REALTY CORP","Donna Bostwick","259500404","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","OM640666","SLD","3850 NW 26TH ST","GAINESVILLE","32605","WALNUT CREEK PH 1","1,536","06091-100-058","$290,000","3","2","0","2005","None","Single Family Residence","Fee Simple","$3,210.00","6","6","8","Conventional","07/15/2022","$175.78","$188.8","1.07","HOMERUN REALTY","Earl Arnett","271515715","279618799","Ocala - Marion","Ocala - Marion"
"1","GC504039","SLD","703 NE 10TH AVE","GAINESVILLE","32601","ELLIOT/LENGLE","960","10407-000-000","$290,000","2","1","0","1956","None","Single Family Residence","Fee Simple","$3,304.12","6","6","11","Conventional","05/19/2022","$284.74","$302.08","1.06","MOMENTUM REALTY","Kyle Hunziker","259506376","259500054","Gainesville-Alachua","West Volusia"
"1","GC503874","SLD","3910 NW 25TH CIR","GAINESVILLE","32606","THE COURTYARDSX","1,185","06108-050-016","$290,000","2","2","0","1988","None","Single Family Residence","Fee Simple","$2,270.29","0","0","2","Cash","04/21/2022","$232.07","$244.73","1.05","COLDWELL BANKER M.M. PARRISH, REALTORS","Susan Walker","259503148","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC503102","SLD","19478 NW 230TH ST","HIGH SPRINGS","32643","HIGH SPRING HILLS PH 1 2ND REP","1,585","00257-201-019","$290,000","3","2","0","2005","None","Single Family Residence","Fee Simple","$4,069.00","5","5","5","Conventional","04/22/2022","$182.90","$182.97","1.00","UNITED COUNTRY SMITH & ASSOCIATES - NEWBERRY","Kristi Crane","259505576","260504697","Gainesville-Alachua","Gainesville-Alachua"
"1","GC502989","SLD","7202 NW 52ND TER","GAINESVILLE","32653","BLUES CREEK REP OF REP","1,572","06007-125-021","$290,000","3","2","1","1994","Community","Single Family Residence","Fee Simple","$1,833.22","3","3","4","Conventional","04/29/2022","$178.05","$184.48","1.04","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jonathan Mills","259505225","284509013","Gainesville-Alachua","Gainesville-Alachua"
"1","OM633313","SLD","3639 NW 108 BLVD","GAINESVILLE","32606","COUNTRY SIDE","1,554","04210-001-014","$290,000","4","2","0","1983","None","Single Family Residence","Fee Simple","$2,844.00","3","3","3","Conventional","02/28/2022","$176.96","$186.62","1.05","WATSON REALTY CORP","Joann Torres","259506316","259500004","Ocala - Marion","Gainesville-Alachua"
"1","GC501793","SLD","5316 SW 80TH TER","GAINESVILLE","32608","VALWOOD","1,332","06857-006-047","$290,000","3","2","0","1983","None","Single Family Residence","Fee Simple","$3,967.93","2","2","3","Conventional","02/16/2022","$216.97","$217.72","1.00","2EJ REAL ESTATE & INVESTMENTS LLC","Dylan Thue-Jones","259503901","259500035","Gainesville-Alachua","Gainesville-Alachua"
