prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age
7717,0.25,1692,3,NEWBERRY,241901,316100,359,2006,100,1692,0,280,441,19
7721,0.24,2315,3,NEWBERRY,241901,362600,4829,2006,100,4244,0,470,882,19
7734,0.28,1685,3,NEWBERRY,241901,289600,3578,2006,100,1685,0,287,484,19
7745,0.17,1482,3,NEWBERRY,241901,230000,1312,2012,100,2964,0,252,760,13
7817,0.21,1638,3,NEWBERRY,241902,306800,1391,2013,100,1638,0,300,440,12
7904,0.45,1651,3,NEWBERRY,236100,304400,752,2004,100,3302,0,608,1118,21
7921,0.3,1523,3,NEWBERRY,236101,275000,2011,2003,100,3046,0,264,798,22
7924,0.24,1693,3,NEWBERRY,236101,295900,728,2004,100,1693,0,288,400,21
7939,0.23,1696,3,NEWBERRY,236104,305800,3299,2004,100,3392,0,168,954,21
7943,0.23,1866,3,NEWBERRY,236102,340000,3315,2004,100,3732,0,304,798,21
7959,0.29,1652,3,NEWBERRY,236103,303800,1248,2005,100,3304,0,688,1012,20
7978,0.34,1926,3,NEWBERRY,236105,286000,384,2005,100,1925.5,0,260.5,400,20
8014,0.23,1622,3,NEWBERRY,236105,300000,442,2006,100,3244,0,928,924,19
8066,0.27,2766,3,NEWBERRY,236106,298700,1165,2007,100,1142,1624,18,480,18
8075,0.26,1838,3,NEWBERRY,236106,340600,487,2011,100,1838,0,245,420,14
8082,0.24,2200,3,NEWBERRY,236106,352800,1468,2007,100,2240,2160,48,882,18
8102,0.23,1886,3,NEWBERRY,236106,349100,1214,2014,100,1885.5,0,202.5,484,11
8188,2.22,2629,4,SUWANNEE,0,433500,17238,1997,100,1988,0,737,624,28
8265,1.73,1924,3,SUWANNEE,0,338100,2080,2004,100,1624,0,450,440,21
8335,0.18,3004,3,NEWBERRY,249400,389900,1868,2013,100,1302,1702,318,600,12
8363,0.22,3896,3,NEWBERRY,249400,424900,4112,2008,100,1712,1960,272,616,17
8411,0.18,3064,3,NEWBERRY,249400,398200,3014,2012,100,1322,1742,18,420,13
8421,0.19,3440,3,NEWBERRY,249400,362100,7197,2010,100,1520,1920,160,400,15
8426,0.18,3920,3,NEWBERRY,249400,473000,1599,2012,100,1712,1856,608,616,13
8429,0.18,3920,3,NEWBERRY,249400,387600,5767,2013,100,1712,2208,256,616,12
8506,0.36,1628,3,NEWBERRY,34700,217800,3696,2000,100,2500,0,756,0,25
8550,0.54,1080,3,NEWBERRY,192200,196000,1056,1994,100,2160,0,0,0,31
8595,0.22,1516,3,NEWBERRY,124000,231300,4050,2000,100,1252,0,264,0,25
8602,0.24,1248,3,NEWBERRY,124000,239600,3764,2009,100,1056,0,192,0,16
8612,0.23,1392,3,NEWBERRY,124000,200000,1640,1994,100,1392,0,72,0,31
8634,0.23,1358,3,NEWBERRY,124000,252000,4752,1997,100,1120,0,424,0,28
8648,0.18,1056,3,NEWBERRY,123900,227600,754,2000,100,2112,0,240,0,25
8705,0.32,1732,3,NEWBERRY,7900,308700,9784,2006,100,5196,0,108,1452,19
8734,0.21,1075,3,NEWBERRY,21100,247400,979,1994,100,1075,0,216,600,31
8750,0.23,1219,3,NEWBERRY,7600,170000,317,1994,100,1032,0,327,0,31
8815,0.46,1949,3,NEWBERRY,36800,222200,3496,1994,100,1643,0,598,0,31
9012,0.28,1303,3,NEWBERRY,138300,215600,1185,1994,100,2606,0,48,1104,31
9056,0.37,1686,3,NEWBERRY,138300,293000,1044,2006,100,3372,0,276,968,19
9065,0.42,1342,3,NEWBERRY,138300,234200,432,2000,100,2684,0,32,640,25
9092,0.48,1977,3,NEWBERRY,138300,332200,3188,2009,100,1080,672,285,0,16
9095,0.48,1236,3,NEWBERRY,138300,259700,6815,2010,100,1236,0,136,0,15
9103,0.24,1380,3,NEWBERRY,138300,193600,0,2001,100,1380,0,60,0,24
9115,0.42,1532,3,NEWBERRY,138400,346500,13067,2009,100,1532,0,360,484,16
9134,0.24,816,3,NEWBERRY,138300,117600,145,1994,100,816,0,140,0,31
9135,0.48,520,2,NEWBERRY,138300,73500,600,1994,100,1040,0,72,0,31
9236,0.24,936,3,NEWBERRY,241900,215600,80,2012,100,936,0,0,0,13
9263,0.34,1056,3,NEWBERRY,99600,176400,399,1994,100,1056,0,120,0,31
9396,0.24,768,3,NEWBERRY,139000,166600,832,2009,100,768,0,0,0,16
9492,0.36,1344,3,NEWBERRY,20700,202000,1760,1994,100,1008,0,392,0,31
9500,0.24,1025,3,NEWBERRY,20800,223600,174,1995,100,1025,0,52,348,30
9684,0.22,2062,3,NEWBERRY,247100,275000,400,2007,100,2061.5,0,284.5,0,18
9702,0.18,1170,4,NEWBERRY,247100,242500,316,2008,100,1170,0,148,340,17
9736,0.23,1583,3,NEWBERRY,247101,329500,330,2011,100,1430.5,0,227,335.5,14
9744,0.24,1794,3,NEWBERRY,247101,347800,1725,2012,100,3588,0,448,1056,13
9798,0.28,1491,3,NEWBERRY,165300,303400,718,2007,100,1491,0,334,504,18
9846,0.41,1647,3,NEWBERRY,165300,247500,1193,1994,100,2654,0,896,570,31
9864,0.3,1720,4,NEWBERRY,165300,323200,3331,1997,100,3440,0,64,840,28
9865,0.3,1594,3,NEWBERRY,165300,297000,608,1998,100,1594,0,32,400,27
9868,0.3,1580,3,NEWBERRY,165300,288400,1728,1998,100,1579.5,0,169.5,380,27
9887,0.3,1617,3,NEWBERRY,165300,344000,21706,2004,100,4851,0,780,1452,21
9897,0.31,1743,3,NEWBERRY,165300,320000,1692,2004,100,5229,0,1401,1452,21
10021,0.32,1839,3,NEWBERRY,165300,319300,1808,2006,100,3678,0,816,1104,19
10206,160,1353,3,NEWBERRY,0,1862000,7603,1994,100,1353,0,248,0,31
10359,1,1248,3,NEWBERRY,0,242100,939,2007,100,1248,0,240,0,18
11804,1.32,1947,3,SUWANNEE,1700,391100,18694,2005,100,1947,0,424,529,20
12007,5.63,1467,3,SUWANNEE,0,377400,1,2009,100,1467,0,492,0,16
12021,2.71,1597,3,SUWANNEE,0,335000,1402,1999,100,3194,0,30,0,26
12264,1.04,2148,3,ALACHUA,123802,447900,9376,2001,100,1872,276,279,525,24
12368,0.16,1739,3,HIGH SPRINGS,246700,355400,1550,2017,100,1739,0,433,400,8
12375,0.15,1826,3,HIGH SPRINGS,246700,362600,1446,2015,100,3652,0,476,800,10
12380,0.14,1787,3,HIGH SPRINGS,246700,315600,1598,2017,100,1787,0,243,420,8
12408,0.16,1732,3,HIGH SPRINGS,246700,303000,1912,2009,100,1732,0,296,483,16
12410,0.16,1607,3,HIGH SPRINGS,246700,313500,971,2012,100,1607,0,178,400,13
12639,5.3,1812,3,ALACHUA,0,489000,299,2004,100,1812,0,370,441,21
12667,0.25,2640,4,ALACHUA,238900,465000,17172,2004,100,2640,0,781,483,21
12682,0.26,2600,3,ALACHUA,238900,397600,2025,2006,100,1300,1300,560,529,19
12688,0.19,1525,3,ALACHUA,238900,329200,844,2006,100,1525,0,392,529,19
12691,0.21,2076,3,ALACHUA,238900,431700,796,2006,100,2076,0,408,529,19
12710,0.2,2150,3,ALACHUA,238900,419900,445,2013,100,2150,0,360,484,12
12810,0.19,3172,3,ALACHUA,248200,455400,1467,2014,100,3000,3344,240,880,11
12857,0.18,3084,3,ALACHUA,248201,415800,1425,2011,100,1232,1510,360,630,14
12968,20.68,4691,4,ALACHUA,0,1568000,104771,2000,100,3103,1588,1104,729,25
13424,0.21,1006,3,ALACHUA,2300,250500,2011,2009,100,1006,0,30,418,16
13444,0.29,1032,3,ALACHUA,2300,178200,360,1994,100,1032,0,0,204,31
13445,0.29,1291,3,ALACHUA,2300,253400,7276,2007,100,1291,0,0,0,18
13549,2,2433,3,ALACHUA,0,216300,1520,1994,100,1870,0,563,0,31
13780,0.17,1107,3,ALACHUA,2500,208300,200,2007,100,2214,0,0,0,18
13830,0.25,1242,3,ALACHUA,51800,264600,1900,2006,100,2484,0,480,0,19
13836,0.25,1301,3,ALACHUA,51800,214600,2229,1995,100,1092,0,209,0,30
14239,0.18,1272,3,ALACHUA,197300,177500,2152,1994,100,1080,0,312,0,31
14383,0.19,1008,3,ALACHUA,98700,185200,363,2000,100,1008,0,0,0,25
14426,0.11,800,3,ALACHUA,76600,42900,0,1994,100,800,0,0,0,31
14543,0.25,1619,3,ALACHUA,232200,284100,1090,2003,100,4857,0,861,1521,22
14607,0.49,1929,3,ALACHUA,147800,277200,3458,2009,100,1786,0,407,0,16
14750,0.69,1622,3,ALACHUA,197400,160000,8402,2014,100,3244,0,220,0,11
14755,0.35,1905,3,ALACHUA,197400,230000,384,2000,100,1905,0,15,0,25
14763,0.25,616,3,ALACHUA,197400,59400,480,1994,100,1232,0,160,0,31
14781,0.46,1350,3,ALACHUA,29400,210700,1102,1994,100,1350,0,35,0,31
14801,0.23,1216,3,ALACHUA,29400,230300,6621,1995,100,1216,0,126,0,30
14892,0.21,1282,3,ALACHUA,50300,265200,256,2015,100,1282,0,18,0,10
14950,0.45,2072,3,ALACHUA,244300,475200,5220,2015,100,2072,0,274,506,10
14963,0.3,2016,3,ALACHUA,244300,440400,3805,2015,100,2016,0,156,440,10
15089,13.01,5130,4,ALACHUA,0,5202800,204060,1994,100,5130,0,1026,858,31
15155,5,1881,4,SUWANNEE,0,405600,6818,1998,100,1881,0,1140,625,27
15367,5,1916,4,ALACHUA,19500,555500,3798,2014,100,1916,0,330,506,11
15369,5.71,1828,3,ALACHUA,19500,455900,4608,2012,100,1828,0,168,400,13
15442,2.76,2212,3,ALACHUA,146200,437100,7359,2009,100,2212,0,128,483,16
15542,0.21,1359,3,ALACHUA,101200,291100,5414,2009,100,1359,0,18,458,16
15571,0.24,1327,3,ALACHUA,101200,266600,560,1998,100,1327,0,36,399,27
15763,5.25,3006,4,ALACHUA,2000,1161500,53743,2010,100,2389,617,1028,2892,15
15764,4.67,3096,5,ALACHUA,2000,1078000,35838,2015,100,2736,360,356,625,10
15776,5.58,2977,3,ALACHUA,2000,705000,35930,1994,100,5954,0,2616,1612,31
15898,5,1385,3,ALACHUA,0,409800,1952,2001,100,1385,0,37,0,24
15981,0.51,1037,3,ALACHUA,154700,214200,1817,2007,100,1037,0,0,0,18
16039,0.51,1204,3,ALACHUA,154800,265000,958,1999,100,2408,0,0,880,26
16049,0.51,1413,3,ALACHUA,154800,295000,6991,1999,100,1413,0,48,400,26
16080,0.49,1276,3,ALACHUA,246000,272000,413,2014,100,2552,0,238,760,11
16093,0.61,1752,3,ALACHUA,246000,347900,2399,2010,100,1752,0,174,400,15
16103,0.18,1554,3,ALACHUA,246000,255000,1488,2007,100,1554,0,176,400,18
16113,0.19,1623,3,ALACHUA,246000,326700,418,2015,100,1623,0,262,462,10
16131,0.09,1470,3,ALACHUA,246000,270500,931,2007,100,2940,0,32,760,18
16151,0.09,1496,3,ALACHUA,246000,285000,772,2007,100,2991,0,351,798,18
16340,5.96,2239,4,SUWANNEE,0,578200,25938,2002,100,2238.5,0,1175.5,0,23
16376,8,2438,4,SUWANNEE,0,352800,36999,1994,100,2438,0,90,0,31
16425,2.5,1920,3,SUWANNEE,92100,488000,24828,2009,100,1920,0,204,570,16
16603,7.84,2850,4,ALACHUA,185500,561000,39618,2003,100,2416,0,494,688,22
16818,6,2128,4,SUWANNEE,0,639600,27569,2018,100,2128,0,316,730,7
16887,5.31,1845,4,SUWANNEE,29900,550300,38132,2019,100,1545,0,483,0,6
16896,7.1,1527,3,SUWANNEE,29900,245000,2500,1994,100,1152,0,375,0,31
16997,5.31,1879,4,SUWANNEE,40700,501500,14111,2016,100,1879,0,558,631,9
17084,5.35,1108,3,SUWANNEE,204000,430000,2629,2016,100,2216,0,0,0,9
17186,5,2370,5,SUWANNEE,120000,1008000,188097,2014,100,2370,0,311,519,11
17249,5,1928,3,SUWANNEE,130700,430000,12482,1994,100,1928,0,124,621,31
17274,5.75,2973,3,SUWANNEE,130700,759200,55096,1995,100,5946,0,0,1590,30
17277,5.3,2480,4,SUWANNEE,130700,755000,43754,2012,100,2480,0,366,483,13
17319,8.7,3036,3,SUWANNEE,130700,411000,8893,1994,100,1686,720,330,0,31
17333,5,2385,4,SUWANNEE,130700,603500,40739,1996,100,2384.5,0,481.5,789,29
17355,5,1353,3,SUWANNEE,0,346500,1000,2008,100,1353,0,0,0,17
17443,5.01,3361,4,SUWANNEE,236900,858500,31617,2007,100,3361,0,492,908,18
17512,5.5,1520,3,SUWANNEE,219400,351900,1686,1994,100,1520,0,10,338,31
17531,7.34,1861,3,SUWANNEE,0,524600,10167,2003,100,1861,0,125,528,22
17672,5.1,1735,3,SUWANNEE,0,433500,18476,2002,100,1735,0,70,399,23
17845,10,5018,5,SUWANNEE,184200,1507900,36418,2000,100,5018,0,734,822,25
17859,6,1064,3,SUWANNEE,0,232800,11551,1994,100,896,0,168,0,31
18010,2.54,3510,4,SUWANNEE,0,1089000,30795,2020,100,7020,0,4944,2700,5
18045,5,1894,3,SUWANNEE,0,391400,10436,2001,100,1818,0,76,716,24
18066,0.25,1696,3,SUWANNEE,43600,320100,11396,1994,100,1696,0,112,500,31
18097,0.25,1906,3,SUWANNEE,43700,324500,6144,1994,100,1906,0,96,520,31
18140,0.21,1835,3,SUWANNEE,43800,333100,16663,1994,100,1835,0,119,463,31
18149,0.21,1582,3,SUWANNEE,43800,297000,5552,1994,100,1378,0,274,465,31
18160,0.2,1541,3,SUWANNEE,43800,280200,896,1994,100,2794,0,458,1116,31
18187,0.2,1332,3,SUWANNEE,43000,222200,1736,1994,100,1332,0,78,504,31
18210,0.35,1533,3,SUWANNEE,43000,296600,5016,1994,100,1533,0,357,388,31
18237,0.27,1764,3,SUWANNEE,43200,309000,4607,1994,100,1764,0,132,436,31
18278,0.2,1603,3,SUWANNEE,43400,321400,6569,1994,100,1603,0,368,441,31
18328,0.19,1748,3,SUWANNEE,212600,217800,2821,2011,100,5244,0,444,1323,14
18330,0.19,2097,4,SUWANNEE,212600,369200,5331,1995,100,1821,276,235,529,30
18338,0.19,1436,3,SUWANNEE,212701,354500,5170,2012,100,1436,0,53,440,13
18349,0.19,1610,4,SUWANNEE,212701,299700,909,2008,100,1610,0,314,400,17
18359,0.21,1646,4,SUWANNEE,212701,338600,3231,1997,100,1645.5,0,32,506,28
18372,0.19,1937,4,SUWANNEE,212702,350800,3329,1998,100,3874,0,412,1056,27
18430,0.2,1455,4,SUWANNEE,235400,344400,834,2004,100,1455,0,337,420,21
18456,0.19,1851,4,SUWANNEE,235400,379000,4272,2006,100,1851,0,246,572,19
18470,0.2,1423,4,SUWANNEE,235400,319900,304,2006,100,1423,0,197,420,19
18527,2.5,2222,3,SUWANNEE,0,229500,9720,1994,100,1742,0,625,576,31
18530,2.5,2221,3,SUWANNEE,0,421400,13946,1999,100,4442,0,1392,0,26
18599,0.5,2730,5,SUWANNEE,240000,727200,5424,2018,100,2730,0,410,875,7
18620,0.52,3362,5,SUWANNEE,240000,831600,25119,2005,100,3089.5,272,275.5,840,20
18648,0.46,2703,4,SUWANNEE,240000,710000,9893,2015,100,2702.5,0,387.5,486,10
18680,0.99,3768,5,SUWANNEE,240001,933300,2554,2007,100,3259.5,508,309.5,858,18
18715,0.36,2198,4,SUWANNEE,240001,545500,2256,2015,100,4395,0,501,924,10
18747,0.26,2032,4,SUWANNEE,242200,421000,1241,2013,100,2032,0,224,506,12
18752,0.25,2456,4,SUWANNEE,242200,480100,2069,2013,100,2057,0,495,506,12
