prop_id,market
99406,145851
99781,292880
100143,195712
100154,411871
100230,403771
100372,254147
100453,235489
100721,633267
100894,508914
100906,233765
100922,196572
101275,134903
101753,331829
102132,304578
102350,54409
102418,158225
102507,189461
102629,178379
102660,158849
102863,205374
102989,101444
103002,234204
103097,61016
103268,147361
103696,182241
103705,154354
103943,101297
104035,281769
104203,335843
104344,415736
104976,375571
105174,469622
105198,326079
105205,285147
105224,293777
105228,274290
105469,311118
105521,329788
105527,318054
105541,229236
105564,241834
105619,716216
105643,499161
105644,561194
105651,701775
105668,532662
105711,392543
105712,467464
105761,390153
105762,447004
105767,396083
105776,386353
105778,392007
105840,647060
105937,375602
105938,337302
105949,329155
105959,427444
106284,416071
106286,349871
106297,314427
106394,255094
106441,294722
106448,309905
106483,468831
106531,1848750
106596,345637
106771,299516
106798,964311
107232,297882
107259,327039
107467,476075
107530,553620
107531,500268
107540,580617
107551,575953
107614,343862
107696,816179
107703,760444
107710,586680
108100,420576
108167,527218
108564,590722
300015,650177
400259,118357
500456,615720
500590,358926
500727,371786
500745,311617
500802,306150
500871,375672
501468,422279
502090,245937
502106,265592
502272,717272
502699,630372
502745,253029
502995,298153
503838,341787
504017,414774
504275,288206
504347,264110
504426,259386
504552,276185
504568,365313
504580,413231
505116,488443
