OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Name
35,1,35,9815,0.330000000000000,2214,3,NEWBERRY,165300,364700,1996,100,2214.000000000000000,1994,2023,0,-82.610781869999997,29.636954840000001,0,90.000000000000000,810,26,28,0,0,2.000000000000000,2084,swNewberry_A
36,1,36,9874,0.300000000000000,2294,3,NEWBERRY,165300,402700,2010,100,2294.000000000000000,1998,2023,0,-82.609431499999999,29.635803259999999,0,34.000000000000000,420,12,24,0,0,2.000000000000000,2228,swNewberry_A
37,1,37,9875,0.300000000000000,1520,3,NEWBERRY,165300,292500,1997,100,1520.000000000000000,1997,2023,0,-82.609096670000000,29.635811310000001,0,162.000000000000000,441,25,25,0,0,2.000000000000000,1502,swNewberry_A
38,1,38,9882,0.300000000000000,1768,3,NEWBERRY,165300,333100,2010,100,1767.500000000000000,2000,2023,0,-82.610430989999998,29.635298479999999,0,286.500000000000000,420,12,22,0,0,2.000000000000000,365,swNewberry_A
39,1,39,10019,0.310000000000000,1611,3,NEWBERRY,165300,300900,2006,100,1611.000000000000000,2006,2023,0,-82.609397070000000,29.632504760000000,0,214.000000000000000,484,16,16,0,0,2.000000000000000,1156,swNewberry_A
40,1,40,10020,0.310000000000000,1663,3,NEWBERRY,165300,288700,2006,100,1663.000000000000000,2006,2023,0,-82.609062249999994,29.632512909999999,0,231.000000000000000,484,16,16,0,0,2.000000000000000,1054,swNewberry_A
41,1,41,10032,0.280000000000000,1360,3,NEWBERRY,251200,298000,2017,100,1360.000000000000000,2013,2023,0,-82.610723949999993,29.633880600000001,0,42.000000000000000,252,5,9,0,0,2.000000000000000,1001,swNewberry_A
42,1,42,10552,2.990000000000000,2485,4,NEWBERRY,249600,525500,2018,100,2485.000000000000000,2018,2023,0,-82.572146959999998,29.600948580000001,0,315.000000000000000,640,4,4,0,0,3.000000000000000,4544,Jonesville
43,1,43,11213,5.000000000000000,1672,3,SUWANNEE,170300,268300,2004,100,1672.000000000000000,2004,2023,0,-82.533909870000002,29.909839569999999,0,452.000000000000000,420,18,18,0,0,2.000000000000000,904,Rural_North
44,1,44,11362,5.010000000000000,3146,3,SUWANNEE,16600,613600,2015,100,2768.000000000000000,1988,2023,0,-82.494784210000006,29.889344630000000,0,604.000000000000000,0,7,34,0,0,3.000000000000000,8465,Rural_North
45,1,45,11582,5.360000000000000,1200,3,SUWANNEE,0,315900,2008,100,1200.000000000000000,1994,2023,0,-82.552116119999994,29.866118770000000,0,50.000000000000000,0,14,28,0,0,2.000000000000000,3560,Rural_North
46,1,46,11603,2.840000000000000,1696,4,SUWANNEE,0,354100,2016,100,860.000000000000000,2007,2023,0,-82.556474370000004,29.865727020000001,836,152.500000000000000,0,6,15,0,0,2.000000000000000,3128,Rural_North
47,1,47,11617,6.740000000000000,2655,4,SUWANNEE,0,697500,2016,100,2654.500000000000000,2003,2023,0,-82.545740940000002,29.859063740000000,0,629.500000000000000,690,6,19,0,0,3.000000000000000,22319,Rural_North
48,1,48,11634,6.280000000000000,2582,4,SUWANNEE,0,580700,2014,100,2582.000000000000000,2006,2023,0,-82.541588090000005,29.860341040000002,0,309.000000000000000,536,8,16,0,0,3.000000000000000,2498,Rural_North
49,1,49,11802,1.270000000000000,1954,3,SUWANNEE,1700,411400,2007,100,1954.000000000000000,2007,2023,0,-82.501758530000004,29.853919860000001,0,426.000000000000000,503,15,15,0,0,2.000000000000000,3567,Rural_North
50,1,50,11958,5.010000000000000,2505,3,SUWANNEE,0,494600,1980,100,1791.000000000000000,1900,2023,0,-82.495354930000005,29.836205130000000,714,0.000000000000000,0,42,122,0,0,2.000000000000000,10300,Rural_North
51,1,51,12102,341.300000000000011,4904,4,ALACHUA,0,5000000,1993,100,2784.000000000000000,1993,2023,0,-82.477025810000001,29.821189080000000,2120,1488.000000000000000,0,29,29,0,0,3.000000000000000,56453,Alachua_Main
52,1,52,12115,2.980000000000000,2502,3,SUWANNEE,0,638400,2004,100,2110.000000000000000,1996,2023,0,-82.494195230000003,29.825071410000000,392,648.000000000000000,697,18,26,0,0,2.500000000000000,13664,Rural_North
53,1,53,12247,1.030000000000000,1609,3,ALACHUA,123802,419900,2011,100,1609.000000000000000,2004,2023,0,-82.533434569999997,29.817790769999998,0,174.000000000000000,528,11,18,0,0,2.000000000000000,6360,Alachua_Main
54,1,54,12252,1.520000000000000,2433,3,ALACHUA,123802,571700,2012,100,2017.000000000000000,2004,2023,0,-82.535623270000002,29.816905599999998,416,733.000000000000000,960,10,18,0,0,3.000000000000000,16293,Alachua_Main
55,1,55,12275,1.110000000000000,1841,3,ALACHUA,123803,435200,2012,100,1840.500000000000000,1997,2023,0,-82.528443289999998,29.815985309999999,0,229.500000000000000,484,10,25,0,0,3.000000000000000,11639,Alachua_Main
56,1,56,12279,1.060000000000000,1850,3,ALACHUA,125000,336300,2004,100,1850.000000000000000,2000,2023,0,-82.526929659999993,29.814997470000002,0,189.000000000000000,506,18,22,0,0,2.000000000000000,2101,Alachua_Main
57,1,57,28344,0.500000000000000,2546,4,ALACHUA,201200,380400,1982,100,2366.000000000000000,1979,2023,0,-82.421975419999995,29.761751660000002,0,180.000000000000000,596,40,43,0,0,2.500000000000000,9065,Turkey_Creek
58,1,58,28366,0.580000000000000,3068,4,ALACHUA,201200,510700,1996,100,3068.000000000000000,1984,2023,0,-82.418811059999996,29.757658440000000,0,86.000000000000000,528,26,38,0,0,3.000000000000000,12330,Turkey_Creek
59,1,59,28381,0.520000000000000,2181,4,ALACHUA,201200,368100,2005,100,2181.000000000000000,2005,2023,0,-82.420026859999993,29.757336309999999,0,173.000000000000000,480,17,17,0,0,2.000000000000000,3021,Turkey_Creek
60,1,60,28426,0.470000000000000,1963,4,ALACHUA,202603,300300,1987,100,1963.000000000000000,1980,2023,0,-82.412406460000000,29.751282360000001,0,663.000000000000000,539,35,42,0,0,2.000000000000000,880,Turkey_Creek
61,1,61,28445,0.260000000000000,1608,4,ALACHUA,202603,295500,1998,100,1608.000000000000000,1980,2023,0,-82.417254990000004,29.755811739999999,0,85.500000000000000,340,24,42,0,0,2.000000000000000,6344,Turkey_Creek
62,1,62,28474,0.330000000000000,3357,3,ALACHUA,202601,645100,2017,100,3357.000000000000000,2017,2023,0,-82.416528040000003,29.756288990000002,0,429.000000000000000,576,5,5,0,0,3.000000000000000,3362,Turkey_Creek
63,1,63,28513,0.180000000000000,1610,4,ALACHUA,239000,332300,2004,100,1610.000000000000000,2004,2023,0,-82.424709960000001,29.760935289999999,0,230.000000000000000,484,18,18,0,0,2.000000000000000,856,Turkey_Creek
64,1,64,28537,0.650000000000000,2517,4,ALACHUA,239001,582500,2013,100,2516.500000000000000,2013,2023,0,-82.430678619999995,29.760856170000000,0,791.500000000000000,570,9,9,0,0,3.000000000000000,3594,Turkey_Creek
65,1,65,28550,0.490000000000000,2758,4,ALACHUA,239001,436700,2005,100,2426.000000000000000,2005,2023,0,-82.426997200000002,29.759708880000002,0,490.000000000000000,484,17,17,0,0,2.000000000000000,2660,Turkey_Creek
66,1,66,28585,0.090000000000000,1292,3,ALACHUA,245200,268400,2014,100,1292.000000000000000,2014,2023,0,-82.409973780000001,29.762142130000001,0,22.000000000000000,228,8,8,0,0,2.000000000000000,1169,Turkey_Creek
67,1,67,28591,0.090000000000000,1494,3,ALACHUA,245200,302900,2013,100,1494.000000000000000,2013,2023,0,-82.410739530000001,29.762115059999999,0,84.000000000000000,299,9,9,0,0,2.000000000000000,1065,Turkey_Creek
68,1,68,28620,0.090000000000000,1393,3,ALACHUA,245200,296100,2007,100,1393.000000000000000,2007,2023,0,-82.410800129999998,29.762589840000000,0,291.000000000000000,340,15,15,0,0,2.000000000000000,787,Turkey_Creek
69,1,69,28625,0.120000000000000,1578,3,ALACHUA,245200,321900,2007,100,1578.000000000000000,2007,2023,0,-82.410618110000001,29.763132989999999,0,228.000000000000000,436,15,15,0,0,2.000000000000000,928,Turkey_Creek
70,1,70,28642,0.140000000000000,1698,3,ALACHUA,245200,329700,2009,100,1698.000000000000000,2009,2023,0,-82.409095649999998,29.762704429999999,0,124.000000000000000,420,13,13,0,0,2.000000000000000,1012,Turkey_Creek
71,1,71,28658,0.180000000000000,1681,4,ALACHUA,201400,323300,1998,100,1571.000000000000000,1998,2023,0,-82.425884949999997,29.762726529999998,0,141.500000000000000,563,24,24,0,0,2.000000000000000,958,Turkey_Creek
72,1,72,28665,0.180000000000000,1543,3,ALACHUA,201400,314300,2003,100,1543.000000000000000,2003,2023,0,-82.425881980000000,29.761846620000000,0,251.000000000000000,470,19,19,0,0,2.000000000000000,904,Turkey_Creek
73,1,73,28671,0.180000000000000,1297,3,ALACHUA,201400,295400,2003,100,1297.000000000000000,2003,2023,0,-82.425879760000001,29.761186680000002,0,176.000000000000000,526,19,19,0,0,2.000000000000000,848,Turkey_Creek
74,1,74,28673,0.180000000000000,1134,3,ALACHUA,201400,245200,2002,100,1134.000000000000000,2002,2023,0,-82.425879019999996,29.760966700000001,0,78.000000000000000,300,20,20,0,0,2.000000000000000,686,Turkey_Creek
75,1,75,28675,0.180000000000000,1232,3,ALACHUA,201400,274700,2002,100,1232.000000000000000,2002,2023,0,-82.425878280000006,29.760746730000001,0,28.000000000000000,560,20,20,0,0,2.000000000000000,686,Turkey_Creek
76,1,76,28684,0.190000000000000,1841,3,ALACHUA,201400,295500,2003,100,1841.000000000000000,2002,2023,0,-82.425438330000006,29.763358740000001,0,36.000000000000000,500,19,20,0,0,2.000000000000000,1272,Turkey_Creek
77,1,77,28698,0.160000000000000,1956,4,ALACHUA,201500,328700,1992,100,1680.000000000000000,1992,2023,0,-82.424275050000006,29.762331520000000,0,340.000000000000000,441,30,30,0,0,2.000000000000000,1001,Turkey_Creek
78,1,78,28742,0.100000000000000,1940,3,ALACHUA,201400,295500,2003,100,1029.000000000000000,2002,2023,0,-82.424572999999995,29.761230909999998,911,56.000000000000000,169,19,20,0,0,2.000000000000000,2288,Turkey_Creek
79,1,79,28768,0.140000000000000,2726,4,ALACHUA,201700,442000,2004,100,1950.000000000000000,2004,2023,0,-82.421412489999994,29.755394920000001,776,370.000000000000000,400,18,18,0,0,3.500000000000000,2809,Turkey_Creek
80,1,80,28906,0.190000000000000,1575,3,ALACHUA,0,330400,2001,100,1575.000000000000000,2001,2023,0,-82.418054830000003,29.758744400000001,0,232.000000000000000,440,21,21,0,0,2.000000000000000,916,Turkey_Creek
81,1,81,28914,0.480000000000000,2663,3,ALACHUA,0,440400,2001,100,2663.000000000000000,2000,2023,0,-82.416699410000007,29.758949280000000,0,201.000000000000000,484,21,22,0,0,2.000000000000000,2572,Turkey_Creek
82,1,82,28917,0.420000000000000,2261,3,ALACHUA,0,418500,2000,100,2260.500000000000000,2000,2023,0,-82.416063109999996,29.759974209999999,0,120.000000000000000,546,22,22,0,0,2.000000000000000,1044,Turkey_Creek
83,1,83,29005,0.260000000000000,2300,4,ALACHUA,202605,414900,2001,100,2300.000000000000000,2001,2023,0,-82.423515089999995,29.756710510000001,0,336.000000000000000,660,21,21,0,0,2.000000000000000,1928,Turkey_Creek
84,1,84,29032,0.240000000000000,2344,4,ALACHUA,202605,392700,1998,100,2344.000000000000000,1996,2023,0,-82.423143449999998,29.756169020000002,0,32.000000000000000,462,24,26,0,0,2.000000000000000,2364,Turkey_Creek
85,1,85,29050,0.110000000000000,2025,4,ALACHUA,202100,331300,2001,100,1120.000000000000000,1996,2023,0,-82.416501839999995,29.753517870000000,905,32.000000000000000,440,21,26,0,0,2.000000000000000,1383,Turkey_Creek
86,1,86,29153,0.100000000000000,1116,3,ALACHUA,202100,259100,2003,100,1116.000000000000000,2003,2023,0,-82.416040589999994,29.755231360000000,0,252.000000000000000,240,19,19,0,0,2.000000000000000,200,Turkey_Creek
87,1,87,29317,0.290000000000000,2015,4,ALACHUA,202300,387200,2004,100,2014.500000000000000,2004,2023,0,-82.419745370000001,29.764643580000001,0,233.500000000000000,626,18,18,0,0,2.000000000000000,1851,Turkey_Creek
88,1,88,29322,0.240000000000000,2221,4,ALACHUA,202300,398400,2003,100,1995.000000000000000,2003,2023,0,-82.419494180000001,29.765256919999999,0,357.000000000000000,506,19,19,0,0,2.000000000000000,2145,Turkey_Creek
89,1,89,29383,0.090000000000000,1293,3,ALACHUA,202300,263300,2003,100,1293.000000000000000,2003,2023,0,-82.422046429999995,29.764477440000000,0,186.000000000000000,320,19,19,0,0,2.000000000000000,692,Turkey_Creek
90,1,90,29384,0.090000000000000,1420,3,ALACHUA,202300,258300,2005,100,1420.000000000000000,2005,2023,0,-82.422100740000005,29.764576710000000,0,74.000000000000000,320,17,17,0,0,2.000000000000000,881,Turkey_Creek
91,1,91,29532,0.140000000000000,2194,4,ALACHUA,202400,375600,1997,100,940.000000000000000,1997,2023,0,-82.424665829999995,29.764565300000001,1254,14.000000000000000,440,25,25,0,0,2.500000000000000,978,Turkey_Creek
92,1,92,29577,0.500000000000000,1568,3,ALACHUA,253700,292500,1999,100,1568.000000000000000,1999,2023,0,-82.423552839999999,29.771334199999998,0,64.000000000000000,0,23,23,0,0,2.000000000000000,2991,Alachua_Main
93,1,93,29625,0.390000000000000,1625,3,ALACHUA,50500,324200,2003,100,1625.000000000000000,1982,2023,0,-82.411903190000004,29.758221599999999,0,90.000000000000000,506,19,40,0,0,2.000000000000000,4658,Turkey_Creek
94,1,94,29661,0.400000000000000,1460,3,ALACHUA,50500,305800,1999,100,1460.000000000000000,1978,2023,0,-82.411268129999996,29.760906009999999,0,140.000000000000000,584,23,44,0,0,2.000000000000000,2277,Turkey_Creek
95,1,95,29666,0.540000000000000,1483,3,ALACHUA,50500,315000,1999,100,1483.000000000000000,1981,2023,0,-82.409337269999995,29.760931450000001,0,12.000000000000000,519,23,41,0,0,2.000000000000000,1548,Turkey_Creek
96,1,96,29672,0.550000000000000,1994,3,ALACHUA,50500,442400,2009,100,1994.000000000000000,1995,2023,0,-82.409350009999997,29.758882150000002,0,256.000000000000000,438,13,27,0,0,1.500000000000000,13448,Turkey_Creek
97,1,97,29689,0.350000000000000,2028,3,ALACHUA,50500,397200,2005,100,2028.000000000000000,1994,2023,0,-82.411200140000005,29.757744890000001,0,377.000000000000000,462,17,28,0,0,2.000000000000000,12340,Turkey_Creek
98,1,98,29697,0.200000000000000,1445,3,ALACHUA,50500,271300,1999,100,1445.000000000000000,1999,2023,0,-82.411788160000000,29.756075520000000,0,10.000000000000000,420,23,23,0,0,2.000000000000000,582,Turkey_Creek
99,1,99,29760,0.220000000000000,1855,3,ALACHUA,50500,282600,1980,100,1855.000000000000000,1979,2023,0,-82.410250939999997,29.755127550000001,0,87.000000000000000,0,42,43,0,0,3.000000000000000,1970,Turkey_Creek
100,1,100,29777,0.230000000000000,1456,3,ALACHUA,50500,285300,2002,100,1456.000000000000000,2002,2023,0,-82.409786370000006,29.756994429999999,0,30.000000000000000,391,20,20,0,0,2.000000000000000,891,Turkey_Creek
101,1,101,29834,0.240000000000000,1885,3,ALACHUA,33600,358400,2005,100,1885.000000000000000,2001,2023,0,-82.408434139999997,29.753197080000000,0,100.000000000000000,420,17,21,0,0,2.000000000000000,694,Turkey_Creek
102,1,102,29965,1.060000000000000,2278,4,ALACHUA,21300,490000,1994,100,2278.000000000000000,1991,2023,0,-82.400492459999995,29.746289350000001,0,404.000000000000000,480,28,31,0,0,2.000000000000000,9788,Alachua_Main
103,1,103,30107,0.120000000000000,1312,3,GAINESVILLE,201100,210200,1999,100,1312.000000000000000,1997,2023,0,-82.380005299999993,29.734000779999999,0,0.000000000000000,0,23,25,0,0,2.000000000000000,461,TC_Forest
104,1,104,30147,0.130000000000000,912,3,GAINESVILLE,200400,197400,1992,100,912.000000000000000,1983,2023,0,-82.384581850000004,29.736011349999998,0,0.000000000000000,0,30,39,0,0,2.000000000000000,240,TC_Forest
105,1,105,30154,0.100000000000000,1152,3,GAINESVILLE,200400,197400,1990,100,1152.000000000000000,1984,2023,0,-82.384979759999993,29.735341890000001,0,0.000000000000000,0,32,38,0,0,2.000000000000000,298,TC_Forest
106,1,106,30340,0.100000000000000,1922,3,GAINESVILLE,200500,214900,2000,100,1502.000000000000000,1984,2023,0,-82.382173769999994,29.732617350000002,0,426.000000000000000,0,22,38,0,0,2.000000000000000,289,TC_Forest
107,1,107,30349,0.100000000000000,1488,3,GAINESVILLE,200500,202300,1987,100,1248.000000000000000,1985,2023,0,-82.380762290000007,29.732610770000001,0,240.000000000000000,0,35,37,0,0,2.000000000000000,384,TC_Forest
108,1,108,30354,0.130000000000000,1196,3,GAINESVILLE,200500,211400,1985,100,1196.000000000000000,1985,2023,0,-82.380927549999996,29.732965690000000,0,100.000000000000000,0,37,37,0,0,2.000000000000000,264,TC_Forest
109,1,109,30365,0.100000000000000,1032,3,GAINESVILLE,200500,177300,1984,100,1032.000000000000000,1983,2023,0,-82.381577660000005,29.733171370000001,0,240.000000000000000,0,38,39,0,0,2.000000000000000,460,TC_Forest
110,1,110,30391,0.110000000000000,912,3,GAINESVILLE,201000,192200,1995,100,912.000000000000000,1988,2023,0,-82.380538610000002,29.734483040000001,0,0.000000000000000,240,27,34,0,0,2.000000000000000,272,TC_Forest
111,1,111,30451,0.100000000000000,1056,3,GAINESVILLE,201000,167800,1988,100,1056.000000000000000,1987,2023,0,-82.382891000000001,29.735620170000001,0,0.000000000000000,0,34,35,0,0,2.000000000000000,328,TC_Forest
112,1,112,30477,0.100000000000000,1152,3,GAINESVILLE,200900,197300,1995,100,1152.000000000000000,1995,2023,0,-82.386969019999995,29.735975300000000,0,160.000000000000000,0,27,27,0,0,2.000000000000000,360,TC_Forest
113,1,113,30505,0.120000000000000,1072,3,GAINESVILLE,200600,200200,2000,100,912.000000000000000,1985,2023,0,-82.387058490000001,29.733973230000000,0,160.000000000000000,0,22,37,0,0,2.000000000000000,816,TC_Forest
114,1,114,30506,0.110000000000000,1072,3,GAINESVILLE,200600,188900,2002,100,912.000000000000000,1984,2023,0,-82.387059289999996,29.734117699999999,0,160.000000000000000,0,20,38,0,0,2.000000000000000,360,TC_Forest
115,1,115,30535,0.110000000000000,912,3,GAINESVILLE,200800,204000,2000,100,912.000000000000000,1985,2023,0,-82.388194609999999,29.734978450000000,0,0.000000000000000,0,22,37,0,0,2.000000000000000,390,TC_Forest
116,1,116,30538,0.110000000000000,672,3,GAINESVILLE,200800,152200,1991,100,672.000000000000000,1986,2023,0,-82.388192750000002,29.734565180000001,0,0.000000000000000,0,31,36,0,0,1.000000000000000,408,TC_Forest
117,1,117,7446,1.100000000000000,1632,3,NEWBERRY,138503,262900,2004,100,1631.500000000000000,2002,2023,0,-82.601446699999997,29.682510000000001,0,36.000000000000000,460,18,20,0,0,2.000000000000000,5869,swNewberry_A
118,1,118,7460,1.050000000000000,1512,3,NEWBERRY,138503,330300,2009,100,1512.000000000000000,2000,2023,0,-82.600248320000006,29.677414700000000,0,96.000000000000000,440,13,22,0,0,2.000000000000000,469,swNewberry_A
