OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,Duck_Pond,Eagle_Point,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1772,82707,0.190000000000000,975,1.000000000000000,GAINESVILLE,158700,2005,100,975.000000000000000,1970,2023,0,0.000000000000000,64.000000000000000,0.000000000000000,17,0,1.500000000000000,352,134543.000000000000000,0.228355731608660,-82.291352000000003,29.663667000000000,10823-015-000,MidtownEast_C,True,False,True,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,11.985948338800704,160483.809135086834431,160835.809135086834431,2135.809135086834431,25940.809135086834431,2135.809135086834431,25940.809135086834431,1.013458154600421
1773,82721,0.140000000000000,1328,1.000000000000000,GAINESVILLE,212600,2008,100,1036.000000000000000,1971,2023,0,0.000000000000000,292.000000000000000,0.000000000000000,14,0,2.000000000000000,292,180418.000000000000000,0.168262118027433,-82.293888999999993,29.664133000000000,10823-029-000,MidtownEast_C,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,12.190706099212033,196950.183323701901827,197242.183323701901827,-15357.816676298098173,16532.183323701901827,15357.816676298098173,16532.183323701901827,0.927761915915813
1774,82748,0.160000000000000,1348,1.000000000000000,GAINESVILLE,123400,1979,100,1348.000000000000000,1969,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,43,0,2.000000000000000,386,104504.000000000000000,0.192299563459924,-82.289946000000000,29.663357999999999,10823-056-000,MidtownEast_C,True,False,False,0.570000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.856475148605572,140994.357186498178635,141380.357186498178635,17980.357186498178635,36490.357186498178635,17980.357186498178635,36490.357186498178635,1.145707918853308
1775,82779,0.150000000000000,1128,1.000000000000000,GAINESVILLE,170200,2000,100,975.000000000000000,1970,2023,0,0.000000000000000,448.000000000000000,0.000000000000000,22,0,2.000000000000000,640,144029.999999999970896,0.180280840743679,-82.293128999999993,29.662483000000002,10823-087-000,MidtownEast_C,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,12.027542056556120,167299.693771215825109,167939.693771215825109,-2260.306228784174891,23269.693771215854213,2260.306228784174891,23269.693771215854213,0.986719704883759
1776,82873,0.150000000000000,1237,1.000000000000000,GAINESVILLE,225300,2006,100,1237.000000000000000,2000,2023,0,0.000000000000000,251.000000000000000,460.000000000000000,16,0,2.000000000000000,931,190574.000000000000000,0.180280840743679,-82.294843999999998,29.664237000000000,10848-020-041,MidtownEast_C,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.234413449234918,205749.245042005088180,206680.245042005088180,-18619.754957994911820,15175.245042005088180,18619.754957994911820,15175.245042005088180,0.917355725885509
1777,82955,0.250000000000000,1380,1.000000000000000,GAINESVILLE,245800,2005,100,1380.000000000000000,2005,2023,0,0.000000000000000,150.000000000000000,230.000000000000000,17,0,2.000000000000000,661,208269.000000000000000,0.300468067906131,-82.297725999999997,29.662614000000001,10848-020-123,MidtownEast_C,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.311836076789316,222311.777062824316090,222972.777062824316090,-22827.222937175683910,14042.777062824316090,22827.222937175683910,14042.777062824316090,0.907130907497251
1778,83003,0.170000000000000,1124,1.000000000000000,GAINESVILLE,158700,2005,100,1124.000000000000000,1960,2023,0,0.000000000000000,35.000000000000000,0.000000000000000,17,0,1.000000000000000,260,134635.000000000000000,0.204318286176169,-82.292660999999995,29.660063000000001,10856-033-000,MidtownEast_C,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,12.036976707966918,168885.577429201657651,169145.577429201657651,10445.577429201657651,34250.577429201657651,10445.577429201657651,34250.577429201657651,1.065819643536242
1784,83779,0.110000000000000,1000,1.000000000000000,GAINESVILLE,151200,2015,100,1000.000000000000000,1977,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,7,0,2.000000000000000,442,128078.000000000000000,0.132205949878698,-82.296398999999994,29.657737000000001,10918-003-000,MidtownEast_C,True,False,False,0.930000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,12.050575807567476,171197.956719255249482,171639.956719255249482,20439.956719255249482,43119.956719255249482,20439.956719255249482,43119.956719255249482,1.135184898936873
1785,83803,0.210000000000000,1054,1.000000000000000,GAINESVILLE,168800,2005,100,1054.000000000000000,1998,2023,0,0.000000000000000,90.000000000000000,0.000000000000000,17,0,1.000000000000000,199,143281.000000000000000,0.252393177041150,-82.297802000000004,29.657679999999999,10920-007-000,MidtownEast_C,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.020510723409297,166127.479831795440987,166326.479831795440987,-2473.520168204559013,22846.479831795440987,2473.520168204559013,22846.479831795440987,0.985346444501158
1786,83883,0.100000000000000,1380,0.900000000000000,GAINESVILLE,146900,2007,100,1380.000000000000000,2007,2023,0,0.000000000000000,114.000000000000000,0.000000000000000,15,0,2.000000000000000,205,124660.000000000000000,0.120187227162452,-82.303708000000000,29.657886999999999,10979-003-000,MidtownEast_C,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.091502938363474,178349.954980263166362,178554.954980263166362,31654.954980263166362,53689.954980263166362,31654.954980263166362,53689.954980263166362,1.215486419198524
1787,83887,0.170000000000000,1390,1.000000000000000,GAINESVILLE,112500,1978,100,1390.000000000000000,1950,2023,0,0.000000000000000,312.000000000000000,0.000000000000000,44,0,1.000000000000000,676,94949.000000000000000,0.204318286176169,-82.304034000000001,29.658998000000000,10983-000-000,MidtownEast_C,True,False,False,0.560000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,11.851939670642675,140356.328363137232373,141032.328363137232373,28532.328363137232373,45407.328363137232373,28532.328363137232373,45407.328363137232373,1.253620696561220
2508,91530,0.350000000000000,1363,1.000000000000000,GAINESVILLE,265000,2012,100,1363.000000000000000,2012,2024,0,0.000000000000000,26.000000000000000,420.000000000000000,11,0,2.000000000000000,1156,224094.000000000000000,0.420655295068583,-82.311008999999999,29.643075000000000,15800-002-000,MidtownEast_C,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.388133144149027,239937.354215428495081,241093.354215428495081,-23906.645784571504919,15843.354215428495081,23906.645784571504919,15843.354215428495081,0.909786242322372
2509,91619,0.460000000000000,2002,1.000000000000000,GAINESVILLE,313600,2007,100,1638.000000000000000,1968,2024,0,364.000000000000000,0.000000000000000,460.000000000000000,16,0,3.000000000000000,7127,259432.999999999970896,0.552861244947281,-82.309033999999997,29.639457000000000,15842-004-000,MidtownEast_C,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,12.603881582292944,297711.918744141585194,304838.918744141585194,-8761.081255858414806,38278.918744141614297,8761.081255858414806,38278.918744141614297,0.972062878648411
2510,92044,0.190000000000000,1444,1.000000000000000,GAINESVILLE,217600,2007,100,1444.000000000000000,1950,2024,0,0.000000000000000,64.000000000000000,0.000000000000000,16,0,2.000000000000000,905,184055.000000000000000,0.228355731608660,-82.295278999999994,29.644378000000000,16054-006-000,MidtownEast_C,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,12.235761305789456,206026.752488628990250,206931.752488628990250,-10668.247511371009750,21971.752488628990250,10668.247511371009750,21971.752488628990250,0.950973127245538
2511,92206,0.190000000000000,960,1.000000000000000,GAINESVILLE,194900,2012,100,960.000000000000000,1962,2024,0,0.000000000000000,59.000000000000000,0.000000000000000,11,0,1.000000000000000,218,165447.000000000000000,0.228355731608660,-82.305593000000002,29.640059999999998,16106-017-000,MidtownEast_C,True,False,True,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,12.014178841772649,165078.903526785550639,165296.903526785550639,-29603.096473214449361,-368.096473214449361,29603.096473214449361,368.096473214449361,0.848111357243641
2512,92231,0.190000000000000,960,1.000000000000000,GAINESVILLE,135000,1994,100,960.000000000000000,1961,2024,0,0.000000000000000,192.000000000000000,360.000000000000000,29,0,1.000000000000000,453,114296.999999999985448,0.228355731608660,-82.305593999999999,29.639758000000000,16106-042-000,MidtownEast_C,True,False,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.932852007501586,152184.976028153789230,152637.976028153789230,17637.976028153789230,37887.976028153803782,17637.976028153789230,37887.976028153803782,1.130651674282621
2513,92249,0.140000000000000,929,1.000000000000000,GAINESVILLE,150800,1994,100,929.000000000000000,1962,2024,0,0.000000000000000,76.000000000000000,0.000000000000000,29,0,1.000000000000000,905,127274.999999999985448,0.168262118027433,-82.303685000000002,29.639030000000002,16106-060-000,MidtownEast_C,True,False,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.793275461753812,132359.298456568503752,133264.298456568503752,-17535.701543431496248,5084.298456568518304,17535.701543431496248,5084.298456568518304,0.883715507006422
2514,92259,0.180000000000000,960,1.000000000000000,GAINESVILLE,96500,1994,100,960.000000000000000,1962,2024,0,0.000000000000000,24.000000000000000,0.000000000000000,29,0,1.000000000000000,275,81750.000000000000000,0.216337008892414,-82.305597000000006,29.639036000000001,16106-070-000,MidtownEast_C,True,False,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.825919797730224,136751.378097683831584,137026.378097683831584,40526.378097683831584,55001.378097683831584,40526.378097683831584,55001.378097683831584,1.419962467333511
2515,92323,0.190000000000000,1169,1.000000000000000,GAINESVILLE,220500,1994,100,1169.000000000000000,1963,2024,0,0.000000000000000,0.000000000000000,0.000000000000000,29,0,1.000000000000000,2091,185334.000000000000000,0.228355731608660,-82.299128999999994,29.641627000000000,16107-015-000,MidtownEast_C,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.927505478745886,151373.485938245168654,153464.485938245168654,-67035.514061754831346,-33960.514061754831346,67035.514061754831346,33960.514061754831346,0.695984063211996
2516,92442,0.180000000000000,1090,1.000000000000000,GAINESVILLE,185400,1994,100,1090.000000000000000,1969,2024,0,0.000000000000000,24.000000000000000,0.000000000000000,29,0,2.500000000000000,389,157201.000000000000000,0.216337008892414,-82.305357000000001,29.637025000000001,16107-503-011,MidtownEast_C,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.952888482909444,155264.979726038494846,155653.979726038494846,-29746.020273961505154,-1936.020273961505154,29746.020273961505154,1936.020273961505154,0.839557603700316
2517,92488,0.180000000000000,1275,1.000000000000000,GAINESVILLE,203000,2008,100,1275.000000000000000,1999,2024,0,0.000000000000000,84.000000000000000,0.000000000000000,15,0,2.000000000000000,720,171830.000000000000000,0.216337008892414,-82.301762999999994,29.637900999999999,16107-600-044,MidtownEast_C,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.171982698930723,193296.913745478377678,194016.913745478377678,-8983.086254521622322,21466.913745478377678,8983.086254521622322,21466.913745478377678,0.955748343573785
2552,84002,0.110000000000000,1237,1.000000000000000,GAINESVILLE,154500,2003,100,1237.000000000000000,2003,2024,0,0.000000000000000,251.000000000000000,0.000000000000000,20,0,2.000000000000000,629,130696.000000000000000,0.132205949878698,-82.303314999999998,29.656027999999999,11099-000-000,MidtownEast_C,True,False,False,0.800000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.074067610649088,175267.316563556028996,175896.316563556028996,21396.316563556028996,44571.316563556028996,21396.316563556028996,44571.316563556028996,1.138487485848259
2553,84124,0.200000000000000,1300,1.000000000000000,GAINESVILLE,160000,1994,100,1300.000000000000000,1978,2024,0,0.000000000000000,0.000000000000000,0.000000000000000,29,0,1.000000000000000,3561,132439.000000000000000,0.240374454324905,-82.297577000000004,29.655311999999999,11126-003-000,MidtownEast_C,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,11.991360346246294,161354.703221970383311,164915.703221970383311,4915.703221970383311,28915.703221970383311,4915.703221970383311,28915.703221970383311,1.030723145137315
2554,84284,0.380000000000000,680,1.000000000000000,GAINESVILLE,137700,2009,100,680.000000000000000,1940,2024,0,0.000000000000000,160.000000000000000,0.000000000000000,14,0,1.000000000000000,6478,110567.000000000000000,0.456711463217319,-82.300545000000000,29.653372999999998,11213-000-000,MidtownEast_C,True,False,True,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,11.848367198292836,139855.803848260868108,146333.803848260868108,8633.803848260868108,29288.803848260868108,8633.803848260868108,29288.803848260868108,1.062700100568343
2555,84368,0.210000000000000,805,1.000000000000000,GAINESVILLE,136200,2010,100,805.000000000000000,1956,2024,0,0.000000000000000,0.000000000000000,0.000000000000000,13,0,1.000000000000000,280,115490.000000000000000,0.252393177041150,-82.292541000000000,29.652168000000000,11236-013-000,MidtownEast_C,True,False,True,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,11.886612293005070,145308.201464262208901,145588.201464262208901,9388.201464262208901,29818.201464262208901,9388.201464262208901,29818.201464262208901,1.068929526169326
2556,84826,0.160000000000000,1264,1.000000000000000,GAINESVILLE,197900,2006,100,1264.000000000000000,1984,2024,0,0.000000000000000,0.000000000000000,0.000000000000000,17,0,1.000000000000000,4050,164165.000000000000000,0.192299563459924,-82.308464999999998,29.653542000000002,11505-000-000,MidtownEast_C,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,12.083425055413628,176915.068146218894981,180965.068146218894981,-16934.931853781105019,12750.068146218894981,16934.931853781105019,12750.068146218894981,0.914426822365937
2557,84923,0.140000000000000,616,1.000000000000000,GAINESVILLE,58100,1994,100,616.000000000000000,1954,2024,0,0.000000000000000,28.000000000000000,0.000000000000000,29,0,1.000000000000000,0,49385.000000000000000,0.168262118027433,-82.307822999999999,29.650357000000000,11589-001-000,MidtownEast_C,True,False,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,11.557030074929811,104509.167616830076440,104509.167616830076440,46409.167616830076440,55124.167616830076440,46409.167616830076440,55124.167616830076440,1.798780853990191
2560,85418,0.160000000000000,1239,1.000000000000000,GAINESVILLE,166600,2012,100,1140.000000000000000,1977,2024,0,0.000000000000000,119.000000000000000,0.000000000000000,11,0,2.000000000000000,1562,140048.000000000000000,0.192299563459924,-82.313991000000001,29.646820999999999,12028-001-001,MidtownEast_C,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,12.185140932916321,195857.167031239689095,197419.167031239689095,30819.167031239689095,55809.167031239689095,30819.167031239689095,55809.167031239689095,1.184988997786553
2603,83050,0.180000000000000,936,1.000000000000000,GAINESVILLE,136000,1999,100,936.000000000000000,1966,2024,0,0.000000000000000,78.000000000000000,0.000000000000000,24,0,1.000000000000000,620,114980.000000000000000,0.216337008892414,-82.291364000000002,29.659832000000002,10857-108-000,MidtownEast_C,True,False,True,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,11.870879843238772,143040.036165012395941,143660.036165012395941,7660.036165012395941,28060.036165012395941,7660.036165012395941,28060.036165012395941,1.056323795330973
2607,83772,0.170000000000000,1863,1.000000000000000,GAINESVILLE,234500,2002,100,1863.000000000000000,1970,2024,0,0.000000000000000,185.000000000000000,312.000000000000000,21,0,1.500000000000000,1780,197545.000000000000000,0.204318286176169,-82.295554999999993,29.658093000000001,10916-006-000,MidtownEast_C,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,12.400228304998489,242857.056649516453035,244637.056649516453035,10137.056649516453035,45312.056649516453035,10137.056649516453035,45312.056649516453035,1.043228386565102
2700,82415,0.090000000000000,1209,1.000000000000000,GAINESVILLE,227900,2017,100,1209.000000000000000,2017,2024,0,0.000000000000000,29.000000000000000,240.000000000000000,6,0,3.000000000000000,274,193441.000000000000000,0.108168504446207,-82.300107999999994,29.660858000000001,10733-011-000,MidtownEast_C,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.290248600112356,217564.056786779401591,217838.056786779401591,-10061.943213220598409,24123.056786779401591,10061.943213220598409,24123.056786779401591,0.955849305777882
2701,83154,0.180000000000000,1108,1.000000000000000,GAINESVILLE,193800,2016,100,1108.000000000000000,1958,2024,0,0.000000000000000,32.000000000000000,0.000000000000000,7,0,1.000000000000000,721,164009.000000000000000,0.216337008892414,-82.295462999999998,29.659434000000001,10858-069-000,MidtownEast_C,True,False,False,0.930000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,12.123657348146926,184177.887259683193406,184898.887259683193406,-8901.112740316806594,20168.887259683193406,8901.112740316806594,20168.887259683193406,0.954070625694960
2702,84255,0.160000000000000,690,1.000000000000000,GAINESVILLE,113400,1994,100,690.000000000000000,1950,2024,0,0.000000000000000,120.000000000000000,0.000000000000000,29,0,1.000000000000000,2500,93890.000000000000000,0.192299563459924,-82.301384999999996,29.654470000000000,11196-000-000,MidtownEast_C,True,False,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,11.637252953805406,113238.665426854830002,115738.665426854830002,2338.665426854830002,19348.665426854830002,2338.665426854830002,19348.665426854830002,1.020623151912300
2704,92602,0.150000000000000,1224,1.000000000000000,GAINESVILLE,209100,2000,100,1008.000000000000000,1968,2024,0,0.000000000000000,264.000000000000000,0.000000000000000,23,0,2.000000000000000,535,177200.000000000000000,0.180280840743679,-82.301329999999993,29.643993999999999,16116-076-000,MidtownEast_C,True,False,False,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,12.061122219801156,173013.035404653259320,173548.035404653259320,-35551.964595346740680,-4186.964595346740680,35551.964595346740680,4186.964595346740680,0.829976257315415
2737,92312,0.150000000000000,1122,1.000000000000000,GAINESVILLE,203300,1990,100,1122.000000000000000,1964,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,32,0,1.000000000000000,583,172222.000000000000000,0.180280840743679,-82.299139999999994,29.639572999999999,16107-004-000,MidtownEast_C,True,False,False,0.680000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,11.852065130314005,140373.938526622194331,140956.938526622194331,-62343.061473377805669,-31848.061473377805669,62343.061473377805669,31848.061473377805669,0.693344508247035
2755,84164,0.180000000000000,1283,1.000000000000000,GAINESVILLE,210700,2010,100,1283.000000000000000,2005,2024,0,0.000000000000000,159.000000000000000,252.000000000000000,13,0,2.000000000000000,263,178832.000000000000000,0.216337008892414,-82.296420999999995,29.654198000000001,11129-004-000,MidtownEast_C,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.285246638624104,216478.526906126964604,216741.526906126964604,6041.526906126964604,37646.526906126964604,6041.526906126964604,37646.526906126964604,1.028673597086507
2770,82866,0.140000000000000,1465,1.000000000000000,GAINESVILLE,267500,2013,100,933.000000000000000,2002,2024,0,532.000000000000000,157.000000000000000,230.000000000000000,10,0,2.000000000000000,1303,226071.999999999970896,0.168262118027433,-82.295417999999998,29.663359000000000,10848-020-034,MidtownEast_C,True,False,False,0.900000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.366837907924214,234881.851687519723782,236184.851687519723782,-31315.148312480276218,8809.851687519752886,31315.148312480276218,8809.851687519752886,0.882934025000074
