"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC523520","SLD","3426 NW 42ND TER","GAINESVILLE","32606","MONTEREY","1,836","06114-059-000","$317,000","4","2","0","1978","None","Single Family Residence","Fee Simple","$4,254.88","3","3","3","Conventional","08/09/2024","$174.24","$172.66","0.99","RE/MAX PROFESSIONALS","Dada McGlynn","275501157","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520094","SLD","1206 SW 75TH DR","GAINESVILLE","32607","WESTWOOD","1,630","06668-020-013","$317,000","3","2","0","1978","Private","Single Family Residence","Fee Simple","$2,900.00","15","15","26","Conventional","05/06/2024","$194.20","$194.48","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Donavaun Horne","259505227","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518354","SLD","7803 SW 9TH PL","GAINESVILLE","32607","WOODLANDS SUB THE","1,508","06668-400-012","$317,000","3","2","0","1985","None","Single Family Residence","Fee Simple","$3,149.00","12","12","13","Conventional","02/13/2024","$215.52","$210.21","0.98","RE/MAX PROFESSIONALS","Jennifer Figueroa","259506024","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516262","SLD","7640 SW 25TH AVE","GAINESVILLE","32608","TOWER24","1,455","06850-028-036","$317,000","3","2","0","2013","None","Single Family Residence","Fee Simple","$2,845.00","70","70","70","Conventional","01/12/2024","$213.06","$217.87","1.02","RE/MAX PROFESSIONALS","Jennifer Figueroa","259506024","259504921","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523183","SLD","2202 NW 246TH TER","NEWBERRY","32669","AVALON WOODS PH 1A PB 37 PG 70","1,768","01874-100-076","$317,500","4","2","0","2022","None","Single Family Residence","Fee Simple","$5,046.05","36","36","36","Assumed","10/16/2024","$179.58","$179.58","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jonathan Mills","259505225","780672","Gainesville-Alachua","Gainesville-Alachua"
"1","T3532028","SLD","24604 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","2,176","01874-300-341","$317,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","105","105","105","VA","10/23/2024","$146.14","$146.14","1.00","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","259505695","Ocala - Marion","Ocala - Marion"
"1","T3507880","SLD","1689 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-184","$317,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","53","53","53","Conventional","07/12/2024","$179.25","$179.25","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","259505695","Tampa","Tampa"
"1","OM686650","SLD","13548 NW CONVERGENCE BLVD","ALACHUA","32615","TRAILHEAD LANDING","1,712","03970-010-026","$318,475","3","2","0","2024","None","Single Family Residence","Fee Simple","$483.62","7","7","7","FHA","10/30/2024","$186.03","$186.03","1.00","LENNAR REALTY","Ben Goldstein","271517517","55055","Ocala - Marion","Ocala - Marion"
"1","GC523513","SLD","5426 NW 36TH TER","GAINESVILLE","32653","COTTAGE GROVE","1,484","06015-011-009","$318,500","3","2","0","2013","None","Single Family Residence","Fee Simple","$4,773.59","10","10","10","Conventional","09/08/2024","$219.00","$214.62","0.98","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jordane Harden","259505396","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520676","SLD","10912 NW 32ND AVE","GAINESVILLE","32606","COUNTRYSIDE FOREST UNIT III","1,500","04211-010-053","$318,500","3","2","0","1989","None","Single Family Residence","Fee Simple","$5,238.00","71","71","75","Conventional","08/20/2024","$212.67","$212.33","1.00","RE/MAX PROFESSIONALS","Jennifer Figueroa","259506024","259505816","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519911","SLD","4027 NW 13TH AVE","GAINESVILLE","32605","WESTMORELAND","2,143","06395-006-000","$318,500","3","2","0","1958","None","Single Family Residence","Fee Simple","$4,426.22","170","170","171","Cash","09/20/2024","$167.99","$148.62","0.88","ARISTA REALTY","Mike Hastings","259503533","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","T3506293","SLD","2115 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","2,176","01874-100-023","$318,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","45","45","45","Conventional","05/16/2024","$147.05","$146.59","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","259504874","Tampa","Tampa"
"1","GC524224","SLD","19143 NW 230TH ST","HIGH SPRINGS","32643","HIGH SPRINGS HILLS PHASE 1","1,608","00257-030-009","$319,000","3","2","0","2005","None","Single Family Residence","Fee Simple","$5,092.00","36","36","37","Conventional","10/17/2024","$200.25","$198.38","0.99","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Whitney Johnson Perkins","259504068","259506544","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520534","SLD","1844 NW 42ND AVE","GAINESVILLE","32605","KYLEBROOK","1,185","07897-003-008","$319,000","3","2","0","1985","Private","Single Family Residence","Fee Simple","$4,991.00","40","40","48","Conventional","05/30/2024","$277.64","$269.2","0.97","BROXSON REAL ESTATE GROUP","Jamie Williams, LLC","259506813","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518788","SLD","507 NW 35TH ST","GAINESVILLE","32607","WOODLAND TERRACE","1,371","06482-096-000","$319,000","3","2","0","1981","None","Single Family Residence","Fee Simple","$4,081.63","6","6","6","Conventional","04/01/2024","$232.68","$232.68","1.00","RE/MAX PROFESSIONALS","Lynn Hughes","259505750","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","T3467117","SLD","13584 NW CONVERGENCE BLVD","ALACHUA","32615","TRAILHEAD LANDING","1,712","03970-010-029","$319,000","3","2","0","2023","None","Single Family Residence","Fee Simple","$0.00","21","21","21","FHA","02/22/2024","$197.54","$186.33","0.94","LENNAR REALTY","Ben Goldstein","629029835","259500035","Tampa","Tampa"
"1","GC518916","SLD","12696 NW 162ND DR","ALACHUA","32615","SAVANNAH STATION PHASE 2C","1,635","03980-022-249","$319,150","4","2","0","2024","Community","Single Family Residence","Fee Simple","$900.00","104","104","104","FHA","06/06/2024","$195.20","$195.2","1.00","ADAMS HOMES REALTY, INC.- GAINESVILLE","Eatheana West","259506799","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520532","SLD","5402 NW 24TH PL","GAINESVILLE","32606","BLACK OAKS","1,284","06173-013-000","$319,500","3","2","0","1978","None","Single Family Residence","Fee Simple","$3,679.00","4","4","6","Conventional","04/30/2024","$248.83","$248.83","1.00","BROXSON REAL ESTATE GROUP","Jamie Williams, LLC","259506813","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520122","SLD","17243 NW 175TH DR","ALACHUA","32615","BRIARWOOD PH 1 PB 37 PG 33","1,615","03044-100-045","$319,500","3","2","0","2023","None","Single Family Residence","Fee Simple","$661.71","36","36","36","VA","05/20/2024","$198.14","$197.83","1.00","STEWART REALTY & MANAGEMENT LLC","Angela Stewart","259504417","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519386","SLD","15217 SE 182ND AVE","CROSS CREEK","32640","FOREST GROVE","1,664","18354-038-023","$319,700","3","2","1","1993","None","Single Family Residence","Fee Simple","$2,674.23","8","8","8","Cash","03/11/2024","$162.08","$192.13","1.19","BOSSHARDT REALTY SERVICES LLC","Heather Doughton","259502062","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519632","SLD","3237 NW 17TH ST","GAINESVILLE","32605","FOREST CREEK CLUSTER","1,323","08964-060-027","$319,900","3","2","0","2014","None","Single Family Residence","Fee Simple","$4,194.76","35","35","35","Conventional","04/30/2024","$241.80","$241.8","1.00","DALTON WADE INC","Rami Salem","259506079","259500046","Gainesville-Alachua","Pinellas Suncoast"
"1","OM685259","SLD","1803 NW 247TH DR","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-249","$319,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","69","69","69","FHA","12/12/2024","$180.38","$180.38","1.00","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","259500060","Ocala - Marion","Ocala - Marion"
"1","T3540754","SLD","24563 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","2,370","01874-300-330","$319,990","5","3","0","2023","None","Single Family Residence","Fee Simple","$0.00","112","112","112","FHA","11/29/2024","$137.13","$135.02","0.98","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","254000033","Ocala - Marion","Ocala - Marion"
"1","T3539835","SLD","24595 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","2,370","01874-300-328","$319,990","5","3","0","2023","None","Single Family Residence","Fee Simple","$0.00","110","110","110","Conventional","11/26/2024","$137.55","$135.02","0.98","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","55055","Ocala - Marion","Ocala - Marion"
"1","T3524444","SLD","1931 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-222","$319,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","32","32","32","Conventional","08/13/2024","$181.51","$180.38","0.99","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","259504874","Ocala - Marion","Ocala - Marion"
"1","T3523592","SLD","1905 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-223","$319,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","49","49","49","Conventional","08/06/2024","$180.38","$180.38","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","55055","Tampa","Tampa"
"1","T3504877","SLD","24815 NW 17TH LN","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-192","$319,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","52","52","52","Conventional","06/04/2024","$180.38","$180.38","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","259504926","Tampa","Tampa"
"1","T3503614","SLD","1677 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-185","$319,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","37","37","37","FHA","05/16/2024","$180.38","$180.38","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","261010944","Tampa","Tampa"
"1","T3491124","SLD","1100 NW 248TH DR","NEWBERRY","32669","AVALON WOODS","2,176","01874-300-314","$319,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","41","41","41","VA","03/27/2024","$147.05","$147.05","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259504874","Tampa","Tampa"
"1","GC524373","SLD","7507 NE 52ND TER","GAINESVILLE","32609","FAIRBANKS PARK","1,377","07844-001-002","$320,000","3","2","0","2022","None","Single Family Residence","Fee Simple","$3,874.00","5","5","5","FHA","09/19/2024","$235.29","$232.39","0.99","BHGRE THOMAS GROUP","Jimmy Matthew","259507498","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523657","SLD","4107 SW 19TH DR","GAINESVILLE","32608","WELLENDORF","1,486","07186-010-003","$320,000","3","2","0","2005","None","Single Family Residence","Fee Simple","$4,758.16","20","20","20","Cash","08/29/2024","$222.01","$215.34","0.97","ENGEL & VOLKERS GAINESVILLE","Chris Bien","259509220","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC522739","SLD","556 NW 31ST AVE","GAINESVILLE","32609","HAVEN ESTATES","1,523","08418-000-000","$320,000","4","2","0","1946","None","Single Family Residence","Fee Simple","$2,476.18","42","42","42","VA","08/28/2024","$216.61","$210.11","0.97","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Jonathan Mills","259505225","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC522638","SLD","24354 NW 8TH PL","NEWBERRY","32669","OAK PARK PH 1 PB 36 PG 78","1,768","01934-010-018","$320,000","4","2","0","2021","None","Single Family Residence","Fee Simple","$4,555.00","7","7","8","VA","10/07/2024","$180.99","$181","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Rachel Diaz","259505344","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC522447","SLD","4618 NW 42ND ST","GAINESVILLE","32606","NORTHWOOD WEST","2,400","06071-010-056","$320,000","5","2","0","1972","None","Single Family Residence","Fee Simple","$4,174.30","4","4","10","FHA","08/20/2024","$133.33","$133.33","1.00","FIRST CHOICE REALTY OF NORTH FLORIDA LLC","Dawn Johnson","259503557","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","J975950","SLD","2213 SW 41ST LN","GAINESVILLE","32608","IDYLWILD LANE SERENOLA","1,393","07178-010-007","$320,000","3","2","0","1999","None","Single Family Residence","Fee Simple","$2,313.58","0","0","-53","Conventional","05/17/2024","$229.72","$229.72","1.00","STELLAR NON-MEMBER OFFICE","Non-Member Agent","123456789","259500004","For Future Use","Other"
"1","GC521668","SLD","8128 NW 51ST ST","GAINESVILLE","32653","WESCHESTER CLUSTER PH 1","1,551","06009-010-064","$320,000","3","2","0","2007","Community","Single Family Residence","Fee Simple","$3,930.00","37","37","37","FHA","07/24/2024","$212.77","$206.32","0.97","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Andrew Poe","259505311","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC521291","SLD","6025 NW 38TH TER","GAINESVILLE","32653","VICTORIA SQUARE CLUSTER PH 2","1,520","06020-012-081","$320,000","3","2","0","1996","None","Single Family Residence","Fee Simple","$1,911.85","25","25","31","Conventional","06/28/2024","$223.68","$210.53","0.94","TOWER RAFFERTY REALTY, LLC","George Rafferty, Jr","259504924","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520458","SLD","10568 PALMETTO BLVD","ALACHUA","32615","TURKEY CREEK","1,352","05900-115-002","$320,000","3","2","0","2024","Community","Single Family Residence","Fee Simple","$800.00","3","3","8","FHA","05/15/2024","$236.69","$236.69","1.00","RABELL REALTY GROUP LLC","Kristen Rabell","259504030","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520453","SLD","1725 SW 245TH TER","NEWBERRY","32669","COUNTRYWAY OF NEWBERRY PH II","1,511","02544-020-072","$320,000","3","2","0","2020","Community","Single Family Residence","Fee Simple","$2,668.68","107","107","108","Conventional","07/26/2024","$221.64","$211.78","0.96","TRUSTED REALTY GROUP, LLC","Denise Collins","259505984","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520399","SLD","7602 NW 36TH PL","GAINESVILLE","32606","SUMMIT OAKS","1,616","06230-036-018","$320,000","3","2","0","1986","Private","Single Family Residence","Fee Simple","$2,473.00","174","4","12","Conventional","07/09/2024","$197.96","$198.02","1.00","COLDWELL BANKER M.M. PARRISH R","Sandra Moorhouse","259503387","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520138","SLD","5326 NW 30TH LN","GAINESVILLE","32606","BUCK RIDGE WEST","1,673","06150-001-057","$320,000","3","2","0","1996","None","Single Family Residence","Fee Simple","$4,595.83","103","103","146","Conventional","09/06/2024","$207.41","$191.27","0.92","BOSSHARDT REALTY SERVICES LLC","Dawn Robinette","259503642","259507237","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519472","SLD","25183 SW 19TH AVE","NEWBERRY","32669","COTTAGES OF COUNTRY WAY","1,501","02530-013-001","$320,000","3","2","0","2007","None","Single Family Residence","Fee Simple","$4,625.00","4","4","4","Conventional","04/01/2024","$216.52","$213.19","0.98","EXP REALTY LLC","Jamie Vascotto","258020231","259500004","Gainesville-Alachua","Sarasota - Manatee"
"1","GC519212","SLD","11565 NW 18TH PL","GAINESVILLE","32606","FLETCHER'S MILL","1,816","04321-600-022","$320,000","3","2","0","2003","None","Single Family Residence","Fee Simple","$3,146.47","12","12","12","Cash","04/05/2024","$178.96","$176.21","0.98","HATCHER REALTY SERVICES, INC.","Dewey Hatcher, Jr.","254000153","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518969","SLD","22744 NW 191 LN","HIGH SPRINGS","32643","BAILEY ESTATE OF HIGH SPRINGS","1,544","00236-100-136","$320,000","3","2","0","2018","None","Single Family Residence","Fee Simple","$1,720.00","41","41","41","Cash","05/15/2024","$210.43","$207.25","0.98","HORIZON REALTY OF ALACHUA INC","Leslie Morgan","259500935","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518503","SLD","1117 SW 79TH TER","GAINESVILLE","32607","FAIRFIELD PH I","1,483","06670-010-029","$320,000","3","2","0","1989","None","Single Family Residence","Fee Simple","$2,295.86","7","7","8","VA","02/15/2024","$212.41","$215.78","1.02","RE/MAX PROFESSIONALS","Lynn Hughes","259505750","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518332","SLD","6633 SW 81ST TER","GAINESVILLE","32608","MENTONE CLUSTER PH III","1,558","07061-030-004","$320,000","3","2","0","2000","Community","Single Family Residence","Fee Simple","$5,698.01","5","5","5","Cash","02/12/2024","$208.60","$205.39","0.98","BOSSHARDT REALTY SERVICES LLC","Ciara Hudleston","259505711","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","OM669024","SLD","1172 NW 128TH DR","NEWBERRY","32669","VILLAS OF WEST END UNIT B PH 1","1,696","04314-102-158","$320,000","3","2","0","2016","Community","Single Family Residence","Fee Simple","$728.00","37","37","37","Conventional","02/26/2024","$199.29","$188.68","0.95","EXIT RIVERSIDE REALTY","Cynthia Strait","275569574","259505670","Ocala - Marion","Ocala - Marion"
"1","GC517836","SLD","11716 NW 72ND TER","ALACHUA","32615","TURKEY CREEK","1,804","05900-008-025","$320,000","3","2","0","1979","Community","Single Family Residence","Fee Simple","$3,163.41","67","67","74","FHA","04/03/2024","$177.33","$177.38","1.00","HORIZON REALTY OF ALACHUA INC","Madison Pinder","259506873","259504935","Gainesville-Alachua","Gainesville-Alachua"
"1","O6157736","SLD","24345 NW 12TH PL","NEWBERRY","32669","AVALON WOODS","1,604","01874-300-410","$320,000","3","2","1","2024","None","Single Family Residence","Fee Simple","$500.00","70","70","70","FHA","02/29/2024","$205.67","$199.5","0.97","ADNORAM REALTY","Jay Garick","261017253","259505573","Orlando Regional","Orlando Regional"
"1","GC517217","SLD","1211 NW 98TH TER","GAINESVILLE","32606","BROADMOOR PHASE 1","1,402","06306-010-007","$320,000","3","2","0","1995","None","Single Family Residence","Fee Simple","$2,755.00","84","84","84","Cash","03/06/2024","$235.38","$228.25","0.97","PEPINE REALTY","Erin Gregoire","259505438","271515849","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516953","SLD","3911 NW 19TH ST","GAINESVILLE","32605","OAKLEIGH HEIGHTS","1,766","07933-010-000","$320,000","3","2","1","1970","Private","Single Family Residence","Fee Simple","$4,453.36","13","13","13","Conventional","01/02/2024","$185.73","$181.2","0.98","THURMOND REALTY LLC","Tiffany Moen","259506064","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516791","SLD","3653 NW 67TH AVE","GAINESVILLE","32653","SUTTERS LANDING PH I","1,595","06015-001-025","$320,000","3","2","0","1992","None","Single Family Residence","Fee Simple","$2,119.06","105","105","107","Conventional","03/18/2024","$200.63","$200.63","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lindsey Johnson","259505655","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","OM664242","SLD","901 NW 91ST TER","GAINESVILLE","32606","OAK CREST ESTATES","2,033","06304-036-000","$320,000","3","2","1","1972","None","Single Family Residence","Fee Simple","$2,326.00","184","184","192","Conventional","05/02/2024","$162.32","$157.4","0.97","SUSAN SHANNON REAL ESTATE LLC","Susan Shannon-Sapp","259500905","259505695","Ocala - Marion","Ocala - Marion"
"1","GC513576","SLD","6037 NW 115TH PL","ALACHUA","32615","TURKEY CREEK","1,827","05917 022 000","$320,000","3","2","0","1995","Community","Single Family Residence","Fee Simple","$25.00","221","221","222","VA","02/12/2024","$180.08","$175.15","0.97","BOUKARI REALTY, INC","Antoinette Hunt","259506420","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","OM656254","SLD","10007 HOLDEN PARK RD","HAWTHORNE","32640","FOUR LAKES COMMUNITY","1,852","19956-010-012","$320,000","3","2","1","2006","Private","Single Family Residence","Fee Simple","$2,899.88","281","281","283","Conventional","02/23/2024","$181.97","$172.79","0.95","COLDWELL REALTY SOLD GUARANTEE","Scott Coldwell","271512255","55055","Ocala - Marion","Ocala - Marion"
"1","GC522167","SLD","4025 NW 9TH CT","GAINESVILLE","32605","WESTMORELAND ESTATES ADD 1","1,872","06395-033-000","$320,500","5","3","0","1960","None","Single Family Residence","Fee Simple","$3,513.80","40","40","41","Conventional","08/26/2024","$184.29","$171.21","0.93","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Zoma De Las Estrellas","259506610","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","T3528388","SLD","24629 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","2,370","01874-300-326","$320,990","5","3","0","2024","None","Single Family Residence","Fee Simple","$0.00","158","158","158","USDA","11/27/2024","$135.44","$135.44","1.00","DR HORTON REALTY OF WEST CENTRAL FLORIDA","Anne Eger","271513108","259505695","Ocala - Marion","Ocala - Marion"
"1","T3513230","SLD","1725 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-181","$320,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","31","31","31","FHA","06/25/2024","$183.20","$180.94","0.99","D R HORTON REALTY LLC","Anne Eger","271513108","55055","Tampa","Tampa"
"1","T3468838","SLD","1256 NW 248TH DR","NEWBERRY","32669","AVALON WOODS","2,176","01874-100-303","$320,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","100","100","100","Conventional","01/15/2024","$147.05","$147.51","1.00","D R HORTON REALTY LLC","Anne Peterson Eger","271513108","259506269","Tampa","Tampa"
"1","GC525723","SLD","3628 NW 110TH TER","GAINESVILLE","32606","COUNTRYSIDE UNIT III","1,881","04210-001-083","$321,000","5","2","0","1986","None","Single Family Residence","Fee Simple","$2,188.83","17","17","24","Conventional","12/12/2024","$172.78","$170.65","0.99","MATCHMAKER REALTY OF ALACHUA COUNTY","Ryan Swanson","271515296","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516612","SLD","7647 SW 25TH AVE","GAINESVILLE","32608","TOWER24","1,471","06850-028-022","$321,000","2","2","0","2008","None","Single Family Residence","Fee Simple","$3,841.37","197","197","197","Conventional","05/31/2024","$220.87","$218.22","0.99","COLDWELL BANKER M.M. PARRISH, REALTORS","Tony Mele","259506948","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","J977486","SLD","9708 SW 44TH TER","GAINESVILLE","32608","PRAIRIE OAKS D L CLINCH","2,203","07233-010-019","$321,291","3","2","0","1997","None","Single Family Residence","Fee Simple","$3,142.64","19","0","-22","Cash","05/30/2024","$145.84","$145.84","1.00","STELLAR NON-MEMBER OFFICE","Non-Member Agent","123456789","259500004","For Future Use","Other"
"1","T3514562","SLD","1749 NW 248TH WAY","NEWBERRY","32669","AVALON WOODS","1,774","01874-201-179","$321,990","4","2","0","2024","None","Single Family Residence","Fee Simple","$0.00","17","17","17","Conventional","07/10/2024","$182.63","$181.51","0.99","D R HORTON REALTY LLC","Anne Eger","271513108","55055","Tampa","Tampa"
"1","T3510738","SLD","24735 NW 11TH PL","NEWBERRY","32669","AVALON WOODS","2,176","01874-300-320","$321,990","4","2","1","2023","None","Single Family Residence","Fee Simple","$0.00","96","96","96","Conventional","07/31/2024","$147.97","$147.97","1.00","D R HORTON REALTY LLC","Anne Eger","271513108","259506269","Tampa","Tampa"
