OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,Duck_Pond,Eagle_Point,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1375,30815,0.500000000000000,2796,1.150000000000000,GAINESVILLE,625600,2016,100,2796.000000000000000,2016,2023,0,0.000000000000000,217.000000000000000,496.000000000000000,6,0,3.000000000000000,5844,525916.000000000000000,0.600936135812262,-82.399240000000006,29.726514000000002,06006-040-029,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,13.126119582787677,501881.634381928015500,507725.634381928015500,-117874.365618071984500,-24034.365618071984500,117874.365618071984500,24034.365618071984500,0.811581896390550
1376,30859,0.350000000000000,2327,1.150000000000000,GAINESVILLE,477900,2010,100,2326.500000000000000,1995,2023,0,0.000000000000000,323.500000000000000,539.000000000000000,12,0,2.500000000000000,2191,404023.999999999941792,0.420655295068583,-82.396614000000000,29.726915999999999,06006-061-012,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.927515757735403,411480.025713565642945,413671.025713565642945,-64228.974286434357055,7456.025713565701153,64228.974286434357055,7456.025713565701153,0.865601644096183
1377,30912,0.060000000000000,1545,1.000000000000000,GAINESVILLE,259300,2001,100,1379.500000000000000,2001,2023,0,0.000000000000000,204.500000000000000,406.000000000000000,21,0,2.000000000000000,688,219717.000000000000000,0.072112336297471,-82.393794999999997,29.725448000000000,06006-064-080,HighSprings_B,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.343098228187330,229371.497561405121814,230059.497561405121814,-29240.502438594878186,9654.497561405121814,29240.502438594878186,9654.497561405121814,0.887232925419997
1378,30991,0.060000000000000,1488,1.000000000000000,GAINESVILLE,292500,2010,100,1487.500000000000000,2003,2023,0,0.000000000000000,27.000000000000000,476.500000000000000,12,0,2.000000000000000,200,248425.000000000000000,0.072112336297471,-82.394874000000002,29.727125000000001,06006-066-157,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.405336319555097,244100.747721929772524,244300.747721929772524,-48199.252278070227476,-4324.252278070227476,48199.252278070227476,4324.252278070227476,0.835216231527965
1379,31069,0.060000000000000,1380,1.000000000000000,GAINESVILLE,260300,2004,100,1379.500000000000000,2004,2023,0,0.000000000000000,204.500000000000000,412.000000000000000,18,0,2.000000000000000,200,221055.000000000000000,0.072112336297471,-82.394356000000002,29.727730000000001,06006-068-193,HighSprings_B,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.309657514338173,221827.984150750184199,222027.984150750184199,-38272.015849249815801,772.984150750184199,38272.015849249815801,772.984150750184199,0.852969589514983
1380,31079,0.060000000000000,1207,1.000000000000000,GAINESVILLE,233600,2010,100,1206.500000000000000,2005,2023,0,0.000000000000000,133.500000000000000,434.000000000000000,12,0,2.000000000000000,200,198360.000000000000000,0.072112336297471,-82.395118999999994,29.727509999999999,06006-068-203,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.290555426584962,217630.821440947038354,217830.821440947038354,-15769.178559052961646,19270.821440947038354,15769.178559052961646,19270.821440947038354,0.932494954798575
1382,31230,0.290000000000000,2218,1.150000000000000,GAINESVILLE,421400,1994,100,2218.000000000000000,1994,2023,0,0.000000000000000,282.000000000000000,441.000000000000000,28,0,2.500000000000000,2021,356168.999999999941792,0.348542958771112,-82.395764000000000,29.720065999999999,06008-010-016,HighSprings_B,True,False,False,0.720000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.720711880458648,334606.964076770353131,336627.964076770353131,-84772.035923229646869,-21562.035923229588661,84772.035923229646869,21562.035923229588661,0.798832377970504
1383,31288,0.370000000000000,2292,1.150000000000000,GAINESVILLE,450300,2000,100,2292.000000000000000,2000,2023,0,0.000000000000000,273.000000000000000,441.000000000000000,22,0,2.000000000000000,908,381847.000000000000000,0.444692740501074,-82.395544999999998,29.719733999999999,06008-030-072,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.804321503884578,363786.160881370888092,364694.160881370888092,-85605.839118629111908,-18060.839118629111908,85605.839118629111908,18060.839118629111908,0.809891540931314
1384,31297,0.240000000000000,2676,1.000000000000000,GAINESVILLE,433100,2008,100,1713.000000000000000,2008,2023,0,963.000000000000000,204.500000000000000,441.000000000000000,14,0,3.500000000000000,1737,366398.000000000000000,0.288449345189886,-82.391306999999998,29.729213000000001,06009-010-003,HighSprings_B,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.879747686324427,392286.487116669770330,394023.487116669770330,-39076.512883330229670,25888.487116669770330,39076.512883330229670,25888.487116669770330,0.909774849034102
1385,31318,0.160000000000000,1991,1.000000000000000,GAINESVILLE,392700,2009,100,1991.000000000000000,2009,2023,0,0.000000000000000,255.000000000000000,442.000000000000000,13,0,2.000000000000000,815,332980.000000000000000,0.192299563459924,-82.395257999999998,29.728850000000001,06009-010-024,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.639607461534474,308540.212265887588728,309355.212265887588728,-83344.787734112411272,-24439.787734112411272,83344.787734112411272,24439.787734112411272,0.787764737117106
