"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC447196","SLD","2102 NW 101ST ST","Gainesville","32606","Ellis Park","2,548","06308-010-033","$370,000","4","2","0","2004","Community","Single Family Residence","","$4,385.00","62","62","30","VA","10/14/2021","$149.02","$145.21","0.97","KELLER WILLIAMS GAINESVILLE RLTY PARTNERS, LLC","Craig Wilburn","259503108","259504874","Ocala - Marion","Ocala - Marion"
"1","GC445820","SLD","947 NW 252ND DR","Newberry","32669","Newberry Corners","2,485","01894-020-045","$370,000","4","3","0","2017","None","Single Family Residence","","$4,639.00","52","52","2","Other","08/16/2021","$148.89","$148.89","1.00","MLSTOSELL.COM INC","Ralph Harvey","276593262","259504964","West Pasco","West Pasco"
"1","GC443118","SLD","13711 NW 12th PL","Newberry","32669","Arbor Greens","1,973","04338-020-134","$370,000","4","3","0","2017","Community","Single Family Residence","","$4,300.00","42","42","4","Conventional","05/13/2021","$181.45","$187.53","1.03","Coldwell Banker M.M. Parrish Realtors","Lori D Willis","259504385","70002595","Gainesville-Alachua","Pinellas Suncoast"
"1","GC442169","SLD","1901 NW 22 DR","Gainesville","32605","Henderson Heights","1,987","09019-206-000","$370,000","4","2","0","1967","Private","Single Family Residence","","$4,068.00","67","67","15","Conventional","05/12/2021","$196.28","$186.21","0.95","BHGRE Thomas Group","Lois Lore Davis","259503727","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC441760","SLD","3625 SW 21st TER","Gainesville","32608","Madera Cluster","2,267","07280-030-088","$370,000","3","3","0","2012","None","Single Family Residence","","$6,789.00","61","61","17","Conventional","04/21/2021","$158.80","$163.21","1.03","Engel & Volkers Gainesville","Kimberly Mitchell","278037926","259504115","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439895","SLD","8590 SW 10th RD","Gainesville","32607","Cobblefield/Dunnideer","2,443","06672-400-217","$370,000","3","2","0","2005","Community","Single Family Residence","","$6,717.00","80","80","36","Conventional","02/16/2021","$154.32","$151.45","0.98","Coldwell Banker M.M. Parrish Realtors","Jeff Quigley - Team Gainesville","259500615","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC439812","SLD","10516 SW 12th TER","Micanopy","32667","Edgecliff","2,200","16293-014-000","$370,000","3","2","0","1982","None","Single Family Residence","","$3,036.00","79","79","15","Cash","02/10/2021","$172.27","$168.18","0.98","Moeller Realty Inc","Thomas Leinbaugh","259500209","259500034","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439624","SLD","5516 SW 37th LN","Gainesville","32608","Country Club West","2,530","07143-020-030","$370,000","4","2","1","1987","None","Single Family Residence","","$3,635.00","101","101","58","Conventional","02/25/2021","$150.16","$146.25","0.97","TerZa Real Estate","Delphine Lampert","260561009","259500035","Lake and Sumter","Gainesville-Alachua"
"1","GC436080","SLD","1912 NW 12 RD","Gainesville","32605","Florida Park Heights","2,597","09238-004-000","$370,000","5","3","0","1960","None","Single Family Residence","","$5,788.00","202","202","171","Conventional","01/22/2021","$145.90","$142.47","0.98","Pais Realty","David Pais","259502019","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC433825","SLD","1692 SW 71st CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,983","06677-003-025","$370,000","4","3","0","2020","Community","Single Family Residence","","$0.00","329","329","282","Conventional","03/04/2021","$202.00","$186.59","0.92","Watson Realty Corp - NW 23rd Ave.","Allison Ables","259504715","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC447006","SLD","9878 NW 16th RD","Gainesville","32606","Ellis Park","1,957","06308-030-149","$370,000","4","3","0","2016","Community","Single Family Residence","","$4,763.00","54","54","2","Conventional","09/29/2021","$189.06","$189.06","1.00","Pepine Realty","Laura Javidi","259505316","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC446098","SLD","24038 NW 62nd AVE","Alachua","32615","Not In Subdivision","1,440","01788-004-000","$370,000","3","2","0","2004","None","Single Family Residence","","$1,859.00","51","51","6","Conventional","08/26/2021","$270.76","$256.94","0.95","RE/MAX Professionals","Danette Drageset","259505294","259505361","Gainesville-Alachua","Ocala - Marion"
"1","GC446056","SLD","16787 NW 167th PL","Alachua","32615","Heritage Oaks","1,902","03053-10-023","$370,000","4","2","0","2015","Private","Single Family Residence","","$4,624.00","53","53","11","Conventional","08/27/2021","$194.53","$194.53","1.00","Florida Homes Realty & Mortgage","Silohe L Luhrman","259505313","259500025","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445964","SLD","14211 NW 154th TER","Alachua","32615","Clover Ranch Estates","1,963","03864-024-000","$370,000","3","2","1","1990","None","Single Family Residence","","$2,688.00","58","58","31","VA","09/17/2021","$188.49","$188.49","1.00","Keller Williams Gainesville Realty Partners","Whitney Perkins-The Whitney Perkins Team","259504068","275510980","Ocala - Marion","Ocala - Marion"
"1","GC445265","SLD","22849 NW County Road 236","High Springs","32643","Not In Subdivision","2,250","00146-032-000","$370,000","4","2","1","1974","Private","Single Family Residence","","$1,800.00","85","85","37","Conventional","09/01/2021","$177.33","$164.44","0.93","Matchmaker Realty Of Alachua County, Inc","Courtney D Haufler","261216770","259500025","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445166","SLD","2570 SW 119TH TER","Gainesville","32608","Oakmont","1,508","04427-111-140","$370,000","3","2","0","2018","Community","Single Family Residence","","$7,471.00","46","46","12","Conventional","07/20/2021","$245.36","$245.36","1.00","Watson Realty Corp - NW 23rd Ave.","Rachel Diaz","259505344","259500054","Ocala - Marion","Ocala - Marion"
"1","OM623477","SLD","11229 NORTHWEST 31ST LANE","GAINESVILLE","32606","WELLINGTON PLACE","2,094","04211-400-178","$370,000","4","2","1","2016","Community","Single Family Residence","Fee Simple","$5,426.00","3","3","5","Cash","08/16/2021","$184.29","$176.7","0.96","CB/ELLISON RLTY WEST","Leslie McDougall","846551752","55055","Ocala - Marion","Ocala - Marion"
"1","GC441800","SLD","2903 NW 143rd TER","Newberry","32669","Caraway","2,306","04223-010-001","$370,200","4","3","0","2021","None","Single Family Residence","","$1,373.00","120","120","67","FHA","06/14/2021","$169.08","$160.54","0.95","Pepine Realty","Betsy Pepine","259503892","259504044","Ocala - Marion","Ocala - Marion"
"1","GC444710","SLD","10105 SW 37th PL","Gainesville","32608","Windward Meadows","1,792","06855-300-018","$371,000","4","2","0","1984","Private","Single Family Residence","","$3,340.00","47","47","3","Conventional","07/06/2021","$195.26","$207.03","1.06","Pepine Realty","Betsy Pepine","259503892","259500046","Ocala - Marion","Ocala - Marion"
"1","GC443847","SLD","1366 NW 132nd BLVD","Newberry","32669","Fairway Pointe At West End","1,682","04314-004-010","$371,000","3","2","0","2021","Community","Single Family Residence","","$0.00","186","186","149","Cash","10/28/2021","$222.19","$220.57","0.99","COLDWELL BANKER MM PARRISH","Shea Shrimpton","259505142","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500281","SLD","22521 NW 188TH ST","HIGH SPRINGS","32643","HIGHLAND FARMS","1,200","02867-011-004","$371,150","3","2","0","1995","Private","Single Family Residence","Fee Simple","$2,241.00","3","3","3","Cash","11/04/2021","$291.58","$309.29","1.06","COLDWELL BANKER MM PARRISH","Ralph Cameron","259500308","266510701","Gainesville-Alachua","Gainesville-Alachua"
"1","GC438773","SLD","12087 SW 29th PL","Gainesville","32608","Oakmont","1,711","04427-111-380","$371,346","3","2","1","2021","Community","Single Family Residence","","$0.00","203","203","0","Conventional","03/24/2021","$214.16","$217.03","1.01","Tommy Williams Realty LLC","Ashley Morrell","259503546","259504761","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441413","SLD","1749 SW 70th CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,978","06677-003-068","$371,710","4","3","0","2021","Community","Single Family Residence","","$0.00","191","191","0","Conventional","08/17/2021","$183.00","$187.92","1.03","Watson Realty Corp - NW 23rd Ave.","Allison Ables","259504715","259505361","Gainesville-Alachua","Ocala - Marion"
"1","GC443942","SLD","7980 SW 62nd CT","Gainesville","32608","Chesnut Village","1,774","07051-020-102","$371,990","4","2","0","2019","None","Single Family Residence","","$0.00","184","184","140","Conventional","10/29/2021","$208.56","$209.69","1.01","D R HORTON REALTY LLC","Teddianne Sherman","555511772","261015502","Tampa","Tampa"
"1","GC443947","SLD","4328 NW 10TH PL","Gainesville","32605","Kelston Lane","2,106","06375-300-004","$372,000","3","2","0","1996","None","Single Family Residence","","$4,055.00","84","84","34","Conventional","04/26/2021","$176.64","$176.64","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259504874","","Gainesville-Alachua"
"1","GC440213","SLD","13579 NW 56 AVE","Gainesville","32606","Unknown Subdivision","1,783","04120-010-010","$372,000","3","2","0","2006","None","Single Family Residence","","$2,349.00","73","73","3","Conventional","02/25/2021","$213.07","$208.64","0.98","BHGRE Thomas Group","Jill A Tinney","273509172","70002595","Gainesville-Alachua","Ocala - Marion"
"1","GC442940","SLD","1796 SW 70th CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,911","06677-003-084","$372,350","4","3","0","2021","Community","Single Family Residence","","$0.00","244","175","1","Conventional","09/15/2021","$190.01","$194.85","1.03","Rabell Realty Group LLC","Kristen Rabell - Team K&R","259504030","25950341","Ocala - Marion","Tampa"
"1","GC448390","SLD","641 SW 145th DR","Newberry","32669","Laureate Village","1,933","04643-101-038","$373,000","3","2","0","2021","Community","Single Family Residence","","$0.00","74","74","0","Conventional","12/17/2021","$192.96","$192.96","1.00","G W ROBINSON REALTY INC","Christopher Kobrin","259505688","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447646","SLD","5050 NW 81ST AVE","Gainesville","32653","Weschester","2,234","06009-010-033","$373,000","4","3","0","2013","Community","Single Family Residence","","$4,250.00","64","64","6","Conventional","11/05/2021","$166.52","$166.97","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lindsey Johnson","259505655","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447448","SLD","210 NW 86th TER","Gainesville","32607","Buckingham East","1,809","06656-600-018","$373,000","3","2","0","1975","Private","Single Family Residence","","$2,924.00","36","36","2","Conventional","09/30/2021","$201.77","$206.19","1.02","Rabell Realty Group LLC","Kristen Rabell - Team K&R","259504030","259500037","Ocala - Marion","Tampa"
"1","GC444248","SLD","7985 SW 79th LN","Gainesville","32608","LongLeaf","1,972","07098-408-472","$373,000","4","3","0","2015","Community","Single Family Residence","","$5,780.00","100","100","44","Conventional","08/31/2021","$192.65","$189.15","0.98","BHGRE Thomas Group","Rachel Kerensky","259506412","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC440649","SLD","1708 SW 70th CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,901","06677-003-077","$373,195","4","3","0","2021","Community","Single Family Residence","","$0.00","209","209","66","Conventional","08/11/2021","$196.32","$196.32","1.00","Watson Realty Corp - NW 23rd Ave.","Allison Ables","259504715","259500060","Gainesville-Alachua","Ocala - Marion"
"1","GC441843","SLD","3332 SW 120TH TER","Gainesville","32608","Oakmont","1,650","04427-111-582","$373,580","3","2","0","2021","Community","Single Family Residence","","$0.00","107","107","36","Conventional","06/10/2021","$226.41","$226.41","1.00","ICI Select Realty Inc.","Ali H Kargar","253004979","259505378","Gainesville-Alachua","Tampa"
"1","GC444390","SLD","8321 SW 8th PL","Gainesville","32607","Cobblefield/Hedingham","2,135","06672-100-029","$374,000","3","2","0","2006","Community","Single Family Residence","","$5,813.00","46","46","34","Cash","07/06/2021","$177.94","$175.18","0.98","BHGRE Thomas Group","Raven L Knowles","259506089","259500037","Gainesville-Alachua","Ocala - Marion"
"1","GC448040","SLD","8435 SW 78 LN","Gainesville","32608","LongLeaf","2,112","07098-204-184","$374,278","4","2","0","2007","Community","Single Family Residence","","$3,870.00","39","39","6","Conventional","10/29/2021","$177.20","$177.21","1.00","RABELL REALTY GROUP LLC","Alyssa Lord","259506207","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443845","SLD","1414 NW 132nd BLVD","Newberry","32669","Fairway Pointe At West End","1,682","04314-004-006","$374,500","4","2","0","2021","Community","Single Family Residence","","$0.00","144","144","121","Conventional","09/22/2021","$223.68","$222.65","1.00","Coldwell Banker M.M. Parrish Realtors","Shea Shrimpton","259505142","259507001","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444327","SLD","1322 NW 132nd BLVD","Newberry","32669","Fairway Pointe At West End","1,682","04314-004-013","$374,970","3","2","0","2021","Community","Single Family Residence","","$0.00","174","174","132","Conventional","10/28/2021","$223.87","$222.93","1.00","COLDWELL BANKER MM PARRISH","Shea Shrimpton","259505142","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","GC437942","SLD","8241 SW 60th RD","Gainesville","32608","Chesnut Village","2,516","07051-020-030","$374,990","5","3","0","2020","None","Single Family Residence","","$0.00","410","410","326","VA","10/28/2021","$149.04","$149.04","1.00","D R HORTON REALTY LLC","Teddianne Sherman","555511772","275510980","Tampa","Tampa"
"1","GC500932","SLD","6527 NW 42ND PL","GAINESVILLE","32606","EMERALD WOODS II","2,388","06052-112-000","$375,000","4","3","0","1982","Private","Single Family Residence","Fee Simple","$4,080.00","4","4","5","Conventional","12/23/2021","$154.94","$157.04","1.01","BOSSHARDT REALTY SERVICES LLC","Ciara Hudleston","259505711","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500377","SLD","2508 NW 27TH PL","GAINESVILLE","32605","ROYAL GARDENS PH I","2,115","06087-010-010","$375,000","3","2","0","1984","None","Single Family Residence","Fee Simple","$2,679.45","13","5","5","Conventional","12/01/2021","$179.62","$177.3","0.99","MILLER REAL ESTATE, INC","Barbara Miller","259503553","259505372","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448068","SLD","2517 NW 64th TER","Gainesville","32606","Wyndwood Hills","2,154","06221-001-022","$375,000","4","2","0","1976","Private","Single Family Residence","","$2,698.00","15","15","15","FHA","12/10/2021","$175.95","$174.09","0.99","FLORIDA HOMES REALTY & MORTGAGE LLC","Patricia Denham","259505939","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447848","SLD","11931 NW 8TH RD","Gainesville","32606","South Pointe","2,384","04321-103-052","$375,000","4","2","1","2006","Private, Community","Single Family Residence","","$6,429.00","39","39","2","Conventional","10/19/2021","$153.06","$157.3","1.03","ANSON PROPERTIES LLC","Stephanie Anson","261084579","259504926","Ocala - Marion","Ocala - Marion"
"1","GC447637","SLD","9442 SW 102ND TER","Gainesville","32608","Hammock Ridge Unit III","1,486","07350-041-037","$375,000","3","2","0","2004","Private","Single Family Residence","","$3,493.00","111","111","22","Conventional","12/22/2021","$252.36","$252.36","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Paul Curlings","259505857","259504921","Ocala - Marion","Gainesville-Alachua"
"1","GC447274","SLD","21820 NW County Road 236","High Springs","32643","Carrie Vaughn Estates","1,632","00074-010-002","$375,000","3","2","0","1986","None","Single Family Residence","","$2,114.00","52","52","6","Conventional","10/08/2021","$232.23","$229.78","0.99","UNITED COUNTRY SMITH & ASSOCIATES - NEWBERRY","Brad Smith","254000055","271501036","Ocala - Marion","Gainesville-Alachua"
"1","GC445530","SLD","4714 NW 82nd RD","Gainesville","32653","Weschester","2,412","06009-010-013","$375,000","4","3","0","2008","Private, Community","Single Family Residence","","$5,800.00","12","12","1","Conventional","06/15/2021","$155.47","$155.47","1.00","Bosshardt Realty Services LLC","Henry & Linda Rabell","259503136","259500004","Ocala - Marion","Ocala - Marion"
"1","GC445134","SLD","9007 SW 76TH AVE","Gainesville","32608","Willow Oak Plantation","1,956","07098-001-102","$375,000","4","2","1","2012","Community","Single Family Residence","","$3,408.00","82","82","32","Conventional","08/24/2021","$186.60","$191.72","1.03","MLSTOSELL.COM INC","Ralph Harvey","276593262","270534868","West Pasco","West Pasco"
"1","GC443363","SLD","10232 SW 52 AVE","Gainesville","32608","HP/Chickasaw Way 31","2,073","06860-310-022","$375,000","3","2","0","1997","Community","Single Family Residence","","$5,526.00","14","14","2","Cash","04/23/2021","$171.25","$180.9","1.06","Coldwell Banker M.M. Parrish Realtors","Susan Walker","259503148","259504926","Gainesville-Alachua","Pinellas Suncoast"
"1","GC441830","SLD","4329 NW 10 PL","Gainesville","32605","Kelston Lane","2,254","06375-300-10","$375,000","3","2","0","1997","None","Single Family Residence","","$3,352.00","77","77","9","Seller Financing","05/07/2021","$166.37","$166.37","1.00","BHHS Florida Realty","Bonnie Kraft","259500363","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC441632","SLD","11026 SW 170TH ST","Archer","32618","Marchant Meadow","2,594","04672-010-028","$375,000","4","2","1","1991","None","Single Family Residence","","$4,755.00","39","39","7","Conventional","03/26/2021","$144.56","$144.56","1.00","BHGRE Thomas Group","Evelyn Bergman","259503335","259504964","Gainesville-Alachua","Ocala - Marion"
"1","GC441621","SLD","7822 White Oaks RD","Alachua","32615","Turkey Creek","2,514","05900-022-055","$375,000","4","3","0","2005","Community","Single Family Residence","","$5,708.00","49","49","18","Conventional","04/08/2021","$149.16","$149.16","1.00","BHGRE Thomas Group","Sandi A Robinson","285511472","259500037","Gainesville-Alachua","Ocala - Marion"
"1","GC440764","SLD","214 NW 6th AVE","Gainesville","32601","Brush Addn","1,620","14310-000-000","$375,000","3","2","1","2021","None","Single Family Residence","","$686.00","83","83","106","Conventional","05/26/2021","$215.99","$231.48","1.07","Sage Real Estate","Michelle Hazen","259504971","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439877","SLD","3217 SW 126 TER","Archer","32618","Parker Place","2,222","04428-006-024","$375,000","3","2","0","1993","Private","Single Family Residence","","$4,329.00","40","40","4","Conventional","01/04/2021","$170.97","$168.77","0.99","VanBeek Realty, LLC","Julie VanBeek","259503542","259504926","Ocala - Marion","Ocala - Marion"
"1","GC439590","SLD","13702 NW 12TH PL","Newberry","32669","Arbor Greens","2,126","04338-020-122","$375,000","4","3","0","2018","Community","Single Family Residence","","$5,838.00","104","104","46","Conventional","02/26/2021","$187.63","$176.39","0.94","Tioga Realty Inc","Tom & Trish Reilly","259503138","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC437917","SLD","1768 NW 17TH LN","Gainesville","32605","Colony Park","2,544","09016-010-038","$375,000","3","2","1","1998","None","Single Family Residence","","$5,015.00","166","166","145","Conventional","03/19/2021","$154.28","$147.41","0.96","BHHS Florida Realty","Teiss Parr Trio Chelsea","259503915","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC446821","SLD","2943 NW 25th TER","Gainesville","32605","Royal Gardens","2,111","06087-020-026","$375,000","4","3","0","1987","None","Single Family Residence","","$2,836.00","89","89","52","Conventional","10/27/2021","$184.27","$177.64","0.96","COLDWELL BANKER MM PARRISH","Don Daley","259502056","259500054","Gainesville-Alachua","Gainesville-Alachua"
