"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC440425","SLD","1363 NW 136th DR","Newberry","32669","Arbor Greens","2,370","04338-022-246","$366,990","5","3","0","2021","Community","Single Family Residence","","$0.00","264","264","79","FHA","09/17/2021","$154.85","$154.85","1.00","D R Horton Realty of Tampa, LLC","Teddianne M Sherman","555511772","259500037","Tampa","Tampa"
"1","GC500045","SLD","4340 NW 82ND PL","GAINESVILLE","32653","WESCHESTER CLUSTER PH 2","2,202","06009-020-016","$367,000","4","3","0","2013","None","Single Family Residence","Fee Simple","$3,897.00","13","13","13","VA","11/23/2021","$165.76","$166.67","1.01","WATSON REALTY CORP-GVILLE","Marilyn Bush","259503558","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447569","SLD","15949 NW 208 WAY","High Springs","32643","Edgemoor","1,829","01516-011-095","$367,000","3","2","0","2005","Private","Single Family Residence","","$3,728.00","51","51","4","Conventional","10/20/2021","$194.10","$200.66","1.03","SAN FELASCO REAL ESTATE SERVICES INC","Susan Emerson","259505017","259505669","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444660","SLD","7957 SW 77TH AVE","GAINESVILLE","32608","LONGLEAF","1,967","07098-306-279","$367,000","4","2","0","2010","Community","Single Family Residence","","$4,607.00","16","16","3","Cash","06/04/2021","$177.89","$186.58","1.05","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC437867","SLD","4716 SW 63rd Road DR","Gainesville","32608","Finley Woods","1,764","06985-030-074","$367,187","3","2","0","2021","None","Single Family Residence","","$4,500.00","139","139","1","Conventional","01/26/2021","$204.08","$208.16","1.02","Tommy Williams Realty LLC","Todd Louis","259502096","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441333","SLD","9706 SW 17th AVE","Gainesville","32607","Shafto Meadows","1,925","06667-009-000","$367,192","3","2","0","1991","None","Single Family Residence","","$3,465.00","53","53","15","Conventional","03/29/2021","$181.67","$190.75","1.05","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","259505669","Ocala - Marion","Ocala - Marion"
"1","GC446892","SLD","9641 SW 67TH LN","GAINESVILLE","32608","LUGANO","1,710","07071-010-140","$367,455","3","2","0","2021","None","Single Family Residence","","$1,200.00","55","55","55","Private","12/16/2021","$214.60","$214.89","1.00","EMMER DEVELOPMENT CORP","Lori Cain","259500890","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443273","SLD","13673 NW 13th PL","Newberry","23669","Arbor Greens","2,675","04338-023-223","$367,795","4","3","0","2021","Community","Single Family Residence","","$0.00","0","0","-29","Conventional","03/30/2021","$137.49","$137.49","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259506003","","Gainesville-Alachua"
"1","GC444888","SLD","1779 SW 67th CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,713","06677-003-088","$368,295","3","2","0","2021","Community","Single Family Residence","","$0.00","162","162","63","Conventional","11/04/2021","$215.00","$215","1.00","WATSON REALTY CORP-GVILLE","C. Allison Ables","259504715","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441593","SLD","1789 SW 67th CIR","Gainesville","32607","Grand Oaks (Gainesville)","1,900","06677-003-086","$368,300","3","2","0","2021","Community","Single Family Residence","","$0.00","167","167","0","Conventional","07/30/2021","$186.00","$193.84","1.04","Watson Realty Corp - NW 23rd Ave.","Allison Ables","259504715","25950341","Gainesville-Alachua","Ocala - Marion"
"1","GC438747","SLD","9369 SW 65TH PL","Gainesville","32608","Lugano","1,809","07071-100-038","$368,800","4","2","0","2018","Community","Single Family Residence","","$4,182.00","121","121","70","VA","02/11/2021","$203.87","$203.87","1.00","ADDvantage Realestate Services","Keith Gordon","279515707","25950341","Tampa","West Pasco"
"1","GC441409","SLD","1626 SW 68th TER","Gainesville","32607","Grand Oaks (Gainesville)","1,983","06677-003-106","$368,838","4","3","0","2021","Community","Single Family Residence","","$0.00","151","151","0","Conventional","07/08/2021","$186.00","$186","1.00","Watson Realty Corp - NW 23rd Ave.","Allison Ables","259504715","259505361","Gainesville-Alachua","Ocala - Marion"
"1","GC447117","SLD","4118 NW 34th TER","Gainesville","32605","Sable Chase","1,982","06075-030-055","$368,900","4","2","0","1994","None","Single Family Residence","","$4,605.00","82","82","82","Conventional","12/15/2021","$186.13","$186.13","1.00","RE/MAX PROFESSIONALS","Milo Ahlstrom","259503730","279506931","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448321","SLD","6922 NW 107th LN","Alachua","32615","Turkey Creek","2,008","05900-114-007","$369,000","3","2","0","2006","Community","Single Family Residence","","$3,283.00","0","0","0","VA","07/23/2021","$183.76","$183.76","1.00","BHGRE Thomas Group","Laura M Gunter","259506191","70002595","Gainesville-Alachua","Ocala - Marion"
"1","GC447692","SLD","8101 SW 98 AVE","Gainesville","32608","Kanapaha Pines","2,070","07348-040-044","$369,000","3","2","0","2000","None","Single Family Residence","","$3,184.00","40","40","3","Conventional","10/13/2021","$178.26","$178.26","1.00","Bosshardt Realty Services LLC","Laurie K Obreza","259506038","259505816","Ocala - Marion","Ocala - Marion"
"1","GC441119","SLD","8128 SW 44TH TER","Gainesville","32608","Prairie Pointe","2,414","07234-002-000","$369,000","4","2","0","1981","None","Single Family Residence","","$3,948.00","102","102","38","Conventional","05/20/2021","$152.86","$152.86","1.00","Matchmaker Realty Of Alachua County, Inc","Arthur McQuillan","254000099","259500035","Gainesville-Alachua","Orlando Regional"
"1","GC439996","SLD","4049 SW 98 TER","Gainesville","32608","HP/Buellers Way 33, 1-24","2,160","06860-331-023","$369,000","4","2","0","1997","Community","Single Family Residence","","$4,190.00","66","66","8","Conventional","02/05/2021","$170.83","$170.83","1.00","Bosshardt Realty Services LLC","Carol Bosshardt","259500198","259500004","Sarasota - Manatee","Ocala - Marion"
"1","GC436345","SLD","14717 NW 103RD TER","Alachua","32615","Woodland Oaks","3,004","05853-005-006","$369,000","4","3","1","1995","None","Single Family Residence","","$3,516.00","187","187","156","VA","02/01/2021","$128.66","$122.84","0.95","Pepine Realty","Betsy Pepine","259503892","259504964","Ocala - Marion","Ocala - Marion"
"1","GC443522","SLD","11094 PALMETTO BLVD","Alachua","32615","Turkey Creek","2,131","05900-005-071","$369,900","4","2","0","2019","Community","Single Family Residence","","$5,316.00","36","36","-1","Conventional","05/21/2021","$173.58","$173.58","1.00","Keller Williams Gainesville Realty Partners","Jonathan Mills","259505225","259505695","Gainesville-Alachua","Ocala - Marion"
"1","GC442544","SLD","4110 NW 26th DR","Gainesville","32605","Abbington Oaks","1,856","06078-020-021","$369,900","3","2","0","2021","None","Single Family Residence","","$1,162.00","215","215","215","Conventional","11/16/2021","$199.30","$199.3","1.00","Adnoram Realty Corp","Jay Garick","261017253","54272","Orlando Regional","Orlando Regional"
"1","GC441587","SLD","10130 SW 48th PL","Gainesville","32608","HP/Kestral Point 18 I-Iii","1,945","06860-182-023","$369,900","3","3","0","1998","None","Single Family Residence","","$4,201.00","46","46","2","Conventional","03/31/2021","$190.18","$190.18","1.00","Coldwell Banker M.M. Parrish Realtors","Russ Hyden","259500617","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC446299","SLD","25048 NW 9TH LN","Newberry","32669","Newberry Corners","2,466","01894-020-011","$369,900","4","3","0","2017","None","Single Family Residence","","$4,260.00","44","44","6","FHA","08/27/2021","$150.00","$150","1.00","BHGRE Thomas Group","Ericka Gilchrist","259503978","259505326","Ocala - Marion","Ocala - Marion"
"1","GC446161","SLD","3024 SW 98th WAY","Gainesville","32608","HP/Katelyn Lane","2,116","06860-353-071","$369,900","3","2","0","2001","None","Single Family Residence","","$3,400.00","34","34","1","Cash","08/12/2021","$172.45","$174.81","1.01","Coldwell Banker M.M. Parrish Realtors","Cindy & Jim Fine Properties","259503772","259504926","Gainesville-Alachua","Pinellas Suncoast"
"1","GC500498","SLD","2772 SW 118TH TER","GAINESVILLE","32608","OAKMONT PHASE 1 UNIT 1B","1,520","04427-111-062","$370,000","3","2","0","2017","None","Single Family Residence","Fee Simple","$3,990.00","4","4","4","Conventional","12/20/2021","$240.07","$243.42","1.01","PEPINE REALTY","Erin Gregoire","259505438","259504874","Gainesville-Alachua","Gainesville-Alachua"
