"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC444419","SLD","1220 NW 117th TER","Gainesville","32606","Fletchers-The Retreat","1,757","04321-400-012","$320,000","3","2","0","1996","None","Single Family Residence","","$4,945.00","49","49","15","Conventional","06/30/2021","$182.13","$182.13","1.00","Keller Williams Gainesville Realty Partners","Jordane Spitze","259505396","25950341","Gainesville-Alachua","Ocala - Marion"
"1","GC444086","SLD","2214 NW 20TH CT","Gainesville","32605","Forest Ridge","1,850","09013-005-019","$320,000","4","2","0","1967","None","Single Family Residence","","$2,295.00","43","43","5","Conventional","06/15/2021","$175.68","$172.97","0.98","Pepine Realty","Betsy Pepine","259503892","270534868","Ocala - Marion","Ocala - Marion"
"1","GC444033","SLD","3348 NW 110th TER","Gainesville","32606","Countryside Forest","2,383","04211-010-108","$320,000","4","2","0","1991","None","Single Family Residence","","$2,154.00","59","59","10","Conventional","06/28/2021","$134.24","$134.28","1.00","Watson Realty Corp -Tioga","Mary Koenig","259504938","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC443151","SLD","6033 NW 112th PL","Alachua","32615","Turkey Creek","2,025","05917-071-000","$320,000","3","2","0","1996","Private, Community","Single Family Residence","","$2,918.00","49","49","1","Conventional","05/21/2021","$148.10","$158.02","1.07","RE/MAX Professionals","Jeremy Thomas","259503760","259504964","Gainesville-Alachua","Ocala - Marion"
"1","GC441960","SLD","8101 SW 98 AVE","Gainesville","32608","Kanapaha Pines","2,070","07348-040-044","$320,000","3","2","0","2000","None","Single Family Residence","","$3,184.00","34","34","2","Conventional","04/01/2021","$149.71","$154.59","1.03","Bosshardt Realty Services LLC","Laurie K Obreza","259506038","259505610","Ocala - Marion","Ocala - Marion"
"1","GC441131","SLD","3440 NW 15th PL","Gainesville","32605","Westwood Hills","2,403","06405-006-000","$320,000","4","2","1","1970","None","Single Family Residence","","$1,898.00","258","72","15","FHA","04/09/2021","$134.83","$133.17","0.99","Broxson Real Estate Group","Rami Salem","259506079","70002595","Gainesville-Alachua","Ocala - Marion"
"1","GC439774","SLD","10547 SW 104th AVE","Gainesville","32608","Hammock Ridge Unit III","1,924","07350-045-008","$320,000","4","2","0","2008","None","Single Family Residence","","$3,292.00","53","53","27","Conventional","01/22/2021","$171.00","$166.32","0.97","Coldwell Banker M.M. Parrish Realtors","Michelle M Tell","259505571","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC447022","SLD","3002 NW 31st TER","Gainesville","32605","Chatworth Court","2,032","06095-002-000","$320,000","3","2","0","1985","None","Single Family Residence","","$2,567.00","87","87","0","FHA","11/02/2021","$171.01","$157.48","0.92","FREEMAN REALTY INC","Carolyne Freeman","259500499","259500021","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446488","SLD","1230 NW 106th ST","Gainesville","32606","Broadmoor","1,956","06306-050-030","$320,000","4","2","0","1999","Private, Community","Single Family Residence","","$3,361.00","97","97","38","Conventional","10/25/2021","$169.99","$163.6","0.96","WATSON REALTY CORP-GVILLE","Jonathan Colon","259500568","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445871","SLD","8510 SW 145th PL","Archer","32618","Grassy Lake Estates","1,692","07408-102-001","$320,000","3","2","0","1994","None","Single Family Residence","","$2,340.00","37","37","5","Conventional","08/04/2021","$189.07","$189.13","1.00","Watson Realty Corp -Tioga","Lindsey M Gardner","259506844","254000047","Gainesville-Alachua","Ocala - Marion"
"1","GC445610","SLD","4013 NW 30th PL","Gainesville","32606","Pebble Creek","1,740","06107-010-024","$320,000","3","2","0","2003","None","Single Family Residence","","$3,412.00","27","27","3","Conventional","07/15/2021","$178.16","$183.91","1.03","BHHS Florida Realty","Helen Warren","259503168","259500060","Gainesville-Alachua","Ocala - Marion"
"1","GC445406","SLD","529 NW 99th TER","Gainesville","32607","Hamilton Heights","1,806","06657-015-038","$320,000","3","2","0","1980","Private","Single Family Residence","","$4,240.00","35","35","4","Conventional","07/16/2021","$171.10","$177.19","1.04","Keller Williams Gainesville Realty Partners","Brian A Coker","259506005","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC445392","SLD","4706 NW 42nd ST","Gainesville","32606","Northwood West","2,386","06071-010-054","$320,000","4","2","0","1973","None","Single Family Residence","","$2,646.00","49","49","13","VA","07/30/2021","$136.17","$134.12","0.98","Keller Williams Gainesville Realty Partners","Jacqueline B Dose","259505720","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC445237","SLD","3424 NW 110th TER","Gainesville","32606","Countryside Forest","1,770","04211-010-044","$320,000","4","2","0","1987","None","Single Family Residence","","$4,524.00","52","52","3","VA","07/29/2021","$183.56","$180.79","0.98","Watson Realty Corp - NW 23rd Ave.","Jonathan Colon","259500568","259500037","Gainesville-Alachua","Ocala - Marion"
