"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC447941","SLD","6705 NW 29th TER","Gainesville","32653","Northwood Pines","1,150","06014-015-052","$197,000","3","1","0","1978","None","Single Family Residence","","$1,988.00","27","27","27","FHA","12/22/2021","$173.91","$171.3","0.99","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Paul Curlings","259505857","259505695","Ocala - Marion","Gainesville-Alachua"
"1","GC441382","SLD","4048 NW 17th TER","Gainesville","32605","Cedar Creek","1,139","07929-129-000","$197,000","3","2","0","2018","Community","Single Family Residence","","$2,912.00","46","46","3","Conventional","03/23/2021","$171.20","$172.96","1.01","Rabell Realty Group LLC","Kristen Rabell - Team K&R","259504030","259500046","Ocala - Marion","Ocala - Marion"
"1","GC441206","SLD","470 SW 251 ST","Newberry","32669","Oak View Village","1,314","01990-010-027","$197,000","3","2","0","2015","None","Single Family Residence","","$2,515.00","26","26","58","Cash","04/20/2021","$149.92","$149.92","1.00","Coldwell Banker M.M. Parrish Realtors","Jeff Quigley - Team Gainesville","259500615","259504783","Gainesville-Alachua","Pinellas Suncoast"
"1","GC440398","SLD","4520 NW 32ND PL","Gainesville","32606","Benwood Estates","1,626","06143-001-006","$197,000","3","2","0","1973","None","Single Family Residence","","$2,004.00","42","42","0","Conventional","02/03/2021","$121.16","$121.16","1.00","Suskin Realty Inc","Samuel Suskin","259504892","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC440230","SLD","7605 SW 47 LN","Gainesville","32608","HP/Chestnut Hill 10-I","1,320","06860-101-035","$197,000","3","2","0","1987","None","Single Family Residence","","$3,751.00","42","42","1","Conventional","01/26/2021","$146.97","$149.24","1.02","Suskin Realty Inc","Marc & Leslie Suskin","259500193","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446306","SLD","7408 NW 21 CT","Gainesville","32653","Hidden Lake","1,314","07814-010-046","$197,000","3","2","0","1986","None","Single Family Residence","","$1,250.00","51","51","6","FHA","09/03/2021","$152.13","$149.92","0.99","Horizon Realty Of Alachua Inc","Dee Edwards","259503336","271501036","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441343","SLD","2518 NW 52nd AVE","Gainesville","32605","Springtree","1,171","06076-400-014","$197,900","3","2","0","1985","None","Single Family Residence","","$2,742.00","43","43","4","Conventional","03/19/2021","$162.17","$169","1.04","RE/MAX Metro","Doug Baril","259503331","259504935","Pinellas Suncoast","Pinellas Suncoast"
"1","GC445795","SLD","25701 NW 5th AVE","Newberry","32669","Holt Addn","1,330","02364-001-001","$198,000","3","2","0","2003","None","Single Family Residence","","$2,624.00","48","48","2","FHA","08/12/2021","$150.30","$148.87","0.99","GNV.realestate","Patricia R Nystrom","554031440","271501036","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444200","SLD","536 NW 34TH ST","Gainesville","32607","Woodland Terrace","1,352","06482-062-000","$198,000","3","2","0","1963","None","Single Family Residence","","$2,978.00","77","19","4","Cash","05/25/2021","$136.83","$146.45","1.07","BHHS Florida Realty","Jeffrey Tice","259500527","259506003","Gainesville-Alachua","Ocala - Marion"
"1","GC442399","SLD","6008 NW 27th TER","Gainesville","32653","Northwood Pines","1,539","06014-024-041","$198,000","3","2","0","1976","None","Single Family Residence","","$1,501.00","34","34","2","FHA","04/15/2021","$128.65","$128.65","1.00","Keller Williams Gainesville Realty Partners","April McCray","259504113","259504964","Gainesville-Alachua","Ocala - Marion"
"1","GC441997","SLD","517 NW 34th TER","Gainesville","32607","Woodland Terrace","1,032","06482-083-000","$198,000","3","2","0","1956","None","Single Family Residence","","$3,143.00","18","18","2","Cash","03/19/2021","$191.86","$191.86","1.00","Golden Rule Real Estate and Property Management","Sandy Malone","259505224","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441186","SLD","3150 NE 13TH ST","Gainesville","32609","Highland Court Manor","1,653","08231-003-013","$198,000","4","2","0","1964","None","Single Family Residence","","$2,688.00","49","49","2","FHA","03/19/2021","$114.88","$119.78","1.04","NextHome South Pointe - Gainesville","Tyisha Hathorn","259506706","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC436799","SLD","4311 SW 21st ST","Gainesville","32608","Serenola Estates (D L Clinch)","1,803","07187-007-000","$198,000","3","2","1","1968","None","Single Family Residence","","$3,502.00","169","169","146","Cash","01/15/2021","$121.86","$109.82","0.90","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","259505695","Ocala - Marion","Ocala - Marion"
"1","GC446822","SLD","1101 NW 25TH AVE","Gainesville","32609","Oak Park","919","08319-000-000","$198,000","2","1","0","1949","None","Single Family Residence","","$2,027.00","34","34","4","Conventional","09/02/2021","$212.08","$215.45","1.02","Rabell Realty Group LLC","Skye Maze - Team K&R","259505968","259505695","Ocala - Marion","Ocala - Marion"
"1","GC445362","SLD","5208 SW 86th TER","Gainesville","32608","HP/Heritage Green 3","1,264","06860-030-016","$198,000","3","2","0","1983","None","Single Family Residence","","$3,391.00","52","52","36","Conventional","08/12/2021","$158.23","$156.65","0.99","Bosshardt Realty Services LLC","Ciara Hudleston","259505711","259505695","Ocala - Marion","Ocala - Marion"
"1","GC446568","SLD","1101 SW 76TH TER","Gainesville","32607","Woodlands (350)","1,104","06668-200-001","$198,300","2","2","0","1982","None","Single Family Residence","","$2,486.00","82","82","4","Conventional","10/12/2021","$171.20","$179.62","1.05","Miller Real Estate","Magda Powers","259505439","259506003","Gainesville-Alachua","Ocala - Marion"
"1","GC500413","SLD","12007 NW 148TH PL","ALACHUA","32615","ALACHUA HILLS SE","1,292","03195-002-039","$198,500","3","3","0","1990","None","Single Family Residence","Fee Simple","$1,808.65","2","2","2","Conventional","12/17/2021","$153.64","$153.64","1.00","RIZE REALTY GROUP LLC","Shawn Hicks","259503386","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444682","SLD","8523 NW 38th DR","Gainesville","32653","Turkey Creek Forest","1,601","05979-109-000","$198,500","2","2","0","1983","Community","Single Family Residence","","$2,006.00","40","40","4","Cash","06/29/2021","$134.11","$123.99","0.92","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","259500046","Ocala - Marion","Ocala - Marion"
"1","GC447846","SLD","5109 SW 86th TER","Gainesville","32608","HP/Heritage Green 3","1,017","06860-030-038","$199,000","2","2","0","1983","None","Single Family Residence","","$3,163.00","45","45","10","Conventional","10/25/2021","$195.67","$195.67","1.00","BHGRE THOMAS GROUP","Chad Austin, III","259505618","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444802","SLD","4040 NW 19TH PL","Gainesville","32605","Palm View Estates","1,299","06391-042-000","$199,000","3","2","0","1962","None","Single Family Residence","","$1,710.00","33","33","2","Conventional","03/29/2021","$153.19","$153.19","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259500004","","Gainesville-Alachua"
"1","GC444615","SLD","3924 NW 36TH ST","Gainesville","32605","Wimberly Estates","1,131","06075-023-000","$199,000","3","2","0","1959","None","Single Family Residence","","$2,861.00","1","1","0","Conventional","05/13/2021","$175.95","$175.95","1.00","Coldwell Banker M.M. Parrish Realtors","Jamie Vascotto","258020231","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC442787","SLD","17 SE 43rd ST","Gainesville","32641","Forest Lake Manor","1,557","10866-100-003","$199,000","3","2","0","1976","None","Single Family Residence","","$1,093.00","62","62","27","FHA","06/07/2021","$125.72","$127.81","1.02","Watson Realty Corp - NW 23rd Ave.","Jesse Whitfield","259504186","259500060","Gainesville-Alachua","Ocala - Marion"
"1","GC442503","SLD","1110 NE 5TH PL","Gainesville","32601","Woodlawn Circle(010)","1,210","12558-002-000","$199,000","3","2","0","1956","None","Single Family Residence","","$2,880.00","31","31","0","FHA","04/15/2021","$158.68","$164.46","1.04","Watson Realty Corp - NW 23rd Ave.","Mark Robinson","259506101","25950341","Ocala - Marion","Ocala - Marion"
"1","GC442421","SLD","6008 SE 228TH TER","Hawthorne","32640","Ashley Oaks","1,348","19586-001-014","$199,000","3","2","0","2005","None","Single Family Residence","","$1,797.00","68","68","5","FHA","05/19/2021","$144.66","$147.63","1.02","Matchmaker Realty Of Alachua County, Inc","Gia Arvin","259503472","259505361","Gainesville-Alachua","Orlando Regional"
"1","GC440186","SLD","2001 NW 40 TER","Gainesville","32605","Chesswood Park","1,399","06396-005-000","$199,000","3","2","0","1960","None","Single Family Residence","","$1,398.00","53","53","4","Conventional","02/02/2021","$142.24","$142.24","1.00","Carl Turlington Real Estate","David Okken","259500307","25950341","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439758","SLD","818 SW 80TH TER","GAINESVILLE","32607","FAIRFIELD(795)","1,387","06670-010-006","$199,000","3","2","0","1988","None","Single Family Residence","","$3,869.00","70","70","12","FHA","01/29/2021","$143.48","$143.48","1.00","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439240","SLD","4705 NW 79TH RD","Gainesville","32653","Blues Creek","1,545","06006-066-140","$199,000","3","2","0","2002","Community","Single Family Residence","","$1,645.00","74","74","31","Conventional","01/15/2021","$128.80","$128.8","1.00","Rabell Realty Group LLC","Mike Rust","259506066","259500046","Ocala - Marion","Ocala - Marion"
"1","GC439023","SLD","1014 NW 15TH AVE","Gainesville","32601","Haynes Replat","1,440","09563-000-000","$199,000","3","2","0","1946","None","Single Family Residence","","$3,251.00","154","154","108","FHA","03/26/2021","$149.65","$138.19","0.92","BHHS Florida Realty","Teiss Parr Trio Chelsea","259503915","259504874","Gainesville-Alachua","Ocala - Marion"
"1","GC443247","SLD","712 NW 33 AVE","Gainesville","32609","Haven Heights","1,360","08488-000-000","$199,000","3","2","0","1959","None","Single Family Residence","","$3,035.00","52","52","23","Conventional","05/28/2021","$139.63","$146.32","1.05","Florida Homes Realty & Mortgage","Deirdre Murphy","196532013","259506544","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447844","SLD","5118 NW 28th TER","Gainesville","32605","Northwood South","1,233","06083-002-044","$199,500","3","2","0","1976","None","Single Family Residence","","$1,097.00","49","49","2","Conventional","10/29/2021","$161.80","$161.8","1.00","WATSON REALTY CORP-GVILLE","Haley Woodard","259506734","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441531","SLD","7350 NW 21st CT","Gainesville","32653","Hidden Lake","1,127","07814-010-047","$199,500","2","2","0","2001","None","Single Family Residence","","$3,064.00","53","53","51","Conventional","05/13/2021","$177.02","$177.02","1.00","Keller Williams Gainesville Realty Partners","Ben Zuber - The Zuber Group","264000563","259500054","Gainesville-Alachua","Ocala - Marion"
"1","GC443817","SLD","3331 NW 41st AVE","Gainesville","32605","Northwood South","1,372","06081-005-009","$199,900","4","2","0","1969","None","Single Family Residence","","$3,071.00","55","55","2","Conventional","06/17/2021","$145.70","$145.7","1.00","TY Realty of North Florida","Tina Yakel","259503574","25950341","Ocala - Marion","Ocala - Marion"
"1","GC443632","SLD","224 SW 155th TER","Newberry","32669","Hiland Acres","1,296","04367-009-000","$199,900","3","1","0","1959","None","Single Family Residence","","$850.00","37","37","1","Conventional","05/26/2021","$154.24","$154.24","1.00","RE/MAX Professionals","Jeremy Thomas","259503760","259500037","Gainesville-Alachua","Ocala - Marion"
"1","GC439223","SLD","2507 NW 36th LN","Gainesville","32605","Palm Grove","1,380","06091-010-026","$199,900","3","2","1","1999","Community","Single Family Residence","","$3,520.00","108","108","65","Cash","02/16/2021","$144.86","$144.86","1.00","Pepine Realty","Betsy Pepine","259503892","259502004","Ocala - Marion","Ocala - Marion"
"1","GC443608","SLD","2111 SE 3rd PL","Gainesville","32641","Ward Replat","1,928","11280-008-000","$199,900","4","3","0","1983","None","Single Family Residence","","$928.00","90","90","24","VA","07/16/2021","$103.68","$103.68","1.00","Keller Williams Gainesville Realty Partners","April McCray","259504113","259500792","Gainesville-Alachua","Ocala - Marion"
"1","GC443298","SLD","4217 NE 17 TER","Gainesville","32609","North Point At Ironwood","1,272","08160-005-009","$199,995","3","2","0","2020","None","Single Family Residence","","$869.00","36","36","4","FHA","02/05/2021","$157.23","$157.23","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259504964","","Gainesville-Alachua"
"1","GC500483","SLD","6310 NW 26TH TER","GAINESVILLE","32653","NORTHWOOD PINES","1,481","06014-026-010","$200,000","3","2","0","1980","None","Single Family Residence","Fee Simple","$1,970.00","10","10","25","FHA","12/21/2021","$134.85","$135.04","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Craig Wilburn","259503108","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448371","SLD","16010 NW 122nd LN","Alachua","32615","Savannah Station","1,178","03980-020-102","$200,000","2","2","0","2007","None","Single Family Residence","","$2,844.00","47","47","1","Conventional","11/17/2021","$166.30","$169.78","1.02","BHGRE THOMAS GROUP","Laura Gunter","259506191","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447328","SLD","3710 NW 25TH TER","Gainesville","32605","Palm Grove","1,169","06091-010-009","$200,000","2","2","0","1999","Community","Single Family Residence","","$3,131.00","46","46","13","Conventional","10/04/2021","$181.78","$171.09","0.94","BHHS Florida Realty","Charlene Dinkla","259500937","259506015","Tampa","Ocala - Marion"
"1","GC445648","SLD","2518 NW 38th PL","Gainesville","32605","Palm Grove","1,148","06091-010-049","$200,000","3","2","0","1998","Community","Single Family Residence","","$1,370.00","33","33","0","Conventional","06/17/2021","$174.22","$174.22","1.00","RE/MAX Professionals","Dada McGlynn-Multinational Team","275501157","259500046","Ocala - Marion","Ocala - Marion"
"1","GC444398","SLD","4725 NW 37th PL","Gainesville","32606","Autumn Woods","1,136","06112-010-029","$200,000","3","2","0","1985","None","Single Family Residence","","$1,677.00","30","30","0","Cash","06/11/2021","$171.65","$176.06","1.03","Bosshardt Realty Services LLC","Cindy Harrington","259503672","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC443615","SLD","4716 NW 27TH TER","Gainesville","32605","Springtree","1,202","06076-201-016","$200,000","2","1","0","1981","None","Single Family Residence","","$1,084.00","45","45","2","Conventional","06/01/2021","$166.31","$166.39","1.00","Pepine Realty","Betsy Pepine","259503892","259504837","Ocala - Marion","Ocala - Marion"
"1","GC443534","SLD","2237 NW 37TH PL","Gainesville","32605","Palmetto Woods","1,144","08992-020-019","$200,000","3","2","0","1981","None","Single Family Residence","","$2,726.00","35","35","35","Conventional","05/20/2021","$173.95","$174.83","1.01","Boukari Realty, Inc.","Ben Boukari","259505161","261010944","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443347","SLD","2913 NW 45th","Gainesville","32605","Northwood","1,025","06083-011-000","$200,000","3","2","0","1973","None","Single Family Residence","","$2,750.00","31","31","3","Conventional","05/10/2021","$204.78","$195.12","0.95","Pepine Realty","Jeffrey Clarke","259505274","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC442960","SLD","26420 NW 182nd AVE","High Springs","32643","Not In Subdivision","1,214","01440-005-001","$200,000","2","2","0","1996","None","Single Family Residence","","$1,889.00","46","46","1","Cash","05/14/2021","$160.54","$164.74","1.03","RE/MAX Professionals","Daniel L Drageset","259506396","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC442407","SLD","6005 NW 37th DR","Gainesville","32653","Mile Run","1,326","06017-001-046","$200,000","3","2","0","1986","Community","Single Family Residence","","$3,927.00","28","28","3","Cash","04/09/2021","$154.52","$150.83","0.98","RE/MAX Professionals","Jeremy Thomas","259503760","259504874","Gainesville-Alachua","Ocala - Marion"
"1","GC442206","SLD","1113 NE 21st ST","Gainesville","32609","Cedar Grove","1,563","10848-020-125","$200,000","4","2","0","2005","None","Single Family Residence","","$1,704.00","52","52","1","Conventional","04/29/2021","$120.75","$127.96","1.06","Florida Homes Realty & Mortgage","Xavrae Burse","259504882","259505387","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441923","SLD","867 NE 7th PL","Gainesville","32601","Highland Pines","1,091","12436-000-000","$200,000","3","1","0","1951","None","Single Family Residence","","$1,236.00","46","46","4","Conventional","04/12/2021","$183.32","$183.32","1.00","Coldwell Banker M.M. Parrish Realtors","Kristin Kelly","259505056","259500060","Gainesville-Alachua","Pinellas Suncoast"
"1","GC441892","SLD","4010 NW 19th PL","Gainesville","32605","Palm View Estates","1,327","06391-039-000","$200,000","3","2","0","1962","None","Single Family Residence","","$2,617.00","16","16","5","Cash","02/19/2021","$150.72","$150.72","1.00","Out Of Area Firm (See Remarks)"," Reciprocal- Out Of Area Agent","259500000000000","259504874","","Gainesville-Alachua"
"1","GC440962","SLD","16904 NW 174th TER","Gainesville","32615","Santa Fe Hills","1,620","03043-019-000","$200,000","3","2","0","1978","None","Single Family Residence","","$1,150.00","58","58","4","FHA","03/23/2021","$122.84","$123.46","1.01","Flat Fee.com, Inc.","Cliff Glansen","278017259","259500037","Sarasota - Manatee","Sarasota - Manatee"
"1","GC439830","SLD","15819 NW 122ND","Alachua","32615","Savannah Station","1,398","03980-020-085","$200,000","3","2","0","2013","None","Single Family Residence","","$3,509.00","56","56","20","Conventional","01/19/2021","$146.57","$143.06","0.98","Bosshardt Realty Services LLC","Bryan Croushore","259505194","259505695","Ocala - Marion","Ocala - Marion"
"1","GC436775","SLD","1228 SW 75 DR","Gainesville","32607","Westwood","1,552","0668-020-014","$200,000","4","2","0","1977","None","Single Family Residence","","$2,786.00","215","215","227","Conventional","04/28/2021","$125.58","$128.87","1.03","Prestige Equity Management Inc.","Michael Steinberg","259503242","259500004","Gainesville-Alachua","Gainesville-Alachua"
