prop_id
24833
93092
93038
104394
24834
10206
20760
71552
92102
99248
24833
85484
85483
82458
80914
14426
104634
93899
91934
82495
82095
101195
79393
3074
25039
28699
93874
98590
77055
85600
84923
23550
5928
23550
84401
65823
5681
18527
93207
85029
24780
84148
84296
14435
84322
93929
3033
85097
82703
24777
3482
65507
4309
4570
102418
23993
21045
103097
24079
38090
102440
2416
72306
74544
82532
52135
38077
49338
11560
3212
93482
30325
62798
72105
8429
85894
73616
6564
102669
50245
32278
69237
2498
12500
45797
14789
81100
3059
93311
102413
59226
79742
80153
49532
62325
3586
80299
9289
81488
91944
84800
46802
3246
39580
11975
67777
23099
14816
11608
63928
94542
13693
75126
41667
48350
61314
93015
32324
83136
84257
91038
14835
41585
82346
65942
60173
75274
38806
8402
70557
38022
72697
45928
24453
21638
88373
3044
82656
84313
5086
53950
87958
32319
39803
17085
52911
82761
79379
75804
29821
5251
9134
60002
61232
81402
104344
98163
75737
4368
88626
42831
94993
72381
93746
75654
50298
84309
26878
4345
58775
100143
85114
87892
52469
25284
46362
41694
45112
84830
97788
92620
34603
25186
79256
94114
69457
76929
82055
92948
75788
37516
20919
89304
17842
100721
65683
19249
20792
80022
63167
81557
78718
39508
90643
93835
99750
18493
400259
20916
91562
74063
73909
99732
102431
84402
99768
101312
94025
14795
14995
27217
10193
89301
96061
92546
92296
84457
92322
82562
46264
46731
46267
49637
78484
77462
8749
66826
81562
20069
36875
80006
80491
81214
98293
45679
