OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
2915,21608,1.010000000000000,1207,3.000000000000000,SUWANNEE,283200,2000,100,1207.000000000000000,1980,2022,0,0.000000000000000,240.000000000000000,384.000000000000000,21,41,0,0,2.000000000000000,581,240139.000000000000000,1.222205667462046,-82.477932999999993,29.646471999999999,04334-022-000,HSBUI,True,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.346901266539236,230245.466979714663466,230826.466979714663466,-52373.533020285336534,-9893.533020285336534,52373.533020285336534,9893.533020285336534,0.815065208261704
2971,23554,5.150000000000000,1512,3.000000000000000,SUWANNEE,507400,2012,100,1512.000000000000000,1999,2023,0,0.000000000000000,24.000000000000000,0.000000000000000,10,23,0,0,2.000000000000000,9477,421813.000000000000000,6.232038799435187,-82.531363999999996,29.593295000000001,04528-004-000,HSBUI,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.588914149460031,293289.117157141445205,302766.117157141445205,-204633.882842858554795,-128523.882842858554795,204633.882842858554795,128523.882842858554795,0.596701058646317
3331,21605,1.060000000000000,1192,3.000000000000000,SUWANNEE,309700,2000,100,1192.000000000000000,1980,2024,0,0.000000000000000,0.000000000000000,536.000000000000000,23,43,0,0,2.000000000000000,1520,261725.000000000000000,1.282710898524524,-82.477020999999993,29.645876000000001,04334-020-000,HSBUI,True,0.770000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.308404480636373,221550.200283226266038,223070.200283226266038,-86629.799716773733962,-40174.799716773733962,86629.799716773733962,40174.799716773733962,0.720278334786007
3483,22240,1.400000000000000,1871,3.000000000000000,SUWANNEE,338900,1998,100,1871.000000000000000,1979,2022,0,0.000000000000000,339.000000000000000,484.000000000000000,23,42,0,0,2.000000000000000,5887,282177.999999999941792,1.694146469749371,-82.545287000000002,29.641131000000001,04384-015-019,HSBUI,True,0.770000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.596049990297931,295389.466583754867315,301276.466583754867315,-37623.533416245132685,13211.466583754925523,37623.533416245132685,13211.466583754925523,0.888983377349527
3498,24385,5.000000000000000,2594,4.000000000000000,SUWANNEE,625600,2011,100,2594.000000000000000,1991,2023,0,0.000000000000000,360.000000000000000,1126.000000000000000,11,31,0,0,3.000000000000000,2624,529136.000000000000000,6.050523106247753,-82.524730000000005,29.552050999999999,04672-010-028,HSBUI,True,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.197435743395653,538981.077931081410497,541605.077931081410497,-83994.922068918589503,9845.077931081410497,83994.922068918589503,9845.077931081410497,0.865737017153263
3547,22042,3.390000000000000,2471,3.000000000000000,SUWANNEE,569300,1999,100,2219.000000000000000,1982,2024,0,0.000000000000000,324.000000000000000,1296.000000000000000,24,41,0,0,2.000000000000000,14924,468981.000000000000000,4.102254666035976,-82.522570999999999,29.648574000000000,04360-014-000,HSBUI,True,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.826187575584434,371828.340164948371239,386752.340164948371239,-182547.659835051628761,-97152.659835051628761,182547.659835051628761,97152.659835051628761,0.679347163472595
3608,7004,4.680000000000000,1200,3.000000000000000,SUWANNEE,329600,2003,100,1200.000000000000000,2001,2023,0,0.000000000000000,464.000000000000000,1200.000000000000000,19,21,0,0,2.000000000000000,7324,272836.000000000000000,5.663289627447896,-82.557642999999999,29.711451000000000,01803-035-000,HSBUI,True,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.514883692489805,272361.005798168014735,279685.005798168014735,-49914.994201831985265,-474.994201831985265,49914.994201831985265,474.994201831985265,0.848558876814830
3754,7010,5.170000000000000,2051,3.000000000000000,SUWANNEE,353400,1994,100,2051.000000000000000,1980,2024,0,0.000000000000000,0.000000000000000,0.000000000000000,29,43,0,0,2.000000000000000,21563,278827.000000000000000,6.256240891860176,-82.560400999999999,29.707004999999999,01803-041-000,HSBUI,True,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.553444301466117,283068.529625957598910,304631.529625957598910,-48768.470374042401090,4241.529625957598910,48768.470374042401090,4241.529625957598910,0.862002064589580
3755,23251,6.120000000000000,2458,3.000000000000000,SUWANNEE,460600,1999,100,2458.000000000000000,1984,2024,0,0.000000000000000,210.000000000000000,0.000000000000000,24,39,0,0,3.000000000000000,12361,379149.000000000000000,7.405840282047250,-82.531266000000002,29.605878000000001,04470-016-000,HSBUI,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.758393581337204,347456.091753441141918,359817.091753441141918,-100782.908246558858082,-31692.908246558858082,100782.908246558858082,31692.908246558858082,0.781192122782113
3803,23101,5.020000000000000,3476,4.000000000000000,NEWBERRY,740800,2000,100,3476.000000000000000,2000,2022,0,0.000000000000000,778.000000000000000,1118.000000000000000,21,21,0,0,3.000000000000000,3537,626143.000000000000000,6.074725198672743,-82.536652000000004,29.617300000000000,04446-010-025,HSBUI,True,0.790000000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.246487145298229,566077.993445067782886,569614.993445067782886,-171185.006554932217114,-60065.006554932217114,171185.006554932217114,60065.006554932217114,0.768918727652629
3806,6804,10.000000000000000,2171,4.000000000000000,NEWBERRY,549600,2006,100,2170.500000000000000,2006,2022,0,0.000000000000000,267.500000000000000,484.000000000000000,15,15,0,0,2.000000000000000,1721,465439.000000000000000,12.101046212495506,-82.613932000000005,29.716604000000000,01783-010-007,HSBUI,True,0.850000000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.052512883005535,466266.614212736138143,467987.614212736138143,-81612.385787263861857,827.614212736138143,81612.385787263861857,827.614212736138143,0.851505848276449
3835,17624,1.680000000000000,1092,3.000000000000000,SUWANNEE,285000,2005,100,1092.000000000000000,1980,2023,0,0.000000000000000,108.000000000000000,0.000000000000000,17,42,0,0,2.000000000000000,3218,239031.999999999970896,2.032975763699245,-82.556332999999995,29.695221000000000,04153-010-004,HSBUI,True,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.277876387406764,214888.890983541175956,218106.890983541175956,-66893.109016458824044,-24143.109016458794940,66893.109016458824044,24143.109016458794940,0.765287336784355
3881,19385,1.000000000000000,3652,4.000000000000000,SUWANNEE,629400,2007,100,3652.000000000000000,2007,2023,0,0.000000000000000,415.000000000000000,768.000000000000000,15,15,0,0,3.000000000000000,2917,532072.999999999883585,1.210104621249551,-82.522467000000006,29.656060000000000,04287-010-011,HSBUI,True,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.203911252640486,542482.579651926411316,545399.579651926411316,-84000.420348073588684,10409.579651926527731,84000.420348073588684,10409.579651926527731,0.866538893631914
4071,24383,5.000000000000000,2247,3.000000000000000,SUWANNEE,425200,2004,100,2247.000000000000000,1997,2023,0,0.000000000000000,209.000000000000000,0.000000000000000,18,25,0,0,2.000000000000000,1885,359534.999999999941792,6.050523106247753,-82.524685000000005,29.550449000000000,04672-010-026,HSBUI,True,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.756314313041813,346734.387885818141513,348619.387885818141513,-76580.612114181858487,-12800.612114181800280,76580.612114181858487,12800.612114181800280,0.819895079693834
4102,22350,5.600000000000000,3408,3.000000000000000,SUWANNEE,721600,2007,100,2152.000000000000000,2007,2022,0,1208.000000000000000,876.000000000000000,816.000000000000000,14,14,0,0,4.500000000000000,2518,610842.000000000000000,6.776585878997483,-82.524966000000006,29.629984000000000,04402-004-000,HSBUI,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.234676837880530,559431.762587922043167,561949.762587922043167,-159650.237412077956833,-51410.237412077956833,159650.237412077956833,51410.237412077956833,0.778755214229382
4108,22962,9.699999999999999,2142,3.000000000000000,SUWANNEE,724300,2000,100,1251.000000000000000,1972,2023,0,891.000000000000000,567.000000000000000,504.000000000000000,22,50,0,0,2.500000000000000,31005,584650.000000000000000,11.738014826120638,-82.521631999999997,29.621766999999998,04436-005-000,HSBUI,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.831692719226886,373880.953369180962909,404885.953369180962909,-319414.046630819037091,-210769.046630819037091,319414.046630819037091,210769.046630819037091,0.559003111099242
4480,23088,5.000000000000000,2429,4.000000000000000,NEWBERRY,564200,2006,100,2429.000000000000000,1999,2022,0,0.000000000000000,630.000000000000000,650.000000000000000,15,22,0,0,3.000000000000000,3817,475753.000000000000000,6.050523106247753,-82.531476999999995,29.615048000000002,04446-010-012,HSBUI,True,0.850000000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.109063157807400,493393.918749261822086,497210.918749261822086,-66989.081250738177914,17640.918749261822086,66989.081250738177914,17640.918749261822086,0.881267137095466
4653,23079,5.160000000000000,2073,4.000000000000000,NEWBERRY,586500,2017,100,2072.500000000000000,1998,2024,0,0.000000000000000,178.500000000000000,484.000000000000000,6,25,0,0,2.000000000000000,40957,457568.000000000000000,6.244139845647681,-82.532819000000003,29.613157999999999,04446-010-003,HSBUI,True,0.940000000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.068753562719184,473900.926363330218010,514857.926363330218010,-71642.073636669781990,16332.926363330218010,71642.073636669781990,16332.926363330218010,0.877848126791697
4743,22384,5.000000000000000,2795,4.000000000000000,SUWANNEE,733900,2017,100,2083.000000000000000,2017,2024,0,711.500000000000000,401.000000000000000,540.500000000000000,6,6,0,0,3.000000000000000,35381,588434.000000000000000,6.050523106247753,-82.518686000000002,29.633488000000000,04404-011-000,HSBUI,False,0.940000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.244882189707404,565170.192089941236190,600551.192089941236190,-133348.807910058763810,-23263.807910058763810,133348.807910058763810,23263.807910058763810,0.818301120166155
4985,21614,1.010000000000000,1959,3.000000000000000,SUWANNEE,347200,2000,100,1959.000000000000000,1980,2022,0,0.000000000000000,444.000000000000000,0.000000000000000,21,41,0,0,2.000000000000000,5577,289543.000000000000000,1.222205667462046,-82.477896999999999,29.649937000000001,04334-028-000,HSBUI,True,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.515523597716525,272535.346804244385567,278112.346804244385567,-69087.653195755614433,-17007.653195755614433,69087.653195755614433,17007.653195755614433,0.801014823744943
5101,6666,5.000000000000000,1593,3.000000000000000,SUWANNEE,315000,1976,100,1593.000000000000000,1972,2023,0,0.000000000000000,75.000000000000000,384.000000000000000,30,50,0,0,2.000000000000000,4050,263700.000000000000000,6.050523106247753,-82.608182999999997,29.729541000000001,01758-000-000,HSBUI,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.476604542460004,262132.280427900870563,266182.280427900841460,-48817.719572099158540,-1567.719572099129437,48817.719572099158540,1567.719572099129437,0.845023112469526
5213,17859,6.000000000000000,1064,3.000000000000000,SUWANNEE,232800,1994,100,896.000000000000000,1900,2024,0,0.000000000000000,168.000000000000000,0.000000000000000,29,123,0,0,1.000000000000000,11551,186329.000000000000000,7.260627727497304,-82.501338000000004,29.685738000000001,04171-004-000,HSBUI,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.140024165115275,187217.096275803662138,198768.096275803662138,-34031.903724196337862,888.096275803662138,34031.903724196337862,888.096275803662138,0.853814846545548
5353,6681,3.400000000000000,1242,3.000000000000000,SUWANNEE,319800,2015,100,1242.000000000000000,2000,2023,0,0.000000000000000,36.000000000000000,594.000000000000000,7,22,0,0,2.000000000000000,6078,265752.000000000000000,4.114355712248472,-82.608112000000006,29.728552000000001,01758-009-012,HSBUI,False,0.930000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.587191018259945,292784.176692994660698,298862.176692994660698,-20937.823307005339302,27032.176692994660698,20937.823307005339302,27032.176692994660698,0.934528382404611
5438,23143,1.030000000000000,1204,3.000000000000000,SUWANNEE,216100,1977,100,1204.000000000000000,1977,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,30,45,0,0,2.000000000000000,2738,180947.000000000000000,1.246407759887037,-82.540563000000006,29.613310999999999,04455-002-002,HSBUI,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.078524806964634,176050.260973445081618,178788.260973445081618,-37311.739026554918382,-4896.739026554918382,37311.739026554918382,4896.739026554918382,0.827340402468510
5439,23144,1.030000000000000,1111,3.000000000000000,SUWANNEE,280300,2005,100,1111.000000000000000,1979,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,17,43,0,0,1.000000000000000,2744,235511.000000000000000,1.246407759887037,-82.540555999999995,29.612722000000002,04455-002-003,HSBUI,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.154880306536759,190019.182493157597492,192763.182493157597492,-87536.817506842402508,-45491.817506842402508,87536.817506842402508,45491.817506842402508,0.687703112711943
5762,21944,1.020000000000000,2224,4.000000000000000,SUWANNEE,519300,2016,100,1232.000000000000000,1984,2024,0,832.000000000000000,256.000000000000000,0.000000000000000,7,39,0,0,2.500000000000000,25899,415506.000000000000000,1.234306713674542,-82.498337000000006,29.639852000000001,04349-010-008,HSBUI,True,0.930000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.882534007540615,393381.047468769946136,419280.047468769946136,-100019.952531230053864,-22124.952531230053864,100019.952531230053864,22124.952531230053864,0.807394661022087
5861,24369,6.010000000000000,1860,3.000000000000000,SUWANNEE,391400,2008,100,1860.000000000000000,1997,2024,0,0.000000000000000,323.000000000000000,462.000000000000000,15,26,0,0,2.000000000000000,3469,329221.000000000000000,7.272728773709798,-82.531886999999998,29.558855999999999,04672-010-012,HSBUI,True,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.806917434517729,364731.751332912361249,368200.751332912361249,-23199.248667087638751,35510.751332912361249,23199.248667087638751,35510.751332912361249,0.940727520012551
5940,19298,1.000000000000000,800,3.000000000000000,SUWANNEE,144900,1990,100,800.000000000000000,1964,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,30,58,0,0,1.000000000000000,1161,122004.000000000000000,1.210104621249551,-82.523883999999995,29.656331000000002,04275-003-000,HSBUI,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.806389962933078,134106.556800541351549,135267.556800541351549,-9632.443199458648451,12102.556800541351549,9632.443199458648451,12102.556800541351549,0.933523511390900
6309,6875,1.770000000000000,2533,3.000000000000000,SUWANNEE,394500,2015,100,2533.000000000000000,1978,2023,0,0.000000000000000,66.000000000000000,0.000000000000000,7,44,0,0,2.000000000000000,5211,330114.000000000000000,2.141885179611704,-82.568938000000003,29.722178000000000,01797-005-001,HSBUI,False,0.930000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.821015870653373,369910.317702757078223,375121.317702757078223,-19378.682297242921777,39796.317702757078223,19378.682297242921777,39796.317702757078223,0.950877864899258
6311,21587,1.010000000000000,1472,3.000000000000000,SUWANNEE,251800,1990,100,1472.000000000000000,1980,2023,0,0.000000000000000,30.000000000000000,572.000000000000000,30,42,0,0,2.000000000000000,2747,211283.000000000000000,1.222205667462046,-82.476907999999995,29.657223999999999,04334-002-000,HSBUI,True,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.340291090106870,228728.522977469314355,231475.522977469314355,-20324.477022530685645,17445.522977469314355,20324.477022530685645,17445.522977469314355,0.919283252491935
6396,23446,2.000000000000000,1723,3.000000000000000,SUWANNEE,367700,1998,100,1723.000000000000000,1995,2023,0,0.000000000000000,155.000000000000000,0.000000000000000,24,27,0,0,2.000000000000000,2505,310040.000000000000000,2.420209242499101,-82.520561999999998,29.588754000000002,04516-000-000,HSBUI,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.425585226941084,249093.903524185268907,251598.903524185268907,-116101.096475814731093,-60946.096475814731093,116101.096475814731093,60946.096475814731093,0.684250485515870
6406,10161,4.600000000000000,1664,3.000000000000000,SUWANNEE,398500,2002,100,1664.000000000000000,1997,2022,0,0.000000000000000,48.000000000000000,0.000000000000000,19,24,0,0,2.000000000000000,4356,334369.000000000000000,5.566481257747932,-82.558881999999997,29.624836999999999,02559-002-000,HSBUI,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.532776995853560,277278.306075070460793,281634.306075070460793,-116865.693924929539207,-57090.693924929539207,116865.693924929539207,57090.693924929539207,0.706736025282485
6418,21929,1.300000000000000,1594,3.000000000000000,SUWANNEE,355500,1989,100,1016.000000000000000,1984,2022,0,578.000000000000000,0.000000000000000,528.000000000000000,30,37,0,0,2.000000000000000,4672,297503.000000000000000,1.573136007624416,-82.503394000000000,29.639823000000000,04346-016-001,HSBUI,True,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.393371504498457,241197.530284629669040,245869.530284629669040,-109630.469715370330960,-56305.469715370330960,109630.469715370330960,56305.469715370330960,0.691616118944106
6506,7370,1.710000000000000,1228,3.000000000000000,SUWANNEE,200800,2010,100,996.000000000000000,1929,2022,0,0.000000000000000,358.000000000000000,0.000000000000000,11,92,0,0,1.000000000000000,1831,168849.000000000000000,2.069278902336731,-82.583506999999997,29.676755000000000,01864-000-000,HSBUI,False,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.336841174610308,227940.788491544401040,229771.788491544401040,28971.788491544401040,59091.788491544401040,28971.788491544401040,59091.788491544401040,1.144281815196934
6519,23033,9.000000000000000,2118,4.000000000000000,SUWANNEE,482000,2006,100,1148.000000000000000,1999,2022,0,720.000000000000000,432.000000000000000,0.000000000000000,15,22,0,0,2.500000000000000,19421,390279.000000000000000,10.890941591245955,-82.512247000000002,29.614768000000002,04437-047-000,HSBUI,False,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.914325119827891,406087.982116765866522,425508.982116765866522,-56491.017883234133478,15808.982116765866522,56491.017883234133478,15808.982116765866522,0.882798718084576
6520,23112,5.000000000000000,2478,4.000000000000000,NEWBERRY,600300,2010,100,1822.000000000000000,2003,2022,0,656.000000000000000,410.000000000000000,528.000000000000000,11,18,0,0,2.500000000000000,10671,499584.000000000000000,6.050523106247753,-82.538084999999995,29.615652000000001,04446-010-036,HSBUI,True,0.890000000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.137821183166510,507788.947809501492884,518459.947809501492884,-81840.052190498507116,8204.947809501492884,81840.052190498507116,8204.947809501492884,0.863668078976348
