prop_id,legal_acreage,living_area,condition_cd,tax_area_description,actual_age,abs_subdv_cd,Aessessment_Val
80121,0.31,1440,3,GAINESVILLE,78,89200,244571
80132,0.31,1349,3,GAINESVILLE,78,89200,284458
80137,0.32,1467,3,GAINESVILLE,77,89200,284660
80153,0.31,1175,3,GAINESVILLE,77,89200,139904
80167,0.25,980,3,GAINESVILLE,73,46000,261534
80169,0.32,1248,3,GAINESVILLE,75,46000,276724
80181,0.14,1031,3,GAINESVILLE,39,103000,229131
80184,0.14,1092,3,GAINESVILLE,38,103000,250393
80190,0.15,1288,3,GAINESVILLE,42,103000,253453
80198,0.18,1852,3,GAINESVILLE,94,103000,286413
80203,0.17,946,3,GAINESVILLE,68,9905,167196
80223,1.8,1421,3,GAINESVILLE,74,219900,254160
80233,0.32,1552,3,GAINESVILLE,71,103900,285352
80235,0.31,1956,3,GAINESVILLE,74,103900,259077
80242,0.31,3282,3,GAINESVILLE,69,103900,378538
80267,0.13,906,3,GAINESVILLE,89,0,203842
80270,0.17,930,3,GAINESVILLE,77,0,187557
80272,0.3,1124,3,GAINESVILLE,89,0,168069
80291,0.18,956,3,GAINESVILLE,70,103900,232216
80299,0.28,1407,3,GAINESVILLE,84,103900,200500
80303,0.5,1475,3,GAINESVILLE,82,103900,318200
80338,0.69,3068,3,GAINESVILLE,97,0,376880
80359,0.29,1338,3,GAINESVILLE,72,0,286731
80371,0.22,968,3,GAINESVILLE,110,30700,270666
80451,0.17,1580,3,GAINESVILLE,71,29500,245349
80491,0.22,1170,3,GAINESVILLE,77,210400,169660
80508,0.17,904,3,GAINESVILLE,74,10305,181141
80566,0.11,696,2,GAINESVILLE,104,97300,108200
80581,0.2,1424,4,GAINESVILLE,21,97300,381396
80586,0.16,1240,3,GAINESVILLE,96,244200,277179
80733,0.55,2512,3,GAINESVILLE,63,100500,430273
80740,0.53,1692,3,GAINESVILLE,118,0,291863
80750,0.8,2016,3,GAINESVILLE,47,0,381301
80832,0.57,1467,3,GAINESVILLE,74,0,253900
80852,0.56,2279,3,GAINESVILLE,69,0,248340
80914,0.11,1412,3,GAINESVILLE,71,0,94649
80959,0.25,1175,3,GAINESVILLE,68,170900,259693
80966,0.25,2397,3,GAINESVILLE,66,170900,146230
80970,0.26,1175,3,GAINESVILLE,68,170900,192100
80976,0.26,1165,3,GAINESVILLE,68,170900,194900
80977,0.26,1355,3,GAINESVILLE,68,170900,302539
80986,0.25,1218,3,GAINESVILLE,68,170900,250400
80988,0.27,1165,3,GAINESVILLE,68,170900,211408
81000,0.24,1434,3,GAINESVILLE,68,127100,288456
81035,0.24,795,3,GAINESVILLE,74,127100,180280
81049,0.24,1487,3,GAINESVILLE,70,127100,266300
81052,0.24,1396,3,GAINESVILLE,70,127100,287134
81057,0.24,1231,3,GAINESVILLE,70,127100,285125
81075,0.25,1237,3,GAINESVILLE,69,127100,210520
81087,0.34,1878,3,GAINESVILLE,74,127100,341524
81097,0.27,1275,3,GAINESVILLE,68,85300,255600
81100,0.28,1418,3,GAINESVILLE,73,85300,154600
81108,0.28,1575,3,GAINESVILLE,73,85300,243114
81138,0.28,1299,3,GAINESVILLE,74,85300,223600
81140,0.28,3547,3,GAINESVILLE,15,85300,589166
81146,0.28,1167,3,GAINESVILLE,74,85300,265272
81154,0.27,1346,3,GAINESVILLE,74,85300,236000
81157,0.27,1189,3,GAINESVILLE,74,85300,275903
81163,0.42,2030,3,GAINESVILLE,71,46800,293715
81178,0.27,1623,3,GAINESVILLE,69,46800,257516
81190,0.27,1908,3,GAINESVILLE,69,46800,313975
81214,0.27,1147,3,GAINESVILLE,69,46800,168655
81240,0.14,1437,3,GAINESVILLE,99,54100,436297
81246,0.12,924,3,GAINESVILLE,69,54100,300307
81262,0.12,1363,3,GAINESVILLE,83,54100,415181
81266,0.18,2220,3,GAINESVILLE,9,54100,591042
81267,0.18,980,3,GAINESVILLE,89,54100,278952
81294,0.18,2224,4,GAINESVILLE,97,54100,519944
81305,0.12,1242,3,GAINESVILLE,52,54100,255028
81340,0.23,2533,4,GAINESVILLE,87,54100,575682
81343,0.23,1867,3,GAINESVILLE,69,54000,424583
81349,0.23,2483,4,GAINESVILLE,93,53500,560131
81366,0.15,1467,3,GAINESVILLE,42,216600,321522
81375,0.17,1284,3,GAINESVILLE,77,53600,217633
81389,0.23,924,3,GAINESVILLE,86,53400,237793
81398,0.11,936,3,GAINESVILLE,68,53500,293815
81400,0.12,854,3,GAINESVILLE,72,53500,204529
81402,0.17,900,3,GAINESVILLE,96,67200,176668
81403,0.17,1210,3,GAINESVILLE,84,67200,365285
81408,0.22,1369,3,GAINESVILLE,54,53800,238337
81411,0.23,2339,4,GAINESVILLE,18,132000,613111
81415,0.36,1538,3,GAINESVILLE,71,67200,305510
81418,0.2,2216,3,GAINESVILLE,24,53400,471240
81434,0.11,999,3,GAINESVILLE,75,53700,173500
81436,0.11,759,3,GAINESVILLE,75,53700,249616
81439,0.11,951,3,GAINESVILLE,75,53900,214215
81448,0.23,940,3,GAINESVILLE,75,67200,206340
81453,0.23,1014,3,GAINESVILLE,75,67200,164310
81458,0.23,1788,3,GAINESVILLE,75,67200,200510
81459,0.23,1072,3,GAINESVILLE,75,67200,252351
81461,0.23,1265,3,GAINESVILLE,75,67200,208109
81469,0.23,985,3,GAINESVILLE,78,67200,232180
81478,0.23,841,3,GAINESVILLE,75,67200,174777
81481,0.23,750,2,GAINESVILLE,75,67200,151306
81488,0.4,1470,3,GAINESVILLE,75,67200,139854
81492,0.21,981,3,GAINESVILLE,75,67200,165704
81493,0.21,841,3,GAINESVILLE,75,67200,235900
81495,0.21,859,3,GAINESVILLE,75,67200,258519
81499,0.21,841,3,GAINESVILLE,75,67200,136798
81509,0.26,1120,3,GAINESVILLE,75,67200,223571
81516,0.31,986,3,GAINESVILLE,76,95000,169592
81531,0.26,927,3,GAINESVILLE,76,95000,254800
81557,0.58,942,3,GAINESVILLE,76,95000,307264
81560,0.45,1326,3,GAINESVILLE,76,95000,358817
81562,0.27,1014,3,GAINESVILLE,76,95000,146432
81568,0.33,1272,3,GAINESVILLE,66,261100,245560
81572,0.33,988,3,GAINESVILLE,66,261100,235820
81604,0.23,1056,3,GAINESVILLE,66,157700,199220
81607,0.24,1331,3,GAINESVILLE,66,157700,158417
81617,0.27,2297,3,GAINESVILLE,67,95300,299966
81632,0.26,1422,3,GAINESVILLE,67,95300,234320
81638,0.26,1498,3,GAINESVILLE,66,95300,297920
81641,0.22,1037,3,GAINESVILLE,76,95300,205549
81649,0.27,1232,3,GAINESVILLE,67,95300,307962
81655,0.21,1534,3,GAINESVILLE,66,95300,285093
81660,0.21,1053,3,GAINESVILLE,66,95300,194380
81675,0.21,1036,3,GAINESVILLE,66,95300,180540
81682,0.26,1426,3,GAINESVILLE,66,95400,230140
81695,0.26,1426,3,GAINESVILLE,66,95400,238984
81706,0.26,1236,3,GAINESVILLE,66,95500,287049
81707,0.26,1279,3,GAINESVILLE,66,95500,227960
81708,0.26,1694,3,GAINESVILLE,66,95500,250646
81730,0.34,1176,3,GAINESVILLE,75,56100,268994
81739,0.24,1260,3,GAINESVILLE,76,56100,225523
81752,0.25,1455,3,GAINESVILLE,76,56100,361202
81753,0.25,1730,3,GAINESVILLE,75,56100,242755
81762,0.25,1176,3,GAINESVILLE,75,56100,279161
81782,0.25,1351,3,GAINESVILLE,76,56100,290893
81801,0.25,750,3,GAINESVILLE,75,56100,201068
81810,0.23,896,3,GAINESVILLE,74,56100,259900
81811,0.25,1099,3,GAINESVILLE,74,56100,270948
81818,0.25,1338,3,GAINESVILLE,74,56100,154520
81829,0.2,1104,3,GAINESVILLE,69,32100,232230
81836,0.2,1128,3,GAINESVILLE,69,32100,214734
81837,0.2,1224,3,GAINESVILLE,68,32100,277240
81850,0.18,1324,3,GAINESVILLE,69,32100,262055
81856,0.2,1434,3,GAINESVILLE,69,32100,195030
81859,0.2,1324,3,GAINESVILLE,69,32100,179532
81870,0.28,1104,3,GAINESVILLE,69,32100,212572
81874,0.21,1524,3,GAINESVILLE,69,32100,221769
81883,0.34,1493,3,GAINESVILLE,68,32100,292035
81887,0.25,1304,3,GAINESVILLE,68,32100,244060
81892,0.21,1104,3,GAINESVILLE,67,32100,293123
81913,0.21,1200,3,GAINESVILLE,68,32100,250200
81914,0.21,1104,3,GAINESVILLE,68,32100,197300
81917,0.21,1104,3,GAINESVILLE,68,32100,254179
81923,0.21,1394,3,GAINESVILLE,68,32100,244081
81933,0.21,1224,3,GAINESVILLE,68,32100,220029
81937,0.24,1405,3,GAINESVILLE,66,32200,215306
81939,0.24,1448,3,GAINESVILLE,66,32200,269228
81943,0.24,1348,3,GAINESVILLE,67,32200,241060
81944,0.24,1909,3,GAINESVILLE,67,32200,244089
81971,0.24,1115,3,GAINESVILLE,67,32200,149600
81974,0.29,1536,3,GAINESVILLE,68,32200,145383
81977,0.24,1170,3,GAINESVILLE,65,32200,264620
81981,0.24,1292,3,GAINESVILLE,66,32200,230771
81989,0.27,1369,3,GAINESVILLE,66,32200,296860
81990,0.27,1066,3,GAINESVILLE,66,32200,232735
82037,0.24,1501,3,GAINESVILLE,68,31900,191033
82041,0.24,1189,3,GAINESVILLE,65,31900,195780
82052,0.24,1135,3,GAINESVILLE,66,31900,210619
82055,0.24,1367,3,GAINESVILLE,66,31900,179600
82058,0.24,1190,3,GAINESVILLE,66,31900,249042
82062,0.25,1295,3,GAINESVILLE,65,31900,240162
82067,0.25,1197,3,GAINESVILLE,65,31900,190340
82079,0.25,1544,3,GAINESVILLE,65,31900,152530
82095,0.27,1385,3,GAINESVILLE,65,31900,75940
82121,0.35,1505,3,GAINESVILLE,65,32300,237910
82136,0.23,1173,3,GAINESVILLE,64,32400,187040
82137,0.23,1131,3,GAINESVILLE,64,32400,143384
82144,0.23,1427,3,GAINESVILLE,64,32400,217184
82162,0.23,1595,3,GAINESVILLE,64,32400,152012
82168,0.23,920,3,GAINESVILLE,64,32400,186487
82189,0.23,1210,3,GAINESVILLE,63,32500,242580
82215,0.23,1753,3,GAINESVILLE,61,32500,202519
82227,0.23,1249,3,GAINESVILLE,64,32500,216172
82237,0.23,1484,3,GAINESVILLE,62,32500,165782
82238,0.23,1555,3,GAINESVILLE,61,32500,219316
82255,0.23,1250,3,GAINESVILLE,61,32500,177226
82257,0.23,1008,3,GAINESVILLE,61,32500,147720
82266,0.23,1008,3,GAINESVILLE,61,32500,171672
82268,0.25,1412,3,GAINESVILLE,64,32500,242960
82269,0.23,1840,3,GAINESVILLE,64,32500,273144
82276,0.34,1600,3,GAINESVILLE,64,32500,246125
82277,0.47,1000,3,GAINESVILLE,61,32500,135290
82280,0.25,1554,3,GAINESVILLE,61,32500,268270
82285,0.26,1540,3,GAINESVILLE,61,32500,176605
82294,0.18,1140,3,GAINESVILLE,63,33100,248093
82320,0.17,915,3,GAINESVILLE,63,33100,168516
82329,0.17,1131,3,GAINESVILLE,63,33100,215004
82346,0.15,984,3,GAINESVILLE,76,19100,82118
82415,0.09,1209,3,GAINESVILLE,7,157300,227626
82420,0.09,624,3,GAINESVILLE,42,157300,168685
82426,0.09,1116,3,GAINESVILLE,28,157300,151220
82430,0.09,1173,3,GAINESVILLE,17,157300,198703
82458,0.09,1014,2,GAINESVILLE,84,157300,46600
82459,0.09,752,3,GAINESVILLE,124,157300,113400
82476,0.12,960,3,GAINESVILLE,84,174900,154848
82480,0.07,753,2,GAINESVILLE,87,174900,143600
82490,0.11,853,3,GAINESVILLE,89,174900,158776
82495,0.11,852,3,GAINESVILLE,84,174900,41410
82519,0.23,1120,3,GAINESVILLE,66,140500,175487
82532,0.11,1112,3,GAINESVILLE,74,175000,113510
82534,0.11,840,3,GAINESVILLE,71,175000,171600
82562,0.23,1276,3,GAINESVILLE,57,194000,196496
82580,0.2,1402,3,GAINESVILLE,60,33000,238516
82601,0.21,1000,3,GAINESVILLE,61,33000,170615
82604,0.2,1708,3,GAINESVILLE,61,33000,198163
82605,0.2,1150,3,GAINESVILLE,61,33000,191926
82608,0.2,1032,3,GAINESVILLE,60,33000,138960
82617,0.19,1175,3,GAINESVILLE,61,33000,201436
82628,0.23,1808,3,GAINESVILLE,60,33000,265183
82635,0.18,1105,3,GAINESVILLE,60,33000,137392
82637,0.18,1360,3,GAINESVILLE,59,33000,246720
82643,0.18,1064,3,GAINESVILLE,59,33000,151740
82645,0.18,1348,3,GAINESVILLE,60,33000,226576
82648,0.41,1286,3,GAINESVILLE,60,33000,175265
82656,0.18,1008,3,GAINESVILLE,59,33000,122081
82665,0.39,1025,3,GAINESVILLE,61,33000,242343
82696,0.15,1208,3,GAINESVILLE,54,34800,169744
82703,0.14,1300,3,GAINESVILLE,53,34800,107149
82707,0.19,975,3,GAINESVILLE,54,34800,157376
82712,0.2,984,3,GAINESVILLE,54,34800,117064
82721,0.14,1328,3,GAINESVILLE,53,34800,212308
82748,0.16,1348,3,GAINESVILLE,55,34800,122920
82761,0.14,1214,3,GAINESVILLE,55,34800,117424
82768,0.16,1549,3,GAINESVILLE,55,34800,182647
82779,0.15,1128,3,GAINESVILLE,54,34800,169424
82781,0.14,1638,3,GAINESVILLE,55,34800,164611
82839,0.15,1380,3,GAINESVILLE,25,34900,222303
82863,0.2,1380,3,GAINESVILLE,24,34900,221192
82866,0.14,1465,3,GAINESVILLE,22,34900,266197
82873,0.15,1237,3,GAINESVILLE,24,34900,224369
82875,0.15,1380,3,GAINESVILLE,23,34900,169662
82878,0.18,1380,3,GAINESVILLE,24,34900,234918
82886,0.19,1563,3,GAINESVILLE,24,34900,237507
82895,0.15,1546,3,GAINESVILLE,20,34900,249541
82896,0.15,1380,3,GAINESVILLE,22,34900,195263
82922,0.16,1590,3,GAINESVILLE,21,34900,244387
82955,0.25,1380,3,GAINESVILLE,19,35000,245139
82957,0.27,1563,3,GAINESVILLE,19,35000,244303
82961,0.15,1380,3,GAINESVILLE,19,35000,236465
82974,0.17,1012,3,GAINESVILLE,66,59500,104420
82976,0.17,1297,3,GAINESVILLE,66,59500,107493
82983,0.17,962,3,GAINESVILLE,66,59500,177964
83003,0.17,1124,3,GAINESVILLE,64,59500,158440
83004,0.17,1200,3,GAINESVILLE,26,59500,209986
83030,0.18,1884,3,GAINESVILLE,57,61600,222619
83041,0.19,768,3,GAINESVILLE,62,61600,99300
83050,0.18,936,3,GAINESVILLE,58,61600,135380
83080,0.24,984,3,GAINESVILLE,55,61601,171401
83117,0.17,792,3,GAINESVILLE,66,51100,137000
83134,0.17,1714,3,GAINESVILLE,64,51100,199300
83136,0.17,1092,3,GAINESVILLE,66,51100,92504
83154,0.18,1108,3,GAINESVILLE,66,51100,193079
83177,0.37,1231,3,ST. JOHN'S,50,112500,228460
83195,0.24,1423,3,ST. JOHN'S,49,112500,161241
83203,0.24,1360,3,ST. JOHN'S,57,112500,182938
83207,0.24,1144,3,ST. JOHN'S,49,112500,183855
83214,0.24,1296,3,ST. JOHN'S,51,112500,171860
83231,0.34,1504,3,ST. JOHN'S,51,112500,193326
83240,0.32,1144,3,ST. JOHN'S,49,112500,158563
83270,1.07,1176,3,ST. JOHN'S,75,112200,36824
83272,0.29,2513,3,ST. JOHN'S,66,154900,277164
83273,0.24,1304,3,ST. JOHN'S,67,154900,202012
83275,0.24,1092,3,ST. JOHN'S,66,154900,240800
83278,0.24,1092,3,ST. JOHN'S,65,154900,210680
83279,0.24,1107,3,ST. JOHN'S,66,154900,139992
83293,0.5,1557,3,ST. JOHN'S,48,61100,235342
83324,0.25,1156,3,ST. JOHN'S,63,44400,193181
83326,0.23,1495,3,ST. JOHN'S,64,44400,173508
83346,0.23,1167,3,ST. JOHN'S,62,44400,147352
83366,0.57,1472,3,ST. JOHN'S,58,44500,194450
83373,0.38,1859,3,ST. JOHN'S,67,171600,170300
83385,0.38,1494,3,ST. JOHN'S,74,171600,199865
83392,0.38,1612,3,ST. JOHN'S,69,61000,206707
83406,0.38,1360,3,ST. JOHN'S,72,61000,55192
83414,0.38,1296,3,ST. JOHN'S,70,61000,143454
83417,0.4,1899,3,ST. JOHN'S,69,75000,280828
83433,0.26,1123,3,ST. JOHN'S,70,75000,120404
83451,0.27,1216,3,ST. JOHN'S,70,75000,172136
83465,1.22,1380,3,ST. JOHN'S,67,112000,166008
83509,0.24,1330,3,ST. JOHN'S,19,237100,206369
83513,0.23,1274,3,ST. JOHN'S,20,237100,198150
83540,0.24,1249,3,ST. JOHN'S,67,104500,184620
83545,0.23,1040,3,ST. JOHN'S,66,104500,201560
83548,0.25,1144,3,ST. JOHN'S,67,104500,162580
83564,0.24,936,3,ST. JOHN'S,69,104500,152600
83575,0.24,1201,3,ST. JOHN'S,69,104500,155555
83593,0.3,1436,3,ST. JOHN'S,69,104500,204968
83613,0.11,1092,3,ST. JOHN'S,24,112100,192940
83626,0.11,1080,3,ST. JOHN'S,21,112100,207725
83651,0.14,1320,3,ST. JOHN'S,20,112100,185464
83652,0.12,1560,3,ST. JOHN'S,20,112100,188850
83655,0.12,1104,3,ST. JOHN'S,20,112100,199229
83762,0.11,408,3,GAINESVILLE,84,46400,83600
83772,0.17,1863,3,GAINESVILLE,54,46400,232720
83779,0.11,1000,3,GAINESVILLE,47,46400,150701
83803,0.21,1054,3,GAINESVILLE,26,255900,168601
83852,0.15,1618,3,GAINESVILLE,17,134901,224137
83878,0.1,747,3,GAINESVILLE,78,137600,97900
83882,0.11,1380,3,GAINESVILLE,17,137600,205352
83883,0.1,1380,2,GAINESVILLE,17,137600,146695
83887,0.17,1390,3,GAINESVILLE,74,137600,110036
83893,0.16,2560,2,GAINESVILLE,76,137600,147616
83898,0.61,1200,3,GAINESVILLE,79,137600,174531
83927,0.1,1231,4,GAINESVILLE,3,137800,192555
84000,0.16,1025,3,GAINESVILLE,56,105200,152756
84002,0.11,1237,3,GAINESVILLE,21,105200,153871
84067,0.23,1091,3,GAINESVILLE,74,137200,184500
84124,0.2,1300,3,GAINESVILLE,46,8805,156439
84148,0.18,682,3,GAINESVILLE,31,8805,68561
84149,0.18,1288,3,GAINESVILLE,57,8805,191300
84164,0.18,1283,3,GAINESVILLE,19,8805,210437
84174,0.18,760,3,GAINESVILLE,52,8805,86717
84202,0.23,713,3,GAINESVILLE,68,46600,74872
84225,0.16,1560,3,GAINESVILLE,20,137900,206601
84228,0.19,682,3,GAINESVILLE,72,137900,144265
84235,0.6,2260,3,GAINESVILLE,54,137002,224701
84246,0.23,1452,3,GAINESVILLE,40,211701,232432
84255,0.16,690,3,GAINESVILLE,74,211701,110900
84257,0.16,457,3,GAINESVILLE,79,211701,63400
84284,0.38,680,3,GAINESVILLE,84,137003,131222
84291,1.08,1302,3,GAINESVILLE,99,137003,225052
84296,0.9,883,2,GAINESVILLE,74,194300,12883
84297,0.2,962,3,GAINESVILLE,76,194300,126720
84304,0.46,1192,3,GAINESVILLE,79,194300,209096
84309,0.29,980,3,GAINESVILLE,70,85900,80600
84313,0.29,925,3,GAINESVILLE,70,85900,76500
84322,0.26,912,3,GAINESVILLE,69,137004,89800
84346,0.16,1056,3,GAINESVILLE,20,226900,184856
84356,0.22,1557,3,GAINESVILLE,3,255700,283856
84363,0.23,805,2,GAINESVILLE,66,255700,58480
84368,0.21,805,3,GAINESVILLE,68,255700,135920
84401,0.3,1931,2,GAINESVILLE,74,137005,121996
84402,0.21,1056,3,GAINESVILLE,14,137005,117767
84421,0.29,1054,2,GAINESVILLE,70,137005,99000
84423,0.19,1224,3,GAINESVILLE,104,137005,136050
84457,0.23,1800,3,GAINESVILLE,59,137006,136012
84473,0.23,1928,3,GAINESVILLE,41,211500,231981
84630,0.21,1170,3,GAINESVILLE,68,137007,138782
84654,0.22,528,2,GAINESVILLE,74,137007,57388
84731,0.28,840,3,GAINESVILLE,89,136600,131200
84736,0.14,960,3,GAINESVILLE,35,136600,128240
84740,0.17,628,3,GAINESVILLE,65,136600,132100
84766,0.3,1647,3,GAINESVILLE,61,136600,244752
84800,0.17,1144,3,GAINESVILLE,68,136600,104000
84821,0.14,832,3,GAINESVILLE,67,136600,117428
84823,0.14,997,3,GAINESVILLE,57,136600,184808
84826,0.16,1264,3,GAINESVILLE,40,136600,193850
84830,0.16,1328,3,GAINESVILLE,76,136600,85120
84854,0.14,768,3,GAINESVILLE,70,136600,123900
84860,0.14,1599,3,GAINESVILLE,17,136600,185846
84861,0.14,1164,3,GAINESVILLE,17,136600,184952
84863,0.14,1221,3,GAINESVILLE,17,136600,205940
84865,0.15,576,3,GAINESVILLE,84,136600,134800
84878,0.14,1264,3,GAINESVILLE,74,136600,165200
84879,0.17,1134,3,GAINESVILLE,74,136600,135000
84923,0.14,616,3,GAINESVILLE,70,136600,58100
85029,0.14,1286,3,GAINESVILLE,65,136600,86940
85043,0.27,1356,3,GAINESVILLE,74,136600,100063
85083,0.18,1362,3,GAINESVILLE,3,113300,240745
85097,0.18,752,3,GAINESVILLE,76,113300,83900
85114,0.17,732,3,GAINESVILLE,78,113300,75100
85202,0.16,1128,3,GAINESVILLE,85,167500,299784
85254,0.23,2458,4,GAINESVILLE,124,49000,607093
85285,0.16,2518,5,GAINESVILLE,94,49300,440625
85341,0.29,1680,3,GAINESVILLE,117,49500,291876
85342,0.22,1241,3,GAINESVILLE,116,49500,260872
85349,0.31,1820,3,GAINESVILLE,78,49500,314224
85353,0.22,1230,3,GAINESVILLE,83,49500,275975
85357,0.14,1104,3,GAINESVILLE,27,49600,224626
85367,0.18,1374,3,GAINESVILLE,77,49600,183871
85375,0.21,1000,3,GAINESVILLE,104,49600,207418
85402,0.14,1248,3,GAINESVILLE,97,52100,392940
85404,0.14,1366,3,GAINESVILLE,97,52100,338900
85418,0.16,1239,3,GAINESVILLE,47,209300,165038
85467,0.08,817,2,GAINESVILLE,94,66200,46843
85483,0.12,816,2,GAINESVILLE,65,66200,49000
85511,0.2,1172,3,GAINESVILLE,94,66200,390342
85528,0.11,1050,3,GAINESVILLE,78,66200,206100
85532,0.11,1340,3,GAINESVILLE,78,66200,384162
85546,0.41,1871,3,GAINESVILLE,119,66200,206293
85551,0.17,1098,3,GAINESVILLE,96,66200,236066
85569,0.18,1362,3,GAINESVILLE,95,66200,318140
85600,0.11,993,3,GAINESVILLE,85,66200,58369
85630,0.54,4225,3,GAINESVILLE,124,188200,711952
85636,0.13,1152,3,GAINESVILLE,102,188200,408122
85641,0.44,3268,4,GAINESVILLE,89,256400,721368
85664,0.17,1150,3,GAINESVILLE,87,96700,392992
85675,0.23,3050,4,GAINESVILLE,100,96700,678072
85683,0.15,3055,4,GAINESVILLE,97,96700,586020
85692,0.34,4426,4,GAINESVILLE,86,96700,785323
85695,0.14,1102,3,GAINESVILLE,65,96700,339479
85704,0.13,1638,3,GAINESVILLE,94,96700,389770
85713,0.17,1975,3,GAINESVILLE,85,96700,470422
85749,0.2,1418,3,GAINESVILLE,42,116100,204313
85804,0.36,1811,4,GAINESVILLE,113,194700,508227
85810,0.34,1958,3,GAINESVILLE,91,194700,483193
85820,0.16,1220,3,GAINESVILLE,60,96500,256299
85827,0.17,1196,3,GAINESVILLE,73,96500,245101
85833,0.17,1170,3,GAINESVILLE,77,96500,333128
85836,0.16,1091,3,GAINESVILLE,73,96600,244644
85837,0.15,1367,3,GAINESVILLE,73,96600,310011
85840,0.13,818,3,GAINESVILLE,73,96600,219110
85843,0.16,1422,3,GAINESVILLE,73,96600,256617
85844,0.16,600,3,GAINESVILLE,73,96600,266200
85848,0.27,1308,3,GAINESVILLE,67,96600,300820
85854,0.28,1541,3,GAINESVILLE,67,96600,360080
85872,0.19,1177,3,GAINESVILLE,83,256500,213763
85894,0.12,1230,3,GAINESVILLE,43,86200,90440
85945,0.33,1898,3,GAINESVILLE,76,114700,415020
85955,0.3,2186,3,GAINESVILLE,67,189200,386470
85971,0.27,1061,3,GAINESVILLE,74,157400,329190
85975,0.34,1002,3,GAINESVILLE,74,157400,336073
85978,0.35,1291,3,GAINESVILLE,74,157400,249260
85979,0.35,1011,3,GAINESVILLE,69,181600,183340
85986,0.21,1143,3,GAINESVILLE,69,181600,219479
85992,0.18,1192,3,GAINESVILLE,69,181600,209116
85998,0.18,1098,3,GAINESVILLE,69,181600,188360
86000,0.18,1296,3,GAINESVILLE,69,181600,189160
86009,0.34,1350,3,GAINESVILLE,69,181600,198860
86025,0.18,1210,3,GAINESVILLE,68,222500,242793
86034,0.71,1682,2,GAINESVILLE,45,0,261321
86068,0.3,1424,3,GAINESVILLE,84,0,370772
86073,0.3,1762,3,GAINESVILLE,77,0,304280
86075,0.3,1293,3,GAINESVILLE,68,0,259238
86079,0.32,1484,3,GAINESVILLE,58,55600,357292
86081,0.2,1454,3,GAINESVILLE,58,55600,324600
86085,0.23,1892,3,GAINESVILLE,55,55600,290164
86087,0.24,1670,3,GAINESVILLE,57,55600,410160
86088,0.2,1474,3,GAINESVILLE,58,55600,352158
86090,0.2,1477,3,GAINESVILLE,58,55600,352620
86096,0.21,1329,3,GAINESVILLE,59,55600,343560
86108,0.21,868,3,GAINESVILLE,75,0,205880
86137,0.25,1514,3,GAINESVILLE,97,0,505056
86144,0.2,1962,4,GAINESVILLE,104,0,437960
86147,0.18,1868,3,GAINESVILLE,78,0,406490
86172,0.14,700,3,GAINESVILLE,89,68700,201809
86173,0.14,700,3,GAINESVILLE,89,68700,212640
86291,0.1,792,3,GAINESVILLE,67,31400,130171
86293,0.1,968,3,GAINESVILLE,68,31400,120841
86301,0.1,672,3,GAINESVILLE,67,31400,99800
86308,0.1,1135,3,GAINESVILLE,95,31400,133266
86407,0.04,1098,3,GAINESVILLE,34,161200,158100
86412,0.03,1176,3,GAINESVILLE,34,161200,165000
86431,0.03,1176,3,GAINESVILLE,34,161200,135700
86434,0.03,1176,3,GAINESVILLE,34,161200,134000
86444,0.03,1176,3,GAINESVILLE,36,161100,191100
86445,0.02,1160,3,GAINESVILLE,36,161100,97500
86448,0.04,1098,3,GAINESVILLE,36,161100,110000
86452,0.02,1160,3,GAINESVILLE,36,161100,156800
86499,0.12,1836,3,GAINESVILLE,2,161300,50250
86511,0.11,846,3,GAINESVILLE,94,31600,201407
86688,0.07,935,3,GAINESVILLE,98,0,146300
86803,0.14,2230,3,GAINESVILLE,89,204700,505754
87125,0.14,940,3,GAINESVILLE,94,205300,415516
87147,0.18,1006,3,GAINESVILLE,89,10605,214275
87154,0.19,1350,3,GAINESVILLE,16,10605,286254
87215,0.05,735,3,GAINESVILLE,66,66100,113900
87281,0.18,1627,3,GAINESVILLE,97,66100,299640
87328,0.14,2917,3,GAINESVILLE,84,218000,294000
87651,0.11,1134,3,GAINESVILLE,94,69100,286199
87668,0.16,816,3,GAINESVILLE,84,164500,173320
87700,0.31,1729,3,GAINESVILLE,94,25500,288200
87728,0.12,1133,3,GAINESVILLE,94,25500,265200
87744,0.14,1232,3,GAINESVILLE,24,25500,166735
87771,0.11,1334,3,GAINESVILLE,12,25500,348213
87794,0.09,1242,3,GAINESVILLE,84,23400,233860
87800,0.1,1291,3,GAINESVILLE,12,23400,276571
87817,0.24,1322,3,GAINESVILLE,92,23200,357608
87818,0.12,1266,3,GAINESVILLE,99,23200,199492
87823,0.11,1134,3,GAINESVILLE,102,23200,256247
87857,0.16,1800,3,GAINESVILLE,94,23100,462672
87864,0.14,1176,3,GAINESVILLE,89,24000,302604
87866,0.08,1145,3,GAINESVILLE,94,24000,301400
87892,0.17,1691,3,GAINESVILLE,74,25800,271112
87896,0.17,1914,3,GAINESVILLE,94,25800,254468
87904,0.08,1241,3,GAINESVILLE,94,25800,280794
87921,0.16,1408,3,GAINESVILLE,109,23800,323700
87938,0.08,1040,3,GAINESVILLE,26,23800,194100
87958,0.14,1528,3,GAINESVILLE,40,174300,248737
88001,0.17,1048,3,GAINESVILLE,29,24500,204800
