prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age
61480,0.82,4614,LT,4,978200,ST. JOHN'S,21
61503,0.56,3697,LT,5,965800,ST. JOHN'S,20
61815,0.43,3435,LT,5,808500,ST. JOHN'S,19
63003,0.14,930,LT,3,230400,ST. JOHN'S,33
63312,0.04,952,LT,3,156400,ST. JOHN'S,36
63836,0.17,1993,LT,4,545400,ST. JOHN'S,12
64457,1,1642,LT,3,280000,ST. JOHN'S,44
65107,0.17,1794,LT,4,310000,ST. JOHN'S,19
65376,0.18,2772,LT,4,546800,ST. JOHN'S,9
65416,0.14,1782,LT,4,449600,ST. JOHN'S,10
66083,2.02,1518,AC,3,215700,ST. JOHN'S,47
66870,0.24,2032,LT,5,509000,ST. JOHN'S,25
67119,0.32,1907,UN,3,350400,ST. JOHN'S,63
67952,0.09,908,UN,3,151500,GAINESVILLE,36
69492,1.03,1351,LT,3,366100,ST. JOHN'S,22
70039,1.6,1923,LT,3,408000,ST. JOHN'S,14
70242,5,1784,AC,4,426300,ST. JOHN'S,37
72057,0.13,1405,UN,3,244700,GAINESVILLE,32
72266,0.1,1433,LT,3,258800,GAINESVILLE,6
72306,6.12,1641,AC,3,247500,ST. JOHN'S,48
73242,0.05,1223,LT,3,259700,GAINESVILLE,8
73262,0.05,1604,LT,3,329300,GAINESVILLE,6
73883,0.25,1410,UN,3,321400,GAINESVILLE,51
74118,1.95,1460,AC,3,225300,GAINESVILLE,68
74175,0.45,2496,UN,3,372800,GAINESVILLE,64
74198,0.47,1964,SF,2,234700,GAINESVILLE,84
75134,0.21,1273,UN,3,198500,GAINESVILLE,58
75194,0.25,1269,UN,3,133800,GAINESVILLE,59
75529,0.21,1604,UN,3,190700,GAINESVILLE,63
76657,0.23,1343,UN,3,242100,GAINESVILLE,74
77046,0.21,872,UN,3,230800,GAINESVILLE,74
77696,0.17,1175,UN,3,240600,GAINESVILLE,46
78523,0.02,1118,UN,3,127100,GAINESVILLE,35
78692,0.37,2700,UN,3,502400,GAINESVILLE,43
78738,0.31,1988,UN,3,435000,GAINESVILLE,55
78904,0.01,1442,UN,4,231100,GAINESVILLE,42
78924,0.07,2366,UN,4,251200,GAINESVILLE,45
78964,0.041,1527,UN,3,230900,GAINESVILLE,43
79548,0.32,1369,LT,3,326400,GAINESVILLE,69
79565,2.02,3035,LT,3,640600,GAINESVILLE,19
79986,0.16,1064,UN,2,228800,GAINESVILLE,78
80733,0.55,2512,UN,3,435600,GAINESVILLE,62
81400,0.12,854,UN,3,209300,GAINESVILLE,70
81649,0.27,1232,UN,3,308500,GAINESVILLE,66
81752,0.25,1455,UN,3,361300,GAINESVILLE,75
81981,0.24,1292,UN,3,231800,GAINESVILLE,65
82144,0.23,1427,UN,3,220500,GAINESVILLE,62
82605,0.2,1150,UN,3,195500,GAINESVILLE,59
82645,0.18,1348,UN,3,230400,GAINESVILLE,58
82768,0.16,1549,UN,3,185100,GAINESVILLE,53
83003,0.17,1124,UN,3,158700,GAINESVILLE,63
83564,0.24,936,UN,3,155000,ST. JOHN'S,69
85854,0.28,1541,LT,3,360400,GAINESVILLE,66
85986,0.21,1143,UN,3,220000,GAINESVILLE,69
86444,0.03,1176,UN,3,191100,GAINESVILLE,36
87921,0.16,1408,SF,3,326200,GAINESVILLE,107
87938,0.08,1040,SF,3,194100,GAINESVILLE,25
88130,0.11,1648,SF,3,350000,GAINESVILLE,42
88253,0.29,1362,SF,3,389200,GAINESVILLE,106
88304,0.04,1684,UN,3,262300,GAINESVILLE,37
89074,0.39,2060,UN,3,555000,GAINESVILLE,65
89544,0.42,2343,UN,3,525200,GAINESVILLE,70
89618,0.3,1732,UN,3,362700,GAINESVILLE,85
89661,0.3,1561,UN,3,397800,GAINESVILLE,69
89687,0.12,994,SF,3,235600,GAINESVILLE,75
89747,0.25,1978,UN,3,441700,GAINESVILLE,76
89873,0.31,2360,UN,3,523100,GAINESVILLE,60
90643,0.69,3158,SF,3,791600,GAINESVILLE,57
91648,0.55,1596,UN,3,194000,GAINESVILLE,53
92126,0.27,572,UN,3,100500,GAINESVILLE,66
92249,0.14,929,UN,3,150800,GAINESVILLE,62
92292,0.14,1055,UN,3,177600,GAINESVILLE,57
92323,0.19,1169,UN,3,220500,GAINESVILLE,61
92363,0.15,1169,UN,3,213200,GAINESVILLE,58
93311,0.64,1472,UN,3,102200,ST. JOHN'S,62
93431,0.32,1118,UN,3,184900,ST. JOHN'S,55
93514,0.32,1040,UN,3,133300,ST. JOHN'S,58
93660,0.35,2352,UN,3,289100,ST. JOHN'S,49
93746,1.2,2118,AC,3,213800,ST. JOHN'S,45
93769,1.73,1864,AC,3,327300,ST. JOHN'S,44
93952,1.5,1234,AC,3,196400,ST. JOHN'S,64
94081,0.23,1860,UN,3,208300,ST. JOHN'S,60
94152,1.78,2063,UN,3,365400,ST. JOHN'S,98
95008,1.01,944,LT,3,196900,MICANOPY,105
95257,1,2599,AC,4,587400,MICANOPY,16
95263,1.03,4559,UN,4,843800,MICANOPY,29
96345,0.24,1576,UN,3,92500,WALDO,103
96411,1.12,1180,UN,3,77300,WALDO,61
97075,0.48,1308,UN,3,215000,ST. JOHN'S,50
97974,1,1800,UN,3,75000,ST. JOHN'S,65
98117,0.3,1136,UN,3,174200,ST. JOHN'S,60
98732,0.32,1675,UN,3,264300,ST. JOHN'S,89
99056,6.48,640,AC,3,292100,ST. JOHN'S,31
99860,0.96,2010,FF,3,364800,SUWANNEE,6
100155,1.07,1796,UN,3,413600,SUWANNEE,15
100733,0.55,1662,FF,3,702900,SUWANNEE,64
100896,1.04,2086,UN,3,244400,SUWANNEE,65
101546,7.08,1868,AC,3,370500,ST. JOHN'S,16
102070,7.19,2016,AC,4,475300,ST. JOHN'S,15
102528,1.06,1740,LT,3,269500,ST. JOHN'S,84
102840,0.38,1348,LT,3,239800,HAWTHORNE,17
102980,0.18,1008,UN,3,130300,HAWTHORNE,94
103696,0.14,1244,LT,3,232300,HAWTHORNE,1
103707,0.14,1274,LT,3,205300,HAWTHORNE,15
105187,0.14,1577,LT,4,361200,ST. JOHN'S,8
105473,0.23,1728,LT,3,345300,NEWBERRY,7
105619,0.5,2695,LT,5,757300,SUWANNEE,4
105685,0.1,2836,LT,5,732900,SUWANNEE,5
105711,0.15,1520,LT,4,357700,SUWANNEE,5
105768,0.15,1520,LT,4,416300,SUWANNEE,5
106278,0.18,2202,LT,3,363500,NEWBERRY,6
106349,0.16,1969,LT,4,386100,NEWBERRY,7
106375,0.14,1552,LT,3,292100,HIGH SPRINGS,7
106455,0.18,2013,LT,4,473300,SUWANNEE,7
106495,0.15,1520,LT,4,431100,SUWANNEE,4
106684,0.15,1896,LT,4,409900,GAINESVILLE,7
107251,0.2372,1886,LT,3,414200,ALACHUA,5
107703,0.2655,2782,LT,5,866900,SUWANNEE,6
108167,0.2143,2273,LT,4,581300,SUWANNEE,1
500586,0.32,2086,LT,4,480800,NEWBERRY,1
502106,0.13,1573,LT,3,290900,ALACHUA,1
502238,0.11,2004,LT,3,395600,SUWANNEE,1
502324,0.14,1747,LT,5,330200,NEWBERRY,1
504379,0.1378,2535,LT,4,429000,HIGH SPRINGS,1
1199,10.1,2042,AC,3,451800,SUWANNEE,40
1866,0.36,1200,SF,3,228300,HIGH SPRINGS,49
1926,1.52,2112,AC,4,427200,HIGH SPRINGS,17
1966,0.21,1556,LT,3,317600,HIGH SPRINGS,8
2096,0.23,1752,LT,3,333200,HIGH SPRINGS,9
2179,4,1470,AC,3,242400,SUWANNEE,67
2388,0.36,1485,LT,3,266000,HIGH SPRINGS,18
2534,0.46,1452,LT,3,163100,HIGH SPRINGS,22
3237,0.34,1171,UN,3,245000,HIGH SPRINGS,61
3821,0.23,1655,SF,3,286900,HIGH SPRINGS,93
3824,0.23,1100,SF,3,221500,HIGH SPRINGS,124
4054,1.64,1503,LT,4,299000,HIGH SPRINGS,19
4256,0.51,1384,LT,3,225500,HIGH SPRINGS,34
4720,1.01,2277,LT,3,513100,HIGH SPRINGS,19
4847,1.06,1744,LT,3,371600,HIGH SPRINGS,19
4904,1.06,1636,LT,3,434900,HIGH SPRINGS,8
5050,0.34,1332,LT,3,261900,HIGH SPRINGS,60
5116,0.34,1729,LT,3,269500,HIGH SPRINGS,50
5136,0.23,1352,LT,3,206900,HIGH SPRINGS,38
5488,5.01,3363,AC,4,710500,HIGH SPRINGS,18
5860,4.82,1276,AC,3,351400,SUWANNEE,19
5866,9.08,1682,AC,3,350000,SUWANNEE,20
7921,0.3,1523,LT,3,275000,NEWBERRY,21
7924,0.24,1693,LT,3,295900,NEWBERRY,20
8651,0.17,1236,UN,3,238400,NEWBERRY,47
9092,0.48,1977,LT,3,332200,NEWBERRY,36
9922,0.32,1747,LT,3,331700,NEWBERRY,19
10632,5,2110,AC,3,443300,NEWBERRY,21
10775,12.97,1645,AC,3,457900,SUWANNEE,26
12252,1.52,2433,LT,4,571700,ALACHUA,19
12415,0.2,1467,LT,3,324800,HIGH SPRINGS,10
12544,0.23,2268,LT,3,285700,SUWANNEE,47
12667,0.25,2640,LT,4,488400,ALACHUA,19
13749,0.22,1056,UN,3,161400,ALACHUA,37
14462,0.23,1188,UN,3,193100,ALACHUA,60
14542,0.29,1528,LT,3,263400,ALACHUA,19
14834,0.29,2311,LT,3,340900,ALACHUA,42
15584,0.2,1205,LT,3,272000,ALACHUA,22
16125,0.09,1158,LT,3,225000,ALACHUA,14
16142,0.09,1440,LT,3,291100,ALACHUA,6
23114,11.14,2261,AC,4,580700,NEWBERRY,19
23340,5,1500,AC,3,333200,SUWANNEE,45
24050,1,1656,LT,3,379400,SUWANNEE,27
25112,0.84,1738,SF,3,171800,ARCHER,122
27001,5.01,841,AC,3,222300,SUWANNEE,6
28358,0.17,1872,LT,3,283200,ALACHUA,43
29420,0.2,1645,LT,3,326700,ALACHUA,27
30310,0.33,1416,LT,3,213800,GAINESVILLE,43
30542,0.11,672,LT,3,156000,GAINESVILLE,39
31747,0.38,1383,UN,3,236900,GAINESVILLE,43
31794,0.63,1690,UN,3,396100,GAINESVILLE,42
31836,0.37,1440,UN,3,279600,GAINESVILLE,42
31959,0.57,1786,UN,3,354400,GAINESVILLE,48
32149,0.32,1472,UN,3,295500,GAINESVILLE,44
32206,0.23,1056,UN,3,226500,GAINESVILLE,41
32351,0.25,1334,UN,3,269300,GAINESVILLE,49
32478,0.24,1243,UN,3,260700,GAINESVILLE,45
32520,0.24,1176,UN,3,240100,GAINESVILLE,48
32647,0.25,1884,UN,3,306900,GAINESVILLE,48
33078,0.12,1484,LT,3,331200,GAINESVILLE,10
33267,0.29,1885,LT,4,375200,GAINESVILLE,29
33271,0.18,1653,LT,4,306100,GAINESVILLE,27
33459,0.02,1242,UN,3,206300,GAINESVILLE,39
33473,0.04,1192,UN,3,196000,GAINESVILLE,36
33519,0.03,1660,UN,3,219400,GAINESVILLE,31
33645,0.16,1364,LT,3,324000,GAINESVILLE,33
33748,0.21,1591,LT,3,378900,GAINESVILLE,30
33768,0.27,1698,LT,3,320000,GAINESVILLE,29
33872,0.24,2038,LT,3,396900,GAINESVILLE,28
34103,0.5,1338,UN,3,326600,SUWANNEE,44
34166,0.41,1544,UN,3,240700,SUWANNEE,43
34247,0.35,1824,UN,3,373100,SUWANNEE,38
34413,0.9,2082,UN,4,355500,SUWANNEE,37
34499,1.03,3530,UN,4,586800,SUWANNEE,45
34807,1.04,4330,LT,5,933200,SUWANNEE,20
34871,1.49,2408,UN,4,505000,SUWANNEE,37
34917,1.97,4072,UN,5,757500,SUWANNEE,27
35226,0.42,2900,LT,5,594100,ST. JOHN'S,26
35501,0.3,3195,LT,4,927500,ST. JOHN'S,5
35584,0.4,1990,UN,3,383900,ST. JOHN'S,44
35623,0.41,2178,UN,3,269500,ST. JOHN'S,47
35680,2.03,4813,UN,5,1007300,ST. JOHN'S,38
35686,2.8,3805,UN,5,931000,ST. JOHN'S,38
35929,0.24,2843,LT,4,564300,ST. JOHN'S,21
35976,0.45,2413,UN,4,532700,ST. JOHN'S,33
35992,0.46,2332,UN,4,416500,ST. JOHN'S,34
36056,0.64,2927,UN,4,585000,ST. JOHN'S,34
36162,0.42,3425,LT,5,663600,ST. JOHN'S,26
36828,0.34,1860,LT,3,340900,GAINESVILLE,56
36871,0.65,1808,LT,3,227000,GAINESVILLE,54
37037,0.17,1259,LT,3,270300,GAINESVILLE,26
37038,0.17,2011,LT,3,373600,GAINESVILLE,25
37201,0.17,1615,LT,3,298500,GAINESVILLE,24
37475,0.24,1453,LT,3,203800,GAINESVILLE,50
37515,0.33,1447,LT,3,256700,GAINESVILLE,49
37681,0.31,1662,LT,3,281300,GAINESVILLE,63
37745,0.19,1982,LT,4,415000,GAINESVILLE,28
37748,0.35,1994,LT,4,397300,GAINESVILLE,29
38137,0.28,1377,UN,3,277900,GAINESVILLE,43
38219,0.2,912,UN,3,189800,GAINESVILLE,41
38448,0.38,1264,UN,3,329000,GAINESVILLE,36
38906,0.31,1152,UN,3,233000,GAINESVILLE,46
39009,0.23,1436,UN,3,283100,GAINESVILLE,55
39238,0.34,1554,UN,3,251800,GAINESVILLE,51
39387,0.28,2315,UN,4,399800,GAINESVILLE,34
39596,0.14,1224,LT,3,269100,GAINESVILLE,22
39885,0.62,1680,LT,3,363200,GAINESVILLE,37
40011,0.45,2102,UN,3,412300,GAINESVILLE,40
40303,1.02,1943,LT,3,310300,GAINESVILLE,61
40549,0.42,2715,UN,4,450500,GAINESVILLE,51
41007,0.02,1340,UN,3,189000,GAINESVILLE,33
41156,0.04,1232,UN,3,234300,GAINESVILLE,37
41485,0.3,1695,UN,3,370400,GAINESVILLE,50
41694,0.26,1770,UN,3,198100,ST. JOHN'S,38
41803,0.02,899,UN,3,184100,ST. JOHN'S,43
42779,0.3,2322,UN,3,393400,ST. JOHN'S,48
43254,0.32,1300,UN,3,325500,ST. JOHN'S,40
43486,0.03,938,LT,3,220100,ST. JOHN'S,15
43821,0.08,1974,UN,3,337700,ST. JOHN'S,18
44007,0.02,1680,LT,3,259100,ST. JOHN'S,19
44010,0.02,1680,LT,3,267200,ST. JOHN'S,21
44336,0.22,1534,LT,4,310000,ST. JOHN'S,27
44449,0.25,2044,LT,3,384900,ST. JOHN'S,26
44486,0.24,1600,LT,4,354800,ST. JOHN'S,27
44569,0.28,2119,LT,3,453200,ST. JOHN'S,23
44927,0.24,1552,LT,3,337900,ST. JOHN'S,19
45481,1,2419,LT,4,538500,ST. JOHN'S,52
45671,0.23,973,UN,3,140400,ST. JOHN'S,61
45753,0.23,1060,UN,3,246200,ST. JOHN'S,60
45942,0.23,1748,UN,3,299100,GAINESVILLE,53
46066,0.04,1756,UN,3,253200,GAINESVILLE,37
46068,0.05,1538,UN,3,258300,GAINESVILLE,32
46421,0.36,2097,UN,3,419800,GAINESVILLE,57
46504,0.37,2202,UN,3,410300,GAINESVILLE,54
46527,0.36,2138,UN,3,495000,GAINESVILLE,55
46589,0.38,2808,UN,3,547800,GAINESVILLE,52
46590,0.35,2176,UN,3,472400,GAINESVILLE,51
46689,0.3,2015,UN,3,400800,GAINESVILLE,51
46924,0.23,1284,UN,3,280600,GAINESVILLE,60
46961,0.23,1090,UN,3,216100,GAINESVILLE,51
47214,0.31,1294,UN,3,249500,GAINESVILLE,61
47234,0.23,1398,UN,3,246300,GAINESVILLE,61
47253,0.23,1400,UN,3,331800,GAINESVILLE,58
47363,0.57,2398,LT,3,285300,GAINESVILLE,64
47439,0.32,1918,LT,3,406700,GAINESVILLE,65
47443,0.35,2696,LT,3,183800,GAINESVILLE,62
47689,0.24,1561,UN,3,299600,GAINESVILLE,60
47732,0.61,2068,UN,4,409900,GAINESVILLE,37
47877,0.29,2508,LT,4,533500,GAINESVILLE,24
48000,0.58,2819,UN,4,458000,GAINESVILLE,44
48047,0.31,2627,UN,4,425000,GAINESVILLE,40
48173,0.89,3932,UN,4,636100,GAINESVILLE,54
48210,1.01,3481,UN,4,528800,GAINESVILLE,59
48541,0.43,2766,UN,4,555800,GAINESVILLE,40
48611,0.22,1425,UN,3,301000,GAINESVILLE,79
48817,0.41,1744,UN,3,559400,GAINESVILLE,99
48962,0.33,1744,UN,3,386300,GAINESVILLE,65
49088,0.29,1774,UN,3,347500,GAINESVILLE,44
49106,0.32,1260,UN,3,343200,GAINESVILLE,46
49234,0.24,1145,UN,3,263300,GAINESVILLE,67
49381,0.03,1806,UN,3,239000,GAINESVILLE,40
49398,0.25,1328,UN,3,252600,GAINESVILLE,67
49540,0.24,1781,UN,3,351900,GAINESVILLE,53
49590,0.42,1670,UN,3,272700,GAINESVILLE,57
49626,0.11,1635,UN,3,245800,GAINESVILLE,34
50247,0.34,2268,UN,3,303800,GAINESVILLE,59
50274,0.4,2323,UN,3,395000,GAINESVILLE,66
50354,0.48,1652,UN,4,368200,GAINESVILLE,46
50542,0.15,1601,LT,3,319500,GAINESVILLE,26
50835,0.02,1584,LT,4,258300,GAINESVILLE,23
50915,0.02,1588,LT,4,223500,GAINESVILLE,21
52351,0.77,2030,UN,4,373600,ST. JOHN'S,45
52397,1.91,1946,UN,4,524900,ST. JOHN'S,46
52437,0.84,2013,UN,4,369000,ST. JOHN'S,49
52623,0.43,1413,UN,3,313600,ST. JOHN'S,42
52643,0.31,1450,UN,3,272400,ST. JOHN'S,42
52670,0.4,1898,UN,3,285700,ST. JOHN'S,42
52746,0.43,1430,UN,3,279300,ST. JOHN'S,48
52873,0.48,1404,UN,3,279500,ST. JOHN'S,42
52955,6.41,3459,AC,5,875500,ST. JOHN'S,34
53264,1.02,3661,LT,5,785400,ST. JOHN'S,24
53659,0.46,2747,LT,4,681900,ST. JOHN'S,32
54100,0.26,3161,LT,5,742400,ST. JOHN'S,22
54266,0.26,2326,LT,4,469800,ST. JOHN'S,16
54515,0.07,1030,UN,3,191900,ST. JOHN'S,40
54519,0.04,1016,UN,3,189500,ST. JOHN'S,40
54542,0.09,1185,UN,3,108800,ST. JOHN'S,40
54578,0.26,2007,LT,4,368100,GAINESVILLE,17
54598,0.18,2233,LT,4,355500,GAINESVILLE,16
54645,0.17,1754,LT,4,370700,GAINESVILLE,8
54727,0.13,1158,UN,3,250900,ST. JOHN'S,29
54728,0.16,1158,UN,3,232700,ST. JOHN'S,28
54784,0.13,1071,UN,3,213700,ST. JOHN'S,36
54790,0.13,982,UN,3,220500,ST. JOHN'S,38
54827,0.06,790,UN,3,79100,ST. JOHN'S,36
55033,0.05,1150,UN,3,100200,ST. JOHN'S,41
55209,0.03,1370,UN,3,183400,GAINESVILLE,35
55222,0.02,1106,UN,3,196800,GAINESVILLE,37
55288,0.03,1370,UN,3,207400,GAINESVILLE,35
55411,0.03,1106,UN,3,173500,GAINESVILLE,35
55597,0.45,1862,UN,4,422900,ST. JOHN'S,44
55601,0.35,1398,UN,3,323300,ST. JOHN'S,36
55664,0.35,2171,UN,4,363200,ST. JOHN'S,43
55893,0.03,1208,LT,3,197800,GAINESVILLE,38
56431,0.01,900,UN,3,127500,GAINESVILLE,41
56433,0.01,900,UN,3,121100,GAINESVILLE,39
56437,0.02,1046,UN,3,189100,GAINESVILLE,40
56537,0.01,1138,UN,3,170300,GAINESVILLE,40
56559,0.01,1042,UN,3,135000,GAINESVILLE,40
56573,0.02,1032,UN,3,96000,GAINESVILLE,41
56577,0.01,1062,UN,3,154500,GAINESVILLE,40
56599,0.02,1046,UN,3,158400,GAINESVILLE,40
58011,0.19,1970,LT,4,423400,ST. JOHN'S,17
58016,0.24,3976,LT,4,835800,ST. JOHN'S,16
58160,1.06,3309,UN,3,560300,ST. JOHN'S,50
58182,1.02,2826,LT,3,579200,ST. JOHN'S,44
58431,0.6,2911,LT,5,765300,ST. JOHN'S,19
58448,0.48,2452,LT,5,687800,ST. JOHN'S,18
58557,0.58,2995,LT,5,944100,ST. JOHN'S,7
58846,1.01,2447,UN,3,462800,ST. JOHN'S,39
58952,0.29,1312,UN,3,265200,ST. JOHN'S,43
59199,0.26,2832,LT,4,408300,ST. JOHN'S,20
59321,1.14,3815,UN,5,965300,ST. JOHN'S,36
59431,0.24,1529,UN,3,299600,ST. JOHN'S,35
59467,0.39,1921,UN,4,410600,ST. JOHN'S,36
59468,0.23,2241,UN,4,433700,ST. JOHN'S,35
59514,0.11,1491,UN,4,227300,ST. JOHN'S,40
59656,0.06,992,UN,3,186200,ST. JOHN'S,40
59660,0.04,952,UN,3,198500,ST. JOHN'S,38
59912,0.64,2896,UN,5,676700,ST. JOHN'S,35
59991,0.28,1452,UN,3,338100,ST. JOHN'S,36
58532,0.54,3398,LT,5,969600,ST. JOHN'S,9
59116,0.3,1343,UN,3,314300,ST. JOHN'S,37
59238,0.17,1962,LT,4,405400,ST. JOHN'S,22
59364,0.25,1380,UN,3,300400,ST. JOHN'S,39
59451,0.27,1696,UN,3,352500,ST. JOHN'S,37
59474,0.53,4042,UN,4,811800,ST. JOHN'S,38
59494,0.1,1264,UN,3,262900,ST. JOHN'S,40
59614,0.13,1262,UN,3,282000,ST. JOHN'S,39
59786,0.42,1918,UN,4,512100,ST. JOHN'S,34
59825,0.71,3171,UN,5,793600,ST. JOHN'S,34
59868,0.6,2441,UN,5,496400,ST. JOHN'S,34
59932,0.72,3478,UN,5,765800,ST. JOHN'S,33
60074,0.28,1812,UN,3,439400,ST. JOHN'S,33
60161,0.21,1536,LT,3,365000,ST. JOHN'S,32
60178,0.11,1883,LT,4,416500,ST. JOHN'S,27
60220,0.03,1400,UN,3,189900,ST. JOHN'S,27
60224,0.03,1203,UN,3,199200,ST. JOHN'S,28
60241,0.03,1400,UN,3,226200,ST. JOHN'S,28
60280,0.04,1700,UN,3,162000,ST. JOHN'S,29
60320,0.03,1400,UN,3,193500,ST. JOHN'S,27
60344,0.33,2153,LT,3,574200,ST. JOHN'S,32
60346,0.36,2620,LT,4,590200,ST. JOHN'S,29
60596,0.11,2805,LT,5,613700,ST. JOHN'S,24
60721,0.41,3485,LT,5,775000,ST. JOHN'S,29
60848,0.63,2644,UN,5,710500,ST. JOHN'S,31
60888,0.58,3240,LT,5,815800,ST. JOHN'S,30
61014,0.07,2060,LT,4,503500,ST. JOHN'S,23
61237,0.54,4435,LT,4,742300,ST. JOHN'S,24
61256,0.78,4111,LT,5,914500,ST. JOHN'S,25
61260,0.9,6504,LT,6,1631000,ST. JOHN'S,23
61505,0.45,3366,LT,5,770300,ST. JOHN'S,16
61528,0.11,2216,LT,4,429000,ST. JOHN'S,18
61614,0.31,2686,LT,5,635300,ST. JOHN'S,22
61677,0.48,2870,LT,5,684900,ST. JOHN'S,21
61764,0.18,2386,LT,4,567400,ST. JOHN'S,19
61820,0.34,3302,LT,5,828300,ST. JOHN'S,18
61904,0.18,2356,LT,4,528900,ST. JOHN'S,7
62322,0.03,999,UN,3,126000,ST. JOHN'S,38
62384,0.06,1016,UN,3,119800,ST. JOHN'S,40
62385,0.12,1016,UN,3,136800,ST. JOHN'S,41
62388,0.05,992,UN,3,126000,ST. JOHN'S,26
62424,0.15,992,UN,3,135000,ST. JOHN'S,25
62490,0.11,956,UN,3,140600,ST. JOHN'S,39
62511,0.16,814,UN,3,143800,ST. JOHN'S,41
63280,0.39,1040,LT,3,186900,ST. JOHN'S,64
63344,0.06,890,LT,3,122900,ST. JOHN'S,40
63612,0.08,2178,LT,4,423400,ST. JOHN'S,16
63716,1.24,2658,LT,4,692300,ST. JOHN'S,25
63882,0.23,1352,LT,3,296900,ST. JOHN'S,26
63885,0.23,1396,LT,3,304900,ST. JOHN'S,24
63948,0.29,1426,LT,3,307300,ST. JOHN'S,21
