prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age
78977,0.07,1778,UN,3,310000,GAINESVILLE,21
78983,0.05,2352,UN,3,346200,GAINESVILLE,38
78989,0.06,1778,UN,3,332800,GAINESVILLE,38
79060,0.24,1969,UN,4,339500,GAINESVILLE,34
79062,0.2,1927,UN,4,368700,GAINESVILLE,29
79065,0.39,1758,UN,3,376000,GAINESVILLE,35
79104,0.35,2154,UN,3,431200,GAINESVILLE,59
79113,0.38,2712,UN,3,545100,GAINESVILLE,57
79127,0.55,1872,UN,3,367400,GAINESVILLE,54
79147,0.35,1770,UN,3,427400,GAINESVILLE,58
79157,0.76,3303,UN,3,137200,GAINESVILLE,56
79208,0.48,1421,UN,3,445900,GAINESVILLE,55
79236,0.39,1922,LT,3,339900,GAINESVILLE,71
79239,0.32,2808,LT,3,442300,GAINESVILLE,71
79252,0.39,1976,LT,3,361400,GAINESVILLE,67
79428,0.5,2797,LT,3,425400,GAINESVILLE,66
79441,0.52,1632,LT,3,348400,GAINESVILLE,67
79515,0.36,1915,LT,3,423200,GAINESVILLE,69
79526,0.25,1567,LT,3,329200,GAINESVILLE,75
79536,0.25,2340,LT,3,364800,GAINESVILLE,71
79582,1.27,3691,LT,3,625400,GAINESVILLE,71
79584,0.5,2297,LT,3,577300,GAINESVILLE,60
79594,0.61,3323,LT,3,585900,GAINESVILLE,61
79600,0.51,2739,LT,3,506800,GAINESVILLE,62
79709,0.17,876,UN,3,179400,GAINESVILLE,68
79723,0.15,576,UN,3,155600,GAINESVILLE,51
79735,0.21,940,UN,3,205800,GAINESVILLE,65
79766,0.26,1444,UN,3,246700,GAINESVILLE,66
79814,0.13,1775,UN,3,356100,GAINESVILLE,79
79852,0.2,1050,LT,3,135000,GAINESVILLE,86
79895,0.2,754,UN,3,188100,GAINESVILLE,69
79958,0.24,1165,UN,2,234700,GAINESVILLE,84
79973,0.16,1262,UN,3,323400,GAINESVILLE,77
80023,0.15,1032,UN,2,242500,GAINESVILLE,83
80028,0.15,816,UN,3,251500,GAINESVILLE,83
80121,0.31,1440,UN,3,245800,GAINESVILLE,76
80153,0.31,1175,UN,3,145800,GAINESVILLE,75
80181,0.14,1031,UN,3,229500,GAINESVILLE,39
80184,0.14,1092,UN,3,252300,GAINESVILLE,37
80267,0.13,906,SF,3,205200,GAINESVILLE,88
80291,0.18,956,UN,3,233300,GAINESVILLE,70
80359,0.29,1338,UN,3,291100,GAINESVILLE,70
80371,0.22,968,UN,3,273200,GAINESVILLE,109
80508,0.17,904,UN,3,182500,GAINESVILLE,72
80566,0.11,696,UN,2,108200,GAINESVILLE,104
80959,0.25,1175,UN,3,260100,GAINESVILLE,68
80966,0.25,2397,UN,3,152600,GAINESVILLE,64
80977,0.26,1355,UN,3,306000,GAINESVILLE,66
81000,0.24,1434,UN,3,292500,GAINESVILLE,66
81035,0.24,795,UN,3,180800,GAINESVILLE,74
81052,0.24,1396,UN,3,294900,GAINESVILLE,68
81057,0.24,1231,UN,3,285700,GAINESVILLE,69
81154,0.27,1346,UN,3,238800,GAINESVILLE,72
81178,0.27,1623,UN,3,258800,GAINESVILLE,67
81214,0.27,1147,UN,3,168800,GAINESVILLE,67
81267,0.18,980,UN,3,282900,GAINESVILLE,88
81294,0.18,2224,UN,4,523500,GAINESVILLE,96
81305,0.12,1242,UN,3,259800,GAINESVILLE,51
81340,0.23,2533,UN,4,592600,GAINESVILLE,86
81349,0.23,2483,UN,4,566800,GAINESVILLE,93
81377,0.26,2272,UN,3,577000,GAINESVILLE,83
81408,0.22,1369,UN,3,238900,GAINESVILLE,52
81411,0.23,2339,LT,4,618800,GAINESVILLE,16
81436,0.11,759,UN,3,250500,GAINESVILLE,75
81448,0.23,940,UN,3,209700,GAINESVILLE,73
81453,0.23,1014,UN,3,165400,GAINESVILLE,73
81458,0.23,1788,UN,3,207000,GAINESVILLE,73
81469,0.23,985,UN,3,235200,GAINESVILLE,77
81481,0.23,750,UN,2,155400,GAINESVILLE,75
81521,0.34,1461,UN,3,387800,GAINESVILLE,74
81531,0.26,927,UN,3,254800,GAINESVILLE,75
81541,0.36,1698,UN,3,195200,GAINESVILLE,74
81557,0.58,942,UN,3,307400,GAINESVILLE,74
81607,0.24,1331,UN,3,159100,GAINESVILLE,64
81632,0.26,1422,UN,3,237000,GAINESVILLE,66
81730,0.34,1176,UN,3,270300,GAINESVILLE,73
81762,0.25,1176,UN,3,280200,GAINESVILLE,74
81807,0.23,1161,UN,3,319300,GAINESVILLE,69
81811,0.25,1099,UN,3,271100,GAINESVILLE,72
81856,0.2,1434,UN,3,195200,GAINESVILLE,67
81913,0.21,1200,UN,3,250500,GAINESVILLE,66
81914,0.21,1104,UN,3,197600,GAINESVILLE,67
81943,0.24,1348,UN,3,242900,GAINESVILLE,65
81971,0.24,1115,UN,3,151900,GAINESVILLE,65
81990,0.27,1066,UN,3,233000,GAINESVILLE,64
82055,0.24,1367,UN,3,181300,GAINESVILLE,66
82062,0.25,1295,UN,3,241300,GAINESVILLE,64
82079,0.25,1544,UN,3,155200,GAINESVILLE,65
82162,0.23,1595,UN,3,153100,GAINESVILLE,62
82215,0.23,1753,UN,3,202800,GAINESVILLE,60
82238,0.23,1555,UN,3,221500,GAINESVILLE,60
82276,0.34,1600,UN,3,249900,GAINESVILLE,64
82490,0.11,853,UN,3,160000,GAINESVILLE,89
82495,0.11,852,UN,3,41500,GAINESVILLE,82
82532,0.11,1112,UN,3,115100,GAINESVILLE,73
82562,0.23,1276,UN,3,197000,GAINESVILLE,55
82601,0.21,1000,UN,3,171400,GAINESVILLE,59
82617,0.19,1175,UN,3,204000,GAINESVILLE,60
82628,0.23,1808,UN,3,275400,GAINESVILLE,60
82665,0.39,1025,UN,3,245000,GAINESVILLE,61
82696,0.15,1208,UN,3,170000,GAINESVILLE,54
82707,0.19,975,UN,3,158700,GAINESVILLE,53
82721,0.14,1328,UN,3,212600,GAINESVILLE,52
82761,0.14,1214,UN,3,117600,GAINESVILLE,55
82863,0.2,1380,LT,3,224900,GAINESVILLE,22
82886,0.19,1563,LT,3,238100,GAINESVILLE,23
82974,0.17,1012,UN,3,104900,GAINESVILLE,64
83004,0.17,1200,UN,3,210500,GAINESVILLE,26
83195,0.24,1423,UN,3,165700,ST. JOHN'S,47
83203,0.24,1360,UN,3,185200,ST. JOHN'S,57
83214,0.24,1296,UN,3,172100,ST. JOHN'S,49
83279,0.24,1107,UN,3,140600,ST. JOHN'S,64
83324,0.25,1156,UN,3,194100,ST. JOHN'S,62
83406,0.38,1360,UN,3,56800,ST. JOHN'S,70
83417,0.4,1899,UN,3,301300,ST. JOHN'S,67
83451,0.27,1216,UN,3,172400,ST. JOHN'S,70
83513,0.23,1274,LT,3,198900,ST. JOHN'S,19
83540,0.24,1249,UN,3,190700,ST. JOHN'S,66
83548,0.25,1144,UN,3,164000,ST. JOHN'S,66
83575,0.24,1201,UN,3,155700,ST. JOHN'S,69
83652,0.12,1560,LT,3,189000,ST. JOHN'S,18
83762,0.11,408,UN,3,83600,GAINESVILLE,84
83803,0.21,1054,UN,3,168800,GAINESVILLE,25
83852,0.15,1618,UN,3,224400,GAINESVILLE,17
84000,0.16,1025,UN,3,152900,GAINESVILLE,56
84148,0.18,682,UN,3,68600,GAINESVILLE,29
84164,0.18,1283,UN,3,210700,GAINESVILLE,19
84174,0.18,760,UN,3,86900,GAINESVILLE,52
84235,0.6,2260,UN,3,225300,GAINESVILLE,53
84257,0.16,457,UN,3,63400,GAINESVILLE,79
84284,0.38,680,UN,3,137700,GAINESVILLE,84
84297,0.2,962,UN,3,127100,GAINESVILLE,74
84363,0.23,805,UN,2,58800,GAINESVILLE,66
84423,0.19,1224,UN,3,136300,GAINESVILLE,102
84457,0.23,1800,UN,3,136300,GAINESVILLE,58
84800,0.17,1144,UN,3,104000,GAINESVILLE,68
84821,0.14,832,UN,3,117500,GAINESVILLE,66
84860,0.14,1599,UN,3,186400,GAINESVILLE,15
85037,0.16,908,UN,3,158800,GAINESVILLE,64
85114,0.17,732,UN,3,75100,GAINESVILLE,76
85326,0.17,2802,SF,3,687300,GAINESVILLE,97
85375,0.21,1000,LT,3,207700,GAINESVILLE,103
85532,0.11,1340,LT,3,387100,GAINESVILLE,77
85551,0.17,1098,UN,3,242200,GAINESVILLE,94
85675,0.23,3050,SF,4,708800,GAINESVILLE,98
85749,0.2,1418,UN,3,210500,GAINESVILLE,40
85810,0.34,1958,SF,3,486200,GAINESVILLE,90
85820,0.16,1220,LT,3,264800,GAINESVILLE,60
85978,0.35,1291,LT,3,255000,GAINESVILLE,72
86009,0.34,1350,UN,3,199900,GAINESVILLE,68
86025,0.18,1210,LT,3,243800,GAINESVILLE,66
86079,0.32,1484,SF,3,357700,GAINESVILLE,58
86088,0.2,1474,SF,3,357200,GAINESVILLE,57
86108,0.21,868,UN,3,206000,GAINESVILLE,74
86147,0.18,1868,SF,3,412000,GAINESVILLE,78
86291,0.1,792,UN,3,130200,GAINESVILLE,67
86301,0.1,672,UN,3,99800,GAINESVILLE,66
86308,0.1,1135,UN,3,133300,GAINESVILLE,94
86407,0.04,1098,UN,3,158100,GAINESVILLE,34
87215,0.05,735,UN,3,117300,GAINESVILLE,64
87817,0.24,1322,SF,3,362700,GAINESVILLE,91
87818,0.12,1266,SF,3,202100,GAINESVILLE,97
87864,0.14,1176,SF,3,303900,GAINESVILLE,88
87892,0.17,1691,SF,3,272400,GAINESVILLE,72
87896,0.17,1914,SF,3,254800,GAINESVILLE,93
88018,0.17,1368,UN,3,343400,GAINESVILLE,122
88100,0.11,783,SF,3,82400,GAINESVILLE,87
88266,0.11,1332,SF,3,386300,GAINESVILLE,90
88275,0.18,1637,SF,4,394500,GAINESVILLE,104
88298,0.04,1684,UN,3,376100,GAINESVILLE,38
88299,0.04,1242,UN,3,349700,GAINESVILLE,37
88300,0.05,1684,UN,3,366400,GAINESVILLE,38
88416,0.2,1509,SF,2,333600,GAINESVILLE,93
88535,0.1,1526,LT,3,402600,GAINESVILLE,1
88655,0.1219,2008,SF,3,489400,GAINESVILLE,92
88988,0.07,1784,SF,3,248900,GAINESVILLE,102
89040,0.22,2133,SF,3,223100,GAINESVILLE,122
89064,0.4,6046,UN,5,1372000,GAINESVILLE,19
89304,0.21,2046,SF,3,548600,GAINESVILLE,85
89460,0.41,2653,SF,3,706700,GAINESVILLE,77
89467,0.17,1584,SF,3,430000,GAINESVILLE,77
89589,0.13,1125,SF,3,288000,GAINESVILLE,76
89605,0.22,2054,SF,3,694300,GAINESVILLE,87
89630,0.53,1805,UN,3,557200,GAINESVILLE,82
89731,1.03,2126,LT,3,491300,GAINESVILLE,64
89794,0.29,1793,UN,3,388600,GAINESVILLE,80
89805,0.33,2042,UN,3,412000,GAINESVILLE,74
89823,0.33,2284,UN,3,433600,GAINESVILLE,62
89868,0.27,2249,UN,3,504400,GAINESVILLE,74
89881,0.33,2081,UN,3,389000,GAINESVILLE,72
89892,0.33,2003,UN,3,438800,GAINESVILLE,72
89901,0.33,2408,UN,3,515300,GAINESVILLE,72
89919,0.26,1199,UN,3,278100,GAINESVILLE,74
90506,0.58,3061,SF,3,540800,GAINESVILLE,71
90972,1.34,1755,UN,3,378200,GAINESVILLE,67
91028,0.24,1444,UN,3,271700,GAINESVILLE,43
91033,0.22,1391,UN,3,234700,GAINESVILLE,43
91038,0.23,1931,UN,3,236100,GAINESVILLE,46
91619,0.46,2002,UN,3,313600,GAINESVILLE,56
91720,0.23,736,UN,3,84600,GAINESVILLE,92
91961,0.31,1464,UN,3,151700,GAINESVILLE,63
92038,0.58,572,UN,3,70100,ST. JOHN'S,66
92300,0.2,1188,UN,3,123600,GAINESVILLE,61
92369,0.15,960,UN,3,134000,GAINESVILLE,59
92497,0.18,1068,UN,3,176200,GAINESVILLE,42
92607,0.16,1330,UN,3,203800,GAINESVILLE,54
92630,0.21,1123,UN,3,204000,GAINESVILLE,51
92656,0.19,1964,UN,3,145400,GAINESVILLE,53
92722,0.23,1208,UN,3,224400,ST. JOHN'S,61
92723,0.32,1232,UN,3,207800,ST. JOHN'S,58
92726,0.23,1208,UN,3,191300,ST. JOHN'S,59
92727,0.29,1478,UN,3,240000,ST. JOHN'S,64
92880,0.31,925,UN,3,203900,ST. JOHN'S,60
92913,0.24,1404,UN,3,165700,ST. JOHN'S,57
93101,0.12,1177,LT,3,246700,ST. JOHN'S,7
93346,0.34,1635,UN,3,96200,ST. JOHN'S,57
93365,0.28,1445,UN,3,171600,ST. JOHN'S,60
93391,0.44,1164,UN,3,81600,ST. JOHN'S,54
93409,0.28,973,UN,3,146000,ST. JOHN'S,53
93493,0.32,1200,UN,3,69000,ST. JOHN'S,65
93511,0.44,1040,UN,3,153400,ST. JOHN'S,57
93631,0.23,1963,UN,3,174200,ST. JOHN'S,62
93825,0.23,1008,UN,3,167800,ST. JOHN'S,62
93845,0.23,1200,UN,3,134900,ST. JOHN'S,63
93900,0.29,1002,UN,3,40000,ST. JOHN'S,50
94031,2.87,1432,UN,3,323500,ST. JOHN'S,77
94168,2.76,2199,AC,4,464400,ST. JOHN'S,40
94172,5.78,1862,AC,3,376900,ST. JOHN'S,43
94179,1.67,2038,AC,3,313300,ST. JOHN'S,44
94617,10.5,520,AC,2,80300,ST. JOHN'S,62
94899,0.2,1040,LT,3,188800,MICANOPY,64
94908,0.28,984,LT,3,120800,MICANOPY,25
94935,0.39,672,LT,3,174400,MICANOPY,60
94987,0.58,1997,LT,3,397500,MICANOPY,41
95256,6.54,1804,AC,3,504400,MICANOPY,41
95388,1.33,1024,AC,3,165800,ST. JOHN'S,39
95991,0.43,1619,UN,3,176400,WALDO,22
96198,3.8,864,AC,2,39700,ST. JOHN'S,82
96237,0.45,1648,UN,3,174000,WALDO,94
96511,0.67,1929,LT,3,191300,WALDO,69
96603,0.59,1581,UN,3,209700,WALDO,42
96615,0.35,1194,UN,3,62200,WALDO,78
96649,1.72,1202,UN,3,155900,WALDO,100
96885,7.5,2340,AC,2,73400,ST. JOHN'S,123
97323,33.53,2268,AC,3,236300,ST. JOHN'S,71
97468,1,3513,UN,3,407800,ST. JOHN'S,40
97788,1.12,1676,AC,3,236900,ST. JOHN'S,47
98093,0.4,1125,UN,3,200400,ST. JOHN'S,69
98107,0.23,1136,UN,3,172800,ST. JOHN'S,60
98116,0.3,936,UN,3,153100,ST. JOHN'S,58
98128,0.3,936,UN,3,171800,ST. JOHN'S,58
98162,0.18,1204,UN,3,158000,ST. JOHN'S,62
98228,0.42,912,UN,2,191800,ST. JOHN'S,66
98247,0.37,1440,UN,3,221300,ST. JOHN'S,72
99158,9.63,3216,AC,3,536500,ST. JOHN'S,42
99248,0.45,1274,LT,3,35300,ST. JOHN'S,63
99366,3,1467,UN,3,271400,ST. JOHN'S,42
99411,12.64,4062,AC,4,582000,ST. JOHN'S,53
99735,4.95,5057,FF,4,607000,SUWANNEE,21
99831,0.48,1809,FF,3,398400,SUWANNEE,66
100081,1.19,3272,UN,3,475000,SUWANNEE,11
100089,8.23,2086,AC,4,490500,SUWANNEE,20
100110,1.03,1720,UN,4,373800,SUWANNEE,15
100220,0.34,2221,LT,3,283200,SUWANNEE,55
100230,3,1540,AC,3,819200,SUWANNEE,28
100453,0.33,1364,UN,3,247400,ST. JOHN'S,83
100710,0.72,2050,FF,3,848800,SUWANNEE,84
100727,0.42,2538,FF,3,524300,SUWANNEE,63
100802,2.16,1276,UN,3,131300,SUWANNEE,61
100838,0.65,1271,UN,2,124400,SUWANNEE,92
100842,0.65,1032,UN,3,173500,SUWANNEE,89
100932,0.45,1560,UN,3,248500,SUWANNEE,18
100983,0.68,2362,UN,3,266500,SUWANNEE,83
101195,1.06,1555,LT,3,118000,ST. JOHN'S,42
101312,2.44,2439,AC,3,460400,ST. JOHN'S,56
101315,6.67,2212,AC,3,497200,ST. JOHN'S,32
101658,10.46,2696,AC,3,867000,ST. JOHN'S,13
102418,0.5,1667,SF,2,122500,HAWTHORNE,99
102442,0.26,1968,SF,3,148500,HAWTHORNE,57
102507,0.31,1802,UN,3,204400,HAWTHORNE,32
102558,1.32,1488,FF,3,152100,HAWTHORNE,57
102586,0.5,2118,UN,3,270300,HAWTHORNE,13
102660,0.26,1410,UN,3,196400,HAWTHORNE,50
102703,0.33,2021,SF,3,214100,HAWTHORNE,93
102867,0.36,1478,LT,3,220000,HAWTHORNE,32
102979,0.61,1376,UN,3,171500,HAWTHORNE,104
102994,0.36,1074,UN,3,164900,HAWTHORNE,71
103097,0.62,558,UN,3,55000,HAWTHORNE,83
103241,0.23,1698,UN,3,199800,HAWTHORNE,42
103650,1.33,1724,SF,3,214700,HAWTHORNE,52
103698,0.14,1244,LT,3,233000,HAWTHORNE,1
103877,3.12,1440,AC,3,263600,ST. JOHN'S,36
103943,21.04,803,AC,2,122300,ST. JOHN'S,82
103963,10.07,1660,AC,3,278400,ST. JOHN'S,65
104203,1,1740,FF,3,382500,ST. JOHN'S,28
104208,1.06,1512,FF,3,86600,ST. JOHN'S,34
104394,2.39,525,FF,3,138600,ST. JOHN'S,43
105170,0.15,2599,LT,4,524500,ST. JOHN'S,9
105197,0.16,1571,LT,4,355000,ST. JOHN'S,10
105220,0.11,2452,LT,4,491600,ST. JOHN'S,5
105224,0.11,1404,LT,4,329000,ST. JOHN'S,8
105547,0.17,1449,LT,3,306200,NEWBERRY,7
105559,0.08,1314,LT,3,241300,NEWBERRY,7
105564,0.14,1456,LT,3,301300,NEWBERRY,7
105644,0.34,2881,LT,4,729000,SUWANNEE,7
105652,0.51,2742,LT,4,732400,SUWANNEE,6
105668,0.18,1991,LT,4,617000,SUWANNEE,7
105670,0.14,3956,LT,5,998600,SUWANNEE,7
105737,0.33,2621,LT,4,664500,SUWANNEE,9
105742,0.34,3592,LT,5,1011000,SUWANNEE,6
105767,0.15,1520,LT,4,399500,SUWANNEE,6
105776,0.15,1520,LT,4,407000,SUWANNEE,5
105840,0.24,3455,LT,4,759800,SUWANNEE,8
105959,0.19,2374,LT,4,577000,GAINESVILLE,8
106346,0.33,1987,LT,4,504200,NEWBERRY,6
106399,0.14,1454,LT,3,321900,HIGH SPRINGS,6
106419,0.12,2291,LT,4,577400,SUWANNEE,5
106433,0.13,1722,LT,3,399000,SUWANNEE,8
106460,0.11,1973,LT,4,445900,SUWANNEE,5
106463,0.11,1973,LT,4,441500,SUWANNEE,5
106520,0.36,4190,LT,5,1073000,SUWANNEE,6
106535,1,3836,LT,5,1430000,SUWANNEE,8
106544,0.31,3044,LT,5,915800,SUWANNEE,6
106664,0.16,2232,LT,4,440700,GAINESVILLE,7
106712,0.15,1856,LT,4,401800,GAINESVILLE,7
107188,0.1921,1767,LT,4,445800,ST. JOHN'S,6
107201,0.1641,1966,LT,3,437100,ST. JOHN'S,6
107232,0.233,1579,LT,3,347900,ALACHUA,7
107248,0.2354,1985,LT,3,437200,ALACHUA,5
107551,0.3277,2715,LT,4,739200,SUWANNEE,4
107560,0.2755,2660,LT,5,852600,SUWANNEE,6
107689,0.3466,3509,LT,5,999800,SUWANNEE,5
107745,0.2204,3053,LT,5,773900,SUWANNEE,1
108014,0.0825,1218,LT,3,266600,NEWBERRY,1
108100,0.1818,2263,LT,4,531500,GAINESVILLE,1
108239,0.0606,1578,LT,3,339700,SUWANNEE,1
300022,0.13,2310,LT,4,690500,SUWANNEE,1
500412,0.2956,3214,LT,5,839300,SUWANNEE,1
500686,0.19,1893,LT,3,481500,GAINESVILLE,2
500745,0.12,1768,LT,5,366700,ST. JOHN'S,1
500808,0.12,1768,LT,5,414600,ST. JOHN'S,1
501365,0.09,1629,LT,3,404700,SUWANNEE,3
502090,0.14,1387,LT,5,300100,ALACHUA,1
502128,0.05,1729,LT,3,339100,SUWANNEE,2
502130,0.05,1640,LT,3,298300,SUWANNEE,1
502162,0.05,1729,LT,3,316200,SUWANNEE,2
502351,0.14,1900,LT,5,349500,NEWBERRY,1
502472,0.13,2116,LT,3,545300,SUWANNEE,1
502521,0.19,1959,LT,3,624500,SUWANNEE,1
502718,0.14,2535,LT,3,354600,HIGH SPRINGS,1
502994,0.17,2756,LT,3,450900,ALACHUA,1
503022,0.17,2266,LT,3,333500,ALACHUA,1
503891,0.1419,1772,LT,3,471200,ST. JOHN'S,2
504008,0.1147,2860,LT,3,345900,SUWANNEE,1
504276,0.16,3118,LT,3,460900,NEWBERRY,1
504347,0.14,1779,LT,3,346500,NEWBERRY,1
504552,0.24,1515,LT,3,343400,NEWBERRY,1
504568,0.2204,2204,LT,3,398700,NEWBERRY,1
504580,0.4685,2566,LT,3,587400,NEWBERRY,1
37935,0.04,1613,UN,3,235900,GAINESVILLE,47
37958,0.04,1200,UN,3,202800,GAINESVILLE,48
38147,0.23,1501,UN,3,246800,GAINESVILLE,44
38167,0.23,912,UN,3,220500,GAINESVILLE,41
38224,0.31,1368,UN,3,242300,GAINESVILLE,42
38433,0.25,1302,UN,3,268900,GAINESVILLE,34
38519,0.03,1355,UN,3,192300,GAINESVILLE,39
38622,0.27,1172,UN,3,277200,GAINESVILLE,54
38848,0.4,1204,UN,3,227900,GAINESVILLE,47
39040,0.27,1328,UN,3,230600,GAINESVILLE,57
39744,1.02,2585,UN,4,531800,GAINESVILLE,43
39910,0.26,1539,UN,3,232000,GAINESVILLE,59
39956,0.25,1560,UN,3,230900,GAINESVILLE,55
40789,0.44,2774,UN,4,544000,GAINESVILLE,44
40992,0.02,1340,UN,3,201400,GAINESVILLE,34
41450,0.2,1215,UN,3,256400,ST. JOHN'S,39
41556,0.3,1543,UN,3,327300,GAINESVILLE,51
41579,0.16,1453,UN,3,290200,ST. JOHN'S,31
41782,0.02,818,UN,3,156600,ST. JOHN'S,41
42014,0.46,1979,UN,3,301400,ST. JOHN'S,47
42309,0.2,1504,LT,3,314800,ST. JOHN'S,29
42329,0.23,1435,LT,3,318500,ST. JOHN'S,31
42475,0.22,1170,UN,3,264400,ST. JOHN'S,43
42578,0.32,1272,UN,3,247500,ST. JOHN'S,62
43411,0.18,1856,LT,4,370500,ST. JOHN'S,22
43574,0.61,2580,LT,4,432600,ST. JOHN'S,17
43886,0.05,1331,UN,3,262100,ST. JOHN'S,34
44258,0.49,1890,UN,3,373700,ST. JOHN'S,48
31400,0.13,1543,LT,3,335000,GAINESVILLE,10
31566,0.28,2249,LT,4,428800,GAINESVILLE,10
31629,0.27,1756,UN,3,346600,GAINESVILLE,45
32090,0.59,1928,UN,3,350100,GAINESVILLE,48
32153,0.32,1688,UN,3,299700,GAINESVILLE,44
32230,0.26,1158,UN,3,251500,GAINESVILLE,46
32236,0.26,1226,UN,3,246200,GAINESVILLE,44
32293,0.25,1025,UN,3,160800,GAINESVILLE,48
32313,0.25,1230,UN,3,220200,GAINESVILLE,50
32814,0.4,1384,UN,3,257100,GAINESVILLE,45
33089,0.25,1549,UN,3,325200,GAINESVILLE,34
33229,0.15,1533,LT,4,278600,GAINESVILLE,28
33249,0.2,1825,LT,4,345100,GAINESVILLE,29
33355,0.19,1585,LT,4,373800,GAINESVILLE,25
33375,0.18,1807,LT,4,353800,GAINESVILLE,22
33647,0.16,1461,LT,3,288800,GAINESVILLE,30
33667,0.23,1820,UN,4,351300,GAINESVILLE,32
33707,0.23,2178,LT,4,394400,GAINESVILLE,29
34125,0.43,1758,UN,3,316900,SUWANNEE,42
34437,1.03,2588,UN,3,379400,SUWANNEE,45
34520,4,2628,AC,3,401800,SUWANNEE,55
34626,1.41,3776,UN,5,861300,SUWANNEE,26
35330,0.22,1295,UN,3,298000,ST. JOHN'S,36
35416,0.23,1334,UN,3,340000,ST. JOHN'S,33
35920,0.24,2935,LT,4,573300,ST. JOHN'S,19
37099,0.18,2184,LT,4,405000,GAINESVILLE,24
37188,0.17,2067,LT,3,414500,GAINESVILLE,23
37308,0.25,1812,LT,3,325600,GAINESVILLE,50
37832,0.19,1450,LT,3,322200,GAINESVILLE,30
44467,0.38,2085,LT,4,410600,ST. JOHN'S,25
44470,0.26,2128,LT,4,426400,ST. JOHN'S,25
44556,0.23,2177,LT,3,388100,ST. JOHN'S,23
46053,0.1,2340,UN,3,298100,GAINESVILLE,19
46262,0.5,2243,LT,4,480900,GAINESVILLE,94
46319,0.16,2445,LT,4,499500,GAINESVILLE,17
46465,0.34,2317,UN,3,316300,GAINESVILLE,57
46697,0.27,1757,UN,3,342400,GAINESVILLE,59
46803,0.43,1528,UN,3,236100,GAINESVILLE,45
46923,0.23,1614,UN,3,257100,GAINESVILLE,58
46966,0.23,1309,UN,3,277000,GAINESVILLE,56
46986,0.26,1939,UN,3,333700,GAINESVILLE,51
47006,0.34,1046,UN,3,186700,GAINESVILLE,51
47281,0.31,1080,UN,3,269300,GAINESVILLE,62
47424,0.32,2050,LT,3,375600,GAINESVILLE,63
48031,0.43,3106,UN,4,629500,GAINESVILLE,57
48151,0.92,2963,UN,4,690900,GAINESVILLE,19
48323,0.53,2172,UN,3,377600,GAINESVILLE,55
48443,0.29,1423,UN,3,386000,GAINESVILLE,64
48821,0.26,2025,UN,4,592300,GAINESVILLE,44
48838,0.21,1515,UN,4,370500,GAINESVILLE,69
49110,0.31,1624,UN,3,316900,GAINESVILLE,44
49193,0.27,950,UN,3,244900,GAINESVILLE,68
49319,0.24,3104,UN,3,489000,GAINESVILLE,67
49382,0.03,1605,UN,3,142800,GAINESVILLE,41
49674,0.45,1510,UN,3,312100,GAINESVILLE,61
50338,0.7,2700,UN,3,314600,GAINESVILLE,59
52462,0.98,5024,UN,4,605000,ST. JOHN'S,43
53192,0.39,3316,LT,5,709100,ST. JOHN'S,17
53581,0.21,1232,UN,3,303800,ST. JOHN'S,46
54002,0.66,2205,UN,4,407800,ST. JOHN'S,27
54062,0.16,2241,LT,4,428600,ST. JOHN'S,19
54085,0.27,2530,LT,4,573600,ST. JOHN'S,22
54503,0.02,1132,UN,3,171900,ST. JOHN'S,40
54580,0.17,1967,LT,4,349500,GAINESVILLE,17
54752,0.13,1108,UN,3,241300,ST. JOHN'S,37
54769,0.12,1074,UN,3,209500,ST. JOHN'S,37
54918,0.05,790,UN,3,31800,ST. JOHN'S,39
55061,0.1,875,UN,3,86100,ST. JOHN'S,42
55230,0.02,1106,UN,3,181900,GAINESVILLE,37
1270,2.57,2809,LT,4,625300,SUWANNEE,18
2060,0.2,1441,LT,3,302900,HIGH SPRINGS,5
2103,0.21,1740,LT,3,361700,HIGH SPRINGS,10
2200,5,1860,AC,3,436500,HIGH SPRINGS,24
2409,5.61,1936,AC,4,475300,HIGH SPRINGS,27
2950,0.34,1316,UN,3,243900,HIGH SPRINGS,30
3242,0.45,1380,UN,3,331400,HIGH SPRINGS,85
3408,0.34,1371,UN,3,83200,HIGH SPRINGS,82
3826,0.17,1580,SF,3,178500,HIGH SPRINGS,84
3846,0.23,1328,SF,3,256300,HIGH SPRINGS,103
3929,0.34,984,LT,3,151100,HIGH SPRINGS,33
4204,0.37,1422,LT,3,281600,HIGH SPRINGS,24
4244,0.2984,1825,LT,3,250500,HIGH SPRINGS,58
7948,0.24,1811,LT,3,314600,NEWBERRY,19
8323,5,2544,AC,3,492000,NEWBERRY,16
8652,0.17,1248,UN,3,217600,NEWBERRY,47
9236,0.24,936,UN,3,215600,NEWBERRY,41
9986,0.32,1963,LT,3,348800,NEWBERRY,16
11174,5.84,2112,AC,3,450500,SUWANNEE,20
12279,1.06,1850,LT,4,336300,ALACHUA,23
12522,0.23,1400,LT,3,149500,SUWANNEE,53
12814,0.17,2224,LT,2,353200,ALACHUA,14
13424,0.21,1006,UN,3,250500,ALACHUA,20
13693,0.18,1233,LT,3,201500,ALACHUA,5
13776,0.29,1107,UN,3,204800,ALACHUA,39
14523,0.5,1323,LT,3,263100,ALACHUA,23
