prop_id,legal_acreage,city_id,yr_blt,living_area,land_type_cd,condition_cd,land_total_acres,sl_price
4318,0.41,1019,1999,1478,LT,3,0.41,225200
4318,0.41,1019,1999,1478,LT,3,0.41,312600
4321,0.25,1019,1999,1192,LT,3,0.25,253300
4356,0.29,1019,2006,1328,LT,3,0.29,242900
4396,1,1019,1979,1344,AC,3,1,255000
4467,0.33,1019,1970,1300,UN,3,0.33,85300
4467,0.33,1019,1970,1300,UN,3,0.33,255100
4467,0.33,1019,1970,1300,UN,3,0.33,250000
4499,0.35,1019,1982,1308,UN,3,0.35,248000
4570,5,0,1929,1050,AC,2,5,101300
4613,2.12,0,1974,2088,AC,3,2.12,329600
4696,6.36,1019,2008,3098,AC,4,6.36,841500
4710,1.01,1019,2004,1963,LT,3,1.01,397300
4728,1.85,1019,2006,2103,LT,3,1.85,440200
4728,1.85,1019,2006,2103,LT,3,1.85,474700
4759,1.16,1019,2005,2151,LT,3,1.16,471500
4834,0.42,0,1958,1112,UN,3,0.42,201500
4842,1.53,1019,2005,2016,LT,3,1.53,373600
4894,1.39,1019,2014,2161,LT,3,1.39,423000
4988,0.54,1019,1994,912,LT,3,0.54,186500
5017,0.3,1019,1982,1144,LT,3,0.3,204700
5048,1.29,1019,1965,1335,LT,3,1.29,235600
5085,0.41,1019,1985,1430,LT,3,0.41,290000
5086,0.4,1019,1977,1323,LT,3,0.4,169800
5091,0.5,1019,1985,1690,LT,3,0.5,273900
5100,0.34,1019,1975,1142,LT,3,0.34,252100
5148,0.23,1019,1984,1308,LT,3,0.23,214400
5171,2.5,1019,2003,3114,AC,4,2.5,530200
5251,0.77,1019,2002,2153,LT,3,0.77,321000
5254,1,1019,2002,1848,LT,3,1,412900
5254,1,1019,2002,1848,LT,3,1,460400
5317,1.41,1019,2005,2808,LT,3,1.41,567300
5329,1.3,1019,2004,2184,LT,3,1.3,456000
5329,1.3,1019,2004,2184,LT,3,1.3,472000
5337,1.06,1019,2004,1989,LT,3,1.06,450000
5375,0.32,1019,2021,2127,LT,NULL,0.32,477100
5395,0.35,1019,2021,2088,LT,4,0.35,460400
5398,0.37,1019,2014,2108,LT,3,0.37,446200
5403,0.37,1019,2020,2178,LT,NULL,0.37,465500
5455,0.29,1019,2021,2088,LT,4,0.29,464300
5523,15,1019,2006,2004,AC,4,15,608400
5541,5.01,1019,2005,1612,AC,3,5.01,415200
5546,5.01,1019,2003,1916,AC,3,5.01,490000
5564,5.01,1019,2017,2729,AC,3,5.01,681800
5709,5,1019,2001,1886,AC,3,5,345100
5790,1.13,0,2005,1754,AC,4,1.13,419000
6039,2.03,1019,1998,1350,AC,3,2.03,248900
6042,3.1,1019,1999,1460,AC,3,3.1,392000
6188,6.58,0,2006,2142,AC,4,6.58,541700
6188,6.58,0,2006,2142,AC,4,6.58,596700
6396,5,0,1977,1425,AC,3,5,325700
6462,3.07,0,2020,2225,AC,NULL,3.07,661500
6666,5,0,1972,1593,AC,3,5,315000
6875,1.77,0,1978,2533,AC,3,1.77,394500
7147,5.09,1022,2015,1584,LT,3,5.09,530000
7370,1.71,0,1929,1228,AC,3,1.71,200800
7476,1,1022,2004,1763,LT,3,1,414000
7662,0.2,1022,2005,1661,LT,3,0.2,291300
7745,0.17,1022,2012,1482,LT,3,0.17,284200
7745,0.17,1022,2012,1482,LT,3,0.17,230000
7788,0.17,1022,2013,1546,LT,3,0.17,308000
7808,0.19,1022,2011,1383,LT,3,0.19,286500
7954,0.28,1022,2004,1693,LT,3,0.28,287900
7997,0.24,1022,2006,1736,LT,3,0.24,300000
8014,0.23,1022,2006,1622,LT,3,0.23,300000
8017,0.23,1022,2006,1555,LT,3,0.23,296100
8017,0.23,1022,2006,1555,LT,3,0.23,315000
8266,10.29,0,2002,2518,AC,4,10.29,680300
8349,0.17,1022,2008,2200,LT,2,0.17,337000
8767,0.21,1022,1979,1296,UN,3,0.21,206200
8830,0.22,1022,2004,1191,UN,3,0.22,215700
8913,0.29,1022,1981,1333,UN,3,0.29,208100
9056,0.37,1022,2006,1686,LT,3,0.37,293000
9328,0.17,1022,1975,1092,UN,3,0.17,201500
9706,0.2,1022,2007,1501,LT,3,0.2,304700
9706,0.2,1022,2007,1501,LT,3,0.2,320000
9720,0.23,1022,2010,1635,LT,3,0.23,292500
9766,6.64,1022,2009,1752,AC,3,6.64,488000
9829,0.31,1022,1985,1368,LT,3,0.31,250500
9846,0.41,1022,1990,1647,LT,3,0.41,247500
9869,0.3,1022,1998,1673,LT,4,0.3,314500
9992,0.32,1022,2004,1504,LT,3,0.32,345000
10161,4.6,0,1997,1664,AC,3,4.6,398500
10304,5.07,0,1990,1772,AC,3,5.07,224600
10490,0.82,0,1999,2565,AC,3,0.82,316100
10553,3.22,1022,2018,2687,AC,NULL,3.22,633600
10722,10.67,1022,1982,1026,AC,5,10.67,523100
11578,5.01,0,1995,1847,AC,3,5.01,509500
11701,21.69,0,2004,1665,AC,3,21.69,615000
11804,1.32,0,2005,1947,AC,3,1.32,391100
11847,5,0,2008,6483,AC,4,5,1106700
12225,1.06,1014,2018,3117,LT,NULL,1.06,686900
12225,1.06,1014,2018,3117,LT,NULL,1.06,700700
12259,1.05,1014,2003,2209,LT,4,1.05,511800
12368,0.16,1019,2017,1739,LT,3,0.16,355400
12391,0.14,1019,2014,1640,LT,3,0.14,335000
12408,0.16,1019,2008,1732,LT,3,0.16,303000
12494,0.4,0,2006,1877,LT,3,0.4,311200
12717,0.18,1014,2005,1922,LT,3,0.18,348300
12803,0.17,1014,2008,1868,LT,2,0.17,283200
12823,0.17,1014,2008,2216,LT,2,0.17,346000
13092,0.14,1014,2006,1008,UN,3,0.14,175000
13384,0.21,1014,1990,1292,UN,3,0.21,223300
13739,0.24,1014,2015,1218,LT,3,0.24,245800
13991,0.18,1014,1976,1052,UN,3,0.18,187400
14137,0.35,1014,1952,1762,LT,3,0.35,281800
14137,0.35,1014,1952,1762,LT,3,0.35,260000
14177,0.1,1014,1950,768,LT,3,0.1,108700
14383,0.19,1014,1977,1008,UN,3,0.19,93900
14383,0.19,1014,1977,1008,UN,3,0.19,185200
14386,0.17,1014,1975,1000,UN,3,0.17,146300
14426,0.11,1014,1935,800,UN,3,0.11,42900
14552,0.23,1014,2005,1532,LT,3,0.23,290300
14555,0.23,1014,2005,1532,LT,3,0.23,294500
14698,0.16,1014,1975,1315,LT,3,0.16,157500
14718,0.21,1014,2005,1166,LT,3,0.21,244700
14781,0.46,1014,1920,1350,LT,3,0.46,210700
14801,0.23,1014,1959,1216,LT,3,0.23,230300
14950,0.45,1014,2015,2072,LT,3,0.45,475200
15013,2.46,1014,1990,1963,AC,4,2.46,427400
15571,0.24,1014,1998,1327,LT,3,0.24,266600
15594,0.33,1014,1997,1710,LT,3,0.33,317200
15860,7.53,1014,1985,2962,AC,3,7.53,542300
16049,0.51,1014,1995,1413,LT,3,0.51,295000
16175,5,0,2009,2280,AC,NULL,5,298900
16218,0.54,1014,1978,1792,UN,3,0.54,207200
16384,1.59,0,2022,1608,AC,NULL,1.59,29600
16384,1.59,0,2022,1608,AC,NULL,1.59,350200
16613,5.01,0,2018,1388,AC,NULL,5.01,377400
16696,5.01,0,2018,3230,AC,NULL,5.01,866100
17028,2.42,0,1993,2072,AC,3,2.42,485100
17277,5.3,0,1975,2480,AC,4,5.3,755000
17297,5.34,0,2000,3171,AC,4,5.34,697800
17443,5.01,0,2007,3361,AC,5,5.01,826200
17443,5.01,0,2007,3361,AC,5,5.01,858500
17672,5.1,0,1999,1735,AC,3,5.1,433500
17692,7,0,2007,1741,AC,3,7,482000
17841,5,0,1999,4199,AC,4,5,1300000
18010,2.54,0,2012,3510,AC,4,2.54,1089000
18070,0.28,0,1983,1554,UN,3,0.28,318700
18110,0.2,0,1984,1566,UN,3,0.2,318400
18213,0.33,0,1987,1681,UN,3,0.33,321100
18253,1,0,1992,1755,UN,3,1,384000
18359,0.21,0,1997,1646,LT,4,0.21,338600
18402,1,0,1998,1352,LT,4,1,299400
18425,0.19,0,2002,1867,LT,4,0.19,347400
18442,0.19,0,2004,1898,LT,4,0.19,360000
18445,0.19,0,2013,1752,LT,3,0.19,379000
18525,2.5,0,1966,2128,AC,3,2.5,128200
18648,0.46,0,2007,2703,LT,4,0.46,612900
18648,0.46,0,2007,2703,LT,4,0.46,710000
18754,0.26,0,2008,2220,LT,4,0.26,396000
18857,0.22,0,2006,1828,LT,3,0.22,341700
18903,0.16,0,2007,1605,LT,3,0.16,304100
18903,0.16,0,2007,1605,LT,3,0.16,340000
18923,0.17,0,2007,1963,LT,3,0.17,413100
18963,0.14,0,2010,1569,LT,3,0.14,366100
18966,0.2,0,2010,1931,LT,4,0.2,401700
19106,2.36,0,2017,2296,AC,4,2.36,654900
19106,2.36,0,2017,2296,AC,4,2.36,742500
19298,1,0,1964,800,AC,3,1,144900
19481,0.35,0,2009,1969,LT,3,0.35,435100
19484,0.35,0,2009,1992,LT,3,0.35,374300
19487,0.35,0,2014,1655,LT,3,0.35,332000
19736,0.05,0,1989,1410,LT,3,0.05,257000
19753,0.05,0,2017,1248,LT,3,0.05,282600
19779,0.05,0,2018,1500,LT,NULL,0.05,319100
19816,0.05,0,2015,1184,LT,3,0.05,259900
19862,0.06,0,1989,1406,LT,3,0.06,278300
19942,0.14,0,1989,1502,UN,3,0.14,290000
20005,1.1,0,1979,2369,UN,4,1.1,300000
20214,0.06,0,2006,1294,LT,3,0.06,271400
20271,0.23,0,2008,2683,LT,4,0.23,595400
20317,0.26,0,2007,2472,LT,4,0.26,448100
20357,0.23,0,1994,1940,LT,4,0.23,401900
20360,0.2,0,1995,1864,LT,4,0.2,367400
20360,0.2,0,1995,1864,LT,4,0.2,358400
20397,0.24,0,2002,1809,LT,4,0.24,376500
20483,0.18,0,2013,1759,LT,4,0.18,379300
20503,0.23,0,2006,1865,LT,4,0.23,372100
20563,0.06,0,2004,1515,LT,4,0.06,309900
20589,0.24,0,1995,2092,LT,4,0.24,446300
20672,0.34,0,1998,2035,LT,4,0.34,487500
20692,0.51,0,2002,2258,LT,4,0.51,548600
20709,0.2,0,2003,1414,LT,3,0.2,292100
20715,0.07,0,2006,1448,LT,3,0.07,259100
20792,5.18,0,2017,2733,AC,5,5.18,1339800
20798,2,0,1992,6495,AC,5,2,1326300
20838,0.36,0,2006,2378,LT,4,0.36,530300
20858,0.39,0,2012,2904,LT,4,0.39,622000
20875,0.4,0,2007,2527,LT,4,0.4,596300
20898,1.76,0,1979,2483,AC,3,1.76,187300
20898,1.76,0,1979,2483,AC,3,1.76,229000
20918,0.58,0,1974,1646,UN,3,0.58,274800
20921,1.4,0,1973,2040,UN,3,1.4,300600
20938,1,0,1997,2664,LT,4,1,611900
21001,1,0,1994,3071,LT,4,1,675700
21087,0.31,0,2002,3234,LT,4,0.31,785800
21127,0.3683,0,2003,1741,LT,5,0.3683,636900
21167,0.19,0,2005,2446,LT,4,0.19,617000
21187,0.1,0,2003,1672,LT,3,0.1,385100
21187,0.1,0,2003,1672,LT,3,0.1,402000
21233,0.19,0,2004,2437,LT,4,0.19,618000
21273,0.14,0,2006,2995,LT,4,0.14,663800
21333,0.17,0,2007,2013,LT,4,0.17,455500
21339,0.48,0,2009,3730,LT,5,0.48,975200
21356,0.28,0,2013,2184,LT,4,0.28,623700
21605,1.06,0,1980,1192,LT,3,1.06,309700
21608,1.01,0,1980,1207,LT,3,1.01,283200
21688,0.83,0,1974,2884,LT,3,0.83,480800
21708,0.94,0,1973,1446,LT,3,0.94,369700
21711,0.94,0,1973,1516,LT,3,0.94,301300
21734,0.18,0,2016,2453,LT,4,0.18,536800
21774,0.2,0,2006,2322,LT,4,0.2,503800
21797,0.16,0,2006,2463,LT,4,0.16,483800
21817,0.19,0,2015,2546,LT,4,0.19,620000
22146,1.15,0,1973,1884,AC,3,1.15,123400
22146,1.15,0,1973,1884,AC,3,1.15,177000
22146,1.15,0,1973,1884,AC,3,1.15,307100
22269,2.15,1022,2019,2812,AC,NULL,2.15,809300
22481,5.21,0,1992,2176,AC,3,5.21,650700
22584,2.51,0,1986,3000,LT,4,2.51,527500
22584,2.51,0,1986,3000,LT,4,2.51,613700
22627,1.01,0,2001,4271,LT,4,1.01,1005600
22667,1.01,0,2007,4425,AC,6,1.01,1173300
22667,1.01,0,2007,4425,AC,6,1.01,1122000
22687,1.01,0,2014,5361,AC,5,1.01,1519000
22727,1,0,1997,2802,LT,4,1,710800
22790,1.67,0,2002,5412,LT,6,1.67,1334200
22793,1.63,0,2007,5434,LT,6,1.63,1894400
22899,1.03,0,1995,2646,LT,4,1.03,499000
22962,9.7,0,1972,2142,AC,3,9.7,724300
23088,5,1022,1999,2429,AC,4,5,564200
23251,6.12,0,1984,2458,AC,3,6.12,460600
23440,16.12,0,1975,1290,AC,3,16.12,362100
23520,4.07,0,1979,2021,AC,3,4.07,307500
24834,1.29,0,1965,1304,UN,3,1.29,16600
24914,0.57,1015,1950,1420,UN,3,0.57,100100
25106,0.42,1015,1960,696,UN,2,0.42,50600
25106,0.42,1015,1960,696,UN,2,0.42,37200
25163,1.06,1015,2001,1752,AC,3,1.06,283300
25186,0.29,1015,1963,520,UN,2,0.29,84400
25209,0.2,1015,1977,1040,UN,3,0.2,159300
25624,0.33,1015,1984,960,UN,3,0.33,162000
25624,0.33,1015,1984,960,UN,3,0.33,179900
25896,9.23,0,1984,1316,AC,3,9.23,241600
27181,2.85,0,1950,3218,AC,3,2.85,346900
27582,3.26,0,1999,1756,AC,3,3.26,450000
27868,5.45,0,1993,1449,AC,3,5.45,365400
27871,5.37,0,1995,2701,AC,4,5.37,589400
27934,0.5,1014,1997,1792,UN,4,0.5,329700
28326,0.45,1014,1978,2686,LT,4,0.45,480000
28357,0.18,1014,1979,2399,LT,3,0.18,272400
28389,0.82,1014,1979,2979,LT,4,0.82,484100
28412,0.14,1014,1980,1520,LT,3,0.14,235000
28420,0.52,1014,1994,2712,LT,4,0.52,461900
28429,0.42,1014,1985,2652,LT,4,0.42,405000
28429,0.42,1014,1985,2652,LT,4,0.42,453000
28440,0.47,1014,1985,3435,UN,4,0.47,530100
28455,0.18,1014,2004,1609,LT,4,0.18,343000
28480,0.3,1014,2006,2774,LT,4,0.3,555300
28512,0.33,1014,2005,2221,LT,4,0.33,377400
28523,0.3,1014,2021,2597,LT,NULL,0.3,566400
28540,0.32,1014,2005,2514,LT,4,0.32,459400
28555,0.09,1014,2007,1420,LT,3,0.09,306800
28558,0.09,1014,2007,1420,LT,3,0.09,290000
28575,0.11,1014,2007,1598,LT,3,0.11,332800
28575,0.11,1014,2007,1598,LT,3,0.11,333600
28581,0.12,1014,2010,1371,LT,3,0.12,271700
28583,0.09,1014,2012,1494,LT,3,0.09,282800
28603,0.11,1014,2007,1420,LT,3,0.11,285000
28606,0.11,1014,2006,1287,LT,3,0.11,288700
28641,0.12,1014,2009,1442,LT,3,0.12,305000
28658,0.18,1014,1998,1681,LT,4,0.18,323300
28669,0.18,1014,2003,1516,LT,3,0.18,314800
28684,0.19,1014,2002,1841,LT,3,0.19,295500
28701,0.17,1014,2004,1785,LT,3,0.17,320000
28807,0.24,1014,2005,1966,LT,4,0.24,368600
28815,0.21,1014,2000,1754,LT,4,0.21,378300
28870,0.22,1014,2004,1816,LT,4,0.22,332000
28955,0.05,1014,1981,1198,UN,3,0.05,228000
28956,0.05,1014,1981,1198,UN,3,0.05,214900
28958,0.05,1014,1981,1573,UN,3,0.05,242200
28970,0.06,1014,1980,1258,UN,3,0.06,196900
28975,0.04,1014,1981,900,UN,3,0.04,167200
28998,0.26,1014,2006,2305,LT,4,0.26,433500
29013,0.24,1014,1999,2350,LT,4,0.24,474400
29159,0.12,1014,2022,1358,LT,NULL,0.12,301600
29159,0.12,1014,2022,1358,LT,NULL,0.12,335000
29162,0.14,1014,2004,1269,LT,4,0.14,281900
29305,0.06,1014,2005,1830,LT,3,0.06,284800
29308,0.06,1014,2005,1706,LT,3,0.06,280300
29331,0.18,1014,2003,1675,LT,3,0.18,335800
29333,0.18,1014,2003,1530,LT,3,0.18,300800
29353,0.14,1014,2002,1546,LT,3,0.14,286000
29393,0.2,1014,2000,1894,LT,4,0.2,296300
29411,0.6,1014,2006,2289,LT,4,0.6,450000
29436,0.2,1014,2002,1231,LT,3,0.2,280000
29497,0.24,1014,2002,1502,LT,3,0.24,297600
29577,0.5,1014,1999,1568,UN,3,0.5,292500
29580,0.51,1014,1977,1248,UN,3,0.51,259800
29625,0.39,1014,1982,1625,UN,3,0.39,324200
29640,0.36,1014,1979,2542,UN,4,0.36,396600
29640,0.36,1014,1979,2542,UN,4,0.36,387100
29648,0.34,1014,1981,2181,UN,3,0.34,371300
29660,0.4,1014,1978,1642,UN,3,0.4,313300
29665,0.38,1014,1995,2174,UN,4,0.38,335600
29700,0.19,1014,1999,1550,UN,3,0.19,289400
29703,0.35,1014,1997,1493,UN,3,0.35,281400
29708,0.19,1014,1997,1499,UN,3,0.19,291300
29751,0.23,1014,1978,1023,UN,3,0.23,251200
29768,0.21,1014,1997,1409,UN,3,0.21,287500
29786,0.22,1014,1997,1374,UN,3,0.22,302500
29809,0.39,1014,1997,2274,LT,4,0.39,396100
29823,0.25,1014,1996,2253,LT,4,0.25,375000
29834,0.24,1014,2001,1885,LT,3,0.24,358400
29929,0.64,1014,2023,1482,UN,NULL,0.64,81600
29954,1,1014,1999,2234,LT,4,1,431200
29957,1.97,1014,2006,2313,LT,4,1.97,445600
29960,1.02,1014,1989,3030,LT,4,1.02,649900
30115,0.14,1017,1995,1271,LT,3,0.14,212500
30126,0.1,1017,1990,1372,LT,3,0.1,212600
30138,0.1,1017,2007,1248,LT,3,0.1,224900
30184,0.11,1017,1983,1056,LT,3,0.11,195000
30304,0.1,1017,1981,1224,LT,3,0.1,198100
30329,0.14,1017,1984,1152,LT,3,0.14,220200
30349,0.1,1017,1985,1488,LT,3,0.1,202300
30370,0.11,1017,1983,1392,LT,3,0.11,205900
30475,0.15,1017,1985,1152,LT,3,0.15,196000
30496,0.1,1017,1986,1152,LT,3,0.1,190800
30533,0.11,1017,1985,1152,LT,3,0.11,203000
30538,0.11,1017,1986,672,LT,3,0.11,152200
30559,0.09,1017,1984,720,LT,3,0.09,132800
30581,2.41,0,1976,2341,AC,3,2.41,387500
30661,0.5,1014,1981,1896,UN,3,0.5,326200
30730,0.64,1017,1993,1950,LT,4,0.64,381200
30739,0.43,1017,1993,2383,LT,4,0.43,489200
30744,0.39,1017,1993,2282,LT,4,0.39,454500
30770,0.54,1017,1994,3008,LT,4,0.54,489300
30793,0.49,1017,2000,2573,LT,4,0.49,545700
30810,0.83,1017,1999,3109,LT,4,0.83,647000
30825,0.39,1017,1998,2982,LT,4,0.39,512400
30871,0.06,1017,1997,1534,UN,3,0.06,218000
30954,0.06,1017,2002,1545,LT,3,0.06,247200
30971,0.06,1017,2002,1348,LT,3,0.06,226600
30973,0.06,1017,2002,1348,LT,3,0.06,246800
30974,0.06,1017,2002,1545,LT,3,0.06,253700
30991,0.06,1017,2003,1488,LT,3,0.06,292500
31037,0.06,1017,2006,1207,LT,3,0.06,227700
31057,0.06,1017,2004,1545,LT,3,0.06,269500
31062,0.06,1017,2005,1327,LT,3,0.06,228000
31074,0.06,1017,2004,1545,LT,3,0.06,290000
31079,0.06,1017,2005,1207,LT,3,0.06,233600
31094,0.02,1017,2021,1472,LT,NULL,0.02,39700
31094,0.02,1017,2021,1472,LT,NULL,0.02,241800
31097,0.02,1017,2021,1472,LT,NULL,0.02,40100
31097,0.02,1017,2021,1472,LT,NULL,0.02,260800
31100,0.06,1017,1998,1207,UN,3,0.06,239700
31160,0.05,1017,1989,1149,UN,3,0.05,194000
31180,0.05,1017,1996,1400,UN,3,0.05,230000
31183,0.04,1017,1996,1418,UN,3,0.04,237200
31200,0.03,1017,1986,1097,UN,3,0.03,203000
31240,0.25,1017,1996,2010,LT,4,0.25,400000
31245,0.39,1017,1999,2014,LT,4,0.39,486100
31283,0.26,1017,1998,2476,LT,4,0.26,495100
31288,0.37,1017,2000,2292,LT,4,0.37,450300
31311,0.14,1017,2013,2137,LT,3,0.14,420400
31311,0.14,1017,2013,2137,LT,3,0.14,420400
31326,0.15,1017,2009,1635,LT,3,0.15,330400
31349,0.13,1017,2014,2145,LT,3,0.13,419400
31354,0.13,1017,2011,1616,LT,3,0.13,325900
31366,0.13,1017,2012,1624,LT,3,0.13,334300
31369,0.15,1017,2013,2655,LT,3,0.15,461800
31371,0.13,1017,2014,1897,LT,3,0.13,382200
31386,0.13,1017,2014,2797,LT,3,0.13,476000
31411,0.13,1017,2015,1942,LT,3,0.13,383600
31432,0.15,1017,2008,1836,LT,3,0.15,367000
31454,0.14,1017,2014,2572,LT,3,0.14,480300
31474,0.11,1017,2009,1697,LT,3,0.11,357800
31512,0.2,1017,2014,1821,LT,4,0.2,402900
31515,0.18,1017,2013,2202,LT,4,0.18,416500
31620,0.23,1017,1977,1076,UN,3,0.23,228700
31686,0.27,1017,1976,998,UN,3,0.27,170700
31784,0.33,1017,1981,1378,UN,3,0.33,248500
31786,0.33,1017,1986,1332,UN,3,0.33,252800
31789,0.47,1017,1980,2615,UN,3,0.47,359800
31792,0.34,1017,1981,1509,UN,3,0.34,289700
31824,0.32,1017,1979,2064,UN,3,0.32,340000
31829,0.29,1017,1979,1560,UN,3,0.29,290600
31832,0.31,1017,1979,1608,UN,3,0.31,200000
31927,0.45,1017,1974,1828,UN,3,0.45,357200
31953,0.57,1017,1974,2291,UN,3,0.57,250500
31953,0.57,1017,1974,2291,UN,3,0.57,427700
31970,0.43,1017,1974,1928,UN,3,0.43,344200
31975,0.44,1017,1974,2072,UN,3,0.44,340000
32056,0.33,1017,1975,1524,UN,3,0.33,285000
32058,0.31,1017,1977,1543,UN,3,0.31,281600
32104,0.33,1017,1977,1508,UN,3,0.33,284300
32116,0.39,1017,1979,1579,UN,3,0.39,296400
32164,0.3,1017,1980,1435,UN,3,0.3,318500
32179,0.24,1017,1979,918,UN,3,0.24,193900
32196,0.25,1017,1982,1606,UN,3,0.25,257700
32202,0.25,1017,1980,1400,UN,3,0.25,270000
32204,0.35,1017,2017,1607,UN,3,0.35,336900
32222,0.23,1017,1978,1323,UN,3,0.23,191800
32224,0.38,1017,1978,1568,UN,3,0.38,204900
32242,0.26,1017,1978,1046,UN,3,0.26,183500
32244,0.26,1017,1978,1108,UN,3,0.26,219200
32250,0.26,1017,1983,1786,UN,3,0.26,284100
32290,0.25,1017,1974,1170,UN,3,0.25,193800
32310,0.25,1017,1974,1118,UN,3,0.25,259500
32328,0.25,1017,1974,1118,UN,3,0.25,183700
32328,0.25,1017,1974,1118,UN,3,0.25,266700
32333,0.25,1017,1974,1572,UN,3,0.25,273700
32370,0.25,1017,1974,1548,UN,3,0.25,278100
32370,0.25,1017,1974,1548,UN,3,0.25,279000
32425,0.24,1017,1975,1350,UN,3,0.24,222800
32428,0.25,1017,1976,1056,UN,3,0.25,213500
32453,0.25,1017,1975,1410,UN,3,0.25,279600
32468,0.24,1017,1975,1170,UN,3,0.24,238800
32491,0.25,1017,1975,1118,UN,3,0.25,261100
32508,0.25,1017,1976,1148,UN,3,0.25,268000
32562,0.29,1017,1979,1078,UN,3,0.29,232800
32576,0.25,1017,1978,1247,UN,3,0.25,236000
32602,0.25,1017,1976,1442,UN,3,0.25,276400
32619,0.25,1017,1977,1370,UN,3,0.25,292800
32700,0.25,1017,1980,1257,UN,3,0.25,242700
32700,0.25,1017,1980,1257,UN,3,0.25,269700
32742,0.25,1017,1980,1265,UN,3,0.25,271100
32866,0.01,1017,1984,629,UN,3,0.01,50100
33020,0.29,1017,1994,1737,LT,3,0.29,371500
33054,0.29,1017,1996,1758,LT,4,0.29,370200
33060,0.19,1017,1995,1480,LT,4,0.19,312000
33075,0.11,1017,2008,1256,LT,3,0.11,293800
33140,0.21,1017,1988,1243,UN,3,0.21,216500
33143,0.23,1017,1988,1219,UN,3,0.23,289100
33181,0.22,1017,1994,1551,LT,4,0.22,335000
33221,0.14,1017,1997,1634,LT,3,0.14,278500
33241,0.12,1017,2000,1512,LT,3,0.12,325000
33284,0.17,1017,1995,2055,LT,4,0.17,390300
33346,0.21,1017,1999,1890,LT,3,0.21,371900
33347,0.26,1017,1998,1585,LT,4,0.26,372000
33352,0.22,1017,1997,1885,LT,3,0.22,391200
33404,0.16,1017,1986,1338,UN,3,0.16,311100
33424,0.11,1017,1989,1344,UN,3,0.11,252800
33475,0.04,1017,1985,956,UN,3,0.04,179200
33550,0.05,1017,1988,1192,UN,3,0.05,230000
33573,0.05,1017,1987,1185,UN,3,0.05,222200
33638,0.25,1017,1991,1838,UN,3,0.25,321100
33641,0.14,1017,1991,1356,UN,3,0.14,311300
33661,0.18,1017,1992,1885,LT,3,0.18,365000
33684,0.27,1017,1990,2356,UN,4,0.27,402900
33701,0.23,1017,1993,2397,LT,4,0.23,462500
33747,0.21,1017,1993,2269,LT,3,0.21,411100
33762,0.21,1017,1993,1722,LT,3,0.21,332200
33799,0.21,1017,1996,1322,LT,3,0.21,233300
33805,0.23,1017,1996,1636,LT,3,0.23,325100
33805,0.23,1017,1996,1636,LT,3,0.23,317600
33824,0.26,1017,1996,1520,LT,3,0.26,320000
33902,0.19,1017,1995,1646,LT,3,0.19,339000
33948,0.2,1017,1996,1322,LT,3,0.2,297700
33991,0.39,1017,1993,1999,LT,4,0.39,495100
33993,0.34,1017,1994,2784,LT,4,0.34,599000
34008,0.25,1017,1997,2110,LT,3,0.25,420000
34031,0.3,1017,1996,2285,LT,3,0.3,410000
34048,0.24,1017,1995,2027,LT,3,0.24,412200
34071,0.67,0,1978,1561,UN,3,0.67,233000
34071,0.67,0,1978,1561,UN,3,0.67,342200
34079,0.42,0,1978,1909,UN,3,0.42,396500
34094,0.35,0,1978,1507,UN,3,0.35,268300
34099,0.42,0,1978,2079,UN,3,0.42,260000
34180,0.52,0,2023,2353,UN,3,0.52,312400
34185,0.35,0,1979,1418,UN,3,0.35,293700
34202,0.48,0,1984,1816,UN,3,0.48,338000
34366,0.39,1017,1992,2470,LT,4,0.39,436100
34491,1.11,0,1976,2598,UN,4,1.11,495100
34600,2.3,0,1961,1684,AC,3,2.3,332800
34643,1.28,0,2003,3215,UN,4,1.28,691200
34698,1.02,0,1985,2493,UN,4,1.02,332800
34698,1.02,0,1985,2493,UN,4,1.02,542200
34741,2.72,0,1987,1628,AC,3,2.72,312000
34801,1.57,0,1998,3856,LT,5,1.57,883200
34804,1.25,0,2000,3384,LT,5,1.25,740700
34809,1.04,0,1999,4600,LT,5,1.04,794000
34904,2.15,0,1980,2498,UN,4,2.15,519900
34912,1.83,0,1986,2958,UN,5,1.83,575000
34932,1.96,0,1981,2576,UN,4,1.96,461500
34944,1.76,0,1994,3030,UN,5,1.76,819200
34949,1.62,0,1979,3322,UN,5,1.62,780000
34950,1.42,0,1981,3029,UN,5,1.42,602400
34952,1.43,0,1983,2648,UN,4,1.43,557000
35050,0.68,0,1974,2490,LT,4,0.68,435400
35055,0.65,0,1973,2984,LT,4,0.65,420400
35075,1.03,0,1973,2920,LT,4,1.03,481200
35093,0.52,0,1979,2253,LT,4,0.52,361900
35135,0.51,0,1984,2271,LT,4,0.51,360000
35262,0.34,0,1999,2095,LT,4,0.34,552600
35267,5.02,0,2005,4857,LT,5,5.02,1341300
35287,0.38,0,1989,1872,UN,4,0.38,361500
35304,0.26,0,1992,1826,UN,4,0.26,357700
35322,0.22,0,1989,1208,UN,3,0.22,269600
35324,0.26,0,1988,1511,UN,3,0.26,340000
35327,0.32,0,1988,1581,UN,3,0.32,300300
35344,0.21,0,1988,1224,UN,3,0.21,288600
35364,0.21,0,1990,1457,UN,3,0.21,309400
35370,0.18,0,1990,1228,UN,3,0.18,276400
