tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median,PRD,COD,PRB,weightedMean,meanRatio,medianRatio
GAINESVILLE,swNewberry_A,1910s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1910s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1910s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1910s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1920s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1930s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1940s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1950s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1960s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1970s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1980s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,1990s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2000s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2010s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_A,2020s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1900s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1910s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1920s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1930s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1940s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1950s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1960s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1970s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1980s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,1990s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2000s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2010s,6.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,1.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,2.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,3.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,4.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,5.0,,,,,,,,,,,,,,,
GAINESVILLE,swNewberry_B,2020s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1900s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1910s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1920s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1930s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1940s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1950s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1960s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1970s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1980s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,1990s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2000s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2010s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Alachua_Main,2020s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1900s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1910s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1920s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1930s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1940s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1950s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1960s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1970s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1980s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,1990s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2000s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2010s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Archer,2020s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1900s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1910s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1920s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1930s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1940s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1950s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1960s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,3.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,4.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,5.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1970s,6.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1980s,1.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1980s,2.0,,,,,,,,,,,,,,,
HAWTHORNE,Buck_Bay,1980s,3.0,,,,,,,,,,,,,,,
