tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median,PRD,COD,PRB,weightedMean,meanRatio,medianRatio
LACROSSE,CarolEstates,1920s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1920s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1930s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1940s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1950s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1960s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1970s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1980s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,1990s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2000s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2010s,6.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,1.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,2.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,3.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,4.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,5.0,,,,,,,,,,,,,,,
LACROSSE,CarolEstates,2020s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1900s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1910s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1920s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1930s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1940s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1950s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1960s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1970s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1980s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,1990s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2000s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2010s,6.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,1.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,2.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,3.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,4.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,5.0,,,,,,,,,,,,,,,
LACROSSE,Duck_Pond,2020s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1900s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1910s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1920s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1930s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1940s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1950s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1960s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1970s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1980s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,1990s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2000s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2010s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastGNV,2020s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1900s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1910s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1920s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1930s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1940s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1950s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1960s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1970s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1980s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,1990s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2000s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2010s,6.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,1.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,2.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,3.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,4.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,5.0,,,,,,,,,,,,,,,
LACROSSE,EastMidtownEastA,2020s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1900s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1910s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1920s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1930s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1940s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1950s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1960s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1970s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1980s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,4.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,5.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,1990s,6.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,2000s,1.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,2000s,2.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,2000s,3.0,,,,,,,,,,,,,,,
LACROSSE,Gainesvilleish_Region,2000s,4.0,,,,,,,,,,,,,,,
