prop_id,legal_acreage,city_id,yr_blt,living_area,land_type_cd,condition_cd,sl_price
50819,0.03,1016,1998,1588,LT,4,238400
50835,0.02,1016,1999,1584,LT,4,258300
50836,0.02,1016,1999,1736,LT,4,277200
50876,0.02,1016,2000,1736,LT,4,282000
50879,0.02,1016,2000,941,LT,4,237600
50915,0.02,1016,2001,1588,LT,4,223500
50984,0.02,0,1982,1016,UN,3,94800
50985,0.02,0,1982,1016,UN,3,150200
51021,0.02,0,1982,1016,UN,3,144200
51021,0.02,0,1982,1016,UN,3,65800
51021,0.02,0,1982,1016,UN,3,86100
51022,0.02,0,1982,1016,UN,3,166600
51044,0.02,0,1982,1016,UN,3,149900
51045,0.02,0,1982,1016,UN,3,102100
52173,0.54,0,1977,2352,UN,4,361300
52358,0.93,0,1971,2708,UN,4,480000
52398,2.05,0,2010,1962,UN,4,445600
52398,2.05,0,2010,1962,UN,4,482600
52399,0.24,0,1976,3014,UN,4,506300
52415,0.5,0,1978,1556,UN,3,273900
52438,0.56,0,1974,1673,UN,4,373700
52462,0.98,0,1981,5024,UN,4,605000
52481,1.04,0,1973,3542,UN,4,490000
52542,2.05,0,1972,1914,LT,3,220500
52542,2.05,0,1972,1914,LT,3,391600
52604,0.28,0,1980,1436,UN,3,288700
52604,0.28,0,1980,1436,UN,3,304000
52648,0.29,0,1981,1420,UN,3,316800
52670,0.4,0,1981,1898,UN,3,285700
52750,0.38,0,1976,2432,UN,3,460800
52753,0.37,0,1976,1744,UN,3,322200
52797,0.35,0,1973,2345,UN,3,270400
52814,0.32,0,1980,1806,UN,3,372800
52816,0.39,0,1975,1776,UN,3,340800
52817,0.37,0,1975,1624,UN,3,351600
52854,0.33,0,1978,1894,UN,4,353600
52857,0.37,0,1978,1308,UN,3,232900
52873,0.48,0,1980,1404,UN,3,279500
52916,0.25,0,2000,1575,LT,3,289200
52917,0.25,0,2000,1702,LT,3,321500
52939,2.44,0,2023,4543,AC,NULL,209800
52960,2.87,0,2001,4327,AC,5,895400
53059,2.18,0,1975,2800,AC,2,357200
53086,1.05,0,1990,2023,LT,3,547800
53102,2.5,0,1990,2718,LT,3,710000
53145,0.92,0,2000,2306,LT,4,535900
53168,0.92,0,2004,3511,LT,4,765000
53185,0.38,0,2005,3286,LT,4,621200
53192,0.39,0,2005,3316,LT,4,709100
53225,1.09,0,1981,2048,LT,3,369000
53225,1.09,0,1981,2048,LT,3,420000
53231,1.1,0,1992,1984,LT,3,457900
53288,1,0,2002,3910,LT,4,814000
53377,1.5,0,1974,2273,LT,3,489000
53378,1.5,0,1991,1922,LT,3,453500
53501,0.45,0,1992,2112,UN,4,525400
53520,0.56,0,1988,2609,UN,4,565000
53523,0.43,0,1987,3222,UN,4,663500
53567,0.2,0,1977,1185,UN,3,245000
53567,0.2,0,1977,1185,UN,3,260100
53581,0.21,0,1976,1232,UN,3,303800
53583,0.27,0,1978,1339,UN,3,261000
53626,0.57,0,1977,1468,UN,3,86600
53626,0.57,0,1977,1468,UN,3,314500
53643,0.22,0,1978,1192,UN,3,217900
53650,0.22,0,1978,1359,UN,3,261800
53650,0.22,0,1978,1359,UN,3,260400
53689,0.24,0,1981,1626,UN,3,286400
53709,0.24,0,1981,1475,UN,3,285400
53713,0.24,0,1983,1277,UN,3,257300
53727,0.5,0,1995,3128,LT,4,743400
53809,0.11,0,2001,1260,LT,3,285000
53873,0.2,0,1989,1483,UN,3,320000
53892,0.26,0,1986,1526,UN,3,321900
53912,0.2,0,1990,2162,UN,4,476200
53912,0.2,0,1990,2162,UN,4,510000
53919,0.25,0,1990,1707,UN,4,370400
53919,0.25,0,1990,1707,UN,4,392700
53935,0.2,0,1992,1796,UN,4,313700
53956,0.33,0,1993,2333,UN,4,398300
54002,0.66,0,1995,2205,UN,4,407800
54061,0.16,0,2003,1944,LT,4,398300
54062,0.16,0,2004,2241,LT,4,428600
54064,0.16,0,2004,1944,LT,4,389200
54085,0.27,0,2002,2530,LT,4,573600
54102,0.26,0,2003,3153,LT,4,652100
54141,0.46,0,2003,2922,LT,5,637000
54144,0.38,0,2003,3124,LT,5,618800
54148,0.56,0,2003,4113,LT,5,825000
54148,0.56,0,2003,4113,LT,5,841800
54230,0.31,0,2005,2655,LT,4,570600
54251,0.15,0,2005,1995,LT,4,420500
54270,0.26,0,2004,2640,LT,4,619500
54310,0.68,0,2007,3318,LT,5,728100
54311,0.68,0,2006,3410,LT,5,750000
54499,0.05,0,1984,1012,UN,3,183200
54503,0.02,0,1983,1132,UN,3,80900
54503,0.02,0,1983,1132,UN,3,171900
54519,0.04,0,1984,1016,UN,3,189500
54522,0.06,0,1984,1016,UN,3,174400
54522,0.06,0,1984,1016,UN,3,188000
54542,0.09,0,1982,1185,UN,3,108800
54580,0.17,1016,2005,1967,LT,4,349500
54599,0.18,1016,2005,1759,LT,4,375900
54645,0.17,1016,2015,1754,LT,4,370700
54685,0.26,0,1981,2099,UN,3,328000
54686,0.25,0,1981,1279,UN,3,246600
54709,0.23,0,1982,1321,UN,3,281100
54728,0.16,0,1994,1158,UN,3,232700
54729,0.13,0,1988,1430,UN,3,297000
54752,0.13,0,1986,1108,UN,3,241300
54765,0.13,0,1995,1152,UN,3,245300
54769,0.12,0,1985,1074,UN,3,209500
54772,0.12,0,1985,1100,UN,3,216800
54772,0.12,0,1985,1100,UN,3,170100
54809,0.05,0,1983,788,UN,3,78400
54811,0.07,0,1983,788,UN,3,132000
54871,0.07,0,1983,814,UN,3,65500
54898,0.05,0,1983,1208,UN,3,119000
54914,0.06,0,1983,790,UN,3,124900
54918,0.05,0,1983,790,UN,3,31800
54935,0.09,0,1998,1222,UN,3,240000
55061,0.1,0,1981,875,UN,3,86100
55063,0.07,0,1981,878,UN,3,120000
55064,0.06,0,1981,878,UN,3,124900
55100,0.07,0,1983,868,UN,3,129600
55209,0.03,1016,1987,1370,UN,3,183400
55227,0.02,1016,1987,1106,UN,3,172200
55229,0.03,1016,1987,1106,UN,3,160400
55230,0.02,1016,1987,1106,UN,3,181900
55250,0.03,1016,1987,1370,UN,3,228000
55266,0.02,1016,1987,1370,UN,3,208500
55270,0.02,1016,1987,1106,UN,3,177800
55306,0.03,1016,1987,1370,UN,3,179100
55329,0.03,1016,1987,1106,UN,3,178000
55332,0.03,1016,1987,1106,UN,3,110700
55375,0.03,1016,1987,1370,UN,3,195200
55375,0.03,1016,1987,1370,UN,3,148800
55376,0.03,1016,1987,1370,UN,3,194600
55395,0.03,1016,1987,1370,UN,3,187000
55396,0.03,1016,1987,1370,UN,3,195200
55419,0.03,1016,1987,1106,UN,3,182800
55438,0.02,1016,1987,1370,UN,3,209000
55459,0.07,1016,1985,1240,LT,3,163800
55478,0.09,1016,1985,1683,LT,3,262300
55482,0.04,1016,1985,1020,LT,3,208100
55502,0.04,1016,1985,1250,LT,3,210900
55565,0.04,1016,1985,1250,LT,3,224000
55581,0.06,1016,1985,1685,LT,3,277200
55601,0.35,0,1987,1398,UN,3,323300
55602,0.4,0,1978,2242,UN,3,415000
55604,0.35,0,1977,1904,UN,4,320000
55618,0.35,0,1978,2330,UN,3,350500
55642,0.34,0,1980,2238,UN,4,397200
55648,0.44,0,1978,1822,UN,3,430100
55662,0.48,0,1978,1728,UN,3,375400
55664,0.35,0,1979,2171,UN,4,363200
55667,0.35,0,1981,2020,UN,3,353900
55668,0.35,0,1989,1811,UN,3,440000
55681,0.38,0,1980,2035,UN,3,260000
55685,0.35,0,1986,1692,UN,3,255500
55814,0.02,1016,1985,1361,LT,3,177000
55830,0.03,1016,1985,1361,LT,3,196000
55854,0.03,1016,1985,1321,LT,3,194000
55871,0.03,1016,1985,1321,LT,3,196000
55873,0.03,1016,1985,880,LT,3,120000
55873,0.03,1016,1985,880,LT,3,135000
55893,0.03,1016,1985,1208,LT,3,197800
55896,0.03,1016,1985,1321,LT,3,187300
55897,0.03,1016,1985,1208,LT,3,181300
56431,0.01,1016,1983,900,UN,3,127500
56437,0.02,1016,1984,1046,UN,3,138600
56437,0.02,1016,1984,1046,UN,3,189100
56451,0.02,1016,1985,1094,UN,3,178400
56458,0.01,1016,1985,1094,UN,3,166300
56481,0.01,1016,1984,1094,UN,3,175000
56495,0.01,1016,1985,1046,UN,3,142100
56537,0.01,1016,1983,1138,UN,3,170300
56538,0.01,1016,1983,1042,UN,3,160500
56538,0.01,1016,1983,1042,UN,3,187000
56560,0.01,1016,1982,1042,UN,3,152900
56577,0.01,1016,1983,1062,UN,3,154500
56578,0.02,1016,1983,1032,UN,3,183700
56584,0.01,1016,1985,1046,UN,3,138500
56664,0.02,1016,2005,1200,LT,3,144900
56666,0.02,1016,2005,1200,LT,3,147000
57997,0.27,0,2007,3065,LT,4,628700
57998,0.24,0,2006,1928,LT,4,409100
58011,0.19,0,2006,1970,LT,4,423400
58035,0.06,0,2007,2715,LT,4,413600
58054,0.18,0,2015,1620,LT,4,403900
58058,0.17,0,2014,1929,LT,4,451100
58058,0.17,0,2014,1929,LT,4,475000
58077,0.19,0,2009,1971,LT,4,445900
58081,0.18,0,2009,1740,LT,4,390400
58137,2.02,0,1969,4327,UN,4,703700
58141,1.07,0,1971,2337,LT,3,645800
58144,1.04,0,1973,2193,LT,4,475000
58160,1.06,0,1973,3309,UN,3,560300
58266,1.03,0,1987,2765,LT,4,613100
58326,4.75,0,1973,4155,AC,3,980000
58373,0.08,0,2008,1455,LT,4,298800
58386,0.06,0,2014,1455,LT,4,323300
58389,0.06,0,2013,1471,LT,4,318400
58452,0.53,0,2004,2526,LT,5,685700
58452,0.53,0,2004,2526,LT,5,699000
58469,0.55,0,2006,2762,LT,5,793600
58473,0.52,0,2005,4036,LT,4,992300
58479,0.53,0,2006,2728,LT,4,851300
58532,0.54,0,2015,3398,LT,5,969600
58556,0.58,0,2014,3848,LT,5,1289600
58742,0.9,0,1986,1905,UN,3,331800
58742,0.9,0,1986,1905,UN,3,446100
58808,0.6,0,1986,1814,UN,3,350200
58824,0.53,0,1987,1614,UN,3,353400
58874,0.32,0,1979,1202,UN,3,321400
58891,0.27,0,1979,1248,UN,3,281300
59013,0.27,0,1980,1412,UN,3,294000
59057,0.28,0,1983,1446,UN,3,288700
59057,0.28,0,1983,1446,UN,3,293900
59059,0.27,0,1983,1457,UN,3,331900
59116,0.3,0,1987,1343,UN,3,190000
59116,0.3,0,1987,1343,UN,3,314300
59143,0.21,0,1997,1900,LT,4,361400
59199,0.26,0,2002,2832,LT,4,408300
59206,0.17,0,2002,1707,LT,4,334300
59226,0.17,0,2002,2036,LT,4,424900
59226,0.17,0,2002,2036,LT,4,285000
59243,0.23,0,2002,2440,LT,4,397000
59243,0.23,0,2002,2440,LT,4,440000
59246,0.21,0,2002,2467,LT,4,438900
59246,0.21,0,2002,2467,LT,4,438900
59246,0.21,0,2002,2467,LT,4,455000
59269,0.17,0,2000,1851,LT,4,373300
59289,0.26,0,1998,1856,LT,4,351400
59305,1.04,0,1973,2772,LT,3,413600
59309,1.14,0,1992,3697,UN,5,876800
59431,0.24,0,1987,1529,UN,3,299600
59451,0.27,0,1986,1696,UN,3,352500
59468,0.23,0,1987,2241,UN,4,433700
59474,0.53,0,1986,4042,UN,4,811800
59494,0.1,0,1983,1264,UN,3,230700
59494,0.1,0,1983,1264,UN,3,262900
59498,0.09,0,1983,1293,UN,4,290100
59512,0.1,0,1982,1293,UN,4,240700
59514,0.11,0,1982,1491,UN,4,227300
59515,0.11,0,1983,986,UN,4,193100
59518,0.1,0,1983,986,UN,4,224800
59534,0.11,0,1983,1088,UN,4,160000
59534,0.11,0,1983,1088,UN,4,183100
59551,0.1,0,1983,1058,UN,4,234500
59575,0.11,0,1986,1480,UN,3,283300
59577,0.11,0,1984,1203,UN,3,235200
59594,0.1,0,1986,1275,UN,3,271400
59597,0.12,0,1985,1201,UN,3,318700
59614,0.13,0,1984,1262,UN,3,282000
59638,0.11,0,1983,1196,UN,3,189800
59638,0.11,0,1983,1196,UN,3,294000
59657,0.03,0,1984,1152,UN,3,206400
59660,0.04,0,1984,952,UN,3,198500
59681,0.03,0,1984,1152,UN,3,215000
59703,0.1,0,1991,1420,UN,3,294500
59723,0.1,0,1990,1135,UN,3,269500
59747,0.13,0,1991,1613,UN,4,381200
59747,0.13,0,1991,1613,UN,4,417400
59764,0.23,0,1989,2104,UN,4,398900
59784,0.37,0,1989,2219,UN,4,449800
59786,0.42,0,1989,1918,UN,4,512100
59803,0.38,0,1990,2242,UN,4,514000
59807,0.47,0,1990,2502,UN,4,506600
59847,0.92,0,1989,3382,UN,5,592900
59873,0.44,0,1989,2464,UN,5,496400
59887,0.56,0,1990,2129,UN,5,481200
59912,0.64,0,1989,2896,UN,5,676700
59932,0.72,0,1990,3478,UN,5,765800
59933,0.84,0,1990,3107,LT,5,765700
59973,0.22,0,1986,1313,UN,3,239100
60012,0.27,0,1988,1503,UN,3,337300
60032,0.68,0,1991,4099,UN,5,760000
60039,0.77,0,1990,2809,UN,5,689600
60052,0.25,0,1990,1752,UN,3,439800
60102,0.26,0,1992,1711,UN,4,402800
60122,0.27,0,1992,1822,UN,4,466900
60138,0.2,0,1992,1320,LT,3,390200
60159,0.2,0,1992,2160,LT,3,376100
60161,0.21,0,1992,1536,LT,3,365000
60162,0.23,0,1994,1578,LT,3,254800
60162,0.23,0,1994,1578,LT,3,411100
60178,0.11,0,1995,1883,LT,4,416500
60181,0.11,0,1994,1875,LT,4,409600
60198,0.11,0,1993,1690,LT,4,382600
60218,0.09,0,1995,1400,UN,3,220400
60222,0.04,0,1995,1088,UN,3,189300
60224,0.03,0,1995,1203,UN,3,199200
60225,0.03,0,1995,1203,UN,3,207000
60241,0.03,0,1995,1400,UN,3,226200
60245,0.04,0,1995,1088,UN,3,222500
60281,0.03,0,1995,1400,UN,3,205000
60285,0.04,0,1995,960,UN,3,190900
60287,0.03,0,1995,1400,UN,3,151900
60301,0.03,0,1995,1400,UN,3,220000
60305,0.04,0,1995,1088,UN,3,162000
60308,0.03,0,1995,1400,UN,3,184800
60344,0.33,0,1992,2153,LT,3,574200
60348,0.4,0,1991,2563,LT,3,433500
60596,0.11,0,1998,2805,LT,5,613700
60599,0.11,0,1998,2353,LT,4,421600
60600,0.13,0,1997,2240,LT,5,442100
60659,0.21,0,1995,2188,LT,4,508500
60700,0.22,0,1995,1996,LT,4,528700
60703,0.24,0,1995,2205,LT,4,532700
60703,0.24,0,1995,2205,LT,4,515500
60722,0.41,0,1994,2971,LT,5,757800
60743,0.75,0,1995,4803,LT,5,950000
60765,0.31,0,1993,2000,LT,4,550000
60765,0.31,0,1993,2000,LT,4,532400
60822,0.17,0,1993,2016,LT,4,429400
60842,0.51,0,1991,2805,UN,5,578100
60846,0.51,0,1991,2620,UN,5,721700
60848,0.63,0,1991,2644,UN,5,710500
60865,0.65,0,1991,3856,UN,5,750000
60888,0.58,0,1993,3240,LT,5,815800
60889,0.48,0,1993,2695,LT,5,591000
60929,0.55,0,2001,4263,LT,5,1144600
60931,0.59,0,1997,4408,LT,5,1325000
60948,1.09,0,1995,4532,LT,5,1143500
60952,1.6,0,1994,4429,LT,5,1200000
60971,0.17,0,1994,3113,LT,4,570000
60995,0.04,0,2000,2086,LT,4,385900
61011,0.04,0,2000,1616,LT,3,340000
61011,0.04,0,2000,1616,LT,3,365000
61014,0.07,0,1999,2060,LT,4,503500
61032,0.06,0,1999,1916,LT,4,450000
61032,0.06,0,1999,1916,LT,4,464100
61034,0.06,0,2005,2926,LT,4,592000
61074,0.03,0,2005,1422,LT,4,352300
61098,0.04,0,2004,1820,LT,4,400100
61114,0.13,0,1999,2425,LT,3,512400
61115,0.19,0,1997,2145,LT,4,475000
61134,0.15,0,1998,2065,LT,4,492000
61138,0.11,0,1997,2643,LT,3,459900
61138,0.11,0,1997,2643,LT,3,535000
61158,0.08,0,1997,1432,LT,3,331400
61158,0.08,0,1997,1432,LT,3,353500
61178,0.27,0,1997,2221,LT,4,510000
61184,0.11,0,1996,2139,LT,4,430400
61237,0.54,0,1999,4435,LT,4,742300
61241,0.65,0,1998,3890,LT,5,857600
61260,0.9,0,1999,6504,LT,6,1631000
61261,0.15,0,1998,1848,LT,4,398000
61263,0.14,0,1998,2069,LT,4,455600
61287,0.27,0,2000,2488,LT,4,569000
61303,0.11,0,1999,1856,LT,3,343100
61304,0.15,0,1999,2223,LT,4,402100
61304,0.15,0,1999,2223,LT,4,431700
61306,0.14,0,2000,2179,LT,4,417500
61320,0.11,0,2000,2024,LT,4,456500
61326,0.11,0,1999,1805,LT,4,463900
61343,0.2,0,1999,2558,LT,4,590200
61350,0.2,0,1999,2747,LT,4,690900
61363,0.27,0,1999,2572,LT,4,629400
61406,0.89,0,1999,4550,LT,5,950400
61407,0.77,0,2001,3980,LT,5,938400
61407,0.77,0,2001,3980,LT,5,809000
61449,0.46,0,2001,2804,LT,5,856800
61452,0.62,0,1999,3182,LT,5,830000
61489,0.71,0,2003,4000,LT,5,981000
61489,0.71,0,2003,4000,LT,5,1093500
61492,0.61,0,2003,3573,LT,5,934300
61509,0.63,0,2003,3608,LT,5,1006100
61513,0.63,0,2004,3333,LT,5,835600
61533,0.17,0,2004,2417,LT,4,536200
61533,0.17,0,2004,2417,LT,4,577000
61555,0.61,0,2004,4324,LT,5,1152000
61592,0.31,0,2002,3130,LT,5,740400
61592,0.31,0,2002,3130,LT,5,825000
61598,0.32,0,2001,3129,LT,5,743000
61616,0.32,0,2000,2604,LT,4,613100
61635,0.16,0,2001,1993,LT,4,420500
61681,0.27,0,2001,2944,LT,4,725000
61699,0.18,0,2003,2348,LT,4,504900
61745,0.15,0,2004,2938,LT,4,526800
61764,0.18,0,2003,2386,LT,4,567400
61824,0.39,0,2003,2760,LT,4,615800
61847,0.34,0,2004,3313,LT,5,929000
61848,0.4,0,2005,2798,LT,4,697800
61884,0.2,0,2005,2724,LT,4,588000
61904,0.18,0,2015,2356,LT,4,528900
61908,0.16,0,2005,1975,LT,4,535000
61947,0.16,0,2006,1926,LT,4,379800
61947,0.16,0,2006,1926,LT,4,380000
61950,0.16,0,2006,2277,LT,4,445400
61994,0.06,0,2006,1422,LT,4,272400
62007,0.07,0,2006,1544,LT,4,307500
62322,0.03,0,1984,999,UN,3,126000
62322,0.03,0,1984,999,UN,3,98800
62325,0.06,0,1984,1166,UN,3,191300
62346,0.11,0,1999,1136,UN,3,168000
62385,0.12,0,1983,1016,UN,3,136800
62388,0.05,0,1997,992,UN,3,126000
62412,0.11,0,1983,1144,UN,3,151300
62426,0.05,0,1997,992,UN,3,122300
62429,0.07,0,1983,814,UN,3,113000
62445,0.12,0,1983,1122,UN,3,165000
62468,0.04,0,1983,788,UN,3,82000
62488,0.06,0,1983,788,UN,3,137200
62488,0.06,0,1983,788,UN,3,135100
62511,0.16,0,1983,814,UN,3,143800
62512,0.08,0,1983,814,UN,3,112800
62515,0.2,0,1983,1151,UN,3,124400
62532,0.06,0,1983,980,UN,3,118200
62535,0.12,0,1983,1197,UN,3,121000
62555,0.13,0,1983,1151,UN,3,153900
62571,0.17,0,1985,1377,UN,3,82400
62615,0.07,0,2003,1136,UN,3,131100
62618,0.03,0,2000,1136,UN,3,157800
62635,0.1,0,1984,814,UN,3,101900
62638,0.07,0,1984,814,UN,3,111100
63010,0.16,0,1990,1016,LT,3,221500
63304,0.28,0,1959,962,LT,3,220200
63341,0.06,0,1985,896,LT,3,130400
63342,0.06,0,1984,890,LT,3,154200
63344,0.06,0,1983,890,LT,3,122900
63345,0.06,0,1983,890,LT,3,140300
63362,0.05,0,1992,1016,LT,3,160000
63365,0.05,0,1993,1008,LT,3,145000
63596,0.12,0,2016,3377,LT,4,594700
63610,0.1,0,2019,3431,LT,NULL,584800
63716,1.24,0,1998,2658,LT,4,692300
63739,0.15,0,2006,2057,LT,4,400000
63763,0.15,0,2005,1884,LT,4,387200
63779,0.46,0,2005,2761,LT,4,569000
63782,0.21,0,2008,2963,LT,4,555600
63799,0.22,0,2006,2461,LT,4,468700
63799,0.22,0,2006,2461,LT,4,470400
63845,0.23,0,1997,1555,LT,3,345200
63865,0.31,0,1998,1860,LT,3,380000
63869,0.28,0,1998,1741,LT,3,351100
63882,0.23,0,1997,1352,LT,3,296900
63883,0.24,0,1998,1636,LT,3,326200
63885,0.23,0,1998,1396,LT,3,304900
63906,0.3,0,2000,1783,LT,3,386500
63928,0.29,0,1999,1464,LT,3,232300
63948,0.29,0,2001,1426,LT,3,307300
63965,0.25,0,2001,2101,LT,3,371900
64008,0.25,0,2002,1676,LT,3,327100
64011,0.27,0,2002,1617,LT,3,343700
64028,0.28,0,2001,1410,LT,3,311900
64071,0.23,0,1997,1673,LT,4,337000
64072,0.23,0,1997,1558,LT,4,333900
64091,0.18,0,1997,1570,LT,4,326600
64114,0.24,0,1997,1932,LT,4,357700
64132,0.22,0,1998,1558,LT,4,286900
64132,0.22,0,1998,1558,LT,4,354600
64135,0.2,0,2000,1558,LT,4,323500
64137,0.21,0,1998,1672,LT,4,356500
64157,0.19,0,1999,1670,LT,4,318000
64158,0.19,0,1999,1770,LT,4,396100
64178,0.19,0,1998,1533,LT,4,330800
64234,0.26,0,2000,2342,LT,4,431600
64260,0.25,0,1999,2201,LT,4,435600
64277,0.31,0,2001,2008,LT,4,430700
64277,0.31,0,2001,2008,LT,4,364300
64281,0.19,0,2001,1558,LT,4,345000
64300,0.18,0,2001,1546,LT,4,342000
64304,0.2,0,2001,1752,LT,4,331500
64317,0.25,0,2002,1553,LT,4,331800
64320,0.29,0,2005,2128,LT,4,429600
64321,0.24,0,2003,1904,LT,4,422900
64324,0.18,0,2003,1678,LT,4,368000
64340,0.26,0,2003,1892,LT,4,390000
64343,0.18,0,2002,1763,LT,4,349500
64360,0.54,0,2002,2593,LT,4,500200
64380,0.19,0,2002,1720,LT,4,354000
64383,0.18,0,2002,1739,LT,4,376100
64403,0.19,0,2003,2161,LT,4,468700
64404,0.23,0,2002,1879,LT,4,375700
64404,0.23,0,2002,1879,LT,4,411000
64427,1,0,1977,1530,LT,3,279300
64463,1,0,1983,1576,LT,3,295000
64466,1,0,1983,1636,LT,3,297100
64526,10.11,0,1998,4295,AC,5,1183900
64736,0.17,0,2013,1999,LT,4,409800
64738,0.17,0,2011,2020,LT,4,440400
64779,0.18,0,2010,2020,LT,4,419300
64781,0.16,0,2013,2277,LT,4,445900
64798,0.15,0,2013,1844,LT,4,394900
64801,0.15,0,2010,1794,LT,4,399800
64805,0.15,0,2013,1899,LT,4,420000
64818,0.14,0,2011,1794,LT,4,404400
64844,0.13,0,2010,1724,LT,4,355300
64864,0.15,0,2008,1730,LT,4,379300
64885,0.15,0,2011,1956,LT,4,438800
64885,0.15,0,2011,1956,LT,4,408700
64901,0.13,0,2012,1873,LT,4,377600
64921,0.15,0,2010,1688,LT,4,371300
64941,0.15,0,2010,1688,LT,4,361200
64967,0.18,0,2004,3024,LT,4,370000
64967,0.18,0,2004,3024,LT,4,529700
64990,0.17,0,2005,1792,LT,4,344500
65008,0.17,0,2004,1504,LT,4,353300
65031,0.17,0,2005,1637,LT,4,326300
65031,0.17,0,2005,1637,LT,4,345800
65047,0.13,0,2005,1894,LT,4,366300
65048,0.13,0,2005,2112,LT,4,394100
65050,0.17,0,2005,2298,LT,4,444100
65051,0.13,0,2005,2265,LT,4,445800
65054,0.13,0,2005,2265,LT,4,410400
65087,0.19,0,2006,2242,LT,4,400400
65093,0.19,0,2006,3136,LT,4,630000
65110,0.17,0,2005,1926,LT,4,391600
65117,0.22,0,2006,1814,LT,4,360900
65153,0.22,0,2007,2112,LT,4,428600
65170,0.2,0,2009,1813,LT,4,368700
65197,0.2,0,2007,1890,LT,4,376500
65200,0.2,0,2006,2246,LT,4,410800
65240,0.17,0,2008,2165,LT,4,451000
65299,0.22,0,2010,1982,LT,4,437400
65316,0.15,0,2010,1609,LT,4,359100
65339,0.15,0,2009,1608,LT,4,380000
65343,0.13,0,2012,2082,LT,4,415300
65385,0.15,0,2013,1527,LT,4,349500
65386,0.13,0,2013,1577,LT,4,385600
65403,0.16,0,2012,1811,LT,4,472100
65635,0.67,0,1983,2799,UN,4,556000
65638,0.48,0,1986,2489,UN,4,506800
65654,1.06,0,1996,3083,UN,4,540000
65658,0.53,0,1973,3518,UN,4,386300
65674,0.45,0,1975,1889,UN,3,388700
65674,0.45,0,1975,1889,UN,3,405000
65678,0.53,0,1969,2007,UN,3,379600
65737,0.64,0,1983,5406,UN,4,857500
65754,0.46,0,1974,2387,UN,3,415000
65778,1.27,0,1974,2023,UN,4,367500
65781,4.05,0,1976,4464,UN,4,617500
65821,1.27,0,1950,2093,AC,3,322500
65900,0.26,0,1973,960,UN,3,188300
66026,0.23,0,2000,1402,LT,3,298000
66027,0.23,0,2000,1494,LT,3,355000
66029,0.23,0,2000,1833,LT,3,308700
66029,0.23,0,2000,1833,LT,3,351500
66069,0.31,0,1972,1632,UN,3,337300
66130,0.29,0,1973,1323,UN,3,280500
66133,0.47,0,1961,1960,UN,3,293900
66175,0.88,0,1973,2027,UN,3,320000
66199,0.46,0,1971,1384,UN,3,128800
66199,0.46,0,1971,1384,UN,3,300000
66215,0.65,0,1972,1706,UN,3,307700
66295,1.01,0,1987,1847,UN,3,334400
66295,1.01,0,1987,1847,UN,3,342200
66302,5.6,0,1986,1881,UN,4,533300
66842,0.49,0,1978,3791,UN,4,530300
66902,0.2,0,2000,1696,LT,5,446100
66903,0.19,0,1999,1696,LT,5,278000
66966,0.28,0,1959,1345,UN,3,244700
66969,0.29,0,1957,1170,UN,3,241300
67006,0.68,0,1958,1643,UN,3,334500
67032,0.4,0,1955,986,UN,3,130100
67148,0.63,0,1956,1326,UN,3,261000
67174,0.22,1016,2009,1760,LT,4,405000
67175,0.21,1016,2004,2891,LT,4,459400
67175,0.21,1016,2004,2891,LT,4,453900
67235,0.34,1016,2007,3206,LT,4,565600
67238,0.24,1016,2009,2416,LT,4,462200
67795,0.12,1016,1995,1542,UN,3,284900
67816,0.12,1016,1995,1343,UN,3,261100
67842,0.11,1016,1996,1354,UN,3,272600
67905,0.05,1016,1989,844,UN,3,77000
67905,0.05,1016,1989,844,UN,3,131300
67922,0.05,1016,1988,976,UN,3,167800
67945,0.15,1016,1988,1102,UN,3,200300
67948,0.15,1016,1988,1014,UN,3,266600
67948,0.15,1016,1988,1014,UN,3,231000
67965,0.09,1016,1986,1206,UN,3,155300
67981,0.09,1016,1985,908,UN,3,160000
68005,0.05,1016,1988,844,UN,3,122400
68008,0.05,1016,1988,887,UN,3,140100
68542,0.73,1016,1964,976,AC,3,101800
69236,4.34,0,1996,2460,AC,4,705500
69375,3.06,0,2006,2257,AC,4,693200
69382,1.62,0,1997,1519,LT,3,355300
69382,1.62,0,1997,1519,LT,3,407900
69398,1.13,0,1993,1443,LT,3,310900
69399,1.52,0,1996,1596,LT,3,352900
69439,1.04,0,1990,1664,LT,3,435000
69464,1.13,0,2000,2070,LT,3,392000
69464,1.13,0,2000,2070,LT,3,422500
69508,1,0,2011,1790,LT,3,435000
69541,1.56,0,1997,2349,LT,3,450800
69668,1.38,0,2006,2007,LT,4,490900
69670,1.22,0,2004,2197,LT,4,543900
69707,1,0,2008,1860,LT,3,235800
69731,1,0,2007,1417,LT,3,315700
69922,1,0,2004,1662,LT,3,376200
69923,1,0,2004,1676,LT,3,380200
69923,1,0,2004,1676,LT,3,414100
69966,1.1,0,2005,1782,LT,3,389000
69986,1,0,2006,1719,LT,3,391600
69999,1,0,2006,1781,LT,3,337700
70003,2.52,0,2016,1890,LT,3,429000
70019,1.12,0,2005,1801,LT,3,390300
70025,1.72,0,2018,2226,LT,3,616500
70043,1.06,0,2007,1639,LT,3,375400
70102,1.01,0,2006,1781,LT,3,422800
70311,1,0,2004,2667,UN,4,493400
