prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,in_subdivision,percent_good,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,A,B,C,D,E,F,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
60946,1.05,3951,5.0,ST. JOHN'S,998600,2010,100,1869.0,1993,2023,0,2082.0,337.0,675.0,12,29,0,0,4.0,27953,820857.0,1.2706098523120282,-82.444667,29.61501,06860-270-007,True,0.88,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.59331005051546,800754.7909368589,828707.7909368589,-169892.20906314114,-20102.20906314114,169892.20906314114,20102.20906314114,0.8298696083886029
60970,0.16,2926,4.0,ST. JOHN'S,529900,2000,100,2547.5,1995,2023,0,378.0,384.5,748.0,22,27,0,0,3.5,1927,448488.0,0.1936167393999281,-82.439785,29.611329,06860-280-010,True,0.78,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.06040346720947,469960.2836340863,471887.2836340863,-58012.716365913686,21472.283634086314,58012.716365913686,21472.283634086314,0.8905213882507762
60984,0.05,1992,4.0,ST. JOHN'S,407700,2002,100,993.0,1998,2023,0,999.0,219.0,600.0,20,24,0,0,2.0,96,346449.0,0.06050523106247753,-82.437401,29.607299,06860-290-007,True,0.8,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.68259761562281,322093.64834839053,322189.64834839053,-85510.35165160947,-24355.351651609468,85510.35165160947,24355.351651609468,0.7902615853529323
61025,0.03,1710,4.0,ST. JOHN'S,351400,2003,100,716.0,2003,2023,0,994.0,54.0,280.0,19,19,0,0,2.0,1046,297644.0,0.036303138637486514,-82.437697,29.609244,06860-290-050,True,0.81,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.55213290241516,282697.557124509,283743.557124509,-67656.44287549099,-14946.44287549099,67656.44287549099,14946.44287549099,0.8074660134448179
74613,0.12,423,1.0,GAINESVILLE,82400,2010,100,423.0,1949,2023,0,0.0,0.0,0.0,12,73,0,0,1.0,1604,68436.0,0.14521255454994605,-82.3358,29.689596,08070-000-000,True,0.88,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.945847784714882,56718.050198937126,58322.050198937126,-24077.949801062874,-11717.949801062874,24077.949801062874,11717.949801062874,0.7077918713463244
74727,0.62,720,3.0,GAINESVILLE,107000,1974,100,720.0,1947,2023,0,0.0,0.0,0.0,30,75,0,0,1.0,449,90501.0,0.7502648651747214,-82.337243,29.69028,08146-000-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.761213745663191,128182.9405604745,128631.9405604745,21631.940560474497,37681.9405604745,21631.940560474497,37681.9405604745,1.2021676687894813
75161,0.2,1269,3.0,GAINESVILLE,200700,1985,100,945.0,1965,2023,0,0.0,372.0,0.0,30,57,0,0,1.0,748,169847.0,0.24202092424991012,-82.302727,29.679107,08197-004-005,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.0760870338134,175621.61305944278,176369.61305944278,-24330.38694055722,5774.613059442781,24330.38694055722,5774.613059442781,0.8787723620301086
75167,0.2,1326,3.0,GAINESVILLE,245200,1999,100,1058.0,1965,2023,0,0.0,292.0,0.0,23,57,0,0,3.0,1511,206909.0,0.24202092424991012,-82.302364,29.679312,08197-004-011,True,0.77,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.285960422836403,216633.10102065295,218144.10102065295,-27055.898979347054,9724.101020652946,27055.898979347054,9724.101020652946,0.8896578345051099
75529,0.21,1604,3.0,GAINESVILLE,190700,1985,100,1373.0,1960,2023,0,0.0,554.0,0.0,30,62,0,0,2.0,1637,160458.0,0.25412197046240564,-82.310716,29.675482,08201-066-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.284548800508343,216327.5126366932,217964.5126366932,27264.512636693195,55869.512636693195,27264.512636693195,55869.512636693195,1.1429707007692353
75533,0.21,1122,3.0,GAINESVILLE,197800,2008,100,1122.0,1959,2023,0,0.0,48.0,0.0,14,63,0,0,1.0,756,167374.0,0.25412197046240564,-82.312433,29.67549,08201-070-000,True,0.86,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.157456698391353,190509.3775632914,191265.3775632914,-6534.622436708596,23135.377563291404,6534.622436708596,23135.377563291404,0.966963486164264
75547,0.21,1053,3.0,GAINESVILLE,227900,2000,100,1053.0,1959,2023,0,0.0,54.0,0.0,22,63,0,0,1.5,180,193535.0,0.25412197046240564,-82.311575,29.67503,08201-084-000,True,0.78,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.066406651157845,173929.73088799766,174109.73088799766,-53790.26911200234,-19605.269112002337,53790.26911200234,19605.269112002337,0.7639742469855098
75570,0.21,1208,3.0,GAINESVILLE,212200,2000,100,1208.0,1959,2023,0,0.0,0.0,0.0,22,63,0,0,1.0,325,180045.0,0.25412197046240564,-82.312432,29.674348,08201-107-000,True,0.78,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.120987907646574,183686.89098240336,184011.89098240336,-28188.10901759664,3641.8909824033617,28188.10901759664,3641.8909824033617,0.8671625399736257
75622,0.18,1490,3.0,GAINESVILLE,192500,1977,100,1490.0,1961,2023,0,0.0,54.0,0.0,30,61,0,0,1.5,180,163445.0,0.2178188318249191,-82.311869,29.680327,08202-039-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.197192471399346,198231.8276325472,198411.8276325472,5911.827632547211,34786.82763254721,5911.827632547211,34786.82763254721,1.030710792896349
75728,0.18,1274,3.0,GAINESVILLE,206700,2000,100,1274.0,1960,2023,0,0.0,0.0,0.0,22,62,0,0,1.0,1836,173859.0,0.2178188318249191,-82.312786,29.677782,08202-145-000,True,0.78,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.146823453701348,188494.37672004866,190330.37672004866,-16369.623279951338,14635.376720048662,16369.623279951338,14635.376720048662,0.9208049188197807
75835,0.22,1098,3.0,GAINESVILLE,216700,2005,100,900.0,1963,2023,0,0.0,298.0,0.0,17,59,0,0,2.0,388,183807.0,0.26622301667490117,-82.30646,29.678908,08203-102-000,True,0.83,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.174916144361509,193864.77217754495,194252.77217754495,-22447.227822455054,10057.772177544946,22447.227822455054,10057.772177544946,0.8964133464584446
75859,0.29,1516,3.0,GAINESVILLE,180400,1985,100,1516.0,1962,2023,0,0.0,0.0,0.0,30,60,0,0,2.0,1812,151528.0,0.3509303401623697,-82.308317,29.678446,08203-126-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.254084467554868,209836.61174383663,211648.61174383663,31248.611743836635,58308.611743836635,31248.611743836635,58308.611743836635,1.1732184686465446
76441,0.23,1120,3.0,GAINESVILLE,242300,1999,100,1120.0,1954,2023,0,0.0,56.0,0.0,23,68,0,0,1.0,1883,204072.0,0.27832406288739664,-82.329603,29.682342,08257-001-000,False,0.77,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.041611749609366,169670.1860555379,171553.1860555379,-70746.8139444621,-34401.813944462105,70746.8139444621,34401.813944462105,0.7080197526023025
76517,0.58,816,3.0,GAINESVILLE,163500,1984,100,816.0,1981,2023,0,0.0,44.0,0.0,30,41,0,0,1.0,0,138975.0,0.7018606803247394,-82.334265,29.682838,08287-001-000,False,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.812700636733823,134955.53553144954,134955.53553144954,-28544.46446855046,-4019.464468550461,28544.46446855046,4019.464468550461,0.825416119458407
76529,0.33,1720,3.0,GAINESVILLE,241600,1975,100,1530.0,1948,2023,0,0.0,190.0,0.0,30,74,0,0,2.0,2653,202707.0,0.3993345250123517,-82.333355,29.683842,08293-001-000,False,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.319911609549617,224114.3315995965,226767.3315995965,-14832.66840040349,21407.33159959651,14832.66840040349,21407.33159959651,0.9386065049652174
76608,0.72,1240,3.0,GAINESVILLE,252200,1995,100,1240.0,1948,2023,0,0.0,137.0,0.0,27,74,0,0,1.0,1708,212662.0,0.8712753272996764,-82.329709,29.685867,08324-000-000,True,0.73,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.163634013250178,191689.85631267488,193397.85631267488,-58802.14368732512,-20972.143687325122,58802.14368732512,20972.143687325122,0.7668432050462921
76640,0.23,1670,3.0,GAINESVILLE,205000,1990,100,1156.0,1950,2023,0,0.0,514.0,0.0,30,72,0,0,1.0,642,173608.0,0.27832406288739664,-82.328512,29.68437,08353-000-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.262150644502892,211536.03569734062,212178.03569734062,7178.035697340616,37928.035697340616,7178.035697340616,37928.035697340616,1.0350148082797104
91065,4.6,2270,3.0,GAINESVILLE,553000,2007,100,2270.0,2000,2023,0,0.0,294.0,480.0,15,22,0,0,3.0,1822,468228.0,5.566481257747932,-82.329803,29.633614,15699-070-000,False,0.85,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.937966118341526,415802.6877130578,417624.6877130578,-135375.3122869422,-52425.31228694221,135375.3122869422,52425.31228694221,0.7551983502948604
91644,0.23,1420,2.0,GAINESVILLE,210200,1990,100,1420.0,1973,2023,0,0.0,0.0,567.0,30,49,0,0,2.0,958,177712.0,0.27832406288739664,-82.306575,29.640246,15846-005-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.079090476400959,176149.87539709598,177107.87539709598,-33092.12460290402,-1562.1246029040194,33092.12460290402,1562.1246029040194,0.8425683891393719
91997,0.39,1140,3.0,GAINESVILLE,109900,1970,100,1140.0,1949,2023,0,0.0,220.0,0.0,30,73,0,0,1.0,930,92485.0,0.47194080228732477,-82.318704,29.638695,16014-005-000,False,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.009953415674536,164382.84642412898,165312.84642412898,55412.84642412898,71897.84642412898,55412.84642412898,71897.84642412898,1.5042115234224656
92038,0.58,572,3.0,ST. JOHN'S,70100,1972,100,572.0,1957,2023,0,0.0,0.0,0.0,30,65,0,0,1.0,311,59274.0,0.7018606803247394,-82.305441,29.630648,16053-000-000,True,0.7,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11.608609513002525,110041.13319379493,110352.13319379493,40252.13319379493,50767.13319379493,40252.13319379493,50767.13319379493,1.5742101739485725
92225,0.15,960,3.0,GAINESVILLE,177300,1993,100,960.0,1962,2023,0,0.0,90.0,0.0,29,60,0,0,1.0,218,150487.0,0.18151569318743258,-82.304437,29.639754,16106-036-000,True,0.71,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.888021740876964,145513.15019793462,145731.15019793462,-31568.84980206538,-4973.849802065379,31568.84980206538,4973.849802065379,0.8219467016239967
92232,0.18,1191,3.0,GAINESVILLE,191500,1995,100,960.0,1961,2023,0,0.0,251.0,0.0,27,61,0,0,2.0,397,162378.0,0.2178188318249191,-82.305596,29.639325,16106-043-000,True,0.73,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.114901970172168,182572.3789143949,182969.3789143949,-8530.62108560509,20194.37891439491,8530.62108560509,20194.37891439491,0.955453675793185
92334,0.19,1308,3.0,GAINESVILLE,162800,1980,100,1188.0,1963,2023,0,0.0,144.0,0.0,30,59,0,0,2.0,1335,137045.0,0.2299198780374146,-82.299648,29.640089,16107-026-000,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.144446050248991,188046.78180575074,189381.78180575074,26581.78180575074,51001.78180575074,26581.78180575074,51001.78180575074,1.163278758020582
92869,0.51,1358,3.0,ST. JOHN'S,257500,2014,100,1358.0,1967,2023,0,0.0,100.0,0.0,8,55,0,0,2.0,208,218667.0,0.6171533568372709,-82.284612,29.636411,16134-013-000,True,0.92,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.438285018549106,252277.5170148177,252485.5170148177,-5014.482985182287,33610.51701481771,5014.482985182287,33610.51701481771,0.980526279669195
43432,0.13,1487,3.0,ST. JOHN'S,353300,2015,100,1487.0,1997,2023,0,0.0,334.0,400.0,7,25,0,0,2.0,836,299469.0,0.15731360076244158,-82.452107,29.682781,06234-010-036,True,0.9299999999999999,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.513826915231883,272073.3329111503,272909.3329111503,-80390.6670888497,-27395.667088849703,80390.6670888497,27395.667088849703,0.7724577778407877
43626,0.17,1684,3.0,ST. JOHN'S,329700,2005,100,1684.0,1999,2023,0,0.0,411.0,462.0,17,23,0,0,2.0,928,279317.0,0.20571778561242363,-82.441242,29.675071,06234-110-027,True,0.83,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.522019199124044,274311.3897754698,275239.3897754698,-54460.61022453022,-5005.610224530217,54460.61022453022,5005.610224530217,0.8348176820608728
44258,0.49,1890,3.0,ST. JOHN'S,373700,1995,100,1890.0,1975,2023,0,0.0,240.0,580.0,27,47,0,0,2.0,1548,316097.0,0.5929512644122797,-82.440356,29.664653,06304-100-014,True,0.73,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.556614442878741,283967.32078915724,285515.32078915724,-88184.67921084276,-32129.67921084276,88184.67921084276,32129.67921084276,0.7640228011484004
44290,0.34,2014,3.0,ST. JOHN'S,360900,1984,100,2014.0,1984,2023,0,0.0,286.0,546.0,30,38,0,0,2.0,1518,305246.99999999994,0.41143557122484725,-82.440643,29.667021,06304-200-017,True,0.7,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.54382948635746,280359.9203057745,281877.9203057745,-79022.07969422551,-24887.079694225453,79022.07969422551,24887.079694225453,0.7810416190240357
44334,0.22,1657,3.0,ST. JOHN'S,343400,2000,100,1657.0,1994,2023,0,0.0,180.0,441.0,22,28,0,0,2.0,1901,289989.0,0.26622301667490117,-82.446944,29.662708,06306-010-001,True,0.78,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.47478928850139,261656.8753891568,263557.8753891568,-79842.1246108432,-28332.124610843195,79842.1246108432,28332.124610843195,0.7674952690423902
44349,0.19,1677,3.0,ST. JOHN'S,384500,2010,100,1677.0,1995,2023,0,0.0,48.0,420.0,12,27,0,0,2.0,1054,325771.0,0.2299198780374146,-82.447925,29.66565,06306-010-016,True,0.88,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.566270819632468,286722.69829555537,287776.69829555537,-96723.30170444463,-39048.30170444463,96723.30170444463,39048.30170444463,0.7484439487530699
44381,0.22,1495,4.0,ST. JOHN'S,284100,1994,100,1495.0,1994,2023,0,0.0,215.0,400.0,28,28,0,0,2.0,441,241044.0,0.26622301667490117,-82.447902,29.663518,06306-010-048,True,0.72,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.490821167642416,265885.5328839444,266326.5328839444,-17773.467116055603,24841.532883944397,17773.467116055603,24841.532883944397,0.9374393976907581
44473,0.27,1791,4.0,ST. JOHN'S,353300,1997,100,1791.0,1997,2023,0,0.0,188.0,441.0,25,25,0,0,2.0,992,299313.0,0.3267282477373787,-82.452851,29.662549,06306-041-006,True,0.75,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.652347298196224,312496.1094109785,313488.1094109785,-39811.890589021496,13183.109410978504,39811.890589021496,13183.109410978504,0.8873142072204316
44483,0.23,2024,4.0,ST. JOHN'S,400400,1997,100,2024.0,1997,2023,0,0.0,50.0,440.0,25,25,0,0,2.0,1159,339181.0,0.27832406288739664,-82.453463,29.662714,06306-041-016,True,0.75,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.720048283341777,334384.99351778114,335543.99351778114,-64856.00648221886,-4796.006482218858,64856.00648221886,4796.006482218858,0.8380219618326202
44927,0.24,1552,3.0,ST. JOHN'S,337900,2004,100,1551.5,2004,2023,0,0.0,333.5,462.0,18,18,0,0,2.0,400,286815.0,0.2904251090998921,-82.43357,29.673041,06320-010-046,True,0.8200000000000001,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.478464443646367,262620.274236711,263020.274236711,-74879.72576328903,-24194.725763289025,74879.72576328903,24194.725763289025,0.7783967867319058
44959,0.19,1334,3.0,ST. JOHN'S,324600,2003,100,1333.5,2003,2023,0,0.0,206.5,380.0,19,19,0,0,2.0,656,275254.0,0.2299198780374146,-82.435919,29.673568,06321-010-026,True,0.81,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.354280852197093,231950.86796251417,232606.86796251417,-91993.13203748583,-43303.13203748583,91993.13203748583,43303.13203748583,0.7165954034581459
45062,0.18,1442,4.0,ST. JOHN'S,309400,1997,100,1442.0,1997,2023,0,0.0,18.0,400.0,25,25,0,0,2.0,2054,260936.0,0.2178188318249191,-82.437517,29.665574,06326-010-044,True,0.75,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.483857909939534,264040.53445362864,266094.53445362864,-43305.46554637136,3104.534453628643,43305.46554637136,3104.534453628643,0.8600340480078495
58046,0.07,2402,4.0,ST. JOHN'S,435200,2017,100,1172.0,2017,2023,0,1230.0,192.0,480.0,5,5,0,0,2.5,1109,368811.0,0.08470732348746855,-82.422054,29.622593,06840-013-001,True,0.95,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.981203505069692,434175.237691069,435284.237691069,84.23769106902182,65364.23769106902,84.23769106902182,65364.23769106902,1.0001935608710226
58068,0.16,1943,4.0,ST. JOHN'S,448300,2016,100,1943.0,2016,2023,0,0.0,370.0,420.0,6,6,0,0,2.0,1106,379949.0,0.1936167393999281,-82.420793,29.619537,06840-020-065,True,0.94,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.854386321305036,382462.66563618876,383568.66563618876,-64731.33436381124,2513.665636188758,64731.33436381124,2513.665636188758,0.8556071060365575
58138,1.59,3930,3.0,ST. JOHN'S,588000,1978,100,3279.0,1973,2023,0,651.0,248.0,462.0,30,49,0,0,3.0,7912,491888.00000000006,1.9240663477867856,-82.426077,29.620745,06849-001-020,True,0.7,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.113137929409985,495408.48794549407,503320.48794549407,-84679.51205450593,3520.487945494009,84679.51205450593,3520.487945494009,0.8559872243970987
58497,0.46,3278,3.0,ST. JOHN'S,799800,2007,100,3277.5,2007,2023,0,0.0,603.5,844.0,15,15,0,0,3.0,12293,667537.0,0.5566481257747933,-82.453167,29.619569,06852-030-066,True,0.85,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.089551938588812,483860.5085037572,496153.5085037572,-303646.4914962428,-183676.49149624282,303646.4914962428,183676.49149624282,0.6203469723727897
58505,0.53,2778,4.0,ST. JOHN'S,682700,2007,100,2777.5,2007,2023,0,0.0,396.0,794.0,15,15,0,0,2.5,1401,578894.0,0.6413554492622618,-82.454212,29.620117,06852-030-074,True,0.85,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.108666553584506,493198.27543658204,494599.27543658204,-188100.72456341796,-85695.72456341796,188100.72456341796,85695.72456341796,0.7244752826081471
58527,0.44,2673,4.0,ST. JOHN'S,793600,2014,100,2673.0,2014,2023,0,0.0,531.0,715.0,8,8,0,0,2.5,17344,657216.0,0.5324460333498023,-82.453238,29.616321,06852-040-095,True,0.92,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.134826128863978,506270.3675868838,523614.3675868838,-269985.6324131162,-150945.63241311623,269985.6324131162,150945.63241311623,0.6597963301246015
58530,0.5,4108,5.0,ST. JOHN'S,1228800,2015,100,3634.0,2015,2023,0,474.0,795.0,816.0,7,7,0,0,3.0,24470,1020010.0,0.6050523106247753,-82.453933,29.616925,06852-040-098,True,0.9299999999999999,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,13.571539024138186,783509.9374755594,807979.9374755594,-420820.0625244406,-236500.06252444058,420820.0625244406,236500.06252444058,0.6575357564091466
59030,0.3,1346,3.0,ST. JOHN'S,297500,1999,100,1346.0,1981,2023,0,0.0,22.0,276.0,23,41,0,0,2.0,1677,251197.99999999997,0.36303138637486515,-82.426041,29.602229,06857-005-067,True,0.77,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.337096596361377,227999.01696297343,229676.01696297343,-67823.98303702657,-23198.98303702654,67823.98303702657,23198.98303702654,0.772020225085625
59061,0.34,1805,3.0,ST. JOHN'S,315700,2010,100,1365.0,1984,2023,0,0.0,617.0,0.0,12,38,0,0,2.0,3341,265004.0,0.41143557122484725,-82.430888,29.602152,06857-006-019,True,0.88,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.568224897631591,287283.5245828428,290624.5245828428,-25075.475417157228,22279.524582842772,25075.475417157228,22279.524582842772,0.9205718231955742
59107,0.49,1403,3.0,ST. JOHN'S,370400,2010,100,1403.0,1983,2023,0,0.0,8.0,480.0,12,39,0,0,2.0,5532,309308.0,0.5929512644122797,-82.428403,29.600447,06857-006-065,True,0.88,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.502225376421322,268935.1029278138,274467.1029278138,-95932.89707218623,-40372.89707218623,95932.89707218623,40372.89707218623,0.741001897753277
59112,0.29,1381,3.0,ST. JOHN'S,292400,1989,100,1381.0,1989,2023,0,0.0,43.0,440.0,30,33,0,0,2.0,2366,246174.0,0.3509303401623697,-82.430097,29.60046,06857-006-070,True,0.7,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.284343637685035,216283.1348259356,218649.1348259356,-73750.86517406441,-29890.865174064413,73750.86517406441,29890.865174064413,0.7477740589122284
59171,0.21,2580,3.0,ST. JOHN'S,445400,2010,100,2384.5,2000,2023,0,0.0,479.0,420.0,12,22,0,0,3.0,877,377713.0,0.25412197046240564,-82.429849,29.608262,06858-010-043,True,0.88,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.908296231339856,403647.0882879654,404524.0882879654,-40875.911712034605,25934.088287965395,40875.911712034605,25934.088287965395,0.9082265116478792
59220,0.18,1639,3.0,ST. JOHN'S,365700,2004,100,1638.5,2000,2023,0,0.0,182.5,420.0,18,22,0,0,2.0,867,309978.0,0.2178188318249191,-82.427966,29.606254,06858-020-091,True,0.8200000000000001,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.495298673033359,267078.7060169744,267945.7060169744,-97754.2939830256,-42899.29398302559,97754.2939830256,42899.29398302559,0.7326926606972228
59298,0.26,1853,3.0,ST. JOHN'S,362700,1999,100,1853.0,1999,2023,0,0.0,39.0,420.0,23,23,0,0,2.0,1056,307239.0,0.31462720152488316,-82.426734,29.607347,06858-030-168,True,0.77,A,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.54274750374004,280056.73979298235,281112.73979298235,-81587.26020701765,-27182.26020701765,81587.26020701765,27182.26020701765,0.7750558031237451
72587,0.61,1260,3.0,ST. JOHN'S,219200,2005,100,672.0,1974,2023,0,0.0,756.0,0.0,17,48,0,0,1.5,2698,183622.0,0.7381638189622258,-82.25952,29.725352,07837-018-000,False,0.83,F,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,12.170283374209935,192968.71845566094,195666.71845566094,-23533.281544339057,9346.718455660943,23533.281544339057,9346.718455660943,0.892640138940059
73267,0.05,1184,3.0,GAINESVILLE,271300,2017,100,1184.0,2017,2023,0,0.0,125.0,240.0,5,5,0,0,2.0,202,230402.99999999997,0.06050523106247753,-82.353977,29.701189,07891-030-199,True,0.95,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.321119989160444,224385.31047809814,224587.31047809814,-46712.68952190186,-6017.689521901833,46712.68952190186,6017.689521901833,0.8278190581573834
73295,0.05,1238,3.0,GAINESVILLE,251800,2014,100,1238.0,2014,2023,0,0.0,81.0,264.0,8,8,0,0,2.0,822,213208.0,0.06050523106247753,-82.354917,29.702507,07891-030-227,True,0.92,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.3251919460326,225300.86056028664,226122.86056028664,-25677.139439713355,12092.860560286645,25677.139439713355,12092.860560286645,0.8980256575070955
73296,0.05,1166,3.0,GAINESVILLE,269900,2014,100,1166.0,2014,2023,0,0.0,24.0,276.0,8,8,0,0,2.0,11870,217545.0,0.06050523106247753,-82.354807,29.702507,07891-030-228,True,0.92,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.28478756948476,216379.1711024302,228249.1711024302,-41650.828897569794,-1165.8288975697942,41650.828897569794,1165.8288975697942,0.8456805153850693
73328,0.1,1487,3.0,GAINESVILLE,347400,2012,100,1487.0,2006,2023,0,0.0,166.5,420.0,10,16,0,0,2.0,229,295061.0,0.12101046212495506,-82.354424,29.700318,07891-030-260,True,0.9,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.472748211680717,261123.35826576647,261352.35826576647,-86047.64173423353,-33937.64173423353,86047.64173423353,33937.64173423353,0.7523096092854533
73402,0.24,1867,3.0,GAINESVILLE,286300,1991,100,1615.0,1991,2023,0,0.0,385.0,424.0,30,31,0,0,2.0,346,243009.0,0.2904251090998921,-82.352058,29.697521,07902-030-022,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.472495936786936,261057.4917068853,261403.4917068853,-24896.50829311469,18048.49170688531,24896.50829311469,18048.49170688531,0.9130404879737524
73589,0.18,1459,3.0,GAINESVILLE,236100,1990,100,1459.0,1980,2023,0,0.0,211.0,294.0,30,42,0,0,2.0,749,199936.0,0.2178188318249191,-82.350376,29.69305,07915-005-053,True,0.7,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.290793889867613,217682.72458928544,218431.72458928544,-17668.27541071456,17746.72458928544,17668.27541071456,17746.72458928544,0.9251661354904085
73681,0.23,1040,3.0,GAINESVILLE,299000,2015,100,1040.0,1959,2023,0,0.0,56.0,0.0,7,63,0,0,2.0,5670,248480.0,0.27832406288739664,-82.350041,29.689437,07916-019-000,True,0.9299999999999999,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.228753663628044,204588.03761858365,210258.03761858365,-88741.96238141635,-43891.96238141635,88741.96238141635,43891.96238141635,0.7032041391925875
73685,0.31,1118,3.0,GAINESVILLE,247900,2015,100,1118.0,1963,2023,0,0.0,145.0,0.0,7,59,0,0,2.0,288,210426.99999999997,0.3751324325873607,-82.350044,29.688838,07916-023-000,True,0.9299999999999999,A,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.29394451446727,218369.6426785913,218657.6426785913,-29242.357321408694,7942.642678591335,29242.357321408694,7942.642678591335,0.8820397042298963
