prop_id,legal_acreage,yr_blt,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,,
49215,0.23,1956,1279,UN,3,245800,GAINESVILLE,,
49234,0.24,1956,1145,UN,3,263300,GAINESVILLE,,
49254,0.43,1956,1349,UN,3,257800,GAINESVILLE,,
49268,0.26,1957,1032,UN,3,283500,GAINESVILLE,,
49268,0.26,1957,1032,UN,3,100,GAINESVILLE,,
49358,0.24,1956,1453,UN,3,282500,GAINESVILLE,,
49398,0.25,1956,1328,UN,3,252600,GAINESVILLE,,
49477,0.24,1956,1700,UN,3,324600,GAINESVILLE,,
49484,0.24,1956,1340,UN,3,255500,GAINESVILLE,,
49564,0.23,1981,1767,UN,3,248900,GAINESVILLE,,
50021,0.4,1966,1878,UN,3,365600,GAINESVILLE,,
50038,0.3,1975,2016,UN,3,413100,GAINESVILLE,,
50171,0.34,1965,2084,UN,3,519800,GAINESVILLE,,
50330,0.4,1964,2800,UN,3,720700,GAINESVILLE,,
50542,0.15,1996,1601,LT,3,319500,GAINESVILLE,,
50625,0.73,1966,2560,UN,3,377300,GAINESVILLE,,
50914,0.02,2001,1736,LT,4,268300,GAINESVILLE,,
51040,0.02,1982,1016,UN,3,103700,ST. JOHN'S,,
51043,0.02,1982,1016,UN,3,147900,ST. JOHN'S,,
52228,0.77,1978,2119,UN,4,436700,ST. JOHN'S,,
52351,0.77,1977,2030,UN,4,373600,ST. JOHN'S,,
52646,0.29,1981,2222,UN,3,340900,ST. JOHN'S,,
52709,0.73,1976,2026,UN,3,360000,ST. JOHN'S,,
52955,6.41,1990,3459,AC,5,875500,ST. JOHN'S,,
53333,0.5,2000,3125,LT,4,635400,ST. JOHN'S,,
53659,0.46,1991,2747,LT,4,681900,ST. JOHN'S,,
53888,0.2,1986,1635,UN,3,297000,ST. JOHN'S,,
54077,0.16,2003,1944,LT,4,317800,ST. JOHN'S,,
54681,0.23,1983,1287,UN,3,275600,ST. JOHN'S,,
55222,0.02,1987,1106,UN,3,196800,GAINESVILLE,,
55288,0.03,1987,1370,UN,3,207400,GAINESVILLE,,
55388,0.03,1987,1370,UN,3,183800,GAINESVILLE,,
55411,0.03,1987,1106,UN,3,173500,GAINESVILLE,,
55434,0.03,1987,1370,UN,3,234600,GAINESVILLE,,
55454,0.13,1985,1683,LT,3,279000,GAINESVILLE,,
55889,0.03,1985,1208,LT,3,192300,GAINESVILLE,,
55892,0.03,1985,1208,LT,3,186200,GAINESVILLE,,
56473,0.02,1984,1094,UN,3,137400,GAINESVILLE,,
56476,0.01,1984,1094,UN,3,139600,GAINESVILLE,,
56559,0.01,1982,1042,UN,3,135000,GAINESVILLE,,
58182,1.02,1979,2826,LT,3,579200,ST. JOHN'S,,
58431,0.6,2004,2911,LT,5,765300,ST. JOHN'S,,
58743,2.12,2006,2991,LT,3,749100,ST. JOHN'S,,
58846,1.01,1985,2447,UN,3,462800,ST. JOHN'S,,
59467,0.39,1987,1921,UN,4,410600,ST. JOHN'S,,
59487,0.1,1983,1320,UN,4,293500,ST. JOHN'S,,
59530,0.11,1983,1149,UN,4,240000,ST. JOHN'S,,
59593,0.1,1986,1175,UN,3,246800,ST. JOHN'S,,
59656,0.06,1984,992,UN,3,186200,ST. JOHN'S,,
59945,0.2,1985,1430,UN,3,278200,ST. JOHN'S,,
60346,0.36,1993,2620,LT,4,100,ST. JOHN'S,,
60346,0.36,1993,2620,LT,4,590200,ST. JOHN'S,,
60346,0.36,1993,2620,LT,4,100,ST. JOHN'S,,
60638,0.25,1995,2145,LT,4,380000,ST. JOHN'S,,
60721,0.41,1995,3485,LT,5,775000,ST. JOHN'S,,
61279,0.28,1998,2426,LT,4,526100,ST. JOHN'S,,
61319,0.14,1999,1489,LT,4,371300,ST. JOHN'S,,
61505,0.45,2006,3366,LT,5,770300,ST. JOHN'S,,
61594,0.35,2003,2738,LT,4,603100,ST. JOHN'S,,
61614,0.31,2000,2686,LT,5,635300,ST. JOHN'S,,
61637,0.15,2002,1991,LT,4,401900,ST. JOHN'S,,
62424,0.15,1997,992,UN,3,135000,ST. JOHN'S,,
62507,0.13,1983,814,UN,3,94400,ST. JOHN'S,,
62613,0.03,2003,1136,UN,3,99500,ST. JOHN'S,,
63340,0.06,1985,896,LT,3,173000,ST. JOHN'S,,
63898,0.24,1998,1801,LT,3,356400,ST. JOHN'S,,
64279,0.22,2001,1981,LT,4,422900,ST. JOHN'S,,
64359,0.36,2003,2527,LT,4,525400,ST. JOHN'S,,
64425,1,1979,1336,LT,3,100,ST. JOHN'S,,
64425,1,1979,1336,LT,3,260700,ST. JOHN'S,,
64986,0.18,2005,1792,LT,4,307200,ST. JOHN'S,,
65003,0.17,2005,1792,LT,4,377900,ST. JOHN'S,,
65046,0.2,2005,1689,LT,4,389400,ST. JOHN'S,,
65132,0.22,2006,1896,LT,4,388700,ST. JOHN'S,,
65175,0.2,2007,2930,LT,4,543800,ST. JOHN'S,,
65195,0.2,2006,2664,LT,4,448500,ST. JOHN'S,,
65361,0.2,2010,3043,LT,4,542300,ST. JOHN'S,,
65504,5.45,1960,5548,AC,3,815800,ST. JOHN'S,,
67147,0.51,1957,3168,UN,3,349500,ST. JOHN'S,,
69374,3.32,1980,3431,AC,3,744600,ST. JOHN'S,,
69540,1.23,1977,1613,LT,3,323400,ST. JOHN'S,,
69689,1.42,2005,1833,LT,4,445000,ST. JOHN'S,,
69975,1,2005,2714,LT,3,566400,ST. JOHN'S,,
72019,0.98,1970,1222,UN,3,282200,ST. JOHN'S,,
72208,0.13,2010,1486,LT,3,303700,GAINESVILLE,,
73101,0.17,2004,1846,LT,3,385100,GAINESVILLE,,
73891,0.25,1968,1170,UN,3,221400,GAINESVILLE,,
74661,0.43,1950,1450,UN,3,247400,GAINESVILLE,,
74664,0.34,1956,1252,UN,3,225200,GAINESVILLE,,
74701,0.46,1948,1349,UN,3,267200,GAINESVILLE,,
74824,0.09,1979,1616,LT,3,217800,GAINESVILLE,,
75723,0.23,1960,1970,UN,3,213000,GAINESVILLE,,
76805,0.3,1959,1360,UN,3,248200,GAINESVILLE,,
77057,0.21,1949,977,UN,3,178300,GAINESVILLE,,
77114,0.21,1951,938,SF,3,194900,GAINESVILLE,,
77217,0.17,1948,754,UN,3,175100,GAINESVILLE,,
77306,0.12,1948,754,UN,3,156600,GAINESVILLE,,
77449,0.15,1965,720,UN,3,156900,GAINESVILLE,,
78660,0.36,1957,1879,UN,3,308000,GAINESVILLE,,
78780,0.44,1972,1760,UN,3,387800,GAINESVILLE,,
79135,0.38,1983,2631,UN,3,485100,GAINESVILLE,,
79152,0.4,1967,2497,UN,3,482200,GAINESVILLE,,
79261,0.37,1958,1994,LT,3,320000,GAINESVILLE,,
79341,0.29,1954,3472,LT,3,396900,GAINESVILLE,,
79530,0.25,1950,1508,LT,3,294200,GAINESVILLE,,
79676,0.32,1960,1992,LT,3,363700,GAINESVILLE,,
79756,0.23,1962,1239,UN,3,229300,GAINESVILLE,,
80137,0.32,1947,1467,UN,3,291000,GAINESVILLE,,
81531,0.26,1948,927,UN,3,254800,GAINESVILLE,,
81568,0.33,1958,1272,UN,3,248300,GAINESVILLE,,
81943,0.24,1957,1348,UN,3,242900,GAINESVILLE,,
82238,0.23,1963,1555,UN,3,221500,GAINESVILLE,,
83231,0.34,1973,1504,UN,3,194000,ST. JOHN'S,,
83898,0.61,1945,1200,UN,3,174800,GAINESVILLE,,
85083,0.18,2021,1362,UN,3,241400,GAINESVILLE,,
85272,0.24,1941,1440,SF,3,386800,GAINESVILLE,,
85375,0.21,1920,1000,LT,3,207700,GAINESVILLE,,
86085,0.23,1969,1892,SF,3,291500,GAINESVILLE,,
86291,0.1,1957,792,UN,3,130200,GAINESVILLE,,
87147,0.18,1935,1006,UN,3,215400,GAINESVILLE,,
88976,0.13,1930,1906,SF,3,428000,GAINESVILLE,,
89460,0.41,1946,2653,SF,3,706700,GAINESVILLE,,
89583,0.12,1932,1575,SF,3,393200,GAINESVILLE,,
89626,0.93,2013,888,UN,3,294000,GAINESVILLE,,
89829,0.45,1955,3180,UN,3,558000,GAINESVILLE,,
91143,0.75,1983,1821,UN,3,348800,GAINESVILLE,,
92869,0.51,1967,1358,UN,3,257500,ST. JOHN'S,,
93038,0.13,1979,1131,UN,3,31400,ST. JOHN'S,,
93038,0.13,1979,1131,UN,3,52100,ST. JOHN'S,,
96596,0.43,1955,928,UN,3,127400,WALDO,,
97240,3.68,1980,1986,AC,3,357700,ST. JOHN'S,,
98259,0.51,1958,2113,UN,3,252900,ST. JOHN'S,,
100718,0.24,1940,1218,FF,3,320400,SUWANNEE,,
100801,0.21,1900,1176,UN,3,289700,SUWANNEE,,
100838,0.65,1930,1271,UN,2,124400,SUWANNEE,,
102132,4.66,2009,2258,AC,4,354600,ST. JOHN'S,,
102295,0.11,1940,930,UN,2,78200,HAWTHORNE,,
102919,0.33,1951,840,SF,3,98200,HAWTHORNE,,
103698,0.14,2023,1244,LT,3,233000,HAWTHORNE,,
103735,0.13,2009,1212,LT,3,202200,HAWTHORNE,,
103824,2.86,1988,1152,AC,3,216800,ST. JOHN'S,,
105484,0.23,2017,2001,LT,3,370900,NEWBERRY,,
105521,0.23,2017,2029,LT,3,340000,NEWBERRY,,
105647,0.47,2015,2710,LT,4,693200,SUWANNEE,,
105647,0.47,2015,2710,LT,4,693200,SUWANNEE,,
105742,0.34,2017,3592,LT,5,1011000,SUWANNEE,,
105762,0.15,2015,2024,LT,4,506100,SUWANNEE,,
105925,0.15,2015,1685,LT,4,349500,GAINESVILLE,,
106334,0.24,2017,1667,LT,4,360000,NEWBERRY,,
106346,0.33,2017,1987,LT,4,504200,NEWBERRY,,
106394,0.19,2016,1432,LT,3,300100,HIGH SPRINGS,,
106429,0.37,2016,3604,LT,5,997900,SUWANNEE,,
106483,0.25,2017,2921,LT,4,578400,SUWANNEE,,
106692,0.26,2016,2181,LT,4,421400,GAINESVILLE,,
106844,0.47,2018,3835,UN,NULL,1188300,ST. JOHN'S,,
107259,0.2102,2017,1823,LT,3,381200,ALACHUA,,
107522,0.194,2018,2588,LT,NULL,624800,SUWANNEE,,
107531,0.194,2017,2127,LT,5,593000,SUWANNEE,,
107648,0.2387,2018,1995,LT,NULL,444400,NEWBERRY,,
108020,0.0789,2018,1351,LT,NULL,281300,NEWBERRY,,
108029,0.0844,2018,1351,LT,NULL,269500,NEWBERRY,,
108083,0.166,2021,1792,LT,5,468200,GAINESVILLE,,
108100,0.1818,2021,2263,LT,4,531500,GAINESVILLE,,
108269,0.0514,2021,1541,LT,NULL,322200,SUWANNEE,,
108484,0.03,2022,1640,LT,NULL,442300,ST. JOHN'S,,
500299,0.0408,2021,1635,LT,NULL,248900,SUWANNEE,,
500388,0.4,2022,3950,LT,NULL,1332700,SUWANNEE,,
500560,0.1,2021,1354,LT,3,100,NEWBERRY,,
500560,0.1,2021,1354,LT,3,249100,NEWBERRY,,
500571,0.19,2021,1670,LT,4,100,NEWBERRY,,
500571,0.19,2021,1670,LT,4,393000,NEWBERRY,,
500686,0.19,2020,1893,LT,3,481500,GAINESVILLE,,
500746,0.12,2020,1768,LT,NULL,366600,ST. JOHN'S,,
500872,0.14,2021,1974,LT,NULL,423800,GAINESVILLE,,
501533,0.504,2021,2506,LT,NULL,381800,ALACHUA,,
501539,0.504,2022,2032,LT,NULL,331800,ALACHUA,,
502054,0.04,2022,1635,LT,3,230600,SUWANNEE,,
502140,0.05,2021,1640,LT,3,295300,SUWANNEE,,
502160,0.05,2020,1640,LT,3,284100,SUWANNEE,,
502220,0.14,2021,2370,LT,3,402900,SUWANNEE,,
502475,0.14,2021,1778,LT,3,447200,SUWANNEE,,
503093,0.13,2022,1990,LT,NULL,304000,NEWBERRY,,
503866,0.1419,2022,1772,LT,3,445000,ST. JOHN'S,,
503897,0.1452,2022,1777,LT,NULL,467800,ST. JOHN'S,,
504023,0.1237,2022,1814,LT,NULL,468800,SUWANNEE,,
504092,0.1362,2022,1974,LT,NULL,434300,GAINESVILLE,,
504092,0.1362,2022,1974,LT,NULL,100,GAINESVILLE,,
504115,0.1446,2023,1816,LT,3,418400,GAINESVILLE,,
504126,0.1603,2022,1760,LT,NULL,402300,GAINESVILLE,,
504275,0.15,2022,1984,LT,3,388900,NEWBERRY,,
504347,0.14,2022,1779,LT,3,346500,NEWBERRY,,
1311,1.28,1988,1636,AC,3,252800,SUWANNEE,,
1786,0.17,2022,1209,LT,3,238500,HIGH SPRINGS,,
1792,0.18,2017,1742,LT,3,312000,HIGH SPRINGS,,
1918,0.39,2003,1736,LT,3,265400,HIGH SPRINGS,,
2453,1.54,1995,2280,AC,3,309400,HIGH SPRINGS,,
3037,1.19,1930,1477,LT,3,181500,HIGH SPRINGS,,
3558,0.34,1910,1432,UN,3,171100,HIGH SPRINGS,,
4285,0.25,2005,1236,LT,3,252800,HIGH SPRINGS,,
4351,0.28,2003,1180,LT,3,243100,HIGH SPRINGS,,
5287,1.25,2004,1523,LT,3,355300,HIGH SPRINGS,,
5330,1.1,2004,2205,LT,3,508200,HIGH SPRINGS,,
5865,7.46,1970,2165,AC,3,212100,SUWANNEE,,
6117,6.26,1997,1526,AC,3,387500,SUWANNEE,,
6681,3.4,2000,1242,AC,3,319800,SUWANNEE,,
7697,0.18,2005,1513,LT,3,303800,NEWBERRY,,
8550,0.54,1992,1080,UN,3,196000,NEWBERRY,,
9257,0.23,2003,1330,UN,3,230700,NEWBERRY,,
9429,0.47,1978,1162,UN,3,199300,NEWBERRY,,
9469,0.16,2004,1146,UN,3,203800,NEWBERRY,,
9492,0.36,1992,1344,LT,3,202000,NEWBERRY,,
9798,0.28,1992,1491,UN,3,303400,NEWBERRY,,
9967,0.32,2004,1630,LT,3,282600,NEWBERRY,,
12698,0.2,2014,2166,LT,3,421400,ALACHUA,,
12718,0.18,2015,1496,LT,3,340200,ALACHUA,,
13780,0.17,1985,1107,UN,3,208300,ALACHUA,,
14235,0.29,1975,1056,UN,3,160100,ALACHUA,,
14441,0.11,2023,1330,UN,NULL,261400,ALACHUA,,
15961,1,1981,2361,AC,4,393800,ALACHUA,,
16087,0.46,2018,1380,LT,NULL,343000,ALACHUA,,
16153,0.09,2008,1475,LT,3,295100,ALACHUA,,
17186,5,1999,2370,AC,5,1008000,SUWANNEE,,
17355,5,1983,1353,AC,3,346500,SUWANNEE,,
18331,0.19,1995,1452,LT,4,329200,SUWANNEE,,
18354,0.2,1997,1274,LT,4,305200,SUWANNEE,,
18374,0.19,1999,1828,LT,4,319100,SUWANNEE,,
18546,5.96,1973,2933,AC,4,401100,SUWANNEE,,
19416,1,2007,3240,LT,4,750000,SUWANNEE,,
19774,0.05,2007,1177,LT,3,268100,SUWANNEE,,
19791,0.05,2007,1133,LT,3,266500,SUWANNEE,,
19954,0.17,1988,1764,UN,3,330400,SUWANNEE,,
19960,0.29,2006,1608,UN,4,358800,SUWANNEE,,
20083,1.33,1994,2152,UN,4,409900,SUWANNEE,,
20252,0.37,2011,2130,LT,4,520200,SUWANNEE,,
20418,0.23,2003,1932,LT,4,379600,SUWANNEE,,
20601,0.35,1995,2087,LT,4,446400,SUWANNEE,,
20893,0.35,2012,2574,LT,3,557400,SUWANNEE,,
20976,1.01,1994,2140,UN,4,527800,SUWANNEE,,
21208,0.2,2004,2206,LT,4,534900,SUWANNEE,,
21354,0.34,2015,3869,LT,5,1179100,SUWANNEE,,
22038,3.09,1975,2500,AC,3,478800,SUWANNEE,,
22327,5,1977,1542,AC,3,503400,SUWANNEE,,
22662,5.63,2012,8634,LT,5,2399700,SUWANNEE,,
23143,1.03,1977,1204,AC,3,216100,SUWANNEE,,
24185,5.02,2005,2511,AC,3,565000,SUWANNEE,,
26970,5,1994,2891,AC,4,550500,SUWANNEE,,
27182,1.79,1981,1584,AC,3,314900,LACROSSE,,
28098,1,1968,1196,AC,3,207800,SUWANNEE,,
28407,0.17,1979,1395,LT,3,254000,ALACHUA,,
28885,0.2,2004,1731,LT,4,337300,ALACHUA,,
29054,0.1,1984,1912,UN,3,276700,ALACHUA,,
29114,0.14,2003,1577,LT,3,316800,ALACHUA,,
29761,0.22,1981,1074,UN,3,198100,ALACHUA,,
30365,0.1,1983,1032,LT,3,177300,GAINESVILLE,,
30425,0.1,1986,1200,LT,3,195000,GAINESVILLE,,
30803,0.36,1999,2022,LT,4,430300,GAINESVILLE,,
30817,0.48,1996,2678,LT,4,555800,GAINESVILLE,,
30886,0.06,1999,1545,LT,3,282200,GAINESVILLE,,
31069,0.06,2004,1380,LT,3,260300,GAINESVILLE,,
31072,0.06,2004,1380,LT,3,272300,GAINESVILLE,,
31132,0.48,1988,2024,UN,3,377300,SUWANNEE,,
31364,0.13,2008,1846,LT,3,354800,GAINESVILLE,,
31948,0.37,1974,1668,UN,3,303400,GAINESVILLE,,
32128,0.4,1985,1617,UN,3,324200,GAINESVILLE,,
32171,0.29,2004,1442,UN,3,276500,GAINESVILLE,,
32549,0.25,1975,1558,UN,3,259300,GAINESVILLE,,
32692,0.25,1980,1481,UN,3,225000,GAINESVILLE,,
33920,0.19,1995,1593,LT,3,354400,GAINESVILLE,,
34152,0.37,1980,1422,UN,3,340400,SUWANNEE,,
34358,0.36,1991,2101,UN,4,456500,GAINESVILLE,,
34607,1.03,1960,1964,UN,3,294000,SUWANNEE,,
34796,1.01,2006,3016,LT,4,633100,SUWANNEE,,
35274,2.5,2004,3837,LT,5,1012500,ST. JOHN'S,,
35692,1.09,1986,2562,UN,4,363000,ST. JOHN'S,,
35792,0.69,1994,3140,LT,5,623800,GAINESVILLE,,
35895,0.49,2003,2828,LT,5,666100,ST. JOHN'S,,
36167,0.4,1990,2424,UN,4,0,ST. JOHN'S,,
36167,0.4,1990,2424,UN,4,469700,ST. JOHN'S,,
37149,0.17,1999,1862,LT,3,339600,GAINESVILLE,,
37192,0.17,1998,1435,LT,3,309000,GAINESVILLE,,
37567,0.56,1981,2656,LT,3,439900,GAINESVILLE,,
37982,0.12,1975,1357,UN,3,212700,GAINESVILLE,,
38188,0.19,1981,1240,UN,3,241700,GAINESVILLE,,
38351,0.25,1980,1058,UN,3,213600,GAINESVILLE,,
39101,0.24,1971,1025,UN,3,227200,GAINESVILLE,,
39539,0.11,1999,1144,LT,3,273000,GAINESVILLE,,
39579,0.12,1998,1148,LT,3,227200,GAINESVILLE,,
39622,0.1,2001,1318,LT,3,279600,GAINESVILLE,,
39977,0.26,1966,1682,UN,3,323800,GAINESVILLE,,
40020,0.38,1974,1920,UN,3,349500,GAINESVILLE,,
40475,0.03,1985,988,UN,3,169100,GAINESVILLE,,
41271,0.37,1964,2778,UN,3,335900,GAINESVILLE,,
41437,0.29,1983,1026,UN,3,223500,ST. JOHN'S,,
41706,0.31,1988,1467,UN,3,309000,ST. JOHN'S,,
42493,0.21,1979,1494,UN,3,306100,ST. JOHN'S,,
42513,0.22,1978,1284,UN,3,301300,ST. JOHN'S,,
42516,0.23,1978,1288,UN,3,250000,ST. JOHN'S,,
42765,0.52,1983,2753,LT,3,426600,ST. JOHN'S,,
42785,0.33,1975,1876,UN,3,406100,ST. JOHN'S,,
42831,0.43,1977,1674,UN,3,241800,ST. JOHN'S,,
42871,0.3,1986,2270,UN,4,421300,ST. JOHN'S,,
42991,0.2,1990,1332,UN,3,278500,ST. JOHN'S,,
43137,0.25,1993,2034,UN,4,352500,ST. JOHN'S,,
43160,0.25,1988,1815,UN,4,334800,ST. JOHN'S,,
43186,0.46,1992,2592,UN,4,395900,ST. JOHN'S,,
43435,0.14,2001,1779,LT,3,394900,ST. JOHN'S,,
43475,0.02,2006,1568,LT,3,278600,ST. JOHN'S,,
43907,0.05,1987,1593,UN,3,250700,ST. JOHN'S,,
44365,0.21,1996,1918,LT,4,357700,ST. JOHN'S,,
44531,0.22,1999,1859,LT,4,359600,ST. JOHN'S,,
44597,0.47,2001,2206,LT,4,489900,ST. JOHN'S,,
44660,0.15,2004,1807,LT,4,339600,ST. JOHN'S,,
44703,0.14,2005,1867,LT,4,384000,ST. JOHN'S,,
45287,2.25,1976,2881,LT,4,696300,ST. JOHN'S,,
45470,1,1970,3021,LT,4,477300,ST. JOHN'S,,
45802,0.3,1970,1668,UN,3,299900,ST. JOHN'S,,
45891,1.01,1989,2907,LT,4,433100,ST. JOHN'S,,
46286,0.06,2003,1168,LT,4,357500,GAINESVILLE,,
46349,0.37,1965,2601,UN,3,471600,GAINESVILLE,,
46366,0.34,1965,2190,UN,3,455700,GAINESVILLE,,
46512,0.37,1969,2382,UN,3,429400,GAINESVILLE,,
46721,0.14,1996,1628,UN,4,369600,GAINESVILLE,,
46761,0.03,1986,1331,UN,3,219300,GAINESVILLE,,
46841,0.23,1964,1642,UN,3,362800,GAINESVILLE,,
47196,0.27,1966,1200,UN,3,268300,GAINESVILLE,,
47262,0.23,1964,1217,UN,3,201400,GAINESVILLE,,
47285,0.23,1959,1315,UN,3,296000,GAINESVILLE,,
47445,0.33,1962,2498,LT,3,493400,GAINESVILLE,,
47757,0.43,1990,2321,UN,4,583200,GAINESVILLE,,
47760,0.43,1988,2774,UN,4,407600,GAINESVILLE,,
48739,0.11,2002,2040,LT,3,416300,GAINESVILLE,,
48839,0.49,1942,2833,UN,4,727900,GAINESVILLE,,
49260,0.31,1956,1482,UN,3,286000,GAINESVILLE,,
49386,0.03,1982,1806,UN,3,258600,GAINESVILLE,,
49446,0.24,1956,1698,UN,3,288800,GAINESVILLE,,
49466,0.24,1956,1340,UN,3,225600,GAINESVILLE,,
49469,0.24,1956,1326,UN,3,254200,GAINESVILLE,,
49509,0.26,1961,2092,UN,3,315300,GAINESVILLE,,
49526,0.25,1960,1215,UN,3,253300,GAINESVILLE,,
50070,0.31,1930,2433,UN,3,556200,GAINESVILLE,,
50923,0.02,2001,941,LT,4,203900,GAINESVILLE,,
52320,1.29,1968,5058,UN,4,668300,ST. JOHN'S,,
52443,0.47,1975,2036,UN,3,261800,ST. JOHN'S,,
52649,0.67,1981,2024,UN,3,363500,ST. JOHN'S,,
53110,1.25,1983,1511,LT,3,314800,ST. JOHN'S,,
53213,0.99,1990,1966,LT,3,472100,ST. JOHN'S,,
54272,0.27,2004,2507,LT,4,527900,ST. JOHN'S,,
54547,0.08,1982,806,UN,3,102400,ST. JOHN'S,,
54819,0.07,1986,1200,UN,3,143600,ST. JOHN'S,,
54859,0.07,1983,1044,UN,3,104300,ST. JOHN'S,,
55234,0.03,1987,1106,UN,3,100,GAINESVILLE,,
55234,0.03,1987,1106,UN,3,179900,GAINESVILLE,,
55251,0.03,1987,1370,UN,3,188800,GAINESVILLE,,
55457,0.08,1985,1683,LT,3,211000,GAINESVILLE,,
55566,0.05,1985,1250,LT,3,262900,GAINESVILLE,,
55838,0.03,1985,1321,LT,3,183700,GAINESVILLE,,
55878,0.03,1985,880,LT,3,157500,GAINESVILLE,,
56439,0.01,1984,1094,UN,3,166700,GAINESVILLE,,
56479,0.02,1984,1046,UN,3,137400,GAINESVILLE,,
56565,0.01,1983,1062,UN,3,158700,GAINESVILLE,,
56668,0.02,2005,1178,LT,3,130900,GAINESVILLE,,
58391,0.06,2013,1455,LT,4,320000,ST. JOHN'S,,
58523,0.57,2007,4038,LT,5,1082800,ST. JOHN'S,,
58912,0.26,1979,1720,UN,3,334600,ST. JOHN'S,,
59376,0.28,1983,1600,UN,4,337100,ST. JOHN'S,,
59665,0.03,1984,1152,UN,3,204000,ST. JOHN'S,,
59682,0.03,1984,1152,UN,3,179000,ST. JOHN'S,,
59771,0.73,1989,2910,UN,4,716800,ST. JOHN'S,,
59834,0.78,1989,2619,UN,5,517100,ST. JOHN'S,,
59977,0.2,1987,1320,UN,3,251200,ST. JOHN'S,,
60243,0.03,1995,1400,UN,3,220100,ST. JOHN'S,,
60578,0.36,1998,2954,LT,5,744800,ST. JOHN'S,,
60621,0.22,1999,2716,LT,4,545700,ST. JOHN'S,,
60624,0.26,1994,2287,LT,4,530600,ST. JOHN'S,,
60704,0.25,1998,2427,LT,4,572000,ST. JOHN'S,,
60953,1.44,1993,3163,LT,NULL,897700,ST. JOHN'S,,
61016,0.05,2005,2505,LT,4,540000,ST. JOHN'S,,
61102,0.13,1996,1706,LT,3,396000,ST. JOHN'S,,
61122,0.14,1997,2073,LT,3,466000,ST. JOHN'S,,
61308,0.15,1999,1626,LT,4,361600,ST. JOHN'S,,
61434,0.38,2000,3010,LT,4,654200,ST. JOHN'S,,
62516,0.08,1983,1151,UN,3,167400,ST. JOHN'S,,
62556,0.16,1983,988,UN,3,131100,ST. JOHN'S,,
62579,0.13,1984,1091,UN,3,152000,ST. JOHN'S,,
62622,0.08,1985,1294,UN,3,177200,ST. JOHN'S,,
62997,0.14,1986,984,LT,3,192500,ST. JOHN'S,,
63764,0.24,2005,2637,LT,4,483800,ST. JOHN'S,,
64328,0.18,2003,1926,LT,4,385100,ST. JOHN'S,,
64428,1,1977,1796,LT,3,372100,ST. JOHN'S,,
64763,0.15,2008,2186,LT,4,442900,ST. JOHN'S,,
64866,0.15,2009,2458,LT,4,563300,ST. JOHN'S,,
64995,0.16,2004,1994,LT,4,385800,ST. JOHN'S,,
65158,0.22,2006,1611,LT,4,361200,ST. JOHN'S,,
65224,0.2,2006,1817,LT,4,364800,ST. JOHN'S,,
65241,0.17,2009,1603,LT,4,355300,ST. JOHN'S,,
65550,0.49,1976,2387,UN,4,445500,ST. JOHN'S,,
65616,0.39,1984,2692,UN,4,477000,ST. JOHN'S,,
65679,0.45,1988,2623,UN,4,524700,ST. JOHN'S,,
66864,0.19,2018,2087,LT,4,480200,ST. JOHN'S,,
67136,0.46,1987,1898,UN,3,368500,ST. JOHN'S,,
67216,0.2,2008,2816,LT,4,595100,GAINESVILLE,,
67800,0.12,1995,1354,UN,3,276500,GAINESVILLE,,
69383,1.27,1981,1272,LT,3,280800,ST. JOHN'S,,
69506,1,2004,1724,LT,4,401800,ST. JOHN'S,,
69529,1.67,1994,1656,LT,3,319900,ST. JOHN'S,,
72463,0.87,1958,1166,UN,3,203800,ST. JOHN'S,,
73067,0.1,2003,1335,LT,3,304900,GAINESVILLE,,
73313,0.09,2006,1372,LT,3,290700,GAINESVILLE,,
73714,0.21,1977,1374,UN,3,230300,GAINESVILLE,,
74020,0.04,1983,1133,UN,3,213300,GAINESVILLE,,
74063,0.21,1965,1125,UN,3,112500,GAINESVILLE,,
74544,0.26,1960,1056,UN,3,103000,GAINESVILLE,,
75148,0.21,1965,1496,UN,3,210000,GAINESVILLE,,
75168,0.2,1965,1269,UN,3,201500,GAINESVILLE,,
75835,0.22,1963,1098,UN,3,216700,GAINESVILLE,,
76087,0.24,1964,1286,UN,3,156200,GAINESVILLE,,
76207,0.24,1971,1129,UN,3,177300,GAINESVILLE,,
76253,0.25,1979,912,UN,3,185200,GAINESVILLE,,
76831,0.16,1929,726,UN,3,148900,GAINESVILLE,,
77478,0.24,1965,720,UN,3,177000,GAINESVILLE,,
77810,0.21,1981,1239,UN,3,247500,GAINESVILLE,,
78729,0.32,1970,1812,UN,3,361200,GAINESVILLE,,
79416,0.36,1956,1341,LT,3,293800,GAINESVILLE,,
79536,0.25,1952,2340,LT,3,364800,GAINESVILLE,,
80203,0.17,1956,946,UN,3,171700,GAINESVILLE,,
80223,1.8,1950,1421,UN,3,263100,GAINESVILLE,,
81617,0.27,1957,2297,UN,3,306200,GAINESVILLE,,
81660,0.21,1958,1053,UN,3,195100,GAINESVILLE,,
81706,0.26,1958,1236,UN,3,290400,GAINESVILLE,,
82058,0.24,1958,1190,UN,3,251000,GAINESVILLE,,
82121,0.35,1959,1505,UN,3,246200,GAINESVILLE,,
82656,0.18,1965,1008,UN,3,123900,GAINESVILLE,,
82974,0.17,1958,1012,UN,3,104900,GAINESVILLE,,
