prop_id,legal_acreage,yr_blt,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,,
35208,1.26,1998,3616,LT,5,874900,ST. JOHN'S,,
35214,1.5,2000,3469,LT,5,820600,ST. JOHN'S,,
35234,0.39,2001,2700,LT,4,658900,ST. JOHN'S,,
35287,0.38,1989,1872,UN,4,361500,ST. JOHN'S,,
35290,0.35,1988,2004,UN,4,395300,ST. JOHN'S,,
35301,0.52,1990,1833,UN,4,389900,ST. JOHN'S,,
35304,0.26,1992,1826,UN,4,357700,ST. JOHN'S,,
35320,0.21,1988,1707,UN,3,327900,ST. JOHN'S,,
35329,0.22,1987,1248,UN,3,282200,ST. JOHN'S,,
35330,0.22,1988,1295,UN,3,298000,ST. JOHN'S,,
35344,0.21,1988,1224,UN,3,288600,ST. JOHN'S,,
35364,0.21,1990,1457,UN,3,309400,ST. JOHN'S,,
35387,0.18,1991,1328,UN,3,308700,ST. JOHN'S,,
35391,0.33,1991,1849,UN,3,426400,ST. JOHN'S,,
35399,0.21,1991,1254,UN,3,288800,ST. JOHN'S,,
35413,0.17,1991,1286,UN,3,302000,ST. JOHN'S,,
35436,0.2,1993,1623,UN,3,321400,ST. JOHN'S,,
35441,0.26,1992,2009,UN,3,388000,ST. JOHN'S,,
35443,0.18,1992,1522,UN,3,336300,ST. JOHN'S,,
35444,0.2,1992,1492,UN,3,291000,ST. JOHN'S,,
35448,0.22,1992,1364,UN,3,233000,ST. JOHN'S,,
35450,0.15,1992,1399,UN,3,311400,ST. JOHN'S,,
35483,0.19,2015,2596,LT,4,633600,ST. JOHN'S,,
35501,0.3,2017,3195,LT,4,927500,ST. JOHN'S,,
35570,0.4,1979,1854,UN,3,389000,ST. JOHN'S,,
35576,0.4,1978,2255,UN,3,358400,ST. JOHN'S,,
35590,0.59,2003,2256,UN,4,449500,ST. JOHN'S,,
35597,0.42,1979,3010,UN,4,434500,ST. JOHN'S,,
35623,0.41,1977,2178,UN,3,269500,ST. JOHN'S,,
35654,2.12,1998,3797,LT,5,833000,ST. JOHN'S,,
35658,3.01,1997,4039,LT,4,890200,ST. JOHN'S,,
35666,2.09,1997,4305,LT,5,916500,ST. JOHN'S,,
35680,2.03,1984,4813,UN,5,1007300,ST. JOHN'S,,
35687,1.9,1984,3721,UN,4,683200,ST. JOHN'S,,
35688,2.06,1985,3174,UN,4,724300,ST. JOHN'S,,
35702,0.42,1980,2214,UN,3,376900,ST. JOHN'S,,
35702,0.42,1980,2214,UN,3,100,ST. JOHN'S,,
35722,0.41,1982,2388,UN,4,421900,ST. JOHN'S,,
35759,0.4,1983,2336,UN,4,419200,ST. JOHN'S,,
35783,0.66,1997,3868,LT,5,663500,GAINESVILLE,,
35785,0.82,1997,2686,LT,4,439300,GAINESVILLE,,
35804,0.64,1995,2834,LT,5,549000,GAINESVILLE,,
35816,1.49,2002,3552,LT,5,742500,GAINESVILLE,,
35878,0.49,2001,3020,LT,5,698800,ST. JOHN'S,,
35896,0.57,2008,3070,LT,5,657700,ST. JOHN'S,,
35907,0.52,2002,3313,LT,5,772200,ST. JOHN'S,,
35913,0.49,2007,4181,LT,5,826900,ST. JOHN'S,,
35941,0.35,2016,3634,LT,4,829500,ST. JOHN'S,,
35976,0.45,1990,2413,UN,4,532700,ST. JOHN'S,,
35991,0.46,1989,2777,UN,4,520800,ST. JOHN'S,,
36009,0.39,1989,3231,UN,4,594200,ST. JOHN'S,,
36031,0.51,1995,3102,UN,4,625300,ST. JOHN'S,,
36048,0.52,1991,3219,UN,4,655700,ST. JOHN'S,,
36051,0.46,1991,2386,UN,4,482000,ST. JOHN'S,,
36097,0.66,1994,3318,LT,5,658600,ST. JOHN'S,,
36104,0.46,1993,2847,LT,5,538100,ST. JOHN'S,,
36122,0.5,1994,3368,LT,5,750000,ST. JOHN'S,,
36172,0.37,1992,2297,LT,4,456300,ST. JOHN'S,,
36719,0.25,1981,1176,UN,3,202700,ST. JOHN'S,,
36734,0.24,1981,1392,UN,3,262100,ST. JOHN'S,,
36735,0.24,1981,1322,UN,3,306900,ST. JOHN'S,,
36755,0.24,1982,1224,UN,3,288500,ST. JOHN'S,,
36758,0.24,1981,1798,UN,3,271100,ST. JOHN'S,,
36764,0.24,1982,1554,UN,3,270200,ST. JOHN'S,,
36828,0.34,1967,1860,LT,3,340900,GAINESVILLE,,
36829,0.51,1967,1810,LT,3,341400,GAINESVILLE,,
36865,0.63,1967,1453,LT,3,309400,GAINESVILLE,,
36874,0.61,1972,1620,LT,3,293900,GAINESVILLE,,
36885,0.33,1968,1337,LT,3,235200,GAINESVILLE,,
36889,0.33,1968,1764,LT,3,257500,GAINESVILLE,,
36896,0.43,1969,1696,LT,3,304700,GAINESVILLE,,
36908,0.34,1970,1494,LT,3,337500,GAINESVILLE,,
36927,0.33,1971,1497,LT,3,332600,GAINESVILLE,,
36930,0.33,1970,1478,LT,3,328700,GAINESVILLE,,
36936,0.52,1972,2334,LT,3,308700,GAINESVILLE,,
36942,0.38,1971,1484,LT,3,263400,GAINESVILLE,,
37025,0.17,1997,1819,LT,3,288400,GAINESVILLE,,
37031,0.17,1997,1245,LT,3,285800,GAINESVILLE,,
37034,0.17,1996,1102,LT,3,220400,GAINESVILLE,,
37037,0.17,1997,1259,LT,3,270300,GAINESVILLE,,
37038,0.17,1997,2011,LT,3,373600,GAINESVILLE,,
37049,0.18,1998,1582,LT,3,245800,GAINESVILLE,,
37076,0.18,1999,1585,LT,3,275500,GAINESVILLE,,
37099,0.18,1998,2184,LT,4,405000,GAINESVILLE,,
37100,0.2,1999,1771,LT,3,314900,GAINESVILLE,,
37153,0.16,1999,1914,LT,3,348300,GAINESVILLE,,
37182,0.16,2000,1412,LT,3,218700,GAINESVILLE,,
37188,0.17,2000,2067,LT,3,414500,GAINESVILLE,,
37201,0.17,2000,1615,LT,3,298500,GAINESVILLE,,
37214,0.17,2001,1616,LT,3,332000,GAINESVILLE,,
37266,0.17,2002,1687,LT,3,263400,GAINESVILLE,,
37297,0.2,2002,1288,LT,3,295100,GAINESVILLE,,
37381,0.32,1974,1324,LT,3,248500,GAINESVILLE,,
37391,0.25,1972,1618,LT,3,322800,GAINESVILLE,,
37394,0.32,1972,1674,LT,3,229000,GAINESVILLE,,
37427,0.46,1973,2386,LT,3,372800,GAINESVILLE,,
37432,0.37,1973,1608,LT,3,308700,GAINESVILLE,,
37442,0.44,1972,1764,LT,3,355200,GAINESVILLE,,
37475,0.24,1973,1453,LT,3,203800,GAINESVILLE,,
37477,0.24,1973,1486,LT,3,294000,GAINESVILLE,,
37485,0.39,1973,1423,LT,3,279300,GAINESVILLE,,
37492,0.37,1973,1572,LT,3,351900,GAINESVILLE,,
37495,0.36,1973,1500,LT,3,300900,GAINESVILLE,,
37503,0.37,1973,1688,LT,3,302000,GAINESVILLE,,
37515,0.33,1974,1447,LT,3,256700,GAINESVILLE,,
37516,0.33,1974,1527,LT,3,225000,GAINESVILLE,,
37528,0.79,1974,1586,LT,3,320600,GAINESVILLE,,
37535,0.37,1973,1449,LT,3,316000,GAINESVILLE,,
37628,1,1954,1232,LT,3,281300,GAINESVILLE,,
37642,0.2,2001,2179,LT,4,483500,GAINESVILLE,,
37656,0.2,2001,2532,LT,4,423800,GAINESVILLE,,
37681,0.31,1959,1662,LT,3,281300,GAINESVILLE,,
37688,0.31,1959,1131,LT,3,239800,GAINESVILLE,,
37691,0.24,1994,1480,LT,3,325000,GAINESVILLE,,
37745,0.19,1994,1982,LT,4,415000,GAINESVILLE,,
37772,0.17,1992,1821,LT,3,372400,GAINESVILLE,,
37782,0.09,2001,1466,LT,3,271100,GAINESVILLE,,
37783,0.11,2001,1308,LT,3,255300,GAINESVILLE,,
37841,0.17,1993,1342,LT,3,304000,GAINESVILLE,,
37863,0.25,1995,1847,LT,3,313700,GAINESVILLE,,
37914,0.14,1974,1776,UN,3,251900,GAINESVILLE,,
37935,0.04,1975,1613,UN,3,235900,GAINESVILLE,,
37939,0.05,1981,1590,UN,3,226300,GAINESVILLE,,
37952,0.04,1975,1554,UN,3,210000,GAINESVILLE,,
37953,0.04,1975,1554,UN,3,247500,GAINESVILLE,,
37961,0.04,1975,1407,UN,3,220200,GAINESVILLE,,
37968,0.14,1975,1258,UN,3,228000,GAINESVILLE,,
37972,0.13,1975,1448,UN,3,197500,GAINESVILLE,,
37979,0.14,1975,1448,UN,3,236300,GAINESVILLE,,
37989,0.12,1975,1258,UN,3,204900,GAINESVILLE,,
38000,0.27,1975,2232,UN,3,383800,GAINESVILLE,,
38018,0.2,1979,1709,UN,4,291400,GAINESVILLE,,
38022,0.25,1979,1464,UN,4,210000,GAINESVILLE,,
38058,0.43,1980,1898,UN,3,368800,GAINESVILLE,,
38062,0.26,1979,1250,UN,3,279100,GAINESVILLE,,
38064,0.26,1980,1068,UN,3,170000,GAINESVILLE,,
38089,0.21,1979,1050,UN,3,225300,GAINESVILLE,,
38090,0.29,1980,1416,UN,3,150200,GAINESVILLE,,
38116,0.26,1979,1298,UN,3,267800,GAINESVILLE,,
38117,0.36,1979,1410,UN,3,293300,GAINESVILLE,,
38129,0.21,1979,1074,UN,3,242100,GAINESVILLE,,
38135,0.2,1979,1281,UN,3,264500,GAINESVILLE,,
38137,0.28,1979,1377,UN,3,277900,GAINESVILLE,,
38146,0.23,1979,1506,UN,3,283000,GAINESVILLE,,
38147,0.23,1979,1501,UN,3,246800,GAINESVILLE,,
38151,0.22,1979,1070,UN,3,267800,GAINESVILLE,,
38164,0.2,1983,912,UN,3,216900,GAINESVILLE,,
38167,0.23,1982,912,UN,3,220500,GAINESVILLE,,
38197,0.2,1981,1228,UN,3,261800,GAINESVILLE,,
38206,0.38,1983,1250,UN,3,240200,GAINESVILLE,,
38214,0.2,1981,1152,UN,3,210400,GAINESVILLE,,
38219,0.2,1981,912,UN,3,189800,GAINESVILLE,,
38224,0.31,1981,1368,UN,3,242300,GAINESVILLE,,
38231,0.2,1981,1320,UN,3,282200,GAINESVILLE,,
38234,0.21,1981,912,UN,3,241000,GAINESVILLE,,
38245,0.2,1980,1050,UN,3,170000,GAINESVILLE,,
38267,0.23,1991,1386,UN,3,291700,GAINESVILLE,,
38269,0.2,1991,1551,UN,3,349200,GAINESVILLE,,
38323,0.22,1992,1258,LT,3,281100,GAINESVILLE,,
38329,0.2399,1992,1279,LT,3,285300,GAINESVILLE,,
38336,0.19,1980,1152,UN,3,226400,GAINESVILLE,,
38348,0.21,1980,1058,UN,3,258200,GAINESVILLE,,
38349,0.24,1980,1041,UN,3,227500,GAINESVILLE,,
38392,0.2,1986,1198,UN,3,253100,GAINESVILLE,,
38402,0.2,1985,1196,UN,3,280000,GAINESVILLE,,
38404,0.25,1985,1350,UN,3,308500,GAINESVILLE,,
38411,0.2,1984,1260,UN,3,275600,GAINESVILLE,,
38418,0.18,1983,1440,UN,3,258800,GAINESVILLE,,
38441,0.26,1989,1340,UN,3,256000,GAINESVILLE,,
38447,0.21,1988,1349,UN,3,250500,GAINESVILLE,,
38448,0.38,1988,1264,UN,3,329000,GAINESVILLE,,
38480,0.2,1989,1335,UN,3,275400,GAINESVILLE,,
38490,0.37,1987,1272,UN,3,269800,GAINESVILLE,,
38518,0.03,1983,1355,UN,3,187200,GAINESVILLE,,
38538,0.02,1983,1621,UN,3,206100,GAINESVILLE,,
38540,0.03,1982,1615,UN,3,222400,GAINESVILLE,,
38544,0.03,1995,1632,UN,4,215700,GAINESVILLE,,
38575,0.13,2020,2066,LT,NULL,443100,GAINESVILLE,,
38597,0.13,2020,1862,LT,3,394100,GAINESVILLE,,
38600,0.13,2017,1852,LT,3,395800,GAINESVILLE,,
38622,0.27,1970,1172,UN,3,277200,GAINESVILLE,,
38624,0.26,1967,1411,UN,3,302300,GAINESVILLE,,
38631,0.23,1969,1182,UN,3,225900,GAINESVILLE,,
38636,0.3,1970,1189,UN,3,246000,GAINESVILLE,,
38648,0.34,1967,1666,UN,3,331800,GAINESVILLE,,
38711,0.28,1970,1528,UN,3,294000,GAINESVILLE,,
38733,0.25,1978,1152,UN,3,216500,GAINESVILLE,,
38734,0.22,1978,1308,UN,3,285400,GAINESVILLE,,
38741,0.22,1978,1501,UN,3,263200,GAINESVILLE,,
38742,0.22,1978,1474,UN,3,297600,GAINESVILLE,,
38761,0.2,1978,1092,UN,3,191300,GAINESVILLE,,
38790,0.2,1978,1152,UN,3,282200,GAINESVILLE,,
38802,0.2,1978,1501,UN,3,300900,GAINESVILLE,,
38822,0.24,1977,1429,LT,3,281800,GAINESVILLE,,
38842,0.2,1977,1032,UN,3,218400,GAINESVILLE,,
38872,0.47,1977,960,UN,3,0,GAINESVILLE,,
38872,0.47,1977,960,UN,3,227000,GAINESVILLE,,
38872,0.47,1977,960,UN,3,100,GAINESVILLE,,
38882,0.48,1976,1509,UN,3,282700,GAINESVILLE,,
38893,0.2,1977,1276,UN,3,260800,GAINESVILLE,,
38895,0.2,1976,1160,UN,3,270000,GAINESVILLE,,
38906,0.31,1976,1152,UN,3,233000,GAINESVILLE,,
38908,0.36,1976,1350,UN,3,256000,GAINESVILLE,,
38909,0.34,1976,1500,UN,3,267700,GAINESVILLE,,
38948,0.23,1976,1093,UN,3,225400,GAINESVILLE,,
38965,0.26,1976,1150,UN,3,269500,GAINESVILLE,,
38966,0.24,1976,874,UN,3,211200,GAINESVILLE,,
38972,0.24,1976,1233,UN,3,228400,GAINESVILLE,,
39002,0.24,1966,1144,UN,3,252500,GAINESVILLE,,
39007,0.23,1967,1428,UN,3,240500,GAINESVILLE,,
39009,0.23,1967,1436,UN,3,283100,GAINESVILLE,,
39014,0.26,1966,1148,UN,3,291300,GAINESVILLE,,
39018,0.23,1966,1340,UN,3,246000,GAINESVILLE,,
39046,0.28,1971,1345,UN,3,280500,GAINESVILLE,,
39050,0.28,1970,1820,UN,3,263300,GAINESVILLE,,
39060,0.24,1970,1200,UN,3,254800,GAINESVILLE,,
39065,0.24,1970,1305,UN,3,265500,GAINESVILLE,,
39073,0.25,1971,1750,UN,3,257600,GAINESVILLE,,
39076,0.23,1971,1446,UN,3,296500,GAINESVILLE,,
39087,0.24,1971,1350,UN,3,265500,GAINESVILLE,,
39096,0.24,1971,1167,UN,3,285000,GAINESVILLE,,
39112,0.24,1971,1125,UN,3,259100,GAINESVILLE,,
39113,0.24,1971,1267,UN,3,253600,GAINESVILLE,,
39118,0.24,1972,1446,UN,3,300400,GAINESVILLE,,
39138,0.26,1971,1446,UN,3,259500,GAINESVILLE,,
39156,0.24,1971,1289,UN,3,294900,GAINESVILLE,,
39164,0.24,1973,1323,UN,3,275000,GAINESVILLE,,
39193,0.24,1972,1315,UN,3,290000,GAINESVILLE,,
39195,0.33,1971,2297,UN,3,338600,GAINESVILLE,,
39199,0.3,1971,1473,UN,3,266400,GAINESVILLE,,
39204,0.31,1971,1324,UN,3,290600,GAINESVILLE,,
39205,0.29,1971,1338,UN,3,271400,GAINESVILLE,,
39209,0.3,1971,1502,UN,3,308700,GAINESVILLE,,
39213,0.24,1973,1025,UN,3,241000,GAINESVILLE,,
39230,0.25,1971,984,UN,3,222000,GAINESVILLE,,
39238,0.34,1972,1554,UN,3,251800,GAINESVILLE,,
39243,0.41,1972,1356,UN,3,215000,GAINESVILLE,,
39256,0.32,1973,1200,UN,3,277900,GAINESVILLE,,
39261,0.33,1972,1324,UN,3,308900,GAINESVILLE,,
39292,0.26,1972,1440,UN,3,262800,GAINESVILLE,,
39349,0.36,1984,2115,UN,4,425600,GAINESVILLE,,
39365,0.46,1987,2111,LT,4,429400,GAINESVILLE,,
39397,0.43,1989,2066,UN,4,484800,GAINESVILLE,,
39409,0.35,1988,2102,UN,4,409100,GAINESVILLE,,
39423,1.05,1984,3912,UN,4,704600,GAINESVILLE,,
39451,0.35,1988,2504,UN,4,426100,GAINESVILLE,,
39453,0.5,1987,2494,UN,3,595000,GAINESVILLE,,
39483,0.57,1996,1995,UN,4,428400,GAINESVILLE,,
39495,3.41,1979,6709,LT,4,882000,GAINESVILLE,,
39504,1.53,1983,3844,LT,4,720000,GAINESVILLE,,
39515,0.83,1982,3801,LT,5,976000,GAINESVILLE,,
39516,0.63,1986,3955,LT,4,784600,GAINESVILLE,,
39561,0.1,1999,1380,LT,3,250900,GAINESVILLE,,
39570,0.1,2000,1495,LT,3,266200,GAINESVILLE,,
39583,0.11,1998,1270,LT,3,238800,GAINESVILLE,,
39587,0.13,1999,1407,LT,3,279600,GAINESVILLE,,
39591,0.16,2001,1234,LT,3,287000,GAINESVILLE,,
39592,0.2,2001,1376,LT,3,210900,GAINESVILLE,,
39596,0.14,2000,1224,LT,3,269100,GAINESVILLE,,
39604,0.13,2001,1229,LT,3,254600,GAINESVILLE,,
39607,0.12,2001,1229,LT,3,260100,GAINESVILLE,,
39619,0.13,2001,1155,LT,3,253100,GAINESVILLE,,
39636,0.12,2000,1248,LT,3,248900,GAINESVILLE,,
39658,0.09,2005,1256,LT,3,246900,GAINESVILLE,,
39669,0.09,2004,1410,LT,3,274200,GAINESVILLE,,
39670,0.09,2004,1634,LT,3,301300,GAINESVILLE,,
39689,0.1,2005,2100,LT,3,315300,GAINESVILLE,,
39694,0.1,2005,1409,LT,3,244100,GAINESVILLE,,
39706,0.1,2005,1536,LT,3,326700,GAINESVILLE,,
39710,0.1,2004,1292,LT,3,270300,GAINESVILLE,,
39719,0.12,2005,1409,LT,3,272000,GAINESVILLE,,
39732,1,1981,2027,UN,4,392000,GAINESVILLE,,
39735,1,1983,3268,UN,4,572900,GAINESVILLE,,
39748,1.01,1981,2200,UN,4,469800,GAINESVILLE,,
39772,0.25,1975,1552,UN,3,308700,GAINESVILLE,,
39782,0.23,1975,1766,UN,3,310500,GAINESVILLE,,
39785,0.24,1980,1591,UN,3,297100,GAINESVILLE,,
39788,0.24,1977,2132,UN,3,216500,GAINESVILLE,,
39796,0.24,1976,1856,UN,3,365800,GAINESVILLE,,
39813,0.32,1980,1637,UN,3,306300,GAINESVILLE,,
39831,0.32,1987,2633,UN,3,456100,GAINESVILLE,,
39833,0.31,1977,1767,UN,3,315300,GAINESVILLE,,
39858,0.4,1987,2258,LT,4,472300,GAINESVILLE,,
39885,0.62,1985,1680,LT,3,363200,GAINESVILLE,,
39910,0.26,1964,1539,UN,3,232000,GAINESVILLE,,
39912,0.27,1967,2427,UN,3,100,GAINESVILLE,,
39912,0.27,1967,2427,UN,3,325400,GAINESVILLE,,
39914,0.27,1964,1830,UN,3,349200,GAINESVILLE,,
39917,0.27,1964,1618,UN,3,302000,GAINESVILLE,,
39922,0.26,1964,1450,UN,3,355600,GAINESVILLE,,
39929,0.27,1967,1392,UN,3,302100,GAINESVILLE,,
39934,0.27,1964,1852,LT,3,300700,GAINESVILLE,,
39956,0.25,1967,1560,UN,3,230900,GAINESVILLE,,
39957,0.27,1965,1503,UN,3,266600,GAINESVILLE,,
39960,0.24,1965,1166,UN,3,265500,GAINESVILLE,,
39965,0.26,1965,2279,UN,3,355500,GAINESVILLE,,
39970,0.27,1966,1200,UN,3,264600,GAINESVILLE,,
39971,0.27,1965,1450,UN,3,325300,GAINESVILLE,,
39972,0.27,1965,1792,UN,3,356400,GAINESVILLE,,
39981,0.27,1967,1771,UN,3,343500,GAINESVILLE,,
39992,0.42,1976,1711,UN,3,279600,GAINESVILLE,,
39997,0.58,1978,1852,UN,4,293800,GAINESVILLE,,
39998,0.31,1968,2422,UN,3,410400,GAINESVILLE,,
40008,0.3,1968,1982,UN,3,326700,GAINESVILLE,,
40061,0.38,1978,1440,UN,3,409800,GAINESVILLE,,
40068,0.38,1979,1960,UN,3,405300,GAINESVILLE,,
40153,0.35,1973,2094,UN,3,318500,GAINESVILLE,,
40173,0.36,1973,2000,UN,3,316900,GAINESVILLE,,
40232,0.14,2009,2034,LT,4,455000,GAINESVILLE,,
40238,0.11,2008,1655,LT,4,395900,GAINESVILLE,,
40251,0.06,2007,1274,LT,3,311300,GAINESVILLE,,
40253,0.07,2008,1600,LT,3,398600,GAINESVILLE,,
40282,3.47,1950,4107,AC,4,486600,GAINESVILLE,,
40296,1.25,1977,1420,LT,3,288700,GAINESVILLE,,
40316,0.99,1960,3702,LT,4,600000,GAINESVILLE,,
40340,0.34,1965,1716,UN,3,277200,GAINESVILLE,,
40347,0.39,1975,2426,UN,3,402900,GAINESVILLE,,
40369,0.34,1976,1960,UN,3,336600,GAINESVILLE,,
40382,0.36,1976,2156,UN,3,377400,GAINESVILLE,,
40435,0.03,1985,988,UN,3,143400,GAINESVILLE,,
40439,0.03,1985,988,UN,3,137300,GAINESVILLE,,
40441,0.03,1985,988,UN,3,137400,GAINESVILLE,,
40446,0.02,1985,1000,UN,3,142100,GAINESVILLE,,
40447,0.02,1985,1000,UN,3,139100,GAINESVILLE,,
40504,0.38,1973,2130,UN,3,382500,GAINESVILLE,,
40505,0.35,1973,1695,UN,3,300300,GAINESVILLE,,
40549,0.42,1973,2715,UN,4,450500,GAINESVILLE,,
40578,0.96,1984,1560,LT,3,345600,GAINESVILLE,,
40603,0.25,1967,1560,UN,3,313200,GAINESVILLE,,
40612,0.35,1969,1672,UN,3,279500,GAINESVILLE,,
40653,0.38,1981,2987,UN,3,477500,GAINESVILLE,,
40724,0.4,1982,1977,UN,3,441900,GAINESVILLE,,
40747,0.72,1978,1922,UN,3,320000,GAINESVILLE,,
40789,0.44,1980,2774,UN,4,544000,GAINESVILLE,,
40795,0.41,1979,2070,UN,3,464300,GAINESVILLE,,
40800,0.38,1977,2237,UN,3,496900,GAINESVILLE,,
40801,0.43,1978,2738,UN,3,522100,GAINESVILLE,,
40823,0.58,1980,2330,UN,3,391900,GAINESVILLE,,
40864,0.36,1983,1526,UN,3,300600,GAINESVILLE,,
40882,0.77,2001,3623,UN,4,686000,GAINESVILLE,,
41004,0.02,1989,1340,UN,3,230800,GAINESVILLE,,
41017,0.02,1989,1050,UN,3,195900,GAINESVILLE,,
41021,0.02,1989,1050,UN,3,210700,GAINESVILLE,,
41023,0.02,1989,1340,UN,3,221200,GAINESVILLE,,
41025,0.02,1989,1340,UN,3,206800,GAINESVILLE,,
41026,0.02,1989,1340,UN,3,155900,GAINESVILLE,,
41027,0.02,1989,1050,UN,3,207400,GAINESVILLE,,
41028,0.02,1989,1050,UN,3,194100,GAINESVILLE,,
41036,0.02,1989,1340,UN,3,247500,GAINESVILLE,,
41038,0.02,1989,1340,UN,3,194400,GAINESVILLE,,
41042,0.02,1989,1050,UN,3,200700,GAINESVILLE,,
41059,0.02,1989,1050,UN,3,212900,GAINESVILLE,,
41061,0.02,1989,1050,UN,3,197900,GAINESVILLE,,
41066,0.01,1989,1050,UN,3,242500,GAINESVILLE,,
41067,0.02,1989,1050,UN,3,190800,GAINESVILLE,,
41069,0.02,1989,1588,UN,3,249200,GAINESVILLE,,
41079,0.02,1989,1340,UN,3,201600,GAINESVILLE,,
41098,0.02,1989,1588,UN,3,262200,GAINESVILLE,,
41113,0.04,1987,1232,UN,3,243000,GAINESVILLE,,
41115,0.04,1987,1045,UN,3,207400,GAINESVILLE,,
41148,0.04,1987,1045,UN,3,211200,GAINESVILLE,,
41153,0.04,1987,1232,UN,3,216300,GAINESVILLE,,
41156,0.04,1987,1232,UN,3,234300,GAINESVILLE,,
41215,0.05,1988,1684,UN,3,373300,GAINESVILLE,,
41218,0.05,1988,1326,UN,3,391600,GAINESVILLE,,
41222,0.05,1988,1326,UN,3,372800,GAINESVILLE,,
41228,0.05,1988,1771,UN,3,436800,GAINESVILLE,,
41229,0.05,1988,1198,UN,3,285400,GAINESVILLE,,
41230,0.05,1988,1326,UN,3,380200,GAINESVILLE,,
41231,0.05,1988,1198,UN,3,313600,GAINESVILLE,,
41289,0.45,1963,2142,UN,3,438200,GAINESVILLE,,
41368,0.24,1985,1050,UN,3,188400,ST. JOHN'S,,
41369,0.24,1985,1203,UN,3,316300,ST. JOHN'S,,
41377,0.21,1985,1286,UN,3,232200,ST. JOHN'S,,
41388,0.21,1985,1136,UN,3,237000,ST. JOHN'S,,
41392,0.21,1985,1320,UN,3,286100,ST. JOHN'S,,
41393,0.21,1985,1610,UN,3,345000,ST. JOHN'S,,
41395,0.29,1985,1022,UN,3,284200,ST. JOHN'S,,
41397,0.2,1985,998,UN,3,204000,ST. JOHN'S,,
41434,0.29,1983,1387,UN,3,299000,ST. JOHN'S,,
41450,0.2,1985,1215,UN,3,256400,ST. JOHN'S,,
41468,0.18,1984,1102,UN,3,193500,ST. JOHN'S,,
41579,0.16,1991,1453,UN,3,290200,ST. JOHN'S,,
41595,0.17,1990,1177,UN,3,240700,ST. JOHN'S,,
41607,0.18,1991,1329,UN,3,282800,ST. JOHN'S,,
41618,0.25,1989,1958,UN,4,100,ST. JOHN'S,,
41618,0.25,1989,1958,UN,4,360000,ST. JOHN'S,,
41636,1.34,1962,1859,LT,3,358200,ST. JOHN'S,,
41641,0.78,1959,2440,LT,3,400800,ST. JOHN'S,,
41643,0.66,1963,2499,LT,3,356100,ST. JOHN'S,,
41664,0.24,1983,1044,UN,3,207900,ST. JOHN'S,,
41677,0.24,1982,1134,UN,3,233200,ST. JOHN'S,,
41707,0.3,1984,1516,UN,3,288500,ST. JOHN'S,,
41709,0.27,1986,1810,UN,3,307500,ST. JOHN'S,,
41731,0.27,1987,1394,UN,3,291800,ST. JOHN'S,,
41743,0.02,1982,1125,UN,3,171600,ST. JOHN'S,,
41747,0.02,1983,700,UN,3,195900,ST. JOHN'S,,
41766,0.02,1983,1344,UN,3,208000,ST. JOHN'S,,
41773,0.02,1983,1344,UN,3,205900,ST. JOHN'S,,
41782,0.02,1983,818,UN,3,156600,ST. JOHN'S,,
41787,0.03,1982,818,UN,3,149500,ST. JOHN'S,,
41803,0.02,1981,899,UN,3,184100,ST. JOHN'S,,
41804,0.03,1981,899,UN,3,191000,ST. JOHN'S,,
41806,0.02,1981,899,UN,3,181300,ST. JOHN'S,,
41827,0.02,1981,899,UN,3,183600,ST. JOHN'S,,
41834,0.03,1983,929,UN,3,164300,ST. JOHN'S,,
41868,0.03,1984,1057,UN,3,197800,ST. JOHN'S,,
41873,0.02,1985,1141,UN,3,160000,ST. JOHN'S,,
41884,0.03,1984,818,UN,3,143600,ST. JOHN'S,,
41892,0.03,1984,923,UN,3,181900,ST. JOHN'S,,
41906,0.02,1984,929,UN,3,169400,ST. JOHN'S,,
41969,0.2,1981,1346,UN,3,301300,ST. JOHN'S,,
41973,0.26,1982,1337,UN,3,255000,ST. JOHN'S,,
41974,0.23,1985,1954,UN,3,308900,ST. JOHN'S,,
42005,0.25,1973,1560,UN,3,303900,ST. JOHN'S,,
42006,0.25,1973,1626,UN,3,247200,ST. JOHN'S,,
42007,0.25,1973,1282,UN,3,272300,ST. JOHN'S,,
42018,0.25,1975,1750,UN,3,349000,ST. JOHN'S,,
42036,0.25,1973,2147,UN,3,267700,ST. JOHN'S,,
42043,0.23,1976,1470,UN,3,279100,ST. JOHN'S,,
42050,0.23,1974,1788,UN,3,371300,ST. JOHN'S,,
42096,0.34,1972,1248,UN,3,242100,ST. JOHN'S,,
42100,0.23,1979,1200,UN,3,229000,ST. JOHN'S,,
42120,0.21,1981,1419,UN,3,299800,ST. JOHN'S,,
42153,0.2,1996,1596,LT,3,345200,ST. JOHN'S,,
42157,0.24,1998,1492,LT,3,318500,ST. JOHN'S,,
42169,0.32,1996,1525,LT,3,318000,ST. JOHN'S,,
42173,0.18,1997,1563,LT,3,298800,ST. JOHN'S,,
42178,0.23,2000,1595,LT,3,300700,ST. JOHN'S,,
42224,1.02,1992,2908,UN,4,615000,ST. JOHN'S,,
42249,1.19,1992,4625,UN,5,1165200,ST. JOHN'S,,
42262,1.12,1992,2890,LT,5,672600,ST. JOHN'S,,
42327,0.23,1993,1409,LT,3,307200,ST. JOHN'S,,
