prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age,abs_subdv_cd
50985,0.02,1016,UN,3,150200,ST. JOHN'S,41,177500
52173,0.54,2352,UN,4,361300,ST. JOHN'S,47,28700
52814,0.32,1806,UN,3,372800,ST. JOHN'S,42,83900
52960,2.87,4327,AC,5,895400,ST. JOHN'S,21,0
53378,1.5,1922,LT,3,453500,ST. JOHN'S,31,176800
53501,0.45,2112,UN,4,525400,ST. JOHN'S,30,8801
53650,0.22,1359,UN,3,260400,ST. JOHN'S,45,216000
54251,0.15,1995,LT,4,420500,ST. JOHN'S,17,228503
54686,0.25,1279,UN,3,246600,ST. JOHN'S,42,155900
54709,0.23,1321,UN,3,281100,ST. JOHN'S,41,155900
55064,0.06,878,UN,3,124900,ST. JOHN'S,43,198400
55227,0.02,1106,UN,3,172200,GAINESVILLE,35,169300
55376,0.03,1370,UN,3,194600,GAINESVILLE,36,169301
55482,0.04,1020,LT,3,208100,GAINESVILLE,37,207702
60102,0.26,1711,UN,4,402800,ST. JOHN'S,31,78000
60245,0.04,1088,UN,3,222500,ST. JOHN'S,29,78300
60700,0.22,1996,LT,4,528700,ST. JOHN'S,28,83200
60889,0.48,2695,LT,5,591000,ST. JOHN'S,30,79600
61032,0.06,1916,LT,4,464100,ST. JOHN'S,25,80000
61178,0.27,2221,LT,4,510000,ST. JOHN'S,25,80500
61241,0.65,3890,LT,5,857600,ST. JOHN'S,24,81000
61304,0.15,2223,LT,4,431700,ST. JOHN'S,25,83300
61513,0.63,3333,LT,5,835600,ST. JOHN'S,19,230500
61699,0.18,2348,LT,4,504900,ST. JOHN'S,21,81800
62412,0.11,1144,UN,3,151300,ST. JOHN'S,39,234715
62426,0.05,992,UN,3,122300,ST. JOHN'S,25,234710
62429,0.07,814,UN,3,113000,ST. JOHN'S,39,234706
62515,0.2,1151,UN,3,124400,ST. JOHN'S,40,234811
63362,0.05,1016,LT,3,160000,ST. JOHN'S,32,89300
64178,0.19,1533,LT,4,330800,ST. JOHN'S,24,125703
64304,0.2,1752,LT,4,331500,ST. JOHN'S,21,125706
64427,1,1530,LT,3,279300,ST. JOHN'S,47,7400
65008,0.17,1504,LT,4,353300,ST. JOHN'S,19,239200
65117,0.22,1814,LT,4,360900,ST. JOHN'S,18,239250
65200,0.2,2246,LT,4,410800,ST. JOHN'S,18,239251
65403,0.16,1811,LT,4,472100,ST. JOHN'S,11,251500
65778,1.27,2023,UN,4,367500,ST. JOHN'S,50,161400
65821,1.27,2093,AC,3,322500,ST. JOHN'S,73,119300
66302,5.6,1881,UN,4,533300,ST. JOHN'S,38,161600
67842,0.11,1354,UN,3,272600,GAINESVILLE,26,175800
67948,0.15,1014,UN,3,231000,GAINESVILLE,36,175600
69399,1.52,1596,LT,3,352900,ST. JOHN'S,27,106900
70043,1.06,1639,LT,3,375400,ST. JOHN'S,16,227407
72193,0.13,1156,LT,3,244100,GAINESVILLE,7,28000
73504,0.19,1008,UN,3,237600,GAINESVILLE,58,203300
73730,0.19,1420,UN,3,296700,GAINESVILLE,36,196300
73770,0.18,1274,UN,3,269300,GAINESVILLE,35,196400
73853,0.23,1118,UN,3,167800,GAINESVILLE,61,89400
73979,0.02,1436,UN,3,247600,GAINESVILLE,35,34600
75167,0.2,1326,UN,3,245200,GAINESVILLE,58,32600
75622,0.18,1490,UN,3,192500,GAINESVILLE,62,95800
75642,0.19,1420,UN,3,193600,GAINESVILLE,63,95800
75708,0.19,1189,UN,3,244300,GAINESVILLE,62,95800
75788,0.23,1502,UN,3,151500,GAINESVILLE,60,95900
76037,0.22,1252,UN,3,242100,GAINESVILLE,54,96000
76435,0.28,1270,UN,3,263400,GAINESVILLE,22,0
76521,0.24,816,UN,3,196000,GAINESVILLE,43,0
76813,0.08,648,UN,3,136100,GAINESVILLE,75,48300
76827,0.08,621,UN,3,121500,GAINESVILLE,76,48300
76850,0.22,897,UN,3,186400,GAINESVILLE,73,189500
76913,0.37,1440,UN,3,216300,GAINESVILLE,65,44600
77411,0.16,1550,UN,3,252800,GAINESVILLE,47,166400
77497,0.25,1532,LT,3,182300,GAINESVILLE,73,61300
79180,0.27,1805,UN,3,403900,GAINESVILLE,57,61700
79535,0.25,1737,LT,3,338000,GAINESVILLE,71,118400
79721,0.14,832,UN,3,128000,GAINESVILLE,64,72300
80451,0.17,1580,UN,3,246000,GAINESVILLE,70,29500
80491,0.22,1170,UN,3,169800,GAINESVILLE,75,210400
80740,0.53,1692,UN,3,296400,GAINESVILLE,116,0
81075,0.25,1237,UN,3,213300,GAINESVILLE,67,127100
81138,0.28,1299,UN,3,226000,GAINESVILLE,72,85300
81974,0.29,1536,UN,3,151900,GAINESVILLE,67,32200
82137,0.23,1131,UN,3,143900,GAINESVILLE,62,32400
82280,0.25,1554,UN,3,271100,GAINESVILLE,59,32500
82635,0.18,1105,UN,3,140600,GAINESVILLE,58,33000
83030,0.18,1884,UN,3,223100,GAINESVILLE,57,61600
83050,0.18,936,UN,3,136000,GAINESVILLE,58,61600
83385,0.38,1494,UN,3,200900,ST. JOHN'S,74,171600
84736,0.14,960,UN,3,128800,GAINESVILLE,35,136600
84865,0.15,576,UN,3,134800,GAINESVILLE,84,136600
86096,0.21,1329,SF,3,348500,GAINESVILLE,58,55600
93527,0.46,1044,UN,3,88200,ST. JOHN'S,45,0
93693,0.42,1335,UN,3,233400,ST. JOHN'S,46,113200
93899,0.36,1144,UN,3,68000,ST. JOHN'S,50,182300
94005,0.67,1519,UN,3,201400,ST. JOHN'S,57,168200
94025,0.36,1040,UN,3,77900,ST. JOHN'S,62,0
94091,0.37,1412,UN,3,208000,ST. JOHN'S,62,168100
96813,11.69,2785,AC,3,385100,ST. JOHN'S,48,0
98290,1.33,2964,UN,3,580700,ST. JOHN'S,52,119600
98608,8.08,1280,AC,3,254100,ST. JOHN'S,4,0
100248,0.33,1272,UN,3,231400,SUWANNEE,17,40800
100351,2.84,1319,AC,3,262900,SUWANNEE,64,0
102538,0.58,1271,UN,2,36800,ST. JOHN'S,67,88200
103268,0.32,1284,UN,3,169100,HAWTHORNE,54,0
105203,0.35,1944,LT,4,427400,ST. JOHN'S,8,251501
105555,0.07,1318,LT,3,256300,NEWBERRY,6,255300
105558,0.08,1456,LT,3,263800,NEWBERRY,6,255300
105930,0.13,1682,LT,4,371300,GAINESVILLE,8,256100
106388,0.14,1454,LT,3,268100,HIGH SPRINGS,6,246701
106531,1,5647,LT,6,2127300,SUWANNEE,7,255203
106700,0.15,2608,LT,4,535600,GAINESVILLE,7,245830
106766,0.08,1522,LT,3,348500,GAINESVILLE,1,257200
106909,0.22,1397,UN,3,274800,GAINESVILLE,7,96000
107762,5,2070,AC,3,600000,NEWBERRY,7,NULL
500353,0.1463,1724,LT,4,540100,SUWANNEE,1,2552.05
500794,0.17,2556,LT,4,434300,ST. JOHN'S,1,2630.01
504014,0.1147,2859,LT,3,491600,SUWANNEE,1,2421.04
1523,2.25,2596,FF,3,674100,SUWANNEE,16,0
1789,0.17,1209,LT,3,255000,HIGH SPRINGS,1,180901
1846,0.12,1264,LT,3,275100,HIGH SPRINGS,13,250800
1875,9.21,2739,AC,3,456000,HIGH SPRINGS,63,83800
1918,0.39,1736,LT,3,265400,HIGH SPRINGS,19,189800
2344,1.03,2045,UN,3,429700,HIGH SPRINGS,29,107700
2416,4.24,2608,AC,3,220500,SUWANNEE,55,182600
2619,0.17,1154,UN,3,211700,HIGH SPRINGS,37,73000
3034,0.34,1200,UN,3,234900,HIGH SPRINGS,22,64600
3074,0.15,1080,SF,3,72900,HIGH SPRINGS,33,93500
3100,0.23,1156,LT,3,224500,HIGH SPRINGS,123,64600
3280,0.34,1456,UN,4,286300,HIGH SPRINGS,95,64600
3558,0.34,1432,UN,3,171100,HIGH SPRINGS,113,94500
3850,0.23,1232,LT,3,222900,HIGH SPRINGS,46,171900
3947,0.23,1524,LT,3,290700,HIGH SPRINGS,17,45800
4199,0.37,1485,LT,3,233400,HIGH SPRINGS,22,180500
4351,0.28,1180,LT,3,243100,HIGH SPRINGS,20,180500
5006,0.28,1008,LT,3,198100,HIGH SPRINGS,30,180501
5029,0.23,1056,LT,3,186300,HIGH SPRINGS,49,180500
5098,0.34,1574,LT,3,270200,HIGH SPRINGS,50,180500
5227,0.64,1296,LT,3,168600,HIGH SPRINGS,15,228200
5330,1.1,2205,LT,3,508200,HIGH SPRINGS,18,236000
5410,0.37,1932,LT,3,385500,HIGH SPRINGS,7,245400
5805,0.63,1758,UN,3,349200,SUWANNEE,1,191800
5928,2.5,1562,AC,3,145600,SUWANNEE,78,0
7425,1,1804,LT,3,381600,NEWBERRY,27,138502
8367,0.18,1874,LT,2,274100,NEWBERRY,14,249400
8407,0.18,3002,LT,2,355300,NEWBERRY,10,249400
9134,0.24,816,LT,3,117600,NEWBERRY,66,138300
9257,0.23,1330,UN,3,230700,NEWBERRY,19,99600
9429,0.47,1162,UN,3,199300,NEWBERRY,45,139000
9469,0.16,1146,UN,3,203800,NEWBERRY,18,123200
9798,0.28,1491,UN,3,303400,NEWBERRY,32,165300
9967,0.32,1630,LT,3,282600,NEWBERRY,18,165300
11072,5.67,1496,AC,4,407600,SUWANNEE,35,170500
11573,5.01,2119,AC,4,566100,SUWANNEE,26,12800
11802,1.27,1954,AC,3,411400,SUWANNEE,16,1700
12506,0.23,1432,LT,3,210000,SUWANNEE,56,172900
12855,0.18,2804,LT,2,426400,ALACHUA,11,248201
13350,0.29,1188,UN,3,171800,ALACHUA,46,2300
13728,0.17,1188,LT,3,225400,ALACHUA,9,245700
13771,0.17,1080,UN,3,175800,ALACHUA,38,2500
13780,0.17,1107,UN,3,208300,ALACHUA,39,2500
14965,0.43,2161,LT,3,484000,ALACHUA,9,244300
15597,0.26,1492,LT,3,263200,ALACHUA,25,101200
15763,5.25,3006,AC,4,1161500,ALACHUA,28,2000
15786,4.62,3183,AC,3,552000,ALACHUA,27,2000
16104,0.22,1397,LT,3,284100,ALACHUA,7,246000
16376,8,2438,AC,4,352800,SUWANNEE,38,0
16499,6.71,3598,AC,4,870100,ALACHUA,13,244700
17249,5,1928,AC,3,430000,SUWANNEE,48,130700
17355,5,1353,AC,3,346500,SUWANNEE,41,0
17859,6,1064,AC,3,232800,SUWANNEE,124,0
18045,5,1894,AC,3,391400,SUWANNEE,58,0
18749,0.26,2009,LT,3,421700,SUWANNEE,12,242200
18812,0.18,1444,LT,3,349000,SUWANNEE,18,239800
18832,0.18,1556,LT,3,394400,SUWANNEE,16,239800
19427,5.2,4792,AC,4,1154700,SUWANNEE,16,0
19748,0.04,1080,LT,3,191100,SUWANNEE,33,245300
19917,0.16,1718,LT,3,303800,SUWANNEE,32,152502
20114,3.57,3751,LT,4,774200,SUWANNEE,26,156700
20252,0.37,2130,LT,4,520200,SUWANNEE,13,245500
20343,0.31,1817,LT,4,378600,SUWANNEE,27,92200
20515,0.19,1976,LT,4,419300,SUWANNEE,6,235202
20581,0.24,1757,LT,4,379200,SUWANNEE,26,193701
20936,1,4419,LT,5,1293300,SUWANNEE,24,85501
21076,0.28,3356,LT,3,778200,SUWANNEE,25,199301
21096,0.35,4751,LT,4,844500,SUWANNEE,19,199301
21199,0.17,2692,LT,4,767200,SUWANNEE,19,199305
21823,0.21,2233,LT,4,520000,SUWANNEE,17,242100
22038,3.09,2500,AC,3,478800,SUWANNEE,47,121100
22350,5.6,3408,AC,3,721600,SUWANNEE,15,0
22510,1.11,2285,LT,3,626600,SUWANNEE,21,146902
23787,20,2932,AC,3,557200,SUWANNEE,24,0
25161,1.64,1664,AC,3,261400,ARCHER,50,0
28098,1,1196,AC,3,207800,SUWANNEE,54,0
28450,0.16,1460,LT,3,272400,ALACHUA,41,201300
28510,0.37,2816,LT,4,435100,ALACHUA,18,239000
28513,0.18,1610,LT,4,332300,ALACHUA,19,239000
28556,0.09,1420,LT,3,295000,ALACHUA,17,245200
28742,0.1,1940,LT,3,295500,ALACHUA,21,201400
29237,0.03,852,LT,3,195500,ALACHUA,13,225200
29383,0.09,1293,LT,3,263300,ALACHUA,20,202300
29675,0.36,2396,UN,4,319300,ALACHUA,40,50500
29821,0.25,1837,LT,4,283200,ALACHUA,25,33500
29841,0.32,1851,LT,3,337600,ALACHUA,21,33600
30425,0.1,1200,LT,3,195000,GAINESVILLE,38,201000
30445,0.1,1392,LT,3,213600,GAINESVILLE,36,201000
30505,0.12,1072,LT,3,200200,GAINESVILLE,38,200600
30531,0.11,1152,LT,3,171500,GAINESVILLE,38,200800
30717,0.54,2548,UN,4,511900,SUWANNEE,30,17900
30817,0.48,2678,LT,4,555800,GAINESVILLE,26,18300
30883,0.06,1327,LT,3,173300,GAINESVILLE,23,18700
31052,0.06,1380,LT,3,282300,GAINESVILLE,20,230002
31338,0.13,1882,LT,3,349500,GAINESVILLE,13,245800
31948,0.37,1668,UN,3,303400,GAINESVILLE,48,141600
32191,0.36,1106,UN,3,219100,GAINESVILLE,42,142700
32549,0.25,1558,UN,3,259300,GAINESVILLE,48,142300
32712,0.26,1052,UN,3,213700,GAINESVILLE,39,142500
33233,0.13,1541,LT,4,306100,GAINESVILLE,28,128200
33631,0.18,1405,UN,3,324200,GAINESVILLE,32,129200
34358,0.36,2101,UN,4,456500,GAINESVILLE,32,8000
34796,1.01,3016,LT,4,633100,SUWANNEE,17,172200
34985,1.33,3783,UN,4,679900,SUWANNEE,43,85100
35666,2.09,4305,LT,5,916500,ST. JOHN'S,26,195500
35792,0.69,3140,LT,5,623800,GAINESVILLE,29,109800
35878,0.49,3020,LT,5,698800,ST. JOHN'S,21,130600
36874,0.61,1620,LT,3,293900,GAINESVILLE,50,143700
36920,0.33,1456,LT,3,325300,GAINESVILLE,54,143800
37979,0.14,1448,UN,3,236300,GAINESVILLE,48,193000
38022,0.25,1464,UN,4,210000,GAINESVILLE,43,193000
38062,0.26,1250,UN,3,279100,GAINESVILLE,43,183600
38188,0.19,1240,UN,3,241700,GAINESVILLE,42,183701
38231,0.2,1320,UN,3,282200,GAINESVILLE,43,183701
38792,0.19,960,UN,3,219500,GAINESVILLE,44,183700
39018,0.23,1340,UN,3,246000,GAINESVILLE,57,143300
39107,0.24,1290,UN,3,272600,GAINESVILLE,51,144200
39230,0.25,984,UN,3,222000,GAINESVILLE,53,144300
39516,0.63,3955,LT,4,784600,GAINESVILLE,37,57300
39539,0.11,1144,LT,3,273000,GAINESVILLE,25,149101
39579,0.12,1148,LT,3,227200,GAINESVILLE,24,149101
39622,0.1,1318,LT,3,279600,GAINESVILLE,21,149102
39668,0.09,1409,LT,3,280200,GAINESVILLE,19,237600
39771,0.25,1652,UN,3,357900,GAINESVILLE,46,93100
39788,0.24,2132,UN,3,216500,GAINESVILLE,46,93100
39914,0.27,1830,UN,3,349200,GAINESVILLE,60,164600
40057,0.33,2068,UN,3,423900,GAINESVILLE,45,37400
40578,0.96,1560,LT,3,345600,GAINESVILLE,38,206300
40747,0.72,1922,UN,3,320000,GAINESVILLE,44,92600
41228,0.05,1771,UN,3,436800,GAINESVILLE,36,253903
41414,0.19,1580,UN,3,289000,ST. JOHN'S,37,196500
41437,0.29,1026,UN,3,223500,ST. JOHN'S,41,196500
41597,0.16,1237,UN,3,272700,ST. JOHN'S,32,173300
41806,0.02,899,UN,3,181300,ST. JOHN'S,43,196800
42559,0.24,1260,UN,3,279300,ST. JOHN'S,46,16200
42785,0.33,1876,UN,3,406100,ST. JOHN'S,47,223400
42851,0.42,1878,UN,4,350600,ST. JOHN'S,29,133500
42894,0.3,1581,UN,3,187800,ST. JOHN'S,50,92300
42908,0.31,1738,UN,3,318900,ST. JOHN'S,49,92300
43432,0.13,1487,LT,4,353300,ST. JOHN'S,26,98304
44514,0.34,2085,LT,4,407000,ST. JOHN'S,25,21108
44760,0.27,2822,LT,4,539000,ST. JOHN'S,17,239302
45470,1,3021,LT,4,477300,ST. JOHN'S,53,203800
45745,0.27,1108,UN,3,211500,ST. JOHN'S,57,214500
45891,1.01,2907,LT,4,433100,ST. JOHN'S,33,150700
46140,0.32,2500,UN,3,464500,GAINESVILLE,53,109300
46346,0.34,2357,UN,3,297000,GAINESVILLE,59,186200
46721,0.14,1628,UN,4,369600,GAINESVILLE,26,114900
46801,0.55,1537,UN,3,325000,GAINESVILLE,46,215300
46993,0.35,1454,UN,3,278400,GAINESVILLE,49,149500
47076,0.35,2529,UN,3,392100,GAINESVILLE,64,215400
47757,0.43,2321,UN,4,583200,GAINESVILLE,33,63801
47760,0.43,2774,UN,4,407600,GAINESVILLE,35,220200
48201,0.97,2627,UN,4,611900,GAINESVILLE,62,0
48676,0.28,2633,UN,3,486600,GAINESVILLE,90,149200
48756,0.24,1645,UN,3,350400,GAINESVILLE,36,91100
48822,0.23,1817,UN,4,634900,GAINESVILLE,77,72900
49446,0.24,1698,UN,3,288800,GAINESVILLE,66,72800
49509,0.26,2092,UN,3,315300,GAINESVILLE,62,0
49652,0.69,2093,UN,4,564400,GAINESVILLE,60,203100
50070,0.31,2433,UN,3,556200,GAINESVILLE,92,4000
50150,0.34,1896,UN,3,388700,GAINESVILLE,59,4000
52340,0.76,2305,UN,4,384900,ST. JOHN'S,42,28300
52738,0.41,1584,UN,3,212600,ST. JOHN'S,46,84200
52795,0.35,1972,UN,3,358200,ST. JOHN'S,50,83900
52881,0.23,1712,LT,3,349500,ST. JOHN'S,25,84500
52921,0.25,1628,LT,3,349300,ST. JOHN'S,20,84500
53734,0.45,2318,LT,4,483400,ST. JOHN'S,27,8803
53940,0.21,2198,UN,4,421800,ST. JOHN'S,28,56202
53943,0.22,2024,UN,4,399700,ST. JOHN'S,30,56202
54229,0.36,2507,LT,4,499800,ST. JOHN'S,19,228503
54524,0.03,1160,UN,3,163800,ST. JOHN'S,39,33300
54607,0.18,1767,LT,4,357000,GAINESVILLE,17,241001
54839,0.09,742,UN,3,168300,ST. JOHN'S,41,198000
55294,0.03,1106,UN,3,175100,GAINESVILLE,36,169300
55672,0.46,1773,UN,3,416200,ST. JOHN'S,45,189100
55878,0.03,880,LT,3,157500,GAINESVILLE,39,121000
56479,0.02,1046,UN,3,137400,GAINESVILLE,38,130301
56665,0.02,1200,LT,3,149500,GAINESVILLE,18,135302
58354,0.15,1753,LT,4,434600,ST. JOHN'S,16,246600
58394,0.08,1455,LT,4,318500,ST. JOHN'S,11,246600
58497,0.46,3278,LT,3,799800,ST. JOHN'S,16,232102
58523,0.57,4038,LT,5,1082800,ST. JOHN'S,15,232102
58912,0.26,1720,UN,3,334600,ST. JOHN'S,45,206600
59061,0.34,1805,UN,3,315700,ST. JOHN'S,39,206700
59831,0.58,2906,UN,5,655200,ST. JOHN'S,35,82700
59834,0.78,2619,UN,5,517100,ST. JOHN'S,34,82700
60286,0.03,1400,UN,3,191300,ST. JOHN'S,28,78300
60578,0.36,2954,LT,5,744800,ST. JOHN'S,26,78600
60621,0.22,2716,LT,4,545700,ST. JOHN'S,25,78900
61076,0.03,1401,LT,4,361400,ST. JOHN'S,17,80300
61102,0.13,1706,LT,3,396000,ST. JOHN'S,28,80400
61242,0.63,3528,LT,5,860900,ST. JOHN'S,26,81000
61288,0.26,2556,LT,4,684800,ST. JOHN'S,25,80700
61514,0.63,4043,LT,5,964400,ST. JOHN'S,19,230500
61534,0.12,2576,LT,4,474600,ST. JOHN'S,19,227300
61643,0.14,2087,LT,4,445800,ST. JOHN'S,21,81700
61700,0.2,2590,LT,4,559400,ST. JOHN'S,22,81800
62410,0.06,1048,UN,3,126400,ST. JOHN'S,39,235106
62450,0.06,788,UN,3,107600,ST. JOHN'S,40,234801
62476,0.06,788,UN,3,128800,ST. JOHN'S,41,234805
62513,0.08,814,UN,3,132700,ST. JOHN'S,40,234807
62616,0.13,1136,UN,3,177900,ST. JOHN'S,22,235105
63014,0.13,768,LT,3,194600,ST. JOHN'S,39,147200
63890,0.25,2027,LT,3,382700,ST. JOHN'S,25,77200
64142,0.29,2431,LT,4,485500,ST. JOHN'S,26,125702
64265,0.22,1960,LT,4,388700,ST. JOHN'S,21,125705
64760,0.15,1660,LT,4,372400,ST. JOHN'S,10,246100
64932,0.17,1769,LT,4,403500,ST. JOHN'S,11,246100
65158,0.22,1611,LT,4,361200,ST. JOHN'S,16,239250
65327,0.19,1594,LT,4,385400,ST. JOHN'S,10,248400
65908,1,912,AC,3,201400,ST. JOHN'S,60,119300
65911,1.06,2112,AC,3,415700,ST. JOHN'S,30,119300
66077,0.71,1736,UN,3,383300,ST. JOHN'S,50,175200
66967,0.28,1618,UN,3,292900,ST. JOHN'S,65,260400
67136,0.46,1898,UN,3,368500,ST. JOHN'S,36,46300
67783,0.12,1312,UN,3,253200,GAINESVILLE,29,175800
67909,0.05,887,UN,3,168100,GAINESVILLE,33,175600
69237,4.34,3771,AC,4,467200,ST. JOHN'S,35,56900
69300,9.76,3114,AC,4,652000,ST. JOHN'S,39,56900
69506,1,1724,LT,4,401800,ST. JOHN'S,20,107100
72194,0.13,1185,LT,3,250300,GAINESVILLE,7,28000
72463,0.87,1166,UN,3,203800,ST. JOHN'S,64,0
73230,0.07,1226,LT,3,262100,GAINESVILLE,15,236402
73296,0.05,1166,LT,3,269900,GAINESVILLE,9,236402
73402,0.24,1867,UN,3,286300,GAINESVILLE,32,163700
73479,0.18,1114,UN,3,257600,GAINESVILLE,47,220400
73817,0.23,1286,UN,3,130000,GAINESVILLE,52,89600
75231,0.27,1233,UN,3,230600,GAINESVILLE,55,32700
76024,0.24,1183,UN,3,174800,GAINESVILLE,52,96000
77183,0.14,1358,UN,3,201400,GAINESVILLE,47,188100
77335,0.16,874,UN,3,112600,GAINESVILLE,82,166000
77584,0.17,1323,LT,3,286000,GAINESVILLE,8,244100
77644,0.29,1145,UN,3,197600,GAINESVILLE,57,75400
78729,0.32,1812,UN,3,361200,GAINESVILLE,52,61800
79058,2,1999,UN,3,379900,GAINESVILLE,34,41200
79393,0.36,2116,LT,3,217800,GAINESVILLE,71,60000
79725,0.15,825,UN,3,158200,GAINESVILLE,63,72300
79997,0.17,956,UN,3,216800,GAINESVILLE,75,183000
80203,0.17,946,UN,3,171700,GAINESVILLE,68,9905
80223,1.8,1421,UN,3,263100,GAINESVILLE,72,219900
80581,0.2,1424,LT,4,383100,GAINESVILLE,20,97300
81414,0.31,1769,UN,3,546200,GAINESVILLE,69,67200
81560,0.45,1326,UN,3,395300,GAINESVILLE,74,95000
83240,0.32,1144,UN,3,158900,ST. JOHN'S,48,112500
83366,0.57,1472,UN,3,194800,ST. JOHN'S,56,44500
83655,0.12,1104,LT,3,199600,ST. JOHN'S,19,112100
83887,0.17,1390,LT,3,112500,GAINESVILLE,73,137600
83927,0.1,1231,UN,4,192800,GAINESVILLE,1,137800
84654,0.22,528,UN,2,57800,GAINESVILLE,72,137007
84740,0.17,628,UN,3,132100,GAINESVILLE,65,136600
84826,0.16,1264,UN,3,197900,GAINESVILLE,40,136600
84863,0.14,1221,UN,3,206300,GAINESVILLE,17,136600
85029,0.14,1286,UN,3,87000,GAINESVILLE,64,136600
85341,0.29,1680,SF,3,303400,GAINESVILLE,115,49500
85467,0.08,817,LT,2,47500,GAINESVILLE,94,66200
85636,0.13,1152,SF,3,418600,GAINESVILLE,101,188200
86034,0.71,1682,SF,2,276000,GAINESVILLE,45,0
86114,0.13,1112,SF,3,463900,GAINESVILLE,91,0
87651,0.11,1134,SF,3,286900,GAINESVILLE,93,69100
88109,0.12,1144,SF,3,300500,GAINESVILLE,75,24400
89549,0.41,2690,UN,3,629400,GAINESVILLE,72,158200
89569,0.15,1510,LT,3,389000,GAINESVILLE,49,57800
89795,0.35,2130,UN,3,321200,GAINESVILLE,72,61500
92895,0.33,1180,UN,3,225900,ST. JOHN'S,60,108800
93044,0.26,2262,UN,3,215200,ST. JOHN'S,44,76000
93207,0.22,680,UN,2,53900,ST. JOHN'S,64,0
93256,5,1644,AC,3,280900,ST. JOHN'S,39,0
93482,0.15,672,UN,2,72500,ST. JOHN'S,60,176400
93748,2.28,1950,AC,3,428400,ST. JOHN'S,46,117200
94541,7.66,1702,AC,3,584100,ST. JOHN'S,7,114800
94624,3,1296,AC,3,209800,ST. JOHN'S,44,114800
95291,0.32,1408,UN,3,258200,MICANOPY,12,55200
97206,5,2020,AC,3,366400,ST. JOHN'S,41,0
98099,0.24,1351,UN,3,233800,ST. JOHN'S,65,71200
98308,6.74,2200,UN,3,437000,ST. JOHN'S,21,119600
99828,0.53,1402,FF,4,337100,SUWANNEE,67,14300
101039,18.6,1008,AC,2,293600,ST. JOHN'S,103,125400
101096,6.13,672,AC,3,62800,ST. JOHN'S,72,0
103489,5.28,1804,AC,3,354500,ST. JOHN'S,22,0
103824,2.86,1152,AC,3,216800,ST. JOHN'S,34,63100
105198,0.16,1643,LT,4,395000,ST. JOHN'S,6,251501
105258,0.18,2736,LT,4,530100,ST. JOHN'S,6,251501
105510,0.26,1952,LT,3,372600,NEWBERRY,7,236107
105527,0.23,1899,LT,3,356700,NEWBERRY,5,236107
105762,0.15,2024,LT,4,506100,SUWANNEE,7,255201
105908,0.23,2742,LT,4,611600,GAINESVILLE,6,256100
106297,0.18,3020,LT,3,376000,NEWBERRY,7,257300
106429,0.37,3604,LT,5,997900,SUWANNEE,7,199315
106469,0.12,3210,LT,4,601800,SUWANNEE,8,242101
106798,0.57,3575,UN,5,1200000,ST. JOHN'S,7,232140
107614,0.2342,2028,LT,3,402300,NEWBERRY,7,236108
108149,0.1983,2814,LT,4,657700,SUWANNEE,1,262900
500305,0.0408,1635,LT,3,283900,SUWANNEE,1,2638
502220,0.14,2370,LT,3,402900,SUWANNEE,1,2421.03
502475,0.14,1778,LT,3,447200,SUWANNEE,1,2552.06
502621,1.07,1344,AC,3,235300,ST. JOHN'S,55,169600
504115,0.1446,1816,LT,3,418400,GAINESVILLE,1,2639.01
100928,0.45,1344,UN,3,261900,SUWANNEE,29,31200
101552,20.66,1204,AC,3,275400,ST. JOHN'S,54,0
102800,0.72,1282,LT,3,226400,HAWTHORNE,19,193400
102863,0.48,1307,LT,3,227900,HAWTHORNE,20,7800
102943,0.21,982,SF,3,97000,HAWTHORNE,94,0
103684,0.13,1250,LT,3,206900,HAWTHORNE,14,246800
103704,0.17,1317,LT,3,214200,HAWTHORNE,17,246800
104197,1.13,1210,FF,4,447400,ST. JOHN'S,36,112300
105645,0.34,2247,LT,4,570000,SUWANNEE,7,240004
105648,0.49,2544,LT,4,698500,SUWANNEE,5,240004
105651,0.47,2630,LT,5,741000,SUWANNEE,4,240004
105728,0.39,4906,LT,6,1164000,SUWANNEE,9,255200
105745,0.3,2761,LT,5,814600,SUWANNEE,7,255200
105751,0.15,2421,LT,5,583700,SUWANNEE,6,255201
105771,0.19,2277,LT,4,557400,SUWANNEE,7,255201
105831,0.24,2516,LT,4,647600,SUWANNEE,7,255201
105940,0.11,1568,LT,4,360600,GAINESVILLE,8,256101
106452,0.12,1943,LT,4,460200,SUWANNEE,5,242101
106461,0.13,1927,LT,4,459800,SUWANNEE,6,242101
106481,0.25,2989,LT,4,671500,SUWANNEE,7,242101
106507,0.19,1520,LT,4,394200,SUWANNEE,6,255202
106836,0.44,3575,UN,5,1300000,ST. JOHN'S,3,232140
108187,0.1736,2034,LT,4,511100,SUWANNEE,1,262900
500864,0.14,1604,LT,3,397100,GAINESVILLE,1,2639
501468,0.11,2387,LT,3,539600,SUWANNEE,1,245306
502132,0.05,1640,LT,3,204300,SUWANNEE,1,2648
502209,0.13,2810,LT,4,474500,SUWANNEE,1,2421.03
502272,10,3117,AC,4,857500,NEWBERRY,3,0
502275,0.41,5047,LT,5,1600500,SUWANNEE,2,1993.19
502530,0.19,2452,LT,4,622200,SUWANNEE,1,2552.06
503008,0.17,2271,LT,4,424600,ALACHUA,1,2655
