prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age,abs_subdv_cd
1058,7.93,2412,AC,3,492600,SUWANNEE,22,0
1143,6.41,2210,AC,3,433100,SUWANNEE,48,0
1307,2,2508,AC,4,535500,SUWANNEE,19,33400
1311,1.28,1636,AC,3,252800,SUWANNEE,34,33400
1357,1.18,2411,AC,4,458100,HIGH SPRINGS,18,237800
1367,3.5,2297,AC,4,573800,HIGH SPRINGS,16,237800
1416,1.07,2260,AC,3,199700,HIGH SPRINGS,50,0
1430,1.2,2250,AC,3,427400,HIGH SPRINGS,48,0
1473,6.48,1416,AC,3,495500,HIGH SPRINGS,37,167100
1610,1.19,1436,LT,3,292100,HIGH SPRINGS,22,167000
1699,0.34,960,UN,2,25100,HIGH SPRINGS,94,0
1717,0.36,1856,UN,3,235800,HIGH SPRINGS,20,180900
1745,0.17,1397,LT,3,280600,HIGH SPRINGS,1,180901
1750,0.18,1384,LT,3,264400,HIGH SPRINGS,1,180901
1786,0.17,1209,LT,3,238500,HIGH SPRINGS,1,180901
1815,0.19,1368,LT,3,293700,HIGH SPRINGS,12,250800
1941,0.66,1767,UN,3,280000,HIGH SPRINGS,62,189800
1951,1.99,1867,AC,3,419400,HIGH SPRINGS,34,0
1965,0.21,1733,LT,3,322000,HIGH SPRINGS,8,247500
2033,0.2,1484,LT,3,321500,HIGH SPRINGS,13,247500
2052,0.21,1912,LT,3,332300,HIGH SPRINGS,6,247500
2092,0.19,1968,LT,3,355000,HIGH SPRINGS,10,247500
2095,0.21,2556,LT,3,321700,HIGH SPRINGS,1,247500
2240,5,1946,AC,3,388900,HIGH SPRINGS,27,182400
2259,2.64,1456,AC,4,343400,SUWANNEE,31,14100
2364,0.25,1629,UN,3,311900,HIGH SPRINGS,19,94000
2384,0.25,1465,LT,3,299900,HIGH SPRINGS,19,94001
2622,0.17,956,UN,3,189300,HIGH SPRINGS,40,73000
2817,0.16,1064,UN,3,180600,HIGH SPRINGS,31,64600
2899,0.52,1297,SF,3,168800,HIGH SPRINGS,69,64600
2920,0.54,1743,UN,3,296200,HIGH SPRINGS,18,64600
2976,0.33,1701,UN,3,344300,HIGH SPRINGS,37,64600
3017,0.34,1606,UN,2,197000,HIGH SPRINGS,49,64600
3027,0.34,1240,UN,3,198500,HIGH SPRINGS,49,64600
3033,0.34,1240,UN,3,96400,HIGH SPRINGS,74,64600
3212,0.22,1176,UN,3,126900,HIGH SPRINGS,67,64600
3234,0.34,1737,UN,3,269200,HIGH SPRINGS,68,64600
3245,0.23,1431,UN,3,264100,HIGH SPRINGS,60,64600
3310,0.68,2258,UN,3,263600,HIGH SPRINGS,61,64600
3326,0.34,1125,UN,3,250500,HIGH SPRINGS,8,64600
3384,0.23,1600,UN,3,247500,HIGH SPRINGS,52,64600
3389,0.28,2066,UN,3,297000,HIGH SPRINGS,63,64600
3398,0.14,1136,UN,3,226600,HIGH SPRINGS,76,64600
3432,0.2,1442,SF,3,142000,HIGH SPRINGS,108,64600
3465,0.23,1084,UN,3,192200,HIGH SPRINGS,44,152700
3706,0.09,1200,UN,3,210200,HIGH SPRINGS,1,71600
3766,0.23,1200,UN,3,259900,HIGH SPRINGS,57,171900
3782,0.18,839,UN,3,145100,HIGH SPRINGS,94,171900
3795,0.3,1284,UN,3,196400,HIGH SPRINGS,93,171900
3886,0.34,1344,LT,3,206100,HIGH SPRINGS,37,45800
4050,0.74,1860,LT,4,385000,HIGH SPRINGS,19,236800
4107,0.59,1200,UN,3,181400,HIGH SPRINGS,46,152600
4179,0.47,1431,LT,3,270300,HIGH SPRINGS,20,180500
4181,0.31,1504,LT,3,235500,HIGH SPRINGS,17,180500
4184,0.43,1347,LT,3,274700,HIGH SPRINGS,16,180500
4211,0.28,1477,LT,3,278400,HIGH SPRINGS,22,180500
4252,0.3,1201,LT,3,198900,HIGH SPRINGS,60,180500
4268,0.38,925,LT,3,205000,HIGH SPRINGS,59,180500
4315,0.74,1504,LT,3,302200,HIGH SPRINGS,16,180500
4321,0.25,1192,LT,3,253300,HIGH SPRINGS,24,180500
4345,0.25,1518,LT,3,221300,HIGH SPRINGS,19,180500
4356,0.29,1328,LT,3,242900,HIGH SPRINGS,16,180502
4495,0.35,1260,UN,3,195500,HIGH SPRINGS,42,8905
4506,12.85,2118,AC,4,468100,SUWANNEE,27,0
4598,5.17,2310,AC,3,724300,SUWANNEE,6,0
4621,0.43,1058,FF,3,258600,SUWANNEE,70,160100
4682,5.01,2937,AC,4,695800,HIGH SPRINGS,4,227600
4687,5.01,3089,AC,4,643500,HIGH SPRINGS,20,227600
4936,1.1,1850,LT,3,417500,HIGH SPRINGS,9,227601
5049,0.34,1075,LT,3,191800,HIGH SPRINGS,58,180500
5100,0.34,1142,LT,3,252100,HIGH SPRINGS,48,180500
5110,0.23,1332,LT,3,253300,HIGH SPRINGS,59,180500
5144,0.3,1308,LT,3,201400,HIGH SPRINGS,40,180500
5148,0.23,1308,LT,3,214400,HIGH SPRINGS,38,180500
5197,0.68,1586,SF,3,241300,HIGH SPRINGS,32,0
5235,2.03,840,AC,3,225200,SUWANNEE,61,0
5245,1.14,1997,LT,3,367400,HIGH SPRINGS,17,228100
5254,1,1848,LT,3,460400,HIGH SPRINGS,22,228100
5259,1,1930,LT,3,455100,HIGH SPRINGS,18,228100
5262,1,1649,LT,3,344400,HIGH SPRINGS,20,228100
5276,1.34,2080,LT,3,470300,HIGH SPRINGS,19,228100
5282,1.01,1930,LT,4,439600,HIGH SPRINGS,20,228100
5333,1,1551,LT,3,346400,HIGH SPRINGS,18,236000
5422,0.35,1975,LT,3,462700,HIGH SPRINGS,6,245400
5564,5.01,2729,AC,3,681800,HIGH SPRINGS,7,183300
5636,1,2204,LT,3,429400,HIGH SPRINGS,17,155300
5849,4.14,1274,AC,3,259700,SUWANNEE,64,0
5865,7.46,2165,AC,3,212100,SUWANNEE,54,0
5909,3,2592,AC,3,486600,SUWANNEE,31,170200
5935,6.64,1878,AC,3,465300,SUWANNEE,45,0
6103,1.26,1272,AC,3,320000,SUWANNEE,40,30900
6229,12.37,3208,AC,3,588300,SUWANNEE,15,0
6875,1.77,2533,AC,3,394500,SUWANNEE,45,0
6909,3.88,2462,AC,4,657900,SUWANNEE,17,47700
7010,5.17,2051,AC,3,353400,SUWANNEE,44,29800
7370,1.71,1228,AC,3,200800,SUWANNEE,93,0
7404,1.53,1188,LT,3,301000,NEWBERRY,30,138502
7446,1.1,1632,LT,3,262900,NEWBERRY,21,138503
7460,1.05,1512,LT,3,330300,NEWBERRY,23,138503
7476,1,1763,LT,3,414000,NEWBERRY,20,138503
7487,1,1518,LT,3,297400,NEWBERRY,22,138503
7692,0.19,1913,LT,3,320400,NEWBERRY,17,241900
7722,0.25,1663,LT,3,335200,NEWBERRY,17,241901
7741,0.22,1852,LT,3,325200,NEWBERRY,17,241901
7772,0.19,1628,LT,3,293000,NEWBERRY,17,241901
7776,0.25,1677,LT,3,348200,NEWBERRY,9,241902
7780,0.21,1525,LT,3,312400,NEWBERRY,9,241902
7782,0.33,1677,LT,3,359600,NEWBERRY,8,241902
7797,0.2,1365,LT,3,291600,NEWBERRY,8,241902
7812,0.18,1298,LT,3,289000,NEWBERRY,9,241902
7990,0.24,1674,LT,3,315300,NEWBERRY,15,236105
8031,0.23,1747,LT,3,334300,NEWBERRY,16,236105
8041,0.28,1853,LT,3,291600,NEWBERRY,15,236106
8074,0.23,2052,LT,3,393300,NEWBERRY,8,236106
8075,0.26,1838,LT,3,340600,NEWBERRY,13,236106
8082,0.24,2200,LT,3,352800,NEWBERRY,17,236106
8093,0.23,1918,LT,3,324000,NEWBERRY,15,236106
8101,0.23,1652,LT,3,343700,NEWBERRY,10,236106
8259,7.25,2642,AC,4,672800,SUWANNEE,15,0
8265,1.73,1924,AC,3,338100,SUWANNEE,52,0
8266,10.29,2518,AC,4,680300,SUWANNEE,21,0
8345,0.18,2336,LT,2,416900,NEWBERRY,11,249400
8362,0.16,2348,LT,2,349600,NEWBERRY,9,249400
8363,0.22,3896,LT,2,424900,NEWBERRY,16,249400
8419,0.21,3070,LT,2,373300,NEWBERRY,14,249400
8422,0.18,3908,LT,2,482900,NEWBERRY,8,249400
8426,0.18,3920,LT,2,473000,NEWBERRY,12,249400
8619,0.26,1236,UN,3,193800,NEWBERRY,47,124000
8634,0.23,1358,UN,3,252000,NEWBERRY,31,124000
8742,0.8,1000,UN,3,146000,NEWBERRY,48,0
8748,0.26,1248,UN,3,230400,NEWBERRY,44,7600
8913,0.29,1333,UN,3,208100,NEWBERRY,41,138300
9051,0.3,1085,LT,3,183200,NEWBERRY,70,138300
9073,0.77,820,LT,3,147900,NEWBERRY,67,138300
9103,0.24,1380,LT,3,193600,NEWBERRY,77,138300
9107,0.28,1700,UN,4,339400,NEWBERRY,25,138400
9328,0.17,1092,UN,3,201500,NEWBERRY,47,124200
9492,0.36,1344,LT,3,202000,NEWBERRY,32,20700
9749,0.24,1419,LT,3,300000,NEWBERRY,10,247101
9754,0.29,2349,LT,3,438900,NEWBERRY,8,0
9766,6.64,1752,AC,3,488000,NEWBERRY,13,0
9791,0.34,2636,LT,3,385400,NEWBERRY,21,165300
9853,0.32,1240,LT,4,269900,NEWBERRY,37,165300
9855,0.32,1394,LT,3,208100,NEWBERRY,38,165300
9858,0.32,1144,LT,3,216800,NEWBERRY,32,165300
9864,0.3,1720,UN,4,323200,NEWBERRY,27,165300
9869,0.3,1673,LT,4,314500,NEWBERRY,25,165300
9874,0.3,2294,LT,3,402700,NEWBERRY,25,165300
9882,0.3,1768,LT,3,333100,NEWBERRY,23,165300
9887,0.3,1617,LT,3,344000,NEWBERRY,20,165300
9893,0.32,1963,LT,3,294000,NEWBERRY,43,165300
9897,0.31,1743,LT,3,320000,NEWBERRY,20,165300
10044,8.83,1860,AC,3,476100,NEWBERRY,22,0
10161,4.6,1664,AC,3,398500,SUWANNEE,25,0
10172,10.86,2051,AC,3,888800,NEWBERRY,7,0
10206,160,1353,AC,3,1862000,NEWBERRY,84,0
10217,5,2064,AC,3,203300,NEWBERRY,27,0
10281,5.03,1800,AC,2,440300,NEWBERRY,21,0
10304,5.07,1772,AC,3,224600,SUWANNEE,32,0
10359,1,1248,AC,3,242100,NEWBERRY,44,0
10552,2.99,2485,AC,4,525500,NEWBERRY,5,249600
10757,9.8,2105,AC,3,522800,SUWANNEE,16,0
11560,1.11,1566,AC,3,186400,SUWANNEE,36,13000
11578,5.01,1847,AC,3,509500,SUWANNEE,27,12800
11701,21.69,1665,AC,3,615000,SUWANNEE,18,0
12001,5.2,2072,AC,3,318700,SUWANNEE,24,138200
12134,6.94,2236,AC,4,529100,ALACHUA,27,48800
12210,1.05,1750,LT,4,403800,ALACHUA,25,123801
12254,1.05,2694,LT,4,535500,ALACHUA,22,123802
12342,0.15,1446,LT,3,295200,HIGH SPRINGS,6,246700
12344,0.15,1435,LT,3,291500,HIGH SPRINGS,6,246700
12387,0.15,1878,LT,3,319800,HIGH SPRINGS,8,246700
12399,0.14,1482,LT,3,307200,HIGH SPRINGS,12,246700
12410,0.16,1607,LT,3,313500,HIGH SPRINGS,12,246700
12647,5.85,2182,AC,3,471700,ALACHUA,44,0
12689,0.19,1902,LT,3,431100,ALACHUA,7,238900
12691,0.21,2076,LT,3,431700,ALACHUA,18,238900
12708,0.2,1869,LT,3,400100,ALACHUA,8,238900
12710,0.2,2150,LT,3,419900,ALACHUA,11,238900
12772,0.41,1238,UN,3,205800,ALACHUA,47,2800
12796,0.17,2734,LT,2,394400,ALACHUA,14,248200
12853,0.3,2958,LT,3,478700,ALACHUA,9,248201
12858,0.18,2814,LT,2,462000,ALACHUA,11,248201
13226,2,1768,AC,3,404500,ALACHUA,37,29100
13384,0.21,1292,UN,3,223300,ALACHUA,32,2300
13408,0.2,966,UN,3,182800,ALACHUA,31,2300
13445,0.29,1291,UN,3,253400,ALACHUA,40,2300
13549,2,2433,AC,3,216300,ALACHUA,67,0
13720,0.19,1516,LT,3,235900,ALACHUA,8,245700
13733,0.19,1113,LT,3,216800,ALACHUA,13,245700
13796,0.17,1260,UN,3,173600,ALACHUA,39,2500
13830,0.25,1242,UN,3,264600,ALACHUA,58,51800
14016,0.28,1386,UN,3,240200,ALACHUA,6,212900
14043,0.12,716,LT,2,32200,ALACHUA,63,2400
14159,0.26,1364,LT,2,122900,ALACHUA,65,38600
14232,0.15,1200,UN,3,219500,ALACHUA,1,197300
14254,0.33,780,UN,3,177000,ALACHUA,67,3100
14386,0.17,1000,UN,3,146300,ALACHUA,48,98700
14435,0.34,692,UN,3,60600,ALACHUA,89,76600
14521,1,1360,AC,3,300300,ALACHUA,22,29400
14607,0.49,1929,LT,3,277200,ALACHUA,104,147800
14608,0.26,2408,LT,3,367400,ALACHUA,84,147800
14621,0.18,890,LT,3,157300,ALACHUA,72,147800
14660,0.38,1688,LT,3,105000,ALACHUA,65,147800
14750,0.69,1622,LT,3,160000,ALACHUA,66,197400
14763,0.25,616,LT,3,59400,ALACHUA,59,197400
14802,0.46,1066,LT,3,117300,ALACHUA,48,29400
14829,0.2,1305,LT,3,247300,ALACHUA,10,29400
14835,0.29,1362,LT,3,145600,ALACHUA,57,29400
14898,0.23,1100,LT,3,189900,ALACHUA,37,0
14912,0.44,2174,LT,3,439900,ALACHUA,7,244300
14995,1.1,2029,AC,3,203800,ALACHUA,61,39401
15021,5.14,2277,AC,4,401400,ALACHUA,10,0
15089,13.01,5130,AC,4,5202800,ALACHUA,43,0
15285,5.35,1687,AC,4,360000,ALACHUA,25,0
15367,5,1916,AC,4,555500,ALACHUA,27,19500
15369,5.71,1828,AC,3,455900,ALACHUA,26,19500
15374,5,2233,AC,4,519800,ALACHUA,18,19500
15396,0.89,1503,AC,3,241300,ALACHUA,56,0
15537,0.23,1976,LT,3,343100,ALACHUA,28,101200
15546,0.25,1228,LT,3,264500,ALACHUA,25,101200
15577,0.24,1343,LT,3,242600,ALACHUA,21,101200
15593,0.25,1452,LT,3,284100,ALACHUA,27,101200
15599,0.32,1392,LT,3,263300,ALACHUA,26,101200
15640,0.18,1316,UN,3,207900,ALACHUA,45,159500
15776,5.58,2977,AC,3,705000,ALACHUA,37,2000
15860,7.53,2962,AC,3,542300,ALACHUA,37,177300
15894,5,2589,AC,3,604500,ALACHUA,29,252900
15970,0.59,1106,UN,3,217600,ALACHUA,43,154700
15976,0.51,1118,UN,3,146100,ALACHUA,43,154700
15981,0.51,1037,UN,3,214200,ALACHUA,41,154700
16000,0.51,984,UN,3,214600,ALACHUA,28,154700
16033,0.55,1350,LT,3,263800,ALACHUA,27,154800
16039,0.51,1204,LT,3,265000,ALACHUA,30,154800
16062,0.23,1397,LT,3,283800,ALACHUA,5,246000
16065,0.16,1702,LT,3,322200,ALACHUA,15,246000
16093,0.61,1752,LT,3,347900,ALACHUA,14,246000
16103,0.18,1554,LT,3,255000,ALACHUA,17,246000
16139,0.09,1448,LT,3,258800,ALACHUA,9,246000
16159,0.09,1303,LT,3,262000,ALACHUA,10,246000
16162,0.09,1178,LT,3,227000,ALACHUA,15,246000
16168,0.51,1310,UN,3,272900,ALACHUA,25,0
16179,1.17,1184,AC,3,274800,SUWANNEE,48,30200
16340,5.96,2239,AC,4,578200,SUWANNEE,27,0
16603,7.84,2850,AC,4,561000,ALACHUA,25,185500
16626,5,1144,AC,3,322900,SUWANNEE,31,0
16750,5,1722,AC,4,458600,SUWANNEE,44,30000
16751,5,2370,AC,4,533300,SUWANNEE,43,30000
16953,5,3338,AC,4,810300,SUWANNEE,15,232300
17028,2.42,2072,AC,3,485100,SUWANNEE,29,180200
17113,5.34,1532,AC,3,314900,SUWANNEE,39,204000
17274,5.75,2973,AC,3,759200,SUWANNEE,45,130700
17333,5,2385,AC,4,603500,SUWANNEE,28,130700
17512,5.5,1520,AC,3,351900,SUWANNEE,34,219400
17624,1.68,1092,UN,3,285000,SUWANNEE,43,56600
17835,1.78,2973,LT,4,713200,SUWANNEE,26,184200
17842,5,4663,AC,5,1471400,SUWANNEE,19,184200
17933,5,3419,AC,3,623300,SUWANNEE,49,0
18014,14.62,5947,AC,6,1863700,SUWANNEE,29,0
18070,0.28,1554,UN,3,318700,SUWANNEE,40,43600
18115,0.23,1698,UN,3,329900,SUWANNEE,38,43700
18125,0.3,1758,UN,3,342200,SUWANNEE,39,43700
18160,0.2,1541,UN,3,280200,SUWANNEE,37,43800
18288,0.33,2383,UN,3,370500,SUWANNEE,31,43500
18293,0.2,2063,UN,3,400400,SUWANNEE,30,43500
18328,0.19,1748,LT,4,217800,SUWANNEE,29,212600
18354,0.2,1274,LT,4,305200,SUWANNEE,26,212701
18371,0.25,1967,LT,4,372500,SUWANNEE,25,212702
18378,0.19,1809,LT,4,351700,SUWANNEE,26,212702
18425,0.19,1867,LT,4,347400,SUWANNEE,21,229800
18430,0.2,1455,LT,4,344400,SUWANNEE,20,235400
18476,0.2,2194,LT,4,431100,SUWANNEE,6,235400
18478,0.3,1542,LT,4,317400,SUWANNEE,19,235400
18527,2.5,2222,AC,3,229500,SUWANNEE,46,0
18620,0.52,3362,LT,5,831600,SUWANNEE,19,240000
18630,0.33,2353,LT,4,559700,SUWANNEE,16,240000
18648,0.46,2703,LT,4,710000,SUWANNEE,17,240000
18703,0.52,2684,LT,4,691300,SUWANNEE,16,240001
18705,0.38,2262,LT,4,570600,SUWANNEE,8,240001
18841,0.17,1521,LT,3,319300,SUWANNEE,19,239800
18846,0.17,1569,LT,3,333100,SUWANNEE,16,239800
18945,0.22,1548,LT,3,399500,SUWANNEE,13,239802
18973,0.15,2295,LT,3,470000,SUWANNEE,11,239802
19098,14,1664,AC,3,494000,SUWANNEE,39,10005
19402,1,2864,LT,4,703100,SUWANNEE,22,172000
19410,1,2910,LT,4,745600,SUWANNEE,8,172000
19426,5.07,7195,AC,5,871900,SUWANNEE,25,0
19481,0.35,1969,LT,3,435100,SUWANNEE,13,242000
19485,0.35,1496,LT,3,327700,SUWANNEE,14,242000
19488,0.35,1587,LT,3,346300,SUWANNEE,9,242000
19593,5.15,4509,AC,5,1180300,SUWANNEE,17,231600
19698,0.06,1613,UN,3,278500,SUWANNEE,20,245303
19700,0.05,1444,UN,3,242800,SUWANNEE,19,245303
19709,0.05,1080,LT,3,161500,SUWANNEE,33,245300
19714,0.06,1255,LT,3,209700,SUWANNEE,33,245303
19740,0.05,1255,LT,3,253100,SUWANNEE,34,245300
19746,0.04,1080,LT,3,202000,SUWANNEE,35,245300
19769,0.06,1550,LT,3,318800,SUWANNEE,15,245304
19814,0.05,1184,LT,3,280300,SUWANNEE,7,245304
19822,0.06,1177,LT,3,256300,SUWANNEE,10,245304
19860,0.05,1255,LT,3,261200,SUWANNEE,33,245301
19880,0.06,1410,LT,3,259900,SUWANNEE,33,245302
19898,0.04,1255,UN,3,202500,SUWANNEE,34,245301
19910,0.16,1880,LT,4,292000,SUWANNEE,28,152502
19943,0.14,1788,UN,3,313200,SUWANNEE,31,152500
19954,0.17,1764,UN,3,330400,SUWANNEE,35,152500
19977,0.14,1578,UN,3,301600,SUWANNEE,20,152500
19988,0.14,1563,UN,3,273800,SUWANNEE,32,152502
20083,1.33,2152,UN,4,409900,SUWANNEE,29,156601
20090,1.04,2320,UN,4,478200,SUWANNEE,47,156600
20116,0.86,3776,LT,4,815500,SUWANNEE,22,156700
20206,0.07,1507,LT,3,307200,SUWANNEE,17,243800
20239,0.07,1368,LT,4,299400,SUWANNEE,5,243800
20253,0.4,3057,LT,4,598000,SUWANNEE,16,245500
20271,0.23,2683,LT,4,595400,SUWANNEE,14,245500
20291,0.29,2092,LT,4,480200,SUWANNEE,12,245500
20293,0.23,2028,LT,4,453900,SUWANNEE,14,245500
20368,0.3,2031,LT,4,400300,SUWANNEE,23,180401
20369,0.26,2180,LT,4,409500,SUWANNEE,22,180401
20399,0.29,2153,LT,4,376200,SUWANNEE,22,230400
20418,0.23,1932,LT,4,379600,SUWANNEE,19,230400
20428,0.36,2486,LT,4,448900,SUWANNEE,27,119501
20539,1,3250,LT,5,711600,SUWANNEE,19,159400
20550,0.06,1559,LT,3,309500,SUWANNEE,18,235800
20587,0.26,2052,LT,4,455900,SUWANNEE,28,193701
20592,0.2,2078,LT,4,396100,SUWANNEE,23,193701
20595,0.22,1834,LT,4,391600,SUWANNEE,26,193701
20605,0.22,1557,LT,4,358600,SUWANNEE,28,193701
20634,0.22,1540,LT,4,305600,SUWANNEE,26,193702
20637,0.19,2113,LT,4,435000,SUWANNEE,26,193702
20647,0.2,1476,LT,4,340000,SUWANNEE,22,193702
20659,0.2,1733,LT,4,413100,SUWANNEE,23,193702
20664,0.34,2163,LT,4,407800,SUWANNEE,22,145400
20699,0.35,3147,LT,4,407800,SUWANNEE,20,233000
20706,0.12,1400,LT,3,314000,SUWANNEE,19,233500
20707,0.12,1682,LT,3,305000,SUWANNEE,20,233500
20711,0.07,1743,LT,3,317500,SUWANNEE,18,233500
20723,0.07,1641,LT,3,268000,SUWANNEE,19,233500
20736,0.07,1756,LT,3,320400,SUWANNEE,17,235900
20760,5,1553,AC,3,614400,SUWANNEE,73,0
20788,2,4415,AC,5,1020000,SUWANNEE,24,173500
20792,5.18,2733,AC,5,1339800,SUWANNEE,5,0
20811,4.62,3597,AC,3,486400,SUWANNEE,40,0
20820,1.5,3284,AC,5,866300,SUWANNEE,24,181700
20838,0.36,2378,LT,4,530300,SUWANNEE,18,243500
20874,0.41,2111,LT,4,465600,SUWANNEE,18,243500
20889,0.34,2414,LT,4,502900,SUWANNEE,18,243500
20907,5.07,2398,AC,3,717600,SUWANNEE,46,0
20950,19.4,3204,AC,3,1275000,SUWANNEE,50,0
20996,1,2807,LT,4,672700,SUWANNEE,27,105501
20999,1,2712,LT,4,659300,SUWANNEE,24,105501
21038,0.37,2665,LT,4,654800,SUWANNEE,27,199300
21045,0.28,3704,LT,4,514500,SUWANNEE,27,199300
21055,0.29,2784,LT,4,696200,SUWANNEE,22,199300
21089,0.18,1800,LT,4,539200,SUWANNEE,23,199301
21103,0.37,2858,LT,4,773100,SUWANNEE,20,199301
21108,0.4,2876,LT,4,777300,SUWANNEE,18,199301
21142,0.15,2203,LT,4,565000,SUWANNEE,18,199303
21155,0.17,1788,LT,4,545200,SUWANNEE,21,199303
21156,0.17,2329,LT,4,685600,SUWANNEE,20,199303
21169,0.17,2118,LT,4,492300,SUWANNEE,18,199304
21187,0.1,1672,LT,3,402000,SUWANNEE,21,199304
21208,0.2,2206,LT,4,534900,SUWANNEE,18,199305
21214,0.32,4571,LT,5,1011100,SUWANNEE,18,199305
21221,0.2,1844,LT,4,490000,SUWANNEE,19,199306
21246,0.4,2912,LT,4,689600,SUWANNEE,19,199307
21265,0.32,3423,LT,4,862300,SUWANNEE,18,199308
21305,0.17,2350,LT,4,629100,SUWANNEE,18,199309
21353,0.34,4392,LT,5,1201200,SUWANNEE,13,199312
21370,0.45,4547,LT,4,1472600,SUWANNEE,6,199313
21371,0.3,3575,LT,5,1013800,SUWANNEE,10,199313
21587,1.01,1472,LT,3,251800,SUWANNEE,43,213800
21608,1.01,1207,LT,3,283200,SUWANNEE,42,213800
21614,1.01,1959,LT,3,347200,SUWANNEE,42,213800
21638,1.07,1755,LT,2,204800,SUWANNEE,43,213700
21650,0.94,1652,LT,3,279000,SUWANNEE,49,213700
21700,0.95,1570,LT,3,349600,SUWANNEE,49,213700
21705,0.94,1087,LT,3,354400,SUWANNEE,47,213700
21740,0.15,2299,LT,4,479200,SUWANNEE,17,242100
21744,0.15,2201,LT,4,470900,SUWANNEE,16,242100
21761,0.34,2842,LT,4,728100,SUWANNEE,16,242100
21765,0.34,3675,LT,5,935900,SUWANNEE,16,242100
21774,0.2,2322,LT,4,503800,SUWANNEE,16,242100
21783,0.29,3308,LT,4,722500,SUWANNEE,15,242100
21944,1.02,2224,UN,4,519300,SUWANNEE,40,13500
22034,2.57,2141,AC,3,480000,SUWANNEE,25,121100
22042,3.39,2471,AC,3,569300,SUWANNEE,42,121100
22117,2.92,1296,AC,3,240900,SUWANNEE,63,96800
22145,1.42,2023,AC,3,302200,SUWANNEE,52,0
22228,1.05,1827,LT,3,346500,SUWANNEE,46,116600
22488,1.62,3514,UN,3,722500,SUWANNEE,23,146901
22572,4.33,5467,LT,5,1286300,SUWANNEE,33,88900
22582,2.01,3594,LT,5,900900,SUWANNEE,30,88900
22584,2.51,3000,LT,4,613700,SUWANNEE,37,88900
22627,1.01,4271,LT,4,1005600,SUWANNEE,21,600
22632,1.52,3688,LT,4,659400,SUWANNEE,22,600
22675,1.01,3597,AC,6,1125100,SUWANNEE,9,241100
22694,1.08,4124,AC,5,1052200,SUWANNEE,8,241102
22802,1.98,4477,LT,5,1293800,SUWANNEE,19,229900
22821,1.33,2190,UN,3,337900,SUWANNEE,52,135900
22824,1.47,2171,UN,3,343000,SUWANNEE,52,135900
22841,1.3,1949,UN,4,498600,SUWANNEE,32,151200
22928,1.03,2190,LT,4,491800,SUWANNEE,26,151600
23293,5.01,2039,AC,3,397800,SUWANNEE,35,0
23440,16.12,1290,AC,3,362100,SUWANNEE,49,0
23520,4.07,2021,AC,3,307500,SUWANNEE,44,0
23554,5.15,1512,AC,3,507400,SUWANNEE,24,0
23896,2,1168,AC,3,295300,SUWANNEE,16,0
23930,1.01,1547,LT,3,333800,SUWANNEE,43,188800
23943,1.15,1538,LT,3,342500,SUWANNEE,44,188800
23993,1.4,1392,LT,3,185400,SUWANNEE,44,114200
24054,1,1407,LT,3,356100,SUWANNEE,25,215800
24218,5.56,2123,AC,3,492300,SUWANNEE,17,204100
24232,1.01,1325,LT,3,299900,SUWANNEE,49,42600
24385,5,2594,AC,4,625600,SUWANNEE,32,120800
24777,3.18,1040,UN,3,100700,SUWANNEE,58,0
24780,0.2,1278,UN,3,60800,SUWANNEE,83,0
24833,0.71,752,UN,2,16600,SUWANNEE,67,0
24914,0.57,1420,UN,3,100100,ARCHER,73,5200
24998,0.3,1014,UN,3,186700,ARCHER,41,246900
25002,0.25,1248,UN,3,205800,ARCHER,42,246900
25015,0.24,1224,UN,3,164600,ARCHER,40,246900
25106,0.42,696,UN,2,37200,ARCHER,64,0
25186,0.29,520,UN,2,84400,ARCHER,59,253600
25294,0.28,1268,LT,3,167000,ARCHER,113,6400
25305,0.23,1464,LT,3,187800,ARCHER,94,6400
25325,2.85,3397,UN,4,526800,ARCHER,123,5000
25468,6,1948,AC,3,235200,ARCHER,123,0
25524,0.23,1044,UN,2,85800,SUWANNEE,62,0
25612,0.39,1040,UN,3,180100,ARCHER,46,0
25631,3.36,1008,AC,3,210000,ARCHER,26,0
26362,29.8,1996,AC,3,510000,SUWANNEE,42,0
26364,10.02,1384,AC,3,307500,SUWANNEE,46,0
26609,3.54,1740,AC,3,248400,SUWANNEE,86,0
26878,0.4,1109,UN,3,133500,LACROSSE,123,212200
26939,1.15,1180,AC,3,178800,SUWANNEE,122,86500
26942,1.15,1296,AC,3,184800,SUWANNEE,30,86500
26970,5,2891,AC,4,550500,SUWANNEE,28,0
27181,2.85,3218,AC,3,346900,SUWANNEE,74,0
27423,5.43,760,AC,3,184800,SUWANNEE,43,0
27565,5,3650,AC,4,629400,SUWANNEE,17,400
27918,0.5,1490,UN,3,298900,ALACHUA,38,221200
27961,0.5,1777,UN,3,302000,ALACHUA,30,221100
28353,0.47,2188,LT,4,379100,ALACHUA,43,201200
28364,0.54,2508,LT,3,430200,ALACHUA,45,201200
28389,0.82,2979,LT,4,484100,ALACHUA,45,201200
28406,0.17,1306,LT,3,329700,ALACHUA,44,202603
28410,0.14,1444,LT,3,254400,ALACHUA,43,202603
28412,0.14,1520,LT,3,235000,ALACHUA,42,202603
28429,0.42,2652,LT,4,405000,ALACHUA,37,202603
