living_area,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
2892,2,10045.48882242394,101702370.45045209,0.9625468000520236,0.9993814609874022,0.5136436709925211,"{'PRB': 0.029403447583432468, 'Sig': nan}",0.9763681424510047,0.005011951163251371
2893,1,49975.68561458582,2497569152.64792,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9037342006361464,0.0
2894,2,20765.663074469543,431988564.336112,-21.126999783352893,1.0018426833630962,4.83167636476377,"{'PRB': -0.8793490955259251, 'Sig': nan}",1.002051097170873,0.048505081135695016
2895,1,123396.77121387102,15226763146.008427,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.284765791338661,0.0
2896,2,97366.54345489695,11020152958.345505,-452.41280804880927,1.006129709707678,8.253312593867221,"{'PRB': -0.7735822121481022, 'Sig': nan}",1.2094717466833258,0.10043336070771858
2897,2,101727.52561756843,12737225972.00121,-1.0173082598032819,1.009707051852234,20.090105411381675,"{'PRB': -2.9078369886032047, 'Sig': nan}",1.1050344242124626,0.2241575712180991
2900,3,100113.99634614629,16635101169.24999,-2.013942286227005,1.0517900275397019,13.659684231982784,"{'PRB': -0.3790555567011797, 'Sig': 0.16689300173403518}",0.8970628417373119,0.1289883255812443
2904,1,14016.778127773781,196470069.08323747,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9741439749856439,0.0
2905,3,62825.198759036,5407676846.057872,0.8320463565988765,0.9502781887937999,16.429657236032252,"{'PRB': 0.47789714888684554, 'Sig': 0.23341068998676967}",0.9898852968078603,0.1675018027744025
2906,1,98158.81892725907,9635153733.194433,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2276203629806581,0.0
2907,1,69585.00131240272,4842072407.647088,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8369836383947401,0.0
2908,2,57928.60091285792,3403429143.792325,-0.9932627775504073,0.9996325976471001,0.43349070562706554,"{'PRB': 0.03535408105340904, 'Sig': nan}",1.1427161187450865,0.004951748213862683
2909,1,38978.83452504879,1519349540.9311357,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9219104900133293,0.0
2910,2,22490.84324577445,896865570.4575456,-0.1646659465401128,1.002949964057993,3.595433957318591,"{'PRB': -0.3039620327811259, 'Sig': nan}",1.0387146278302766,0.037456468686767774
2911,1,92533.54138131998,8562456280.568458,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1696927628040512,0.0
2912,1,58272.955258286966,3395737314.5343146,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.111461687145161,0.0
2915,2,33991.69041567331,1181785581.5351257,0.47197905424320863,1.0003275299114682,0.2776651357898096,"{'PRB': -0.016245543133427586, 'Sig': nan}",0.9235674073186171,0.0025652646214351926
2916,2,28313.48176203115,890599682.41109,0.18756166350918346,0.997599000825249,3.5551312088376696,"{'PRB': 0.3634421380407238, 'Sig': nan}",0.9190473197882405,0.03259488943198796
2917,1,102919.18520349968,10592358682.952269,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7082948163826812,0.0
2918,1,13738.152615783445,188736837.2945575,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.028354217157809,0.0
2919,1,18759.128868104308,351904915.8901444,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9694032791474878,0.0
2920,2,59343.794963624474,4776387109.929478,-2.31498397517731,1.0139096540387513,7.4071564884953025,"{'PRB': -0.27401264672448655, 'Sig': nan}",0.8502173130593963,0.06385291413578315
