legal_acreage,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
2.18,1,31990.2686578813,1023377288.8034227,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9014936207106135,0.0
2.2,1,58109.33904453792,3376695284.193059,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6968393020609607,0.0
2.22,1,77718.11050278007,6040104700.122334,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8188199450248155,0.0
2.25,6,56605.14500204226,4829905529.870915,0.7184930596347576,0.9907915118905285,8.658436049902308,"{'PRB': 0.16422671605378944, 'Sig': 0.35972626521322204}",1.1031173213493874,0.09532782990985715
2.26,1,5598.660561598779,31345000.084001556,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9876200374056168,0.0
2.27,1,9517.785278839758,90588236.6140988,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.984398679105644,0.0
2.28,1,19556.913781943847,382472876.6743852,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0586412296395245,0.0
2.3,3,100683.07315976568,15225500247.320059,-7.784566549907495,1.0665285603615657,27.570011407579567,"{'PRB': -1.1364699895253365, 'Sig': 0.14809579790988825}",0.7633332377334806,0.22258492266908556
2.33,1,44887.73438962351,2014908698.6333892,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8451766621748478,0.0
2.36,1,110802.88336098485,12277278961.108013,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.213668776505659,0.0
2.37,1,28671.74842347938,822069157.6592923,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9415907383766642,0.0
2.38,1,71100.14510252164,5055230633.599631,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6437710447224477,0.0
2.39,1,33321.292504030556,1110308534.139163,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3943875281275921,0.0
2.42,2,63956.60317873277,5388910411.505156,0.7195459559967805,0.9055490692341878,30.562232623487013,"{'PRB': 0.5958296032864694, 'Sig': nan}",0.7872273664149185,0.21786990730006628
2.43,1,54669.821542274876,2988789387.464182,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3222806986146325,0.0
2.44,2,63437.28450756472,5067727684.334146,0.48236269883777483,0.9713107989734511,21.387549767728107,"{'PRB': 1.0665978627102324, 'Sig': nan}",1.1256347919845249,0.23383889951657377
2.46,1,48742.0417282781,2375786631.841203,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1571705596079445,0.0
2.47,1,49194.33429033542,2420082526.2692714,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9333523291980854,0.0
2.49,1,41318.95446017195,1707255997.681764,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1996547284777628,0.0
2.5,9,71408.63799671164,8708636547.115711,0.8172242140583057,0.977832521052048,24.30677182132402,"{'PRB': 0.030130375741522008, 'Sig': 0.8606154771674014}",0.854774817413844,0.2300636599274828
2.51,2,15628.810435605119,244895201.7200099,0.9382970297324991,1.000194763468472,0.17258696200284956,"{'PRB': -0.010557604992281078, 'Sig': nan}",1.0283487710724064,0.0017751415681933613
2.52,2,31228.118755656556,1535884031.6581714,0.503918580201749,0.9955959123811502,6.234754331510494,"{'PRB': 0.6080791805000823, 'Sig': nan}",0.9306813735736934,0.057770146996606986
2.53,1,54315.03545608657,2950123076.595941,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8849484500367325,0.0
2.54,1,158323.24094502744,25066248623.337215,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.214957792381103,0.0
2.57,2,74683.01318358333,5970463052.407368,-1.604025965948551,1.0426706832379795,15.785976267527845,"{'PRB': -0.41244068479429824, 'Sig': nan}",0.9580735782741538,0.15769483591800054
2.59,1,20761.67184713058,431047017.8879345,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9374749517701803,0.0
2.64,1,51767.93418228364,2679919009.501251,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8474613873048572,0.0
