legal_acreage,hood_cd,map_id,township_code,range_code,market_area_cd,city_id,yr_blt,living_area,land_type_cd,condition_cd,land_total_acres,sl_price,CENTROID_X,CENTROID_Y,Coord_Ratio
0.23,315403.03,10-20D,10,20,3,1016,1965,1800,UN,3,0.23,136300,-82.29808755,29.64918307,-2.775728672
0.23,315403.03,10-20D,10,20,3,1016,1965,1800,UN,3,0.23,242500,-82.29808755,29.64918307,-2.775728672
0.3,315403.01,10-20B,10,20,3,1016,1963,1647,UN,3,0.3,245000,-82.30331119,29.65442645,-2.775414029
0.1377,315403.01,10-20G,10,20,3,1016,2022,1265,UN,NULL,0.1377,225300,-82.3081332,29.65317236,-2.77569402
0.16,315403.01,10-20G,10,20,3,1016,1948,1328,UN,3,0.16,85600,-82.30748721,29.6531773,-2.775671773
0.15,315403.8,10-20B,10,20,3,1016,2022,1817,UN,NULL,0.15,248700,-82.30482473,29.65257597,-2.775638272
0.16,145404.01,10-20E,10,20,1,1016,1939,1128,LT,3,0.16,305800,-82.31550753,29.64975928,-2.776262254
0.16,145404.02,10-20G,10,20,1,1016,1930,2518,SF,5,0.16,461600,-82.3144143,29.65473887,-2.775759202
0.22,145404.02,10-20G,10,20,1,1016,1941,1230,SF,3,0.22,182300,-82.31439367,29.65322066,-2.775900622
0.22,145404.02,10-20G,10,20,1,1016,1941,1230,SF,3,0.22,278000,-82.31439367,29.65322066,-2.775900622
0.2,145404.01,10-20E,10,20,1,1016,1930,1172,UN,3,0.2,396400,-82.31629164,29.64669179,-2.776575957
0.11,145404.01,10-20E,10,20,1,1016,1939,993,UN,3,0.11,64100,-82.3153461,29.64877045,-2.776349402
0.11,145404.82,10-20H,10,20,1,1016,2023,1190,UN,NULL,0.11,155300,-82.31493266,29.64984794,-2.776234564
0.11,145404.82,10-20H,10,20,1,1016,2023,1190,UN,NULL,0.11,343000,-82.31493266,29.64984794,-2.776234564
0.15,145404.03,10-20F,10,20,1,1016,1927,3055,SF,4,0.15,592000,-82.32016442,29.6570861,-2.775733399
0.16,145404.01,10-20F,10,20,1,1016,1951,1422,LT,3,0.16,257300,-82.31506083,29.65819902,-2.77545716
0.34,145404.01,10-20F,10,20,1,1016,1950,1002,LT,3,0.34,209700,-82.3167099,29.65861126,-2.775474185
0.34,145404.01,10-20F,10,20,1,1016,1950,1002,LT,3,0.34,337100,-82.3167099,29.65861126,-2.775474185
0.18,145404.08,10-20G,10,20,1,1016,1955,1192,UN,3,0.18,209500,-82.30928113,29.65674782,-2.775398085
0.3,145404.01,10-20G,10,20,1,1016,1956,1293,LT,3,0.3,246200,-82.31115626,29.65546921,-2.775580978
0.3,145404.01,10-20G,10,20,1,1016,1956,1293,LT,3,0.3,259700,-82.31115626,29.65546921,-2.775580978
0.1,145404.05,10-20H,10,20,1,1016,1957,672,UN,3,0.1,99800,-82.30610677,29.64677355,-2.77622476
0.04,145405.03,10-20P,10,20,1,1016,1990,1098,UN,3,0.04,158100,-82.32794899,29.6443887,-2.77718491
0.19,145405.04,10-20L,10,20,1,1016,2008,1350,UN,3,0.19,286900,-82.32887163,29.6447951,-2.777177962
0.1,145405.07,10-20J,10,20,1,1016,1900,732,UN,3,0.1,126000,-82.33214711,29.65596246,-2.776242626
0.14,145405.07,10-20J,10,20,1,1016,2000,1232,UN,3,0.14,167500,-82.33191872,29.65621606,-2.776211184
0.14,136030.35,10-20J,10,20,1,1016,1935,1176,SF,3,0.14,303900,-82.33403807,29.65367869,-2.776520207
0.08,145405.07,10-20J,10,20,1,1016,1930,1241,SF,3,0.08,249800,-82.33308911,29.65420317,-2.776439099
0.08,145405.07,10-20J,10,20,1,1016,1930,1241,SF,3,0.08,282000,-82.33308911,29.65420317,-2.776439099
0.15,145405.07,10-20J,10,20,1,1016,1927,1073,UN,3,0.15,71400,-82.33537873,29.65647033,-2.776304052
0.15,145405.07,10-20J,10,20,1,1016,1927,1073,UN,3,0.15,104400,-82.33537873,29.65647033,-2.776304052
0.15,145405.07,10-20J,10,20,1,1016,1927,1073,UN,3,0.15,128600,-82.33537873,29.65647033,-2.776304052
0.15,145405.07,10-20J,10,20,1,1016,1927,1073,UN,3,0.15,270300,-82.33537873,29.65647033,-2.776304052
0.14,136030.3,10-20J,10,20,1,1016,1935,1104,SF,3,0.14,367000,-82.33778764,29.6547415,-2.776547138
0.04,145405.08,10-20K,10,20,1,1016,1985,1242,UN,3,0.04,349700,-82.32431539,29.65832509,-2.775757402
0.12,145405.02,10-20K,10,20,1,1016,1929,832,SF,3,0.12,254300,-82.32978841,29.65663138,-2.776100474
0.06,145405.02,10-20K,10,20,1,1016,2021,1242,SF,NULL,0.06,257100,-82.32918716,29.65632009,-2.776109339
0.101,145405.52,10-20K,10,20,1,1016,1940,792,SF,NULL,0.101,272200,-82.32640472,29.65526477,-2.776114304
0.45,145406.03,10-20M,10,20,1,1016,1996,2803,UN,4,0.45,684800,-82.35341877,29.65286035,-2.777250417
0.2,136030.36,10-20N,10,20,1,1016,1920,1933,SF,3,0.2,566400,-82.34520307,29.65474144,-2.776797202
0.21,136030.36,10-20N,10,20,1,1016,1937,2046,SF,3,0.21,548600,-82.34550722,29.65437829,-2.776841464
0.17,145406.02,10-20M,10,20,1,1016,1947,1584,SF,3,0.17,430000,-82.34805248,29.65526715,-2.776844062
0.43,145406.02,10-20M,10,20,1,1016,1936,1781,SF,3,0.43,445600,-82.3511857,29.65426107,-2.77704393
0.24,145406.03,10-20N,10,20,1,1016,1947,1590,UN,3,0.24,346500,-82.34635788,29.65780935,-2.776548898
0.24,145406.03,10-20N,10,20,1,1016,1946,2192,UN,3,0.24,509000,-82.34546069,29.6578063,-2.776518933
0.27,145406.02,10-20M,10,20,1,1016,1952,1965,UN,3,0.27,451200,-82.3475045,29.65738285,-2.77662749
0.41,145406.02,10-20M,10,20,1,1016,1948,2314,UN,3,0.41,484700,-82.34961587,29.65839291,-2.776604117
0.58,145408.01,10-20P,10,20,1,1016,1951,3061,SF,3,0.58,540800,-82.33719929,29.64188235,-2.777731802
0.21,148400.02,D L CLINCH B,10,20,1,1016,1977,1232,UN,3,0.21,151000,-82.33624018,29.63409109,-2.778429746
0.84,148400.01,D L CLINCH B,10,20,1,1016,1961,1786,UN,3,0.84,382500,-82.32913856,29.62377761,-2.779157326
0.85,148400.01,D L CLINCH B,10,20,1,1016,1966,4824,UN,3,0.85,504800,-82.32758611,29.6242889,-2.779056955
0.25,145409.01,10-20R,10,20,1,1016,1960,1156,UN,3,0.25,98000,-82.3146489,29.64067719,-2.777083951
0.25,145409.02,10-20Y,10,20,1,1016,1960,1050,UN,3,0.25,129400,-82.30802762,29.62974881,-2.777884758
0.31,145409.02,10-20Q,10,20,1,1016,1958,1200,UN,3,0.31,150300,-82.31018352,29.63075488,-2.777863198
0.26,315410,10-20T,10,20,3,1016,1980,1478,UN,3,0.26,120000,-82.29269824,29.64290793,-2.776134461
0.26,315410,10-20T,10,20,3,1016,1980,1478,UN,3,0.26,129900,-82.29269824,29.64290793,-2.776134461
2.51,315410,10-20T,10,20,3,1016,1961,1020,AC,3,2.51,200000,-82.29304178,29.64035329,-2.776385321
1.02,315410,10-20T,10,20,3,0,1956,1288,UN,3,1.02,192300,-82.29172326,29.63691065,-2.776663338
0.18,315410.03,10-20S,10,20,3,1016,1961,1191,UN,3,0.18,191500,-82.30559609,29.63932451,-2.776905258
0.34,315410.03,10-20S,10,20,3,1016,1962,1580,UN,3,0.34,178200,-82.3026481,29.63933945,-2.776804397
0.15,315410.03,10-20S,10,20,3,1016,1963,1188,UN,3,0.15,120000,-82.29913346,29.64127823,-2.776504199
0.16,315410.03,10-20S,10,20,3,1016,1968,1330,UN,3,0.16,203800,-82.30133358,29.64313489,-2.776404516
0.21,315410.03,10-20S,10,20,3,1016,1971,1123,UN,3,0.21,204000,-82.29823742,29.6424002,-2.776368879
0.31,315411.03,10-20U,10,20,3,0,1971,1056,UN,3,0.31,98500,-82.2835517,29.63523601,-2.776544505
0.31,315411.03,10-20U,10,20,3,0,1971,1056,UN,3,0.31,178500,-82.2835517,29.63523601,-2.776544505
0.37,315411.03,10-20U,10,20,3,0,1966,1073,UN,3,0.37,175800,-82.28379283,29.63398613,-2.776669749
0.13,315411.04,10-20U,10,20,3,0,1980,1131,UN,3,0.13,121300,-82.2817714,29.63048544,-2.776929577
0.14,315400,10-20U,10,20,3,0,2021,1246,LT,3,0.14,204900,-82.28822321,29.63205274,-2.77700043
0.88,315411.03,10-20V,10,20,3,0,1949,951,UN,3,0.88,114100,-82.28686047,29.6392874,-2.776276614
0.25,315412.03,10-20W,10,20,3,0,1959,1248,UN,3,0.25,139000,-82.26416336,29.63406524,-2.775999941
0.47,315412.03,10-20W,10,20,3,0,1963,2047,UN,3,0.47,269900,-82.26495724,29.63130205,-2.776285601
0.15,315412.04,10-20W,10,20,3,0,1963,742,UN,3,0.15,71400,-82.26909402,29.63150662,-2.776406042
0.21,315412.01,10-20W,10,20,3,0,2021,1956,UN,NULL,0.21,24700,-82.26841437,29.63434311,-2.776117361
0.21,315412.01,10-20W,10,20,3,0,2021,1956,UN,NULL,0.21,309400,-82.26841437,29.63434311,-2.776117361
0.41,315400,10-20X,10,20,3,0,1960,1108,UN,3,0.41,120000,-82.28122835,29.62840082,-2.777106629
1,315400,10-20X,10,20,3,0,2004,3164,UN,3,1,475200,-82.28130238,29.61987668,-2.777908337
4.88,315414.04,10-20X,10,20,3,0,1982,2726,AC,3,4.88,288900,-82.28796862,29.62039574,-2.778084713
0.23,315400,10-20X,10,20,3,0,1961,1008,UN,3,0.23,83900,-82.30392186,29.62900851,-2.777815593
0.23,315400,10-20X,10,20,3,0,1961,1008,UN,3,0.23,188500,-82.30392186,29.62900851,-2.777815593
0.23,315400,10-20X,10,20,3,0,1961,1224,UN,3,0.23,77800,-82.30486685,29.62901082,-2.777847271
0.23,315400,10-20X,10,20,3,0,1961,1224,UN,3,0.23,118100,-82.30486685,29.62901082,-2.777847271
0.28,315400,10-20X,10,20,3,0,1959,1174,UN,3,0.28,216000,-82.30552973,29.6287374,-2.777895278
0.28,315400,10-20X,10,20,3,0,1959,1174,UN,3,0.28,220000,-82.30552973,29.6287374,-2.777895278
0.25,145416.01,10-20Y,10,20,1,0,1963,1860,UN,3,0.25,212100,-82.30616639,29.61312908,-2.779380935
0.25,145416.01,10-20Y,10,20,1,0,1963,1860,UN,3,0.25,217800,-82.30616639,29.61312908,-2.779380935
1.51,216400,11-20CAD,11,20,2,0,1975,1196,UN,3,1.51,132300,-82.3296949,29.54406686,-2.786674404
1.51,216400,11-20CAD,11,20,2,0,1975,1196,UN,3,1.51,195100,-82.3296949,29.54406686,-2.786674404
1.99,216400,11-20CAD2,11,20,2,0,1964,1139,AC,2,1.99,117300,-82.3153448,29.54247063,-2.786339228
1.19,216426.01,11-20B,11,20,2,1021,1953,1473,AC,3,1.19,281300,-82.28491194,29.50482506,-2.788862898
0.36,313523.02,8-21A,8,21,3,1028,1996,1632,LT,3,0.36,194500,-82.1706047,29.79365134,-2.757990411
0.59,313523.02,8-21C,8,21,3,1028,1980,1581,UN,3,0.59,209700,-82.17220391,29.78303747,-2.75902698
1.72,313500.4,8-21C,8,21,3,1028,1922,1202,UN,3,1.72,155900,-82.17855573,29.78264429,-2.759276676
2.01,314500.4,9-21A,9,21,3,0,1996,1638,AC,3,2.01,322400,-82.16157793,29.70680779,-2.765749135
1.12,315500.4,10-21A,10,21,3,0,1977,1676,AC,3,1.12,236900,-82.18168263,29.65177747,-2.771560076
0.3,315506.01,10-21A,10,21,3,0,1963,936,UN,3,0.3,164600,-82.24342529,29.64864492,-2.773935386
0.48,315506.12,10-21A,10,21,3,0,1956,936,UN,3,0.48,149500,-82.2396169,29.64757131,-2.773907381
0.37,315506.12,10-21A,10,21,3,0,1955,520,UN,2,0.37,74900,-82.24016102,29.64628766,-2.774045842
1.5,315500.4,10-21B,10,21,3,0,1987,1891,AC,3,1.5,354600,-82.22154189,29.59493376,-2.778230307
2.49,216500,21-Nov,11,21,2,0,1939,1280,AC,3,2.49,327300,-82.24816657,29.48626149,-2.789372488
0.45,216500.02,21-Nov,11,21,2,0,1961,1274,LT,3,0.45,35300,-82.16850226,29.48723823,-2.786578439
1.06,313600.23,8-22A,8,22,3,0,1994,1422,FF,3,1.06,371100,-82.10673615,29.77813989,-2.757282236
3.15,313633.02,8-22B,8,22,3,0,1981,2254,UN,3,3.15,389000,-82.10434442,29.75889163,-2.758985295
1.19,313633.02,8-22B,8,22,3,0,2013,3272,UN,3,1.19,475000,-82.11120944,29.75881867,-2.759222748
1.06,313633.02,8-22B,8,22,3,0,1982,2008,LT,3,1.06,322800,-82.10618438,29.76059584,-2.758889131
3,313600.2,8-22B,8,22,3,0,1995,1540,AC,3,3,819200,-82.09791562,29.75321662,-2.759295462
0.33,314607.01,9-22A,9,22,3,0,1941,1364,UN,3,0.33,247400,-82.13825581,29.71860507,-2.76386646
1.58,314610.22,9-22A,9,22,3,0,1951,1669,UN,3,1.58,273600,-82.08852632,29.72438813,-2.761655714
0.49,314600.21,9-22A,9,22,3,0,2010,3036,FF,5,0.49,900600,-82.07748981,29.7193681,-2.76175084
0.42,314600.21,9-22B,9,22,3,0,1993,2556,FF,4,0.42,774200,-82.05189483,29.71277743,-2.761502018
1,314622.2,9-22C,9,22,3,0,1999,2257,LT,3,1,470000,-82.09742767,29.70048847,-2.764177691
2.44,314600.4,9-22C,9,22,3,0,1966,2439,AC,3,2.44,460400,-82.0547915,29.69901986,-2.762878771
7.5,314600.42,9-22C,9,22,3,0,1992,1600,AC,3,7.5,355000,-82.07455392,29.68437541,-2.764907557
9.1,314600.42,9-22C,9,22,3,0,1976,1296,AC,3,9.1,298000,-82.11635091,29.66588574,-2.768039749
0.41,346100.9,10-22C,10,22,3,1018,1920,864,SF,3,0.41,81500,-82.08566732,29.5879116,-2.774297437
0.22,315626.26,10-22E,10,22,3,1018,2008,1240,UN,3,0.22,196900,-82.08172852,29.58551531,-2.77438901
0.26,315626.01,10-22B,10,22,3,1018,1972,1410,UN,3,0.26,196400,-82.08205912,29.59890697,-2.773144941
0.26,315626.01,10-22B,10,22,3,1018,1972,1404,UN,3,0.26,185000,-82.08092127,29.59892377,-2.773104925
0.33,346100.5,10-22C,10,22,3,1018,1930,2021,SF,3,0.33,214100,-82.08499427,29.58945193,-2.77413027
0.37,315626.03,10-22B,10,22,3,1018,1992,1188,LT,3,0.37,208700,-82.07708834,29.59881932,-2.772985214
0.52,315626.26,10-22D,10,22,3,1018,2020,1288,AC,3,0.52,213300,-82.09674066,29.59455355,-2.774048965
0.23,315626.26,10-22D,10,22,3,1018,1980,1698,UN,3,0.23,199800,-82.09264692,29.59327523,-2.774030461
0.14,315600.42,10-22E,10,22,3,1018,2007,1243,LT,3,0.14,200600,-82.08440162,29.58288447,-2.774726099
1.02,216610.01,11-22A,11,22,2,0,1998,2132,UN,3,1.02,389500,-82.08607338,29.55079585,-2.777795691
1,216621.02,11-22B,11,22,2,0,1995,1740,FF,3,1,382500,-82.1075617,29.52369797,-2.781073082
0.12,125332.02,10-19AR,10,19,1,0,2016,1783,LT,4,0.12,401000,-82.42857609,29.58058686,-2.786576767
0.11,125332.02,10-19AR,10,19,1,0,2015,1636,LT,4,0.11,370600,-82.42940894,29.58068134,-2.786596021
0.11,125332.02,10-19AR,10,19,1,0,2014,1250,LT,4,0.11,305000,-82.4299157,29.580587,-2.78662204
0.36,125332.02,10-19AR,10,19,1,0,2013,2102,LT,4,0.36,560900,-82.43025984,29.57986495,-2.786701697
0.25,224100.01,9-17D,9,17,2,1022,2016,3150,LT,3,0.25,409600,-82.5895828,29.66526599,-2.784049967
0.26,224100.01,9-17D,9,17,2,1022,2015,2700,LT,3,0.26,463100,-82.58861547,29.66445393,-2.784093571
0.5,134227.01,9-18E,9,18,1,0,2017,2550,LT,5,0.5,770100,-82.48832377,29.68044609,-2.77921442
0.07,215202.07,10-18B,10,18,2,0,2017,2560,LT,5,0.07,658200,-82.48269509,29.64623109,-2.782232077
0.35,215212.06,10-18F,10,18,2,0,2016,2538,LT,4,0.35,562200,-82.46789262,29.63043822,-2.783215422
0.26,215212.06,10-18G,10,18,2,0,2016,2540,LT,4,0.26,683800,-82.46516731,29.6248114,-2.783652061
0.15,215212.06,10-18F,10,18,2,0,2017,1706,LT,4,0.15,436100,-82.46899757,29.62830517,-2.78345309
0.16,215212.06,10-18F,10,18,2,0,2017,2079,LT,5,0.16,475500,-82.46895556,29.62711129,-2.783563837
0.22,215212.06,10-18F,10,18,2,0,2015,2036,LT,4,0.22,489500,-82.46803266,29.62715776,-2.783528319
0.22,215212.06,10-18F,10,18,2,0,2015,2036,LT,4,0.22,545000,-82.46803266,29.62715776,-2.783528319
0.24,215212.06,10-18G,10,18,2,0,2016,3611,LT,4,0.24,850000,-82.46474675,29.62270637,-2.783835674
0.19,125327.02,10-19AM,10,19,1,1016,2016,1778,LT,4,0.19,417600,-82.39680752,29.59634853,-2.784019367
0.13,125327.02,10-19AM,10,19,1,1016,2016,2074,LT,4,0.13,491700,-82.3959805,29.5950414,-2.784114385
0.14,125327.02,10-19AM,10,19,1,1016,2015,1685,LT,4,0.14,431100,-82.39480132,29.59434769,-2.784139802
0.39,224100.04,9-17C,9,17,2,1022,2017,3334,LT,3,0.39,450600,-82.60743252,29.65995326,-2.785150461
0.39,224100.04,9-17C,9,17,2,1022,2017,3334,LT,3,0.39,383800,-82.60743252,29.65995326,-2.785150461
0.19,215104.09,10-17F,10,17,2,1022,2018,2113,LT,NULL,0.19,464800,-82.60524714,29.63523435,-2.787399828
0.11,215200.04,9-18H,9,18,1,0,2018,1852,LT,4,0.11,440400,-82.48774835,29.66440223,-2.780698148
0.15,215212.06,10-18F,10,18,2,0,2017,1687,LT,4,0.15,405300,-82.4695129,29.62985635,-2.783324763
0.4,215212.06,10-18F,10,18,2,0,2018,3542,LT,NULL,0.4,1325500,-82.46614671,29.62903399,-2.783288404
0.4,215212.06,10-18F,10,18,2,0,2018,3542,LT,NULL,0.4,1275000,-82.46614671,29.62903399,-2.783288404
0.29,215212.06,10-18G,10,18,2,0,2017,3107,LT,6,0.29,853800,-82.46373125,29.62098761,-2.783962923
5.05,233300.41,8-19C,8,19,2,0,1980,970,AC,3,5.05,257100,-82.36602858,29.78322821,-2.765517156
0.15,114310.14,9-19C,9,19,1,1017,2018,1725,LT,3,0.15,352800,-82.39740734,29.73157585,-2.771377062
0.15,114310.14,9-19C,9,19,1,1017,2018,1725,LT,3,0.15,354600,-82.39740734,29.73157585,-2.771377062
0.13,134325.14,9-19Y,9,19,1,1016,2018,1729,LT,NULL,0.13,370900,-82.36005455,29.68477208,-2.774488358
0.49,125318.14,10-19AB,10,19,1,0,2018,3217,UN,NULL,0.49,1190000,-82.45554528,29.62786346,-2.783040545
0.1641,125330.03,10-19AP,10,19,1,0,2018,1966,LT,3,0.1641,460200,-82.44244745,29.59284408,-2.785891319
0.1492,215212.06,10-18F,10,18,2,0,2018,2275,LT,4,0.1492,539100,-82.47055084,29.62807574,-2.78352707
0.3999,224100.01,9-17D,9,17,2,1022,2018,2029,LT,NULL,0.3999,382900,-82.58477464,29.65968261,-2.784411949
0.2298,224100.01,9-17D,9,17,2,1022,2017,1911,LT,3,0.2298,405000,-82.58434738,29.65906283,-2.784455728
0.1008,125327.02,10-19AM,10,19,1,1016,2021,1263,LT,NULL,0.1008,325100,-82.39373154,29.59551501,-2.783993842
0.2971,215202.08,10-18C,10,18,2,0,2020,2365,LT,4,0.2971,635000,-82.47500173,29.64723386,-2.781878475
0.1692,215202.08,10-18C,10,18,2,0,2021,1941,LT,4,0.1692,515100,-82.47387378,29.64813757,-2.781755636
0.1692,215202.08,10-18C,10,18,2,0,2021,1941,LT,4,0.1692,514100,-82.47387378,29.64813757,-2.781755636
0.0606,154235.03,9-18I,9,18,1,0,2021,1578,LT,3,0.0606,339700,-82.48070083,29.6639018,-2.78050748
0.0884,215104.11,10-17F,10,17,2,1022,2022,1361,LT,NULL,0.0884,295300,-82.60243992,29.6373234,-2.787108634
0.1545,215104.11,10-17F,10,17,2,1022,2018,1668,LT,NULL,0.1545,346400,-82.60239008,29.63576545,-2.787253469
0.03,125315.01,10-19Y,10,19,1,0,2023,1640,LT,NULL,0.03,514800,-82.39650832,29.62273839,-2.781529082
0.11,125329.06,9-19CAD3,10,19,1,0,2020,1768,LT,NULL,0.11,381100,-82.42794707,29.59642654,-2.785064169
0.14,125309.13,10-18E,10,18,1,1016,2021,1996,LT,NULL,0.14,429900,-82.41856809,29.6376571,-2.780873259
0.14,125309.13,10-18E,10,18,1,1016,2021,1793,LT,NULL,0.14,371900,-82.41803317,29.63750404,-2.780869571
0.504,233228.03,8-18J,8,18,NULL,1014,2021,1988,LT,3,0.504,380300,-82.5089966,29.76671666,-2.771854133
0.504,233228.03,8-18J,8,18,NULL,1014,2021,2467,LT,NULL,0.504,387800,-82.50815055,29.76672123,-2.771825285
5.5,223114.03,8-17H,8,17,NULL,1019,2021,2547,AC,NULL,5.5,755300,-82.58980325,29.76246414,-2.774965233
0.14,233222.15,8-18J,8,18,2,1014,2021,1540,LT,NULL,0.14,317200,-82.51369156,29.76951551,-2.771751241
0.13,233222.14,8-18J,8,18,2,1014,2021,1573,LT,3,0.13,290900,-82.51212717,29.76806728,-2.771833535
0.05,154200.03,9-18G,9,18,NULL,0,2022,1785,LT,3,0.05,332600,-82.49178681,29.66043213,-2.781206506
0.05,154200.03,9-18G,9,18,NULL,0,2021,1690,LT,3,0.05,317600,-82.49138027,29.66043134,-2.781192874
0.13,215200.04,9-18H,9,18,1,0,2021,2810,LT,4,0.13,474500,-82.48757129,29.66628341,-2.780515852
0.11,215200.04,9-18H,9,18,1,0,2022,1980,LT,NULL,0.11,392000,-82.48677156,29.66575165,-2.780538735
10,215100.9,10-17G,10,17,2,1022,2021,3117,AC,4,10,857500,-82.58679873,29.61237087,-2.788928961
0.41,215202.07,10-18E,10,18,2,0,2022,5047,LT,5,0.41,1600500,-82.48118515,29.64304247,-2.782480416
0.2,215202.07,10-18E,10,18,2,0,2022,3192,LT,NULL,0.2,1207500,-82.48268651,29.64309462,-2.782526169
0.19,215212.06,10-18F,10,18,2,0,2022,1959,LT,3,0.19,624500,-82.47061549,29.62058983,-2.784232723
0.22,215212.06,10-18F,10,18,2,0,2022,2008,LT,NULL,0.22,604200,-82.47061832,29.62114346,-2.784180781
0.14,223100.15,8-18B,8,18,2,1019,2021,1768,LT,NULL,0.14,313000,-82.54676929,29.80635634,-2.769435095
0.16,223100.15,8-18B,8,18,2,1019,2021,1768,LT,NULL,0.16,314900,-82.5489981,29.80663774,-2.769483725
0.14,223100.15,8-18B,8,18,2,1019,2021,1457,LT,NULL,0.14,307700,-82.54930578,29.805175,-2.769629965
0.17,233205.02,8-18B,8,18,NULL,1014,2023,2266,LT,3,0.17,333500,-82.52972364,29.81380529,-2.768171417
0.14,224100.06,9-19CAD3,5,17,NULL,1022,2022,3306,LT,NULL,0.14,400400,-82.60448685,29.65203152,-2.785795192
0.1523,125330.03,10-19AP,10,19,1,0,2022,1713,LT,3,0.1523,476200,-82.44402657,29.59036191,-2.786178378
0.1523,125330.03,10-19AP,10,19,1,0,2022,1713,LT,3,0.1523,473500,-82.44402657,29.59036191,-2.786178378
0.1262,233222.15,8-18J,8,18,2,1014,2022,1678,LT,NULL,0.1262,357000,-82.51250805,29.76900544,-2.771758976
0.1237,215200.04,9-18H,9,18,NULL,0,2022,1971,LT,NULL,0.1237,412900,-82.48480376,29.66530186,-2.78051456
0.1406,125309.14,10-19R,10,19,1,1016,2022,1788,LT,NULL,0.1406,442800,-82.41281589,29.63801607,-2.780645495
0.2057,125309.14,10-19R,10,19,1,1016,2022,1974,LT,NULL,0.2057,453500,-82.41318147,29.63848693,-2.780613655
0.1393,233200.16,8-18B,8,18,NULL,1019,2021,1768,LT,NULL,0.1393,323000,-82.54844063,29.80603149,-2.769521352
6.41,222100,7-17A,7,17,2,0,1975,2210,AC,3,6.41,433100,-82.58060244,29.85888955,-2.7656957
1.18,222100.02,7-17A,7,17,2,1019,2004,2987,AC,4,1.18,458100,-82.61034366,29.84696049,-2.767797535
1.8,222100.02,7-17A,7,17,2,1019,2005,2529,AC,4,1.8,555000,-82.6107821,29.84342501,-2.768140121
1.35,222100.24,7-17B,7,17,2,0,2002,1823,FF,3,1.35,435600,-82.63214573,29.84031305,-2.769144733
12.2,222100.25,7-17B,7,17,2,0,1997,2553,AC,3,12.2,669900,-82.63443454,29.83076678,-2.770107625
1,222100.04,7-17B,7,17,2,1019,2002,2046,LT,3,1,340300,-82.61660478,29.83925741,-2.768721877
0.29,222100.06,7-17D,7,17,2,1019,2013,1329,UN,3,0.29,275300,-82.60335642,29.83724888,-2.768464236
0.17,222100.06,7-17D,7,17,2,1019,2022,1602,LT,NULL,0.17,313200,-82.60505288,29.83901539,-2.768357193
0.22,222100.06,7-17D,7,17,2,1019,2020,1734,LT,NULL,0.22,378800,-82.60643719,29.83734724,-2.768558362
0.17,222100.06,7-17D,7,17,2,1019,2022,1397,LT,3,0.17,259300,-82.60590405,29.83826977,-2.768454896
0.18,222100.06,7-17D,7,17,2,1019,2022,1776,LT,3,0.18,302400,-82.60666019,29.8395275,-2.768363547
0.19,222100.06,7-17D,7,17,2,1019,2011,1368,LT,3,0.19,293700,-82.60675077,29.84134347,-2.768198116
0.12,222100.06,7-17D,7,17,2,1019,2020,1366,LT,NULL,0.12,302100,-82.60704497,29.84171716,-2.76817331
0.19,222100.06,7-17D,7,17,2,1019,2019,1391,LT,NULL,0.19,296400,-82.60820861,29.84247565,-2.768141945
0.18,222100.06,7-17D,7,17,2,1019,2017,1421,LT,3,0.18,295900,-82.60820934,29.84185761,-2.7681993
0.12,222100.06,7-17D,7,17,2,1019,2020,1366,LT,NULL,0.12,279500,-82.60779256,29.84025536,-2.768333969
1.52,222100,7-17E,7,17,2,1019,2002,1364,AC,3,1.52,318400,-82.58803385,29.83907792,-2.767781031
0.66,222135.01,7-17E,7,17,2,1019,1962,1767,UN,3,0.66,280000,-82.59176785,29.83646719,-2.768148365
0.21,222100.05,7-17E,7,17,2,1019,2017,1441,LT,3,0.21,316800,-82.58752975,29.83258916,-2.768366142
0.25,222100.05,7-17E,7,17,2,1019,2015,1644,LT,3,0.25,305700,-82.58698022,29.83100375,-2.768494849
0.25,222100.05,7-17E,7,17,2,1019,2015,1644,LT,3,0.25,320300,-82.58698022,29.83100375,-2.768494849
0.2,222100.05,7-17E,7,17,2,1019,2009,1484,LT,3,0.2,321500,-82.5866584,29.83050747,-2.768530119
0.2,222100.05,7-17E,7,17,2,1019,2014,1772,LT,3,0.2,331700,-82.58583815,29.83049702,-2.768503592
0.23,222100.05,7-17E,7,17,2,1019,2015,1752,LT,3,0.23,333200,-82.58443708,29.83002809,-2.768500144
0.19,222100.05,7-17E,7,17,2,1019,2021,2259,LT,NULL,0.19,310600,-82.58432489,29.83441989,-2.768088845
0.2,222100.05,7-17E,7,17,2,1019,2020,1768,LT,NULL,0.2,315300,-82.58518663,29.83644071,-2.767930244
4,222100,7-17E,7,17,2,0,1957,1470,AC,3,4,242400,-82.56360431,29.84084717,-2.76679827
2.64,223101.44,8-17A,8,17,2,0,1992,1456,AC,4,2.64,343400,-82.56294555,29.82844441,-2.767926628
1.25,223101.01,8-17A,8,17,2,1019,1996,1893,UN,3,1.25,387700,-82.56367444,29.81524838,-2.769176141
0.36,222100.03,7-17E,7,17,2,1019,2005,1485,LT,3,0.36,266000,-82.58870633,29.83290162,-2.768376585
0.36,222100.03,7-17E,7,17,2,1019,2005,1585,LT,3,0.36,224400,-82.58871903,29.83366154,-2.768306496
