legal_acreage,hood_cd,map_id,township_code,range_code,market_area_cd,city_id,yr_blt,living_area,land_type_cd,condition_cd,land_total_acres,sl_price,CENTROID_X,CENTROID_Y,Coord_Ratio
0.24,134325.36,9-19X,9,19,1,1016,1975,1432,UN,3,0.24,242900,-82.36488751,29.68593373,-2.774542592
0.32,134325.09,9-19X,9,19,1,1016,1980,1637,UN,3,0.32,306300,-82.36707355,29.68170718,-2.775011324
0.31,134325.09,9-19X,9,19,1,1016,1977,1767,UN,3,0.31,315300,-82.36608871,29.68476327,-2.774692456
0.55,134325,9-19X,9,19,1,1016,1953,1098,LT,3,0.55,233900,-82.36989515,29.6822853,-2.775052336
0.23,134325.31,9-19X,9,19,1,1016,1964,1320,UN,3,0.23,263400,-82.37143484,29.68085538,-2.775237903
0.26,134325.31,9-19X,9,19,1,1016,1964,1450,UN,3,0.26,355600,-82.37032956,29.67874004,-2.775398466
0.27,134325.31,9-19X,9,19,1,1016,1973,2310,UN,3,0.27,371200,-82.37202982,29.67872767,-2.775456911
0.26,134325.31,9-19X,9,19,1,1016,1965,2279,UN,3,0.26,355500,-82.37067617,29.67726621,-2.775547976
0.27,134325.31,9-19X,9,19,1,1016,1966,1200,UN,3,0.27,264600,-82.37200861,29.67681394,-2.775635173
0.27,134325.31,9-19X,9,19,1,1016,1967,2413,UN,3,0.27,340000,-82.37200045,29.67607693,-2.775703832
0.27,134325.31,9-19X,9,19,1,1016,1967,2149,UN,3,0.27,359900,-82.37132841,29.67608421,-2.775680505
0.27,134325.31,9-19X,9,19,1,1016,1967,2149,UN,3,0.27,410000,-82.37132841,29.67608421,-2.775680505
0.26,134325.31,9-19X,9,19,1,1016,1968,1682,UN,3,0.26,273800,-82.37030034,29.67609379,-2.775644966
0.35,134325.01,9-19X,9,19,1,1016,1974,1949,UN,3,0.35,402000,-82.3683861,29.67717617,-2.775479231
0.34,134325.01,9-19X,9,19,1,1016,1977,2506,UN,3,0.34,353800,-82.36894395,29.67599593,-2.775608413
0.38,134325.01,9-19X,9,19,1,1016,1979,2200,UN,3,0.38,405300,-82.3693683,29.67657787,-2.775568284
0.9,134325,9-19X,9,19,1,1016,1959,2920,LT,3,0.9,374800,-82.36710946,29.6788571,-2.77527902
0.35,154325.35,9-19Y,9,19,1,1016,1973,2094,UN,3,0.35,318500,-82.36315262,29.68622826,-2.774456623
0.36,154325.35,9-19Y,9,19,1,1016,1973,2000,UN,3,0.36,316900,-82.36292392,29.68278304,-2.774770944
0.06,134325.1,9-19Y,9,19,1,1016,2007,1274,LT,3,0.06,311300,-82.35759107,29.68302414,-2.774568746
0.06,134325.1,9-19Y,9,19,1,1016,2007,1274,LT,3,0.06,315700,-82.35759107,29.68302414,-2.774568746
0.05,134325.1,9-19Y,9,19,1,1016,2007,1969,LT,3,0.05,350000,-82.35798801,29.68400443,-2.774490491
3.47,114326.07,9-19AA,9,19,1,1016,1950,4107,AC,3,3.47,486600,-82.38057283,29.68809543,-2.774868904
1.25,114326.07,9-19AA,9,19,1,1016,1977,1420,LT,3,1.25,288700,-82.37491388,29.68161505,-2.775284085
0.34,114326.04,9-19AA,9,19,1,1016,1965,1716,UN,3,0.34,277200,-82.37273646,29.68450795,-2.774940268
0.47,114326.05,9-19Z,9,19,1,1016,1977,1747,UN,3,0.47,309900,-82.38426255,29.6833467,-2.775437129
0.38,114326.05,9-19Z,9,19,1,1016,1977,1926,UN,3,0.38,339600,-82.38203558,29.68336051,-2.775360813
0.36,114326.05,9-19Z,9,19,1,1016,1976,2156,UN,3,0.36,377400,-82.38220316,29.68244697,-2.775451877
0.36,114326.05,9-19Z,9,19,1,1016,1975,2342,UN,3,0.36,430700,-82.38115455,29.68244387,-2.775416839
0.01,114326.33,9-19AA,9,19,1,1016,1985,1000,UN,3,0.01,215000,-82.37355235,29.68801852,-2.774639618
0.39,114326.05,9-19Z,9,19,1,1016,1973,2444,UN,3,0.39,425800,-82.38321363,29.68833184,-2.774935758
0.36,114326.05,9-19Z,9,19,1,1016,1973,2235,UN,3,0.36,389900,-82.3842499,29.68833812,-2.774970076
0.35,114326.05,9-19Z,9,19,1,1016,1973,1695,UN,3,0.35,300300,-82.3842332,29.68744694,-2.775052815
0.33,114326.05,9-19Z,9,19,1,1016,1974,2063,UN,3,0.33,294000,-82.38425285,29.6869267,-2.775102107
1.09,114326.05,9-19Z,9,19,1,1016,1974,3116,LT,3,1.09,486000,-82.37992003,29.68441407,-2.775191043
0.35,114326.04,9-19AA,9,19,1,1016,1964,1728,UN,3,0.35,270000,-82.37271869,29.6860167,-2.774798638
0.25,114326.04,9-19AA,9,19,1,1016,1967,1560,UN,3,0.25,313200,-82.37366143,29.6840591,-2.775013389
0.22,114326.04,9-19AA,9,19,1,1016,1966,1456,UN,3,0.22,288700,-82.37365085,29.68511356,-2.77491446
0.29,114326.04,9-19AA,9,19,1,1016,1967,2100,UN,3,0.29,304700,-82.3736337,29.68657401,-2.774777368
0.53,114326.02,9-19AA,9,19,1,1016,1983,3220,UN,3,0.53,578100,-82.37830337,29.67698481,-2.775831302
0.39,114326.02,9-19AA,9,19,1,1016,1980,1778,UN,3,0.39,393700,-82.37964239,29.67844005,-2.77574031
0.41,114326.02,9-19AA,9,19,1,1016,1979,2070,UN,3,0.41,464300,-82.37640169,29.67965301,-2.775517681
0.38,114326.02,9-19AA,9,19,1,1016,1977,2237,UN,3,0.38,496900,-82.37461477,29.67969626,-2.775453429
0.58,114326.02,9-19AA,9,19,1,1016,1980,2330,UN,3,0.58,391900,-82.37380985,29.67990354,-2.775406926
0.4,114326.03,9-19AB,9,19,1,1016,2003,1740,UN,4,0.4,372800,-82.38536162,29.68065796,-2.775725583
0.5,114326.03,9-19AB,9,19,1,1016,1981,2803,UN,3,0.5,471000,-82.38494551,29.68061636,-2.775715454
0.02,114326.32,9-19AB,9,19,1,1016,1989,1340,UN,3,0.02,230800,-82.38536825,29.67926928,-2.775855681
0.02,114326.32,9-19AB,9,19,1,1016,1989,1340,UN,3,0.02,265000,-82.38536825,29.67926928,-2.775855681
0.02,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.02,210700,-82.38312891,29.6790614,-2.775799672
0.02,114326.32,9-19AB,9,19,1,1016,1989,1340,UN,3,0.02,196400,-82.38370791,29.67911829,-2.77581386
0.02,114326.32,9-19AB,9,19,1,1016,1989,1340,UN,3,0.02,155900,-82.38375821,29.67915623,-2.775812006
0.02,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.02,164200,-82.38413747,29.6792364,-2.775817287
0.02,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.02,197900,-82.38452393,29.68023968,-2.775736477
0.01,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.01,153000,-82.38487736,29.68027536,-2.775745048
0.01,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.01,242500,-82.38487736,29.68027536,-2.775745048
0.02,114326.32,9-19AB,9,19,1,1016,1989,1050,UN,3,0.02,190800,-82.38319094,29.67885647,-2.775820929
0.02,114326.32,9-19AB,9,19,1,1016,1989,1588,UN,3,0.02,249200,-82.38329184,29.67877326,-2.775832111
0.02,114326.32,9-19AB,9,19,1,1016,1989,1588,UN,3,0.02,255000,-82.38441204,29.67831893,-2.77591235
0.05,114326.3,9-19AB,9,19,1,1016,1987,1492,UN,3,0.05,233000,-82.38309107,29.67501816,-2.776176602
0.04,114326.3,9-19AB,9,19,1,1016,1987,1045,UN,3,0.04,207400,-82.38319783,29.67586824,-2.776100674
0.04,114326.3,9-19AB,9,19,1,1016,1987,1232,UN,3,0.04,245800,-82.3824332,29.67725935,-2.77594478
0.04,114326.3,9-19AB,9,19,1,1016,1987,1245,UN,3,0.04,240000,-82.3823216,29.67509705,-2.776143292
0.05,114326.31,9-19AB,9,19,1,1016,1988,1684,UN,3,0.05,373300,-82.38513736,29.67623634,-2.776131596
0.05,114326.31,9-19AB,9,19,1,1016,1988,1326,UN,3,0.05,391600,-82.38382228,29.67689997,-2.776025204
0.05,114326.31,9-19AB,9,19,1,1016,1988,1326,UN,3,0.05,380200,-82.38420239,29.67635002,-2.776089456
0.05,114326.31,9-19AB,9,19,1,1016,1988,1326,UN,3,0.05,370000,-82.38464783,29.67636087,-2.776103451
0.37,114326.04,9-19AA,9,19,1,1016,1967,1991,UN,3,0.37,340700,-82.3749944,29.68569887,-2.774905006
0.37,114326.04,9-19AA,9,19,1,1016,1967,1795,UN,3,0.37,250000,-82.37593982,29.68570313,-2.774936455
0.37,114326.04,9-19AA,9,19,1,1016,1963,2702,UN,3,0.37,397800,-82.37594175,29.68465988,-2.775034044
1.1,114300.4,9-19AE,9,19,1,0,1959,1902,UN,3,1.1,300700,-82.39673291,29.68796521,-2.775425406
0.2,114327.11,9-19AD,9,19,1,0,1983,1182,UN,3,0.2,264200,-82.40015332,29.68641465,-2.775685589
0.22,114327.11,9-19AD,9,19,1,0,1984,1353,UN,3,0.22,274300,-82.39998396,29.68597066,-2.775721397
0.2,114327.11,9-19AD,9,19,1,0,1985,1212,UN,3,0.2,291500,-82.40068713,29.68837981,-2.775519838
0.2,114327.11,9-19AD,9,19,1,0,1985,1212,UN,3,0.2,271100,-82.40068713,29.68837981,-2.775519838
0.34,114326.06,9-19Z,9,19,1,1016,1973,1843,UN,3,0.34,317500,-82.3863525,29.68430204,-2.775418212
0.19,114327.07,9-19AD,9,19,1,0,1988,1670,UN,3,0.19,203300,-82.3982466,29.6861571,-2.775645441
0.18,114327.07,9-19AD,9,19,1,0,1991,1329,UN,3,0.18,282800,-82.39780728,29.68536911,-2.77570432
0.37,114327.03,9-19AE,9,19,1,0,1990,1814,UN,4,0.37,333200,-82.39197273,29.68604446,-2.775444632
0.24,114327.01,9-19AE,9,19,1,0,1983,1091,UN,3,0.24,227200,-82.39536822,29.68463027,-2.775691241
0.24,114327.01,9-19AE,9,19,1,0,1982,1377,UN,3,0.24,274800,-82.39569956,29.6840875,-2.775753156
0.24,114327.01,9-19AE,9,19,1,0,1985,1298,UN,3,0.24,325000,-82.39327922,29.68569389,-2.775521419
0.27,114327.01,9-19AE,9,19,1,0,1987,1394,UN,3,0.27,291800,-82.39448993,29.68377143,-2.775741962
0.02,114327.08,9-19AD,9,19,1,0,1983,1051,UN,3,0.02,50000,-82.39844797,29.68493281,-2.7757667
0.02,114327.08,9-19AD,9,19,1,0,1983,1051,UN,3,0.02,92500,-82.39844797,29.68493281,-2.7757667
0.02,114327.08,9-19AD,9,19,1,0,1981,899,UN,3,0.02,157300,-82.39761802,29.68345257,-2.77587716
0.03,114327.08,9-19AD,9,19,1,0,1983,929,UN,3,0.03,164300,-82.39857852,29.68377587,-2.775879284
0.03,114327.08,9-19AD,9,19,1,0,1983,929,UN,3,0.03,166600,-82.39858015,29.68426698,-2.775833414
0.02,114327.08,9-19AD,9,19,1,0,1984,1057,UN,3,0.02,198000,-82.40127519,29.68436997,-2.775914573
0.02,114327.08,9-19AD,9,19,1,0,1984,1057,UN,3,0.02,166000,-82.40062093,29.68339852,-2.775983379
0.03,114327.08,9-19AD,9,19,1,0,1984,1077,UN,3,0.03,194800,-82.40030411,29.68339632,-2.775972912
0.02,114327.08,9-19AD,9,19,1,0,1984,818,UN,3,0.02,167100,-82.39986936,29.6833823,-2.775959576
0.03,114327.08,9-19AD,9,19,1,0,1984,1364,UN,3,0.03,192000,-82.39953244,29.68434781,-2.775857936
0.03,114327.08,9-19AD,9,19,1,0,1984,927,UN,3,0.03,205500,-82.3995323,29.68446971,-2.775846532
0.02,114327.08,9-19AD,9,19,1,0,1984,929,UN,3,0.02,122900,-82.40023806,29.68439989,-2.775876837
0.02,114327.08,9-19AD,9,19,1,0,1984,929,UN,3,0.02,138200,-82.40023806,29.68439989,-2.775876837
0.02,114327.08,9-19AD,9,19,1,0,1984,929,UN,3,0.02,187400,-82.40023806,29.68439989,-2.775876837
0.22,114328.08,9-19AD,9,19,1,0,1981,1438,UN,3,0.22,318500,-82.40462172,29.6870929,-2.77577269
0.25,114327.09,9-19AE,9,19,1,0,1973,1560,UN,3,0.25,303900,-82.3913353,29.6830609,-2.775702128
0.23,114327.09,9-19AE,9,19,1,0,1976,1470,UN,3,0.23,279100,-82.39322167,29.68193989,-2.775870512
0.32,114327.04,9-19AC,9,19,1,0,1996,1525,LT,3,0.32,318000,-82.39762732,29.68113772,-2.776093966
0.18,114327.04,9-19AC,9,19,1,0,1996,1496,LT,3,0.18,281300,-82.39897744,29.68120876,-2.776132809
0.29,114327.04,9-19AC,9,19,1,0,1996,1920,LT,3,0.29,374900,-82.40068339,29.68289023,-2.776033019
1.19,114328.01,9-19AG,9,19,1,0,1992,4625,UN,5,1.19,1165200,-82.40629,29.67923644,-2.776563682
0.22,114327.04,9-19AF,9,19,1,0,1992,1384,LT,3,0.22,300100,-82.39699411,29.67995716,-2.776183054
0.2,114327.04,9-19AF,9,19,1,0,1993,1221,LT,3,0.2,313300,-82.39585695,29.67920565,-2.776215035
0.21,114327.04,9-19AF,9,19,1,0,1993,1465,LT,3,0.21,309700,-82.39554079,29.68126527,-2.776011738
0.2,114327.04,9-19AF,9,19,1,0,1992,1483,LT,3,0.2,329000,-82.39635004,29.6812678,-2.776038767
0.23,114327.06,9-19AC,9,19,1,0,1978,1308,UN,3,0.23,275000,-82.39985636,29.67599617,-2.776650054
0.22,114327.06,9-19AC,9,19,1,0,1979,1456,UN,3,0.22,296400,-82.39759219,29.67568893,-2.776602504
0.27,114327.06,9-19AC,9,19,1,0,1978,1406,UN,3,0.27,295200,-82.39867749,29.67447104,-2.776753034
0.32,114327.05,9-19AF,9,19,1,0,1962,1464,UN,3,0.32,194500,-82.39398092,29.67439148,-2.776602209
5,114300.99,9-19AG,9,19,1,0,1985,4425,AC,3,5,602500,-82.41918541,29.68651519,-2.77631729
2,114300.4,9-19AG,9,19,1,0,1982,2680,AC,3,2,405200,-82.41333999,29.6805035,-2.77668268
0.45,114328.07,9-19AG,9,19,1,0,1981,2498,LT,3,0.45,438800,-82.41204287,29.67898885,-2.776780681
0.45,114328.07,9-19AG,9,19,1,0,1981,2498,LT,3,0.45,403000,-82.41204287,29.67898885,-2.776780681
0.3,114328.03,9-19AG,9,19,1,0,1976,1754,UN,3,0.3,273400,-82.41005874,29.67507181,-2.777080348
0.3,114328.03,9-19AG,9,19,1,0,1975,1958,UN,3,0.3,333000,-82.41005624,29.67563291,-2.777027755
0.53,114328.03,9-19AG,9,19,1,0,1977,1954,UN,3,0.53,331700,-82.41258351,29.67495915,-2.777175971
0.36,114328.03,9-19AG,9,19,1,0,1978,2524,UN,3,0.36,410900,-82.41297446,29.67707654,-2.776991
0.33,114328.02,9-19AG,9,19,1,0,1991,2141,UN,4,0.33,136200,-82.40861043,29.674464,-2.777088422
0.37,114328.02,9-19AG,9,19,1,0,1991,2153,UN,4,0.37,425000,-82.40757422,29.67444218,-2.777055546
0.37,114328.02,9-19AG,9,19,1,0,1991,2153,UN,4,0.37,423800,-82.40757422,29.67444218,-2.777055546
0.3,114328.03,9-19AG,9,19,1,0,1973,1912,UN,3,0.3,349500,-82.4142716,29.67585034,-2.777149455
0.22,114329.04,9-19AH,9,19,1,0,1991,1773,UN,3,0.22,280000,-82.43090393,29.68540484,-2.776815892
0.18,114329.04,9-19AH,9,19,1,0,1994,1482,UN,3,0.18,280200,-82.43340662,29.68668103,-2.776780824
0.24,114329.04,9-19AH,9,19,1,0,1991,1303,UN,3,0.24,231800,-82.43286579,29.68625152,-2.776802782
0.18,114329.04,9-19AH,9,19,1,0,1987,1800,UN,3,0.18,314600,-82.43431573,29.68635187,-2.776842237
0.17,114329.04,9-19AH,9,19,1,0,1997,1359,LT,3,0.17,300000,-82.43516326,29.68573107,-2.776928858
0.17,114329.04,9-19AH,9,19,1,0,1996,1337,LT,3,0.17,230000,-82.435637,29.68573474,-2.776944473
0.39,114329.01,9-19AH,9,19,1,0,1992,2079,UN,4,0.39,435000,-82.42519265,29.68528211,-2.776634978
0.23,114329.01,9-19AH,9,19,1,0,1987,2032,UN,3,0.23,391400,-82.4237616,29.68725178,-2.776402551
0.44,114329.03,9-19AH,9,19,1,0,1983,1344,UN,3,0.44,300600,-82.42485935,29.68222811,-2.776909437
0.1,114329.02,9-19AH,9,19,1,0,2000,1245,UN,3,0.1,185500,-82.42737406,29.6818549,-2.777029075
0.2,114330.04,9-19AI,9,19,1,0,2001,2322,LT,4,0.2,446200,-82.45397883,29.68276343,-2.77784038
0.14,114330.04,9-19AI,9,19,1,0,2000,1894,LT,4,0.14,400100,-82.45457667,29.68183011,-2.777947868
0.03,114330.1,9-19AI,9,19,1,0,2003,938,LT,3,0.03,228000,-82.45099443,29.67942304,-2.778052468
0.03,114330.1,9-19AI,9,19,1,0,2004,938,LT,3,0.03,212000,-82.44993571,29.67959577,-2.778000628
0.16,114330.08,9-19AJ,9,19,1,0,2000,1563,LT,4,0.16,327100,-82.4417401,29.6746944,-2.77818329
0.17,114330.08,9-19AJ,9,19,1,0,1999,1684,LT,4,0.17,329700,-82.44124195,29.67507058,-2.778131284
0.11,114330.02,9-19AI,9,19,1,0,2004,2242,UN,4,0.11,299500,-82.45392261,29.68684725,-2.777456357
0.11,114330.02,9-19AI,9,19,1,0,2004,2242,UN,4,0.11,340100,-82.45392261,29.68684725,-2.777456357
0.04,114330.03,9-19AI,9,19,1,0,1986,1367,UN,3,0.04,254400,-82.45212455,29.68567408,-2.777505551
0.08,114330.03,9-19AI,9,19,1,0,1998,2280,UN,3,0.08,398100,-82.45234887,29.68599044,-2.777483508
0.08,114330.03,9-19AI,9,19,1,0,1989,1075,UN,3,0.08,219600,-82.45240114,29.68616231,-2.777469189
0.08,114330.03,9-19AI,9,19,1,0,1995,1704,UN,4,0.08,386900,-82.45342698,29.68583877,-2.777534016
0.08,114330.03,9-19AI,9,19,1,0,1995,2046,UN,4,0.08,391400,-82.45277164,29.68582844,-2.777512907
0.03,114330.03,9-19AI,9,19,1,0,1986,721,UN,3,0.03,151200,-82.45178804,29.68496489,-2.777560571
0.03,114330.03,9-19AI,9,19,1,0,1988,721,UN,3,0.03,155000,-82.4508819,29.68335324,-2.777680852
0.05,114330.03,9-19AI,9,19,1,0,1987,1593,UN,3,0.05,239400,-82.45085089,29.68272949,-2.777738177
0.05,114330.03,9-19AI,9,19,1,0,1987,1593,UN,3,0.05,259200,-82.45085089,29.68272949,-2.777738177
0.41,114330.07,9-19AI,9,19,1,0,1979,1326,UN,3,0.41,285600,-82.44885446,29.6764698,-2.778256815
0.41,114330.07,9-19AI,9,19,1,0,1979,2176,UN,3,0.41,330000,-82.45064661,29.67550212,-2.778407801
0.27,114330.05,9-19AI,9,19,1,0,1998,1482,LT,3,0.27,248700,-82.45260607,29.67824835,-2.778216729
0.34,114330.07,9-19AI,9,19,1,0,1983,1270,UN,3,0.34,323100,-82.45280208,29.6773516,-2.778307283
2.94,114300.4,9-19AL,9,19,1,0,1970,2891,AC,3,2.94,538400,-82.44415139,29.66974434,-2.778728069
1,114331.05,9-19AK,9,19,1,0,1967,3437,LT,4,1,796900,-82.45323707,29.67152015,-2.778867974
1.13,114331.01,9-19AL,9,19,1,0,1972,2033,UN,4,1.13,320000,-82.43921758,29.66099072,-2.779381793
0.38,114331.01,9-19AL,9,19,1,0,1986,1896,UN,4,0.38,406500,-82.43995557,29.6666359,-2.778877789
0.34,114331.01,9-19AL,9,19,1,0,1984,2014,UN,3,0.34,360900,-82.44064328,29.66702122,-2.778864878
0.22,114331.04,9-19AK,9,19,1,0,1994,1793,LT,4,0.22,406700,-82.44858683,29.6634623,-2.779466065
0.22,114331.04,9-19AK,9,19,1,0,1994,1495,LT,4,0.22,284100,-82.44790182,29.66351753,-2.779437797
0.26,114331.04,9-19AK,9,19,1,0,1996,2043,LT,4,0.26,415500,-82.45070846,29.66404054,-2.779483406
0.27,114331.04,9-19AK,9,19,1,0,1996,2210,LT,4,0.27,425900,-82.45168466,29.66323805,-2.779591511
0.28,114331.04,9-19AK,9,19,1,0,1998,1639,LT,4,0.28,321300,-82.45130853,29.66262777,-2.779636018
0.27,114331.04,9-19AK,9,19,1,0,1997,1768,LT,4,0.27,355300,-82.45300855,29.66192509,-2.77975918
0.27,114331.04,9-19AK,9,19,1,0,1997,1768,LT,4,0.27,349200,-82.45300855,29.66192509,-2.77975918
0.35,114331.04,9-19AK,9,19,1,0,1997,2127,LT,3,0.35,263400,-82.45187721,29.66373212,-2.779551705
0.35,114331.04,9-19AK,9,19,1,0,1997,2127,LT,3,0.35,408100,-82.45187721,29.66373212,-2.779551705
0.3,114331.04,9-19AK,9,19,1,0,1996,2139,LT,4,0.3,323400,-82.45237838,29.66361201,-2.779579855
0.3,114331.04,9-19AK,9,19,1,0,1996,2139,LT,4,0.3,504000,-82.45237838,29.66361201,-2.779579855
0.23,114331.04,9-19AK,9,19,1,0,2001,1424,LT,4,0.23,341500,-82.45480237,29.66037672,-2.779964771
0.3,114331.04,9-19AK,9,19,1,0,1999,2229,LT,4,0.3,476600,-82.4544383,29.66456066,-2.779560407
0.3,114331.04,9-19AK,9,19,1,0,2000,2190,LT,4,0.3,429000,-82.45343822,29.66452771,-2.779529781
0.11,114330.12,9-19AL,9,19,1,0,2005,1807,LT,4,0.11,350400,-82.4478091,29.67238891,-2.778603683
0.11,114330.12,9-19AL,9,19,1,0,2005,1978,LT,4,0.11,325200,-82.44856062,29.67407433,-2.77847119
0.17,114330.12,9-19AL,9,19,1,0,2006,2875,LT,4,0.17,540000,-82.44926841,29.67370823,-2.778529322
0.14,114330.12,9-19AL,9,19,1,0,2016,2931,LT,4,0.14,503500,-82.44765414,29.67045113,-2.778779931
0.12,114330.12,9-19AL,9,19,1,0,2010,1964,LT,4,0.12,407000,-82.44840178,29.6698888,-2.778857795
0.2,114330.12,9-19AL,9,19,1,0,2014,2572,LT,4,0.2,477100,-82.44867791,29.66781024,-2.779061793
0.15,114330.12,9-19AL,9,19,1,0,2012,1384,LT,4,0.15,404400,-82.44889178,29.66922856,-2.77893615
0.12,114330.12,9-19AL,9,19,1,0,2015,2693,LT,4,0.12,531100,-82.44794171,29.66939157,-2.77888886
0.12,114330.12,9-19AL,9,19,1,0,2014,2056,LT,4,0.12,386100,-82.44874826,29.66962406,-2.778894269
0.28,114332.04,9-19AM,9,19,1,0,2004,1778,LT,3,0.28,371600,-82.43456006,29.67351899,-2.778051369
0.16,114332.04,9-19AM,9,19,1,0,2002,1468,LT,3,0.16,312000,-82.43660671,29.67406445,-2.778069275
0.14,114332.04,9-19AM,9,19,1,0,2003,1535,LT,3,0.14,318700,-82.43541261,29.6739336,-2.778041284
0.15,114332.04,9-19AM,9,19,1,0,2002,1299,LT,3,0.15,300000,-82.43596145,29.67394091,-2.778059096
0.19,114332.04,9-19AM,9,19,1,0,2003,1334,LT,3,0.19,324600,-82.43591878,29.67356827,-2.778092544
0.52,114332.02,9-19AM,9,19,1,0,1999,2306,LT,4,0.52,458600,-82.4370475,29.67007038,-2.778458104
0.26,114332.03,9-19AM,9,19,1,0,2001,2587,UN,4,0.26,148900,-82.43808049,29.66622344,-2.778853219
0.26,114332.03,9-19AM,9,19,1,0,2001,2587,UN,4,0.26,206100,-82.43808049,29.66622344,-2.778853219
0.26,114332.03,9-19AM,9,19,1,0,2001,2587,UN,4,0.26,400800,-82.43808049,29.66622344,-2.778853219
0.26,114332.03,9-19AM,9,19,1,0,2001,2367,UN,4,0.26,402400,-82.43804798,29.66684285,-2.778794103
0.25,114332.03,9-19AM,9,19,1,0,1998,1958,UN,4,0.25,449900,-82.4383893,29.66711688,-2.778779941
0.25,114332.03,9-19AM,9,19,1,0,1998,1958,UN,4,0.25,464300,-82.4383893,29.66711688,-2.778779941
0.18,114332.03,9-19AM,9,19,1,0,1996,1588,UN,4,0.18,349900,-82.43758847,29.66796674,-2.778673349
0.18,114332.03,9-19AM,9,19,1,0,1997,1442,UN,4,0.18,309400,-82.43751688,29.66557379,-2.778895075
0.21,114332.03,9-19AM,9,19,1,0,1996,1813,UN,4,0.21,404400,-82.43754568,29.66404477,-2.779039282
0.19,114332.03,9-19AM,9,19,1,0,1999,1754,LT,4,0.19,360200,-82.4370554,29.66233133,-2.779183285
0.28,114332.03,9-19AM,9,19,1,0,1997,2585,LT,4,0.28,455600,-82.43715348,29.66343966,-2.77908275
0.18,114332.03,9-19AM,9,19,1,0,2000,1861,LT,4,0.18,352800,-82.43780841,29.66167443,-2.77927022
0.21,114332.03,9-19AM,9,19,1,0,1999,1746,LT,4,0.21,329800,-82.43834202,29.66233187,-2.779226609
0.26,114332.03,9-19AM,9,19,1,0,2002,1831,LT,4,0.26,335700,-82.43435315,29.66225654,-2.779099191
0.19,114332.03,9-19AM,9,19,1,0,2000,1972,LT,4,0.19,346500,-82.43438373,29.66323828,-2.779008244
0.19,114332.03,9-19AM,9,19,1,0,2000,1991,LT,4,0.19,369000,-82.43626318,29.66230338,-2.779159195
1,114333.02,9-19AN,9,19,1,0,1994,2661,LT,4,1,643400,-82.41819993,29.66835507,-2.777983469
0.58,114333.02,9-19AN,9,19,1,0,1991,2193,LT,3,0.58,295300,-82.41938814,29.66451362,-2.778383263
1.08,114333.02,9-19AN,9,19,1,0,1977,2928,LT,4,1.08,552100,-82.41110055,29.66770241,-2.777805285
1.08,114333.02,9-19AN,9,19,1,0,1977,2928,LT,4,1.08,590400,-82.41110055,29.66770241,-2.777805285
1.03,114333.01,9-19AN,9,19,1,0,2003,3096,AC,4,1.03,680000,-82.41081677,29.67186629,-2.777405909
1.68,114333.03,9-19AN,9,19,1,0,1955,2377,LT,3,1.68,488800,-82.40607463,29.66294114,-2.778081723
0.23,114334.01,9-19AO,9,19,1,0,1960,1044,UN,3,0.23,225000,-82.4017628,29.66510117,-2.77773409
0.23,114334.01,9-19AO,9,19,1,0,1960,1472,UN,3,0.23,197100,-82.40207906,29.66455146,-2.777796225
0.23,114334.01,9-19AO,9,19,1,0,1960,1472,UN,3,0.23,269700,-82.40207906,29.66455146,-2.777796225
0.23,114334.01,9-19AO,9,19,1,0,1959,1104,UN,3,0.23,157400,-82.40209018,29.66015179,-2.778208647
0.23,114334.01,9-19AO,9,19,1,0,1963,1407,UN,3,0.23,309000,-82.40206111,29.67164284,-2.77713174
0.28,114334.01,9-19AO,9,19,1,0,1968,1152,UN,3,0.28,139800,-82.40255255,29.67329009,-2.776994135
0.49,114334.11,9-19AO,9,19,1,0,1973,2316,UN,3,0.49,366500,-82.40298117,29.67258383,-2.777074678
1,114334.03,9-19AO,9,19,1,0,1994,2952,LT,4,1,503600,-82.40500314,29.66216791,-2.778118019
0.24,114334.01,9-19AO,9,19,1,1016,1965,940,UN,3,0.24,118500,-82.40127268,29.67217588,-2.777055279
0.24,114334.01,9-19AO,9,19,1,1016,1965,940,UN,3,0.24,208300,-82.40127268,29.67217588,-2.777055279
0.34,114334.02,9-19AO,9,19,1,1016,1968,1692,UN,3,0.34,285400,-82.4003989,29.67327523,-2.776922947
0.22,114334.14,9-19AP,9,19,1,1016,2000,1443,LT,4,0.22,345800,-82.40107617,29.66679686,-2.777552176
0.07,114334.05,9-19AP,9,19,1,1016,1988,1662,UN,3,0.07,221000,-82.40011943,29.6617109,-2.777996175
0.07,114334.05,9-19AP,9,19,1,1016,1988,1662,UN,3,0.07,213800,-82.40011943,29.6617109,-2.777996175
0.08,114334.05,9-19AP,9,19,1,1016,1988,1662,UN,3,0.08,248900,-82.40007712,29.66187731,-2.777979164
0.05,114334.06,9-19AP,9,19,1,1016,1988,1153,UN,3,0.05,203800,-82.40015755,29.6599909,-2.778158558
0.31,114334.04,9-19AP,9,19,1,1016,1966,2022,UN,3,0.31,360000,-82.3981313,29.66082509,-2.77801211
