tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median
GAINESVILLE,Duck_Pond,1960s,3.0,8.0,0.8812795892943691,0.1294210915879564,0.7404275362784807,0.7921496757072156,0.8370633557729306,0.9535105448433412,1.0916182104131844,0.8370633557729306
GAINESVILLE,Duck_Pond,1970s,3.0,2.0,1.0034050655762146,0.12758372915930222,0.913189745518604,0.9582974055474092,1.0034050655762146,1.0485127256050197,1.093620385633825,1.0034050655762146
GAINESVILLE,Duck_Pond,1990s,4.0,1.0,0.816857918334683,,0.816857918334683,0.816857918334683,0.816857918334683,0.816857918334683,0.816857918334683,0.816857918334683
GAINESVILLE,Duck_Pond,2000s,4.0,2.0,0.9699789790592146,0.0766912753144337,0.915750058226534,0.9428645186428742,0.9699789790592146,0.9970934394755548,1.024207899891895,0.9699789790592146
GAINESVILLE,EastGNV,1900s,3.0,2.0,0.9765391132826038,0.05408021916452472,0.9382986235833136,0.9574188684329586,0.9765391132826038,0.9956593581322488,1.0147796029818938,0.9765391132826038
GAINESVILLE,EastGNV,1920s,3.0,3.0,0.9050951845063833,0.159603625682894,0.7713632189875592,0.8167528624533313,0.8621425059191035,0.9719611672657953,1.0817798286124871,0.8621425059191035
GAINESVILLE,EastGNV,1930s,3.0,4.0,0.9931194471581742,0.1658818582819342,0.8160674506249999,0.8731409555704007,0.9949407844796723,1.1149192760674458,1.1665287690483528,0.9949407844796723
GAINESVILLE,EastGNV,1940s,3.0,8.0,0.9138714746895895,0.14483915053896765,0.7459352588373563,0.7798911593775818,0.91693275614136,1.0168448714432192,1.140338095325391,0.91693275614136
GAINESVILLE,EastGNV,1950s,2.0,2.0,0.9551691490456885,0.32105671432674354,0.728147769199776,0.8416584591227323,0.9551691490456885,1.0686798389686447,1.182190528891601,0.9551691490456885
GAINESVILLE,EastGNV,1950s,3.0,28.0,0.9292347857030432,0.16117772664973992,0.6255696711324565,0.8313991477224207,0.9065660976121717,0.957405560086847,1.4067417982742856,0.9065660976121717
GAINESVILLE,EastGNV,1960s,3.0,43.0,0.8130180685628549,0.18848510365706767,0.5351014771156475,0.6845345073370964,0.7832452880503508,0.8880716623175926,1.4597755280367712,0.7832452880503508
GAINESVILLE,EastGNV,1970s,2.0,1.0,0.6463278973678245,,0.6463278973678245,0.6463278973678245,0.6463278973678245,0.6463278973678245,0.6463278973678245,0.6463278973678245
GAINESVILLE,EastGNV,1970s,3.0,14.0,0.8961013114981285,0.11065799094311117,0.7239352825400732,0.8191372422271295,0.8695294435914731,0.9687104370241681,1.1274372807247803,0.8695294435914731
GAINESVILLE,EastGNV,1980s,3.0,6.0,0.7465567118196593,0.07941869612862613,0.6098069419532786,0.7316406821577645,0.7593479665785503,0.7720444818373763,0.85215582153309,0.7593479665785503
GAINESVILLE,EastGNV,1990s,3.0,7.0,0.86927774589064,0.09742279565249817,0.7647505052678232,0.8087056134366375,0.8229058578031057,0.9174824188680216,1.0449117935542331,0.8229058578031057
GAINESVILLE,EastGNV,2000s,2.0,1.0,0.9290438497960362,,0.9290438497960362,0.9290438497960362,0.9290438497960362,0.9290438497960362,0.9290438497960362,0.9290438497960362
GAINESVILLE,EastGNV,2000s,3.0,21.0,0.853194475505044,0.08040810194231009,0.7470931035703305,0.7815192638628051,0.8272941046124325,0.9022689259227964,1.052491735282327,0.8272941046124325
GAINESVILLE,EastGNV,2010s,3.0,3.0,0.94818496826804,0.26027372775210267,0.7758747301965007,0.7984838891241215,0.8210930480517422,1.0343400873038096,1.247587126555877,0.8210930480517422
GAINESVILLE,EastGNV,2020s,3.0,1.0,0.8842405294421563,,0.8842405294421563,0.8842405294421563,0.8842405294421563,0.8842405294421563,0.8842405294421563,0.8842405294421563
GAINESVILLE,EastMidtownEastA,1920s,3.0,3.0,0.6610712975879852,0.17522596318832068,0.5460002633563281,0.5602391043449967,0.5744779453336653,0.7186068147038137,0.8627356840739622,0.5744779453336653
GAINESVILLE,EastMidtownEastA,1930s,3.0,8.0,0.7500271793856135,0.12019957090527321,0.5184246538950943,0.7112087213671495,0.7627972463320345,0.8007956970278864,0.9275124656852644,0.7627972463320345
GAINESVILLE,EastMidtownEastA,1940s,3.0,35.0,0.8223135484772909,0.11797772775723148,0.5715144275581645,0.7470625425730208,0.8377735959920425,0.9050068767312636,1.0266336088252392,0.8377735959920425
GAINESVILLE,EastMidtownEastA,1940s,4.0,1.0,1.0974791030048745,,1.0974791030048745,1.0974791030048745,1.0974791030048745,1.0974791030048745,1.0974791030048745,1.0974791030048745
GAINESVILLE,EastMidtownEastA,1950s,2.0,3.0,0.9004684253175578,0.30076031041590484,0.5591244218949382,0.7874287793180077,1.0157331367410771,1.0711404270288676,1.1265477173166578,1.0157331367410771
GAINESVILLE,EastMidtownEastA,1950s,3.0,60.0,0.8964642960900789,0.12593038425148467,0.6436233923120823,0.8015423296595996,0.9008050584789282,0.9758210645458195,1.1959839282300424,0.9008050584789282
GAINESVILLE,EastMidtownEastA,1950s,4.0,2.0,0.8602470435588532,0.19777970884503437,0.7203956702534283,0.7903213569061407,0.8602470435588532,0.9301727302115655,1.000098416864278,0.8602470435588532
GAINESVILLE,EastMidtownEastA,1950s,5.0,1.0,0.9150081337644836,,0.9150081337644836,0.9150081337644836,0.9150081337644836,0.9150081337644836,0.9150081337644836,0.9150081337644836
GAINESVILLE,EastMidtownEastA,1960s,3.0,6.0,0.8424352265047842,0.08150089687552727,0.7356129342325831,0.7934325857389941,0.8394861219241572,0.8824727588317021,0.9651431361363167,0.8394861219241572
GAINESVILLE,EastMidtownEastA,1960s,4.0,2.0,0.916980934756844,0.11958387041074788,0.8324223690688708,0.8747016519128574,0.916980934756844,0.9592602176008305,1.001539500444817,0.916980934756844
GAINESVILLE,EastMidtownEastA,1960s,5.0,1.0,0.8228170712580515,,0.8228170712580515,0.8228170712580515,0.8228170712580515,0.8228170712580515,0.8228170712580515,0.8228170712580515
GAINESVILLE,EastMidtownEastA,1970s,3.0,2.0,0.7870615533390155,0.1655819137203655,0.6699774593054992,0.7285195063222574,0.7870615533390155,0.8456036003557736,0.9041456473725318,0.7870615533390155
GAINESVILLE,EastMidtownEastA,1970s,4.0,2.0,0.9865206049225302,0.16424434140373384,0.8703823173444316,0.9284514611334809,0.9865206049225302,1.0445897487115796,1.1026588925006289,0.9865206049225302
GAINESVILLE,EastMidtownEastA,1980s,3.0,5.0,0.9035709168413769,0.11920207274263649,0.7276781091836344,0.8689426958450357,0.8927053757220236,1.008137355572556,1.020391047883635,0.8927053757220236
GAINESVILLE,EastMidtownEastA,1990s,4.0,1.0,0.9741649235434616,,0.9741649235434616,0.9741649235434616,0.9741649235434616,0.9741649235434616,0.9741649235434616,0.9741649235434616
GAINESVILLE,EastMidtownEastA,1990s,5.0,1.0,1.029107116819952,,1.029107116819952,1.029107116819952,1.029107116819952,1.029107116819952,1.029107116819952,1.029107116819952
GAINESVILLE,EastMidtownEastA,2000s,3.0,2.0,0.9388282333633473,0.07738159007794039,0.884111186280238,0.9114697098217927,0.9388282333633473,0.966186756904902,0.9935452804464566,0.9388282333633473
GAINESVILLE,EastMidtownEastA,2000s,5.0,1.0,0.8067472072039046,,0.8067472072039046,0.8067472072039046,0.8067472072039046,0.8067472072039046,0.8067472072039046,0.8067472072039046
GAINESVILLE,EastMidtownEastA,2010s,3.0,1.0,0.9625047128446692,,0.9625047128446692,0.9625047128446692,0.9625047128446692,0.9625047128446692,0.9625047128446692,0.9625047128446692
GAINESVILLE,EastMidtownEastA,2010s,4.0,1.0,0.8202569077257654,,0.8202569077257654,0.8202569077257654,0.8202569077257654,0.8202569077257654,0.8202569077257654,0.8202569077257654
GAINESVILLE,Golfview,1920s,3.0,1.0,0.8254471778965528,,0.8254471778965528,0.8254471778965528,0.8254471778965528,0.8254471778965528,0.8254471778965528,0.8254471778965528
GAINESVILLE,Golfview,1930s,4.0,1.0,1.0660200034429863,,1.0660200034429863,1.0660200034429863,1.0660200034429863,1.0660200034429863,1.0660200034429863,1.0660200034429863
GAINESVILLE,Golfview,1940s,3.0,2.0,0.7031826037850427,0.05679113782335079,0.6630252051188515,0.6831039044519471,0.7031826037850427,0.7232613031181383,0.7433400024512339,0.7031826037850427
GAINESVILLE,Golfview,1940s,4.0,3.0,0.8329221053154061,0.032617448091604696,0.8069386614939347,0.8146200658357352,0.8223014701775356,0.8459138272261417,0.8695261842747478,0.8223014701775356
GAINESVILLE,Golfview,1950s,3.0,4.0,0.7662630983232896,0.08197408558024247,0.6558314429832416,0.7422215133658884,0.7778925086505811,0.8019340936079825,0.8534359330087551,0.7778925086505811
GAINESVILLE,Golfview,1970s,3.0,3.0,0.9444360521013427,0.17924446258861393,0.7401616979173261,0.8789403316876716,1.017718965458017,1.046573229193351,1.0754274929286851,1.017718965458017
GAINESVILLE,Golfview,2000s,4.0,1.0,1.085678875260173,,1.085678875260173,1.085678875260173,1.085678875260173,1.085678875260173,1.085678875260173,1.085678875260173
GAINESVILLE,HighSpringsAGNV,1920s,4.0,1.0,0.7203836385705202,,0.7203836385705202,0.7203836385705202,0.7203836385705202,0.7203836385705202,0.7203836385705202,0.7203836385705202
GAINESVILLE,HighSpringsAGNV,1930s,3.0,1.0,0.7182149970636785,,0.7182149970636785,0.7182149970636785,0.7182149970636785,0.7182149970636785,0.7182149970636785,0.7182149970636785
GAINESVILLE,HighSpringsAGNV,1950s,3.0,91.0,0.8319660812264241,0.08588815088263099,0.5971385347081243,0.7847480010031256,0.8242029951278209,0.8824089865947786,1.0211787973544817,0.8242029951278209
GAINESVILLE,HighSpringsAGNV,1960s,3.0,137.0,0.8476530295626995,0.1052005409899281,0.5654723963472437,0.771590645574585,0.8322820440567866,0.9097975050593478,1.2211136565724718,0.8322820440567866
GAINESVILLE,HighSpringsAGNV,1960s,4.0,10.0,0.8801073311079175,0.1380955041846948,0.7139379593674694,0.7840923899843072,0.8743627260455837,0.9248876948852158,1.2005749447946457,0.8743627260455837
GAINESVILLE,HighSpringsAGNV,1970s,3.0,59.0,0.8785058084246337,0.0946780146981962,0.6922197683883007,0.8392912979702318,0.8639639742088581,0.9167930191235854,1.1620991854707494,0.8639639742088581
GAINESVILLE,HighSpringsAGNV,1970s,4.0,8.0,0.8542989453181569,0.0660620993038822,0.771255109807524,0.7931402155814695,0.8649486933957176,0.8896303681076845,0.9663490455378168,0.8649486933957176
GAINESVILLE,HighSpringsAGNV,1980s,3.0,10.0,0.8780369395326997,0.12056097563506782,0.6924544505298377,0.7959324172116172,0.8841818075355596,0.9827998084001671,1.0445295104856602,0.8841818075355596
GAINESVILLE,HighSpringsAGNV,1980s,4.0,2.0,0.8462840184181596,0.1173800152523774,0.7632838136574231,0.8047839160377914,0.8462840184181596,0.8877841207985278,0.929284223178896,0.8462840184181596
GAINESVILLE,HighSpringsAGNV,1980s,5.0,5.0,0.8692544111484818,0.04703434617093798,0.8031859778865078,0.8510700009132413,0.8751413027134913,0.885546979448963,0.9313277947802048,0.8751413027134913
GAINESVILLE,HighSpringsAGNV,1990s,3.0,14.0,0.8893445146862563,0.06742438209458565,0.7968474056694989,0.8379605934636805,0.8780560942842444,0.9252730541538661,1.016575021055537,0.8780560942842444
GAINESVILLE,HighSpringsAGNV,1990s,4.0,13.0,0.8606878175924471,0.11631084862345818,0.6426671293908621,0.777400497856559,0.8627924059746231,0.9688579766494372,1.0501729135964335,0.8627924059746231
GAINESVILLE,HighSpringsAGNV,2000s,3.0,5.0,0.8964237164188503,0.1626816903029437,0.7523709338076885,0.8147890276171665,0.856199222058384,0.8853774317395818,1.1733819668714311,0.856199222058384
GAINESVILLE,HighSpringsAGNV,2000s,4.0,15.0,0.8796926456585867,0.10083844934342011,0.7012086802316646,0.8030213903793233,0.8812472701069437,0.9340788434399021,1.100076532535451,0.8812472701069437
GAINESVILLE,HighSpringsAGNV,2010s,3.0,2.0,0.8751472458369971,0.192307715586418,0.739165156071347,0.8071562009541721,0.8751472458369971,0.9431382907198221,1.0111293356026472,0.8751472458369971
GAINESVILLE,HighSpringsAGNV,2010s,4.0,2.0,0.8409109433650859,0.031051910047372632,0.8189539272017939,0.8299324352834399,0.8409109433650859,0.8518894514467318,0.8628679595283777,0.8409109433650859
GAINESVILLE,HighSprings_B,1970s,3.0,25.0,0.8158851169794775,0.05976681311797444,0.6915008681316691,0.7693607826245787,0.8223202732925635,0.8507534122343842,0.9345921781471646,0.8223202732925635
GAINESVILLE,HighSprings_B,1970s,4.0,1.0,0.9313934245546316,,0.9313934245546316,0.9313934245546316,0.9313934245546316,0.9313934245546316,0.9313934245546316,0.9313934245546316
GAINESVILLE,HighSprings_B,1980s,3.0,18.0,0.8041973770922398,0.048293653204867386,0.7158683830264108,0.7704771429040492,0.8075183243332934,0.8307300272279238,0.890047834435011,0.8075183243332934
GAINESVILLE,HighSprings_B,1980s,4.0,5.0,0.8074903632122071,0.10203338672471586,0.6995535851656018,0.7276571291571404,0.7937792104715916,0.8686441479053874,0.9478177433613147,0.7937792104715916
GAINESVILLE,HighSprings_B,1990s,3.0,51.0,0.7937030453758255,0.061831746912643315,0.6675526203779757,0.7643865347761295,0.7954607637170578,0.829975818066351,0.9608944335570474,0.7954607637170578
GAINESVILLE,HighSprings_B,1990s,4.0,47.0,0.8488075939530967,0.07675158367645912,0.6874400101560295,0.8084707046497243,0.8491316572035658,0.8984728149384178,1.0039678786488102,0.8491316572035658
GAINESVILLE,HighSprings_B,1990s,5.0,6.0,0.8555578614984792,0.038771336017899095,0.7845777202848105,0.8510755365818128,0.8679464091926261,0.8680870584025526,0.8992907764700768,0.8679464091926261
GAINESVILLE,HighSprings_B,2000s,3.0,2.0,0.8351677483237174,0.12501321081071423,0.7467700592215579,0.7909689037726376,0.8351677483237174,0.8793665928747971,0.9235654374258768,0.8351677483237174
GAINESVILLE,HighSprings_B,2000s,4.0,14.0,0.8959633206735019,0.06683015911349109,0.757531308459208,0.8706938063723232,0.8901478451164739,0.929554282876757,1.0307698552543765,0.8901478451164739
GAINESVILLE,HighSprings_B,2000s,5.0,1.0,0.9253219623090748,,0.9253219623090748,0.9253219623090748,0.9253219623090748,0.9253219623090748,0.9253219623090748,0.9253219623090748
GAINESVILLE,HighSprings_B,2010s,4.0,22.0,0.8408582905040742,0.09007980932934324,0.6867850474444751,0.7859780890669541,0.8278326232964357,0.89530517539214,1.0288887149496868,0.8278326232964357
GAINESVILLE,HighSprings_B,2020s,3.0,1.0,0.7195566383537747,,0.7195566383537747,0.7195566383537747,0.7195566383537747,0.7195566383537747,0.7195566383537747,0.7195566383537747
GAINESVILLE,Ironwood,2000s,3.0,9.0,0.8530076069856235,0.07457385956925586,0.7059205161039827,0.8258926903462791,0.8436226749352684,0.8994095069264785,0.9503746476045052,0.8436226749352684
GAINESVILLE,Ironwood,2010s,3.0,1.0,0.8385119721108505,,0.8385119721108505,0.8385119721108505,0.8385119721108505,0.8385119721108505,0.8385119721108505,0.8385119721108505
GAINESVILLE,MidtownEast_A,1900s,2.0,1.0,1.122906911490101,,1.122906911490101,1.122906911490101,1.122906911490101,1.122906911490101,1.122906911490101,1.122906911490101
GAINESVILLE,MidtownEast_A,1900s,3.0,2.0,0.8209307894734412,0.062260323625319025,0.7769060924391091,0.7989184409562752,0.8209307894734412,0.8429431379906073,0.8649554865077733,0.8209307894734412
GAINESVILLE,MidtownEast_A,1910s,3.0,3.0,0.7372481860393391,0.09222653538488161,0.650899061584528,0.6886719935057841,0.7264449254270402,0.7804227482667445,0.8344005711064487,0.7264449254270402
