,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Jonesville,Lincoln_Estates,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3645,24214,5.55,1104,3.0,SUWANNEE,326300,1999,100,960.0,1974,2022,0,0.0,504.0,0.0,22,47,0,0,1.5,3456,273898.99999999994,6.7128842108725095,-82.476249,29.562147,04626-003-000,HighSprings_E,True,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.152964398578344,189655.47175856918,193111.47175856918,-133188.52824143082,-84243.52824143076,133188.52824143082,84243.52824143076,0.5918218564467336
3658,73835,0.26,1395,3.0,GAINESVILLE,194600,2000,100,1395.0,1981,2023,0,0.0,36.0,252.0,22,41,0,0,2.0,1546,163864.0,0.31447745852736086,-82.344489,29.69276,07917-100-016,Westchesterish,True,0.78,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.26297252048151,211709.96354746292,213255.96354746292,18655.963547462918,47845.96354746292,18655.963547462918,47845.96354746292,1.0958682607783294
3691,96345,0.24,1576,3.0,WALDO,92500,1974,100,1448.0,1920,2023,0,0.0,128.0,0.0,30,102,0,0,2.0,2154,76471.0,0.2902868847944869,-82.171185,29.789663,17187-006-000,WaldoRural_A,True,0.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.665556508582794,116489.5104155721,118643.5104155721,26143.510415572106,40018.510415572106,26143.510415572106,40018.510415572106,1.282632545033212
3727,93838,0.23,1224,3.0,ST. JOHN'S,118100,1970,100,1008.0,1961,2023,0,0.0,240.0,0.0,30,61,0,0,1.0,1212,99173.0,0.27819159792805,-82.304867,29.629011,16224-016-000,Newmans_Lake,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.793420945847451,132378.55602994058,133590.55602994058,15490.556029940577,33205.55602994058,15490.556029940577,33205.55602994058,1.1311647419978033
3741,81818,0.25,1338,3.0,GAINESVILLE,163100,1978,100,1338.0,1950,2022,0,0.0,0.0,0.0,30,71,0,0,1.0,3626,135009.0,0.30238217166092385,-82.312566,29.659564,10600-091-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.09107490114577,178273.63089769508,181899.63089769508,18799.630897695082,43264.63089769508,18799.630897695082,43264.63089769508,1.115264444498437
3803,14462,0.23,1188,3.0,ALACHUA,193100,2015,100,1188.0,1963,2023,0,0.0,84.0,0.0,7,59,0,0,2.0,0,164135.0,0.27819159792805,-82.496629,29.796273,03576-000-000,Alachua_Main,True,0.9299999999999999,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.268433513173422,212869.27271954107,212869.27271954107,19769.27271954107,48734.27271954107,19769.27271954107,48734.27271954107,1.1023784190551065
3828,75633,0.18,1496,3.0,GAINESVILLE,178700,1976,100,1291.0,1961,2023,0,0.0,289.0,0.0,30,61,0,0,2.0,693,151202.0,0.21771516359586518,-82.31187,29.68012,08202-050-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.186906270417385,196203.22639896977,196896.22639896977,18196.226398969768,45001.22639896977,18196.226398969768,45001.22639896977,1.101825553435757
3847,79030,0.23,2055,3.0,GAINESVILLE,219500,1976,100,2055.0,1956,2022,0,0.0,36.0,0.0,30,65,0,0,2.0,7221,179354.0,0.27819159792805,-82.34171,29.672264,09014-008-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.374837093933495,236768.25007643932,243989.25007643932,24489.25007643932,57414.25007643932,24489.25007643932,57414.25007643932,1.1115683374780834
3853,34520,4.0,2628,3.0,SUWANNEE,401800,2007,100,2628.0,1969,2024,0,0.0,0.0,528.0,16,54,0,0,2.0,6732,334798.0,4.838114746574782,-82.409372,29.704074,06026-001-001,Gainesvilleish_Region,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.983332259076391,435100.47441921005,441832.47441921005,40032.47441921005,100302.47441921005,40032.47441921005,100302.47441921005,1.099632838275784
3857,3553,0.34,945,3.0,HIGH SPRINGS,118500,1972,100,945.0,1935,2022,0,0.0,120.0,0.0,30,86,0,0,1.0,64,100661.0,0.4112397534588565,-82.604899,29.835802,00989-000-000,High_Springs_Main,True,0.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.85333954598483,140552.94731523097,140616.94731523097,22116.947315230966,39891.947315230966,22116.947315230966,39891.947315230966,1.1866409056137635
3864,84654,0.22,528,2.0,GAINESVILLE,57800,1990,100,528.0,1950,2022,0,0.0,176.0,0.0,30,71,0,0,1.0,412,48717.99999999999,0.266096311061613,-82.300747,29.646183,11336-002-000,EastGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.088397796710698,65407.86542889354,65819.86542889354,8019.865428893536,16689.86542889355,8019.865428893536,16689.86542889355,1.1387519970396804
3935,104029,3.28,1686,3.0,ST. JOHN'S,319000,1994,100,1686.0,1986,2024,0,0.0,16.0,530.0,29,37,0,1,2.0,18484,252665.99999999997,3.967254092191321,-82.084237,29.547462,20000-006-000,WaldoRural_C,True,0.71,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.737691057458216,340336.8214205723,358820.8214205723,39820.82142057229,87670.82142057232,39820.82142057229,87670.82142057232,1.1248301611930165
3979,1278,7.98,2496,4.0,SUWANNEE,961100,2009,100,2496.0,1998,2022,0,0.0,1144.0,1395.0,12,23,0,0,2.0,23053,793882.0,9.652038919416691,-82.570565,29.848695,00068-001-000,HighSprings_B,False,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.207321997580664,544336.0083551222,567389.0083551222,-393710.9916448778,-249545.99164487782,393710.9916448778,249545.99164487782,0.5903537700084509
3982,81560,0.45,1326,3.0,GAINESVILLE,395300,2005,100,861.0,1948,2022,0,0.0,690.0,0.0,16,73,0,0,1.0,13280,322725.0,0.544287908989663,-82.313683,29.663521,10523-009-000,MidtownEast_C,True,0.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.335251944386,227578.82579832975,240858.82579832975,-154441.17420167025,-95146.17420167025,154441.17420167025,95146.17420167025,0.6093064148705534
3999,83275,0.24,1092,3.0,ST. JOHN'S,241000,2003,100,1092.0,1958,2024,0,0.0,70.0,0.0,20,65,0,0,1.0,200,204650.0,0.2902868847944869,-82.270952,29.650971,10866-005-000,Newmans_Lake,True,0.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.861242194466918,141668.08833116715,141868.08833116715,-99131.91166883285,-62981.91166883285,99131.91166883285,62981.91166883285,0.5886642669343035
4012,80272,0.3,1124,3.0,GAINESVILLE,168800,1982,100,1124.0,1935,2022,0,0.0,28.0,0.0,30,86,0,0,1.0,649,142831.0,0.36285860599310865,-82.330593,29.664198,09671-006-000,MidtownEast_A,False,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.141546635772173,187502.34589834456,188151.34589834456,19351.34589834456,44671.34589834456,19351.34589834456,44671.34589834456,1.114640674753226
4015,87668,0.16,816,3.0,GAINESVILLE,173400,2010,100,816.0,1940,2024,0,0.0,288.0,0.0,13,83,0,0,1.0,80,147310.0,0.1935245898629913,-82.331677,29.65871,13510-003-000,MidtownEast_A,True,0.87,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.170643293435042,193038.18410753916,193118.18410753916,19718.184107539157,45728.18410753916,19718.184107539157,45728.18410753916,1.1137150179212179
4050,76773,0.11,1208,3.0,GAINESVILLE,161900,2007,100,1127.0,1963,2023,0,0.0,81.0,0.0,15,59,0,0,1.0,368,137246.99999999997,0.1330481555308065,-82.328861,29.677039,08476-000-000,MidtownEast_C,True,0.85,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.172574077166534,193411.25914067338,193779.25914067338,31879.259140673385,56164.259140673414,31879.259140673385,56164.259140673414,1.196907097842331
4085,53447,0.81,2348,4.0,ST. JOHN'S,858400,2015,100,2347.5,2001,2023,0,0.0,448.5,648.0,7,21,0,0,2.5,7989,721651.0,0.9797182361813935,-82.442241,29.630961,06667-150-022,Gainesvilleish_Region,True,0.9299999999999999,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.091399744480945,484755.41535478726,492744.41535478726,-365655.58464521274,-236895.58464521274,365655.58464521274,236895.58464521274,0.5740265789314856
4135,22962,9.7,2142,3.0,SUWANNEE,724300,2000,100,1251.0,1972,2023,0,891.0,567.0,504.0,22,50,0,0,2.5,31005,584650.0,11.732428260443845,-82.521632,29.621767,04436-005-000,Jonesville,False,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.881696806921898,393051.8464353202,424056.8464353202,-300243.1535646798,-191598.1535646798,300243.1535646798,191598.1535646798,0.5854712776961483
4174,42258,1.27,2964,4.0,ST. JOHN'S,534400,1992,100,1359.0,1992,2022,0,1605.0,61.0,484.0,29,29,0,1,3.5,5490,448749.99999999994,1.5361014320374935,-82.406207,29.682437,06152-010-047,Gainesvilleish_Region,True,0.71,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.351130344682439,628524.5356544988,634014.5356544988,99614.53565449885,179774.5356544989,99614.53565449885,179774.5356544989,1.1864044454612628
4198,61029,0.06,1600,3.0,ST. JOHN'S,461800,2000,100,913.0,1998,2024,0,687.0,346.0,352.0,23,25,0,0,2.5,2981,389549.0,0.07257172119862172,-82.437465,29.608828,06860-290-054,HaileLike,True,0.77,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.510295869805665,271114.32376224577,274095.32376224577,-187704.67623775423,-118434.67623775423,187704.67623775423,118434.67623775423,0.5935368639286396
4210,65658,0.53,3518,4.0,ST. JOHN'S,386300,1994,100,2108.0,1973,2024,0,1168.0,349.0,696.0,29,50,0,0,3.0,3172,325183.0,0.6410502039211586,-82.369321,29.592731,07143-051-003,HighSprings_A,True,0.71,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.044669538796274,462623.8291474855,465795.8291474855,79495.82914748549,137440.8291474855,79495.82914748549,137440.8291474855,1.2057878051967008
4234,12805,0.17,3554,3.0,ALACHUA,387200,2009,100,1632.0,2009,2023,0,1922.0,446.0,418.0,13,13,0,0,4.0,951,328169.0,0.20561987672942825,-82.496781,29.801423,03067-060-015,Alachua_Main,True,0.87,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.969129010382288,428964.3140348795,429915.3140348795,42715.3140348795,100795.3140348795,42715.3140348795,100795.3140348795,1.1103184763297507
4279,8742,0.8,1000,3.0,NEWBERRY,146000,1975,100,1000.0,1975,2023,0,0.0,120.0,300.0,30,47,0,0,1.5,1186,122914.0,0.9676229493149564,-82.61054,29.639975,01989-008-004,swNewberry_A,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.016814368191115,165514.54716115046,166700.54716115046,20700.54716115046,42600.54716115046,20700.54716115046,42600.54716115046,1.1417845695969209
4342,501988,0.58,1251,3.0,ST. JOHN'S,127100,1989,100,1053.0,1950,2022,0,0.0,198.0,0.0,30,71,0,0,1.0,0,108035.0,0.7015266382533434,-82.305438,29.630217,16053-001-000,Newmans_Lake,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.880926495552611,144484.35280033975,144484.35280033975,17384.35280033975,36449.35280033975,17384.35280033975,36449.35280033975,1.1367769693181726
4375,86173,0.14,700,3.0,GAINESVILLE,212700,1985,100,700.0,1935,2023,0,0.0,154.0,0.0,30,87,0,0,1.0,60,180735.0,0.1693340161301174,-82.315089,29.651123,12640-001-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.70382406714097,121033.67203429234,121093.67203429234,-91606.32796570766,-59701.327965707664,91606.32796570766,59701.327965707664,0.5693167467526673
4388,76087,0.24,1286,3.0,GAINESVILLE,156200,1980,100,1044.0,1964,2022,0,0.0,290.0,0.0,30,57,0,0,1.5,213,132557.0,0.2902868847944869,-82.308121,29.681667,08231-003-088,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.106085509636523,180969.81160712065,181182.81160712065,24982.811607120646,48412.811607120646,24982.811607120646,48412.811607120646,1.15994117546172
4392,93187,0.52,720,2.0,ST. JOHN'S,70500,1965,100,720.0,1954,2023,0,0.0,0.0,0.0,30,68,0,0,1.0,400,59525.0,0.6289549170547217,-82.288829,29.638228,16153-001-000,Newmans_Lake,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.344486265617297,84498.2637348249,84898.2637348249,14398.263734824897,24973.263734824897,14398.263734824897,24973.263734824897,1.204230691274112
4408,93805,5.0,1840,3.0,ST. JOHN'S,221300,1981,100,1840.0,1979,2023,0,0.0,216.0,720.0,30,43,0,0,2.0,3434,184671.0,6.047643433218478,-82.27925,29.616253,16222-000-000,Newmans_Lake,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.383968381016107,238940.1499695176,242374.1499695176,21074.149969517603,54269.1499695176,21074.149969517603,54269.1499695176,1.0952288746928043
4493,86137,0.25,1514,3.0,GAINESVILLE,511400,1992,100,1514.0,1927,2022,0,0.0,330.0,0.0,29,94,0,0,1.0,2790,431900.0,0.30238217166092385,-82.319357,29.655347,12610-000-000,Duck_Pond,False,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.471806557294173,260877.5860444323,263667.5860444323,-247732.4139555677,-171022.4139555677,247732.4139555677,171022.4139555677,0.5155799492460545
4633,48666,0.22,510,2.0,GAINESVILLE,216300,1994,100,510.0,1954,2024,0,0.0,0.0,0.0,29,69,0,0,1.0,0,183855.0,0.266096311061613,-82.359701,29.654375,06447-019-000,EastMidtownEastA,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.701252096138724,120722.77691751921,120722.77691751921,-95577.22308248079,-63132.22308248079,95577.22308248079,63132.22308248079,0.5581265691979621
4634,27423,5.43,760,3.0,SUWANNEE,184800,2008,100,760.0,1979,2022,0,0.0,0.0,0.0,13,42,0,0,1.0,1375,155705.0,6.567740768475266,-82.43047,29.80141,05746-005-000,HighSprings_B,False,0.87,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.206551772994535,200095.8484528518,201470.8484528518,16670.848452851787,44390.84845285179,16670.848452851787,44390.84845285179,1.0902102189007132
4644,85546,0.41,1871,2.0,GAINESVILLE,213300,1982,100,1719.0,1905,2022,0,0.0,388.0,0.0,30,116,0,0,2.0,2169,179136.0,0.4959067615239151,-82.314889,29.647911,12174-000-000,MidtownEast_A,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.364326077038966,234292.60854743468,236461.60854743468,23161.608547434676,55156.60854743468,23161.608547434676,55156.60854743468,1.1085870067859103
4678,45732,0.28,1152,3.0,ST. JOHN'S,139800,1975,100,1152.0,1968,2022,0,0.0,0.0,0.0,30,53,0,0,2.0,1180,117650.0,0.3386680322602348,-82.402553,29.67329,06353-005-000,Gainesvilleish_Region,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.066277895974718,173907.3379752787,175087.3379752787,35287.3379752787,56257.3379752787,35287.3379752787,56257.3379752787,1.252413004115012
4811,85636,0.13,1152,3.0,GAINESVILLE,418600,1999,100,1152.0,1922,2023,0,0.0,300.0,0.0,23,100,0,0,2.0,3500,352309.99999999994,0.15723872926368043,-82.322151,29.658445,12247-000-000,Duck_Pond,True,0.77,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.425542585782596,249083.2820980231,252583.2820980231,-166016.7179019769,-103226.71790197684,166016.7179019769,103226.71790197684,0.603400100568617
4817,79549,0.23,917,3.0,GAINESVILLE,344100,1989,100,917.0,1948,2023,0,0.0,0.0,0.0,30,74,0,0,1.0,1014,291471.0,0.27819159792805,-82.349089,29.660061,09214-007-000,EastMidtownEastA,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.183880086851207,195610.37690773635,196624.37690773635,-147475.62309226365,-95860.62309226365,147475.62309226365,95860.62309226365,0.5714163815976063
4848,4423,3.17,1214,3.0,SUWANNEE,241000,2006,100,1214.0,1996,2022,0,0.0,36.0,294.0,15,25,0,0,2.0,2227,202623.0,3.8342059366605143,-82.625571,29.824978,01440-005-001,HighSprings_B,False,0.85,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.543569937478686,280287.1626452992,282514.1626452992,41514.16264529922,77664.16264529922,41514.16264529922,77664.16264529922,1.1722579362875487
4897,1717,0.36,1856,3.0,HIGH SPRINGS,235800,2002,100,1856.0,2002,2022,0,0.0,301.0,400.0,19,19,0,0,1.0,640,199789.99999999997,0.43543032719173036,-82.603691,29.837177,00206-010-013,High_Springs_Main,True,0.81,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.472507238161228,261060.442031982,261700.442031982,25900.442031982006,61270.442031982035,25900.442031982006,61270.442031982035,1.1098407210855894
4909,99198,0.13,672,3.0,ST. JOHN'S,88900,1973,100,672.0,1948,2022,0,0.0,208.0,0.0,30,73,0,0,1.0,232,75333.0,0.15723872926368043,-82.164013,29.485513,18354-039-004,WaldoRural_C,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.488124318988907,97550.38756083764,97782.38756083764,8882.38756083764,22217.38756083764,8882.38756083764,22217.38756083764,1.099914370763078
4972,106396,0.14,1379,3.0,HIGH SPRINGS,225300,2017,100,1379.0,2017,2023,0,0.0,166.0,483.0,5,5,0,0,2.0,1239,190266.0,0.1693340161301174,-82.547931,29.806978,03034-020-111,High_Springs_Main,True,0.95,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.43170101201238,250621.97621994943,251860.97621994943,26560.97621994943,60355.97621994943,26560.97621994943,60355.97621994943,1.1178915944072323
4980,20918,0.58,1646,3.0,SUWANNEE,274800,2005,100,1646.0,1974,2023,0,0.0,48.0,338.0,17,48,0,0,2.0,1810,231769.99999999997,0.7015266382533434,-82.471872,29.647557,04330-010-007,Tioga_A,True,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.729088191380152,337421.5073328019,339231.5073328019,64431.50733280188,105651.5073328019,64431.50733280188,105651.5073328019,1.2344669116914189
5069,62336,0.06,1259,3.0,ST. JOHN'S,164300,1985,100,954.0,1983,2022,0,305.0,80.0,0.0,30,38,0,0,2.0,1151,138504.0,0.07257172119862172,-82.414461,29.614686,06877-123-002,HighSprings_F,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.126697955639864,184738.75217663965,185889.75217663965,21589.752176639653,46234.75217663965,21589.752176639653,46234.75217663965,1.131404456339864
5075,65537,0.54,1512,3.0,ST. JOHN'S,439600,1995,100,756.0,1976,2023,0,756.0,473.0,552.0,27,46,0,0,2.0,1012,372648.0,0.6531454907875957,-82.345398,29.599647,07136-033-000,HighSprings_A,True,0.73,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.442896807641475,253443.65463958358,254455.65463958358,-185144.34536041642,-119204.34536041642,185144.34536041642,119204.34536041642,0.5788345191983247
5087,89480,0.26,1396,3.0,GAINESVILLE,485000,1994,100,868.0,1921,2024,0,528.0,0.0,0.0,29,102,0,0,3.0,2780,409470.0,0.31447745852736086,-82.34978,29.654392,15077-000-000,EastMidtownEastA,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.52434987460829,274951.46622216655,277731.46622216655,-207268.53377783345,-134518.53377783345,207268.53377783345,134518.53377783345,0.5726421983962197
