imprv_det_quality_cd,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
0.75,3,36315.394119322766,2504228620.2063766,-9.758915994856022,1.115159318786659,30.20580753329434,"{'PRB': -0.7179628979963537, 'Sig': 0.4297223922012336}",0.561244337262433,0.2122156525521451
0.9,107,47052.340678581255,5107540069.030551,0.2740334812696954,0.9786234255964755,43.587355987640606,"{'PRB': 0.1361422051834185, 'Sig': 0.3580698818841521}",0.8289886091287936,0.3195123991648217
1.0,6134,30675.385062725145,2330468706.040742,0.719352070929839,1.0046018044847684,13.452036292669876,"{'PRB': -0.023134484317756103, 'Sig': 2.2610773049022052e-05}",1.027455514511124,0.1383395489411376
1.15,1847,45442.85312964951,10724514521.672543,0.5517177587682113,0.9995157902158908,10.69362850524187,"{'PRB': -0.004031222226880104, 'Sig': 0.7303828720248755}",1.0001906312368025,0.10526302287153082
1.4,273,88524.88317169395,13782243013.255667,0.7264924963780768,1.0018307190874571,11.93501390209286,"{'PRB': -0.037604067149863536, 'Sig': 0.17667035176563628}",0.9911405657738945,0.1157462191044464
1.7,13,123232.14187058552,17203864463.552143,0.8481481934161661,0.9901686043258726,9.514591735894616,"{'PRB': 0.15570472889383208, 'Sig': 0.16495536878029984}",1.013110365289933,0.10018593378275256
