prop_id,CENTROID_X,CENTROID_Y,New_Market_Cluster_ID
80006,-82.331722,29.660652,0
80027,-82.332134,29.659996,0
80112,-82.335671,29.666391,0
80190,-82.33324,29.661484,0
80750,-82.336803,29.668247,0
80986,-82.316775,29.666283,0
81214,-82.31801,29.669907,0
81492,-82.310595,29.66027,0
97243,-82.162831,29.706602,-1
98116,-82.243423,29.650707,0
98235,-82.24243,29.651484,0
98259,-82.239389,29.646755,0
16125,-82.514516,29.76743,0
16139,-82.512323,29.767407,0
16145,-82.511464,29.767396,0
16154,-82.512035,29.767789,0
16168,-82.514579,29.765188,0
16612,-82.491311,29.739373,0
16751,-82.52883,29.738346,0
17568,-82.552476,29.711175,0
18099,-82.458383,29.688333,0
18197,-82.456936,29.682329,0
33404,-82.380203,29.709776,0
33577,-82.378812,29.711789,0
33762,-82.381921,29.711304,0
34075,-82.398881,29.705486,0
34234,-82.397806,29.713477,0
34247,-82.396952,29.713487,0
34381,-82.390638,29.704891,0
34424,-82.403663,29.708764,0
34819,-82.430008,29.71417,0
34822,-82.429296,29.713186,0
34952,-82.444648,29.708896,0
35183,-82.411425,29.701028,0
35226,-82.408552,29.701907,0
35249,-82.406866,29.700558,0
48189,-82.365287,29.671711,0
48210,-82.369802,29.667975,0
48343,-82.365648,29.663298,0
48411,-82.36073,29.666138,0
48418,-82.361365,29.665043,0
48551,-82.356133,29.656864,0
48747,-82.363905,29.655159,0
48839,-82.363356,29.648611,0
48867,-82.362348,29.647842,0
48951,-82.36842,29.651646,0
48958,-82.369172,29.651137,0
49103,-82.365175,29.653835,0
49104,-82.365171,29.653494,0
49105,-82.365167,29.653133,0
49260,-82.376211,29.652198,0
49280,-82.374598,29.657689,0
49325,-82.372679,29.656555,0
49353,-82.375397,29.655722,0
49493,-82.377216,29.652167,0
49645,-82.38399,29.65914,0
63624,-82.421274,29.592217,0
63833,-82.438101,29.593149,0
63885,-82.431715,29.595654,0
63976,-82.434435,29.600608,0
64010,-82.431881,29.593967,0
64011,-82.432182,29.594076,0
77828,-82.354578,29.685444,0
77835,-82.354894,29.68524,0
77925,-82.351814,29.684567,0
78484,-82.351726,29.677758,0
78684,-82.348272,29.670571,0
78734,-82.352498,29.671588,0
79082,-82.347279,29.667952,0
79088,-82.349493,29.66709,0
79481,-82.345589,29.661724,0
79582,-82.345311,29.66428,0
79584,-82.346519,29.664775,0
94935,-82.284404,29.506725,3
94986,-82.284912,29.504825,3
96603,-82.172204,29.783037,1
13796,-82.493352,29.797233,0
13986,-82.488612,29.794446,0
14170,-82.492577,29.790324,0
14542,-82.502527,29.794804,0
14621,-82.496516,29.790315,0
14912,-82.503924,29.793022,0
15013,-82.50959,29.784619,0
15546,-82.490102,29.781223,0
15584,-82.490496,29.780509,0
15649,-82.490806,29.784397,0
16028,-82.513938,29.765979,0
31629,-82.359357,29.704399,0
31784,-82.36882,29.716856,0
31786,-82.369545,29.716858,0
31829,-82.372001,29.715092,0
31948,-82.369191,29.705223,0
31977,-82.368877,29.704048,0
32106,-82.371458,29.710214,0
32107,-82.36813,29.714627,0
32164,-82.372003,29.713955,0
32218,-82.36608,29.716031,0
32224,-82.367498,29.716328,0
32242,-82.365198,29.715834,0
32370,-82.367497,29.705644,0
32453,-82.363408,29.709419,0
32712,-82.363044,29.713201,0
32998,-82.376642,29.715736,0
33079,-82.373817,29.705024,0
33233,-82.377798,29.709583,0
46378,-82.389338,29.667489,0
46537,-82.391736,29.673512,0
46689,-82.38471,29.66377,0
46746,-82.387458,29.661011,0
46866,-82.383909,29.669562,0
46870,-82.383902,29.670524,0
46880,-82.384555,29.670332,0
46889,-82.385901,29.670373,0
46892,-82.386704,29.670379,0
47119,-82.385498,29.661516,0
47147,-82.385016,29.670821,0
47250,-82.381953,29.66602,0
47319,-82.382583,29.669464,0
47445,-82.378746,29.659817,0
47615,-82.376711,29.67239,0
47635,-82.377315,29.671292,0
47638,-82.377308,29.672119,0
47659,-82.377703,29.669724,0
47802,-82.381164,29.67849,0
47824,-82.374075,29.670864,0
47858,-82.375405,29.669846,0
47969,-82.356461,29.671693,0
60599,-82.450143,29.60803,0
60793,-82.436027,29.607021,0
60915,-82.44478,29.611182,0
60929,-82.446148,29.611529,0
60962,-82.439882,29.611963,0
61110,-82.453751,29.606332,0
61189,-82.454533,29.605165,0
61279,-82.44284,29.619715,0
61391,-82.444721,29.619768,0
61401,-82.441026,29.621089,0
61443,-82.441625,29.623589,0
61651,-82.446855,29.627779,0
61661,-82.446244,29.626157,0
61684,-82.446905,29.62426,0
61745,-82.443854,29.624574,0
61763,-82.445084,29.627161,0
61764,-82.445312,29.627101,0
61884,-82.440895,29.627574,0
61916,-82.43877,29.627272,0
61929,-82.433257,29.628394,0
61953,-82.436226,29.630186,0
76024,-82.308989,29.682757,0
76028,-82.307825,29.682751,0
76141,-82.311515,29.68738,0
76191,-82.311013,29.686185,0
76686,-82.328213,29.682715,0
76688,-82.328215,29.682168,0
76707,-82.328789,29.680909,0
76850,-82.332283,29.682361,0
76855,-82.331654,29.682086,0
76937,-82.33864,29.685134,0
77156,-82.334507,29.672439,0
77170,-82.332058,29.679848,0
77224,-82.33522,29.681326,0
77332,-82.350995,29.681789,0
77345,-82.349109,29.682486,0
77414,-82.348128,29.683899,0
77462,-82.347931,29.684604,0
77601,-82.344511,29.684443,0
77810,-82.353433,29.686766,0
93299,-82.264964,29.634066,0
93391,-82.272169,29.630748,0
93952,-82.293781,29.616375,0
94036,-82.306786,29.615184,0
12344,-82.552148,29.808632,0
12387,-82.550513,29.806168,0
12406,-82.551393,29.807985,0
12413,-82.551119,29.806687,0
12494,-82.527946,29.810727,0
12506,-82.52715,29.810075,0
12817,-82.49732,29.801057,0
13393,-82.475675,29.790834,0
13720,-82.491379,29.798183,0
29648,-82.410667,29.761803,0
29660,-82.411271,29.761275,0
29703,-82.411824,29.757397,0
29838,-82.409322,29.753286,0
29961,-82.402121,29.746964,0
30194,-82.384139,29.733325,0
30315,-82.382047,29.73382,0
30328,-82.383555,29.733191,0
30342,-82.381858,29.732615,0
30370,-82.382003,29.733183,0
30420,-82.382818,29.735036,0
30421,-82.382652,29.735008,0
30475,-82.386629,29.735889,0
30526,-82.38775,29.733829,0
30938,-82.393546,29.726108,0
30971,-82.393927,29.726768,0
30977,-82.393188,29.726961,0
31056,-82.393155,29.728038,0
31283,-82.395893,29.718518,0
31327,-82.396958,29.728849,0
31339,-82.397415,29.729205,0
31342,-82.39742,29.72878,0
31482,-82.396603,29.728418,0
31571,-82.391875,29.727514,0
44394,-82.447326,29.666429,0
44461,-82.451309,29.662628,0
44540,-82.455243,29.662788,0
44645,-82.447809,29.672389,0
44790,-82.448099,29.668615,0
45064,-82.437525,29.665133,0
45078,-82.438354,29.663898,0
45828,-82.403869,29.66985,0
45933,-82.400399,29.673275,0
45943,-82.400953,29.673001,0
46054,-82.399863,29.661105,0
46234,-82.392141,29.661875,0
46259,-82.390756,29.662681,0
46301,-82.396334,29.662453,0
46305,-82.396284,29.662958,0
58856,-82.451161,29.620144,0
58861,-82.449454,29.619534,0
58981,-82.426615,29.601649,0
59191,-82.424023,29.606699,0
59199,-82.430829,29.606505,0
59311,-82.427947,29.61185,0
59363,-82.432387,29.607032,0
59468,-82.437693,29.602718,0
59514,-82.434266,29.605658,0
59571,-82.432647,29.611078,0
59593,-82.433012,29.610051,0
59774,-82.441737,29.602493,0
59964,-82.424524,29.609153,0
60003,-82.429446,29.609448,0
60025,-82.42663,29.609188,0
60052,-82.446867,29.602463,0
60090,-82.450644,29.60217,0
60104,-82.449346,29.60307,0
60114,-82.451006,29.601887,0
60178,-82.448312,29.605154,0
60348,-82.44456,29.606799,0
73850,-82.344788,29.692409,0
73941,-82.345401,29.69193,0
74093,-82.348439,29.690189,0
74107,-82.348671,29.688835,0
74175,-82.340158,29.689317,0
74176,-82.340874,29.689312,0
74185,-82.340876,29.68878,0
74533,-82.335291,29.691273,0
74585,-82.333925,29.690027,0
74691,-82.337609,29.692549,0
74696,-82.336035,29.692532,0
74881,-82.304057,29.697223,0
74885,-82.304057,29.696519,0
75131,-82.30361,29.67882,0
75134,-82.303613,29.67816,0
75168,-82.302363,29.679518,0
75231,-82.299668,29.68064,0
90814,-82.333107,29.631134,0
90992,-82.332235,29.633859,0
91037,-82.336388,29.632888,0
91961,-82.309757,29.631031,0
91964,-82.309755,29.630756,0
8652,-82.622799,29.641861,0
9250,-82.615074,29.651682,0
9749,-82.607427,29.632557,0
9855,-82.612655,29.636067,0
9893,-82.611952,29.635261,0
9922,-82.612291,29.634428,0
10001,-82.611366,29.632491,0
10490,-82.605958,29.597577,0
11072,-82.469084,29.903538,-1
27312,-82.428025,29.823649,0
27512,-82.399005,29.801523,0
28420,-82.415099,29.751772,0
28480,-82.417395,29.756897,0
28510,-82.425005,29.760353,0
28581,-82.409443,29.762165,0
28600,-82.411804,29.7623,0
28624,-82.410656,29.763011,0
28739,-82.42417,29.76137,0
29013,-82.424081,29.755955,0
29444,-82.425602,29.766774,0
29592,-82.424386,29.772761,0
42593,-82.39293,29.674402,0
42866,-82.408896,29.675277,0
42893,-82.414272,29.67585,0
42950,-82.416661,29.674827,0
42972,-82.416517,29.676352,0
42991,-82.431864,29.686193,0
43687,-82.442362,29.677797,0
43738,-82.442016,29.675597,0
43852,-82.453427,29.685839,0
44200,-82.441707,29.663008,0
44225,-82.439243,29.661951,0
44233,-82.441931,29.66074,0
44311,-82.440157,29.668565,0
44336,-82.44694,29.663095,0
58019,-82.420168,29.621887,0
58023,-82.420519,29.622081,0
58045,-82.422054,29.622461,0
58088,-82.421145,29.620764,0
58149,-82.423485,29.618269,0
58199,-82.431185,29.619797,0
58256,-82.431252,29.617305,0
58314,-82.428188,29.623665,0
58529,-82.453976,29.616483,0
72057,-82.353563,29.721876,0
72146,-82.352674,29.724802,0
72193,-82.351476,29.724141,0
72475,-82.262924,29.725133,4
73116,-82.352936,29.699225,0
73438,-82.350108,29.696352,0
73535,-82.35087,29.692398,0
73620,-82.347521,29.69561,0
73672,-82.350033,29.690812,0
73707,-82.35467,29.692682,0
88298,-82.324315,29.658298,0
88377,-82.327808,29.654877,0
88655,-82.329285,29.654551,0
89082,-82.351764,29.655088,0
89301,-82.345203,29.654741,0
89569,-82.352405,29.653315,0
89579,-82.352409,29.652663,0
89795,-82.342065,29.659121,0
89901,-82.351683,29.658315,0
89919,-82.352822,29.658714,0
89934,-82.351058,29.658721,0
89940,-82.350787,29.658384,0
500686,-82.394972,29.676407,0
1302,-82.56162,29.85113,0
16065,-82.515667,29.768349,0
35214,-82.410265,29.698321,0
38234,-82.363416,29.698125,0
43132,-82.424067,29.68548,0
64894,-82.43789,29.58144,0
53501,-82.432749,29.633397,0
78216,-82.354564,29.674478,0
7475,-82.603495,29.680402,0
7675,-82.612163,29.66021,0
7716,-82.6137,29.660622,0
7733,-82.614048,29.661328,0
7780,-82.614363,29.65763,0
7795,-82.611575,29.657216,0
7812,-82.613249,29.658518,0
8041,-82.587949,29.661293,0
8062,-82.585591,29.663657,0
8101,-82.587682,29.663328,0
25165,-82.520342,29.528036,0
25212,-82.518143,29.522919,0
40504,-82.383851,29.687439,0
40536,-82.383355,29.685702,0
40545,-82.382775,29.685193,0
40801,-82.374859,29.679389,0
40880,-82.385362,29.680658,0
41269,-82.375627,29.684659,0
41440,-82.399613,29.687951,0
41579,-82.397647,29.686545,0
41969,-82.404819,29.68751,0
42006,-82.391666,29.683063,0
42033,-82.391872,29.682353,0
42116,-82.394048,29.679727,0
42120,-82.393243,29.679713,0
42314,-82.396456,29.679217,0
42524,-82.397592,29.675689,0
69347,-82.429526,29.559676,0
69377,-82.42335,29.558954,0
69464,-82.429001,29.563589,0
69668,-82.432494,29.568785,0
69682,-82.432624,29.567909,0
69732,-82.439996,29.566552,0
69884,-82.453549,29.569612,0
69912,-82.448687,29.568908,0
69918,-82.450914,29.567671,0
70014,-82.444263,29.562206,0
70019,-82.445999,29.560446,0
71293,-82.314556,29.822507,-1
85704,-82.319894,29.658458,0
85872,-82.313478,29.65805,0
85945,-82.316834,29.657846,0
85992,-82.309281,29.656748,0
87215,-82.330211,29.64547,0
88018,-82.333382,29.657737,0
106422,-82.479113,29.647082,0
106462,-82.488452,29.66389,0
106463,-82.488452,29.663756,0
106495,-82.469516,29.629581,0
106500,-82.468985,29.629301,0
107195,-82.442982,29.593267,0
107259,-82.521375,29.808569,0
107551,-82.467711,29.622359,0
107710,-82.487726,29.643454,0
107933,-82.484738,29.661945,0
4184,-82.593821,29.817875,0
4302,-82.597648,29.815543,0
4356,-82.597172,29.818144,0
4449,-82.610129,29.821324,0
4467,-82.61117,29.82132,0
4495,-82.610448,29.819543,0
4703,-82.616108,29.816283,0
4834,-82.60645,29.807822,0
4904,-82.611726,29.816014,0
5148,-82.598015,29.81145,0
5259,-82.568232,29.808994,0
5330,-82.566489,29.805227,0
5909,-82.606725,29.780825,0
6039,-82.572877,29.78077,0
6307,-82.594874,29.755815,0
22319,-82.531562,29.625759,0
22488,-82.47395,29.644834,0
22491,-82.475747,29.64492,0
22623,-82.457044,29.637674,0
22627,-82.456379,29.636245,0
22653,-82.462799,29.63269,0
22667,-82.45906,29.641149,0
22674,-82.458952,29.63848,0
22927,-82.478059,29.626942,0
22928,-82.478547,29.626945,0
23072,-82.524901,29.619968,0
23258,-82.524347,29.59978,0
23293,-82.520089,29.596729,0
23992,-82.456685,29.570636,0
38739,-82.365781,29.693711,0
38750,-82.366272,29.694187,0
38822,-82.365544,29.69216,0
38934,-82.365378,29.70088,0
38940,-82.364752,29.699487,0
39007,-82.369733,29.702161,0
39076,-82.365095,29.699068,0
39112,-82.364648,29.698366,0
39142,-82.365549,29.697167,0
39195,-82.369963,29.695422,0
39202,-82.368991,29.695109,0
39243,-82.368335,29.698989,0
39309,-82.369214,29.698585,0
39349,-82.360728,29.67818,0
39544,-82.359705,29.686951,0
39587,-82.359693,29.685262,0
39636,-82.358798,29.684807,0
39670,-82.361544,29.687356,0
39702,-82.360588,29.687945,0
39710,-82.360073,29.68765,0
39771,-82.364923,29.685168,0
39813,-82.367074,29.681707,0
39957,-82.372056,29.681593,0
39998,-82.3703,29.675767,0
40061,-82.36893,29.674766,0
40064,-82.368941,29.675694,0
40290,-82.37614,29.687351,0
40347,-82.380882,29.683888,0
40359,-82.384263,29.683347,0
40365,-82.382036,29.683361,0
53709,-82.424817,29.643068,0
53885,-82.427179,29.64324,0
53935,-82.429063,29.64263,0
53970,-82.424859,29.632289,0
54002,-82.422851,29.631883,0
54048,-82.432262,29.644817,0
54107,-82.434406,29.644101,0
54280,-82.431916,29.639989,0
54473,-82.419571,29.631589,0
54491,-82.420528,29.632079,0
54598,-82.412362,29.635837,0
54681,-82.421695,29.636107,0
54728,-82.419035,29.633453,0
54765,-82.421204,29.6333,0
67842,-82.364842,29.614161,0
69236,-82.421341,29.57219,0
83651,-82.269327,29.645813,0
84149,-82.296542,29.654886,0
84402,-82.295546,29.651545,0
84860,-82.302151,29.65258,0
103020,-82.094796,29.595934,2
103465,-82.133894,29.587816,2
103489,-82.133406,29.600335,2
103877,-82.066709,29.564197,2
104976,-82.497245,29.804846,0
105484,-82.590115,29.66388,0
105541,-82.608093,29.641885,0
105555,-82.607725,29.641913,0
105620,-82.488324,29.680446,0
105647,-82.487974,29.679506,0
105648,-82.487603,29.679234,0
105745,-82.464573,29.623789,0
105771,-82.467954,29.627697,0
105820,-82.465187,29.622707,0
105908,-82.396862,29.596043,0
105925,-82.39521,29.595652,0
106286,-82.607987,29.659959,0
2927,-82.591904,29.82844,0
3397,-82.603081,29.832167,0
3517,-82.608755,29.831954,0
3850,-82.600265,29.822669,0
3929,-82.601344,29.821802,0
4203,-82.59555,29.817302,0
4285,-82.599414,29.816138,0
4321,-82.59503,29.815861,0
4351,-82.592636,29.815875,0
4759,-82.612282,29.813257,0
21124,-82.478996,29.650833,0
21127,-82.47847,29.651216,0
21203,-82.483863,29.650297,0
21212,-82.481983,29.649721,0
21320,-82.482732,29.647165,0
21366,-82.487097,29.646477,0
21371,-82.487663,29.646775,0
21650,-82.474463,29.656504,0
21653,-82.474466,29.656228,0
21705,-82.474526,29.650855,0
21708,-82.474529,29.65058,0
22145,-82.529298,29.65325,0
22520,-82.474803,29.642162,0
22584,-82.462505,29.642578,0
22613,-82.458944,29.635688,0
22721,-82.464632,29.643841,0
22793,-82.457976,29.629014,0
22807,-82.461775,29.62782,0
22821,-82.457731,29.630147,0
22918,-82.476194,29.628261,0
23118,-82.539448,29.615397,0
1270,-82.573637,29.851039,0
1641,-82.616605,29.839257,0
1817,-82.606959,29.841602,0
2391,-82.588719,29.833662,0
19383,-82.521789,29.656105,0
19967,-82.474367,29.659614,0
20281,-82.462501,29.670277,0
20296,-82.46017,29.670546,0
20493,-82.46811,29.666676,0
20550,-82.470858,29.664675,0
20634,-82.464954,29.667742,0
20875,-82.470202,29.650191,0
20907,-82.461005,29.649435,0
20960,-82.483866,29.65506,0
17511,-82.526096,29.702268,0
17835,-82.497594,29.69194,0
18076,-82.456067,29.688354,0
18109,-82.458123,29.686191,0
18215,-82.457185,29.684345,0
18331,-82.46136,29.686057,0
18391,-82.463724,29.684323,0
18478,-82.460043,29.681944,0
18546,-82.488115,29.683164,0
18593,-82.494282,29.675081,0
18692,-82.489301,29.678205,0
18776,-82.497345,29.680935,0
18813,-82.498381,29.672424,0
18836,-82.497138,29.673534,0
18855,-82.498303,29.67571,0
18868,-82.498798,29.674116,0
15467,-82.496294,29.781536,0
15597,-82.492302,29.780767,0
15894,-82.479984,29.76574,0
15977,-82.516174,29.763828,0
16000,-82.512696,29.764564,0
16033,-82.515513,29.765994,0
16074,-82.516903,29.767156,0
16153,-82.511893,29.767788,0
16167,-82.513741,29.768049,0
16218,-82.528232,29.770991,0
16750,-82.531107,29.739274,0
16946,-82.544483,29.726229,0
12366,-82.549896,29.806365,0
12395,-82.551655,29.80713,0
12562,-82.52717,29.807633,0
13382,-82.474321,29.792377,0
13739,-82.490643,29.796263,0
13771,-82.49357,29.797641,0
14017,-82.488624,29.792983,0
14159,-82.49307,29.791529,0
14235,-82.492407,29.786959,0
14795,-82.499575,29.790613,0
9791,-82.612085,29.637753,0
9874,-82.609432,29.635803,0
10020,-82.609062,29.632513,0
10032,-82.610724,29.633881,0
10552,-82.572147,29.600949,0
10641,-82.651179,29.591469,0
11213,-82.53391,29.90984,0
11603,-82.556474,29.865727,0
11802,-82.501759,29.85392,0
12001,-82.466672,29.841413,0
12247,-82.533435,29.817791,0
12252,-82.535623,29.816906,0
12279,-82.52693,29.814997,0
28474,-82.416528,29.756289,0
28585,-82.409974,29.762142,0
28642,-82.409096,29.762704,0
28671,-82.42588,29.761187,0
28675,-82.425878,29.760747,0
28797,-82.420454,29.754315,0
29322,-82.419494,29.765257,0
29354,-82.422982,29.76599,0
29383,-82.422046,29.764477,0
29541,-82.425507,29.765562,0
29577,-82.423553,29.771334,0
29666,-82.409337,29.760931,0
29777,-82.409786,29.756994,0
30147,-82.384582,29.736011,0
30323,-82.382321,29.733722,0
30333,-82.383271,29.732623,0
30365,-82.381578,29.733171,0
7446,-82.601447,29.68251,0
7460,-82.600248,29.677415,0
7697,-82.610867,29.661391,0
7711,-82.609503,29.660689,0
7776,-82.613766,29.658319,0
7794,-82.611532,29.656952,0
7808,-82.61294,29.658739,0
7948,-82.592739,29.657767,0
8090,-82.585982,29.661192,0
8349,-82.600232,29.64074,0
8725,-82.613829,29.641166,0
8748,-82.610041,29.641466,0
8841,-82.609089,29.649865,0
8948,-82.612794,29.647702,0
9073,-82.609409,29.644838,0
9503,-82.627169,29.649796,0
9513,-82.623396,29.649933,0
27565,-82.384532,29.80863,0
27871,-82.442428,29.795544,0
27927,-82.456184,29.79017,0
27964,-82.457663,29.791203,0
28344,-82.421975,29.761752,0
5116,-82.600687,29.812258,0
5266,-82.564575,29.809526,0
6056,-82.565367,29.76741,0
6117,-82.603594,29.769053,0
7339,-82.606402,29.683313,0
7425,-82.60369,29.678734,0
23520,-82.526923,29.594538,0
23896,-82.465842,29.573853,0
25024,-82.510965,29.531742,0
25115,-82.517864,29.528473,0
25161,-82.522307,29.525974,0
25170,-82.520665,29.526635,0
25305,-82.523927,29.52954,0
37783,-82.358232,29.699004,0
38020,-82.359166,29.691473,0
38057,-82.35994,29.69541,0
38089,-82.363031,29.694885,0
38092,-82.362331,29.695142,0
38117,-82.361009,29.694893,0
38146,-82.362451,29.693231,0
38167,-82.35933,29.699632,0
38223,-82.360747,29.697985,0
38336,-82.361064,29.697366,0
38348,-82.363439,29.696447,0
38418,-82.359434,29.70078,0
38441,-82.363748,29.702387,0
38728,-82.365746,29.692598,0
38733,-82.365458,29.694983,0
38848,-82.364928,29.690701,0
39040,-82.371877,29.702957,0
39071,-82.367887,29.700703,0
39238,-82.368352,29.697724,0
39303,-82.370031,29.698128,0
52559,-82.428502,29.655224,0
52670,-82.424952,29.64549,0
52675,-82.425633,29.646647,0
52703,-82.45409,29.658937,0
52749,-82.451603,29.657591,0
52750,-82.451641,29.657276,0
52894,-82.441848,29.657586,0
52917,-82.444283,29.656845,0
52944,-82.440222,29.647161,0
53240,-82.448359,29.63113,0
53486,-82.432542,29.635178,0
53491,-82.431966,29.633836,0
53583,-82.42489,29.640558,0
53621,-82.430141,29.641339,0
53689,-82.424864,29.643493,0
53940,-82.428761,29.642152,0
53977,-82.425508,29.633944,0
53989,-82.426445,29.633244,0
54061,-82.431624,29.64333,0
54074,-82.432406,29.644302,0
67119,-82.347972,29.615841,0
67767,-82.366837,29.614054,0
82238,-82.304664,29.673319,0
82580,-82.303301,29.669633,0
82604,-82.305216,29.667732,0
82637,-82.303198,29.669186,0
82748,-82.289946,29.663358,0
82779,-82.293129,29.662483,0
82873,-82.294844,29.664237,0
83003,-82.292661,29.660063,0
83326,-82.270627,29.650724,0
83346,-82.268865,29.649923,0
83373,-82.26769,29.651503,0
83513,-82.268963,29.653037,0
83540,-82.270145,29.654663,0
83803,-82.297802,29.65768,0
83883,-82.303708,29.657887,0
100983,-82.068101,29.70845,1
101518,-82.116351,29.665886,-1
102863,-82.077565,29.601567,2
103265,-82.0895,29.589998,2
36152,-82.398506,29.695317,0
36764,-82.389832,29.694975,0
36828,-82.375672,29.702467,0
37297,-82.372739,29.694102,0
37306,-82.376621,29.689719,0
52415,-82.432612,29.653656,0
52443,-82.432232,29.652006,0
