prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,actual_year_built,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_F,High_Springs_Main,Lugano,Magnolia_Heights,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,West_Outer_Gainesville,West_of_Waldo_rd,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1974,built_pre_1994_with_effective_le_1994,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
19604,5.03,6871,1.4,SUWANNEE,1804300,119203,2015,100,5264.5,2015,1606.0,1105.5,1173.0,10,1414452.0,6.583666881242329,-82.500681,29.664226,04302-010-013,swNewberry_B,True,False,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,14.128124175127844,1366993.2462462266,1486196.2462462266,-318103.7537537734,-47458.7537537734,318103.7537537734,47458.7537537734,0.8236968609689224
19682,3.52,4597,1.15,SUWANNEE,1088900,34964,2018,100,3060.0,1995,1536.5,429.0,674.0,7,890601.0,4.607257936773956,-82.487224,29.673902,04313-010-009,swNewberry_B,True,False,False,0.9299999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,13.702252241082938,892919.9740192705,927883.9740192705,-161016.0259807295,2318.9740192705067,161016.0259807295,2318.9740192705067,0.8521296482865924
19700,0.05,1444,1.0,SUWANNEE,242800,0,2003,100,1444.0,2003,0.0,102.0,264.0,22,206380.0,0.06544400478372096,-82.475122,29.661148,04314-101-006,swNewberry_B,True,False,False,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.332293783782585,226906.6058391821,226906.6058391821,-15893.394160817901,20526.6058391821,15893.394160817901,20526.6058391821,0.9345412102107994
19753,0.05,1248,1.0,SUWANNEE,282600,0,2017,100,1248.0,2017,0.0,176.0,288.0,8,240210.0,0.06544400478372096,-82.476186,29.663616,04314-102-058,swNewberry_B,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.402936973076267,243515.767518137,243515.767518137,-39084.232481863,3305.7675181369996,39084.232481863,3305.7675181369996,0.8616976911469816
19754,0.05,1360,1.0,SUWANNEE,300600,0,2017,100,1248.0,2017,0.0,176.0,288.0,8,255510.0,0.06544400478372096,-82.476143,29.663548,04314-102-059,swNewberry_B,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.456895718981713,257016.53979402382,257016.53979402382,-43583.46020597618,1506.539794023818,43583.46020597618,1506.539794023818,0.8550117757618889
19757,0.06,1844,1.0,SUWANNEE,387100,2192,2017,100,3687.0,2017,0.0,432.0,831.0,8,326843.0,0.07853280574046516,-82.476409,29.663181,04314-102-062,swNewberry_B,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.704128259622738,329103.7269770125,331295.7269770125,-55804.27302298747,2260.7269770125276,55804.27302298747,2260.7269770125276,0.85584016268926
19810,0.05,1251,1.0,SUWANNEE,267800,0,2016,100,1251.0,2016,0.0,195.0,286.0,9,227630.0,0.06544400478372096,-82.476813,29.6639,04314-102-115,swNewberry_B,True,False,False,0.91,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.396948066814991,242061.73279813334,242061.73279813334,-25738.267201866664,14431.732798133336,25738.267201866664,14431.732798133336,0.9038899656390341
19814,0.05,1184,1.0,SUWANNEE,280300,56,2015,100,3550.5,2015,0.0,532.5,819.0,10,238198.99999999997,0.06544400478372096,-82.477474,29.664111,04314-102-119,swNewberry_B,True,False,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.396708823985463,242003.82819116555,242059.82819116555,-38240.17180883445,3804.8281911655795,38240.17180883445,3804.8281911655795,0.8635741284023031
19816,0.05,1184,1.0,SUWANNEE,259900,162,2015,100,1183.5,2015,0.0,177.5,273.0,10,220753.0,0.06544400478372096,-82.477634,29.664045,04314-102-121,swNewberry_B,True,False,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.349380534590283,230817.015428035,230979.015428035,-28920.984571965004,10064.015428034996,28920.984571965004,10064.015428034996,0.8887226449712774
19818,0.06,1696,1.0,SUWANNEE,337500,274,2015,100,1696.0,2015,0.0,189.0,462.0,10,286601.0,0.07853280574046516,-82.477806,29.663989,04314-102-123,swNewberry_B,True,False,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.600978340848087,296848.84262841573,297122.84262841573,-40377.15737158427,10247.842628415732,40377.15737158427,10247.842628415732,0.8803639781582688
19846,0.05,1166,1.0,SUWANNEE,274100,807,2013,100,1166.0,2013,0.0,167.0,273.0,12,232177.99999999997,0.06544400478372096,-82.47972,29.664151,04314-102-151,swNewberry_B,True,False,False,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.318217525575765,223734.9845157553,224541.9845157553,-49558.01548424471,-8443.01548424468,49558.01548424471,8443.01548424468,0.8191973167302272
19847,0.06,1867,1.0,SUWANNEE,343000,1091,2013,100,1727.0,2013,0.0,200.0,462.0,12,290459.0,0.07853280574046516,-82.47972,29.664067,04314-102-152,swNewberry_B,True,False,False,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.642516765893207,309439.15666765097,310530.15666765097,-32469.84333234903,18980.15666765097,32469.84333234903,18980.15666765097,0.9053357337249299
19910,0.16,1880,1.0,SUWANNEE,292000,1306,2004,100,1880.0,1994,0.0,42.0,462.0,21,246894.0,0.2094208153079071,-82.474043,29.663418,04314-302-006,swNewberry_B,True,False,False,0.79,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.59048621164726,293750.54849249613,295056.54849249613,3056.5484924961347,46856.548492496135,3056.5484924961347,46856.548492496135,1.010467631823617
19960,0.29,1608,1.15,SUWANNEE,358800,1754,2006,100,3216.0,2006,0.0,454.0,1200.0,19,303226.0,0.37957522774558156,-82.473626,29.660315,04314-302-057,HighSprings_B,True,False,False,0.81,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.6834662203436,322373.5419527376,324127.5419527376,-34672.45804726239,19147.541952737607,34672.45804726239,19147.541952737607,0.9033655015405173
19977,0.14,1578,1.0,SUWANNEE,301600,904,2003,100,1578.0,2003,0.0,170.0,440.0,22,255456.0,0.1832432133944187,-82.473021,29.660401,04314-302-074,HighSprings_B,True,False,False,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.437467513192544,252071.36307077613,252975.36307077613,-48624.63692922387,-3384.636929223867,48624.63692922387,3384.636929223867,0.8387777290145098
19994,0.17,1527,1.0,SUWANNEE,303700,4683,2001,100,1527.0,1994,0.0,45.5,399.5,24,253461.99999999997,0.2225096162646513,-82.473119,29.662971,04314-302-091,swNewberry_B,True,False,False,0.76,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.429045517549017,249957.33381737903,254640.33381737903,-49059.666182620975,-3504.6661826209456,49059.666182620975,3504.6661826209456,0.8384601047658183
20083,1.33,2152,1.15,SUWANNEE,409900,15343,2000,100,1480.0,1994,672.0,216.0,556.0,25,333072.0,1.7408105272469776,-82.462123,29.66607,04321-029-009,Gainesvilleish_Region,True,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.872982327431945,389641.48552366556,404984.48552366556,-4915.514476334443,56569.48552366556,4915.514476334443,56569.48552366556,0.9880080154273373
20104,1.63,3477,1.15,SUWANNEE,702800,18866,2003,100,3197.0,1997,0.0,316.0,462.0,22,578514.0,2.133474555949303,-82.456994,29.669311,04321-030-008,Gainesvilleish_Region,True,False,False,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.230589435857823,557149.8068821618,576015.8068821618,-126784.19311783824,-21364.193117838237,126784.19311783824,21364.193117838237,0.8196013188420059
20106,0.89,1844,1.15,SUWANNEE,412200,1416,2002,100,1844.0,1997,0.0,430.0,488.0,23,348953.99999999994,1.1649032851502332,-82.457076,29.668247,04321-030-010,Gainesvilleish_Region,True,False,False,0.77,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.781866723430387,355708.45348660916,357124.45348660916,-55075.546513390844,6754.453486609214,55075.546513390844,6754.453486609214,0.866386350040294
20114,3.57,3751,1.15,SUWANNEE,774200,14942,1998,100,1409.0,1998,2054.0,312.0,576.0,27,643128.0,4.672701941557676,-82.461789,29.666961,04321-030-018,Gainesvilleish_Region,True,False,False,0.73,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.284241818344727,587858.6567715502,602800.6567715502,-171399.3432284498,-55269.34322844981,171399.3432284498,55269.34322844981,0.7786110265713643
20116,0.86,3776,1.15,SUWANNEE,815500,4925,2005,100,2432.0,2000,1344.0,731.0,640.0,20,688250.0,1.1256368822800005,-82.460852,29.668158,04321-030-020,Gainesvilleish_Region,True,False,False,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.28121404535679,586081.446062843,591006.446062843,-224493.55393715703,-102168.55393715703,224493.55393715703,102168.55393715703,0.7247166720574408
20145,0.14,2448,1.15,SUWANNEE,495000,491,2016,100,2448.0,2016,0.0,352.0,420.0,9,420258.99999999994,0.1832432133944187,-82.471926,29.665405,04321-051-002,swNewberry_B,True,False,False,0.91,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,13.021102648811954,451848.6912101705,452339.6912101705,-42660.30878982949,31589.691210170568,42660.30878982949,31589.691210170568,0.9138175580003445
20173,0.08,1484,1.15,SUWANNEE,355500,832,2017,100,1484.0,2017,0.0,210.0,400.0,8,301343.0,0.10471040765395355,-82.47165,29.667798,04321-051-030,swNewberry_B,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.659707207709381,314804.53698821587,315636.53698821587,-39863.46301178413,13461.53698821587,39863.46301178413,13461.53698821587,0.8878664894183288
20201,0.07,1416,1.15,SUWANNEE,316800,7965,2018,100,1416.0,2018,0.0,40.0,286.0,7,261315.0,0.09162160669720935,-82.470973,29.667397,04321-052-057,swNewberry_B,True,False,False,0.9299999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.584122465610964,291887.13005332835,299852.13005332835,-16947.86994667165,30572.13005332835,16947.86994667165,30572.13005332835,0.946502935774395
20206,0.07,1507,1.0,SUWANNEE,307200,223,2006,100,1507.0,2006,0.0,261.5,457.5,19,260897.0,0.09162160669720935,-82.471011,29.666763,04321-052-062,swNewberry_B,True,False,False,0.81,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.452056759709155,255775.85146667642,255998.85146667642,-51201.148533323576,-5121.148533323576,51201.148533323576,5121.148533323576,0.8333295946180873
20214,0.06,1294,1.0,SUWANNEE,271400,207,2006,100,1293.5,2006,0.0,342.5,476.0,19,230483.0,0.07853280574046516,-82.470854,29.665829,04321-052-070,swNewberry_B,True,False,False,0.81,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.351475452106754,231301.06488156618,231508.06488156618,-39891.935118433816,818.0648815661843,39891.935118433816,818.0648815661843,0.8530142405363529
20217,0.07,1507,1.0,SUWANNEE,301300,93,2007,100,3014.0,2007,0.0,523.0,915.0,18,256011.99999999997,0.09162160669720935,-82.470868,29.665499,04321-052-073,swNewberry_B,True,False,False,0.8200000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.492915543475497,266442.98066719907,266535.98066719907,-34764.01933280093,10430.980667199095,34764.01933280093,10430.980667199095,0.8846199159216697
20230,0.08,1294,1.0,SUWANNEE,277300,811,2008,100,1293.5,2008,0.0,342.5,476.0,17,234894.00000000003,0.10471040765395355,-82.470545,29.666586,04321-052-086,swNewberry_B,True,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.39579862448105,241783.65664189748,242594.65664189748,-34705.34335810252,6889.656641897454,34705.34335810252,6889.656641897454,0.8748454981676793
20239,0.07,1368,1.15,SUWANNEE,299400,441,2017,100,1368.0,2017,0.0,146.0,420.0,8,254049.0,0.09162160669720935,-82.470489,29.667642,04321-052-095,swNewberry_B,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.590541646333282,293766.8329132773,294207.8329132773,-5192.1670867226785,39717.83291327732,5192.1670867226785,39717.83291327732,0.9826580925627165
20252,0.37,2130,1.15,SUWANNEE,520200,12677,2011,100,2129.5,2011,0.0,382.5,588.0,14,429493.0,0.48428563539953506,-82.45999,29.669774,04321-053-006,Gainesvilleish_Region,True,False,False,0.86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.903511717388653,401720.4458617946,414397.4458617946,-105802.55413820542,-27772.55413820542,105802.55413820542,27772.55413820542,0.7966117759742303
20253,0.4,3057,1.15,SUWANNEE,598000,1287,2008,100,2099.0,2008,958.0,312.0,528.0,17,507013.0,0.5235520382697677,-82.459817,29.669934,04321-053-007,Gainesvilleish_Region,True,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.097777945421544,487857.1640739676,489144.1640739676,-108855.83592603239,-19155.835926032392,108855.83592603239,19155.835926032392,0.8179668295551298
20271,0.23,2683,1.15,SUWANNEE,595400,24625,2010,100,2167.5,2008,515.5,296.0,555.5,15,481465.0,0.30104242200511644,-82.460755,29.671599,04321-053-025,Gainesvilleish_Region,True,False,False,0.85,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.993613246160773,439596.8105593454,464221.8105593454,-131178.1894406546,-41868.18944065459,131178.1894406546,41868.18944065459,0.7796805686250343
20281,0.23,2336,1.15,SUWANNEE,512000,4962,2008,100,2335.5,2008,0.0,208.5,504.0,17,430237.99999999994,0.30104242200511644,-82.462501,29.670277,04321-053-035,Gainesvilleish_Region,True,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.87518671754713,390501.3547582412,395463.3547582412,-116536.64524175879,-39736.64524175873,116536.64524175879,39736.64524175873,0.7723893647621899
20287,0.26,3001,1.15,SUWANNEE,602400,4429,2008,100,2033.0,2008,968.0,288.0,576.0,17,507611.0,0.340308824875349,-82.462004,29.669585,04321-053-041,Gainesvilleish_Region,True,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.05228051704378,466158.28230930096,470587.28230930096,-131812.71769069904,-41452.717690699035,131812.71769069904,41452.717690699035,0.7811873876316417
20291,0.29,2092,1.15,SUWANNEE,480200,8446,2012,100,4184.0,2012,0.0,608.0,988.0,13,399724.0,0.37957522774558156,-82.460951,29.669676,04321-053-045,Gainesvilleish_Region,True,False,False,0.87,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.904568539814779,402145.21745255135,410591.21745255135,-69608.78254744865,2421.2174525513547,69608.78254744865,2421.2174525513547,0.8550421021502527
20293,0.23,2028,1.15,SUWANNEE,453900,1459,2010,100,2028.0,2010,0.0,446.0,483.0,15,384356.0,0.30104242200511644,-82.46062,29.670013,04321-053-047,Gainesvilleish_Region,True,False,False,0.85,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.824860468867106,371335.2115665355,372794.2115665355,-81105.78843346448,-13020.788433464477,81105.78843346448,13020.788433464477,0.8213135306599152
20296,0.24,1872,1.0,SUWANNEE,471000,432,2014,100,1872.0,2014,0.0,462.0,431.0,11,399918.0,0.31413122296186063,-82.46017,29.670546,04321-053-050,Gainesvilleish_Region,True,False,False,0.89,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.716978771216436,333360.16838687926,333792.16838687926,-137207.83161312074,-66557.83161312074,137207.83161312074,66557.83161312074,0.7086882555984698
20298,0.27,2463,1.15,SUWANNEE,619100,28995,2013,100,2155.0,2013,308.0,345.0,528.0,12,497239.99999999994,0.3533976258320932,-82.45978,29.670868,04321-053-052,Gainesvilleish_Region,True,False,False,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.986104972348986,436308.55733934586,465303.55733934586,-153796.44266065414,-60931.44266065408,153796.44266065414,60931.44266065408,0.7515806127270972
20300,0.25,2443,1.15,SUWANNEE,618300,48677,2017,100,4885.0,2017,0.0,681.0,966.0,8,476878.0,0.32722002391860483,-82.459211,29.6711,04321-053-054,Gainesvilleish_Region,True,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,13.042587948315784,461661.8373725056,510338.8373725056,-107961.16262749443,-15216.162627494428,107961.16262749443,15216.162627494428,0.8253903240700398
20317,0.26,2472,1.15,SUWANNEE,448100,4230,2007,100,2471.5,2007,0.0,239.5,528.0,18,376655.0,0.340308824875349,-82.461334,29.670614,04321-053-071,Gainesvilleish_Region,True,False,False,0.8200000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.913635249148047,405807.93053526076,410037.93053526076,-38062.06946473924,29152.930535260763,38062.06946473924,29152.930535260763,0.9150589835645185
20343,0.31,1817,1.15,SUWANNEE,378600,3350,2000,100,1669.0,1995,0.0,183.0,462.0,25,318460.0,0.40575282965907,-82.462468,29.661192,04321-100-013,Gainesvilleish_Region,True,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.645328981351843,310310.5910037792,313660.5910037792,-64939.408996220795,-8149.4089962207945,64939.408996220795,8149.4089962207945,0.8284748837923381
20344,0.36,2005,1.15,SUWANNEE,357200,3133,1998,100,6015.0,1996,0.0,822.0,1386.0,27,300486.99999999994,0.47119683444279087,-82.462372,29.660988,04321-100-014,Gainesvilleish_Region,True,False,False,0.73,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.751562962822081,345090.8390058846,348223.8390058846,-8976.160994115402,44603.839005884656,8976.160994115402,44603.839005884656,0.9748707698932939
20345,0.26,2067,1.15,SUWANNEE,363200,3048,1996,100,2067.0,1996,0.0,488.0,462.0,29,305671.99999999994,0.340308824875349,-82.46243,29.660735,04321-100-015,Gainesvilleish_Region,True,False,False,0.71,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.686646135045926,323400.29394511465,326448.29394511465,-36751.70605488535,17728.29394511471,36751.70605488535,17728.29394511471,0.8988113820074742
20357,0.23,1940,1.15,SUWANNEE,401900,2710,2004,100,1939.5,1994,0.0,325.5,400.0,21,338905.0,0.30104242200511644,-82.463183,29.66134,04321-100-027,Gainesvilleish_Region,True,False,False,0.79,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.720394721534579,334500.8573192996,337210.8573192996,-64689.1426807004,-4404.142680700403,64689.1426807004,4404.142680700403,0.8390416952458313
20360,0.2,1864,1.15,SUWANNEE,358400,3408,2000,100,3728.0,1995,0.0,240.0,1144.0,25,301232.0,0.26177601913488385,-82.464,29.66099,04321-100-030,Gainesvilleish_Region,True,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.651136037736773,312117.82437701884,315525.82437701884,-42874.17562298116,10885.824377018842,42874.17562298116,10885.824377018842,0.8803733939090927
20368,0.3,2031,1.15,SUWANNEE,400300,932,2004,100,2030.5,1999,0.0,138.0,462.0,21,339323.0,0.39266402870232575,-82.467378,29.661178,04321-101-006,Gainesvilleish_Region,True,False,False,0.79,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.752510323499775,345417.9194040824,346349.9194040824,-53950.08059591759,6094.919404082408,53950.08059591759,6094.919404082408,0.8652258791008803
20369,0.26,2180,1.15,SUWANNEE,409500,423,2000,100,1894.0,2000,286.0,285.0,484.0,25,347651.99999999994,0.340308824875349,-82.467395,29.661451,04321-101-007,Gainesvilleish_Region,True,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.757290418865136,347073.0025759798,347496.0025759798,-62003.9974240202,-578.9974240201409,62003.9974240202,578.9974240201409,0.8485860868766295
20370,0.26,1928,1.15,SUWANNEE,355500,3332,1999,100,1928.0,1999,0.0,332.0,484.0,26,298843.0,0.340308824875349,-82.467393,29.661699,04321-101-008,Gainesvilleish_Region,True,False,False,0.74,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,12.671762107758418,318622.4402025232,321954.4402025232,-33545.5597974768,19779.440202523198,33545.5597974768,19779.440202523198,0.9056383690647629
20379,0.23,1652,1.15,SUWANNEE,326100,2645,2000,100,1652.0,2000,0.0,272.0,462.0,25,274540.0,0.30104242200511644,-82.470108,29.66211,04321-101-017,swNewberry_B,True,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,12.635749278309692,307352.1010439552,309997.1010439552,-16102.89895604481,32812.10104395519,16102.89895604481,32812.10104395519,0.9506197517447261
