Assessment_Val,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
147720.0,1,49676.03142233184,2467708097.8725004,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.506670957357052,0.0
147850.0,1,33825.76863013682,1144182623.4195483,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8138124369298761,0.0
147892.0,1,308.86703599468456,95398.84592414176,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9979158891430799,0.0
147916.0,1,161395.80562880414,26048606074.570724,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.47821000462397345,0.0
147985.0,1,3858.186153770599,14885600.39714717,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0267693848966017,0.0
147990.0,1,14393.492595344665,207172629.0922417,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9113611096466999,0.0
148061.0,1,12787.39061944824,163517358.85435286,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9205003508570877,0.0
148119.0,1,11275.046302442148,127126669.12221435,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0823934561797404,0.0
148124.0,1,3736.2800285276026,13959788.451574223,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9753965946340563,0.0
148142.0,1,11383.298367293493,129579481.71882671,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0832363734913606,0.0
148187.0,1,245.02345112944022,60036.49160338118,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0016562131779312,0.0
148236.0,1,8119.35593324728,65923940.7707578,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9480711365160163,0.0
148292.0,1,15973.218341813335,255143704.19524196,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9027595829290211,0.0
148311.0,1,12197.046261375915,148767937.5021442,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9240097518755297,0.0
148410.0,1,8893.308601534576,79090937.88212888,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9434639443976208,0.0
148435.0,1,15087.84011833687,227642919.4364955,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9077325216011524,0.0
148490.0,1,54986.33316433088,3023496834.8587937,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.588066062275058,0.0
148527.0,1,34139.142462304924,1165481048.061551,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2984507551516542,0.0
148580.0,1,37349.091831762285,1394954660.6574123,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3357797976015036,0.0
148643.0,1,13486.918295251904,181896965.10280052,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0997877278265171,0.0
148723.0,1,6625.474556140165,43896913.09406072,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9573508875766538,0.0
148816.0,1,8711.557795184519,75891239.21884015,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9446981980987023,0.0
148899.0,1,11170.150449168752,124772261.05706488,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0811024740684139,0.0
149013.99999999997,1,64652.80501256231,4179985195.9924026,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6974129649724433,0.0
149090.0,1,11105.871382273355,123340379.15959829,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9306731734941436,0.0
149159.0,1,16785.153580227896,281741380.71183735,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8988505878749571,0.0
149254.0,1,14351.169604744151,205956069.0241324,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1063815307855012,0.0
149305.0,1,10126.225411842694,102540441.09144872,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0727569662960974,0.0
149384.0,1,12098.833384607075,146381769.26848269,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0881292107726555,0.0
149440.0,1,24057.828304236624,578779102.7161288,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.191875989854541,0.0
149514.0,1,4621.206096812763,21355545.789219446,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0318939677559156,0.0
149541.0,1,10874.051374248811,118244993.28980246,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0784184802652348,0.0
149571.0,1,36387.95055344311,1324082945.4798205,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8043226720459175,0.0
149650.0,1,20635.320035634475,425816432.97305757,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1599455196984874,0.0
149673.0,1,78416.67485446547,6149174895.230957,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6562024348340192,0.0
149813.0,1,13667.46954856228,186799723.86087722,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.100388676023686,0.0
149888.0,1,12269.47766979193,150540082.2895228,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9243360352781462,0.0
149893.0,1,46063.11864872131,2121810899.646177,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7649314603373224,0.0
149932.0,1,20955.41093533959,439129247.4689501,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1624745319077552,0.0
149940.0,1,9436.611528006935,89049637.13051338,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0671628750781905,0.0
149953.0,1,33060.96771699515,1093027586.3841953,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.282833372568559,0.0
149955.0,1,25895.675822524587,670586026.3052844,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8527405385199683,0.0
150003.0,1,33024.43614767716,1090613382.8720057,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8195656517800363,0.0
150010.0,1,27496.901491375815,756079591.6264255,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8450939019252063,0.0
150126.0,1,3525.5285899206356,12429351.838347785,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.024048548793945,0.0
150181.0,1,1289.018776818004,1661569.406989383,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.991489941130084,0.0
150245.0,1,7069.482909056649,49977588.60144406,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0493763392840845,0.0
150305.0,1,32868.01338749498,1080306304.0405493,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2798778675746019,0.0
150379.0,1,79018.91650292667,6243989165.296497,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6555377759853431,0.0
150450.0,1,4255.571680192341,18109890.325255062,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9724924472081105,0.0
150472.99999999997,1,122671.81767791873,15048374852.404535,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.5508909203521175,0.0
150487.0,1,26890.717747981413,723110701.0016025,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2175689855553258,0.0
150499.0,1,2301.9475465314463,5298962.506982145,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9849349916771265,0.0
150570.0,1,17091.25939078955,292111147.563252,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8980607717436216,0.0
150607.0,1,8381.419742722792,70248196.90370339,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9472828287979356,0.0
150662.0,1,2464.7802184660977,6075141.525341785,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0166317574789836,0.0
150684.0,1,20860.624804084917,435165667.2168029,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8783953456547583,0.0
150710.0,1,2599.2547377779265,6756125.191860997,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0175494001679357,0.0
150722.0,1,3445.4932811844337,11871423.950687075,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0233947243721815,0.0
150746.0,1,12446.23142102675,154908676.58575356,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0899945932586257,0.0
150790.0,1,26057.622733368335,678999702.5145543,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8526549448015188,0.0
150801.0,1,56023.67972159863,3138652689.5482616,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7291247843487022,0.0
150820.0,1,21145.75382431617,447142904.7985819,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8770350877773075,0.0
150835.0,1,9408.41737286179,88518317.46196754,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9412867153789547,0.0
150973.0,1,3691.886010969203,13630022.317990096,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.025066934320202,0.0
151110.0,1,3361.649489146046,11300687.287875872,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9782377575415077,0.0
151117.0,1,14358.298367293493,206160732.004223,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1049900166927267,0.0
151144.0,1,25693.347575756474,660148109.6486311,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.204808401385334,0.0
151175.0,1,2966.1194031919295,8797864.313991647,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0200131017200045,0.0
151180.0,1,7716.404005507502,59542890.77621222,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0537864951175748,0.0
151202.0,1,17614.500616968784,310270631.98519367,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8956588926284245,0.0
151245.0,1,20355.24748053099,414336099.99366325,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8813798477601822,0.0
151294.0,1,31240.19971814187,975950078.4293914,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8288528956963622,0.0
151604.0,1,14760.046302442148,217858966.85023612,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1078604198696544,0.0
151668.0,1,24982.829162095717,624141752.9424602,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1972040531410078,0.0
151880.0,1,16174.789794904733,261623824.9093543,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1191906321832397,0.0
152075.0,1,673.2408569429535,453253.25145728246,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9955924804556441,0.0
152087.0,1,7839.331673688459,61455121.090095095,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9509816076461772,0.0
152089.0,1,21554.497688993913,464596370.62484396,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1651249080311277,0.0
152110.0,1,30743.72395069324,945176562.3564291,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2533135641255333,0.0
152187.0,1,3606.540467261133,13007134.141992152,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.976850513465165,0.0
152355.0,1,16909.991090457625,285947798.6793562,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.12484765017625,0.0
152390.0,1,28026.71954034237,785497008.1930088,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8446556416071216,0.0
152405.0,2,5103.869799855398,48713074.86597164,0.0,1.0009143564931753,3.022451338113031,"{'PRB': -0.6929404629287518, 'Sig': nan}",0.9675963023140168,0.02927186785894209
152456.0,1,63156.44947073926,3988737109.750041,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7070834748839018,0.0
152460.0,1,795.5936163851875,632969.2024328609,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9948087140076816,0.0
152486.0,1,9462.731502261333,89543287.48388903,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9415695855442424,0.0
152684.0,1,34895.38747309454,1217688066.8974032,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2962543383820204,0.0
152750.99999999997,1,34070.7294913966,1160814608.0759223,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2870799783770863,0.0
152797.0,1,4530.292330710014,20523548.60168997,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9712046634528795,0.0
152838.0,1,5438.741312161292,29579907.06060993,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9656377730102824,0.0
152880.0,1,15597.901160744834,243294520.62036502,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1136193377915102,0.0
152888.0,1,14819.696243591083,219623396.75230765,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1073359767621769,0.0
152923.0,1,18348.877818922687,336681317.213753,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1363477429504107,0.0
152934.0,1,7309.41737286179,53427582.33069375,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.95438553737372,0.0
153085.0,1,3112.0173245182086,9684651.82810147,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9800763332243879,0.0
153160.0,1,1551.9458909776295,2408536.048522348,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0102365662569721,0.0
153281.0,1,5072.119403191929,25726395.240236055,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0342227765486622,0.0
153420.0,1,21082.3055419421,444463606.9638026,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1593068825044686,0.0
153440.0,1,10155.622413357516,103136666.60268953,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0708773879219073,0.0
153510.0,2,5373.708199928529,41041355.99806206,0.0,1.0011729249593027,3.4227924536948557,"{'PRB': -0.6928808269649858, 'Sig': nan}",0.9777845205172953,0.033506789688534155
153588.0,1,10504.2036537198,110338294.3988204,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9359859675241695,0.0
153623.0,1,7946.3527883465285,63144522.63686265,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0545478835519964,0.0
153655.0,1,36092.22435695969,1302648659.0331144,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.307003846749482,0.0
153707.0,1,13609.024676523259,185205552.646219,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9186627538944105,0.0
153766.0,1,11025.396357399033,121559364.83774787,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9330948301846584,0.0
153795.0,1,18692.277486589155,349401237.6356478,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1383560385671256,0.0
153918.0,1,45780.75059856016,2095877125.3675663,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.4233578239872504,0.0
154017.0,1,6515.313922949601,42449315.51458092,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0441711148952304,0.0
154106.0,1,62191.089042959415,3867731556.3493066,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7124737585783808,0.0
154120.0,1,5911.119403191929,34941332.59879211,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0398837058844856,0.0
154133.0,1,21465.74197115304,460778078.37212116,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1618013539292835,0.0
154150.0,1,6039.2547377779265,36472597.78777313,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0407752639896974,0.0
154234.0,1,13396.14029364221,179456574.76694438,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0951174657267067,0.0
154245.0,1,33060.142361353835,1092973012.9529824,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2728075355745674,0.0
154371.0,1,47744.38294221388,2279526102.532764,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7637766000430343,0.0
154540.0,2,15590.867956427785,301866668.03638923,0.0,1.011396763533506,10.615244187800775,"{'PRB': -0.6905405083816678, 'Sig': nan}",1.0522055868649682,0.11296714470228603
154557.0,1,5192.022180375905,26957094.321515366,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0347606397173366,0.0
154594.0,1,15849.728208444692,251213884.2815674,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.114236991580141,0.0
154615.0,1,2087.48060940532,4357575.2946432065,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0136859277443546,0.0
154715.0,1,40652.62299623375,1652635756.4739134,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7919172973864894,0.0
154788.0,1,21748.44157835588,472994711.0871588,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1634734949241807,0.0
154882.0,1,16166.354864310852,261351029.59882712,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9054866392773243,0.0
154920.0,1,2960.9197506960772,8767045.77006212,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9812458671043243,0.0
155032.0,1,14318.898802036594,205030862.902965,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9154483448075778,0.0
155065.0,1,4484.557887104369,20111259.44279,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9718923828652813,0.0
155130.0,1,12309.602488113218,151526313.41536313,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9264833270911098,0.0
155158.0,1,8671.479140054871,75194550.47640677,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0591964304234218,0.0
155188.0,1,5570.558692034276,31031124.14139862,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0372320141511315,0.0
155300.0,1,11584.894798805995,134209787.49940221,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9305815255912012,0.0
155329.0,1,11921.962648576067,142133193.39404288,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9287181223965435,0.0
155360.0,1,640.2514909264573,409921.97163355147,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9958958303925318,0.0
155367.0,1,661.4283198076591,437487.422243583,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.004275400766916,0.0
155468.0,1,32185.470624851514,1035904519.3431797,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2610708166678768,0.0
155479.0,1,26540.65196468182,704406206.710369,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2058398635401466,0.0
155487.99999999997,1,958.5554757791397,918828.6001461728,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9938729525053203,0.0
155538.99999999997,1,21995.52725115104,483803219.0561281,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.876105636510723,0.0
155553.0,1,25558.091177207592,653216024.6224566,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8588816896244065,0.0
155589.99999999997,1,20730.64718866296,429759732.86081946,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8824264343444634,0.0
155610.0,1,6273.725999035814,39359637.91097793,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9612454806045595,0.0
155654.0,1,4589.41737286179,21062751.822325613,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9713597135651262,0.0
155660.0,1,13382.667457302741,179095788.2727498,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0940604326643995,0.0
155695.0,2,8326.18900931938,87422716.062651,0.0,1.000673140840377,2.5936229999627662,"{'PRB': -0.6929959556425669, 'Sig': nan}",0.949237113450956,0.02463620457848731
155875.0,1,15782.414190943528,249084597.69449565,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.112657026778381,0.0
155890.0,1,14750.225724905846,217569158.9356742,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9135595041424458,0.0
155942.0,1,39026.73805547184,1523086283.250414,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3338036232941817,0.0
155987.0,1,8943.396259586822,79984336.65599155,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9457747239901695,0.0
156014.99999999997,1,6286.026762969355,39514132.464766994,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0419827013240661,0.0
156060.0,1,20169.730451573356,406818026.48912555,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1484265983031665,0.0
156095.0,1,6329.814868793881,40066556.273204096,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9610292622226039,0.0
156121.0,1,87299.16428529416,7621144084.910779,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.6413642865552523,0.0
156145.0,1,301.55547577911057,90935.70497236574,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9980724697014771,0.0
156195.0,1,18185.67033491953,330718605.5303722,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8957128086502265,0.0
156196.0,1,3803.1524412115978,14463968.491093736,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9762301713278826,0.0
156230.0,1,4013.4173728617898,16107519.00878883,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9749542449938946,0.0
156305.0,1,6699.84529146523,44887926.92956881,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0447835190205716,0.0
156315.0,1,131.55547577911057,17306.843207468148,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9991591027659316,0.0
156345.0,1,32055.647557019227,1027564540.2998327,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.257911453611645,0.0
156387.0,1,39471.73805547184,1558018105.1197839,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3376097987463749,0.0
156450.0,1,66704.62049033292,4449506394.759342,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.7010833997352854,0.0
156597.0,1,4896.666707945347,23977344.848700326,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.03227854943811,0.0
156642.0,1,4941.666707945347,24420069.852415405,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0325751868878996,0.0
156730.0,1,5851.407272949582,34238967.07392726,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9640093700067072,0.0
156825.0,1,36782.80062120923,1352974421.5396302,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.810013850148661,0.0
156849.0,1,25509.94465808614,650757276.4586176,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.194229694980494,0.0
157029.0,1,2398.3626435580372,5752143.370014696,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0155102681109018,0.0
157057.0,1,14374.770543199877,206634028.1696469,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1007467474956447,0.0
157058.0,1,13289.54716193219,176612063.76921993,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9219856852455929,0.0
157070.0,1,19150.41734973123,366738484.6688869,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1388520540864173,0.0
157080.0,1,2469.557887104369,6098716.157759395,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9845216876824453,0.0
157091.0,1,5842.482510034897,34134601.880063675,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0386283621617813,0.0
157127.0,1,12088.198311099783,146124538.40847564,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9285631643507825,0.0
157145.0,1,24035.60696774407,577710402.3078672,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8673389643074594,0.0
157147.0,1,13267.169905179035,176017797.29288828,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9221474956421694,0.0
157165.0,1,22444.601399816747,503760131.9966559,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8750367395457087,0.0
157167.0,1,12721.151290500653,161827690.15580642,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9251204325088682,0.0
157201.0,1,21836.695726716862,476841280.26121444,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1613179770246622,0.0
157317.0,1,2232.557887104369,4984314.719271924,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9860071195641663,0.0
157351.0,1,5231.730096954299,27370999.807377443,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9678211203992305,0.0
157489.0,1,23010.52546426581,529484282.14162534,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1711093581608956,0.0
157515.0,1,4766.7591430570465,22721992.727917947,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.031206638559729,0.0
157557.0,1,5856.666707945347,34300544.92795539,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0386068150336232,0.0
157565.0,1,23444.269020488748,549633749.9050484,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8704802845326388,0.0
157578.99999999997,1,5764.281048836798,33226936.009979054,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0379691843364087,0.0
157604.0,1,15754.356168986851,248199738.29929405,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1110637696613124,0.0
157624.0,1,3995.0754227638827,15960627.633572016,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9752809164864138,0.0
157675.0,1,1505.4987667770765,2266526.5367672984,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9905421909188584,0.0
157747.0,1,20988.298367293493,440508668.35453475,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1534695643986286,0.0
157799.99999999997,1,36106.19038657265,1303656984.2314312,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2966970177141106,0.0
157839.0,1,12012.451922439272,144299001.18891495,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.082374931593733,0.0
157879.0,1,20648.08938082945,426343595.0787219,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.1504623797048898,0.0
157886.0,1,27733.208757647808,769130867.9952731,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8505908470181153,0.0
157940.0,1,2303.4173728617898,5305731.593601509,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9856255101730507,0.0
158015.0,1,2328.669957312435,5422703.770089499,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9854770072436762,0.0
158048.0,1,4084.36816655405,16682063.319960091,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.026528136014435,0.0
158064.0,1,949.3740332327434,901311.0549766062,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9940295963216633,0.0
158094.0,1,44481.93373746288,1978642429.0240386,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.3915247314899908,0.0
158121.0,1,20807.65459099639,432958489.57821316,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8837097689100747,0.0
158125.0,1,11627.203966549394,135191872.07974195,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0793677739963712,0.0
158165.0,1,5452.766198480327,29732659.2152896,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0357061517780384,0.0
158172.0,1,9900.399165208946,98017903.63047,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0667720528372813,0.0
158180.0,1,36647.39246964501,1343031374.824194,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8118981524871826,0.0
158201.0,1,2426.24137230622,5886647.196690369,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0155753178093827,0.0
158224.99999999997,1,11572.921668510564,133932515.94548133,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.078914133370489,0.0
158232.0,1,29875.85084884506,892566463.9424361,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.2327574568606186,0.0
158270.0,1,10768.313922949601,115956584.74319023,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0730046836029017,0.0
