prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C
9751,0.35,1252,1.0,NEWBERRY,251900,1355,2009,100,152.0,374.0,15,212760.0,0.4991732014644031,-82.606765,29.632601,02530-020-038,swNewberry_A,True,False,0.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9752,0.27,1823,1.15,NEWBERRY,334800,596,2010,100,145.0,340.0,14,283984.0,0.38507646970111103,-82.606647,29.632328,02530-020-039,swNewberry_A,True,False,0.86,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9754,0.29,2349,1.0,NEWBERRY,438900,3387,2014,100,475.0,390.0,10,369678.0,0.413600652641934,-82.607132,29.632019,02530-020-041,swNewberry_A,False,False,0.9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9766,6.64,1752,1.0,NEWBERRY,488000,29757,2009,100,1320.0,0.0,15,385043.0,9.470028736353248,-82.61163,29.629894,02532-004-000,swNewberry_A,False,False,0.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9791,0.34,2636,1.0,NEWBERRY,385400,2651,2002,100,1528.0,0.0,22,324939.0,0.4849111099939917,-82.612085,29.637753,02534-003-003,swNewberry_A,True,False,0.78,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9793,0.31,1643,1.0,NEWBERRY,290300,1168,2003,100,276.0,462.0,21,245587.00000000003,0.4421248355827571,-82.611717,29.637419,02534-003-005,swNewberry_A,True,False,0.79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9794,0.38,1720,1.0,NEWBERRY,317600,1274,2000,100,395.0,440.0,24,268686.0,0.5419594758756376,-82.611322,29.637432,02534-003-006,swNewberry_A,True,False,0.76,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9798,0.28,1491,1.0,NEWBERRY,303400,718,2007,100,334.0,504.0,17,257171.99999999997,0.39933856117152255,-82.609758,29.637809,02534-004-004,swNewberry_A,True,False,0.83,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9812,0.34,1567,1.0,NEWBERRY,291300,864,1996,100,74.0,420.0,28,246741.0,0.4849111099939917,-82.609779,29.636984,02534-005-004,swNewberry_A,True,False,0.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9815,0.33,2214,1.0,NEWBERRY,364700,2084,1996,100,90.0,810.0,28,307911.0,0.47064901852358015,-82.610782,29.636955,02534-005-007,swNewberry_A,True,False,0.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9829,0.31,1368,1.0,NEWBERRY,250500,10761,1994,100,184.0,260.0,30,202164.0,0.4421248355827571,-82.613006,29.63654,02534-006-007,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9831,0.32,1408,1.0,NEWBERRY,312800,70254,2005,100,76.0,264.0,19,195626.0,0.45638692705316863,-82.612313,29.636556,02534-006-009,swNewberry_A,True,False,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9842,0.32,1848,1.0,NEWBERRY,217600,17288,1994,100,652.0,0.0,30,167671.99999999997,0.45638692705316863,-82.613517,29.636527,02534-007-008,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9846,0.41,1647,1.0,NEWBERRY,247500,1193,1994,100,896.0,570.0,30,209182.0,0.5847457502868723,-82.614604,29.636036,02534-008-004,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9853,0.32,1240,1.15,NEWBERRY,269900,9389,1999,100,112.0,216.0,25,220026.0,0.45638692705316863,-82.61196,29.636084,02534-009-003,swNewberry_A,True,False,0.75,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9855,0.32,1394,1.0,NEWBERRY,208100,5621,1994,100,48.0,0.0,30,171263.99999999997,0.45638692705316863,-82.612655,29.636067,02534-009-005,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9858,0.32,1144,1.0,NEWBERRY,216800,618,1994,100,120.0,0.0,30,183662.0,0.45638692705316863,-82.612652,29.635724,02534-009-008,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9864,0.3,1720,1.15,NEWBERRY,323200,3331,1997,100,64.0,840.0,27,271389.0,0.42786274411234554,-82.6091,29.636154,02534-010-002,swNewberry_A,True,False,0.73,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9865,0.3,1594,1.0,NEWBERRY,297000,608,1998,100,32.0,400.0,26,251842.0,0.42786274411234554,-82.609435,29.636146,02534-010-003,swNewberry_A,True,False,0.74,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9868,0.3,1580,1.0,NEWBERRY,288400,1728,1998,100,169.5,380.0,26,243411.99999999997,0.42786274411234554,-82.61044,29.636122,02534-010-006,swNewberry_A,True,False,0.74,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9869,0.3,1673,1.15,NEWBERRY,314500,608,2000,100,171.5,420.0,24,266717.0,0.42786274411234554,-82.610773,29.636113,02534-010-007,swNewberry_A,True,False,0.76,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9874,0.3,2294,1.0,NEWBERRY,402700,4548,2010,100,34.0,420.0,14,337747.0,0.42786274411234554,-82.609432,29.635803,02534-010-012,swNewberry_A,True,False,0.86,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9875,0.3,1520,1.0,NEWBERRY,292500,2203,1997,100,162.0,441.0,27,246422.0,0.42786274411234554,-82.609097,29.635811,02534-010-013,swNewberry_A,True,False,0.73,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9882,0.3,1768,1.0,NEWBERRY,333100,365,2010,100,286.5,420.0,14,282770.0,0.42786274411234554,-82.610431,29.635298,02534-011-006,swNewberry_A,True,False,0.86,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9887,0.3,1617,1.0,NEWBERRY,344000,21706,2004,100,780.0,1452.0,20,270694.0,0.42786274411234554,-82.609758,29.634972,02534-011-011,swNewberry_A,True,False,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9893,0.32,1963,1.0,NEWBERRY,294000,523,1994,100,303.0,294.0,30,249377.0,0.45638692705316863,-82.611952,29.635261,02534-012-003,swNewberry_A,True,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9897,0.31,1743,1.0,NEWBERRY,320000,1692,2004,100,1401.0,1452.0,20,270308.0,0.4421248355827571,-82.612989,29.634892,02534-012-007,swNewberry_A,True,False,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9922,0.32,1747,1.0,NEWBERRY,331700,3060,2003,100,238.0,441.0,21,278885.0,0.45638692705316863,-82.612291,29.634428,02534-015-004,swNewberry_A,True,False,0.79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9928,0.32,1639,1.0,NEWBERRY,263400,1519,2004,100,240.0,462.0,20,222371.0,0.45638692705316863,-82.61194,29.634094,02534-015-010,swNewberry_A,True,False,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9953,0.3,1770,1.0,NEWBERRY,251800,1944,2005,100,304.0,462.0,19,212086.0,0.42786274411234554,-82.61041,29.633308,02534-017-009,swNewberry_A,True,False,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9956,0.3,1776,1.0,NEWBERRY,333200,499,2005,100,220.0,484.0,19,282721.0,0.42786274411234554,-82.609406,29.633332,02534-017-012,swNewberry_A,True,False,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9967,0.32,1630,1.0,NEWBERRY,282600,1107,2004,100,100.0,440.0,20,239103.0,0.45638692705316863,-82.612279,29.633261,02534-018-009,swNewberry_A,True,False,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9977,0.32,1591,1.0,NEWBERRY,308100,3960,2005,100,206.0,484.0,19,257925.0,0.45638692705316863,-82.613832,29.633222,02534-019-007,swNewberry_A,True,False,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9984,0.3,1687,1.0,NEWBERRY,304900,393,2007,100,198.0,440.0,17,258772.0,0.42786274411234554,-82.614162,29.632398,02534-020-006,swNewberry_A,True,False,0.83,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9986,0.32,1963,1.0,NEWBERRY,348800,3064,2006,100,246.0,484.0,18,293416.0,0.45638692705316863,-82.613475,29.632409,02534-020-008,swNewberry_A,True,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10001,0.4,1681,1.0,NEWBERRY,397700,18159,2006,100,230.0,529.0,18,319886.0,0.5704836588164608,-82.611366,29.632491,02534-021-011,swNewberry_A,True,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10019,0.31,1611,1.0,NEWBERRY,300900,1156,2006,100,214.0,484.0,18,254609.0,0.4421248355827571,-82.609397,29.632505,02534-022-012,swNewberry_A,True,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10020,0.31,1663,1.0,NEWBERRY,288700,1006,2006,100,231.0,484.0,18,244389.0,0.4421248355827571,-82.609062,29.632513,02534-022-013,swNewberry_A,True,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10021,0.32,1839,1.0,NEWBERRY,319300,1808,2006,100,816.0,1104.0,18,269597.0,0.45638692705316863,-82.608723,29.632523,02534-022-014,swNewberry_A,True,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10032,0.28,1360,1.0,NEWBERRY,298000,1001,2017,100,42.0,252.0,7,252298.99999999997,0.39933856117152255,-82.610724,29.633881,02534-100-002,swNewberry_A,True,False,0.9299999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10044,8.83,1860,1.0,NEWBERRY,476100,22882,2001,100,464.0,630.0,23,381803.0,12.593426768373371,-82.620154,29.625214,02538-001-004,swNewberry_A,False,False,0.77,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10161,4.6,1664,1.0,SUWANNEE,398500,5721,2002,100,48.0,0.0,22,333004.0,6.560562076389298,-82.558882,29.624837,02559-002-000,swNewberry_C,False,False,0.78,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10172,10.86,2051,1.0,NEWBERRY,888800,51664,2015,100,978.0,483.0,9,703816.0,15.48863133686691,-82.558656,29.619976,02559-011-000,swNewberry_C,False,False,0.91,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10193,2.43,1176,1.0,SUWANNEE,268700,4091,1994,100,64.0,0.0,30,224303.99999999997,3.4656882273099994,-82.598715,29.623504,02568-001-000,swNewberry_A,False,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10206,160.0,1353,1.0,NEWBERRY,1862000,7603,1994,100,248.0,0.0,30,1575097.0,228.1934635265843,-82.614657,29.617032,02573-000-000,swNewberry_A,False,False,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10217,5.0,2064,1.0,NEWBERRY,203300,9285,2000,200,0.0,0.0,24,163520.0,7.13104573520576,-82.614612,29.611095,02574-011-000,swNewberry_A,False,False,0.76,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10281,5.03,1800,0.9,NEWBERRY,440300,43280,2002,100,0.0,0.0,22,330975.0,7.173832009616994,-82.636018,29.610624,02580-001-006,swNewberry_A,False,False,0.78,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10286,7.39,1908,1.0,NEWBERRY,411400,0,2006,100,396.0,0.0,18,349690.0,10.539685596634111,-82.636676,29.616026,02580-005-000,swNewberry_A,False,False,0.8200000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10297,5.0,1791,1.0,NEWBERRY,401600,1548,2002,100,110.0,555.0,22,339812.0,7.13104573520576,-82.624147,29.613573,02583-000-000,swNewberry_A,False,False,0.78,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10304,5.07,1772,1.0,SUWANNEE,224600,4354,2010,800,0.0,0.0,14,186556.0,7.23088037549864,-82.649255,29.620772,02585-003-000,swNewberry_A,False,False,0.86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10359,1.0,1248,1.0,NEWBERRY,242100,939,2007,100,240.0,0.0,17,204846.0,1.426209147041152,-82.640177,29.612542,02592-002-000,swNewberry_A,False,False,0.83,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10490,0.82,2565,1.0,SUWANNEE,316100,2611,2007,100,0.0,576.0,17,266074.0,1.1694915005737445,-82.605958,29.597577,02613-002-000,swNewberry_A,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10552,2.99,2485,1.15,NEWBERRY,525500,22157,2018,100,315.0,640.0,6,424518.0,4.264365349653044,-82.572147,29.600949,02631-001-025,swNewberry_C,True,False,0.94,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10632,5.0,2110,1.0,NEWBERRY,443300,21819,2004,100,10.0,0.0,20,354986.0,7.13104573520576,-82.607756,29.585585,02658-010-004,swNewberry_A,False,False,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10722,10.67,1026,1.4,NEWBERRY,523100,24199,1997,100,200.0,0.0,27,420436.0,15.217651598929091,-82.561589,29.575709,02678-006-000,swNewberry_C,False,False,0.73,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10757,9.8,2105,1.0,SUWANNEE,522800,10816,2007,100,551.5,529.0,17,433564.0,13.976849641003291,-82.642887,29.560994,02696-010-003,swNewberry_A,False,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10771,5.0,2192,1.15,NEWBERRY,510100,53384,2010,100,84.0,0.0,14,380201.0,7.13104573520576,-82.648514,29.555233,02697-005-000,swNewberry_A,False,False,0.86,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10775,12.97,1645,1.0,SUWANNEE,457900,2088,2010,100,0.0,0.0,14,387127.0,18.497932637123743,-82.655557,29.55213,02699-001-000,swNewberry_A,False,False,0.86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10799,5.0,1628,1.0,SUWANNEE,251200,7808,1994,100,354.0,0.0,30,205712.0,7.13104573520576,-82.624091,29.536961,02704-005-000,swNewberry_A,False,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11009,9.68,2300,1.15,SUWANNEE,455900,18693,2005,100,444.0,0.0,19,368822.0,13.80570454335835,-82.51868,29.923292,02750-001-010,HighSprings_C,False,False,0.81,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11174,5.84,2112,1.0,SUWANNEE,450500,44666,2012,100,367.0,0.0,12,338259.0,8.329061418720327,-82.540549,29.913746,02794-003-004,HighSprings_C,True,False,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11208,5.0,2400,1.0,SUWANNEE,413700,3220,2009,100,420.0,0.0,15,348425.0,7.13104573520576,-82.529138,29.909768,02796-010-005,HighSprings_C,True,False,0.85,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11213,5.0,1672,1.0,SUWANNEE,268300,904,2008,100,452.0,420.0,16,227151.0,7.13104573520576,-82.53391,29.90984,02796-010-010,HighSprings_C,True,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11362,5.01,3146,1.0,SUWANNEE,613600,32684,2015,100,604.0,0.0,9,488875.99999999994,7.14530782667617,-82.494784,29.889345,02823-003-032,HighSprings_C,True,False,0.91,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11368,32.76,2276,1.0,SUWANNEE,507300,13198,1994,100,968.0,0.0,30,418007.0,46.72261165706813,-82.502401,29.890392,02823-003-038,HighSprings_C,True,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11480,5.5,1756,1.0,SUWANNEE,367000,4828,2020,100,68.0,0.0,4,307122.0,7.844150308726335,-82.52541,29.881739,02852-006-000,HighSprings_C,False,False,0.96,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11560,1.11,1566,1.0,SUWANNEE,186400,4334,1994,100,84.0,0.0,30,154106.0,1.5830921532156788,-82.55266,29.878492,02863-001-034,HighSprings_B,True,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11573,5.01,2119,1.15,SUWANNEE,566100,7305,2000,100,314.0,832.0,24,473880.0,7.14530782667617,-82.554766,29.868478,02864-010-006,HighSprings_B,True,False,0.76,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11578,5.01,1847,1.15,SUWANNEE,509500,22171,2010,100,20.0,485.0,14,410904.0,7.14530782667617,-82.55071,29.869512,02864-010-011,HighSprings_B,True,False,0.86,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11582,5.36,1200,1.0,SUWANNEE,315900,15504,2008,100,50.0,0.0,16,253011.0,7.644481028140574,-82.552116,29.866119,02865-000-000,HighSprings_B,False,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11587,3.03,1508,1.0,SUWANNEE,244700,58981,1994,100,552.0,0.0,30,149013.99999999997,4.32141371553469,-82.556968,29.858629,02866-002-001,HighSprings_B,False,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11603,2.84,1696,1.15,SUWANNEE,354100,4716,2016,100,152.5,0.0,8,296269.0,4.050433977596871,-82.556474,29.865727,02866-011-000,HighSprings_B,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11608,5.69,1832,1.0,SUWANNEE,292800,1371,2008,100,442.0,0.0,16,247508.99999999997,8.115130046664156,-82.541735,29.86117,02867-010-005,HighSprings_B,False,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11617,6.74,2655,1.15,SUWANNEE,697500,67873,2016,100,629.5,690.0,8,525002.0,9.612649651057364,-82.545741,29.859064,02867-010-020,HighSprings_B,False,False,0.92,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11633,5.14,1200,1.0,SUWANNEE,421300,40107,2019,100,1696.0,0.0,5,317998.0,7.330715015791521,-82.541869,29.862002,02867-011-004,HighSprings_B,False,False,0.95,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11634,6.28,2582,1.15,SUWANNEE,580700,2382,2014,100,309.0,536.0,10,491212.99999999994,8.956593443418434,-82.541588,29.860341,02867-011-006,HighSprings_B,False,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11701,21.69,1665,1.0,SUWANNEE,615000,111292,2004,100,72.0,462.0,20,411458.0,30.934476399322584,-82.494396,29.863461,02887-001-002,HighSprings_C,False,False,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11802,1.27,1954,1.0,SUWANNEE,411400,6930,2007,100,426.0,503.0,17,342760.0,1.811285616742263,-82.501759,29.85392,02915-029-002,HighSprings_C,True,False,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11804,1.32,1947,1.0,SUWANNEE,391100,18694,2005,100,424.0,529.0,19,313741.0,1.8825960740943206,-82.501833,29.853069,02915-029-004,HighSprings_C,True,False,0.81,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11847,5.0,6483,1.15,SUWANNEE,1106700,24316,2008,100,740.5,1388.0,16,916379.0,7.13104573520576,-82.525433,29.848088,02920-003-000,HighSprings_B,False,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11958,5.01,2505,1.0,SUWANNEE,494600,18680,1994,100,0.0,0.0,30,401730.0,7.14530782667617,-82.495355,29.836205,02963-000-000,HighSprings_B,False,False,0.7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11975,1.09,2208,1.0,SUWANNEE,255000,19724,2000,100,1040.0,0.0,24,197026.0,1.5545679702748556,-82.50068,29.836981,02966-000-000,HighSprings_B,False,False,0.76,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12001,5.2,2072,1.0,SUWANNEE,318700,3223,1999,100,268.0,0.0,25,267672.0,7.41628756461399,-82.466672,29.841413,02974-010-004,HighSprings_B,True,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12007,5.63,1467,1.0,SUWANNEE,377400,1,2009,100,492.0,0.0,15,320789.0,8.029557497841685,-82.463644,29.83826,02975-001-001,HighSprings_B,False,False,0.85,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12021,2.71,1597,1.0,SUWANNEE,335000,1402,1999,100,30.0,0.0,25,283348.0,3.8650267884815213,-82.460958,29.840877,02975-006-007,HighSprings_B,False,False,0.75,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
