tax_area_description,Market_Cluster_ID,actual_year_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median
ALACHUA,Alachua_Main,1980,4.0,1.0,0.9834242259404514,,0.9834242259404514,0.9834242259404514,0.9834242259404514,0.9834242259404514,0.9834242259404514,0.9834242259404514
ALACHUA,Alachua_Main,1981,3.0,1.0,0.6443939574899996,,0.6443939574899996,0.6443939574899996,0.6443939574899996,0.6443939574899996,0.6443939574899996,0.6443939574899996
ALACHUA,Alachua_Main,1981,4.0,2.0,0.869073677982231,0.003171475394622301,0.8668311062243272,0.8679523921032791,0.869073677982231,0.8701949638611828,0.8713162497401347,0.869073677982231
ALACHUA,Alachua_Main,1983,3.0,3.0,0.8986729986698005,0.13119941706237592,0.8030387633237406,0.8238874882494935,0.8447362131752465,0.9464901163428305,1.0482440195104146,0.8447362131752465
ALACHUA,Alachua_Main,1984,3.0,7.0,0.8488654316230863,0.10606429575995895,0.6650479916781742,0.7887247810168916,0.896178213131592,0.9187413223988314,0.96589960972039,0.896178213131592
ALACHUA,Alachua_Main,1984,4.0,1.0,0.7591354151280233,,0.7591354151280233,0.7591354151280233,0.7591354151280233,0.7591354151280233,0.7591354151280233,0.7591354151280233
ALACHUA,Alachua_Main,1985,3.0,6.0,0.8519550926754397,0.12136779555563167,0.6783053829199769,0.8036232464208181,0.8254466594830494,0.9468132154318016,0.998914344685102,0.8254466594830494
ALACHUA,Alachua_Main,1986,4.0,1.0,0.579664059176794,,0.579664059176794,0.579664059176794,0.579664059176794,0.579664059176794,0.579664059176794,0.579664059176794
ALACHUA,Alachua_Main,1987,3.0,1.0,0.6388826746612104,,0.6388826746612104,0.6388826746612104,0.6388826746612104,0.6388826746612104,0.6388826746612104,0.6388826746612104
ALACHUA,Alachua_Main,1989,3.0,2.0,0.8520733255667547,0.07371491987235179,0.7999490058503917,0.8260111657085732,0.8520733255667547,0.8781354854249361,0.9041976452831176,0.8520733255667547
ALACHUA,Alachua_Main,1990,3.0,3.0,0.7473759547461789,0.1088683587776646,0.6585628189813099,0.686648361175682,0.7147339033700539,0.7917825226286136,0.8688311418871733,0.7147339033700539
ALACHUA,Alachua_Main,1990,5.0,1.0,0.8486358706522201,,0.8486358706522201,0.8486358706522201,0.8486358706522201,0.8486358706522201,0.8486358706522201,0.8486358706522201
ALACHUA,Alachua_Main,1991,3.0,5.0,0.903835316771724,0.055945762722066306,0.8401499002879447,0.8587941507775797,0.9026600984237592,0.9447400342718902,0.9728324000974464,0.9026600984237592
ALACHUA,Alachua_Main,1991,4.0,2.0,0.699241145818277,0.010961503584728844,0.6914901923015145,0.6953656690598957,0.699241145818277,0.7031166225766582,0.7069920993350394,0.699241145818277
ALACHUA,Alachua_Main,1994,3.0,4.0,0.765390212443177,0.10071832133199557,0.654761827206287,0.7147270282248188,0.7552338247410664,0.8058970089594246,0.8963313730842885,0.7552338247410664
ALACHUA,Alachua_Main,1995,3.0,5.0,0.8323185092812535,0.06762494784070779,0.7391992694568432,0.789093707608294,0.8465954945304806,0.8863184551622305,0.9003856196484197,0.8465954945304806
ALACHUA,Alachua_Main,1995,4.0,2.0,0.7981464770688029,0.02589058706646248,0.7798390673852066,0.7889927722270047,0.7981464770688029,0.8073001819106012,0.8164538867523993,0.7981464770688029
ALACHUA,Alachua_Main,1996,3.0,5.0,0.8557537376355586,0.04696265892642281,0.8136913747183191,0.813715422203681,0.8479939828880737,0.8792549593653474,0.924112949002372,0.8479939828880737
ALACHUA,Alachua_Main,1996,4.0,2.0,0.7332898087616239,0.24949526100059144,0.5568700178341981,0.645079913297911,0.7332898087616239,0.8214997042253367,0.9097095996890496,0.7332898087616239
ALACHUA,Alachua_Main,1997,3.0,8.0,0.8057714842562687,0.047124050447743614,0.7261755696582258,0.7803673105354576,0.8168428086856517,0.8210019509531405,0.8881457777019078,0.8168428086856517
ALACHUA,Alachua_Main,1997,4.0,3.0,0.8987191534533528,0.09353218414691238,0.791414336860233,0.8665890186110119,0.9417637003617908,0.9523715617499128,0.9629794231380348,0.9417637003617908
ALACHUA,Alachua_Main,1998,3.0,4.0,0.8277549007575511,0.051205116304783374,0.7607040301987334,0.8080697001705881,0.8333080176056392,0.8529932181926021,0.8836995376201924,0.8333080176056392
ALACHUA,Alachua_Main,1999,3.0,5.0,0.8225206326425225,0.0924806556117307,0.7291141197180045,0.7574357261839826,0.800395769817239,0.8656629243975726,0.9599946230958138,0.800395769817239
ALACHUA,Alachua_Main,1999,4.0,2.0,0.9421271656578865,0.08530089900560586,0.8818103215297137,0.9119687435938001,0.9421271656578865,0.9722855877219728,1.0024440097860592,0.9421271656578865
ALACHUA,Alachua_Main,2000,3.0,5.0,0.7961114530269933,0.10613334494453955,0.689057571119384,0.7350735642434731,0.7356206965658082,0.9038120921671442,0.9169933410391572,0.7356206965658082
ALACHUA,Alachua_Main,2001,3.0,4.0,0.8368246853294343,0.0941762318701965,0.7184215338108911,0.7847193428622119,0.8497372232396202,0.9018425657068427,0.929402761027606,0.8497372232396202
ALACHUA,Alachua_Main,2001,4.0,1.0,0.7037080199755904,,0.7037080199755904,0.7037080199755904,0.7037080199755904,0.7037080199755904,0.7037080199755904,0.7037080199755904
ALACHUA,Alachua_Main,2003,3.0,4.0,0.8235187649874742,0.09191725139997842,0.728222868995704,0.7604405064927535,0.8161347129545993,0.8792129714493199,0.9335827650449944,0.8161347129545993
ALACHUA,Alachua_Main,2003,4.0,1.0,0.766944888468716,,0.766944888468716,0.766944888468716,0.766944888468716,0.766944888468716,0.766944888468716,0.766944888468716
ALACHUA,Alachua_Main,2004,3.0,4.0,0.8079955826230218,0.09397807149862007,0.73418187524013,0.7555144801640337,0.7765605265947286,0.8290416290537168,0.9446794020625002,0.7765605265947286
ALACHUA,Alachua_Main,2004,4.0,3.0,0.8894434783537771,0.08172440496444776,0.8204509545521456,0.8443165825840483,0.868182210615951,0.9239397402545929,0.9796972698932348,0.868182210615951
ALACHUA,Alachua_Main,2005,3.0,6.0,0.8671800927420398,0.057939184216523915,0.7873466379748955,0.8379845652045668,0.8564129422500284,0.91250237628681,0.9398674068221364,0.8564129422500284
ALACHUA,Alachua_Main,2005,4.0,1.0,0.7201588048180995,,0.7201588048180995,0.7201588048180995,0.7201588048180995,0.7201588048180995,0.7201588048180995,0.7201588048180995
