prop_id
"54953,"
"105937,"
"33473,"
"49326,"
"60970,"
"30977,"
"18754,"
"37088,"
"72223,"
"38033,"
"85357,"
"38636,"
"98162,"
"505116,"
"81801,"
"75689,"
"39504,"
"96383,"
"61343,"
"64256,"
"30147,"
"18747,"
"8634,"
"38402,"
"105643,"
"64359,"
"78684,"
"67808,"
"66842,"
"1789,"
"19942,"
"28815,"
"33143,"
"34936,"
"55032,"
"64380,"
"13694,"
"101275,"
"54740,"
"55642,"
"77790,"
"45128,"
"61146,"
"75533,"
"60822,"
"104203,"
"44785,"
"39803,"
"73246,"
"44311,"
"21251,"
"58920,"
"52753,"
"79984,"
"61356,"
"37396,"
"47019,"
"47069,"
"75598,"
"102507,"
"46712,"
"21162,"
"52204,"
"27649,"
"106798,"
"65942,"
"7927,"
"64121,"
"65142,"
"59627,"
"79555,"
"20820,"
"65642,"
"5444,"
"105776,"
"32621,"
"81836,"
"65908,"
"43186,"
"77642,"
"52469,"
"39592,"
"73705,"
"32132,"
"32312,"
"32104,"
"9356,"
"18861,"
"82748,"
"49390,"
"62515,"
"34270,"
"105541,"
"67235,"
"37982,"
"43895,"
"62380,"
"15764,"
"87938,"
"33875,"
"56439,"
"38344,"
"65170,"
"60308,"
"71304,"
"6119,"
"8419,"
"53629,"
"31483,"
"74159,"
"13705,"
"35941,"
"4483,"
"47553,"
"19818,"
"19484,"
"73313,"
"15794,"
"58431,"
"5417,"
"65240,"
"106284,"
"64290,"
"48098,"
"34070,"
"62556,"
"5017,"
"58775,"
"70598,"
"33645,"
"73270,"
"106394,"
"30661,"
"19865,"
"13738,"
"18353,"
"78900,"
"39960,"
"85029,"
"18855,"
"38790,"
"92296,"
"73552,"
"53110,"
"34843,"
"16028,"
"11578,"
"4703,"
"65125,"
"59030,"
"29700,"
"47756,"
"25691,"
"20733,"
"20634,"
"37783,"
"41643,"
"93874,"
"75893,"
"28581,"
"33413,"
"19954,"
"41017,"
"59083,"
"61610,"
"97674,"
"12465,"
"55685,"
"18767,"
"89583,"
"60223,"
"60801,"
"92462,"
"75231,"
"30803,"
"29772,"
"21355,"
"73714,"
"73681,"
"85636,"
"59436,"
"22145,"
"5227,"
"2622,"
"84174,"
"92041,"
"37802,"
"66141,"
"31463,"
"41392,"
"29308,"
"9095,"
"39694,"
"29278,"
"82476,"
"79582,"
"93075,"
"41014,"
"59518,"
"74890,"
"9051,"
"32687,"
"27568,"
"46991,"
"55660,"
"64314,"
"45982,"
"93493,"
"30325,"
"32333,"
"61518,"
"19967,"
"28540,"
"38135,"
"20877,"
"47394,"
"23144,"
"64304,"
"65646,"
"32497,"
"76677,"
"62635,"
"38968,"
"21310,"
"59107,"
"34125,"
"88676,"
"52654,"
"64525,"
"19833,"
"62316,"
"54110,"
"107259,"
"65175,"
"13796,"
"32328,"
"41834,"
"47661,"
"76707,"
"39776,"
"4759,"
"108564,"
"50860,"
"83279,"
"88300,"
"46651,"
"22495,"
"20490,"
"64685,"
"32995,"
"42340,"
"80371,"
"500745,"
"54154,"
"59567,"
"61699,"
"104035,"
"20483,"
"64967,"
"45629,"
"24054,"
"58075,"
"78930,"
"500727,"
"85848,"
"82426,"
"97311,"
"81488,"
"38197,"
"37884,"
"107467,"
"21001,"
"92531,"
"2928,"
"4490,"
"77207,"
"24385,"
"62511,"
"30973,"
"58354,"
"31164,"
"18314,"
"32866,"
"105174,"
"105521,"
"39870,"
"20838,"
"42169,"
"29580,"
"28345,"
"72475,"
"79926,"
"78742,"
"83231,"
"6307,"
"73477,"
"34917,"
"61858,"
"18253,"
"78977,"
"65046,"
"47039,"
"64266,"
"49540,"
"39619,"
"54473,"
"33780,"
"65638,"
"15860,"
"91941,"
"21354,"
"66005,"
"47905,"
"24134,"
"21156,"
"50988,"
"19442,"
"19604,"
"14016,"
"69898,"
"47953,"
"76929,"
"74118,"
"89943,"
"5455,"
"32598,"
"65119,"
"48323,"
"106448,"
"42773,"
"47156,"
"12817,"
"39917,"
"55437,"
"33506,"
"55691,"
"54129,"
"81753,"
"33140,"
"74511,"
"30304,"
"73882,"
"8259,"
"74621,"
"14621,"
"23440,"
"31633,"
"55100,"
"88130,"
"60102,"
"18895,"
"48957,"
"83003,"
"14170,"
"1624,"
"30729,"
"41536,"
"82137,"
"81604,"
"32555,"
"501468,"
"40290,"
"31354,"
"8102,"
"42571,"
"23079,"
"107696,"
"75610,"
"43886,"
"77644,"
"42050,"
"17028,"
"87147,"
"52816,"
"45042,"
"55376,"
"28988,"
"88466,"
"78748,"
"61359,"
"40602,"
"79682,"
"49014,"
"83346,"
"5049,"
"47990,"
"81874,"
"28698,"
"58527,"
"58549,"
"107531,"
"30533,"
"14555,"
"55595,"
"59319,"
"62341,"
"64234,"
"57992,"
"94048,"
"55055,"
"32155,"
"59380,"
"2179,"
"18066,"
"80359,"
"103705,"
"37979,"
"73898,"
"106596,"
"35274,"
"72230,"
"59834,"
"61637,"
"64330,"
"45056,"
"66826,"
"36829,"
"77411,"
"80022,"
"103002,"
"32343,"
"82095,"
"42777,"
"37376,"
"92726,"
"8335,"
"60256,"
"69967,"
"21283,"
"41782,"
"1714,"
"38734,"
"20738,"
"106483,"
"91113,"
"43471,"
"97974,"
"32203,"
"46320,"
"21224,"
"55640,"
"75745,"
"39587,"
"60175,"
"105228,"
"36860,"
"55581,"
"62467,"
"66864,"
"33944,"
"93103,"
"18903,"
"76904,"
"37592,"
"34440,"
"29592,"
"42733,"
"12850,"
"28956,"
"503838,"
"15641,"
"70019,"
"44981,"
"85285,"
"105938,"
"40881,"
"69682,"
"79973,"
"69555,"
"37025,"
"73771,"
"35102,"
"46301,"
"30451,"
"35586,"
"18402,"
"59837,"
"21370,"
"86445,"
"17854,"
"9953,"
"100143,"
"502995,"
"70035,"
"77268,"
"44467,"
"28098,"
"9478,"
"54784,"
"78931,"
"61401,"
"77496,"
"45769,"
"55227,"
"46673,"
"3316,"
"84149,"
"28504,"
"105778,"
"42871,"
"65108,"
"53885,"
"26362,"
"60361,"
"58447,"
"34413,"
"35590,"
"71799,"
"61505,"
"69382,"
"41900,"
"19860,"
"50995,"
"39658,"
"52785,"
"76805,"
"73797,"
"73137,"
"80977,"
"105840,"
"18481,"
"68542,"
"3553,"
"45935,"
"87800,"
"39273,"
"14137,"
"85202,"
"66888,"
"69506,"
"88976,"
"1815,"
"56548,"
"92597,"
"52857,"
"40475,"
"49516,"
"73784,"
"28494,"
"40348,"
"60581,"
"81157,"
"2817,"
"31487,"
"77020,"
"92482,"
"47323,"
"67827,"
"29032,"
"82604,"
"25112,"
"31212,"
"54179,"
"38077,"
"105767,"
"4904,"
"96345,"
"5866,"
"23143,"
"61014,"
"20214,"
"18917,"
"33212,"
"86173,"
"21265,"
"22491,"
"107614,"
"75708,"
"42485,"
"70014,"
"86025,"
"102660,"
"40653,"
"38748,"
"20692,"
"58510,"
"2409,"
"16934,"
"8363,"
"81632,"
"50297,"
"42096,"
"74076,"
"12247,"
"52911,"
"60287,"
"35071,"
"73487,"
"106771,"
"31965,"
"21124,"
"52398,"
"8815,"
"41973,"
"66215,"
"5507,"
"84879,"
"73616,"
"38906,"
"8734,"
"64921,"
"50585,"
"53240,"
"30346,"
"38351,"
"29254,"
"50094,"
"73712,"
"42300,"
"28870,"
"31792,"
"77025,"
"38681,"
"45312,"
"64139,"
"502699,"
"32520,"
"50812,"
"69383,"
"69918,"
"10286,"
"16179,"
"53925,"
"65299,"
"45826,"
"41079,"
"100154,"
"50923,"
"39981,"
"77445,"
"82628,"
"98192,"
"42361,"
"32319,"
"81856,"
"75630,"
"77023,"
"18331,"
"105224,"
"91723,"
"9736,"
"102350,"
"13739,"
"49513,"
"76191,"
"8602,"
"65821,"
"23282,"
"26942,"
"29238,"
"78425,"
"78524,"
"38521,"
"60164,"
"69529,"
"24369,"
"1941,"
"35569,"
"60589,"
"52368,"
"80586,"
"44168,"
"55291,"
"72154,"
"105959,"
"105564,"
"63600,"
"59551,"
"7695,"
"74664,"
"4682,"
"39014,"
"20893,"
"107551,"
"79895,"
"65911,"
"107703,"
"504580,"
"45716,"
"70242,"
"55308,"
"38745,"
"35687,"
"33406,"
"84148,"
"45123,"
"2092,"
"51050,"
"58532,"
"44983,"
"18679,"
"105949,"
"5860,"
"74671,"
"76128,"
"400259,"
"28763,"
"89548,"
"31350,"
"75168,"
"59868,"
"502106,"
"64152,"
"41607,"
"43207,"
"18966,"
"69377,"
"84800,"
"18663,"
"73288,"
"20357,"
"76875,"
"18804,"
"12803,"
"52822,"
"25170,"
"46078,"
"33385,"
"9469,"
"48368,"
"13549,"
"12689,"
"2395,"
"91098,"
"7471,"
"105651,"
"39987,"
"18354,"
"67188,"
"20069,"
"30477,"
"60269,"
"18282,"
"47281,"
"105762,"
"47076,"
"18857,"
"82878,"
"65144,"
"83626,"
"19927,"
"3432,"
"81403,"
"55889,"
"23118,"
"97247,"
"3826,"
"73685,"
"103268,"
"77132,"
"53239,"
"78780,"
"33773,"
"74501,"
"74034,"
"46145,"
"69284,"
"19798,"
"62518,"
"48708,"
"107540,"
"74539,"
"61208,"
"60888,"
"38931,"
"63351,"
"14862,"
"63898,"
"46038,"
"9012,"
"84363,"
"17186,"
"46502,"
"15155,"
"41023,"
"37642,"
"56433,"
