prop_id,sale_ratio,Market_Cluster_ID,Assessment_Val,landiness,imprv_det_quality_cd
46349,0.6595031468632523,HighSpringsAGNV,385108.0,0.49841869943662853,1.0
46399,0.6682166362532437,HighSpringsAGNV,285989.0,0.45800637245528036,1.0
46436,0.6750455990195492,HighSpringsAGNV,410811.0,0.47147714811572966,1.0
46449,0.68235531663622,HighSpringsAGNV,312605.0,0.47147714811572966,1.0
46475,0.6411746063869966,HighSpringsAGNV,350598.0,0.47147714811572966,1.0
46681,0.6565269473375722,HighSpringsAGNV,252410.0,0.3771817184925838,1.0
46924,0.6715452452681492,HighSpringsAGNV,234390.0,0.3098278401903367,1.0
47151,0.6271477669994285,HighSpringsAGNV,259791.0,0.39065249415303316,1.0
47323,0.6442050941676304,HighSpringsAGNV,210867.0,0.3098278401903367,1.0
47447,0.6903045669778882,HighSpringsAGNV,395110.0,0.3771817184925838,1.0
47757,0.6509854292301697,West_Outer_Gainesville,491688.0,0.5792433533993251,1.0
47799,0.6340510731498527,West_Outer_Gainesville,433273.0,0.48494792377617907,1.0
47802,0.6792606863973352,West_Outer_Gainesville,387419.0,0.48494792377617907,1.0
48141,0.6895057195192326,MidtownEast_B,747797.0,0.8217173152874147,1.15
48208,0.6674881555299631,MidtownEast_B,588232.0,1.1719574824590995,1.15
48226,0.6069318454138444,MidtownEast_B,751714.0,1.320136014724043,1.15
48343,0.63408868488003,MidtownEast_B,518800.0,0.4445355967948309,1.0
48443,0.6518520933575722,MidtownEast_B,327252.0,0.39065249415303316,1.0
48444,0.6750731994500574,MidtownEast_B,298992.0,0.39065249415303316,1.0
48495,0.6825368226775537,MidtownEast_B,421363.0,0.5792433533993251,1.0
48538,0.6752552313220481,MidtownEast_B,533813.0,0.45800637245528036,1.0
48666,0.5291101329106055,EastMidtownEastA,183855.0,0.29635706452988725,0.9
48867,0.6303031880921648,Golfview,475965.0,0.5523018020784262,1.0
48934,0.6559019639151563,MidtownEast_B,547999.0,0.41759404547393203,1.15
48938,0.6680877626365879,MidtownEast_B,498045.0,0.6600680073620215,1.15
48951,0.6913298656734144,HighSpringsAGNV,299247.0,0.4445355967948309,1.0
48985,0.6815399783355189,HighSpringsAGNV,341633.99999999994,0.4041232698134826,1.0
49028,0.6908717771733927,HighSpringsAGNV,258315.0,0.3637109428321344,1.0
49121,0.6858526433975943,MidtownEast_B,499060.99999999994,1.7781423871793236,1.0
49146,0.6823682390918744,HighSpringsAGNV,272800.0,0.39065249415303316,1.0
49193,0.6310376461656398,HighSpringsAGNV,207390.0,0.3637109428321344,1.0
49326,0.6902856711368545,HighSpringsAGNV,202172.0,0.32329861585078606,1.0
49347,0.6604923193258717,HighSpringsAGNV,207285.0,0.32329861585078606,1.0
49353,0.6261123329951798,HighSpringsAGNV,259020.99999999997,0.32329861585078606,1.0
49396,0.6236834945499667,HighSpringsAGNV,269770.0,0.35024016717168494,1.0
49412,0.5411009807279576,HighSpringsAGNV,283795.0,0.35024016717168494,1.0
49492,0.6890201681083638,HighSpringsAGNV,211670.0,0.3367693915112355,1.0
50070,0.6889960384518558,HighSpringsAGNV,470566.99999999994,0.41759404547393203,1.0
50171,0.5991573239123009,HighSpringsAGNV,413173.0,0.45800637245528036,1.0
50200,0.6747685607025518,HighSpringsAGNV,361215.0,0.4041232698134826,1.0
50331,0.6154589914393862,HighSpringsAGNV,377592.0,0.8217173152874147,1.0
50534,0.6129337923464243,HighSpringsAGNV,532636.0,2.572918151145839,1.0
50597,0.6897687451385033,HighSpringsAGNV,263123.0,0.49841869943662853,1.0
52397,0.6892051349479825,Gainesvilleish_Region,409007.0,2.572918151145839,1.0
53086,0.6749507862611189,Gainesvilleish_Region,436683.0,1.4144314443471893,1.0
53133,0.6927082138915125,Gainesvilleish_Region,425260.0,2.33044418925775,1.0
53213,0.6661516591360652,Gainesvilleish_Region,376856.0,1.3336067903844926,1.0
53409,0.6688156996669354,Gainesvilleish_Region,363084.0,2.1283825543510084,1.0
53447,0.5618181050139076,Gainesvilleish_Region,716953.0,1.0911328284964033,1.15
58016,0.6786702715764671,Gainesvilleish_Region,695296.0,0.32329861585078606,1.15
59487,0.689843620634751,HighSprings_F,243652.0,0.13470775660449422,1.0
59638,0.6595132728608469,HighSprings_F,242702.0,0.14817853226494362,1.0
59825,0.6666028739023894,HaileLike,644117.0,0.9564250718919088,1.15
59837,0.6855344770364192,HaileLike,558247.0,0.8486588666083135,1.15
60175,0.6515828769579987,HaileLike,432624.0,0.14817853226494362,1.15
60344,0.6863370086085443,HaileLike,464191.99999999994,0.4445355967948309,1.0
60846,0.6873215998056631,HaileLike,586590.0,0.6870095586829205,1.15
60894,0.6047916047639635,HaileLike,1056178.0,0.7274218856642688,1.4
60903,0.6657263610530318,HaileLike,829880.0,0.6870095586829205,1.4
61029,0.5782478224819166,HaileLike,389549.0,0.08082465396269652,1.0
61460,0.6357146950821416,HaileLike,1363736.0,1.320136014724043,1.4
63007,0.6794191930990824,Gainesvilleish_Region,158094.0,0.1885908592462919,1.0
63624,0.6853745032482799,HighSprings_B,392225.99999999994,0.10776620528359537,1.0
65537,0.5782226221044426,HighSprings_A,370860.0,0.7274218856642688,1.0
66043,0.6394091008971975,HighSprings_A,293250.0,0.7813049883060663,1.0
66888,0.6720439516786791,HighSprings_A,640632.0,0.29635706452988725,1.15
67117,0.6803878410230896,HighSprings_A,279219.99999999994,0.4310648211343815,1.0
67118,0.6817815615593734,HighSprings_A,258609.00000000003,0.4310648211343815,1.0
67148,0.6677350532976297,HighSprings_A,220109.0,0.8486588666083135,1.0
73504,0.5834005922533451,Springtree_B,201525.0,0.25594473754853897,1.0
74504,0.6554457745118283,Magnolia_Heights,141620.0,0.49841869943662853,1.0
74662,0.6538679740791529,Magnolia_Heights,138018.0,0.5792433533993251,0.9
74664,0.6718762951510199,Magnolia_Heights,191164.0,0.45800637245528036,1.0
75098,0.6555580723978144,West_of_Waldo_rd,196495.0,0.28288628886943784,1.0
75129,0.6657814253838539,West_of_Waldo_rd,180681.99999999997,0.28288628886943784,1.0
75155,0.6549365853009846,West_of_Waldo_rd,178004.0,0.35024016717168494,1.0
76444,0.680269204487203,West_of_Waldo_rd,324220.0,1.0372497258546056,1.0
76505,0.6830510331342274,West_of_Waldo_rd,165265.0,0.32329861585078606,1.0
76595,0.6384792820921438,West_of_Waldo_rd,314140.0,1.0911328284964033,1.0
76657,0.6893883993767753,West_of_Waldo_rd,205305.0,0.3098278401903367,1.0
76677,0.6342727813171392,West_of_Waldo_rd,173105.0,0.45800637245528036,1.0
76686,0.6898882687184891,West_of_Waldo_rd,250989.0,0.3098278401903367,1.0
76784,0.6328215901670491,West_of_Waldo_rd,159082.0,0.16164930792539303,1.0
76805,0.68673570031192,West_of_Waldo_rd,208882.0,0.4041232698134826,1.0
76808,0.6749064271745273,West_of_Waldo_rd,167004.0,0.2020616349067413,1.0
76819,0.44593509196828274,West_of_Waldo_rd,282880.0,0.26941551320898843,1.0
76855,0.6830937841385762,West_of_Waldo_rd,148580.0,0.3098278401903367,1.0
76858,0.6855936983315675,West_of_Waldo_rd,179976.0,0.3367693915112355,1.0
77023,0.687830116353201,West_of_Waldo_rd,212729.0,0.29635706452988725,1.0
77043,0.6914660332405065,West_of_Waldo_rd,192490.0,0.26941551320898843,1.0
77046,0.661798281883687,West_of_Waldo_rd,193300.0,0.28288628886943784,1.0
77114,0.6702233008815708,West_of_Waldo_rd,165565.0,0.28288628886943784,1.0
77146,0.6803415878791763,West_of_Waldo_rd,188450.0,0.26941551320898843,1.0
77147,0.5704367401912548,West_of_Waldo_rd,168951.99999999997,0.29635706452988725,1.0
77156,0.576655842315533,West_of_Waldo_rd,160434.0,0.1885908592462919,1.0
77170,0.6442040390182594,West_of_Waldo_rd,132004.0,0.1885908592462919,1.0
77173,0.6732688567794793,West_of_Waldo_rd,167838.0,0.22900318622764018,1.0
77217,0.6381145494745871,West_of_Waldo_rd,144515.0,0.22900318622764018,1.0
77268,0.6929366726966525,West_of_Waldo_rd,146914.0,0.22900318622764018,1.0
77478,0.642822085650466,Springtree_B,150305.0,0.32329861585078606,1.0
77489,0.6585517468479349,Springtree_B,201453.0,0.24247396188808953,1.0
77605,0.6569187839637409,Springtree_B,200175.99999999997,0.32329861585078606,1.0
77707,0.6576980804924182,Springtree_B,213035.0,0.39065249415303316,1.0
78718,0.61383397502802,MidtownEast_B,371468.0,0.45800637245528036,1.0
78732,0.6448598699514286,MidtownEast_B,360373.0,0.4041232698134826,1.0
78779,0.6171557176235307,MidtownEast_B,417611.0,0.9160127449105607,1.0
79113,0.6717365107416599,MidtownEast_B,445549.0,0.5118894750970779,1.0
79147,0.5900203221312795,MidtownEast_B,362890.0,0.47147714811572966,1.0
79152,0.6836957007716025,MidtownEast_B,400392.0,0.5388310264179769,1.0
79164,0.5879390535371689,MidtownEast_B,301561.0,0.3771817184925838,1.0
79169,0.6728328236789975,MidtownEast_B,479170.0,0.3637109428321344,1.0
79180,0.6579431896719862,MidtownEast_B,342632.0,0.3637109428321344,1.0
79430,0.6916561820474582,MidtownEast_B,406921.0,1.3605483417053914,1.0
79537,0.6894091350575551,EastMidtownEastA,325925.0,0.3367693915112355,1.0
79549,0.5355722285937092,EastMidtownEastA,289841.0,0.3098278401903367,1.0
79614,0.6551090257636328,MidtownEast_B,343294.0,0.6331264560411227,1.0
79735,0.6696324344844911,West_of_Waldo_rd,167820.0,0.28288628886943784,1.0
79958,0.6851635197741718,MidtownEast_A,196418.0,0.32329861585078606,0.9
79986,0.6603316834951478,MidtownEast_A,189935.0,0.21553241056719075,0.9
79997,0.6280736643366736,MidtownEast_A,183801.0,0.22900318622764018,0.9
80022,0.48738956521677396,MidtownEast_A,388947.0,0.3637109428321344,1.0
80132,0.682695605169618,MidtownEast_A,240598.0,0.41759404547393203,1.0
81052,0.6900467579497237,MidtownEast_A,242899.0,0.32329861585078606,1.0
81266,0.5283996324686746,Duck_Pond,501701.99999999994,0.24247396188808953,1.0
81267,0.6690357185203051,Duck_Pond,236516.99999999997,0.24247396188808953,1.0
81448,0.6516179113375532,West_of_Waldo_rd,174884.99999999997,0.3098278401903367,1.0
81493,0.6887235387366843,West_of_Waldo_rd,200515.0,0.28288628886943784,1.0
81495,0.6763961397690996,West_of_Waldo_rd,219504.0,0.28288628886943784,1.0
81509,0.6735717227154926,West_of_Waldo_rd,189776.0,0.35024016717168494,1.0
81531,0.670094149196331,MidtownEast_A,216580.0,0.35024016717168494,1.0
81557,0.6265582316270366,MidtownEast_A,261154.0,0.7813049883060663,1.0
81560,0.6550183370614227,West_of_Waldo_rd,299522.0,0.6061849047202239,1.0
81572,0.5948705413022114,West_of_Waldo_rd,200405.0,0.4445355967948309,1.0
81730,0.583622071204258,West_of_Waldo_rd,228449.0,0.45800637245528036,1.0
81801,0.5716246925741524,West_of_Waldo_rd,170843.0,0.3367693915112355,1.0
81836,0.6889900918409306,West_of_Waldo_rd,182483.99999999997,0.26941551320898843,1.0
81883,0.6308632061299502,West_of_Waldo_rd,247589.99999999997,0.45800637245528036,1.0
81892,0.6498311418233087,West_of_Waldo_rd,249038.00000000003,0.28288628886943784,1.0
81913,0.6167048772893451,West_of_Waldo_rd,212624.99999999997,0.28288628886943784,1.0
81923,0.6918339432687362,West_of_Waldo_rd,207376.0,0.28288628886943784,1.0
82062,0.6839899421036363,West_of_Waldo_rd,203966.99999999997,0.3367693915112355,1.0
82329,0.6876506017708607,West_of_Waldo_rd,182364.0,0.22900318622764018,1.0
82420,0.5744824775150277,MidtownEast_C,143320.0,0.12123698094404477,1.0
82562,0.5870870098046561,MidtownEast_C,166945.99999999997,0.3098278401903367,1.0
82983,0.5421044479330227,MidtownEast_C,151144.0,0.22900318622764018,1.0
83273,0.6365432840357206,Newmans_Lake,170662.0,0.32329861585078606,1.0
83275,0.5897695285696102,Newmans_Lake,204650.0,0.32329861585078606,1.0
83417,0.6162127432402904,Newmans_Lake,235632.99999999997,0.5388310264179769,1.0
83593,0.6714794626449008,Newmans_Lake,173438.0,0.4041232698134826,1.0
83898,0.6541080022084829,MidtownEast_C,148311.0,0.3771817184925838,1.0
84000,0.6509188488951193,MidtownEast_C,129821.0,0.21553241056719075,1.0
84731,0.6929378472079243,MidtownEast_C,111520.0,0.3771817184925838,1.0
84878,0.6716742145381464,MidtownEast_C,140420.0,0.1885908592462919,1.0
85202,0.4907927425213504,MidtownEast_C,253913.99999999997,0.21553241056719075,1.0
85341,0.6808056088436013,West_of_Waldo_rd,246365.99999999997,0.39065249415303316,1.0
85349,0.6581528988914657,West_of_Waldo_rd,266374.0,0.41759404547393203,1.0
85353,0.5725557214560756,West_of_Waldo_rd,234275.0,0.29635706452988725,1.0
85402,0.5845775445782644,MidtownEast_A,332820.0,0.1885908592462919,1.0
85511,0.663418697837052,MidtownEast_A,330882.0,0.26941551320898843,1.0
85532,0.6450064910258307,MidtownEast_A,326097.0,0.14817853226494362,1.0
85636,0.6597893143908635,Duck_Pond,345332.0,0.17512008358584247,1.0
85641,0.6708645498810382,Duck_Pond,607998.0,0.5927141290597745,1.15
85844,0.6717901071127371,Duck_Pond,226270.0,0.21553241056719075,1.0
86025,0.6329295091456144,West_of_Waldo_rd,206223.0,0.24247396188808953,1.0
86068,0.6390097468303453,West_of_Waldo_rd,315077.0,0.4041232698134826,1.0
86096,0.6653134368690262,Duck_Pond,291285.0,0.28288628886943784,1.0
86137,0.4675939804299608,Duck_Pond,428346.0,0.3367693915112355,1.0
86172,0.43650437796890074,MidtownEast_C,171494.0,0.1885908592462919,1.0
86173,0.36590869581759916,MidtownEast_C,180735.0,0.1885908592462919,1.0
86511,0.6887564945399915,MidtownEast_A,169937.0,0.14817853226494362,1.0
86803,0.6822653912192029,MidtownEast_A,428969.0,0.1885908592462919,1.0
87125,0.4616513486932643,MidtownEast_A,352606.0,0.1885908592462919,1.0
87817,0.5340426995601933,MidtownEast_A,303203.0,0.32329861585078606,1.0
87823,0.6431989111137698,MidtownEast_A,217337.0,0.14817853226494362,1.0
87864,0.6695345423995134,MidtownEast_A,257018.99999999997,0.1885908592462919,1.0
87866,0.673448808658921,MidtownEast_A,255814.99999999997,0.10776620528359537,1.0
88109,0.5421422727797286,MidtownEast_A,255425.0,0.16164930792539303,1.0
88110,0.6120017711654524,MidtownEast_A,175275.99999999997,0.16164930792539303,1.0
88298,0.6748238807223113,MidtownEast_A,319025.0,0.05388310264179769,1.0
88432,0.6215437046612421,MidtownEast_A,254150.0,0.14817853226494362,1.0
88655,0.6582737098183143,MidtownEast_A,415990.0,0.16420875530087845,1.15
89074,0.5944251150438112,EastMidtownEastA,458490.0,0.5253602507575275,1.0
89301,0.5245087434672075,EastMidtownEastA,475860.0,0.26941551320898843,1.0
89304,0.5576074159008799,EastMidtownEastA,458623.0,0.28288628886943784,1.0
89393,0.43777009983475124,EastMidtownEastA,463689.99999999994,0.25594473754853897,1.0
89467,0.6063801073673354,EastMidtownEastA,360000.0,0.22900318622764018,1.0
89480,0.4964990589452334,EastMidtownEastA,409470.0,0.35024016717168494,1.0
89487,0.6661236604868143,EastMidtownEastA,372134.0,0.5792433533993251,1.0
89583,0.6444320352007405,EastMidtownEastA,328720.0,0.16164930792539303,1.0
89605,0.5404420320571722,EastMidtownEastA,581532.0,0.29635706452988725,1.0
89661,0.6749261753666791,EastMidtownEastA,331166.0,0.4041232698134826,1.0
89868,0.6609368912484336,EastMidtownEastA,420668.0,0.3637109428321344,1.0
90321,0.5416889009904621,MidtownEast_A,450723.0,0.3367693915112355,1.15
90519,0.6167504208924496,MidtownEast_A,356514.0,0.4041232698134826,1.0
90643,0.5495043031848934,MidtownEast_A,654307.0,0.9294835205710099,1.0
91113,0.6675967496997657,MidtownEast_D,316147.0,1.1315451554777514,1.0
92206,0.6896218975747715,MidtownEast_C,165447.0,0.25594473754853897,1.0
92225,0.5370975000990623,MidtownEast_C,150487.0,0.2020616349067413,1.0
92232,0.6531162917100614,MidtownEast_C,162378.0,0.24247396188808953,1.0
92249,0.6202962774444252,MidtownEast_C,127274.99999999999,0.1885908592462919,1.0
92296,0.46579429947928386,MidtownEast_C,191984.0,0.48494792377617907,1.0
92312,0.5121614540089925,MidtownEast_C,172128.0,0.2020616349067413,1.0
92322,0.556557672525193,MidtownEast_C,166302.0,0.2020616349067413,1.0
92323,0.4980066911027669,MidtownEast_C,185334.0,0.25594473754853897,1.0
92363,0.624470139271537,MidtownEast_C,175778.0,0.2020616349067413,1.0
92442,0.5612823334999933,MidtownEast_C,157201.0,0.24247396188808953,1.0
92531,0.6519815435341781,MidtownEast_C,145697.0,0.2020616349067413,1.0
92583,0.531654290514254,MidtownEast_C,173488.0,0.2020616349067413,1.0
92597,0.5788397801295329,MidtownEast_C,171343.99999999997,0.21553241056719075,1.0
92602,0.6433353391842068,MidtownEast_C,177200.0,0.2020616349067413,1.0
92630,0.6752067525949885,MidtownEast_C,172635.0,0.28288628886943784,1.0
92880,0.6279056330351269,Newmans_Lake,170315.0,0.41759404547393203,1.0
93641,0.6805311067524918,Newmans_Lake,182102.0,0.7274218856642688,1.0
93825,0.6458190604403101,Newmans_Lake,141356.0,0.3098278401903367,1.0
93835,0.5651075752677694,Newmans_Lake,159793.0,0.3098278401903367,1.0
94899,0.6661094784386911,MidtownEast_D,160480.0,0.26941551320898843,1.0
94935,0.5753839972982214,MidtownEast_D,147720.0,0.5253602507575275,1.0
94986,0.6574746078744208,MidtownEast_D,230548.99999999997,1.603022303593481,1.0
95004,0.4953999349890654,MidtownEast_D,308167.0,1.347077566044942,1.0
95008,0.5980584619082846,MidtownEast_D,162359.0,1.3605483417053914,1.0
95263,0.6793961858027093,MidtownEast_D,686680.0,1.3874898930262904,1.15
95985,0.666813613910208,WaldoRural_A,160458.0,0.48494792377617907,1.0
96383,0.623029657917374,WaldoRural_A,141351.0,0.35024016717168494,1.0
96484,0.6579749888176737,WaldoRural_A,161652.0,0.9294835205710099,1.0
96603,0.5864113203874893,WaldoRural_A,178045.0,0.7947757639665157,1.0
96649,0.6196207889669361,WaldoRural_A,128515.0,2.3169734135973004,1.0
97243,0.6717602936987217,HSBUI,243536.0,2.397798067559997,1.0
98099,0.6694076128350469,Newmans_Lake,198387.0,0.32329861585078606,1.0
98109,0.5868322045318375,Newmans_Lake,172544.0,0.3098278401903367,1.0
98116,0.6876764626429892,Newmans_Lake,128950.99999999999,0.4041232698134826,1.0
98117,0.6834565256104354,Newmans_Lake,146694.0,0.4041232698134826,1.0
98131,0.60320174583381,Newmans_Lake,164715.0,0.4041232698134826,1.0
98228,0.6711420403283824,Newmans_Lake,162846.0,0.5657725777388757,0.9
98290,0.6308799759156523,Newmans_Lake,485364.99999999994,1.7916131628397731,1.0
98293,0.5404933075718568,Newmans_Lake,492255.0,2.222677983974154,1.15
99726,0.597686453928074,HSBUI,302630.0,1.4279022200076388,1.0
99732,0.5474772897129372,HSBUI,194303.0,1.495256098309886,1.0
99750,0.5349840731717724,HSBUI,492113.99999999994,0.47147714811572966,1.0
99817,0.4070175452217871,HSBUI,755242.0,0.7678342126456169,1.0
99913,0.41533173441598165,WaldoRural_A,452103.0,0.673538783022471,1.0
100710,0.3209041853867182,HSBUI,704443.0,0.9698958475523581,1.0
100718,0.581535441260488,HSBUI,255270.0,0.32329861585078606,1.0
100721,0.6284069825747827,HSBUI,763139.0,0.8351880909478641,1.4
100727,0.6689268606956912,HSBUI,397315.0,0.5657725777388757,1.0
100733,0.5539426698504829,HSBUI,549772.0,0.7408926613247182,1.0
100796,0.34966621020261573,HSBUI,485010.0,2.1553241056719075,1.0
100801,0.6320855885372139,HSBUI,244434.0,0.28288628886943784,1.0
100894,0.6431088443015378,HSBUI,599790.0,0.5657725777388757,1.15
100906,0.5220594691332288,HSBUI,259404.0,1.347077566044942,1.0
102588,0.6849495391655338,Hawthorne,194385.0,0.3367693915112355,1.0
103735,0.6508158624018823,Hawthorne,171654.99999999997,0.17512008358584247,1.0
105804,0.6920082797352954,Tioga_B,1342434.0,1.347077566044942,1.7
106531,0.663857972857714,Tioga_B,1722054.0,1.347077566044942,1.7
106535,0.6510581237049202,Tioga_B,1130784.0,1.347077566044942,1.4
108564,0.5910649014980569,HighSprings_A,690074.0,0.08904182711557068,1.15
400259,0.43800347638304193,MidtownEast_A,239360.0,0.09429542962314595,1.0
504928,0.4515091656804802,HSBUI,342706.0,2.55944737548539,1.0
1416,1.3832242798225134,High_Springs_Main,162826.0,1.441372995668088,1.0
1717,1.1289718007138883,High_Springs_Main,199789.99999999997,0.48494792377617907,1.0
2498,1.1576142849870776,High_Springs_Main,111179.0,1.347077566044942,1.0
2534,1.2550199691457087,High_Springs_Main,137850.0,0.6196556803806734,1.0
3033,1.612162269233958,High_Springs_Main,76070.0,0.45800637245528036,1.0
3074,2.02140651869833,High_Springs_Main,60227.0,0.2020616349067413,1.0
3212,1.10493054376572,High_Springs_Main,106665.0,0.29635706452988725,1.0
3246,1.2309890656368905,High_Springs_Main,120777.0,0.3098278401903367,0.9
3432,1.1426297927257645,High_Springs_Main,117960.99999999999,0.26941551320898843,1.0
3482,1.3630538141832271,High_Springs_Main,78115.0,0.45800637245528036,0.9
3547,1.133028812882922,High_Springs_Main,183719.0,1.5491392009516831,1.0
3586,1.4693590885031964,High_Springs_Main,119255.0,0.26941551320898843,1.0
