prop_id,legal_acreage,yr_blt,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,abs_subdv_cd
61747,0.19,2004,2054,LT,4,450700,ST. JOHN'S,232500
61787,0.25,2004,2412,LT,4,533600,ST. JOHN'S,81801
61790,0.21,2004,2751,LT,4,695700,ST. JOHN'S,81801
61815,0.43,2003,3435,LT,5,808500,ST. JOHN'S,232601
61878,0.2,2006,2624,LT,4,606900,ST. JOHN'S,228602
61884,0.2,2005,2724,LT,4,588000,ST. JOHN'S,228602
61894,0.27,2010,2743,LT,4,673100,ST. JOHN'S,228602
61920,0.15,2006,2165,LT,4,555700,ST. JOHN'S,228604
61950,0.16,2006,2277,LT,4,445400,ST. JOHN'S,228605
61994,0.06,2006,1422,LT,4,272400,ST. JOHN'S,228605
61997,0.05,2006,1465,LT,4,308100,ST. JOHN'S,228605
62007,0.07,2006,1544,LT,4,307500,ST. JOHN'S,228605
62360,0.06,1984,999,UN,3,75400,ST. JOHN'S,234718
62383,0.06,1983,1016,UN,3,120200,ST. JOHN'S,234713
62385,0.12,1983,1016,UN,3,136800,ST. JOHN'S,234713
62410,0.06,1983,1048,UN,3,126400,ST. JOHN'S,235106
62410,0.06,1983,1048,UN,3,100,ST. JOHN'S,235106
62412,0.11,1983,1144,UN,3,151300,ST. JOHN'S,234715
62415,0.11,1983,1144,UN,3,148900,ST. JOHN'S,234715
62429,0.07,1983,814,UN,3,113000,ST. JOHN'S,234706
62442,0.06,1983,788,UN,3,102400,ST. JOHN'S,234801
62478,0.12,1983,788,UN,3,95000,ST. JOHN'S,234805
62488,0.06,1983,788,UN,3,135100,ST. JOHN'S,234804
62490,0.11,1983,956,UN,3,140600,ST. JOHN'S,234804
62507,0.13,1983,814,UN,3,94400,ST. JOHN'S,234807
62515,0.2,1983,1151,UN,3,124400,ST. JOHN'S,234811
62516,0.08,1983,1151,UN,3,167400,ST. JOHN'S,234811
62521,0.07,1983,810,UN,3,114300,ST. JOHN'S,234808
62532,0.06,1983,980,UN,3,118200,ST. JOHN'S,234808
62555,0.13,1983,1151,UN,3,153900,ST. JOHN'S,234900
62556,0.16,1983,988,UN,3,131100,ST. JOHN'S,234900
62613,0.03,2003,1136,UN,3,99500,ST. JOHN'S,235104
62615,0.07,2003,1136,UN,3,131100,ST. JOHN'S,235104
62622,0.08,1985,1294,UN,3,177200,ST. JOHN'S,235103
62635,0.1,1984,814,UN,3,101900,ST. JOHN'S,235102
62994,0.14,1991,1316,LT,3,298300,ST. JOHN'S,147200
62997,0.14,1986,984,LT,3,192500,ST. JOHN'S,147200
63010,0.16,1990,1016,LT,3,221500,ST. JOHN'S,147200
63015,0.14,1985,864,LT,3,200400,ST. JOHN'S,147200
63307,0.3,1962,1384,LT,3,217600,ST. JOHN'S,165500
63313,0.05,1988,952,LT,3,140600,ST. JOHN'S,89300
63340,0.06,1985,896,LT,3,173000,ST. JOHN'S,89300
63350,0.04,1992,995,LT,3,156800,ST. JOHN'S,89300
63362,0.05,1992,1016,LT,3,160000,ST. JOHN'S,89300
63365,0.05,1993,1008,LT,3,145000,ST. JOHN'S,89300
63376,0.04,1983,1145,LT,3,137400,ST. JOHN'S,89300
63516,12.05,1983,936,AC,2,155900,ST. JOHN'S,0
63731,0.94,1997,2397,LT,4,554400,ST. JOHN'S,254800
63753,0.14,2005,2360,LT,4,481700,ST. JOHN'S,241500
63764,0.24,2005,2637,LT,4,483800,ST. JOHN'S,241500
63782,0.21,2008,2963,LT,4,555600,ST. JOHN'S,241500
63814,0.21,2007,2637,LT,4,591400,ST. JOHN'S,241501
63829,0.17,2007,1941,LT,4,464300,ST. JOHN'S,241501
63845,0.23,1997,1555,LT,3,345200,ST. JOHN'S,77200
63882,0.23,1997,1352,LT,3,296900,ST. JOHN'S,77200
63883,0.24,1998,1636,LT,3,326200,ST. JOHN'S,77200
63940,0.3,2000,1749,LT,3,372400,ST. JOHN'S,91800
63948,0.29,2001,1426,LT,3,307300,ST. JOHN'S,91800
64071,0.23,1997,1673,LT,4,337000,ST. JOHN'S,125707
64087,0.25,1996,1329,LT,4,343000,ST. JOHN'S,125701
64101,0.22,1997,1558,LT,4,335600,ST. JOHN'S,125707
64209,0.19,1999,1328,LT,4,306900,ST. JOHN'S,125704
64211,0.19,1999,1558,LT,4,336000,ST. JOHN'S,125704
64219,0.23,2000,1913,LT,4,383700,ST. JOHN'S,125704
64228,0.19,2000,1366,LT,4,361500,ST. JOHN'S,125704
64231,0.23,2000,2502,LT,4,438900,ST. JOHN'S,125704
64233,0.26,2000,1913,LT,4,402900,ST. JOHN'S,125704
64236,0.22,1999,1797,LT,4,413200,ST. JOHN'S,125704
64256,0.36,2000,2199,LT,4,433600,ST. JOHN'S,125705
64265,0.22,2001,1960,LT,4,388700,ST. JOHN'S,125705
64275,0.33,2001,1633,LT,4,400600,ST. JOHN'S,125706
64300,0.18,2001,1546,LT,4,342000,ST. JOHN'S,125706
64314,0.2,2002,1553,LT,4,322200,ST. JOHN'S,230800
64330,0.18,2002,1774,LT,4,371100,ST. JOHN'S,230800
64333,0.25,2002,1720,LT,4,363800,ST. JOHN'S,230800
64343,0.18,2002,1763,LT,4,349500,ST. JOHN'S,230800
64348,0.21,2002,1880,LT,4,402500,ST. JOHN'S,230800
64355,0.24,2004,1913,LT,4,419800,ST. JOHN'S,230700
64381,0.19,2002,1577,LT,4,340400,ST. JOHN'S,230700
64403,0.19,2003,2161,LT,4,468700,ST. JOHN'S,230700
64525,10.11,1998,4212,AC,5,1140500,ST. JOHN'S,0
64526,10.11,1998,4295,AC,5,1183900,ST. JOHN'S,0
64738,0.17,2011,2020,LT,4,440400,ST. JOHN'S,246100
64765,0.14,2008,1810,LT,4,381000,ST. JOHN'S,246100
64779,0.18,2010,2020,LT,4,419300,ST. JOHN'S,246100
64788,0.15,2008,1867,LT,4,357700,ST. JOHN'S,246100
64798,0.15,2013,1844,LT,4,394900,ST. JOHN'S,246100
64818,0.14,2011,1794,LT,4,404400,ST. JOHN'S,246100
64824,0.15,2010,2015,LT,4,433600,ST. JOHN'S,246100
64844,0.13,2010,1724,LT,4,355300,ST. JOHN'S,246100
64866,0.15,2009,2458,LT,4,563300,ST. JOHN'S,246100
64875,0.15,2011,2015,LT,4,438600,ST. JOHN'S,246100
64889,0.15,2009,1582,LT,4,364000,ST. JOHN'S,246100
64898,0.14,2010,1402,LT,4,337300,ST. JOHN'S,246100
64941,0.15,2010,1688,LT,4,361200,ST. JOHN'S,246100
64978,0.19,2004,1637,LT,4,390000,ST. JOHN'S,239200
64994,0.17,2005,2313,LT,4,441000,ST. JOHN'S,239200
65042,0.18,2005,1894,LT,4,325700,ST. JOHN'S,239201
65044,0.13,2005,2112,LT,4,430100,ST. JOHN'S,239201
65045,0.13,2005,1446,LT,4,335000,ST. JOHN'S,239201
65048,0.13,2005,2112,LT,4,394100,ST. JOHN'S,239201
65051,0.13,2005,2265,LT,4,445800,ST. JOHN'S,239201
65087,0.19,2006,2242,LT,4,400400,ST. JOHN'S,239202
65107,0.17,2005,1794,LT,4,310000,ST. JOHN'S,239202
65145,0.22,2007,1446,LT,4,367000,ST. JOHN'S,239250
65153,0.22,2007,2112,LT,4,428600,ST. JOHN'S,239250
65159,0.22,2012,2437,LT,4,502400,ST. JOHN'S,239250
65208,0.2,2007,1527,LT,4,373700,ST. JOHN'S,239251
65297,0.15,2010,1527,LT,4,365000,ST. JOHN'S,248400
65299,0.22,2010,1982,LT,4,437400,ST. JOHN'S,248400
65301,0.16,2010,1367,LT,4,333300,ST. JOHN'S,248400
65316,0.15,2010,1609,LT,4,359100,ST. JOHN'S,248400
65328,0.12,2010,1449,LT,4,354900,ST. JOHN'S,248400
65378,0.14,2014,2306,LT,4,497000,ST. JOHN'S,251500
65385,0.15,2013,1527,LT,4,349500,ST. JOHN'S,251500
65390,0.13,2013,1663,LT,4,387900,ST. JOHN'S,251500
65395,0.18,2013,2306,LT,4,449700,ST. JOHN'S,251500
65504,5.45,1960,5548,AC,3,815800,ST. JOHN'S,119300
65514,0.79,1974,3365,UN,4,485100,ST. JOHN'S,120100
65636,0.7,1986,3275,UN,3,381100,ST. JOHN'S,42200
65666,0.56,1984,5018,UN,4,768900,ST. JOHN'S,56500
65674,0.45,1975,1889,UN,3,388700,ST. JOHN'S,42300
65683,0.42,1968,2446,UN,3,459000,ST. JOHN'S,42300
65704,0.54,1972,2150,UN,3,315300,ST. JOHN'S,42300
65747,0.67,1969,3154,UN,3,515600,ST. JOHN'S,42300
65784,1.53,1973,5333,UN,3,543500,ST. JOHN'S,161400
65784,1.53,1973,5333,UN,3,100,ST. JOHN'S,161400
65796,1,1942,1966,AC,2,179600,ST. JOHN'S,119300
65908,1,1963,912,AC,3,201400,ST. JOHN'S,119300
65991,0.35,2003,660,UN,3,135200,ST. JOHN'S,0
65995,0.14,2005,1486,LT,4,326300,ST. JOHN'S,239600
65999,0.31,1985,1488,UN,3,257300,ST. JOHN'S,59100
66005,0.36,1968,1803,UN,3,252500,ST. JOHN'S,59100
66077,0.71,1972,1736,UN,3,383300,ST. JOHN'S,175200
66174,0.64,1973,1960,UN,3,351000,ST. JOHN'S,101800
66175,0.88,1973,2027,UN,3,320000,ST. JOHN'S,101800
66309,1.1,1986,2248,UN,3,430500,ST. JOHN'S,161600
66324,1.07,1981,5818,UN,4,920700,ST. JOHN'S,161700
66328,1,1981,2670,UN,3,407600,ST. JOHN'S,161700
66830,0.44,1978,2302,UN,3,460400,ST. JOHN'S,42400
66864,0.19,2018,2087,LT,4,480200,ST. JOHN'S,173400
66870,0.24,1999,2032,LT,5,509000,ST. JOHN'S,173400
66881,0.25,1999,3233,LT,5,813700,ST. JOHN'S,173400
66903,0.19,1999,1696,LT,5,278000,ST. JOHN'S,173400
66966,0.28,1959,1345,UN,3,244700,ST. JOHN'S,260400
66979,0.47,1956,2304,UN,3,441000,ST. JOHN'S,102200
67032,0.4,1955,986,UN,3,130100,ST. JOHN'S,102200
67036,0.41,1956,1585,UN,3,325000,ST. JOHN'S,260500
67105,5.46,1975,2869,AC,4,405000,ST. JOHN'S,0
67177,0.22,2004,1991,LT,4,456200,GAINESVILLE,234300
67188,0.25,2008,2086,LT,4,454000,GAINESVILLE,234300
67200,0.2,2007,1904,LT,4,419400,GAINESVILLE,234301
67216,0.2,2008,2816,LT,4,595100,GAINESVILLE,234301
67235,0.34,2007,3206,LT,4,565600,GAINESVILLE,234302
67247,0.23,2007,2185,LT,3,392000,GAINESVILLE,234302
67767,0.15,1996,1354,UN,3,254800,GAINESVILLE,175800
67845,0.12,1996,1354,UN,3,285000,GAINESVILLE,175800
67897,0.12,1987,1250,UN,3,208700,GAINESVILLE,175600
67945,0.15,1988,1102,UN,3,200300,GAINESVILLE,175600
67973,0.09,1985,1100,UN,3,153900,GAINESVILLE,175600
68008,0.05,1988,887,UN,3,140100,GAINESVILLE,175700
68962,1.77,1963,4142,AC,3,445500,ST. JOHN'S,0
69236,4.34,1996,2460,AC,4,705500,ST. JOHN'S,56900
69377,1.58,1993,3433,AC,4,737800,ST. JOHN'S,195700
69457,1.01,1993,1664,LT,3,255000,ST. JOHN'S,107000
69492,1.03,2001,1351,LT,3,366100,ST. JOHN'S,107100
69498,1,2001,1829,LT,4,384300,ST. JOHN'S,107100
69506,1,2004,1724,LT,4,401800,ST. JOHN'S,107100
69510,1,2002,2046,LT,3,417600,ST. JOHN'S,107100
69641,3.01,2005,3200,LT,4,734000,ST. JOHN'S,231400
69732,1,2003,1612,LT,3,301800,ST. JOHN'S,84900
69884,1,2003,1307,LT,3,307300,ST. JOHN'S,227400
69898,1.01,2004,1447,LT,3,357300,ST. JOHN'S,227400
69907,1.45,2004,1978,LT,3,410000,ST. JOHN'S,227401
69910,1.06,2003,1624,LT,4,440700,ST. JOHN'S,227401
69923,1,2004,1676,LT,3,414100,ST. JOHN'S,227401
69925,1,2005,1606,LT,3,367500,ST. JOHN'S,227401
69928,1,2004,1552,LT,3,350000,ST. JOHN'S,227401
69945,1.03,2004,1625,LT,3,370400,ST. JOHN'S,227402
69955,1,2004,1561,LT,3,369000,ST. JOHN'S,227402
69967,1.1,2005,1452,LT,3,316800,ST. JOHN'S,227403
69986,1,2006,1719,LT,3,391600,ST. JOHN'S,227406
70014,1.06,2005,1726,LT,3,349500,ST. JOHN'S,227406
70032,1.77,2008,2846,LT,3,589100,ST. JOHN'S,227407
70043,1.06,2007,1639,LT,3,375400,ST. JOHN'S,227407
70103,1.02,2006,1677,LT,3,389600,ST. JOHN'S,227407
70242,5,1987,1784,AC,4,426300,ST. JOHN'S,0
70311,1,2004,2276,UN,4,493400,ST. JOHN'S,71300
70525,5.11,1996,2044,AC,3,490200,ST. JOHN'S,74800
70557,5.09,1996,1300,AC,3,256300,ST. JOHN'S,74800
70590,6.5,2002,2260,AC,4,520600,ST. JOHN'S,0
71304,5,2006,2108,AC,3,600000,SUWANNEE,0
71812,5,2011,2559,AC,4,594100,SUWANNEE,0
72080,0.13,1988,1515,UN,3,284100,GAINESVILLE,92800
72105,0.14,2003,1450,LT,3,192800,GAINESVILLE,92801
72146,0.13,2016,1185,LT,3,263600,GAINESVILLE,28000
72154,0.11,2017,992,LT,3,247400,GAINESVILLE,28000
72164,0.11,2017,1185,LT,3,257000,GAINESVILLE,28000
72167,0.11,2017,1481,LT,3,291600,GAINESVILLE,28000
72174,0.11,2017,1576,LT,3,280600,GAINESVILLE,28000
72191,0.13,2009,1595,LT,3,272900,GAINESVILLE,28000
72194,0.13,2016,1185,LT,3,250300,GAINESVILLE,28000
72241,0.1,2016,1185,LT,3,270000,GAINESVILLE,28000
72266,0.1,2016,1433,LT,3,258800,GAINESVILLE,28000
72460,1.1,2022,1350,AC,3,277000,ST. JOHN'S,0
72697,2.67,1974,1888,AC,3,224000,ST. JOHN'S,0
73116,0.18,2004,1837,LT,3,343700,GAINESVILLE,236400
73120,0.11,2004,1422,LT,3,298000,GAINESVILLE,236400
73125,0.11,2004,1347,LT,3,265300,GAINESVILLE,236400
73137,0.09,2004,1401,LT,3,286800,GAINESVILLE,236400
73140,0.09,2004,1442,LT,3,295100,GAINESVILLE,236400
73154,0.11,2005,1462,LT,3,287000,GAINESVILLE,236401
73175,0.12,2005,1462,LT,3,329800,GAINESVILLE,236401
73230,0.07,2007,1226,LT,3,262100,GAINESVILLE,236402
73242,0.05,2016,1223,LT,3,259700,GAINESVILLE,236402
73267,0.05,2017,1184,LT,3,271300,GAINESVILLE,236402
73275,0.04,2016,1482,LT,3,267800,GAINESVILLE,236402
73288,0.05,2016,1057,LT,3,232800,GAINESVILLE,236402
73298,0.05,2016,1057,LT,3,236600,GAINESVILLE,236402
73303,0.11,2007,1352,LT,3,274800,GAINESVILLE,236402
73344,0.21,1985,1185,UN,3,326200,GAINESVILLE,110400
73379,0.22,1981,1245,UN,3,264900,GAINESVILLE,150400
73438,0.2,1991,1709,UN,3,285300,GAINESVILLE,163700
73479,0.18,1977,1114,UN,3,257600,GAINESVILLE,220400
73493,0.2,1978,1638,UN,3,295500,GAINESVILLE,220400
73552,0.18,1978,1215,UN,3,261600,GAINESVILLE,206900
73560,0.18,2021,1599,UN,3,323200,GAINESVILLE,206900
73566,0.18,1983,1537,UN,3,241100,GAINESVILLE,206900
73617,0.2,1974,1140,UN,3,219300,GAINESVILLE,206900
73679,0.23,1959,1296,UN,3,302000,GAINESVILLE,150500
73724,0.18,1985,1210,UN,3,280300,GAINESVILLE,196300
73744,0.22,1989,1260,UN,3,256500,GAINESVILLE,196300
73778,0.23,1972,1584,UN,3,295000,GAINESVILLE,89600
73792,0.23,1960,1271,UN,3,210900,GAINESVILLE,89600
73794,0.23,1959,1396,UN,3,291300,GAINESVILLE,89600
73797,0.23,1960,1594,UN,3,267500,GAINESVILLE,89600
73799,0.23,1960,1118,UN,3,280300,GAINESVILLE,89600
73802,0.27,1972,1236,UN,3,201400,GAINESVILLE,89600
73804,0.23,1960,1118,UN,3,199300,GAINESVILLE,89600
73809,0.23,1959,1296,UN,3,285300,GAINESVILLE,89600
73882,0.25,1972,1522,UN,3,231900,GAINESVILLE,89500
73883,0.25,1972,1410,UN,3,321400,GAINESVILLE,89500
73941,0.19,1978,1356,LT,3,280500,GAINESVILLE,162400
73963,0.04,1988,1084,UN,3,157300,GAINESVILLE,34600
73994,0.04,1984,1780,UN,3,232000,GAINESVILLE,34600
73995,0.03,1984,1108,UN,3,195200,GAINESVILLE,34600
74020,0.04,1983,1133,UN,3,213300,GAINESVILLE,34600
74053,0.02,1985,1256,UN,3,190700,GAINESVILLE,34600
74107,0.26,1967,1228,UN,3,234600,GAINESVILLE,255000
74114,0.21,1974,1202,UN,3,227900,GAINESVILLE,255000
74511,0.27,1947,1172,UN,3,191800,GAINESVILLE,145500
74694,0.44,1951,1056,UN,3,211900,GAINESVILLE,119800
74824,0.09,1979,1616,LT,3,217800,GAINESVILLE,103300
74839,0.09,1980,1002,LT,3,147800,GAINESVILLE,103300
74845,0.09,1979,984,LT,3,174700,GAINESVILLE,103300
74877,0.22,2008,1538,LT,3,288500,GAINESVILLE,243400
74890,0.15,2014,1500,LT,3,287900,GAINESVILLE,243400
74901,0.18,2006,1242,LT,3,234000,GAINESVILLE,243400
74914,0.17,2006,1241,LT,3,236200,GAINESVILLE,243400
75129,0.21,1965,1035,UN,3,219000,GAINESVILLE,32600
75138,0.28,1965,945,UN,3,203900,GAINESVILLE,32600
75173,0.26,1970,975,UN,3,206100,GAINESVILLE,32600
75185,0.2,1965,1269,UN,3,203900,GAINESVILLE,32600
75469,0.25,1959,984,UN,3,197000,GAINESVILLE,95700
75570,0.21,1959,1208,UN,3,212200,GAINESVILLE,95700
75598,0.21,1961,1458,UN,3,194500,GAINESVILLE,95800
75614,0.22,1961,1620,UN,3,274900,GAINESVILLE,95800
75619,0.19,1962,1266,UN,3,221500,GAINESVILLE,95800
75642,0.19,1961,1420,UN,3,193600,GAINESVILLE,95800
75654,0.19,1962,1367,UN,3,136300,GAINESVILLE,95800
75679,0.19,1960,1376,UN,3,246400,GAINESVILLE,95800
75705,0.19,1961,1579,UN,3,244600,GAINESVILLE,95800
75708,0.19,1961,1189,UN,3,244300,GAINESVILLE,95800
75756,0.19,1963,1642,UN,3,237700,GAINESVILLE,95900
75811,0.23,1963,1260,UN,3,209400,GAINESVILLE,95900
75842,0.22,1962,1082,UN,3,185000,GAINESVILLE,95900
75893,0.26,1963,1913,UN,3,250300,GAINESVILLE,95900
76018,0.23,1965,1035,UN,3,204600,GAINESVILLE,96000
76023,0.25,1971,1059,UN,3,257500,GAINESVILLE,96000
76024,0.24,1970,1183,UN,3,174800,GAINESVILLE,96000
76096,0.26,1964,1270,UN,3,215700,GAINESVILLE,96000
76454,0.23,1964,2493,UN,3,405000,GAINESVILLE,184400
76521,0.24,1981,816,UN,3,196000,GAINESVILLE,0
76590,0.32,1946,1074,UN,3,209200,GAINESVILLE,0
76626,0.45,1946,1584,UN,3,284200,GAINESVILLE,156300
76688,0.23,1950,1848,UN,3,263400,GAINESVILLE,156400
76716,0.24,1963,1765,UN,3,293900,GAINESVILLE,86700
76723,0.19,1950,1199,UN,3,168700,GAINESVILLE,67800
76813,0.08,1948,648,UN,3,136100,GAINESVILLE,48300
76827,0.08,1948,621,UN,3,121500,GAINESVILLE,48300
76831,0.16,1929,726,UN,3,148900,GAINESVILLE,48300
76858,0.25,1950,806,UN,3,212700,GAINESVILLE,189500
76937,0.46,1947,2697,SF,3,382500,GAINESVILLE,183400
76942,0.87,1952,2799,UN,3,333300,GAINESVILLE,42000
76964,0.18,1999,1220,UN,3,242000,GAINESVILLE,174400
77020,0.2,1948,773,UN,3,105000,GAINESVILLE,146100
77031,0.15,1954,999,UN,3,220000,GAINESVILLE,146100
77059,0.21,1949,868,UN,3,214000,GAINESVILLE,146100
77077,0.29,1949,1373,UN,3,285700,GAINESVILLE,146100
77220,0.17,1957,1701,UN,3,250000,GAINESVILLE,188100
77221,0.17,1952,900,UN,3,160600,GAINESVILLE,188100
77268,0.17,1952,812,UN,3,176200,GAINESVILLE,188100
77305,0.12,1948,1066,UN,3,212900,GAINESVILLE,188100
77332,0.15,1950,500,LT,3,116900,GAINESVILLE,166000
77454,0.18,1962,972,UN,3,136200,GAINESVILLE,166400
77462,0.15,1953,640,UN,3,104100,GAINESVILLE,166400
77584,0.17,2014,1323,LT,3,286000,GAINESVILLE,244100
77605,0.24,1958,1160,UN,3,236000,GAINESVILLE,155200
77779,0.17,1980,1180,UN,3,258800,GAINESVILLE,149900
77799,0.19,1981,1023,UN,3,251500,GAINESVILLE,150100
77805,0.2,1983,1101,UN,3,243500,GAINESVILLE,150100
77810,0.21,1981,1239,UN,3,247500,GAINESVILLE,150100
78216,1.1,1982,3845,UN,4,1159700,GAINESVILLE,90300
78461,0.37,1976,1500,UN,3,335000,GAINESVILLE,230600
78523,0.02,1987,1118,UN,3,127100,GAINESVILLE,0
78559,0.24,2005,1622,LT,3,335300,GAINESVILLE,240400
78660,0.36,1957,1879,UN,3,308000,GAINESVILLE,44800
78692,0.37,1979,2700,UN,3,502400,GAINESVILLE,62000
78702,0.52,1979,1898,UN,3,425900,GAINESVILLE,62000
78720,0.34,1968,3080,UN,3,483900,GAINESVILLE,61800
78742,0.31,1968,2560,UN,3,455600,GAINESVILLE,61800
78899,0.07,1978,1701,UN,3,204800,GAINESVILLE,0
78933,0.05,1979,2279,UN,4,353900,GAINESVILLE,0
78958,0.06,1981,2380,UN,3,280100,GAINESVILLE,0
78965,0.04,1981,1797,UN,3,230400,GAINESVILLE,0
78983,0.05,1985,2352,UN,3,346200,GAINESVILLE,0
79055,0.2,1995,1914,UN,4,376200,GAINESVILLE,41200
79057,0.2,1992,2312,UN,4,354000,GAINESVILLE,41200
79069,0.31,1993,1836,UN,4,379800,GAINESVILLE,41200
79104,0.35,1965,2154,UN,3,431200,GAINESVILLE,61700
79104,0.35,1965,2154,UN,3,100,GAINESVILLE,61700
79135,0.38,1983,2631,UN,3,485100,GAINESVILLE,61700
79159,0.45,1974,1793,UN,3,328000,GAINESVILLE,61700
79164,0.28,1965,1545,UN,3,369700,GAINESVILLE,61700
79169,0.27,1966,2496,UN,3,578200,GAINESVILLE,61700
79236,0.39,1953,1922,LT,3,339900,GAINESVILLE,98600
79243,0.39,1954,2240,LT,3,318500,GAINESVILLE,98600
79261,0.37,1958,1994,LT,3,320000,GAINESVILLE,98600
79306,2.43,1945,5313,LT,4,861600,GAINESVILLE,59700
79341,0.29,1954,3472,LT,3,396900,GAINESVILLE,59800
79393,0.36,1952,2116,LT,3,217800,GAINESVILLE,60000
79441,0.52,1955,1632,LT,3,348400,GAINESVILLE,60000
79477,0.38,1957,1936,LT,3,498500,GAINESVILLE,60000
79535,0.25,1953,1737,LT,3,338000,GAINESVILLE,118400
79549,0.23,1948,917,LT,3,344100,GAINESVILLE,58000
79555,1.13,1954,2025,LT,3,461400,GAINESVILLE,0
79582,1.27,1951,3691,LT,3,625400,GAINESVILLE,0
79723,0.15,1972,576,UN,3,155600,GAINESVILLE,72300
79852,0.2,1936,1050,LT,3,135000,GAINESVILLE,231300
79895,0.2,1955,754,UN,3,188100,GAINESVILLE,68600
79958,0.24,1939,1165,UN,2,234700,GAINESVILLE,102800
79986,0.16,1946,1064,UN,2,228800,GAINESVILLE,182900
79997,0.17,1947,956,UN,3,216800,GAINESVILLE,183000
80023,0.15,1941,1032,UN,2,242500,GAINESVILLE,183000
80058,0.33,1949,1468,UN,3,353300,GAINESVILLE,114100
80112,0.31,1947,2064,UN,3,325700,GAINESVILLE,89200
80118,0.32,1946,1120,UN,3,222300,GAINESVILLE,89200
80137,0.32,1947,1467,UN,3,291000,GAINESVILLE,89200
80184,0.14,1986,1092,UN,3,252300,GAINESVILLE,103000
80198,0.18,1930,1852,UN,3,292000,GAINESVILLE,103000
80233,0.32,1953,1552,UN,3,285400,GAINESVILLE,103900
80291,0.18,1954,956,UN,3,233300,GAINESVILLE,103900
80338,0.69,1927,3068,UN,3,389500,GAINESVILLE,0
80451,0.17,1953,1580,UN,3,246000,GAINESVILLE,29500
80491,0.22,1947,1170,UN,3,169800,GAINESVILLE,210400
80586,0.16,1928,1240,UN,3,289100,GAINESVILLE,244200
80750,0.8,1977,2016,UN,3,397200,GAINESVILLE,0
80832,0.57,1950,1467,UN,3,253900,GAINESVILLE,0
80959,0.25,1956,1175,UN,3,260100,GAINESVILLE,170900
80970,0.26,1956,1175,UN,3,192200,GAINESVILLE,170900
80977,0.26,1956,1355,UN,3,306000,GAINESVILLE,170900
80988,0.27,1956,1165,UN,3,219600,GAINESVILLE,170900
81087,0.34,1950,1878,UN,3,346500,GAINESVILLE,127100
81146,0.28,1950,1167,UN,3,266800,GAINESVILLE,85300
81163,0.42,1953,2030,UN,3,308600,GAINESVILLE,46800
81190,0.27,1955,1908,UN,3,318500,GAINESVILLE,46800
81240,0.14,1925,1437,UN,3,439000,GAINESVILLE,54100
81246,0.12,1955,924,UN,3,300600,GAINESVILLE,54100
81375,0.17,1947,1284,UN,3,220200,GAINESVILLE,53600
81377,0.26,1940,2272,UN,3,577000,GAINESVILLE,53600
81411,0.23,2006,2339,LT,4,618800,GAINESVILLE,132000
81418,0.2,2000,2216,UN,3,472800,GAINESVILLE,53400
81459,0.23,1949,1072,UN,3,252600,GAINESVILLE,67200
81469,0.23,1946,985,UN,3,235200,GAINESVILLE,67200
81509,0.26,1949,1120,UN,3,225300,GAINESVILLE,67200
81560,0.45,1948,1326,UN,3,395300,GAINESVILLE,95000
81562,0.27,1948,1014,UN,3,146800,GAINESVILLE,95000
81604,0.23,1958,1056,UN,3,200200,GAINESVILLE,157700
81655,0.21,1958,1534,UN,3,285700,GAINESVILLE,95300
81682,0.26,1958,1426,UN,3,232900,GAINESVILLE,95400
81707,0.26,1958,1279,UN,3,228700,GAINESVILLE,95500
81752,0.25,1948,1455,UN,3,361300,GAINESVILLE,56100
81773,0.27,1950,1684,UN,3,372900,GAINESVILLE,56100
81810,0.23,1950,896,UN,3,261800,GAINESVILLE,56100
81836,0.2,1955,1128,UN,3,215000,GAINESVILLE,32100
81837,0.2,1956,1224,UN,3,277300,GAINESVILLE,32100
81859,0.2,1955,1324,UN,3,182300,GAINESVILLE,32100
81883,0.34,1956,1493,UN,3,296300,GAINESVILLE,32100
81892,0.21,1957,1104,UN,3,293900,GAINESVILLE,32100
81977,0.24,1959,1170,UN,3,264900,GAINESVILLE,32200
81981,0.24,1958,1292,UN,3,231800,GAINESVILLE,32200
81990,0.27,1958,1066,UN,3,233000,GAINESVILLE,32200
82041,0.24,1959,1189,UN,3,196000,GAINESVILLE,31900
82079,0.25,1959,1544,UN,3,100,GAINESVILLE,31900
82079,0.25,1959,1544,UN,3,142600,GAINESVILLE,31900
82079,0.25,1959,1544,UN,3,155200,GAINESVILLE,31900
82079,0.25,1959,1544,UN,3,100,GAINESVILLE,31900
82136,0.23,1960,1173,UN,3,187300,GAINESVILLE,32400
82144,0.23,1960,1427,UN,3,220500,GAINESVILLE,32400
82168,0.23,1960,920,UN,3,187400,GAINESVILLE,32400
82257,0.23,1963,1008,UN,3,148400,GAINESVILLE,32500
82269,0.23,1960,1840,UN,3,282500,GAINESVILLE,32500
82280,0.25,1963,1554,UN,3,271100,GAINESVILLE,32500
82346,0.15,1948,984,UN,3,82400,GAINESVILLE,19100
82430,0.09,2007,1173,UN,3,199300,GAINESVILLE,157300
82459,0.09,1900,752,UN,3,113400,GAINESVILLE,157300
82490,0.11,1935,853,UN,3,160000,GAINESVILLE,174900
82519,0.23,1958,1120,UN,3,181300,GAINESVILLE,140500
82562,0.23,1967,1276,UN,3,197000,GAINESVILLE,194000
82580,0.2,1964,1402,UN,3,242100,GAINESVILLE,33000
