prop_id,legal_acreage,yr_blt,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,abs_subdv_cd
27154,0.62,2005,1744,AC,3,279200,LACROSSE,0
27217,0.71,1975,877,AC,3,122300,SUWANNEE,0
27568,6.7,2001,1800,AC,3,396700,SUWANNEE,400
28299,0.69,2000,1995,LT,3,343000,ALACHUA,0
28358,0.17,1979,1872,LT,3,283200,ALACHUA,201200
28444,0.78,1995,3404,UN,5,557400,ALACHUA,202603
28445,0.26,1980,1608,LT,4,295500,ALACHUA,202603
28462,0.2,1991,1492,LT,4,253900,ALACHUA,201300
28568,0.09,2014,1479,LT,3,318200,ALACHUA,245200
28587,0.09,2014,1292,LT,3,283600,ALACHUA,245200
28730,0.1,2007,2271,LT,4,345000,ALACHUA,201400
28840,0.28,1995,2449,LT,4,424200,ALACHUA,201800
28857,0.18,1996,1845,LT,4,350800,ALACHUA,201800
28903,0.7,2006,3957,LT,5,686800,ALACHUA,0
29234,0.04,2005,1243,LT,4,258000,ALACHUA,225200
29444,0.27,2003,1232,LT,3,277100,ALACHUA,202400
29460,0.09,2017,1382,LT,3,292500,ALACHUA,202400
29464,0.18,1999,1608,LT,4,307900,ALACHUA,202400
29672,0.55,1995,1994,UN,3,442400,ALACHUA,50500
29689,0.35,1994,2028,UN,3,397200,ALACHUA,50500
29838,0.27,2002,1857,LT,3,320900,ALACHUA,33600
30147,0.13,1983,912,LT,3,197400,GAINESVILLE,200400
30333,0.1,1987,1152,LT,3,189600,GAINESVILLE,200500
30354,0.13,1985,1196,LT,3,211400,GAINESVILLE,200500
30420,0.11,1986,1200,LT,3,172100,GAINESVILLE,201000
30500,0.1,1986,1372,LT,3,230300,GAINESVILLE,200900
30563,0.11,1984,960,LT,3,186100,GAINESVILLE,200700
30566,0.12,1985,1152,LT,3,206700,GAINESVILLE,200700
30569,0.12,1985,1152,LT,3,186700,GAINESVILLE,200700
30735,0.89,1993,3260,LT,4,378800,GAINESVILLE,18000
30755,0.47,1993,2894,LT,4,523100,GAINESVILLE,18100
30812,0.46,2000,2915,LT,4,571300,GAINESVILLE,18300
30977,0.06,2002,1207,LT,3,220600,GAINESVILLE,230000
31212,0.05,1995,1038,UN,3,221900,GAINESVILLE,17400
31339,0.13,2008,2078,LT,3,376700,GAINESVILLE,245800
31375,0.13,2013,1729,LT,3,331200,GAINESVILLE,245800
31416,0.13,2010,1761,LT,3,317200,GAINESVILLE,245800
31462,0.21,2011,1895,LT,3,366200,GAINESVILLE,245800
31687,0.27,1976,1633,UN,3,220000,GAINESVILLE,142600
31747,0.38,1981,1383,UN,3,236900,GAINESVILLE,142100
31794,0.63,1980,1690,UN,3,396100,GAINESVILLE,142100
31834,0.32,1979,1493,UN,3,282500,GAINESVILLE,142100
31920,0.39,1974,1914,UN,3,279600,GAINESVILLE,141600
32126,0.38,1978,1800,UN,3,278100,GAINESVILLE,141900
32168,0.29,1984,956,UN,3,154100,GAINESVILLE,142700
32312,0.23,1974,1196,UN,3,247500,GAINESVILLE,142200
32646,0.25,1978,1500,UN,3,267100,GAINESVILLE,142400
32995,0.2,1994,1431,LT,4,316500,GAINESVILLE,189702
33058,0.24,1995,1863,LT,4,345800,GAINESVILLE,189704
33473,0.04,1986,1192,UN,3,196000,GAINESVILLE,128301
33768,0.27,1993,1698,LT,3,320000,GAINESVILLE,253100
33835,0.22,1996,1334,LT,3,269300,GAINESVILLE,253102
33918,0.2,1995,1590,LT,3,350400,GAINESVILLE,74402
33934,0.25,1995,2040,LT,3,374500,GAINESVILLE,74402
34040,0.28,1994,1975,LT,3,399700,GAINESVILLE,203600
34290,0.36,1985,1794,UN,3,319500,SUWANNEE,47200
34413,0.9,1985,2082,UN,4,355500,SUWANNEE,182100
34704,1.02,1979,2756,UN,3,532400,SUWANNEE,121200
35249,0.41,1996,2611,LT,5,595900,ST. JOHN'S,218500
35329,0.22,1987,1248,UN,3,282200,ST. JOHN'S,187601
35623,0.41,1977,2178,UN,3,269500,ST. JOHN'S,54400
35680,2.03,1984,4813,UN,5,1007300,ST. JOHN'S,92700
36056,0.64,1990,2927,UN,4,585000,ST. JOHN'S,101502
36122,0.5,1994,3368,LT,5,750000,ST. JOHN'S,101505
36875,0.32,1971,1460,LT,3,191300,GAINESVILLE,143700
37037,0.17,1997,1259,LT,3,270300,GAINESVILLE,31501
37098,0.25,1997,1927,LT,3,338100,GAINESVILLE,31502
37201,0.17,2000,1615,LT,3,298500,GAINESVILLE,31504
37432,0.37,1973,1608,LT,3,308700,GAINESVILLE,144400
37475,0.24,1973,1453,LT,3,203800,GAINESVILLE,144500
37516,0.33,1974,1527,LT,3,225000,GAINESVILLE,144600
37535,0.37,1973,1449,LT,3,316000,GAINESVILLE,144600
37724,0.18,1992,2136,LT,3,392700,GAINESVILLE,235602
38159,0.2,1981,1152,UN,3,225200,GAINESVILLE,183701
38349,0.24,1980,1041,UN,3,227500,GAINESVILLE,183800
38411,0.2,1984,1260,UN,3,275600,GAINESVILLE,183900
38415,0.2,1985,1258,UN,3,213800,GAINESVILLE,183900
38498,0.18,1989,1219,UN,3,270100,GAINESVILLE,184000
38535,0.03,1983,1513,UN,3,242000,GAINESVILLE,199200
38555,0.03,1983,1068,UN,3,123700,GAINESVILLE,199200
38720,0.21,1977,1435,UN,3,279000,GAINESVILLE,183500
38806,0.22,1978,972,UN,3,166800,GAINESVILLE,183700
39075,0.23,1971,1266,UN,3,250500,GAINESVILLE,144200
39118,0.24,1972,1446,UN,3,300400,GAINESVILLE,143900
39261,0.33,1972,1324,UN,3,308900,GAINESVILLE,143400
39365,0.46,1987,2111,LT,4,429400,GAINESVILLE,171302
39596,0.14,2000,1224,LT,3,269100,GAINESVILLE,149102
39636,0.12,2000,1248,LT,3,248900,GAINESVILLE,149102
39740,1.22,1985,3103,UN,4,709400,GAINESVILLE,37200
39803,0.39,1980,2638,UN,3,281900,GAINESVILLE,53200
39972,0.27,1965,1792,UN,3,356400,GAINESVILLE,164800
39992,0.42,1976,1711,UN,3,279600,GAINESVILLE,114300
40011,0.45,1984,2102,UN,3,412300,GAINESVILLE,37300
40237,0.11,2007,2218,LT,4,480700,GAINESVILLE,235300
40552,0.34,1974,1796,UN,3,372300,GAINESVILLE,206300
40864,0.36,1983,1526,UN,3,300600,GAINESVILLE,153000
40990,0.02,1989,1050,UN,3,100,GAINESVILLE,153100
40990,0.02,1989,1050,UN,3,192500,GAINESVILLE,153100
41027,0.02,1989,1050,UN,3,207400,GAINESVILLE,153100
41137,0.04,1987,1232,UN,3,225300,GAINESVILLE,0
41388,0.21,1985,1136,UN,3,237000,ST. JOHN'S,8700
41489,0.29,1973,1723,UN,3,382500,GAINESVILLE,134700
41618,0.25,1989,1958,UN,4,100,ST. JOHN'S,254000
41618,0.25,1989,1958,UN,4,360000,ST. JOHN'S,254000
41804,0.03,1981,899,UN,3,191000,ST. JOHN'S,196800
41827,0.02,1981,899,UN,3,183600,ST. JOHN'S,196800
41884,0.03,1984,818,UN,3,143600,ST. JOHN'S,196700
41906,0.02,1984,929,UN,3,169400,ST. JOHN'S,196700
41969,0.2,1981,1346,UN,3,301300,ST. JOHN'S,89800
41970,0.2,1982,1340,UN,3,288700,ST. JOHN'S,89800
42076,0.23,1980,1197,UN,3,266500,ST. JOHN'S,13402
42259,1.4,1992,2905,LT,5,696900,ST. JOHN'S,165702
42341,0.2,1992,1467,LT,3,249300,ST. JOHN'S,28100
42361,0.28,1994,1756,LT,3,330000,GAINESVILLE,28101
42365,0.21,1994,1516,LT,3,308700,GAINESVILLE,28101
42593,0.35,1961,1905,UN,3,372100,ST. JOHN'S,0
42696,0.36,1984,1636,UN,3,334300,ST. JOHN'S,89900
42759,0.39,1983,1652,LT,4,310800,ST. JOHN'S,147400
42846,0.32,1979,2642,UN,3,392000,ST. JOHN'S,223200
42866,0.31,1986,2129,UN,4,402900,ST. JOHN'S,133500
42965,0.21,1993,1502,UN,3,313200,ST. JOHN'S,11405
42985,0.22,1988,1903,UN,3,308400,ST. JOHN'S,140700
43178,0.2,1987,1585,UN,4,331500,ST. JOHN'S,187700
43195,0.29,1990,1902,UN,4,396900,ST. JOHN'S,187800
43198,0.23,1989,1660,UN,4,350400,ST. JOHN'S,187800
43469,0.04,2005,1935,LT,3,326800,ST. JOHN'S,217500
43486,0.03,2008,938,LT,3,220100,ST. JOHN'S,217500
43566,0.02,2001,1568,LT,3,284300,ST. JOHN'S,217500
43675,0.22,2003,2748,LT,4,481000,ST. JOHN'S,227200
43739,0.23,2004,2379,LT,4,421400,ST. JOHN'S,236300
43798,0.04,1988,1367,UN,3,186800,ST. JOHN'S,124400
44007,0.02,2005,1680,LT,3,259100,ST. JOHN'S,98302
44011,0.02,2003,1680,LT,3,261800,ST. JOHN'S,98302
44048,0.19,1998,1482,LT,3,230800,ST. JOHN'S,98302
44087,0.4,1982,1788,UN,3,274400,ST. JOHN'S,145300
44216,0.54,1972,2276,UN,4,395100,ST. JOHN'S,144900
44648,0.11,2004,2052,LT,4,346500,ST. JOHN'S,239300
44671,0.17,2004,2548,LT,4,423700,ST. JOHN'S,239300
44801,0.12,2017,2760,LT,4,536200,ST. JOHN'S,239303
44927,0.24,2004,1552,LT,3,337900,ST. JOHN'S,237500
44990,0.33,1996,1883,LT,4,370700,ST. JOHN'S,37500
45089,0.18,1997,1353,UN,4,343100,ST. JOHN'S,51301
45112,0.24,1998,2062,LT,4,302100,ST. JOHN'S,51302
45654,0.23,1960,1000,UN,3,188600,ST. JOHN'S,214300
45671,0.23,1963,973,UN,3,140400,ST. JOHN'S,214400
45716,0.23,1972,1274,UN,3,223200,ST. JOHN'S,214400
45780,0.28,1970,1724,UN,3,292100,ST. JOHN'S,157900
45797,0.33,1970,2086,UN,3,197900,ST. JOHN'S,158000
45819,0.48,1971,2252,UN,3,330900,ST. JOHN'S,158100
45920,0.24,1971,1195,UN,3,275400,GAINESVILLE,155501
45943,0.23,1969,1706,UN,3,267800,GAINESVILLE,155501
46068,0.05,1991,1538,UN,3,258300,GAINESVILLE,109500
46294,0.09,2004,2323,LT,4,494700,GAINESVILLE,231800
46301,0.09,2006,1980,LT,4,468100,GAINESVILLE,231800
46337,0.07,2008,1864,LT,4,437800,GAINESVILLE,231800
46510,0.37,1969,2787,UN,3,404800,GAINESVILLE,186600
46569,0.33,1970,2985,UN,3,472100,GAINESVILLE,186800
46755,0.04,1988,1540,UN,3,210200,GAINESVILLE,114900
46921,0.24,1962,1598,UN,3,300600,GAINESVILLE,149300
46961,0.23,1971,1090,UN,3,216100,GAINESVILLE,149400
47044,0.19,1975,1604,UN,3,318700,GAINESVILLE,149600
47151,0.29,1959,1362,UN,3,306700,GAINESVILLE,37900
47214,0.31,1961,1294,UN,3,249500,GAINESVILLE,216200
47234,0.23,1961,1398,UN,3,246300,GAINESVILLE,57900
47253,0.23,1964,1400,UN,3,331800,GAINESVILLE,57900
47257,0.23,1964,1125,UN,3,267300,GAINESVILLE,57900
47443,0.35,1960,2696,LT,3,162700,GAINESVILLE,117100
47443,0.35,1960,2696,LT,3,183800,GAINESVILLE,117100
47529,0.43,1963,1502,LT,3,343300,GAINESVILLE,156000
47714,0.29,1962,1340,UN,3,259700,GAINESVILLE,214600
47778,0.59,1986,2813,UN,4,521700,GAINESVILLE,220200
48544,0.52,1984,2355,UN,4,584300,GAINESVILLE,163800
48561,1.24,1967,4400,LT,5,1208400,GAINESVILLE,53300
48611,0.22,1945,1425,UN,3,301000,GAINESVILLE,4300
48757,0.17,1950,1460,UN,3,396000,GAINESVILLE,91201
49106,0.32,1978,1260,UN,3,343200,GAINESVILLE,16400
49109,0.36,2000,2293,UN,3,520400,GAINESVILLE,16400
49355,0.24,1957,1032,UN,3,223700,GAINESVILLE,221800
49398,0.25,1956,1328,UN,3,252600,GAINESVILLE,72800
49441,0.25,1956,1498,UN,3,337500,GAINESVILLE,72800
49484,0.24,1956,1340,UN,3,255500,GAINESVILLE,72800
49520,0.25,1964,1566,UN,3,277200,GAINESVILLE,215700
49540,0.24,1971,1781,UN,3,351900,GAINESVILLE,174100
49560,0.25,1963,2324,UN,3,302600,GAINESVILLE,215701
49564,0.23,1981,1767,UN,3,248900,GAINESVILLE,36400
49590,0.42,1966,1670,UN,3,272700,GAINESVILLE,72000
50021,0.4,1966,1878,UN,3,365600,GAINESVILLE,58900
50081,0.31,1966,1792,UN,3,306800,GAINESVILLE,4000
50274,0.4,1958,2323,UN,3,395000,GAINESVILLE,58800
50420,0.03,1985,1290,UN,3,181700,GAINESVILLE,254202
50585,0.37,1969,1700,UN,3,260000,GAINESVILLE,13800
50625,0.73,1966,2560,UN,3,377300,GAINESVILLE,50800
50818,0.03,1998,1508,LT,4,231300,GAINESVILLE,0
50874,0.02,2000,1296,LT,4,258200,GAINESVILLE,0
50984,0.02,1982,1016,UN,3,94800,ST. JOHN'S,177500
52348,1.22,1975,2688,UN,4,638600,ST. JOHN'S,28300
52474,1,1977,3074,UN,4,470300,ST. JOHN'S,188400
52560,0.96,1986,2010,UN,4,374600,ST. JOHN'S,188400
52643,0.31,1980,1450,UN,3,272400,ST. JOHN'S,214800
52703,3,1963,1976,AC,3,266200,ST. JOHN'S,0
52812,0.35,1986,1982,UN,3,343700,ST. JOHN'S,83900
52816,0.39,1975,1776,UN,3,340800,ST. JOHN'S,83900
52915,0.23,2000,1792,LT,3,425200,ST. JOHN'S,84500
52955,6.41,1990,3459,AC,5,875500,ST. JOHN'S,197200
53161,0.93,2013,2470,LT,4,650000,ST. JOHN'S,224300
53225,1.09,1981,2048,LT,3,369000,ST. JOHN'S,171400
53310,0.59,1998,2681,LT,4,590200,ST. JOHN'S,30404
53659,0.46,1991,2747,LT,4,681900,ST. JOHN'S,8802
53689,0.24,1981,1626,UN,3,286400,ST. JOHN'S,222100
53892,0.26,1986,1526,UN,3,321900,ST. JOHN'S,56201
54061,0.16,2003,1944,LT,4,398300,ST. JOHN'S,228500
54515,0.07,1984,1030,UN,3,191900,ST. JOHN'S,33300
54519,0.04,1984,1016,UN,3,189500,ST. JOHN'S,33300
54522,0.06,1984,1016,UN,3,174400,ST. JOHN'S,33300
55039,0.07,1981,890,UN,3,92200,ST. JOHN'S,198400
55222,0.02,1987,1106,UN,3,196800,GAINESVILLE,169300
55306,0.03,1987,1370,UN,3,179100,GAINESVILLE,169300
55454,0.13,1985,1683,LT,3,279000,GAINESVILLE,207702
55597,0.45,1979,1862,UN,4,422900,ST. JOHN'S,189100
55618,0.35,1978,2330,UN,3,350500,ST. JOHN'S,189100
55873,0.03,1985,880,LT,3,120000,GAINESVILLE,121000
56431,0.01,1983,900,UN,3,127500,GAINESVILLE,130302
56437,0.02,1984,1046,UN,3,189100,GAINESVILLE,130301
56451,0.02,1985,1094,UN,3,178400,GAINESVILLE,130301
56473,0.02,1984,1094,UN,3,137400,GAINESVILLE,130301
56476,0.01,1984,1094,UN,3,139600,GAINESVILLE,130301
56537,0.01,1983,1138,UN,3,170300,GAINESVILLE,130301
56577,0.01,1983,1062,UN,3,154500,GAINESVILLE,130301
56599,0.02,1984,1046,UN,3,158400,GAINESVILLE,130301
58160,1.06,1973,3309,UN,3,560300,ST. JOHN'S,107900
58266,1.03,1987,2765,LT,4,613100,ST. JOHN'S,108300
58386,0.06,2014,1455,LT,4,323300,ST. JOHN'S,246600
58431,0.6,2004,2911,LT,5,765300,ST. JOHN'S,232100
58448,0.48,2006,2452,LT,5,687800,ST. JOHN'S,232100
58557,0.58,2016,2995,LT,5,944100,ST. JOHN'S,232103
58824,0.53,1987,1614,UN,3,353400,ST. JOHN'S,219300
59116,0.3,1987,1343,UN,3,314300,ST. JOHN'S,206700
59384,0.36,1983,1592,UN,4,365000,ST. JOHN'S,77300
59451,0.27,1986,1696,UN,3,352500,ST. JOHN'S,77300
59656,0.06,1984,992,UN,3,186200,ST. JOHN'S,82100
59703,0.1,1991,1420,UN,3,294500,ST. JOHN'S,82200
59782,0.34,1989,2233,UN,4,543400,ST. JOHN'S,82500
59786,0.42,1989,1918,UN,4,512100,ST. JOHN'S,82500
59945,0.2,1985,1430,UN,3,278200,ST. JOHN'S,77500
60011,0.28,1988,2137,UN,3,400800,ST. JOHN'S,77600
60012,0.27,1988,1503,UN,3,337300,ST. JOHN'S,77600
60114,0.35,1992,2320,UN,4,426100,ST. JOHN'S,78000
60161,0.21,1992,1536,LT,3,365000,ST. JOHN'S,78100
60178,0.11,1995,1883,LT,4,416500,ST. JOHN'S,78200
60197,0.11,1993,1501,LT,4,399000,ST. JOHN'S,78200
60344,0.33,1992,2153,LT,3,574200,ST. JOHN'S,78400
60596,0.11,1998,2805,LT,5,613700,ST. JOHN'S,78700
60659,0.21,1995,2188,LT,4,508500,ST. JOHN'S,79000
60721,0.41,1995,3485,LT,5,775000,ST. JOHN'S,254500
60950,1.1,1993,5170,LT,5,1044500,ST. JOHN'S,79800
61014,0.07,1999,2060,LT,4,503500,ST. JOHN'S,80000
61096,0.04,2004,1735,LT,4,348700,ST. JOHN'S,80300
61110,0.12,1999,1791,LT,4,401900,ST. JOHN'S,80400
61385,0.11,2000,1894,LT,4,390300,ST. JOHN'S,83300
61531,0.11,2004,2164,LT,4,489300,ST. JOHN'S,227300
61820,0.34,2004,3302,LT,5,828300,ST. JOHN'S,232601
62384,0.06,1983,1016,UN,3,119800,ST. JOHN'S,234713
62467,0.04,1983,788,UN,3,92300,ST. JOHN'S,234809
63317,0.05,1987,952,LT,3,145200,ST. JOHN'S,89300
64276,0.29,2001,2211,LT,4,433100,ST. JOHN'S,125706
64296,0.22,2001,2144,LT,4,415800,ST. JOHN'S,125706
64359,0.36,2003,2527,LT,4,525400,ST. JOHN'S,230700
64967,0.18,2004,3024,LT,4,529700,ST. JOHN'S,239200
65003,0.17,2005,1792,LT,4,377900,ST. JOHN'S,239200
65046,0.2,2005,1689,LT,4,389400,ST. JOHN'S,239201
65050,0.17,2005,2298,LT,4,444100,ST. JOHN'S,239201
65175,0.2,2007,2930,LT,4,543800,ST. JOHN'S,239251
65398,0.16,2014,1917,LT,4,442500,ST. JOHN'S,251500
65507,0.62,1959,2339,UN,3,171700,ST. JOHN'S,120100
65650,0.95,1986,3744,UN,4,733700,ST. JOHN'S,179700
65773,1.03,1970,2464,UN,4,349500,ST. JOHN'S,161400
66029,0.23,2000,1833,LT,3,351500,ST. JOHN'S,233600
66069,0.31,1972,1632,UN,3,337300,ST. JOHN'S,175200
66215,0.65,1972,1706,UN,3,307700,ST. JOHN'S,36600
66317,1.44,1992,2028,UN,3,456300,ST. JOHN'S,161700
66842,0.49,1978,3791,UN,4,530300,ST. JOHN'S,42400
67148,0.63,1956,1326,UN,3,261000,ST. JOHN'S,0
67174,0.22,2009,1760,LT,3,405000,GAINESVILLE,234300
67917,0.1,1990,907,UN,3,177300,GAINESVILLE,175600
67920,0.08,1990,907,UN,3,155000,GAINESVILLE,175600
67940,0.09,1988,1139,UN,3,163700,GAINESVILLE,175600
69374,3.32,1980,3431,AC,3,744600,ST. JOHN'S,195700
69918,1.03,2004,1486,LT,3,421900,ST. JOHN'S,227401
72019,0.98,1970,1222,UN,3,282200,ST. JOHN'S,0
73101,0.17,2004,1846,LT,3,385100,GAINESVILLE,236400
73270,0.05,2016,1604,LT,3,327500,GAINESVILLE,236402
73290,0.05,2014,1217,LT,3,252200,GAINESVILLE,236402
73290,0.05,2014,1217,LT,3,0,GAINESVILLE,236402
73476,0.18,1980,1227,UN,3,265200,GAINESVILLE,220400
73682,0.23,1959,1660,UN,3,326400,GAINESVILLE,150500
74034,0.04,1984,1737,UN,3,247600,GAINESVILLE,34600
74518,0.35,1958,1464,UN,3,168500,GAINESVILLE,145500
74664,0.34,1956,1252,UN,3,225200,GAINESVILLE,119800
74721,0.43,1951,1096,LT,3,190600,GAINESVILLE,119800
75574,0.21,1960,1040,UN,3,182200,GAINESVILLE,95700
75803,0.22,1962,1127,UN,3,180000,GAINESVILLE,95900
76994,0.62,1931,1740,UN,3,276900,GAINESVILLE,121700
77057,0.21,1949,977,UN,3,178300,GAINESVILLE,146100
77306,0.12,1948,754,UN,3,156600,GAINESVILLE,188100
77675,0.15,1977,875,UN,3,177500,GAINESVILLE,157000
77827,0.18,1983,1384,UN,3,246000,GAINESVILLE,150100
78491,3.09,1986,3515,AC,4,976000,GAINESVILLE,0
79530,0.25,1950,1508,LT,3,294200,GAINESVILLE,22400
79742,0.22,1947,1066,UN,3,113500,GAINESVILLE,57500
79756,0.23,1962,1239,UN,3,229300,GAINESVILLE,66500
79925,0.17,1940,1152,UN,3,252500,GAINESVILLE,68600
81448,0.23,1949,940,UN,3,209700,GAINESVILLE,67200
81531,0.26,1948,927,UN,3,254800,GAINESVILLE,95000
82238,0.23,1963,1555,UN,3,221500,GAINESVILLE,32500
82255,0.23,1963,1250,UN,3,180300,GAINESVILLE,32500
82922,0.16,2003,1590,LT,3,244700,GAINESVILLE,34900
83154,0.18,1958,1108,UN,3,193800,GAINESVILLE,51100
83509,0.24,2005,1330,LT,3,206700,ST. JOHN'S,237100
83772,0.17,1970,1863,UN,3,234500,GAINESVILLE,46400
83878,0.1,1946,747,UN,3,97900,GAINESVILLE,137600
84313,0.29,1954,925,UN,3,76500,GAINESVILLE,85900
85083,0.18,2021,1362,UN,3,241400,GAINESVILLE,113300
85979,0.35,1955,1011,UN,3,184300,GAINESVILLE,181600
86068,0.3,1940,1424,SF,3,371300,GAINESVILLE,0
87857,0.16,1930,1800,SF,3,467300,GAINESVILLE,23100
88976,0.13,1930,1906,SF,3,428000,GAINESVILLE,66000
89583,0.12,1932,1575,SF,3,393200,GAINESVILLE,177100
89829,0.45,1955,3180,UN,3,558000,GAINESVILLE,61500
91618,0.46,1968,1722,UN,3,229000,GAINESVILLE,58300
94993,0.38,1960,1088,LT,3,150000,MICANOPY,179500
95345,0.36,1960,1048,UN,3,198000,MICANOPY,0
95806,5.1,1900,1236,AC,3,202600,SUWANNEE,0
96885,7.5,1900,2340,AC,2,73400,ST. JOHN'S,0
97240,3.68,1980,1986,AC,3,357700,ST. JOHN'S,0
99198,0.13,1948,672,UN,3,88900,ST. JOHN'S,181800
100838,0.65,1930,1271,UN,2,124400,SUWANNEE,179000
102796,0.53,2001,1497,LT,3,224400,HAWTHORNE,193400
103002,0.25,1987,2098,UN,3,234400,HAWTHORNE,95200
105564,0.14,2016,1456,LT,3,301300,NEWBERRY,255300
105644,0.34,2015,2881,LT,4,729000,SUWANNEE,240004
105959,0.19,2015,2374,LT,4,577000,GAINESVILLE,256101
106460,0.11,2017,1973,LT,4,445900,SUWANNEE,242101
106463,0.11,2017,1973,LT,4,441500,SUWANNEE,242101
106546,0.37,2018,4188,LT,5,993100,SUWANNEE,255203
106712,0.15,2017,1856,LT,4,401800,GAINESVILLE,245830
106895,0.6,2016,3201,UN,5,989400,ST. JOHN'S,232140
107187,0.1263,2018,1559,LT,3,405000,ST. JOHN'S,2593
107545,0.2512,2017,1983,LT,5,545000,SUWANNEE,255204
107731,0.2235,2018,2265,LT,4,639200,SUWANNEE,259600
108083,0.166,2021,1792,LT,5,468200,GAINESVILLE,256102
108186,0.1724,2021,2002,LT,4,570000,SUWANNEE,262900
300022,0.13,2021,2310,LT,4,690500,SUWANNEE,199318
1628,1,2004,2004,LT,3,443500,HIGH SPRINGS,167000
1960,0.21,2013,1593,LT,3,308600,HIGH SPRINGS,247500
2043,0.2,2016,1394,LT,3,276900,HIGH SPRINGS,247500
2899,0.52,1954,1297,SF,3,168800,HIGH SPRINGS,64600
3706,0.09,2022,1200,UN,3,210200,HIGH SPRINGS,71600
4104,0.23,1970,1012,UN,3,159300,HIGH SPRINGS,152600
5086,0.4,1977,1323,LT,3,169800,HIGH SPRINGS,180500
5100,0.34,1975,1142,LT,3,252100,HIGH SPRINGS,180500
7476,1,2004,1763,LT,3,414000,NEWBERRY,138503
7808,0.19,2011,1383,LT,3,286500,NEWBERRY,241902
8014,0.23,2006,1622,LT,3,300000,NEWBERRY,236105
8017,0.23,2006,1555,LT,3,296100,NEWBERRY,236105
9328,0.17,1975,1092,UN,3,201500,NEWBERRY,124200
9846,0.41,1990,1647,LT,3,247500,NEWBERRY,165300
11578,5.01,1995,1847,AC,3,509500,SUWANNEE,12800
11804,1.32,2005,1947,AC,3,391100,SUWANNEE,1700
12259,1.05,2003,2209,LT,4,511800,ALACHUA,123802
12368,0.16,2017,1739,LT,3,355400,HIGH SPRINGS,246700
12803,0.17,2008,1868,LT,2,283200,ALACHUA,248200
13991,0.18,1976,1052,UN,3,187400,ALACHUA,212900
14137,0.35,1952,1762,LT,3,281800,ALACHUA,38600
14177,0.1,1950,768,LT,3,108700,ALACHUA,38600
14426,0.11,1935,800,UN,3,42900,ALACHUA,76600
14552,0.23,2005,1532,LT,3,290300,ALACHUA,232201
14801,0.23,1959,1216,LT,3,230300,ALACHUA,29400
15860,7.53,1985,2962,AC,3,542300,ALACHUA,177300
18010,2.54,2012,3510,AC,4,1089000,SUWANNEE,0
18359,0.21,1997,1646,LT,4,338600,SUWANNEE,212701
18402,1,1998,1352,LT,4,299400,SUWANNEE,212800
18525,2.5,1966,2128,AC,3,128200,SUWANNEE,0
18648,0.46,2007,2703,LT,4,710000,SUWANNEE,240000
18966,0.2,2010,1931,LT,4,401700,SUWANNEE,239802
19816,0.05,2015,1184,LT,3,259900,SUWANNEE,245304
20271,0.23,2008,2683,LT,4,595400,SUWANNEE,245500
20360,0.2,1995,1864,LT,4,358400,SUWANNEE,92200
20563,0.06,2004,1515,LT,4,309900,SUWANNEE,235800
20589,0.24,1995,2092,LT,4,446300,SUWANNEE,193701
20709,0.2,2003,1414,LT,3,292100,SUWANNEE,233500
20792,5.18,2017,2733,AC,5,1339800,SUWANNEE,0
20798,2,1992,6495,AC,5,1326300,SUWANNEE,173600
20858,0.39,2012,2904,LT,4,622000,SUWANNEE,243500
20898,1.76,1979,2483,AC,3,187300,SUWANNEE,0
21087,0.31,2002,3234,LT,4,785800,SUWANNEE,199301
21273,0.14,2006,2995,LT,4,663800,SUWANNEE,199308
21333,0.17,2007,2013,LT,4,455500,SUWANNEE,199310
21605,1.06,1980,1192,LT,3,309700,SUWANNEE,213800
22146,1.15,1973,1884,AC,3,307100,SUWANNEE,0
22687,1.01,2014,5361,AC,5,1519000,SUWANNEE,241101
22727,1,1997,2802,LT,4,710800,SUWANNEE,11105
22793,1.63,2007,5434,LT,6,1894400,SUWANNEE,229900
22899,1.03,1995,2646,LT,4,499000,SUWANNEE,151300
49351,0.24,1956,1450,UN,3,321100,GAINESVILLE,221800
49637,0.24,1998,1826,LT,4,356700,GAINESVILLE,152000
50035,0.3,1973,2176,UN,3,397800,GAINESVILLE,4000
50512,1.35,1992,3143,UN,3,634400,GAINESVILLE,13700
51030,0.02,1982,1016,UN,3,165800,ST. JOHN'S,177400
51054,0.02,1983,1016,UN,3,122700,ST. JOHN'S,177400
52657,0.3,1981,1898,UN,3,284000,ST. JOHN'S,214800
52743,0.37,1978,1632,UN,3,274500,ST. JOHN'S,84200
53596,0.22,1977,1489,UN,3,221500,ST. JOHN'S,216000
53988,0.35,1993,2429,UN,4,493000,ST. JOHN'S,193500
54260,0.27,2004,3093,LT,4,637800,ST. JOHN'S,237200
54818,0.06,1984,923,UN,3,107100,ST. JOHN'S,198000
54884,0.04,1983,1407,UN,3,89100,ST. JOHN'S,0
55445,0.03,1987,1370,UN,3,189600,GAINESVILLE,169302
55863,0.03,1985,1208,LT,3,150800,GAINESVILLE,121000
55899,0.03,1985,1361,LT,3,185200,GAINESVILLE,121000
56547,0.01,1983,1090,UN,3,177100,GAINESVILLE,130301
56569,0.01,1983,1032,UN,3,132800,GAINESVILLE,130301
56673,0.02,1985,1062,UN,3,109100,GAINESVILLE,135301
