prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,in_subdivision,percent_good,Market_Cluster_ID
81632,0.26,1422,1.0,GAINESVILLE,237000,2000,100,1232.0,1957,2023,0,0.0,214.0,0.0,22,65,0,0,2.0,1629,199821.0,0.31462720152488316,-82.309581,29.665688,10573-029-000,True,0.78,Cluster_0_sub9
81762,0.25,1176,1.0,GAINESVILLE,280200,2015,100,1176.0,1949,2023,0,0.0,0.0,0.0,7,73,0,0,1.0,507,237663.0,0.30252615531238763,-82.3129,29.661987,10600-035-000,True,0.9299999999999999,Cluster_0_sub6
41956,0.22,1345,1.0,ST. JOHN'S,335600,2007,100,1041.0,1982,2024,0,304.0,0.0,396.0,16,41,0,0,2.0,8444,276816.0,0.26622301667490117,-82.405308,29.688168,06134-004-000,True,0.84,Cluster_3_sub5
43178,0.2,1585,1.0,ST. JOHN'S,331500,2000,100,1585.0,1987,2024,0,0.0,54.0,580.0,23,36,0,0,2.0,3416,278359.0,0.24202092424991012,-82.423688,29.686571,06230-036-024,True,0.77,Cluster_3_sub2
44479,0.27,1768,1.15,ST. JOHN'S,349200,2002,100,1768.0,1997,2024,0,0.0,256.0,460.0,21,26,0,0,2.0,625,296195.0,0.3267282477373787,-82.453009,29.661925,06306-041-012,True,0.79,Cluster_3_sub6
44713,0.17,2875,1.15,ST. JOHN'S,540000,2006,100,2523.0,2006,2024,0,352.0,348.0,484.0,17,17,0,0,3.5,732,458268.0,0.20571778561242363,-82.449268,29.673708,06308-012-074,True,0.83,Cluster_1_sub4
45962,0.22,1718,1.0,GAINESVILLE,354000,2012,100,859.0,1999,2024,0,859.0,161.0,441.0,11,24,0,0,2.0,4022,296878.0,0.26622301667490117,-82.400474,29.666349,06359-010-008,True,0.89,Cluster_3_sub6
46527,0.36,2138,1.0,GAINESVILLE,495000,2000,100,2138.0,1969,2024,0,0.0,21.0,500.0,23,54,0,0,2.0,23723,397027.0,0.4356376636498382,-82.389671,29.669664,06383-029-015,True,0.77,Cluster_3_sub0
46986,0.26,1939,1.0,GAINESVILLE,333700,1994,100,1939.0,1973,2024,0,0.0,155.0,480.0,29,50,0,0,2.0,2263,281382.0,0.31462720152488316,-82.386662,29.667214,06392-002-015,True,0.71,Cluster_3_sub6
47839,0.31,1652,1.0,GAINESVILLE,310400,2003,100,1652.0,1971,2024,0,0.0,384.0,588.0,20,52,0,0,2.0,464,263375.99999999994,0.3751324325873607,-82.372686,29.670102,06415-002-035,True,0.8,Cluster_3_sub2
47877,0.29,2508,1.15,GAINESVILLE,533500,2000,100,2208.0,2000,2024,0,300.0,405.0,484.0,23,23,0,0,3.0,3966,449508.99999999994,0.3509303401623697,-82.375063,29.668484,06415-010-032,True,0.77,Cluster_1_sub1
48665,0.2,1476,1.0,GAINESVILLE,350000,1994,100,1476.0,1954,2024,0,0.0,30.0,0.0,29,69,0,0,1.0,2500,295000.0,0.24202092424991012,-82.359719,29.654185,06447-018-000,True,0.71,Cluster_0_sub6
52852,0.38,1854,1.0,ST. JOHN'S,338000,2005,100,1854.0,1979,2024,0,0.0,50.0,0.0,18,44,0,0,2.0,18760,268540.0,0.4598397560748292,-82.445865,29.656928,06657-020-023,True,0.8200000000000001,Cluster_0_sub9
53336,0.53,2688,1.15,ST. JOHN'S,762300,2011,100,2688.0,2001,2024,0,0.0,396.0,484.0,12,22,0,0,3.5,25696,622259.0,0.6413554492622618,-82.454098,29.632843,06666-040-096,True,0.88,Cluster_1_sub4
54100,0.26,3161,1.4,ST. JOHN'S,742400,2007,100,2801.0,2002,2024,0,360.0,406.0,558.0,16,21,0,0,4.0,23177,607863.0,0.31462720152488316,-82.434987,29.64293,06672-100-059,True,0.84,Cluster_4
54154,0.43,3595,1.4,ST. JOHN'S,834200,2010,100,3594.5,2005,2024,0,0.0,462.0,816.0,13,18,0,0,3.0,38526,670544.0,0.5203449871373067,-82.434314,29.641001,06672-300-111,True,0.87,Cluster_4
59184,0.17,1598,1.0,ST. JOHN'S,333300,1998,100,1597.5,1998,2024,0,0.0,153.5,483.0,25,25,0,0,2.0,2711,280594.0,0.20571778561242363,-82.426639,29.606814,06858-010-056,True,0.75,Cluster_3_sub5
59318,1.15,2960,1.15,ST. JOHN'S,783000,2015,100,2960.0,1989,2024,0,0.0,207.0,667.0,8,34,0,0,3.0,22878,642672.0,1.391620314436983,-82.430046,29.610475,06859-070-010,True,0.92,Cluster_1_sub0
59919,0.73,3856,1.15,ST. JOHN'S,841500,2012,100,3856.0,1991,2024,0,0.0,828.0,518.0,11,32,0,0,3.5,31298,683977.0,0.8833763735121719,-82.436583,29.614914,06860-090-098,True,0.89,Cluster_4
61308,0.15,1626,1.15,ST. JOHN'S,361600,1999,100,1626.0,1999,2024,0,0.0,116.0,528.0,24,24,0,0,2.0,999,306361.0,0.18151569318743258,-82.446888,29.620192,06860-332-106,True,0.76,Cluster_3_sub2
61320,0.11,2024,1.15,ST. JOHN'S,456500,2010,100,1780.0,2000,2024,0,0.0,309.0,400.0,13,23,0,0,2.0,3239,384786.0,0.13311150833745058,-82.44679,29.621614,06860-332-118,True,0.87,Cluster_3_sub6
63933,0.29,2369,1.0,ST. JOHN'S,402800,2000,100,2159.0,2000,2024,0,0.0,298.0,441.0,23,23,0,0,2.5,3178,339202.0,0.3509303401623697,-82.432974,29.598509,07054-200-094,True,0.77,Cluster_1_sub8
65045,0.13,1446,1.15,ST. JOHN'S,335000,2005,100,1446.0,2005,2024,0,0.0,245.0,440.0,18,18,0,0,2.0,685,284064.99999999994,0.15731360076244158,-82.434031,29.583541,07098-102-078,True,0.8200000000000001,Cluster_3_sub5
65782,4.3,3399,1.15,ST. JOHN'S,715400,2015,100,1999.0,1969,2024,0,1400.0,732.0,546.0,8,54,0,0,3.5,16911,591179.0,5.203449871373068,-82.366556,29.586068,07146-100-013,True,0.92,Cluster_2
66199,0.46,1384,1.0,ST. JOHN'S,300000,2015,100,1384.0,1971,2024,0,0.0,72.0,0.0,8,52,0,0,2.0,5791,249208.99999999997,0.5566481257747933,-82.349852,29.611578,07217-016-000,True,0.92,Cluster_0_sub0
70629,12.75,2679,1.15,ST. JOHN'S,520200,1994,100,1839.0,1994,2024,0,714.0,394.0,506.0,29,29,0,0,2.0,6696,435473.99999999994,15.42883392093177,-82.41641,29.52395,07413-011-023,False,0.71,Unassigned
18213,0.33,1681,1.0,SUWANNEE,321100,1989,100,1681.0,1987,2022,0,0.0,143.0,483.0,30,34,0,0,2.0,4190,268745.0,0.3993345250123517,-82.456935,29.683942,04211-010-033,True,0.7,Cluster_3_sub2
18846,0.17,1569,1.0,SUWANNEE,333100,2006,100,1569.0,2006,2022,0,0.0,292.0,441.0,15,15,0,0,2.0,975,282160.0,0.20571778561242363,-82.498449,29.674119,04227-010-054,True,0.85,Cluster_3_sub5
18947,0.22,2317,1.0,SUWANNEE,448200,2009,100,2316.5,2009,2022,0,0.0,320.5,420.0,12,12,0,0,3.5,958,380012.0,0.26622301667490117,-82.49952,29.679097,04227-030-153,True,0.88,Cluster_1_sub1
19700,0.05,1444,1.0,SUWANNEE,242800,2003,100,1444.0,2003,2022,0,0.0,102.0,264.0,18,18,0,0,2.0,0,206380.0,0.06050523106247753,-82.475122,29.661148,04314-101-006,True,0.8200000000000001,Cluster_3_sub1
21362,0.34,4578,1.15,SUWANNEE,1207200,2011,100,2462.5,2011,2022,0,2060.0,1222.5,780.0,10,10,0,0,5.5,15238,1010882.0,0.41143557122484725,-82.486662,29.645842,04333-112-308,True,0.9,Cluster_4
22574,6.33,6734,1.4,SUWANNEE,1937800,2008,100,5414.0,2001,2022,0,1320.0,665.5,1146.0,13,20,0,0,6.0,23273,1623857.0,7.659962252509655,-82.46113,29.638591,04422-003-008,True,0.87,Cluster_4
22585,2.51,4032,1.4,SUWANNEE,765000,1990,100,2646.0,1988,2022,0,1386.0,144.0,660.0,30,33,0,0,2.5,22893,627357.0,3.0373625993363715,-82.461686,29.643035,04422-003-019,True,0.7,Cluster_4
24185,5.02,2511,1.0,SUWANNEE,565000,2005,100,2511.0,2005,2022,0,0.0,306.0,529.0,16,16,0,0,3.0,617,479632.99999999994,6.074725198672743,-82.479386,29.570701,04626-002-068,True,0.84,Cluster_2
25209,0.2,1040,1.0,ARCHER,159300,1990,100,1040.0,1977,2022,0,0.0,0.0,0.0,30,44,0,0,1.5,546,134859.0,0.24202092424991012,-82.5172,29.522916,04969-002-001,True,0.7,Cluster_0_sub0
25624,0.33,960,1.0,ARCHER,179900,1999,100,960.0,1984,2022,0,0.0,0.0,0.0,22,37,0,0,1.0,805,152110.0,0.3993345250123517,-82.517658,29.519814,05124-003-007,True,0.78,Cluster_0_sub1
28507,0.24,1681,1.0,ALACHUA,336900,2005,100,1681.0,2005,2022,0,0.0,383.0,462.0,16,16,0,0,2.0,1821,284544.0,0.2904251090998921,-82.424083,29.760585,05900-020-023,True,0.84,Cluster_3_sub6
29772,0.2,1597,1.0,ALACHUA,319500,2008,100,1597.0,1998,2022,0,0.0,10.0,420.0,13,23,0,0,2.0,646,270929.0,0.24202092424991012,-82.410987,29.756957,05918-129-000,True,0.87,Cluster_3_sub5
29778,0.2,1480,1.0,ALACHUA,278500,1997,100,1480.0,1997,2022,0,0.0,36.0,399.0,24,24,0,0,2.0,595,236130.0,0.24202092424991012,-82.40982,29.756733,05918-135-000,True,0.76,Cluster_3_sub5
30717,0.54,2548,1.15,SUWANNEE,511900,2002,100,2548.0,1992,2022,0,0.0,184.0,484.0,19,29,0,0,2.0,7767,427347.99999999994,0.6534564954747574,-82.40266,29.718227,06006-020-020,True,0.81,Cluster_3_sub0
31212,0.05,1038,1.0,GAINESVILLE,221900,2000,100,1038.0,1995,2022,0,0.0,378.0,338.0,21,26,0,0,2.0,223,188392.0,0.06050523106247753,-82.397692,29.721099,06007-125-020,True,0.79,Cluster_3_sub1
31468,0.28,1682,1.0,GAINESVILLE,363800,2010,100,1682.0,2010,2022,0,0.0,114.0,400.0,11,11,0,0,2.0,968,308262.0,0.3388292939498742,-82.399447,29.728572,06009-010-174,True,0.89,Cluster_3_sub6
31488,0.11,1462,1.0,GAINESVILLE,314700,2010,100,1462.0,2010,2022,0,0.0,141.0,380.0,11,11,0,0,2.0,1016,266479.0,0.13311150833745058,-82.395658,29.728416,06009-010-194,True,0.89,Cluster_3_sub5
31949,0.37,1782,1.0,GAINESVILLE,326600,1989,100,1782.0,1974,2022,0,0.0,30.0,580.0,30,47,0,0,2.0,13786,263824.0,0.44773870986233366,-82.36919,29.70554,06014-010-038,True,0.7,Cluster_3_sub2
32116,0.39,1579,1.0,GAINESVILLE,296400,1987,100,1579.0,1979,2022,0,0.0,292.0,308.0,30,42,0,0,2.0,1212,250727.99999999997,0.47194080228732477,-82.368722,29.713398,06014-013-010,True,0.7,Cluster_3_sub1
35575,0.4,1836,1.0,ST. JOHN'S,378600,1992,100,1836.0,1978,2022,0,0.0,0.0,440.0,29,43,0,0,2.0,11442,310368.0,0.48404184849982024,-82.416994,29.694648,06049-013-022,True,0.71,Cluster_3_sub6
35904,0.46,3204,1.4,ST. JOHN'S,756100,2005,100,3203.5,2002,2022,0,0.0,580.5,782.0,16,19,0,0,3.5,10092,632593.0,0.5566481257747933,-82.404428,29.698573,06054-011-044,True,0.84,Cluster_4
36936,0.52,2334,1.0,GAINESVILLE,308700,1975,100,1934.0,1972,2022,0,0.0,432.0,546.0,30,49,0,0,2.5,2336,260059.0,0.6292544030497663,-82.37852,29.699775,06066-600-005,True,0.7,Cluster_1_sub8
37098,0.25,1927,1.0,GAINESVILLE,338100,2001,100,1737.0,1997,2022,0,0.0,265.0,506.0,20,24,0,0,2.0,1438,285947.0,0.30252615531238763,-82.377113,29.696634,06067-020-091,True,0.8,Cluster_3_sub6
37802,0.2,1859,1.0,GAINESVILLE,340100,2004,100,1642.5,1995,2022,0,0.0,267.0,484.0,17,26,0,0,2.0,408,288677.0,0.24202092424991012,-82.356472,29.694771,06076-010-013,True,0.83,Cluster_3_sub6
38159,0.2,1152,1.0,GAINESVILLE,225200,1995,100,1152.0,1981,2022,0,0.0,90.0,0.0,26,40,0,0,2.0,2298,189122.0,0.24202092424991012,-82.359174,29.700086,06076-200-001,True,0.74,Cluster_0_sub0
38238,0.21,1560,1.0,GAINESVILLE,276000,1995,100,1560.0,1981,2022,0,0.0,72.0,0.0,26,40,0,0,2.0,507,234093.0,0.25412197046240564,-82.363402,29.699083,06076-201-020,True,0.74,Cluster_0_sub9
38480,0.2,1335,1.0,GAINESVILLE,275400,1993,100,1335.0,1989,2022,0,0.0,97.0,440.0,28,32,0,0,2.0,4711,229379.0,0.24202092424991012,-82.361207,29.702164,06076-500-050,True,0.72,Cluster_3_sub5
38794,0.21,1143,1.0,GAINESVILLE,215700,1995,100,1143.0,1978,2022,0,0.0,276.0,0.0,26,43,0,0,1.0,1049,182296.0,0.25412197046240564,-82.364632,29.693933,06082-010-066,True,0.74,Cluster_0_sub6
39113,0.24,1267,1.0,GAINESVILLE,253600,1988,100,1267.0,1971,2022,0,0.0,60.0,264.0,30,50,0,0,2.0,526,215033.99999999997,0.2904251090998921,-82.364645,29.698613,06083-009-040,True,0.7,Cluster_3_sub1
39152,0.24,1375,1.0,GAINESVILLE,280400,1978,100,1375.0,1972,2022,0,0.0,0.0,425.0,30,49,0,0,2.0,679,237661.0,0.2904251090998921,-82.366451,29.696685,06083-010-039,True,0.7,Cluster_3_sub5
39451,0.35,2504,1.15,GAINESVILLE,426100,1991,100,2504.0,1988,2022,0,0.0,379.0,506.0,30,33,0,0,3.5,1748,360437.0,0.42353661743734267,-82.358951,29.680132,06089-004-000,True,0.7,Cluster_1_sub4
69927,1.0,1540,1.0,ST. JOHN'S,343000,2005,100,1540.0,2005,2022,0,0.0,248.0,525.0,16,16,0,0,2.0,1420,290130.0,1.2101046212495505,-82.446335,29.567572,07350-041-046,True,0.84,Cluster_3_sub7
76149,0.24,1153,1.0,GAINESVILLE,171000,1982,100,933.0,1972,2022,0,0.0,220.0,0.0,30,49,0,0,1.0,2949,142401.0,0.2904251090998921,-82.307907,29.687406,08231-005-045,True,0.7,Cluster_0_sub6
79208,0.48,1421,1.0,GAINESVILLE,445900,2010,100,1421.0,1967,2022,0,0.0,0.0,400.0,11,54,0,0,2.0,8078,370937.0,0.5808502181997842,-82.354163,29.669548,09019-206-000,True,0.89,Cluster_3_sub5
80121,0.31,1440,1.0,GAINESVILLE,245800,1976,100,1440.0,1946,2022,0,0.0,0.0,0.0,30,75,0,0,2.0,947,207983.0,0.3751324325873607,-82.335673,29.66602,09563-000-000,True,0.7,Cluster_0_sub9
85978,0.35,1291,1.0,GAINESVILLE,255000,1992,100,1291.0,1950,2022,0,0.0,279.0,0.0,29,71,0,0,1.0,1550,215200.0,0.42353661743734267,-82.316175,29.658612,12548-000-000,True,0.71,Cluster_0_sub6
89865,0.27,1965,1.0,GAINESVILLE,451200,2000,100,1965.0,1952,2022,0,0.0,21.0,0.0,21,69,0,0,2.5,1305,382215.0,0.3267282477373787,-82.347504,29.657383,15379-000-000,True,0.79,Cluster_0_sub5
90321,0.25,2069,1.15,GAINESVILLE,542300,1987,100,1971.0,1946,2022,0,0.0,233.0,0.0,30,75,0,0,2.0,2988,457966.99999999994,0.30252615531238763,-82.33873,29.642541,15517-000-000,True,0.7,Cluster_0_sub3
93833,0.23,1486,1.0,ST. JOHN'S,196900,1992,100,1486.0,1961,2022,0,0.0,120.0,0.0,29,60,0,0,2.0,770,166595.0,0.27832406288739664,-82.304238,29.629449,16224-011-000,True,0.71,Cluster_0_sub9
96649,1.72,1202,1.0,WALDO,155900,1982,100,1202.0,1922,2022,0,0.0,210.0,0.0,30,99,0,0,1.0,2134,130380.99999999999,2.081379948549227,-82.178556,29.782644,17287-000-000,False,0.7,Cluster_104
99768,1.01,1880,1.15,SUWANNEE,329200,1997,100,1880.0,1997,2022,0,0.0,148.0,737.0,24,24,0,0,2.0,5243,274577.0,1.222205667462046,-82.106778,29.763368,18395-016-000,True,0.76,Cluster_100
100727,0.42,2538,1.0,SUWANNEE,524300,1987,100,2538.0,1959,2022,0,0.0,224.0,0.0,30,62,0,1,2.0,4833,440821.99999999994,0.5082439409248113,-82.083881,29.718306,18688-002-000,True,0.7,Cluster_101
102840,0.38,1348,1.0,HAWTHORNE,239800,2005,100,1348.0,2005,2022,0,0.0,78.0,484.0,16,16,0,0,2.0,1448,202382.0,0.4598397560748292,-82.079152,29.598368,19586-001-014,True,0.84,Cluster_204
103224,0.52,1288,1.0,HAWTHORNE,213300,2020,100,1288.0,2020,2022,0,0.0,168.0,0.0,1,1,0,0,2.0,0,181305.0,0.6292544030497663,-82.096741,29.594554,19766-000-000,False,0.99,Cluster_200
103763,0.56,2176,1.0,HAWTHORNE,355300,2006,100,1560.0,1963,2022,0,0.0,616.0,0.0,15,58,0,1,1.0,3595,298410.0,0.6776585878997484,-82.06429,29.581347,19945-010-002,False,0.85,Cluster_200
105559,0.08,1314,1.0,NEWBERRY,241300,2015,100,1314.0,2015,2022,0,0.0,243.0,420.0,6,6,0,0,2.0,1058,204047.0,0.09680836969996405,-82.607541,29.642106,01990-010-027,True,0.94,Cluster_3_sub5
500553,0.1,1091,1.0,NEWBERRY,236800,2020,100,1091.0,2020,2022,0,0.0,142.0,303.0,1,1,0,0,2.0,0,201280.0,0.12101046212495506,-82.602109,29.63684,02544-030-098,True,0.99,Cluster_3_sub1
24835,10.0,2035,1.0,SUWANNEE,510600,2014,100,1875.0,2014,2022,9,0.0,224.0,506.0,7,7,0,0,3.0,852,433158.0,12.101046212495506,-82.495174,29.535605,04772-000-000,False,0.9299999999999999,Cluster_2
1846,0.12,1264,1.0,HIGH SPRINGS,275100,2010,100,1264.0,2010,2023,0,0.0,244.0,380.0,12,12,0,0,2.0,368,233466.99999999997,0.14521255454994605,-82.606201,29.840591,00207-010-032,True,0.88,Cluster_3_sub1
2899,0.52,1297,1.0,HIGH SPRINGS,168800,1974,100,1297.0,1954,2023,0,0.0,0.0,0.0,30,68,0,0,1.0,2182,141298.0,0.6292544030497663,-82.591228,29.824166,00464-000-000,True,0.7,Cluster_0_sub6
3100,0.23,1156,1.0,HIGH SPRINGS,224500,2000,100,1156.0,1900,2023,0,0.0,0.0,0.0,22,122,0,0,1.0,2376,188449.0,0.27832406288739664,-82.595915,29.827052,00599-000-000,True,0.78,Cluster_0_sub6
3360,0.34,1551,1.0,HIGH SPRINGS,237300,1998,100,1425.0,1937,2023,0,0.0,126.0,0.0,24,85,0,0,1.0,880,200825.0,0.41143557122484725,-82.602574,29.831944,00804-000-000,True,0.76,Cluster_0_sub6
4825,0.97,1365,1.0,SUWANNEE,215700,1990,100,1365.0,1960,2023,0,0.0,0.0,0.0,30,62,0,0,2.0,9307,174038.0,1.173801482612064,-82.605965,29.809258,01484-007-000,False,0.7,Cluster_0_sub9
7990,0.24,1674,1.0,NEWBERRY,315300,2008,100,1674.0,2008,2023,0,0.0,438.0,441.0,14,14,0,0,2.0,417,267588.0,0.2904251090998921,-82.589103,29.660361,01901-060-017,True,0.86,Cluster_3_sub6
9869,0.3,1673,1.15,NEWBERRY,314500,2000,100,1552.5,1998,2023,0,0.0,171.5,420.0,22,24,0,0,2.0,608,266717.0,0.36303138637486515,-82.610773,29.636113,02534-010-007,True,0.78,Cluster_3_sub6
10019,0.31,1611,1.0,NEWBERRY,300900,2006,100,1611.0,2006,2023,0,0.0,214.0,484.0,16,16,0,0,2.0,1156,254609.0,0.3751324325873607,-82.609397,29.632505,02534-022-012,True,0.84,Cluster_3_sub2
12415,0.2,1467,1.0,HIGH SPRINGS,324800,2013,100,1467.0,2013,2023,0,0.0,254.0,400.0,9,9,0,0,2.0,1062,275018.0,0.24202092424991012,-82.550724,29.806911,03034-010-074,True,0.91,Cluster_3_sub5
12772,0.41,1238,1.0,ALACHUA,205800,1978,100,1070.0,1976,2023,0,0.0,288.0,0.0,30,46,0,0,1.5,152,174777.99999999997,0.4961428947123157,-82.496653,29.799941,03067-002-003,True,0.7,Cluster_0_sub0
17322,5.71,2180,1.0,SUWANNEE,403400,1979,100,1796.0,1976,2023,0,0.0,40.0,0.0,30,46,0,0,2.0,1516,341374.0,6.909697387334934,-82.491158,29.709661,04119-010-087,True,0.7,Cluster_2
18374,0.19,1828,1.15,SUWANNEE,319100,1999,100,1827.5,1999,2023,0,0.0,170.0,420.0,23,23,0,0,2.0,418,270817.0,0.2299198780374146,-82.462979,29.684716,04211-322-072,True,0.77,Cluster_3_sub6
18378,0.19,1809,1.15,SUWANNEE,351700,2005,100,1809.0,1997,2023,0,0.0,104.0,440.0,17,25,0,0,2.0,1796,297149.0,0.2299198780374146,-82.461908,29.684701,04211-322-076,True,0.83,Cluster_3_sub6
19402,1.0,2864,1.15,SUWANNEE,703100,2012,100,2864.0,2001,2023,0,0.0,584.0,1040.0,10,21,0,0,3.0,7168,590467.0,1.2101046212495505,-82.49314,29.668551,04289-010-005,True,0.9,Cluster_4
19977,0.14,1578,1.0,SUWANNEE,301600,2003,100,1578.0,2003,2023,0,0.0,170.0,440.0,19,19,0,0,2.0,904,255456.0,0.1694146469749371,-82.473021,29.660401,04314-302-074,True,0.81,Cluster_3_sub5
20051,0.96,2896,1.15,SUWANNEE,665600,2015,100,1668.0,1968,2023,0,988.0,264.0,0.0,7,54,0,0,3.5,4314,561446.0,1.1617004363995684,-82.459083,29.662656,04321-028-020,True,0.9299999999999999,Cluster_1_sub6
20206,0.07,1507,1.0,SUWANNEE,307200,2006,100,1507.0,2006,2023,0,0.0,261.5,457.5,16,16,0,0,2.0,223,260897.0,0.08470732348746855,-82.471011,29.666763,04321-052-062,True,0.84,Cluster_3_sub5
21231,0.19,2322,1.15,SUWANNEE,589600,2004,100,1992.0,2004,2023,0,330.0,416.0,484.0,18,18,0,0,3.0,1448,499712.0,0.2299198780374146,-82.482649,29.648489,04333-070-182,True,0.8200000000000001,Cluster_1_sub1
22632,1.52,3688,1.15,SUWANNEE,659400,2001,100,3688.0,2001,2023,0,0.0,622.0,779.0,21,21,0,0,2.5,7233,553257.0,1.8393590242993167,-82.456318,29.633947,04422-010-036,True,0.79,Cluster_4
28366,0.58,3068,1.15,ALACHUA,510700,1996,100,3068.0,1984,2023,0,0.0,86.0,528.0,26,38,0,0,3.0,12330,421764.99999999994,0.7018606803247394,-82.418811,29.757658,05900-005-049,True,0.74,Cluster_1_sub9
28410,0.14,1444,1.0,ALACHUA,254400,2000,100,1444.0,1980,2023,0,0.0,32.0,366.0,22,42,0,0,2.0,1760,214480.0,0.1694146469749371,-82.417286,29.753351,05900-007-006,True,0.78,Cluster_3_sub5
28811,0.21,1897,1.15,ALACHUA,365300,2004,100,1896.5,2004,2023,0,0.0,235.5,483.0,18,18,0,0,2.0,1165,309340.0,0.25412197046240564,-82.421796,29.755008,05900-119-004,True,0.8200000000000001,Cluster_3_sub6
84368,0.21,805,1.0,GAINESVILLE,136200,2010,100,805.0,1956,2024,0,0.0,0.0,0.0,13,67,0,0,1.0,280,115490.0,0.25412197046240564,-82.292541,29.652168,11236-013-000,True,0.87,Cluster_0_sub1
92206,0.19,960,1.0,GAINESVILLE,194900,2012,100,960.0,1962,2024,0,0.0,59.0,0.0,11,61,0,0,1.0,218,165447.0,0.2299198780374146,-82.305593,29.64006,16106-017-000,True,0.89,Cluster_0_sub1
98131,0.3,1126,1.0,ST. JOHN'S,199000,1994,100,1126.0,1962,2024,0,0.0,0.0,0.0,29,61,0,0,1.0,4435,164715.0,0.36303138637486515,-82.243015,29.649194,17905-057-000,True,0.71,Cluster_0_sub6
100928,0.45,1344,1.0,SUWANNEE,261900,2015,100,1344.0,1995,2024,0,0.0,120.0,0.0,8,28,0,0,2.0,4840,217775.0,0.5445470795622978,-82.065541,29.709214,18773-002-000,True,0.92,Cluster_101
105769,0.16,1542,1.15,SUWANNEE,395000,2016,100,1542.0,2016,2024,0,0.0,304.0,0.0,7,7,0,0,2.0,1151,334599.0,0.1936167393999281,-82.468524,29.627472,04427-111-063,True,0.9299999999999999,Cluster_0_sub9
106326,0.1,1412,1.0,NEWBERRY,309100,2017,100,1412.0,2017,2024,0,0.0,154.0,352.0,6,6,0,0,2.0,1284,261451.0,0.12101046212495506,-82.603202,29.636326,02544-010-019,True,0.94,Cluster_3_sub1
106372,0.14,1454,1.0,HIGH SPRINGS,287100,2016,100,1454.0,2016,2024,0,0.0,0.0,581.0,7,7,0,0,2.0,1230,242805.0,0.1694146469749371,-82.549843,29.807929,03034-020-087,True,0.9299999999999999,Cluster_3_sub2
106836,0.44,3575,1.4,ST. JOHN'S,1300000,2021,100,3575.0,2021,2024,0,0.0,731.0,810.0,2,2,0,0,4.0,47854,1057146.0,0.5324460333498023,-82.454741,29.623251,06852-100-040,True,0.98,Cluster_4
40505,0.35,1695,1.0,GAINESVILLE,300300,1995,100,1695.0,1973,2022,0,0.0,0.0,435.0,26,48,0,0,2.0,4605,250649.99999999997,0.42353661743734267,-82.384233,29.687447,06103-010-020,True,0.74,Cluster_3_sub6
44660,0.15,1807,1.15,ST. JOHN'S,339600,2004,100,1806.5,2004,2022,0,0.0,369.5,460.0,17,17,0,0,2.0,640,288020.0,0.18151569318743258,-82.448378,29.671626,06308-010-022,True,0.83,Cluster_3_sub6
44780,0.15,1950,1.15,ST. JOHN'S,405400,2015,100,1950.0,2015,2022,0,0.0,180.0,444.0,6,6,0,0,2.0,1392,343197.99999999994,0.18151569318743258,-82.44872,29.668413,06308-030-139,True,0.94,Cluster_3_sub6
44850,1.03,2892,1.15,ST. JOHN'S,590200,2000,100,1292.0,1993,2022,0,1600.0,788.0,528.0,21,28,0,0,3.5,10976,490694.0,1.2464077598870371,-82.425017,29.67373,06316-010-001,True,0.79,Cluster_1_sub4
45074,0.19,1640,1.15,ST. JOHN'S,321600,1997,100,1639.5,1997,2022,0,0.0,159.5,441.0,24,24,0,0,2.0,901,272459.0,0.2299198780374146,-82.438826,29.663508,06326-010-056,True,0.76,Cluster_3_sub6
47374,0.31,2224,1.4,GAINESVILLE,524200,2002,100,2224.0,1962,2022,0,0.0,308.0,0.0,19,59,0,0,2.0,6562,439008.0,0.3751324325873607,-82.372744,29.662004,06400-050-000,True,0.81,Cluster_0_sub3
47551,0.58,2403,1.0,GAINESVILLE,392000,1985,100,1215.0,1970,2022,0,1188.0,676.0,486.0,30,51,0,0,3.0,2959,330241.0,0.7018606803247394,-82.373873,29.6667,06405-006-000,False,0.7,Cluster_1_sub1
47553,0.75,2020,1.0,GAINESVILLE,328300,1985,100,2020.0,1962,2022,0,0.0,116.0,0.0,30,59,0,0,2.0,1639,277416.0,0.907578465937163,-82.375142,29.667365,06406-001-000,True,0.7,Cluster_0_sub3
48887,0.4,2655,1.15,GAINESVILLE,655400,1990,100,2655.0,1948,2022,0,0.0,314.0,0.0,30,73,0,0,2.0,4420,552670.0,0.48404184849982024,-82.36344,29.645777,06460-105-000,True,0.7,Cluster_0_sub3
50188,0.31,2008,1.0,GAINESVILLE,349200,1990,100,2008.0,1963,2022,0,0.0,209.0,621.0,30,58,0,0,2.0,3376,293444.0,0.3751324325873607,-82.3867,29.649388,06534-004-000,True,0.7,Cluster_3_sub2
52426,0.47,1581,1.0,ST. JOHN'S,314000,1990,100,1581.0,1974,2022,0,0.0,25.0,500.0,30,47,0,0,2.0,1251,265649.0,0.5687491719872887,-82.432616,29.653056,06656-600-039,True,0.7,Cluster_3_sub2
