tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median,PRD,COD,PRB
ALACHUA,Turkey_Creek,1910s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1910s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1910s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1910s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1920s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1930s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1940s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1950s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1960s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1970s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1970s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1970s,3.0,12.0,294908.3333333333,59482.991584811774,220400.0,254600.0,282900.0,307675.0,430200.0,282900.0,0.9978252038903939,6.663774631656074,"{'PRB': 0.04825458568145194, 'Sig': 0.693320282675004}"
ALACHUA,Turkey_Creek,1970s,4.0,3.0,414533.3333333333,60250.006915628925,379100.0,379750.0,380400.0,432250.0,484100.0,380400.0,0.9966272907983231,3.449784527317455,"{'PRB': 0.16851060401278095, 'Sig': 0.5874389062408973}"
ALACHUA,Turkey_Creek,1970s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1970s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1980s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1980s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1980s,3.0,12.0,277216.6666666667,48861.32200297888,198100.0,244925.0,265600.0,317300.0,371300.0,265600.0,1.0092802311195415,5.280438167034387,"{'PRB': -0.21729627552344083, 'Sig': 0.0029702756320847553}"
ALACHUA,Turkey_Creek,1980s,4.0,9.0,428044.44444444444,103931.15643433291,295500.0,319300.0,452500.0,510700.0,572400.0,452500.0,1.0135261935812636,8.265392699699733,"{'PRB': -0.1770988332065418, 'Sig': 0.09084781655351674}"
ALACHUA,Turkey_Creek,1980s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1980s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1990s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1990s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,1990s,3.0,16.0,318006.25,49415.523455016984,253900.0,285975.0,315050.0,325125.0,442400.0,315050.0,1.0026020806302443,4.391443565977051,"{'PRB': -0.08247741996008742, 'Sig': 0.27728267003167084}"
ALACHUA,Turkey_Creek,1990s,4.0,17.0,395141.17647058825,68639.63012378062,307900.0,335600.0,385600.0,424200.0,557400.0,385600.0,1.0034375648231642,4.901121469284677,"{'PRB': -0.08747595853296886, 'Sig': 0.17728551888472957}"
ALACHUA,Turkey_Creek,1990s,5.0,1.0,710500.0,,710500.0,710500.0,710500.0,710500.0,710500.0,710500.0,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}"
ALACHUA,Turkey_Creek,1990s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2000s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2000s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2000s,3.0,59.0,299489.83050847455,40453.24970925998,220200.0,278100.0,296100.0,320450.0,440400.0,296100.0,1.003745952353893,6.859508678335779,"{'PRB': -0.1496089779987107, 'Sig': 0.025056527441800494}"
ALACHUA,Turkey_Creek,2000s,4.0,38.0,371681.5789473684,62963.49802803234,245000.0,337625.0,367850.0,412925.0,555300.0,367850.0,1.0054560420090912,6.475228865873188,"{'PRB': -0.12920616010710065, 'Sig': 0.023595639416519258}"
ALACHUA,Turkey_Creek,2000s,5.0,2.0,638500.0,68306.51506262048,590200.0,614350.0,638500.0,662650.0,686800.0,638500.0,0.9955258757652922,5.941132761226005,"{'PRB': 0.5433472905191272, 'Sig': nan}"
ALACHUA,Turkey_Creek,2000s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2010s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2010s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2010s,3.0,11.0,321181.8181818182,108550.65930874688,268400.0,277700.0,288900.0,304600.0,645100.0,288900.0,1.0112647072878571,4.567480199614324,"{'PRB': -0.10529381451438832, 'Sig': 0.018087397013699713}"
ALACHUA,Turkey_Creek,2010s,4.0,2.0,480650.0,144037.65132769974,378800.0,429725.0,480650.0,531575.0,582500.0,480650.0,1.021932954275512,10.128441929993231,"{'PRB': -0.32629180835040916, 'Sig': nan}"
ALACHUA,Turkey_Creek,2010s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2010s,6.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,1.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,2.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,3.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,4.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,5.0,,,,,,,,,,,,
ALACHUA,Turkey_Creek,2020s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1900s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1910s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1920s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1930s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1940s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1950s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1960s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1970s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1980s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,1990s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2000s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2010s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_A,2020s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1900s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1910s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1920s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1930s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1940s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1950s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1960s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1970s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1980s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,1990s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2000s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2010s,6.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,1.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,2.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,3.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,4.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,5.0,,,,,,,,,,,,
ALACHUA,WaldoRural_C,2020s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1900s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1910s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1920s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1930s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1940s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1950s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1960s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1970s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1980s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,1990s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2000s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2010s,6.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,1.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,2.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,3.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,4.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,5.0,,,,,,,,,,,,
ALACHUA,Westchesterish,2020s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1900s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1910s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1920s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1930s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1940s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1950s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1960s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1970s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1980s,6.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,1.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,2.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,3.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,4.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,5.0,,,,,,,,,,,,
ALACHUA,WildsPlantation,1990s,6.0,,,,,,,,,,,,
