tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median,PRD,COD,PRB
ST. JOHN'S,EastGNV,1930s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1930s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1930s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1930s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1930s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1940s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1950s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1960s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1970s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1980s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,1990s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2000s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2010s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastGNV,2020s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1900s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1910s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1920s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1930s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1940s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1950s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1960s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1970s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1980s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,1990s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2000s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2010s,6.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,1.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,2.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,3.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,4.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,5.0,,,,,,,,,,,,
ST. JOHN'S,EastMidtownEastA,2020s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,4.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1900s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,4.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1910s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,4.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1920s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,4.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1930s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,4.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1940s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1950s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1950s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1950s,3.0,6.0,312866.6666666667,133805.7049107648,153800.0,201025.0,338200.0,386725.0,488800.0,338200.0,1.02956374019344,7.175485968921732,"{'PRB': -0.1283040991665029, 'Sig': 0.017105239453259546}"
ST. JOHN'S,Gainesvilleish_Region,1950s,4.0,1.0,664600.0,,664600.0,664600.0,664600.0,664600.0,664600.0,664600.0,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,1950s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1950s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1960s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1960s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1960s,3.0,29.0,288210.3448275862,123420.68402948276,131600.0,194500.0,266200.0,369900.0,668300.0,266200.0,1.0338208038513517,12.47169328701152,"{'PRB': -0.14887977770455466, 'Sig': 0.0014248955342677175}"
ST. JOHN'S,Gainesvilleish_Region,1960s,4.0,1.0,841500.0,,841500.0,841500.0,841500.0,841500.0,841500.0,841500.0,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,1960s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1960s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1970s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1970s,2.0,2.0,396400.0,55437.17164502532,357200.0,376800.0,396400.0,416000.0,435600.0,396400.0,1.0030531293306597,3.0780016126740235,"{'PRB': -0.21504061788016232, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,1970s,3.0,135.0,326805.18518518517,73759.84459315076,172200.0,272450.0,320300.0,369100.0,638600.0,320300.0,1.0111569825812496,8.934883910167127,"{'PRB': -0.16547460900897865, 'Sig': 6.458966778685333e-08}"
ST. JOHN'S,Gainesvilleish_Region,1970s,4.0,47.0,444023.40425531915,89904.71819307651,320000.0,374550.0,430800.0,479250.0,782800.0,430800.0,1.0038063034484161,6.72642578384294,"{'PRB': -0.06728172401939378, 'Sig': 0.1688153755783604}"
ST. JOHN'S,Gainesvilleish_Region,1970s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1970s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1980s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1980s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1980s,3.0,148.0,299500.0,62910.94342577521,188400.0,255375.0,292900.0,332850.0,466800.0,292900.0,1.0046131576293598,6.637343819769685,"{'PRB': -0.07459464159081222, 'Sig': 0.0009349928061544594}"
ST. JOHN'S,Gainesvilleish_Region,1980s,4.0,49.0,489332.6530612245,122556.82421458475,310800.0,397200.0,438800.0,562900.0,849700.0,438800.0,1.0125413943510855,7.968306012296802,"{'PRB': -0.1496683174472295, 'Sig': 0.0002238243555129693}"
ST. JOHN'S,Gainesvilleish_Region,1980s,5.0,5.0,855280.0,173925.1476929084,596300.0,760000.0,931000.0,981800.0,1007300.0,931000.0,1.0068484001300555,4.582555221869279,"{'PRB': -0.12196785223852283, 'Sig': 0.2926394844663774}"
ST. JOHN'S,Gainesvilleish_Region,1980s,6.0,1.0,2075000.0,,2075000.0,2075000.0,2075000.0,2075000.0,2075000.0,2075000.0,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,1990s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1990s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,1990s,3.0,97.0,330322.6804123711,65144.423695155085,221400.0,295300.0,318500.0,356400.0,547800.0,318500.0,1.0059025152289554,5.849064658876403,"{'PRB': -0.11174083092774502, 'Sig': 1.968533940990567e-05}"
ST. JOHN'S,Gainesvilleish_Region,1990s,4.0,107.0,448759.81308411213,119977.44431084103,281800.0,361700.0,410600.0,506800.0,972600.0,410600.0,1.013023023382341,7.39524411426364,"{'PRB': -0.13798476975793178, 'Sig': 2.2407899350670306e-07}"
ST. JOHN'S,Gainesvilleish_Region,1990s,5.0,19.0,781636.8421052631,159328.47695014052,538100.0,661100.0,805800.0,875200.0,1165200.0,805800.0,0.9943797733355105,7.674193329625642,"{'PRB': 0.09028129566423475, 'Sig': 0.3083127523775758}"
ST. JOHN'S,Gainesvilleish_Region,1990s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2000s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2000s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2000s,3.0,62.0,356138.70967741933,53338.09684790932,248200.0,320375.0,344950.0,390950.0,504400.0,344950.0,1.0045263445095283,5.741767544330961,"{'PRB': -0.15554750468390172, 'Sig': 0.00016408455370840364}"
ST. JOHN'S,Gainesvilleish_Region,2000s,4.0,107.0,496009.3457943925,130124.6518003862,317800.0,400050.0,465900.0,563250.0,891000.0,465900.0,1.0158828223228016,7.557603270350341,"{'PRB': -0.1822052511244141, 'Sig': 2.173531442778813e-14}"
ST. JOHN'S,Gainesvilleish_Region,2000s,5.0,25.0,776828.0,159373.551026093,601100.0,666100.0,750000.0,826900.0,1341300.0,750000.0,1.0049141909044443,5.400860497250556,"{'PRB': -0.09918416334544419, 'Sig': 0.059725256684633014}"
ST. JOHN'S,Gainesvilleish_Region,2000s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2010s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2010s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2010s,3.0,4.0,363000.0,98662.6913613584,229500.0,318975.0,387000.0,431025.0,448500.0,387000.0,1.009718672119211,4.140702405855708,"{'PRB': -0.10108399244225885, 'Sig': 0.1979568484719985}"
ST. JOHN'S,Gainesvilleish_Region,2010s,4.0,42.0,481766.6666666667,93346.43229799534,341600.0,410550.0,465350.0,534075.0,829500.0,465350.0,1.0065357917621893,6.562284243214853,"{'PRB': -0.1401353228188163, 'Sig': 0.003702065149975046}"
ST. JOHN'S,Gainesvilleish_Region,2010s,5.0,2.0,1298300.0,105076.06768432097,1224000.0,1261150.0,1298300.0,1335450.0,1372600.0,1298300.0,1.0015973600323869,2.786736371496255,"{'PRB': -0.33715760215646556, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,2010s,6.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2020s,1.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2020s,2.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2020s,3.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2020s,4.0,1.0,552600.0,,552600.0,552600.0,552600.0,552600.0,552600.0,552600.0,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}"
ST. JOHN'S,Gainesvilleish_Region,2020s,5.0,,,,,,,,,,,,
ST. JOHN'S,Gainesvilleish_Region,2020s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1900s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1910s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1920s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1930s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1940s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1950s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1960s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1970s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1980s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,1990s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2000s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2010s,6.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,1.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,2.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,3.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,4.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,5.0,,,,,,,,,,,,
ST. JOHN'S,Golfview,2020s,6.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,1.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,2.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,3.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,4.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,5.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1900s,6.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,1.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,2.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,3.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,4.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,5.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1910s,6.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,1.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,2.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,3.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,4.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,5.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1920s,6.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,1.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,2.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,3.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,4.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,5.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1930s,6.0,,,,,,,,,,,,
ST. JOHN'S,HSBUI,1940s,1.0,,,,,,,,,,,,
