hood_cd,predicted_Market_Val,market,count,pct_difference
114300.4,11852295.526004108,11069276,37,7.073809759591391
114310.01,48847015.051981255,47865013,118,2.051607197894745
114310.02,30329482.220376737,29658938,75,2.260850406635387
114310.03,14401651.722444165,12858038,43,12.0050486897314
114310.04,4606828.431525129,4329658,21,6.401670328814167
114310.09,57953816.33688663,51963136,243,11.52871207943768
114310.1,68719790.23005189,65597950,201,4.759051510072937
114310.11,12388917.258500747,11317611,30,9.46583389816762
114310.12,18045389.600775134,17629255,45,2.3604775174851906
114310.13,3888747.740847465,3567807,8,8.995462502525085
114310.14,33315008.817647874,34525057,86,-3.5048405057003253
114314.16,4989252.734079071,4925925,17,1.285600858297098
114315.01,71419411.20337117,69909668,246,2.1595628280929144
114315.02,5908290.446383509,5043713,14,17.141686023441636
114315.03,29051996.59711036,28354978,72,2.4581877549344626
114316.4,943451.4372045434,669539,4,40.91060225088358
114317.02,657776.4668885516,541408,2,21.493673327426194
114320.01,26616065.62896206,22963932,66,15.90378176072834
114321.01,31664251.458216295,35098950,61,-9.785758667378099
114321.05,53875456.58798486,50608436,149,6.455486172275428
114321.06,49037522.23617916,45217326,166,8.448523108551704
114321.07,13443743.824981708,14205051,22,-5.359411768520169
114321.09,16436183.937666675,16640937,30,-1.2304178684969778
114322.01,13620587.584595263,12663344,51,7.559169083579054
114322.02,17889016.87603879,15358016,28,16.47999895324233
114322.03,12554164.865967695,12021031,29,4.435009492677414
114322.04,18518787.170153927,16213556,44,14.217924619089898
114322.06,8539408.734610168,6931138,20,23.20355956857544
114322.08,39272975.74939674,39150619,76,0.31252826269934936
114322.1,9515064.234246042,8199591,20,16.043156716548932
114322.11,32575006.09151005,33693561,54,-3.319788337272959
114322.12,20489827.08006896,21514223,43,-4.761482299086698
114326.01,8656709.142810224,6801434,26,27.277705595764417
114326.02,59154674.498513535,56613289,163,4.489026416595465
114326.03,7919002.521400495,6857182,25,15.484794211390268
114326.04,22050112.02862668,20366548,76,8.266319990146
114326.05,58495244.15421476,52140025,171,12.188753561615597
114326.06,29316815.006305434,28986827,95,1.1384067883850613
114326.07,4339203.299502192,3526990,13,23.02851154957037
114327.01,29737512.58834213,27028416,122,10.023142267538468
114327.02,2849230.8137880075,2261830,9,25.970157517939345
114327.03,7189668.775518638,5923837,21,21.36844372184174
114327.04,35686056.96329642,32818770,135,8.736728900249524
114327.05,7135747.595471485,6491729,31,9.92060197632225
114327.06,27243736.481832195,24642976,113,10.5537597481416
114327.07,8143424.228117832,7669387,34,6.1809011348342695
114327.09,31787661.017005958,29596896,126,7.402009376273639
114327.1,1158401.5688653607,1042740,4,11.092081330471707
114327.11,14107129.938511407,13485584,62,4.608965681511509
114327.13,1767789.8648265407,1851134,5,-4.502328582018336
114328.01,6210530.949555043,6101385,11,1.7888716997049543
114328.02,8626251.608778082,8233266,25,4.77314359548303
114328.03,30856055.001481757,26032942,100,18.526960961545402
114328.05,8265778.507618574,7050332,31,17.239564145611503
114328.07,6411082.638313016,5492559,20,16.72305456005144
114328.08,12988979.302085916,12037919,50,7.900537477332382
114329.01,26288837.190459974,23362746,84,12.524603017384916
114329.02,887206.4705186365,589816,4,50.42088897531375
114329.03,11555450.382501928,10326084,49,11.905446270841184
114329.04,29355491.1884696,25012978,112,17.36104029064272
114330.01,1131289.515101395,895010,3,26.39965085321897
114330.02,7958095.129127914,6700382,32,18.77076753426766
114330.03,6148816.092379994,7067984,22,-13.004668765803745
114330.04,12242497.952773035,12693307,40,-3.5515492316302235
114330.07,15392064.717132518,14783317,51,4.117801959685489
114330.08,54717067.06332249,52430455,158,4.361228723501431
114330.09,4279196.417212311,3736534,11,14.523149453806955
114330.1,1891237.1073324638,2103822,7,-10.104699573801215
114330.11,11838696.854127282,10183167,25,16.257514524973246
114330.12,67447045.88371181,62106064,174,8.599775190570465
114331.01,51762982.34795273,44243942,152,16.994508192675802
114331.02,6001081.085209461,5554663,16,8.036816728745936
114331.04,98771875.83903854,88694672,286,11.361678905626412
114332.02,7851572.027661106,6911908,20,13.594857276183445
114332.03,58435052.764580555,51029922,193,14.511350349664564
