hood_cd,predicted_Market_Val,market,count,pct_difference
114300.4,12077460.802815018,11069276,37,9.107956137465704
114310.01,48813578.13482059,47865013,118,1.9817505007688765
114310.02,30438482.741349548,29658938,75,2.6283636364510023
114310.03,14593395.170815142,12858038,43,13.496282798473155
114310.04,4589380.023861327,4329658,21,5.998672963576505
114310.09,57836548.23456569,51963136,243,11.303036511433202
114310.1,68229450.61837392,65597950,201,4.011559230698392
114310.11,12423091.325181913,11317611,30,9.76778867184879
114310.12,18110770.033096462,17629255,45,2.7313407917490697
114310.13,3873184.8684505434,3567807,8,8.559259748370453
114310.14,33002655.62341461,34525057,86,-4.409554998230388
114314.16,4997166.031370885,4925925,17,1.4462467733650988
114315.01,72766249.4757237,69909668,246,4.086103621209729
114315.02,6032841.583775671,5043713,14,19.611119502153894
114315.03,29151921.203024674,28354978,72,2.810593621425748
114316.4,964848.6234459992,669539,4,44.106411044912875
114317.02,675583.2398318558,541408,2,24.782648175101908
114320.01,27189757.052843392,22963932,66,18.4020099556269
114321.01,32497072.771592487,35098950,61,-7.412977392222597
114321.05,54838148.56320791,50608436,149,8.357722343381466
114321.06,49621907.263654,45217326,166,9.740914939671578
114321.07,13742211.770284679,14205051,22,-3.2582722139844567
114321.09,16571268.924266892,16640937,30,-0.4186547652521517
114322.01,13646103.306987062,12663344,51,7.760661851933123
114322.02,18028223.44907924,15358016,28,17.386408824416133
114322.03,12777204.350858409,12021031,29,6.2904201050509645
114322.04,18901166.531683113,16213556,44,16.57631756835523
114322.06,8711484.248603731,6931138,20,25.686204034658257
114322.08,40109675.33394685,39150619,76,2.4496581623571427
114322.1,9709086.896580933,8199591,20,18.40940476885899
114322.11,33426202.22051277,33693561,54,-0.7935011068946671
114322.12,20807188.266668648,21514223,43,-3.2863596018845413
114326.01,8672920.082239158,6801434,26,27.516051500891702
114326.02,59183674.6800067,56613289,163,4.5402514593467584
114326.03,7942910.96526545,6857182,25,15.833457027470615
114326.04,22029351.190306395,20366548,76,8.16438401984664
114326.05,58424219.11820313,52140025,171,12.052533764997492
114326.06,29371202.450641755,28986827,95,1.3260349283547144
114326.07,4349749.577000264,3526990,13,23.32752792041554
114327.01,30397478.678019963,27028416,122,12.464891312979507
114327.02,2885817.0836958895,2261830,9,27.587709230839163
114327.03,7372331.286509716,5923837,21,24.451960553771414
114327.04,36432462.73669602,32818770,135,11.011054761333284
114327.05,7280545.455127604,6491729,31,12.151099578057007
114327.06,27826536.61435454,24642976,113,12.918734386441555
114327.07,8321984.786735735,7669387,34,8.509125784573591
114327.09,32407762.944137823,29596896,126,9.497168027815562
114327.1,1176849.297846965,1042740,4,12.861240371230126
114327.11,14437105.170408588,13485584,62,7.055839557327201
114327.13,1797726.111149014,1851134,5,-2.88514439532665
114328.01,6371325.947096091,6101385,11,4.424256903901176
114328.02,8746539.267002229,8233266,25,6.234139246833865
114328.03,31381733.478989225,26032942,100,20.54624282952432
114328.05,8423398.701952111,7050332,31,19.47520630166226
114328.07,6512844.6049131015,5492559,20,18.57577870193295
114328.08,13246432.29079128,12037919,50,10.039220988206354
114329.01,26693099.128770713,23362746,84,14.254972976082147
114329.02,901624.6137073045,589816,4,52.86540441549644
114329.03,11761455.181278665,10326084,49,13.900440682824822
114329.04,29899140.181798536,25012978,112,19.534507973414986
114330.01,1161849.8313166858,895010,3,29.814173173113794
114330.02,8116196.709658936,6700382,32,21.13035808494106
114330.03,6287585.744754844,7067984,22,-11.041313269033372
114330.04,12441844.60745856,12693307,40,-1.981062874642835
114330.07,15671984.630062671,14783317,51,6.011287115487487
114330.08,55421913.74978459,52430455,158,5.705574650810466
114330.09,4357926.918170463,3736534,11,16.63019574210922
114330.1,1920937.0614009863,2103822,7,-8.692985366585848
114330.11,12080668.384818252,10183167,25,18.633705848271486
114330.12,68885418.44618961,62106064,174,10.915768943576285
114331.01,52723841.87776309,44243942,152,19.166239476950523
114331.02,6158502.875885231,5554663,16,10.87086427898923
114331.04,101235122.67067882,88694672,286,14.13889965191914
114332.02,8031057.97645013,6911908,20,16.191621422769668
114332.03,59414348.7902554,51029922,193,16.430412710126028
114332.04,26724409.54549806,25849638,89,3.384076579710935
114332.11,2207890.5315696616,1610883,9,37.060887200973724
114333.02,2499518.161469866,2422145,6,3.194406671353947
114334.01,27700113.389655028,22966065,143,20.613232565766175
114334.02,8118904.116421564,7172815,28,13.18992775390922
114334.04,41831213.96925036,35755314,115,16.99299849317603
114334.05,761309.4210096679,560695,2,35.77959871403667
114334.08,27290422.405564018,24156307,50,12.974315178077584
114334.09,4505117.560589489,4584735,13,-1.7365766922300068
114334.1,120189522.33232605,115890092,318,3.7099205446536834
114334.11,19616359.783748116,16900988,66,16.066349397728207
114334.12,2696559.505061541,2554856,8,5.546438040403891
114334.13,1585887.9305147766,1214437,6,30.586265941730744
114334.14,5321068.371158967,4207549,17,26.464798654964373
114334.15,21669011.96741793,19790132,53,9.494024433075683
114335.01,25241128.522886205,22834106,87,10.541347766740705
114335.02,9787793.903373454,8986123,34,8.921209996496305
114335.03,15008920.45049858,14339019,47,4.671877835565871
114335.04,18539501.519228235,15209051,60,21.897819392072755
114335.05,44984340.12691922,38571379,144,16.62621688200263
114335.06,875438.9495817274,587244,3,49.075844041272006
114335.07,8687484.25014813,7911049,24,9.81456757691844
114335.09,31584733.49523668,27542022,115,14.678339503311266
114335.1,18900818.338960998,19337395,51,-2.257680835702028
114335.12,105320376.60937427,95860176,410,9.868749468365538
114335.15,15300244.874478547,16156631,33,-5.300524134774466
114335.32,11126393.06399693,8439359,33,31.839314620896324
114335.33,8753091.35702412,8493199,27,3.0600055058655777
114335.4,389402.27628507785,310757,1,25.30764432823005
114336.01,25531757.25377803,25125647,54,1.6163175968285683
114336.02,47340385.1130081,39998927,112,18.354137632262226
114336.04,9633206.337329963,8496315,18,13.380993258017895
114336.06,11960264.063585475,13646546,25,-12.356840598452715
114336.07,33531054.2177463,30565760,96,9.70135935683032
114336.08,12587707.207010077,12266694,32,2.616949660683452
114336.09,14972663.244064787,15035100,55,-0.4152733000459764
114336.1,31879545.941786602,31274867,73,1.9334340951365265
114336.11,3232485.1353298835,2800346,7,15.431633638481943
125303.01,43718787.41805625,36911917,133,18.44084775671838
125303.03,578899.7312387021,498266,2,16.182868435474642
125305.01,706611.4243406507,413556,2,70.86233166503465
125305.02,27854011.48588839,25857378,105,7.72171674130452
125305.03,7269755.350084068,5943217,16,22.320207222520537
125305.05,67108253.084464185,54514714,188,23.10117427097606
125306.02,47120209.9325608,42117304,157,11.878504693844604
