hood_cd,predicted_Market_Val,market,count,pct_difference
114300.4,11837080.341404662,11069276,37,6.936355561146561
114310.01,48711324.52142312,47865013,118,1.7681213654389194
114310.02,30276458.174012173,29658938,75,2.0820710910558327
114310.03,14367615.697394,12858038,43,11.740342479886904
114310.04,4609528.633315005,4329658,21,6.464035573133152
114310.09,57960571.48106957,51963136,243,11.541711957241327
114310.1,68613908.175927,65597950,201,4.597640895678902
114310.11,12361886.910314156,11317611,30,9.226999499401028
114310.12,18002110.50362025,17629255,45,2.1149816235583883
114310.13,3878382.8180908766,3567807,8,8.704950074117702
114310.14,33254835.295045592,34525057,86,-3.6791299286034724
114314.16,4986085.551172975,4925925,17,1.2213046518770678
114315.01,71271258.51923554,69909668,246,1.9476426625792822
114315.02,5890358.157749164,5043713,14,16.78614857247357
114315.03,28992102.92441871,28354978,72,2.2469596852401374
114316.4,941995.3605032229,669539,4,40.69312773463874
114317.02,655815.2264630899,541408,2,21.131425184535495
114320.01,26554450.78864273,22963932,66,15.635470391754907
114321.01,31603420.720717125,35098950,61,-9.959070796371046
114321.05,53771244.78340261,50608436,149,6.249568319800688
114321.06,48966608.92059308,45217326,166,8.291695357202421
114321.07,13402297.92571384,14205051,22,-5.651180515199552
114321.09,16408122.968587369,16640937,30,-1.3990440046292543
114322.01,13604050.759915847,12663344,51,7.4285809492014705
114322.02,17836931.838369522,15358016,28,16.140859850448926
114322.03,12530848.772174176,12021031,29,4.241048643616141
114322.04,18481182.99836777,16213556,44,13.985994178993009
114322.06,8522020.333507197,6931138,20,22.952685886606165
114322.08,39190301.366823025,39150619,76,0.10135821051264872
114322.1,9495124.949956112,8199591,20,15.799982583961953
114322.11,32507990.574919377,33693561,54,-3.5186854398697234
114322.12,20463029.478411857,21514223,43,-4.886039907591099
114326.01,8642213.420655506,6801434,26,27.064578155952194
114326.02,59066491.938278206,56613289,163,4.333263411490199
114326.03,7907182.238514514,6857182,25,15.312416069961593
114326.04,22036606.772642866,20366548,76,8.200009017938955
114326.05,58404476.786267154,52140025,171,12.01466970195575
114326.06,29282324.07448855,28986827,95,1.0194184913324609
114326.07,4335008.044328238,3526990,13,22.909564368717742
114327.01,29702208.751408264,27028416,122,9.8925247835769
114327.02,2846891.8677380877,2261830,9,25.866748064093574
114327.03,7177361.866207779,5923837,21,21.16069139322671
114327.04,35646318.802623525,32818770,135,8.615645262218923
114327.05,7133908.984356576,6491729,31,9.892279612358674
114327.06,27211814.300958447,24642976,113,10.424221088225899
114327.07,8137587.806804177,7669387,34,6.104800902655941
114327.09,31750167.961967442,29596896,126,7.275330365614834
114327.1,1158066.2993989086,1042740,4,11.05992859187416
114327.11,14093011.247938434,13485584,62,4.504270989958119
114327.13,1766159.603021478,1851134,5,-4.5903968582783286
114328.01,6193477.706016516,6101385,11,1.509373789992212
114328.02,8610476.918816254,8233266,25,4.581546603938868
114328.03,30802686.72904993,26032942,100,18.321958113877134
114328.05,8260621.216157405,7050332,31,17.166414520016996
114328.07,6398705.100828906,5492559,20,16.497703544539178
114328.08,12974473.89753461,12037919,50,7.780039868474034
114329.01,26249263.492103767,23362746,84,12.355214973889485
114329.02,886279.730786363,589816,4,50.2637654431828
114329.03,11531206.012567703,10326084,49,11.670658621096852
114329.04,29328600.361456905,25012978,112,17.253532791884695
114330.01,1127796.1408444464,895010,3,26.009334068272576
114330.02,7958001.418364081,6700382,32,18.769368945891156
114330.03,6159267.305190783,7067984,22,-12.856801809528957
114330.04,12235050.302915279,12693307,40,-3.610223065468449
114330.07,15358189.384759957,14783317,51,3.88865627896606
114330.08,54668556.466947086,52430455,158,4.268705024488318
114330.09,4269030.115406918,3736534,11,14.251071056945241
114330.1,1893678.7774575371,2103822,7,-9.988640794823082
114330.11,11812434.12844394,10183167,25,15.99961120586493
114330.12,67414581.33528419,62106064,174,8.54750243918885
114331.01,51654078.54957289,44243942,152,16.74836421576742
114331.02,5989016.454325688,5554663,16,7.8196184777670235
114331.04,98649300.05135383,88694672,286,11.223479186386559
114332.02,7839099.3862701,6911908,20,13.414405780142042
114332.03,58373813.8080116,51029922,193,14.391344372447989
114332.04,26183780.269127052,25849638,89,1.2926380985569401
114332.11,2161827.607438214,1610883,9,34.201404288096285
114333.02,2463078.484658633,2422145,6,1.6899683816878384
114334.01,27076061.76696308,22966065,143,17.89595547588618
114334.02,8092028.878251799,7172815,28,12.815245872810038
114334.04,41727480.331287876,35755314,115,16.702877595447426
114334.05,763967.9892739349,560695,2,36.25375458563655
114334.08,26728933.883669727,24156307,50,10.649917984854747
114334.09,4447215.873951569,4584735,13,-2.999499993967608
114334.1,120468903.09568651,115890092,318,3.950994443672122
114334.11,19287006.678950246,16900988,66,14.117628383324373
114334.12,2687377.209812277,2554856,8,5.187032451624553
114334.13,1578792.587011544,1214437,6,30.00201632621075
114334.14,5279693.836679609,4207549,17,25.481458128701735
114334.15,21511572.936368722,19790132,53,8.698481325787633
114335.01,25217126.69169839,22834106,87,10.436233814883714
114335.02,9756789.14468127,8986123,34,8.576180680826084
114335.03,14885254.236598136,14339019,47,3.8094324067646186
114335.04,18510472.214670345,15209051,60,21.70695077996875
114335.05,45078461.5734827,38571379,144,16.870235760776662
114335.06,868841.9673677897,587244,3,47.95246394476397
114335.07,8673129.156263346,7911049,24,9.633111313851625
114335.09,31628774.30213785,27542022,115,14.838243547034608
114335.1,18919147.526336063,19337395,51,-2.162894607386038
114335.12,104739465.28886639,95860176,410,9.262750872548352
114335.15,15232658.223454177,16156631,33,-5.718845572111059
114335.32,10977138.65267354,8439359,33,30.070763107405913
114335.33,8768344.647996457,8493199,27,3.239599684364599
114335.4,394473.1350467054,310757,1,26.939420526876447
114336.01,25487116.32728427,25125647,54,1.4386468427430708
114336.02,47106001.799193636,39998927,112,17.768163628973436
114336.04,9625775.336434266,8496315,18,13.293531800954481
114336.06,11964050.18298596,13646546,25,-12.329096439597539
114336.07,33664109.74628774,30565760,96,10.136668436471858
114336.08,12496572.477891209,12266694,32,1.874005154862497
114336.09,14993243.904865162,15035100,55,-0.27838920349606955
114336.1,32073515.30481109,31274867,73,2.5536425296743555
114336.11,3237976.1789627597,2800346,7,15.62771810921792
125303.01,43573281.09006439,36911917,133,18.04664897264586
125303.03,571118.3857202732,498266,2,14.621183408113989
125305.01,689601.4589746016,413556,2,66.74923322950256
125305.02,27249716.74721124,25857378,105,5.384686518529605
125305.03,7123431.091736108,5943217,16,19.858169266511858
125305.05,66065567.15849704,54514714,188,21.18850547119635
125306.02,46171645.9537656,42117304,157,9.626309304521488
125306.03,1289554.3548476347,1265852,3,1.8724428169829235
125306.05,13252201.191258268,12928193,44,2.5062140645507722
125307.02,15099331.397422807,16505951,35,-8.521893725343016
125307.03,44142489.8721763,42410774,81,4.083197991567655
125307.04,2831011.5066144187,2939965,7,-3.7059452539598707
125307.05,274374.38439379353,247234,1,10.977610034944032
125307.06,30834184.24472874,30634881,59,0.6505762001449926
125308.02,24319771.961747993,21729184,100,11.922159441182847
125308.03,62012039.45075216,62917946,139,-1.4398221919829337
125308.04,35745494.98418923,33241146,108,7.533882809543411
125308.05,30692962.698814042,29170274,102,5.220001357594522
125308.06,18384797.001753017,16092964,71,14.241211263214268
125308.08,20220115.614090532,17342822,54,16.590688724652377
125308.12,4878875.815006227,4324546,20,12.818219878022507
125308.13,127340388.62874326,125298775,261,1.6293963199107582
125308.14,2020383.3116384964,1632954,6,23.725672103347453
125309.03,15215358.105113648,14006713,73,8.629041696746752
125309.04,9142707.798583392,8135326,36,12.382807997901892
125309.06,6663468.269323139,5357027,28,24.387431112875472
125309.1,33821540.087846644,31725220,98,6.607740112902745
125309.12,908026.0644024159,563039,4,61.27232117178666
125309.13,704959.9611406934,669896,2,5.234239514893864
125309.14,359101.94949305046,357900,1,0.33583389020688986
125316.02,42056321.16900886,41911537,103,0.3454518239425543
125316.03,2859172.4427581723,2912234,8,-1.8220224488082934
125317.01,321153.8892343179,255428,1,25.731669681600245
125317.02,577311.1122164374,523253,1,10.33116144894293
125317.03,8672063.997054216,9147554,9,-5.198001596336949
125317.04,32259887.0617264,30986573,50,4.109244548360991
125317.05,11400587.126938427,12222900,11,-6.727641337665964
125317.06,25090108.1021055,20628329,53,21.629377261267738
125318.02,32377111.430122405,25508630,78,26.926108654688257
125318.03,76291912.67239995,69134046,154,10.353605909886936
125318.04,18951624.798969217,17005399,21,11.444752334062946
125318.05,11039347.232355505,10086569,28,9.446009166798989
125318.06,21122798.28126856,21147861,32,-0.11851183782341204
125318.08,28193676.448626056,25541567,45,10.383503285550399
125318.09,41085584.8543865,37502858,91,9.553210196370904
125318.1,9231035.542005176,8058137,16,14.555455460799136
